"UniProtKB_ac"	"iso_id"	"uniprot_seq_length"	"coordinate_id"	"provider"	"from"	"to"	"template"	"qmean"	"qmean_norm"	"url"	"mapid"	"id_mapping"	"chain"	"chain_new"	"id_mapping_chain"	"pident"	"mismatch"	"qstart2"	"qend2"	"sstart2"	"send2"	"Resolution"	"Coverage"	"pdb_length"	"locus"
"Q06697"	""	393	"5a9b09ea75daaa1521d9782d"	"PDB"	230	393	"3v46"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q06697.pdb?from=230&to=393&template=3v46&provider=pdb"	"230_393_3v46_5a9b09ea75daaa1521d9782d"	"Q06697@3v46"	"A"	"A"	"Q06697@3v46@A"	100	0	1	160	234	393	1.549	0.404580152671756	159	"YLR418C"
"P34078"	""	463	"5a9b280c75daaa3908640749"	"PDB"	333	463	"5wwo"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P34078.pdb?from=333&to=463&template=5wwo&provider=pdb"	"333_463_5wwo_5a9b280c75daaa3908640749"	"P34078@5wwo"	"C"	"C"	"P34078@5wwo@C"	100	0	1	46	360	405	2.4	0.0971922246220302	45	"YKL143W"
"P07236"	""	462	"5a9afbae75daaa4d1b0ab0ed"	"PDB"	26	462	"3ugt"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P07236.pdb?from=26&to=462&template=3ugt&provider=pdb"	"26_462_3ugt_5a9afbae75daaa4d1b0ab0ed"	"P07236@3ugt"	"A;B;C;D"	"C"	"P07236@3ugt@C"	100	0	1	427	36	462	3.6	0.922077922077922	426	"YKL194C"
"Q12109"	""	432	"5a9b0df075daaa4c7039fe12"	"PDB"	1	432	"3kt8"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q12109.pdb?from=1&to=432&template=3kt8&provider=pdb"	"1_432_3kt8_5a9b0df075daaa4c7039fe12"	"Q12109@3kt8"	"A;B;C;D"	"D"	"Q12109@3kt8@D"	100	0	1	410	16	425	3	0.946759259259259	409	"YOL097C"
"Q04712"	""	507	"5b20b1b602efd01abb492e00"	"PDB"	1	507	"5w5y"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q04712.pdb?from=1&to=507&template=5w5y&provider=pdb"	"1_507_5w5y_5b20b1b602efd01abb492e00"	"Q04712@5w5y"	"Q"	"Q"	"Q04712@5w5y@Q"	100	0	1	36	1	36	3.8	0.0690335305719921	35	"YML043C"
"P52490"	""	153	"5b20affc02efd015cdad78ac"	"PDB"	1	152	"5ojw"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P52490.pdb?from=1&to=152&template=5ojw&provider=pdb"	"1_152_5ojw_5b20affc02efd015cdad78ac"	"P52490@5ojw"	"A"	"A"	"P52490@5ojw@A"	100	0	1	152	1	152	2	0.986928104575163	151	"YDR092W"
"P38894"	""	1075	"5a9b294375daaa4b23096c71"	"PDB"	23	271	"2xjp"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P38894.pdb?from=23&to=271&template=2xjp&provider=pdb"	"23_271_2xjp_5a9b294375daaa4b23096c71"	"P38894@2xjp"	"A"	"A"	"P38894@2xjp@A"	100	0	10	258	23	271	0.95	0.230697674418605	248	"YHR211W"
"P38129"	""	798	"5a9b0e1a75daaa5228df3e05"	"PDB"	146	290	"2j49"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P38129.pdb?from=146&to=290&template=2j49&provider=pdb"	"146_290_2j49_5a9b0e1a75daaa5228df3e05"	"P38129@2j49"	"A"	"A"	"P38129@2j49@A"	100	0	1	134	149	282	2.3	0.166666666666667	133	"YBR198C"
"P02557"	""	457	"5a9b184f75daaa5ae8659435"	"PDB"	1	457	"5w3f"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P02557.pdb?from=1&to=457&template=5w3f&provider=pdb"	"1_457_5w3f_5a9b184f75daaa5ae8659435"	"P02557@5w3f"	"B"	"B"	"P02557@5w3f@B"	100	0	1	427	1	427	3.7	0.932166301969365	426	"YFL037W"
"P48606"	""	106	"5a9b15be75daaa3ac5713547"	"PDB"	1	106	"1qsd"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P48606.pdb?from=1&to=106&template=1qsd&provider=pdb"	"1_106_1qsd_5a9b15be75daaa3ac5713547"	"P48606@1qsd"	"A;B"	"A"	"P48606@1qsd@A"	100	0	1	102	4	105	2.2	0.952830188679245	101	"YOR265W"
"P48606"	""	106	"5a9b15be75daaa3ac5713547"	"PDB"	1	106	"1qsd"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P48606.pdb?from=1&to=106&template=1qsd&provider=pdb"	"1_106_1qsd_5a9b15be75daaa3ac5713547"	"P48606@1qsd"	"A;B"	"B"	"P48606@1qsd@B"	100	0	1	102	4	105	2.2	0.952830188679245	101	"YOR265W"
"P47079"	""	568	"5a9b098675daaa0f820f9b91"	"PDB"	1	568	"5gw5"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P47079.pdb?from=1&to=568&template=5gw5&provider=pdb"	"1_568_5gw5_5a9b098675daaa0f820f9b91"	"P47079@5gw5"	"Q;q"	"Q"	"P47079@5gw5@Q"	100	0	1	543	7	549	4.6	0.954225352112676	542	"YJL008C"
"P47079"	""	568	"5a9b098675daaa0f820f9b91"	"PDB"	1	568	"5gw5"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P47079.pdb?from=1&to=568&template=5gw5&provider=pdb"	"1_568_5gw5_5a9b098675daaa0f820f9b91"	"P47079@5gw5"	"Q;q"	"q"	"P47079@5gw5@q"	100	0	1	543	7	549	4.6	0.954225352112676	542	"YJL008C"
"P39079"	""	546	"5a9b06b875daaa6a748b61f7"	"PDB"	1	546	"4v94-F-bundle1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P39079.pdb?from=1&to=546&template=4v94&provider=pdb"	"1_546_4v94_5a9b06b875daaa6a748b61f7"	"P39079@4v94"	"F;N;f;n"	"F"	"P39079@4v94@F"	100	0	1	538	2	539	3.8	0.983516483516483	537	"YDR188W"
"P39079"	""	546	"5a9b06b875daaa6a748b61f7"	"PDB"	1	546	"4v94-N-bundle1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P39079.pdb?from=1&to=546&template=4v94&provider=pdb"	"1_546_4v94_5a9b06b875daaa6a748b61f7"	"P39079@4v94"	"F;N;f;n"	"N"	"P39079@4v94@N"	100	0	1	538	2	539	3.8	0.983516483516483	537	"YDR188W"
"P39079"	""	546	"5a9b06b875daaa6a748b61f7"	"PDB"	1	546	"4v94-f-bundle1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P39079.pdb?from=1&to=546&template=4v94&provider=pdb"	"1_546_4v94_5a9b06b875daaa6a748b61f7"	"P39079@4v94"	"F;N;f;n"	"f"	"P39079@4v94@f"	100	0	1	538	2	539	3.8	0.983516483516483	537	"YDR188W"
"P39079"	""	546	"5a9b06b875daaa6a748b61f7"	"PDB"	1	546	"4v94-n-bundle1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P39079.pdb?from=1&to=546&template=4v94&provider=pdb"	"1_546_4v94_5a9b06b875daaa6a748b61f7"	"P39079@4v94"	"F;N;f;n"	"n"	"P39079@4v94@n"	100	0	1	538	2	539	3.8	0.983516483516483	537	"YDR188W"
"P39990"	""	126	"5a9b178575daaa4fb82f6e2a"	"PDB"	1	126	"2ale"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P39990.pdb?from=1&to=126&template=2ale&provider=pdb"	"1_126_2ale_5a9b178575daaa4fb82f6e2a"	"P39990@2ale"	"A"	"A"	"P39990@2ale@A"	100	0	1	126	1	126	1.8	0.992063492063492	125	"YEL026W"
"P38074"	""	348	"5a9b2a0e75daaa56b3c01964"	"PDB"	21	348	"1g6q"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P38074.pdb?from=21&to=348&template=1g6q&provider=pdb"	"21_348_1g6q_5a9b2a0e75daaa56b3c01964"	"P38074@1g6q"	"1;2;3;4;5;6"	"5"	"P38074@1g6q@5"	100	0	1	321	28	348	2.9	0.919540229885057	320	"YBR034C"
"P36049"	""	427	"5b20b39b02efd020e0c0e2fa"	"PDB"	1	427	"6elz-J-bundle2"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P36049.pdb?from=1&to=427&template=6elz&provider=pdb"	"1_427_6elz_5b20b39b02efd020e0c0e2fa"	"P36049@6elz"	"J"	"J"	"P36049@6elz@J"	100	0	1	145	196	340	3.3	0.337236533957845	144	"YKL172W"
"P40014"	""	221	"5a9b2aaf75daaa5d6c2bbc85"	"PDB"	133	221	"4geq"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P40014.pdb?from=133&to=221&template=4geq&provider=pdb"	"133_221_4geq_5a9b2aaf75daaa5d6c2bbc85"	"P40014@4geq"	"A;C"	"A"	"P40014@4geq@A"	100	0	1	89	133	221	2.01	0.398190045248869	88	"YER018C"
"P40014"	""	221	"5a9b2aaf75daaa5d6c2bbc85"	"PDB"	133	221	"4geq"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P40014.pdb?from=133&to=221&template=4geq&provider=pdb"	"133_221_4geq_5a9b2aaf75daaa5d6c2bbc85"	"P40014@4geq"	"A;C"	"C"	"P40014@4geq@C"	100	0	2	90	133	221	2.01	0.398190045248869	88	"YER018C"
"Q08687"	""	178	"5a9b249075daaa05ad58ffec"	"PDB"	38	178	"2kkm"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q08687.pdb?from=38&to=178&template=2kkm&provider=pdb"	"38_178_2kkm_5a9b249075daaa05ad58ffec"	"Q08687@2kkm"	"A"	"A"	"Q08687@2kkm@A"	100	0	1	141	38	178	NA	0.786516853932584	140	"YOR252W"
"P36094"	""	363	"5a9b2a2375daaa56b3c01ca4"	"PDB"	65	138	"2q6q"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P36094.pdb?from=65&to=138&template=2q6q&provider=pdb"	"65_138_2q6q_5a9b2a2375daaa56b3c01ca4"	"P36094@2q6q"	"A;B"	"B"	"P36094@2q6q@B"	100	0	1	65	67	131	1.97	0.176308539944904	64	"YKL042W"
"P53215"	""	237	"5b20b18c02efd019cc94227b"	"PDB"	1	237	"5xox"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P53215.pdb?from=1&to=237&template=5xox&provider=pdb"	"1_237_5xox_5b20b18c02efd019cc94227b"	"P53215@5xox"	"A;B;C;D;E;F"	"A"	"P53215@5xox@A"	100	0	1	229	5	233	3	0.962025316455696	228	"YGR024C"
"P53215"	""	237	"5b20b18c02efd019cc94227b"	"PDB"	1	237	"5xox"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P53215.pdb?from=1&to=237&template=5xox&provider=pdb"	"1_237_5xox_5b20b18c02efd019cc94227b"	"P53215@5xox"	"A;B;C;D;E;F"	"B"	"P53215@5xox@B"	100	0	1	229	5	233	3	0.962025316455696	228	"YGR024C"
"P53215"	""	237	"5b20b18c02efd019cc94227b"	"PDB"	1	237	"5xox"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P53215.pdb?from=1&to=237&template=5xox&provider=pdb"	"1_237_5xox_5b20b18c02efd019cc94227b"	"P53215@5xox"	"A;B;C;D;E;F"	"C"	"P53215@5xox@C"	100	0	1	229	5	233	3	0.962025316455696	228	"YGR024C"
"P53215"	""	237	"5b20b18c02efd019cc94227b"	"PDB"	1	237	"5xox"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P53215.pdb?from=1&to=237&template=5xox&provider=pdb"	"1_237_5xox_5b20b18c02efd019cc94227b"	"P53215@5xox"	"A;B;C;D;E;F"	"D"	"P53215@5xox@D"	100	0	1	229	5	233	3	0.962025316455696	228	"YGR024C"
"P53215"	""	237	"5b20b18c02efd019cc94227b"	"PDB"	1	237	"5xox"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P53215.pdb?from=1&to=237&template=5xox&provider=pdb"	"1_237_5xox_5b20b18c02efd019cc94227b"	"P53215@5xox"	"A;B;C;D;E;F"	"E"	"P53215@5xox@E"	100	0	1	229	5	233	3	0.962025316455696	228	"YGR024C"
"P35202"	""	319	"5a9af86975daaa20e6f35aff"	"PDB"	1	319	"1ig0"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P35202.pdb?from=1&to=319&template=1ig0&provider=pdb"	"1_319_1ig0_5a9af86975daaa20e6f35aff"	"P35202@1ig0"	"A;B"	"B"	"P35202@1ig0@B"	100	0	1	319	1	319	1.8	0.996865203761755	318	"YOR143C"
"P27796"	""	417	"5b20aff302efd015cdad76ba"	"PDB"	25	417	"1afw"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P27796.pdb?from=25&to=417&template=1afw&provider=pdb"	"25_417_1afw_5b20aff302efd015cdad76ba"	"P27796@1afw"	"A;B"	"B"	"P27796@1afw@B"	100	0	1	393	25	417	1.8	0.940047961630695	392	"YIL160C"
"P11433"	""	854	"5a9afa6d75daaa3e67479431"	"PDB"	778	854	"1pqs"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P11433.pdb?from=778&to=854&template=1pqs&provider=pdb"	"778_854_1pqs_5a9afa6d75daaa3e67479431"	"P11433@1pqs"	"A"	"A"	"P11433@1pqs@A"	100	0	1	77	778	854	NA	0.0889929742388759	76	"YAL041W"
"P53299"	""	105	"5a9b1c5475daaa159d1c2487"	"PDB"	42	105	"3cjh"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P53299.pdb?from=42&to=105&template=3cjh&provider=pdb"	"42_105_3cjh_5a9b1c5475daaa159d1c2487"	"P53299@3cjh"	"A;C;E;G;I;K"	"I"	"P53299@3cjh@I"	100	0	1	54	46	99	2.6	0.504761904761905	53	"YGR181W"
"P33891"	""	701	"5a9aff2275daaa7c72871dd6"	"PDB"	1	40	"3etv"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P33891.pdb?from=1&to=40&template=3etv&provider=pdb"	"1_40_3etv_5a9aff2275daaa7c72871dd6"	"P33891@3etv"	"A"	"A"	"P33891@3etv@A"	100	0	1	24	9	32	1.94	0.0328102710413695	23	"YGL145W"
"Q06389"	""	190	"5b20b04c02efd01696ad700a"	"PDB"	1	190	"1fpw"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q06389.pdb?from=1&to=190&template=1fpw&provider=pdb"	"1_190_1fpw_5b20b04c02efd01696ad700a"	"Q06389@1fpw"	"A"	"A"	"Q06389@1fpw@A"	100	0	1	190	1	190	NA	0.994736842105263	189	"YDR373W"
"P25644"	""	796	"5a9b1fb575daaa420f3b5a10"	"PDB"	473	796	"4ojj"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P25644.pdb?from=473&to=796&template=4ojj&provider=pdb"	"473_796_4ojj_5a9b1fb575daaa420f3b5a10"	"P25644@4ojj"	"A;B;C"	"C"	"P25644@4ojj@C"	100	0	1	321	476	796	2.32	0.402010050251256	320	"YCR077C"
"P25644"	""	796	"5b20b03602efd01696ad6b24"	"PDB"	5	79	"4brw"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P25644.pdb?from=5&to=79&template=4brw&provider=pdb"	"5_79_4brw_5b20b03602efd01696ad6b24"	"P25644@4brw"	"B"	"B"	"P25644@4brw@B"	100	0	1	30	25	54	2.795	0.0364321608040201	29	"YCR077C"
"P14832"	""	162	"5a9b258e75daaa15b4e621eb"	"PDB"	1	162	"1vdn"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P14832.pdb?from=1&to=162&template=1vdn&provider=pdb"	"1_162_1vdn_5a9b258e75daaa15b4e621eb"	"P14832@1vdn"	"A"	"A"	"P14832@1vdn@A"	100	0	1	161	2	162	1.6	0.987654320987654	160	"YDR155C"
"Q05016"	""	267	"5a9afda375daaa65e3fb1aa3"	"PDB"	1	267	"3rku"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q05016.pdb?from=1&to=267&template=3rku&provider=pdb"	"1_267_3rku_5a9afda375daaa65e3fb1aa3"	"Q05016@3rku"	"A;B;C;D"	"A"	"Q05016@3rku@A"	100	0	2	268	1	267	2.6	0.99625468164794	266	"YMR226C"
"Q05016"	""	267	"5a9afda375daaa65e3fb1aa3"	"PDB"	1	267	"3rku"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q05016.pdb?from=1&to=267&template=3rku&provider=pdb"	"1_267_3rku_5a9afda375daaa65e3fb1aa3"	"Q05016@3rku"	"A;B;C;D"	"B"	"Q05016@3rku@B"	100	0	2	268	1	267	2.6	0.99625468164794	266	"YMR226C"
"Q05016"	""	267	"5a9afda375daaa65e3fb1aa3"	"PDB"	1	267	"3rku"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q05016.pdb?from=1&to=267&template=3rku&provider=pdb"	"1_267_3rku_5a9afda375daaa65e3fb1aa3"	"Q05016@3rku"	"A;B;C;D"	"C"	"Q05016@3rku@C"	100	0	2	268	1	267	2.6	0.99625468164794	266	"YMR226C"
"Q05016"	""	267	"5a9afda375daaa65e3fb1aa3"	"PDB"	1	267	"3rku"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q05016.pdb?from=1&to=267&template=3rku&provider=pdb"	"1_267_3rku_5a9afda375daaa65e3fb1aa3"	"Q05016@3rku"	"A;B;C;D"	"D"	"Q05016@3rku@D"	100	0	2	268	1	267	2.6	0.99625468164794	266	"YMR226C"
"P40204"	""	77	"5af2913d02efd061011fb510"	"PDB"	1	77	"6exn"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P40204.pdb?from=1&to=77&template=6exn&provider=pdb"	"1_77_6exn_5af2913d02efd061011fb510"	"P40204@6exn"	"g;r"	"r"	"P40204@6exn@r"	100	0	1	75	2	76	3.7	0.961038961038961	74	"YFL017W-A"
"P40204"	""	77	"5af28d1502efd047c71210d4"	"PDB"	1	77	"5uz5"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P40204.pdb?from=1&to=77&template=5uz5&provider=pdb"	"1_77_5uz5_5af28d1502efd047c71210d4"	"P40204@5uz5"	"Q"	"Q"	"P40204@5uz5@Q"	100	0	1	75	2	76	3.7	0.961038961038961	74	"YFL017W-A"
"P36070"	""	627	"5a9b164a75daaa409d7fff94"	"PDB"	1	627	"3tj1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P36070.pdb?from=1&to=627&template=3tj1&provider=pdb"	"1_627_3tj1_5a9b164a75daaa409d7fff94"	"P36070@3tj1"	"A;B"	"A"	"P36070@3tj1@A"	100	0	1	201	46	246	2.85	0.318979266347687	200	"YKL125W"
"P36070"	""	627	"5a9b164a75daaa409d7fff94"	"PDB"	1	627	"3tj1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P36070.pdb?from=1&to=627&template=3tj1&provider=pdb"	"1_627_3tj1_5a9b164a75daaa409d7fff94"	"P36070@3tj1"	"A;B"	"B"	"P36070@3tj1@B"	100	0	1	201	46	246	2.85	0.318979266347687	200	"YKL125W"
"P39078"	""	528	"5a9b098675daaa0f820f9b91"	"PDB"	1	528	"5gw5"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P39078.pdb?from=1&to=528&template=5gw5&provider=pdb"	"1_528_5gw5_5a9b098675daaa0f820f9b91"	"P39078@5gw5"	"D;d"	"D"	"P39078@5gw5@D"	100	0	1	521	8	528	4.6	0.984848484848485	520	"YDL143W"
"P39078"	""	528	"5a9b098675daaa0f820f9b91"	"PDB"	1	528	"5gw5"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P39078.pdb?from=1&to=528&template=5gw5&provider=pdb"	"1_528_5gw5_5a9b098675daaa0f820f9b91"	"P39078@5gw5"	"D;d"	"d"	"P39078@5gw5@d"	100	0	1	521	8	528	4.6	0.984848484848485	520	"YDL143W"
"P34164"	""	415	"5a9aff1475daaa7c72871bf3"	"PDB"	161	412	"2qlv"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P34164.pdb?from=161&to=412&template=2qlv&provider=pdb"	"161_412_2qlv_5a9aff1475daaa7c72871bf3"	"P34164@2qlv"	"B;E"	"E"	"P34164@2qlv@E"	100	0	1	87	161	247	2.6	0.207228915662651	86	"YGL208W"
"P32912"	""	316	"5a9b15c275daaa3ac57135b5"	"PDB"	8	124	"1kmd"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P32912.pdb?from=8&to=124&template=1kmd&provider=pdb"	"8_124_1kmd_5a9b15c275daaa3ac57135b5"	"P32912@1kmd"	"A"	"A"	"P32912@1kmd@A"	100	0	1	117	8	124	NA	0.367088607594937	116	"YGL212W"
"P38765"	""	294	"5a9b090275daaa0ab3311db5"	"PDB"	1	294	"1ym5"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P38765.pdb?from=1&to=294&template=1ym5&provider=pdb"	"1_294_1ym5_5a9b090275daaa0ab3311db5"	"P38765@1ym5"	"A"	"A"	"P38765@1ym5@A"	100	0	1	293	2	294	2.05	0.993197278911565	292	"YHR029C"
"P35179"	""	80	"5a9b0f5f75daaa62ade414eb"	"PDB"	1	80	"2ww9"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P35179.pdb?from=1&to=80&template=2ww9&provider=pdb"	"1_80_2ww9_5a9b0f5f75daaa62ade414eb"	"P35179@2ww9"	"B"	"B"	"P35179@2ww9@B"	100	0	1	60	21	80	8.6	0.7375	59	"YDR086C"
"P32639"	""	2163	"5a9b161975daaa409d7ff893"	"PDB"	1839	2163	"3im1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P32639.pdb?from=1839&to=2163&template=3im1&provider=pdb"	"1839_2163_3im1_5a9b161975daaa409d7ff893"	"P32639@3im1"	"A"	"A"	"P32639@3im1@A"	100	0	1	325	1839	2163	1.65	0.149791955617198	324	"YER172C"
"P32639"	""	2163	"5a9b0a0b75daaa1a4781770b"	"PDB"	1	2163	"5gm6-B-bundle1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P32639.pdb?from=1&to=2163&template=5gm6&provider=pdb"	"1_2163_5gm6_5a9b0a0b75daaa1a4781770b"	"P32639@5gm6"	"B"	"B"	"P32639@5gm6@B"	100	0	1	80	113	192	3.5	0.0365233472029589	79	"YER172C"
"P33299"	""	467	"5a9afe3d75daaa7110824257"	"PDB"	378	467	"4a3v"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P33299.pdb?from=378&to=467&template=4a3v&provider=pdb"	"378_467_4a3v_5a9afe3d75daaa7110824257"	"P33299@4a3v"	"B;D"	"B"	"P33299@4a3v@B"	100	0	2	79	378	455	3.8	0.164882226980728	77	"YKL145W"
"P39076"	""	527	"5a9b06b875daaa6a748b61f7"	"PDB"	1	527	"4v94-B-bundle1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P39076.pdb?from=1&to=527&template=4v94&provider=pdb"	"1_527_4v94_5a9b06b875daaa6a748b61f7"	"P39076@4v94"	"B;J;b;j"	"B"	"P39076@4v94@B"	100	0	1	518	3	520	3.8	0.981024667931689	517	"YIL142W"
"P39076"	""	527	"5a9b06b875daaa6a748b61f7"	"PDB"	1	527	"4v94-J-bundle1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P39076.pdb?from=1&to=527&template=4v94&provider=pdb"	"1_527_4v94_5a9b06b875daaa6a748b61f7"	"P39076@4v94"	"B;J;b;j"	"J"	"P39076@4v94@J"	100	0	1	518	3	520	3.8	0.981024667931689	517	"YIL142W"
"P39076"	""	527	"5a9b06b875daaa6a748b61f7"	"PDB"	1	527	"4v94-b-bundle1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P39076.pdb?from=1&to=527&template=4v94&provider=pdb"	"1_527_4v94_5a9b06b875daaa6a748b61f7"	"P39076@4v94"	"B;J;b;j"	"b"	"P39076@4v94@b"	100	0	1	518	3	520	3.8	0.981024667931689	517	"YIL142W"
"P39076"	""	527	"5a9b06b875daaa6a748b61f7"	"PDB"	1	527	"4v94-j-bundle2"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P39076.pdb?from=1&to=527&template=4v94&provider=pdb"	"1_527_4v94_5a9b06b875daaa6a748b61f7"	"P39076@4v94"	"B;J;b;j"	"j"	"P39076@4v94@j"	100	0	1	518	3	520	3.8	0.981024667931689	517	"YIL142W"
"Q04087"	""	347	"5a9b255075daaa100e77a462"	"PDB"	1	37	"3n7n"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q04087.pdb?from=1&to=37&template=3n7n&provider=pdb"	"1_37_3n7n_5a9b255075daaa100e77a462"	"Q04087@3n7n"	"E;F"	"E"	"Q04087@3n7n@E"	100	0	1	31	3	33	3.9	0.0864553314121038	30	"YDR439W"
"P81450"	""	59	"5b17a35602efd071013e16b4"	"PDB"	1	59	"6b8h"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P81450.pdb?from=1&to=59&template=6b8h&provider=pdb"	"1_59_6b8h_5b17a35602efd071013e16b4"	"P81450@6b8h"	"i;w"	"i"	"P81450@6b8h@i"	100	0	1	59	1	59	3.6	0.983050847457627	58	"YML081C-A"
"P81450"	""	59	"5b17a35602efd071013e16b4"	"PDB"	1	59	"6b8h"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P81450.pdb?from=1&to=59&template=6b8h&provider=pdb"	"1_59_6b8h_5b17a35602efd071013e16b4"	"P81450@6b8h"	"i;w"	"w"	"P81450@6b8h@w"	100	0	1	59	1	59	3.6	0.983050847457627	58	"YML081C-A"
"P81450"	""	59	"5b20b2fc02efd01e70daa906"	"PDB"	1	59	"6b2z"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P81450.pdb?from=1&to=59&template=6b2z&provider=pdb"	"1_59_6b2z_5b20b2fc02efd01e70daa906"	"P81450@6b2z"	"S;i"	"S"	"P81450@6b2z@S"	100	0	1	59	1	59	3.6	0.983050847457627	58	"YML081C-A"
"P81450"	""	59	"5b20b2fc02efd01e70daa906"	"PDB"	1	59	"6b2z"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P81450.pdb?from=1&to=59&template=6b2z&provider=pdb"	"1_59_6b2z_5b20b2fc02efd01e70daa906"	"P81450@6b2z"	"S;i"	"i"	"P81450@6b2z@i"	100	0	1	59	1	59	3.6	0.983050847457627	58	"YML081C-A"
"P32366"	""	345	"5b20b18e02efd019cc9422dc"	"PDB"	1	345	"5vox"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P32366.pdb?from=1&to=345&template=5vox&provider=pdb"	"1_345_5vox_5b20b18e02efd019cc9422dc"	"P32366@5vox"	"Q"	"Q"	"P32366@5vox@Q"	100	0	1	345	1	345	6.8	0.997101449275362	344	"YLR447C"
"P87108"	""	93	"5a9af97275daaa2ef40eb899"	"PDB"	1	93	"3dxr"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P87108.pdb?from=1&to=93&template=3dxr&provider=pdb"	"1_93_3dxr_5a9af97275daaa2ef40eb899"	"P87108@3dxr"	"B"	"B"	"P87108@3dxr@B"	100	0	1	69	15	83	2.5	0.731182795698925	68	"YHR005C-A"
"P48836"	""	114	"5a9b087b75daaa054ca0a616"	"PDB"	1	114	"4dl0"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P48836.pdb?from=1&to=114&template=4dl0&provider=pdb"	"1_114_4dl0_5a9b087b75daaa054ca0a616"	"P48836@4dl0"	"G;K"	"G"	"P48836@4dl0@G"	100	0	1	105	2	106	2.905	0.912280701754386	104	"YHR039C-A"
