"UniProtKB_ac"	"iso_id"	"uniprot_seq_length"	"uniprot_seq_md5"	"coordinate_id"	"provider"	"from"	"to"	"template"	"qmean"	"qmean_norm"	"seqid"	"url"	"mapid"	"Seq_similarity"	"Seq_identity"	"pdb_id2"	"Resolution"
"P53046"	""	1155	"7bf338eec426c653f89f8e62c43fb5ca"	"5cda99a11a200b019c01a75e"	"SWISSMODEL"	456	817	"2z0q.1.A"	-3.0606786272	0.6653056876	20.7715129852	"https://swissmodel.expasy.org/repository/uniprot/P53046.pdb?provider=swissmodel&from=456&to=817&template=2z0q.1.A&provider=swissmodel"	"456_817_2z0q.1.A_5cda99a11a200b019c01a75e"	"    0.31"	"    20.77"	"2z0q"	NA
"P53046"	""	1155	"7bf338eec426c653f89f8e62c43fb5ca"	"5cda99a11a200b019c01a75a"	"SWISSMODEL"	456	817	"4yon.1.A"	-2.9133879784	0.6707265981	17.3252277374	"https://swissmodel.expasy.org/repository/uniprot/P53046.pdb?provider=swissmodel&from=456&to=817&template=4yon.1.A&provider=swissmodel"	"456_817_4yon.1.A_5cda99a11a200b019c01a75a"	"    0.29"	"    17.33"	"4yon"	NA
"P53046"	""	1155	"7bf338eec426c653f89f8e62c43fb5ca"	"5cda99a11a200b019c01a756"	"SWISSMODEL"	444	817	"3kz1.1.A"	-4.481940673	0.6073851698	20.4142017365	"https://swissmodel.expasy.org/repository/uniprot/P53046.pdb?provider=swissmodel&from=444&to=817&template=3kz1.1.A&provider=swissmodel"	"444_817_3kz1.1.A_5cda99a11a200b019c01a756"	"    0.31"	"    20.41"	"3kz1"	NA
"P53046"	""	1155	"7bf338eec426c653f89f8e62c43fb5ca"	"5cda99a11a200b019c01a752"	"SWISSMODEL"	458	823	"5hzj.1.A"	-2.4615207043	0.6854651814	19.6319026947	"https://swissmodel.expasy.org/repository/uniprot/P53046.pdb?provider=swissmodel&from=458&to=823&template=5hzj.1.A&provider=swissmodel"	"458_823_5hzj.1.A_5cda99a11a200b019c01a752"	"    0.31"	"    19.63"	"5hzj"	NA
"P28007"	""	205	"b86406fc7b675452d4144309585874e6"	"5cd73e7f1a200b87573d6ff3"	"SWISSMODEL"	33	123	"3u28.1.C"	-0.6313425252	0.7589639853	100	"https://swissmodel.expasy.org/repository/uniprot/P28007.pdb?provider=swissmodel&from=33&to=123&template=3u28.1.C&provider=swissmodel"	"33_123_3u28.1.C_5cd73e7f1a200b87573d6ff3"	"    0.62"	"    100.00"	"3u28"	NA
"P38790"	""	280	"eb28c93321b23ac4613549fe23d8e8a1"	"5a61fbc2140550a57d9a70f3"	"SWISSMODEL"	9	147	"4rlj.1.A"	-4.3388447786	0.5465471299	8.264462471	"https://swissmodel.expasy.org/repository/uniprot/P38790.pdb?provider=swissmodel&from=9&to=147&template=4rlj.1.A&provider=swissmodel"	"9_147_4rlj.1.A_5a61fbc2140550a57d9a70f3"	"    0.24"	"    8.26"	"4rlj"	NA
"P38790"	""	280	"eb28c93321b23ac4613549fe23d8e8a1"	"5a61fbc2140550a57d9a70ef"	"SWISSMODEL"	10	279	"5i7n.1.A"	-4.9504438222	0.5941166437	10.2040815353	"https://swissmodel.expasy.org/repository/uniprot/P38790.pdb?provider=swissmodel&from=10&to=279&template=5i7n.1.A&provider=swissmodel"	"10_279_5i7n.1.A_5a61fbc2140550a57d9a70ef"	"    0.26"	"    10.20"	"5i7n"	NA
"P47108"	""	1174	"2b12ad182ac59b2084284bdd9fa233fb"	"5cdaad45732c1eb00fd03d7b"	"SWISSMODEL"	732	1071	"3zkv.1.A"	-4.9335178845	0.5956286639	8.4375	"https://swissmodel.expasy.org/repository/uniprot/P47108.pdb?provider=swissmodel&from=732&to=1071&template=3zkv.1.A&provider=swissmodel"	"732_1071_3zkv.1.A_5cdaad45732c1eb00fd03d7b"	"    0.25"	"    8.44"	"3zkv"	NA
"P47161"	""	811	"c51114da3b9adac617e32d101d242528"	"5c1d5dd59ffd12c7d4a56240"	"SWISSMODEL"	128	811	"4mcs.1.A"	-4.1933200299	0.6153611173	25.7318954468	"https://swissmodel.expasy.org/repository/uniprot/P47161.pdb?provider=swissmodel&from=128&to=811&template=4mcs.1.A&provider=swissmodel"	"128_811_4mcs.1.A_5c1d5dd59ffd12c7d4a56240"	"    0.33"	"    25.73"	"4mcs"	NA
"P48527"	""	492	"e2dfe5ccbb14beb6c08e92f0b235bfce"	"5cd647308fd6f910bb23235f"	"SWISSMODEL"	54	491	"6hb7.1.B"	-3.3269427595	0.6469856399	36.8421058655	"https://swissmodel.expasy.org/repository/uniprot/P48527.pdb?provider=swissmodel&from=54&to=491&template=6hb7.1.B&provider=swissmodel"	"54_491_6hb7.1.B_5cd647308fd6f910bb23235f"	"    0.38"	"    36.84"	"6hb7"	NA
"P00830"	""	511	"e348a579fdea326fd0a606b04adb1050"	"5cd68671732c1e4ed3af3b6f"	"SWISSMODEL"	39	498	"2xok.1.D"	-0.5242078042	0.7564294713	100	"https://swissmodel.expasy.org/repository/uniprot/P00830.pdb?provider=swissmodel&from=39&to=498&template=2xok.1.D&provider=swissmodel"	"39_498_2xok.1.D_5cd68671732c1e4ed3af3b6f"	"    0.59"	"    100.00"	"2xok"	NA
"P25572"	""	119	"3de85fd91d87c672609853031e71bb43"	"58a103abc730d481f4a5d738"	"SWISSMODEL"	7	35	"4bl8.1.A"	-1.2689170729	0.6272255883	41.3793106079	"https://swissmodel.expasy.org/repository/uniprot/P25572.pdb?provider=swissmodel&from=7&to=35&template=4bl8.1.A&provider=swissmodel"	"7_35_4bl8.1.A_58a103abc730d481f4a5d738"	"    0.39"	"    41.38"	"4bl8"	NA
"P53260"	""	183	"0dd4f130f74ba0ba3bfadb5fed5ee7ba"	"5cd7b4648fd6f949d1fd2fd6"	"SWISSMODEL"	29	176	"4n0h.1.C"	-0.5765916991	0.7547051982	100	"https://swissmodel.expasy.org/repository/uniprot/P53260.pdb?provider=swissmodel&from=29&to=176&template=4n0h.1.C&provider=swissmodel"	"29_176_4n0h.1.C_5cd7b4648fd6f949d1fd2fd6"	"    0.60"	"    100.00"	"4n0h"	NA
"P52891"	""	726	"517aed997ecee864d366a3bdfad7fef6"	"5cd85b283b85d12b6c15fba7"	"SWISSMODEL"	11	725	"5a9q.1.N"	-3.756923874	0.6312904596	19.8540153503	"https://swissmodel.expasy.org/repository/uniprot/P52891.pdb?provider=swissmodel&from=11&to=725&template=5a9q.1.N&provider=swissmodel"	"11_725_5a9q.1.N_5cd85b283b85d12b6c15fba7"	"    0.30"	"    19.85"	"5a9q"	NA
"P52891"	""	726	"517aed997ecee864d366a3bdfad7fef6"	"5cd85b283b85d12b6c15fba3"	"SWISSMODEL"	157	705	"5a9q.1.W"	-4.5882094229	0.6085803664	23.7093696594	"https://swissmodel.expasy.org/repository/uniprot/P52891.pdb?provider=swissmodel&from=157&to=705&template=5a9q.1.W&provider=swissmodel"	"157_705_5a9q.1.W_5cd85b283b85d12b6c15fba3"	"    0.33"	"    23.71"	"5a9q"	NA
"P52891"	""	726	"517aed997ecee864d366a3bdfad7fef6"	"5cd85b283b85d12b6c15fb9f"	"SWISSMODEL"	7	442	"4xmn.1.C"	-1.4490199499	0.724088386	100	"https://swissmodel.expasy.org/repository/uniprot/P52891.pdb?provider=swissmodel&from=7&to=442&template=4xmn.1.C&provider=swissmodel"	"7_442_4xmn.1.C_5cd85b283b85d12b6c15fb9f"	"    0.60"	"    100.00"	"4xmn"	NA
"Q12405"	""	387	"14720eaa8ca4a25f05dc84d72769fcb0"	"5cd4cc95d60c59f11a994681"	"SWISSMODEL"	3	381	"2y6u.1.A"	-0.7975925302	0.7393120386	100	"https://swissmodel.expasy.org/repository/uniprot/Q12405.pdb?provider=swissmodel&from=3&to=381&template=2y6u.1.A&provider=swissmodel"	"3_381_2y6u.1.A_5cd4cc95d60c59f11a994681"	"    0.61"	"    100.00"	"2y6u"	NA
"P40097"	""	107	"649bf29a8b7d1698dacd20b4b244aac0"	"5a80d8a3a52be740f7a49062"	"SWISSMODEL"	7	49	"4rs7.1.A"	-3.3476975755	0.4075436263	32.432434082	"https://swissmodel.expasy.org/repository/uniprot/P40097.pdb?provider=swissmodel&from=7&to=49&template=4rs7.1.A&provider=swissmodel"	"7_49_4rs7.1.A_5a80d8a3a52be740f7a49062"	"    0.34"	"    32.43"	"4rs7"	NA
"P15442"	""	1659	"b64dd98d770051e5cec490e4bd6feb4a"	"5cdbc159d60c5986858261a7"	"SWISSMODEL"	1033	1452	"4phc.1.B"	-4.2290042818	0.6140585699	29.057592392	"https://swissmodel.expasy.org/repository/uniprot/P15442.pdb?provider=swissmodel&from=1033&to=1452&template=4phc.1.B&provider=swissmodel"	"1033_1452_4phc.1.B_5cdbc159d60c5986858261a7"	"    0.35"	"    29.06"	"4phc"	NA
"P15442"	""	1659	"b64dd98d770051e5cec490e4bd6feb4a"	"5cdbc159d60c5986858261a3"	"SWISSMODEL"	594	989	"1zyc.1.A"	-4.8111975618	0.5928073378	99.3333358765	"https://swissmodel.expasy.org/repository/uniprot/P15442.pdb?provider=swissmodel&from=594&to=989&template=1zyc.1.A&provider=swissmodel"	"594_989_1zyc.1.A_5cdbc159d60c5986858261a3"	"    0.60"	"    99.33"	"1zyc"	NA
"P15442"	""	1659	"b64dd98d770051e5cec490e4bd6feb4a"	"5cdbc159d60c59868582619f"	"SWISSMODEL"	1027	1494	"4phc.1.B"	-3.6667280403	0.6345827899	22.3502311707	"https://swissmodel.expasy.org/repository/uniprot/P15442.pdb?provider=swissmodel&from=1027&to=1494&template=4phc.1.B&provider=swissmodel"	"1027_1494_4phc.1.B_5cdbc159d60c59868582619f"	"    0.32"	"    22.35"	"4phc"	NA
"P06115"	""	562	"6259fd1ea781cf53b3d70eab41ea92c0"	"5cd718343b85d19e3b680b2a"	"SWISSMODEL"	10	546	"2xq1.1.A"	-3.8557136402	0.6276844333	45.5670089722	"https://swissmodel.expasy.org/repository/uniprot/P06115.pdb?provider=swissmodel&from=10&to=546&template=2xq1.1.A&provider=swissmodel"	"10_546_2xq1.1.A_5cd718343b85d19e3b680b2a"	"    0.43"	"    45.57"	"2xq1"	NA
"P06115"	""	562	"6259fd1ea781cf53b3d70eab41ea92c0"	"5cd718343b85d19e3b680b2f"	"SWISSMODEL"	30	539	"4b7g.1.A"	-4.9722247824	0.5869295186	40.8033828735	"https://swissmodel.expasy.org/repository/uniprot/P06115.pdb?provider=swissmodel&from=30&to=539&template=4b7g.1.A&provider=swissmodel"	"30_539_4b7g.1.A_5cd718343b85d19e3b680b2f"	"    0.40"	"    40.80"	"4b7g"	NA
"P06115"	""	562	"6259fd1ea781cf53b3d70eab41ea92c0"	"5cd718343b85d19e3b680b25"	"SWISSMODEL"	10	539	"1a4e.1.A"	-4.0469077375	0.6207054621	44.8637313843	"https://swissmodel.expasy.org/repository/uniprot/P06115.pdb?provider=swissmodel&from=10&to=539&template=1a4e.1.A&provider=swissmodel"	"10_539_1a4e.1.A_5cd718343b85d19e3b680b25"	"    0.43"	"    44.86"	"1a4e"	NA
"P38428"	""	203	"d0fd23ff59dc06b5cb7358754d4922e1"	"5cd744c1a03a1bd42d2f55c0"	"SWISSMODEL"	45	115	"2myx.1.A"	-0.658480556	0.7554933361	100	"https://swissmodel.expasy.org/repository/uniprot/P38428.pdb?provider=swissmodel&from=45&to=115&template=2myx.1.A&provider=swissmodel"	"45_115_2myx.1.A_5cd744c1a03a1bd42d2f55c0"	"    0.61"	"    100.00"	"2myx"	NA
"P38428"	""	203	"d0fd23ff59dc06b5cb7358754d4922e1"	"5cd744c1a03a1bd42d2f55bc"	"SWISSMODEL"	151	203	"4jqu.1.B"	-0.2738911787	0.7703970053	100	"https://swissmodel.expasy.org/repository/uniprot/P38428.pdb?provider=swissmodel&from=151&to=203&template=4jqu.1.B&provider=swissmodel"	"151_203_4jqu.1.B_5cd744c1a03a1bd42d2f55bc"	"    0.59"	"    100.00"	"4jqu"	NA
"Q06625"	""	1536	"6ccc8812ec6423c9732c0e1279d81b97"	"5cdb883208cc8f66177decca"	"SWISSMODEL"	2	1534	"5d06.1.A"	-1.6008512826	0.7099914696	71.6073760986	"https://swissmodel.expasy.org/repository/uniprot/Q06625.pdb?provider=swissmodel&from=2&to=1534&template=5d06.1.A&provider=swissmodel"	"2_1534_5d06.1.A_5cdb883208cc8f66177decca"	"    0.53"	"    71.61"	"5d06"	NA
"Q06625"	""	1536	"6ccc8812ec6423c9732c0e1279d81b97"	"5cdb883208cc8f66177decc6"	"SWISSMODEL"	143	314	"1mvy.1.A"	-4.681433045	0.5737666478	14.9700603485	"https://swissmodel.expasy.org/repository/uniprot/Q06625.pdb?provider=swissmodel&from=143&to=314&template=1mvy.1.A&provider=swissmodel"	"143_314_1mvy.1.A_5cdb883208cc8f66177decc6"	"    0.29"	"    14.97"	"1mvy"	NA
"P39993"	""	1459	"5c32e7c317629d1ffb0665d1b3acf9bc"	"5cdb63efa03a1b9b83e03e93"	"SWISSMODEL"	558	759	"1ku1.1.A"	-0.5120038021	0.7628648991	99.5215301514	"https://swissmodel.expasy.org/repository/uniprot/P39993.pdb?provider=swissmodel&from=558&to=759&template=1ku1.1.A&provider=swissmodel"	"558_759_1ku1.1.A_5cdb63efa03a1b9b83e03e93"	"    0.62"	"    99.52"	"1ku1"	NA
"P40328"	""	754	"5799f5030a1d12979301e2e9b691085e"	"5cd88eb6d60c591454809cec"	"SWISSMODEL"	459	754	"5xmi.1.C"	-3.9972996897	0.6225162562	49.4736824036	"https://swissmodel.expasy.org/repository/uniprot/P40328.pdb?provider=swissmodel&from=459&to=754&template=5xmi.1.C&provider=swissmodel"	"459_754_5xmi.1.C_5cd88eb6d60c591454809cec"	"    0.43"	"    49.47"	"5xmi"	NA
"P40328"	""	754	"5799f5030a1d12979301e2e9b691085e"	"5cd88eb6d60c591454809ce8"	"SWISSMODEL"	335	748	"5e7p.1.A"	-4.6743803639	0.6030902875	26.4957256317	"https://swissmodel.expasy.org/repository/uniprot/P40328.pdb?provider=swissmodel&from=335&to=748&template=5e7p.1.A&provider=swissmodel"	"335_748_5e7p.1.A_5cd88eb6d60c591454809ce8"	"    0.33"	"    26.50"	"5e7p"	NA
"P36148"	""	743	"f66bc5fca5aa94d0eb989ee0eece263c"	"5c1cfa2c1a200bcc71988b7f"	"SWISSMODEL"	447	597	"3ny8.1.A"	-4.3704456737	0.5598022002	8.7248325348	"https://swissmodel.expasy.org/repository/uniprot/P36148.pdb?provider=swissmodel&from=447&to=597&template=3ny8.1.A&provider=swissmodel"	"447_597_3ny8.1.A_5c1cfa2c1a200bcc71988b7f"	"    0.24"	"    8.72"	"3ny8"	NA
"P81451"	""	68	"62c0b5f533487a50a364e8051bfbfec4"	"5cdb929e08cc8f63c9dba020"	"SWISSMODEL"	5	28	"6b8h.1.m"	-4.1211810664	0.3049809268	100	"https://swissmodel.expasy.org/repository/uniprot/P81451.pdb?provider=swissmodel&from=5&to=28&template=6b8h.1.m&provider=swissmodel"	"5_28_6b8h.1.m_5cdb929e08cc8f63c9dba020"	"    0.61"	"    100.00"	"6b8h"	NA
"P25641"	""	520	"9205810dfde503eb2924fef22b4f55ad"	"5cd69fb69ffd12e34b4f0d2c"	"SWISSMODEL"	179	424	"3o0d.7.A"	-4.9855574468	0.565572096	22.1153850555	"https://swissmodel.expasy.org/repository/uniprot/P25641.pdb?provider=swissmodel&from=179&to=424&template=3o0d.7.A&provider=swissmodel"	"179_424_3o0d.7.A_5cd69fb69ffd12e34b4f0d2c"	"    0.30"	"    22.12"	"3o0d"	NA
"P32775"	""	704	"2fef8f52f8d32032b4732b056da07f2c"	"5cd836c208cc8f642625e447"	"SWISSMODEL"	13	699	"3aml.1.A"	-2.0893504782	0.6921602611	53.4848480225	"https://swissmodel.expasy.org/repository/uniprot/P32775.pdb?provider=swissmodel&from=13&to=699&template=3aml.1.A&provider=swissmodel"	"13_699_3aml.1.A_5cd836c208cc8f642625e447"	"    0.46"	"    53.48"	"3aml"	NA
"P32775"	""	704	"2fef8f52f8d32032b4732b056da07f2c"	"5cd836c208cc8f642625e443"	"SWISSMODEL"	25	700	"5clt.1.A"	-2.0074289958	0.6951505608	61.550151825	"https://swissmodel.expasy.org/repository/uniprot/P32775.pdb?provider=swissmodel&from=25&to=700&template=5clt.1.A&provider=swissmodel"	"25_700_5clt.1.A_5cd836c208cc8f642625e443"	"    0.48"	"    61.55"	"5clt"	NA
"P36007"	""	326	"836b624927162dbe9033440378b4171b"	"5cd4d22c1a200b4b0b4e9fb1"	"SWISSMODEL"	1	318	"2zr8.1.A"	-0.7667476884	0.7404379377	66.3522033691	"https://swissmodel.expasy.org/repository/uniprot/P36007.pdb?provider=swissmodel&from=1&to=318&template=2zr8.1.A&provider=swissmodel"	"1_318_2zr8.1.A_5cd4d22c1a200b4b0b4e9fb1"	"    0.50"	"    66.35"	"2zr8"	NA
"P36007"	""	326	"836b624927162dbe9033440378b4171b"	"5cd4d22c1a200b4b0b4e9fad"	"SWISSMODEL"	5	317	"2o2j.1.B"	-4.0839148878	0.6193546263	20.8333339691	"https://swissmodel.expasy.org/repository/uniprot/P36007.pdb?provider=swissmodel&from=5&to=317&template=2o2j.1.B&provider=swissmodel"	"5_317_2o2j.1.B_5cd4d22c1a200b4b0b4e9fad"	"    0.30"	"    20.83"	"2o2j"	NA
"P23369"	""	157	"dcbaab484711ed133acd313b4724b0ce"	"5cd85482732c1e4cf119725d"	"SWISSMODEL"	3	157	"3j6b.1.b"	-0.8435114533	0.7395423756	100	"https://swissmodel.expasy.org/repository/uniprot/P23369.pdb?provider=swissmodel&from=3&to=157&template=3j6b.1.b&provider=swissmodel"	"3_157_3j6b.1.b_5cd85482732c1e4cf119725d"	"    0.61"	"    100.00"	"3j6b"	NA
"P42945"	""	1769	"9751dda9edff29f6dec77b6b111e325b"	"5cdbe693a03a1b540372c351"	"SWISSMODEL"	3	808	"5wyj.12.A"	-4.7903567201	0.5935680707	100	"https://swissmodel.expasy.org/repository/uniprot/P42945.pdb?provider=swissmodel&from=3&to=808&template=5wyj.12.A&provider=swissmodel"	"3_808_5wyj.12.A_5cdbe693a03a1b540372c351"	"    0.59"	"    100.00"	"5wyj"	NA
"Q12438"	""	231	"ab18afbf52620500d12ab076ec974b2b"	"5cd6b05d1a200bda1d53a695"	"SWISSMODEL"	112	225	"5j3r.1.A"	1.43358253	0.8438572373	100	"https://swissmodel.expasy.org/repository/uniprot/Q12438.pdb?provider=swissmodel&from=112&to=225&template=5j3r.1.A&provider=swissmodel"	"112_225_5j3r.1.A_5cd6b05d1a200bda1d53a695"	"    0.60"	"    100.00"	"5j3r"	NA
"P16140"	""	517	"3edb57f685428d3b4839563cc531910f"	"5cd699449ffd12ca8ae5924b"	"SWISSMODEL"	29	484	"5voz.1.D"	-2.0538370988	0.7046167228	100	"https://swissmodel.expasy.org/repository/uniprot/P16140.pdb?provider=swissmodel&from=29&to=484&template=5voz.1.D&provider=swissmodel"	"29_484_5voz.1.D_5cd699449ffd12ca8ae5924b"	"    0.60"	"    100.00"	"5voz"	NA
"Q07540"	""	174	"133c97a01927828821a3c0ea0a435766"	"5cd7e7893b85d19386863e43"	"SWISSMODEL"	61	172	"2fql.1.B"	-3.0614285093	0.665878242	99.1869888306	"https://swissmodel.expasy.org/repository/uniprot/Q07540.pdb?provider=swissmodel&from=61&to=172&template=2fql.1.B&provider=swissmodel"	"61_172_2fql.1.B_5cd7e7893b85d19386863e43"	"    0.60"	"    99.19"	"2fql"	NA
"P40554"	""	99	"8ffd900ffed137c3cc53a4a1007fbc71"	"5cda5406a03a1b97b9371be2"	"SWISSMODEL"	1	99	"2qjl.1.A"	-0.3405904929	0.778620761	100	"https://swissmodel.expasy.org/repository/uniprot/P40554.pdb?provider=swissmodel&from=1&to=99&template=2qjl.1.A&provider=swissmodel"	"1_99_2qjl.1.A_5cda5406a03a1b97b9371be2"	"    0.61"	"    100.00"	"2qjl"	NA
"Q04924"	""	702	"a87b69a63b393807ba744b2c7d08a367"	"5cd8328c1a200ba5add0e9e4"	"SWISSMODEL"	46	134	"1n7d.1.A"	-8.5320630419	0.2489238552	30.5555553436	"https://swissmodel.expasy.org/repository/uniprot/Q04924.pdb?provider=swissmodel&from=46&to=134&template=1n7d.1.A&provider=swissmodel"	"46_134_1n7d.1.A_5cd8328c1a200ba5add0e9e4"	"    0.34"	"    30.56"	"1n7d"	NA
"Q04924"	""	702	"a87b69a63b393807ba744b2c7d08a367"	"5cd8328c1a200ba5add0e9e0"	"SWISSMODEL"	27	149	"5jqp.1.B"	-2.6015661585	0.6481912524	38.28125	"https://swissmodel.expasy.org/repository/uniprot/Q04924.pdb?provider=swissmodel&from=27&to=149&template=5jqp.1.B&provider=swissmodel"	"27_149_5jqp.1.B_5cd8328c1a200ba5add0e9e0"	"    0.37"	"    38.28"	"5jqp"	NA
"Q04924"	""	702	"a87b69a63b393807ba744b2c7d08a367"	"5cd8328c1a200ba5add0e9dc"	"SWISSMODEL"	46	134	"5b4y.1.A"	-4.1515738744	0.5302778057	31.8840579987	"https://swissmodel.expasy.org/repository/uniprot/Q04924.pdb?provider=swissmodel&from=46&to=134&template=5b4y.1.A&provider=swissmodel"	"46_134_5b4y.1.A_5cd8328c1a200ba5add0e9dc"	"    0.34"	"    31.88"	"5b4y"	NA
"Q04924"	""	702	"a87b69a63b393807ba744b2c7d08a367"	"5cd8328c1a200ba5add0e9d8"	"SWISSMODEL"	46	134	"2fyj.1.A"	-6.6666359109	0.3687381665	35.2112693787	"https://swissmodel.expasy.org/repository/uniprot/Q04924.pdb?provider=swissmodel&from=46&to=134&template=2fyj.1.A&provider=swissmodel"	"46_134_2fyj.1.A_5cd8328c1a200ba5add0e9d8"	"    0.35"	"    35.21"	"2fyj"	NA
"Q06409"	""	1932	"06265f4edcdfffcda7ffd03ad734a7dd"	"5cc7c9bc9ffd12e727a67be1"	"SWISSMODEL"	1421	1530	"4bt9.1.A"	-3.8415462108	0.59308505	14.9532709122	"https://swissmodel.expasy.org/repository/uniprot/Q06409.pdb?provider=swissmodel&from=1421&to=1530&template=4bt9.1.A&provider=swissmodel"	"1421_1530_4bt9.1.A_5cc7c9bc9ffd12e727a67be1"	"    0.25"	"    14.95"	"4bt9"	NA
"Q06409"	""	1932	"06265f4edcdfffcda7ffd03ad734a7dd"	"5cc7c9bc9ffd12e727a67bdd"	"SWISSMODEL"	1395	1818	"3b13.1.A"	-2.8426957995	0.6731927681	22.3844280243	"https://swissmodel.expasy.org/repository/uniprot/Q06409.pdb?provider=swissmodel&from=1395&to=1818&template=3b13.1.A&provider=swissmodel"	"1395_1818_3b13.1.A_5cc7c9bc9ffd12e727a67bdd"	"    0.32"	"    22.38"	"3b13"	NA
"P38877"	""	133	"5d251d7a6469def105c407b00f3b43c6"	"5cd90a3f9ffd124f8b3311b5"	"SWISSMODEL"	2	133	"5msm.1.B"	-0.9611434611	0.7334311843	100	"https://swissmodel.expasy.org/repository/uniprot/P38877.pdb?provider=swissmodel&from=2&to=133&template=5msm.1.B&provider=swissmodel"	"2_133_5msm.1.B_5cd90a3f9ffd124f8b3311b5"	"    0.60"	"    100.00"	"5msm"	NA
"P25357"	""	1226	"e5d28bd40e61fa3e79326dcb5421cdd5"	"5cdae0aa08cc8fdd2da224ad"	"SWISSMODEL"	652	722	"1xc5.1.A"	-4.0670047958	0.5322536902	34.7826080322	"https://swissmodel.expasy.org/repository/uniprot/P25357.pdb?provider=swissmodel&from=652&to=722&template=1xc5.1.A&provider=swissmodel"	"652_722_1xc5.1.A_5cdae0aa08cc8fdd2da224ad"	"    0.39"	"    34.78"	"1xc5"	NA
"P25357"	""	1226	"e5d28bd40e61fa3e79326dcb5421cdd5"	"5cdae0aa08cc8fdd2da224a9"	"SWISSMODEL"	647	718	"4a69.1.B"	-1.6372506012	0.6932702501	37.9310340881	"https://swissmodel.expasy.org/repository/uniprot/P25357.pdb?provider=swissmodel&from=647&to=718&template=4a69.1.B&provider=swissmodel"	"647_718_4a69.1.B_5cdae0aa08cc8fdd2da224a9"	"    0.41"	"    37.93"	"4a69"	NA
"P38068"	""	203	"3bc74328deac7c5c67a138fb1488f8ff"	"5cd747228fd6f97be0a7b68c"	"SWISSMODEL"	84	197	"5j3r.1.A"	1.4246327058	0.8434744805	41.8300666809	"https://swissmodel.expasy.org/repository/uniprot/P38068.pdb?provider=swissmodel&from=84&to=197&template=5j3r.1.A&provider=swissmodel"	"84_197_5j3r.1.A_5cd747228fd6f97be0a7b68c"	"    0.41"	"    41.83"	"5j3r"	NA
"P0CF19"	""	215	"1be4580c1bd9570d68422388d730feb3"	"5ad6818f14055026c1344ee3"	"SWISSMODEL"	11	156	"4ikv.1.A"	-4.8285350516	0.5367595748	11.7241382599	"https://swissmodel.expasy.org/repository/uniprot/P0CF19.pdb?provider=swissmodel&from=11&to=156&template=4ikv.1.A&provider=swissmodel"	"11_156_4ikv.1.A_5ad6818f14055026c1344ee3"	"    0.24"	"    11.72"	"4ikv"	NA
"P37292"	""	490	"fd98ec0752a89cd5ef11d36ea11cf692"	"5cd63e7fd60c59a856777c9d"	"SWISSMODEL"	17	488	"1eji.1.A"	-2.2583473843	0.6859915322	55.3648071289	"https://swissmodel.expasy.org/repository/uniprot/P37292.pdb?provider=swissmodel&from=17&to=488&template=1eji.1.A&provider=swissmodel"	"17_488_1eji.1.A_5cd63e7fd60c59a856777c9d"	"    0.46"	"    55.36"	"1eji"	NA
"P37292"	""	490	"fd98ec0752a89cd5ef11d36ea11cf692"	"5cd63e7fd60c59a856777c99"	"SWISSMODEL"	33	488	"4pvf.1.A"	-0.8115173546	0.7388037544	55.257270813	"https://swissmodel.expasy.org/repository/uniprot/P37292.pdb?provider=swissmodel&from=33&to=488&template=4pvf.1.A&provider=swissmodel"	"33_488_4pvf.1.A_5cd63e7fd60c59a856777c99"	"    0.47"	"    55.26"	"4pvf"	NA
"Q04921"	""	423	"d4e8f23cc816aa773c8b18d07237513b"	"5cd557bb08cc8f7a1aaa911a"	"SWISSMODEL"	19	340	"4z54.1.A"	-3.4807854791	0.6413700695	36.7857131958	"https://swissmodel.expasy.org/repository/uniprot/Q04921.pdb?provider=swissmodel&from=19&to=340&template=4z54.1.A&provider=swissmodel"	"19_340_4z54.1.A_5cd557bb08cc8f7a1aaa911a"	"    0.38"	"    36.79"	"4z54"	NA
"Q04921"	""	423	"d4e8f23cc816aa773c8b18d07237513b"	"5cd557bb08cc8f7a1aaa9116"	"SWISSMODEL"	29	342	"6n0b.1.A"	-3.3423075458	0.6464247941	36.296295166	"https://swissmodel.expasy.org/repository/uniprot/Q04921.pdb?provider=swissmodel&from=29&to=342&template=6n0b.1.A&provider=swissmodel"	"29_342_6n0b.1.A_5cd557bb08cc8f7a1aaa9116"	"    0.38"	"    36.30"	"6n0b"	NA
"Q04921"	""	423	"d4e8f23cc816aa773c8b18d07237513b"	"5ccd3f6bd60c591068ec1080"	"SWISSMODEL"	22	340	"4z54.1.A"	-2.9309958764	0.6614385019	33.8129501343	"https://swissmodel.expasy.org/repository/uniprot/Q04921.pdb?provider=swissmodel&from=22&to=340&template=4z54.1.A&provider=swissmodel"	"22_340_4z54.1.A_5ccd3f6bd60c591068ec1080"	"    0.37"	"    33.81"	"4z54"	NA
"P38795"	""	714	"f72b68cf7ef8f22787705ca0e8f729bf"	"5cd852a58fd6f93d6cde958a"	"SWISSMODEL"	3	681	"3ilv.1.A"	-3.9781310786	0.6232159492	27.6490058899	"https://swissmodel.expasy.org/repository/uniprot/P38795.pdb?provider=swissmodel&from=3&to=681&template=3ilv.1.A&provider=swissmodel"	"3_681_3ilv.1.A_5cd852a58fd6f93d6cde958a"	"    0.33"	"    27.65"	"3ilv"	NA
