	OrthologID	Ascoidea_rubescens	Saccharomyces_cerevisiae
1348	OG0001348	genemark-scaffold_12-processed-gene-3.25-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-3.25&CDS=1-957	YNR032W
1349	OG0001349	genemark-scaffold_12-processed-gene-3.8-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-3.8&CDS=1-603	YDL043C
1350	OG0001350	genemark-scaffold_12-processed-gene-3.26-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-3.26&CDS=1-1251	YDL002C
1351	OG0001351	genemark-scaffold_12-processed-gene-3.9-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-3.9&CDS=1-3273	YJL157C
1352	OG0001352	genemark-scaffold_12-processed-gene-3.27-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-3.27&CDS=1-759	YNL136W
1353	OG0001353	maker-scaffold_12-snap-gene-3.61-mRNA-1_1&gene=maker-scaffold_12-snap-gene-3.61&CDS=1-1725	YNL137C
1354	OG0001354	genemark-scaffold_12-processed-gene-3.11-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-3.11&CDS=1-3759	YFL008W
1355	OG0001355	augustus_masked-scaffold_12-processed-gene-4.0-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-4.0&CDS=1-2754	YFL027C
1356	OG0001356	genemark-scaffold_12-processed-gene-3.12-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-3.12&CDS=1-1041	YFL029C
1357	OG0001357	snap_masked-scaffold_12-processed-gene-4.101-mRNA-1_1&gene=snap_masked-scaffold_12-processed-gene-4.101&CDS=1-666	YLR009W
1358	OG0001358	maker-scaffold_12-snap-gene-4.47-mRNA-1_1&gene=maker-scaffold_12-snap-gene-4.47&CDS=1-3162	YMR125W
1359	OG0001359	maker-scaffold_12-snap-gene-4.43-mRNA-1_1&gene=maker-scaffold_12-snap-gene-4.43&CDS=1-2892	YBR112C
1360	OG0001360	augustus_masked-scaffold_12-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-4.25&CDS=1-1620	YDR254W
1361	OG0001361	genemark-scaffold_12-processed-gene-4.61-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-4.61&CDS=1-3597	YJL100W
1362	OG0001362	genemark-scaffold_12-processed-gene-4.81-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-4.81&CDS=1-3327	YBR281C
1363	OG0001363	genemark-scaffold_12-processed-gene-4.83-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-4.83&CDS=1-1620	YNR012W
1364	OG0001364	snap_masked-scaffold_12-processed-gene-4.110-mRNA-1_1&gene=snap_masked-scaffold_12-processed-gene-4.110&CDS=1-2379	YMR167W
1365	OG0001365	snap_masked-scaffold_12-processed-gene-4.111-mRNA-1_1&gene=snap_masked-scaffold_12-processed-gene-4.111&CDS=1-672	YJR111C
1366	OG0001366	genemark-scaffold_12-processed-gene-4.64-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-4.64&CDS=1-1320	YJR065C
1367	OG0001367	genemark-scaffold_12-processed-gene-4.66-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-4.66&CDS=1-4452	YOR116C
1368	OG0001368	genemark-scaffold_12-processed-gene-4.67-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-4.67&CDS=1-3396	YDL139C
1369	OG0001369	genemark-scaffold_12-processed-gene-4.91-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-4.91&CDS=1-1371	YDL147W
1370	OG0001370	genemark-scaffold_12-processed-gene-4.92-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-4.92&CDS=1-1800	YOR070C
1371	OG0001371	maker-scaffold_12-snap-gene-4.45-mRNA-1_1&gene=maker-scaffold_12-snap-gene-4.45&CDS=1-3207	YKR079C
1372	OG0001372	genemark-scaffold_12-processed-gene-4.93-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-4.93&CDS=1-429	YKR085C
1373	OG0001373	genemark-scaffold_12-processed-gene-4.70-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-4.70&CDS=1-984	YIL145C
1374	OG0001374	genemark-scaffold_12-processed-gene-4.95-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-4.95&CDS=1-405	YEL044W
1375	OG0001375	genemark-scaffold_12-processed-gene-4.72-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-4.72&CDS=1-5457	YEL043W
1376	OG0001376	augustus_masked-scaffold_12-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-4.42&CDS=1-693	YEL048C
1377	OG0001377	genemark-scaffold_13-processed-gene-0.22-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.22&CDS=1-2862	YDR479C
1378	OG0001378	genemark-scaffold_13-processed-gene-0.1-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.1&CDS=1-828	YOR125C
1379	OG0001379	maker-scaffold_13-snap-gene-0.41-mRNA-1_1&gene=maker-scaffold_13-snap-gene-0.41&CDS=1-2697	YKR001C
1380	OG0001380	genemark-scaffold_13-processed-gene-0.26-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.26&CDS=1-468	YPR168W
1381	OG0001381	genemark-scaffold_13-processed-gene-0.4-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.4&CDS=1-369	YKL086W
1382	OG0001382	snap_masked-scaffold_13-processed-gene-0.113-mRNA-1_1&gene=snap_masked-scaffold_13-processed-gene-0.113&CDS=1-2127	YKL025C
1383	OG0001383	genemark-scaffold_13-processed-gene-0.5-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.5&CDS=1-1866	YMR092C
1384	OG0001384	genemark-scaffold_13-processed-gene-0.29-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.29&CDS=1-591	YKL099C
1385	OG0001385	genemark-scaffold_13-processed-gene-0.6-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.6&CDS=1-1404	YKL098W
1386	OG0001386	genemark-scaffold_13-processed-gene-0.7-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.7&CDS=1-2610	YMR106C
1387	OG0001387	genemark-scaffold_13-processed-gene-0.8-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.8&CDS=1-1914	YHR052W
1388	OG0001388	genemark-scaffold_13-processed-gene-0.9-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.9&CDS=1-1707	YMR105C
1389	OG0001389	genemark-scaffold_13-processed-gene-0.30-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.30&CDS=1-1131	YMR097C
1390	OG0001390	genemark-scaffold_13-processed-gene-0.10-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.10&CDS=1-882	YKL110C
1391	OG0001391	genemark-scaffold_13-processed-gene-0.31-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.31&CDS=1-2241	YMR098C
1392	OG0001392	genemark-scaffold_13-processed-gene-0.32-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.32&CDS=1-1521	YMR093W
1393	OG0001393	genemark-scaffold_13-processed-gene-0.33-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.33&CDS=1-507	YMR071C
1394	OG0001394	genemark-scaffold_13-processed-gene-0.15-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.15&CDS=1-651	YNR017W
1395	OG0001395	genemark-scaffold_13-processed-gene-0.35-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.35&CDS=1-1119	YNR015W
1396	OG0001396	genemark-scaffold_13-processed-gene-0.17-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.17&CDS=1-1788	YDR294C
1397	OG0001397	genemark-scaffold_13-processed-gene-0.36-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.36&CDS=1-1791	YDR232W
1398	OG0001398	genemark-scaffold_13-processed-gene-0.20-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.20&CDS=1-2484	YML007W
1399	OG0001399	maker-scaffold_13-snap-gene-1.41-mRNA-1_1&gene=maker-scaffold_13-snap-gene-1.41&CDS=1-2079	YDR297W
1400	OG0001400	maker-scaffold_13-snap-gene-1.38-mRNA-1_1&gene=maker-scaffold_13-snap-gene-1.38&CDS=1-957	YDR347W
1401	OG0001401	augustus_masked-scaffold_13-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-scaffold_13-processed-gene-1.51&CDS=1-1212	YKR070W
1402	OG0001402	genemark-scaffold_13-processed-gene-1.7-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-1.7&CDS=1-1764	YGL116W
1403	OG0001403	genemark-scaffold_13-processed-gene-1.18-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-1.18&CDS=1-1479	YJL203W
1404	OG0001404	maker-scaffold_13-snap-gene-1.39-mRNA-1_1&gene=maker-scaffold_13-snap-gene-1.39&CDS=1-7443	YJL095W
1405	OG0001405	maker-scaffold_13-snap-gene-1.40-mRNA-1_1&gene=maker-scaffold_13-snap-gene-1.40&CDS=1-3429	YLR071C
1406	OG0001406	augustus_masked-scaffold_13-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-scaffold_13-processed-gene-1.57&CDS=1-825	YOR278W
1407	OG0001407	genemark-scaffold_13-processed-gene-1.24-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-1.24&CDS=1-4554	YMR218C
1408	OG0001408	genemark-scaffold_13-processed-gene-1.13-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-1.13&CDS=1-327	YGR215W
1409	OG0001409	genemark-scaffold_13-processed-gene-1.27-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-1.27&CDS=1-2247	YGR216C
1410	OG0001410	genemark-scaffold_13-processed-gene-1.14-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-1.14&CDS=1-600	YDL135C
1411	OG0001411	augustus_masked-scaffold_13-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-scaffold_13-processed-gene-1.74&CDS=1-9369	YLL013C
1412	OG0001412	augustus_masked-scaffold_13-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-scaffold_13-processed-gene-1.75&CDS=1-4065	YGR210C
1413	OG0001413	augustus_masked-scaffold_13-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-scaffold_13-processed-gene-1.77&CDS=1-1425	YGR220C
1414	OG0001414	genemark-scaffold_13-processed-gene-1.17-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-1.17&CDS=1-549	YHR148W
1415	OG0001415	augustus_masked-scaffold_13-processed-gene-2.1-mRNA-1_1&gene=augustus_masked-scaffold_13-processed-gene-2.1&CDS=1-5553	YGR233C
1416	OG0001416	genemark-scaffold_13-processed-gene-2.85-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.85&CDS=1-1470	YEL036C
1417	OG0001417	genemark-scaffold_13-processed-gene-2.86-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.86&CDS=1-1392	YGL194C
1418	OG0001418	genemark-scaffold_13-processed-gene-2.105-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.105&CDS=1-1914	YPL243W
1419	OG0001419	maker-scaffold_13-augustus-gene-2.124-mRNA-1_1&gene=maker-scaffold_13-augustus-gene-2.124&CDS=1-411	YNL328C
1420	OG0001420	augustus_masked-scaffold_13-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-scaffold_13-processed-gene-2.6&CDS=1-2190	YBR053C
1421	OG0001421	genemark-scaffold_13-processed-gene-2.89-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.89&CDS=1-1410	YKL216W
1422	OG0001422	genemark-scaffold_13-processed-gene-2.108-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.108&CDS=1-1200	YER083C
1423	OG0001423	genemark-scaffold_13-processed-gene-2.90-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.90&CDS=1-900	YIL076W
1424	OG0001424	genemark-scaffold_13-processed-gene-2.93-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.93&CDS=1-1116	YLR026C
1425	OG0001425	genemark-scaffold_13-processed-gene-2.112-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.112&CDS=1-2478	YIL046W
1426	OG0001426	genemark-scaffold_13-processed-gene-2.97-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.97&CDS=1-2898	YIL075C
1427	OG0001427	genemark-scaffold_13-processed-gene-2.114-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.114&CDS=1-1581	YER082C
1428	OG0001428	genemark-scaffold_13-processed-gene-2.115-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.115&CDS=1-894	YIL077C
1429	OG0001429	genemark-scaffold_13-processed-gene-2.117-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.117&CDS=1-2637	YHR205W
1430	OG0001430	augustus_masked-scaffold_13-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-scaffold_13-processed-gene-2.18&CDS=1-1656	YLR116W
1431	OG0001431	genemark-scaffold_13-processed-gene-2.101-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.101&CDS=1-3258	YFR030W
1432	OG0001432	maker-scaffold_13-snap-gene-2.78-mRNA-1_1&gene=maker-scaffold_13-snap-gene-2.78&CDS=1-3783	YOR191W
1433	OG0001433	genemark-scaffold_13-processed-gene-2.120-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.120&CDS=1-1332	YAL042W
1434	OG0001434	genemark-scaffold_13-processed-gene-3.116-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.116&CDS=1-1890	YKL103C
1435	OG0001435	maker-scaffold_13-augustus-gene-3.53-mRNA-1_1&gene=maker-scaffold_13-augustus-gene-3.53&CDS=1-2730	YHR024C
1436	OG0001436	genemark-scaffold_13-processed-gene-3.119-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.119&CDS=1-5853	YHR023W
1437	OG0001437	genemark-scaffold_13-processed-gene-3.120-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.120&CDS=1-600	YHR089C
1438	OG0001438	genemark-scaffold_13-processed-gene-3.146-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.146&CDS=1-1245	YDR427W
1439	OG0001439	snap_masked-scaffold_13-processed-gene-3.11-mRNA-1_1&gene=snap_masked-scaffold_13-processed-gene-3.11&CDS=1-6378	YDR443C
1440	OG0001440	augustus_masked-scaffold_13-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-scaffold_13-processed-gene-3.94&CDS=1-1626	YLR005W
1441	OG0001441	genemark-scaffold_13-processed-gene-3.124-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.124&CDS=1-1716	YER086W
1442	OG0001442	genemark-scaffold_13-processed-gene-3.149-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.149&CDS=1-1566	YLR206W
1443	OG0001443	genemark-scaffold_13-processed-gene-3.151-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.151&CDS=1-420	YDR519W
1444	OG0001444	genemark-scaffold_13-processed-gene-3.152-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.152&CDS=1-3528	YKR090W
1445	OG0001445	genemark-scaffold_13-processed-gene-3.154-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.154&CDS=1-2586	YKR086W
1446	OG0001446	genemark-scaffold_13-processed-gene-3.131-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.131&CDS=1-1812	YOR067C
1447	OG0001447	genemark-scaffold_13-processed-gene-3.132-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.132&CDS=1-2100	YOR073W
1448	OG0001448	genemark-scaffold_13-processed-gene-3.155-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.155&CDS=1-912	YOR074C
1449	OG0001449	genemark-scaffold_13-processed-gene-3.133-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.133&CDS=1-1242	YOR075W
1450	OG0001450	genemark-scaffold_13-processed-gene-3.156-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.156&CDS=1-2991	YKR084C
1451	OG0001451	genemark-scaffold_13-processed-gene-3.159-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.159&CDS=1-3066	YJR035W
1452	OG0001452	genemark-scaffold_13-processed-gene-3.137-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.137&CDS=1-3195	YOR058C
1453	OG0001453	genemark-scaffold_13-processed-gene-3.160-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.160&CDS=1-1404	YOR057W
1454	OG0001454	genemark-scaffold_13-processed-gene-3.138-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.138&CDS=1-1794	YOR056C
1455	OG0001455	augustus_masked-scaffold_13-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-scaffold_13-processed-gene-3.107&CDS=1-1188	YDR021W
1456	OG0001456	genemark-scaffold_13-processed-gene-3.140-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.140&CDS=1-660	YKR014C
1457	OG0001457	genemark-scaffold_13-processed-gene-3.141-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.141&CDS=1-1593	YEL052W
1458	OG0001458	genemark-scaffold_13-processed-gene-3.164-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.164&CDS=1-2994	YDR416W
1459	OG0001459	genemark-scaffold_13-processed-gene-3.165-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.165&CDS=1-1263	YDR415C
1460	OG0001460	snap_masked-scaffold_13-processed-gene-3.30-mRNA-1_1&gene=snap_masked-scaffold_13-processed-gene-3.30&CDS=1-1455	YOR046C
1461	OG0001461	genemark-scaffold_13-processed-gene-3.166-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.166&CDS=1-621	YDR298C
1462	OG0001462	genemark-scaffold_13-processed-gene-3.143-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.143&CDS=1-1296	YEL050C
1463	OG0001463	genemark-scaffold_13-processed-gene-3.144-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.144&CDS=1-915	YEL053C
1464	OG0001464	snap_masked-scaffold_14-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scaffold_14-processed-gene-0.12&CDS=1-186	YPL271W
1465	OG0001465	genemark-scaffold_14-processed-gene-0.76-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.76&CDS=1-3717	YEL055C
1466	OG0001466	genemark-scaffold_14-processed-gene-0.88-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.88&CDS=1-1677	YBR233W
1467	OG0001467	genemark-scaffold_14-processed-gene-0.78-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.78&CDS=1-2625	YBL097W
1468	OG0001468	genemark-scaffold_14-processed-gene-0.89-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.89&CDS=1-2205	YPR024W
1469	OG0001469	augustus_masked-scaffold_14-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-scaffold_14-processed-gene-0.59&CDS=1-1347	YDL183C
1470	OG0001470	genemark-scaffold_14-processed-gene-0.91-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.91&CDS=1-264	YDL181W
1471	OG0001471	genemark-scaffold_14-processed-gene-0.96-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.96&CDS=1-1341	YDL131W
1472	OG0001472	genemark-scaffold_14-processed-gene-0.100-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.100&CDS=1-2292	YIL072W
1473	OG0001473	snap_masked-scaffold_14-processed-gene-0.25-mRNA-1_1&gene=snap_masked-scaffold_14-processed-gene-0.25&CDS=1-1464	YDL133W
1474	OG0001474	genemark-scaffold_14-processed-gene-0.86-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.86&CDS=1-2253	YGR264C
1475	OG0001475	maker-scaffold_14-snap-gene-0.42-mRNA-1_1&gene=maker-scaffold_14-snap-gene-0.42&CDS=1-615	YNL222W
1476	OG0001476	genemark-scaffold_14-processed-gene-0.105-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.105&CDS=1-3255	YNL023C
1477	OG0001477	genemark-scaffold_14-processed-gene-1.37-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.37&CDS=1-1689	YKL045W
1478	OG0001478	genemark-scaffold_14-processed-gene-1.38-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.38&CDS=1-747	YDR196C
1479	OG0001479	genemark-scaffold_14-processed-gene-1.53-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.53&CDS=1-1716	YMR110C
1480	OG0001480	genemark-scaffold_14-processed-gene-1.40-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.40&CDS=1-1680	YCL043C
1481	OG0001481	genemark-scaffold_14-processed-gene-1.54-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.54&CDS=1-909	YMR079W
1482	OG0001482	genemark-scaffold_14-processed-gene-1.55-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.55&CDS=1-1008	YML004C
1483	OG0001483	genemark-scaffold_14-processed-gene-1.43-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.43&CDS=1-1581	YJR152W
1484	OG0001484	snap_masked-scaffold_14-processed-gene-1.93-mRNA-1_1&gene=snap_masked-scaffold_14-processed-gene-1.93&CDS=1-4641	YBL047C
1485	OG0001485	genemark-scaffold_14-processed-gene-1.60-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.60&CDS=1-957	YLR393W
1486	OG0001486	genemark-scaffold_14-processed-gene-1.45-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.45&CDS=1-2364	YMR049C
1487	OG0001487	augustus_masked-scaffold_14-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-scaffold_14-processed-gene-1.11&CDS=1-2904	YLL004W
1488	OG0001488	genemark-scaffold_14-processed-gene-1.62-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.62&CDS=1-2253	YOR022C
1489	OG0001489	genemark-scaffold_14-processed-gene-1.49-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.49&CDS=1-2496	YNR006W
1490	OG0001490	genemark-scaffold_14-processed-gene-1.51-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.51&CDS=1-1251	YCL034W
1491	OG0001491	genemark-scaffold_14-processed-gene-2.47-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.47&CDS=1-1650	YCL052C
1492	OG0001492	maker-scaffold_14-augustus-gene-2.2-mRNA-1_1&gene=maker-scaffold_14-augustus-gene-2.2&CDS=1-3816	YKL145W
1493	OG0001493	augustus_masked-scaffold_14-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-scaffold_14-processed-gene-2.97&CDS=1-240	YLR038C
1494	OG0001494	augustus_masked-scaffold_14-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-scaffold_14-processed-gene-2.98&CDS=1-1365	YLR394W
1495	OG0001495	snap_masked-scaffold_14-processed-gene-2.13-mRNA-1_1&gene=snap_masked-scaffold_14-processed-gene-2.13&CDS=1-177	YDL067C
1496	OG0001496	snap_masked-scaffold_14-processed-gene-2.14-mRNA-1_1&gene=snap_masked-scaffold_14-processed-gene-2.14&CDS=1-228	YLR395C
1497	OG0001497	genemark-scaffold_14-processed-gene-2.69-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.69&CDS=1-5334	YDL058W
1498	OG0001498	genemark-scaffold_14-processed-gene-2.54-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.54&CDS=1-267	YOR159C
1499	OG0001499	genemark-scaffold_14-processed-gene-2.55-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.55&CDS=1-1992	YKL009W
1500	OG0001500	genemark-scaffold_14-processed-gene-2.56-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.56&CDS=1-894	YLR351C
1501	OG0001501	genemark-scaffold_14-processed-gene-2.74-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.74&CDS=1-627	YER030W
1502	OG0001502	maker-scaffold_14-snap-gene-2.89-mRNA-1_1&gene=maker-scaffold_14-snap-gene-2.89&CDS=1-513	YER029C
1503	OG0001503	genemark-scaffold_14-processed-gene-2.75-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.75&CDS=1-1848	YOL062C
1504	OG0001504	genemark-scaffold_14-processed-gene-2.60-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.60&CDS=1-2085	YOR181W
1505	OG0001505	genemark-scaffold_14-processed-gene-2.77-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.77&CDS=1-1101	YAL036C
1506	OG0001506	genemark-scaffold_14-processed-gene-2.61-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.61&CDS=1-705	YOR148C
1507	OG0001507	snap_masked-scaffold_14-processed-gene-2.37-mRNA-1_1&gene=snap_masked-scaffold_14-processed-gene-2.37&CDS=1-753	YOR126C
1508	OG0001508	genemark-scaffold_14-processed-gene-2.79-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.79&CDS=1-1911	YPL093W
1509	OG0001509	genemark-scaffold_14-processed-gene-2.80-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.80&CDS=1-846	YDL059C
1510	OG0001510	genemark-scaffold_14-processed-gene-2.81-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.81&CDS=1-2106	YJL156C
1511	OG0001511	maker-scaffold_14-snap-gene-2.91-mRNA-1_1&gene=maker-scaffold_14-snap-gene-2.91&CDS=1-1293	YOL003C
1512	OG0001512	genemark-scaffold_14-processed-gene-2.84-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.84&CDS=1-2817	YFL021W
1513	OG0001513	genemark-scaffold_14-processed-gene-2.68-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.68&CDS=1-1383	YER143W
1514	OG0001514	genemark-scaffold_14-processed-gene-3.1-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-3.1&CDS=1-912	YDL236W
1515	OG0001515	genemark-scaffold_14-processed-gene-3.2-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-3.2&CDS=1-1926	YOR090C
