	OrthologID	Metschnikowia_bicuspidata	Saccharomyces_cerevisiae
1364	OG0001364	snap_masked-scaffold_1-processed-gene-52.174-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-52.174&CDS=1-2376	YML099C
1365	OG0001365	genemark-scaffold_1-processed-gene-52.59-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-52.59&CDS=1-1629	YML130C
1366	OG0001366	genemark-scaffold_1-processed-gene-52.60-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-52.60&CDS=1-1584	YGL078C
1367	OG0001367	snap_masked-scaffold_1-processed-gene-52.207-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-52.207&CDS=1-1539	YFL055W
1368	OG0001368	snap_masked-scaffold_1-processed-gene-52.208-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-52.208&CDS=1-210	YCL005W-A
1369	OG0001369	genemark-scaffold_1-processed-gene-52.36-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-52.36&CDS=1-1419	YLR175W
1370	OG0001370	augustus_masked-scaffold_1-processed-gene-52.101-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-52.101&CDS=1-1728	YBL019W
1371	OG0001371	genemark-scaffold_1-processed-gene-52.62-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-52.62&CDS=1-711	YER148W
1372	OG0001372	genemark-scaffold_1-processed-gene-52.66-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-52.66&CDS=1-792	YCR009C
1373	OG0001373	augustus_masked-scaffold_1-processed-gene-52.132-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-52.132&CDS=1-4071	YER171W
1374	OG0001374	maker-scaffold_1-augustus-gene-52.8-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-52.8&CDS=1-1626	YDR389W
1375	OG0001375	augustus_masked-scaffold_1-processed-gene-52.103-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-52.103&CDS=1-963	YPL209C
1376	OG0001376	snap_masked-scaffold_1-processed-gene-52.220-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-52.220&CDS=1-1446	YGL066W
1377	OG0001377	maker-scaffold_1-augustus-gene-52.3-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-52.3&CDS=1-3234	YPL207W
1378	OG0001378	genemark-scaffold_1-processed-gene-52.40-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-52.40&CDS=1-927	YBR187W
1379	OG0001379	genemark-scaffold_1-processed-gene-52.71-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-52.71&CDS=1-642	YBR193C
1380	OG0001380	snap_masked-scaffold_1-processed-gene-52.224-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-52.224&CDS=1-1080	YBR192W
1381	OG0001381	snap_masked-scaffold_1-processed-gene-52.225-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-52.225&CDS=1-5703	YPL082C
1382	OG0001382	genemark-scaffold_1-processed-gene-52.41-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-52.41&CDS=1-1527	YOR241W
1383	OG0001383	augustus_masked-scaffold_1-processed-gene-52.142-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-52.142&CDS=1-2229	YPL150W
1384	OG0001384	augustus_masked-scaffold_1-processed-gene-52.108-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-52.108&CDS=1-2505	YPL029W
1385	OG0001385	snap_masked-scaffold_10-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-0.23&CDS=1-564	YJL004C
1386	OG0001386	maker-scaffold_10-augustus-gene-0.141-mRNA-1_1&gene=maker-scaffold_10-augustus-gene-0.141&CDS=1-4158	YLL008W
1387	OG0001387	augustus_masked-scaffold_10-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-0.53&CDS=1-1371	YJR117W
1388	OG0001388	genemark-scaffold_10-processed-gene-0.115-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-0.115&CDS=1-708	YDL087C
1389	OG0001389	genemark-scaffold_10-processed-gene-0.116-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-0.116&CDS=1-2151	YGL245W
1390	OG0001390	augustus_masked-scaffold_10-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-0.55&CDS=1-3054	YFR048W
1391	OG0001391	genemark-scaffold_10-processed-gene-0.99-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-0.99&CDS=1-531	YFR007W
1392	OG0001392	genemark-scaffold_10-processed-gene-0.100-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-0.100&CDS=1-966	YDR044W
1393	OG0001393	genemark-scaffold_10-processed-gene-0.118-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-0.118&CDS=1-1680	YNL308C
1394	OG0001394	genemark-scaffold_10-processed-gene-0.119-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-0.119&CDS=1-1020	YIL061C
1395	OG0001395	genemark-scaffold_10-processed-gene-0.120-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-0.120&CDS=1-876	YLR126C
1396	OG0001396	genemark-scaffold_10-processed-gene-0.105-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-0.105&CDS=1-963	YNL229C
1397	OG0001397	augustus_masked-scaffold_10-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-0.79&CDS=1-3042	YPL009C
1398	OG0001398	snap_masked-scaffold_10-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-0.11&CDS=1-981	YPL015C
1399	OG0001399	augustus_masked-scaffold_10-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-0.80&CDS=1-960	YLR063W
1400	OG0001400	augustus_masked-scaffold_10-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-0.81&CDS=1-3993	YJL197W
1401	OG0001401	maker-scaffold_10-augustus-gene-0.139-mRNA-1_1&gene=maker-scaffold_10-augustus-gene-0.139&CDS=1-4578	YLR060W
1402	OG0001402	genemark-scaffold_10-processed-gene-0.108-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-0.108&CDS=1-612	YFL005W
1403	OG0001403	genemark-scaffold_10-processed-gene-0.125-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-0.125&CDS=1-681	YFL010C
1404	OG0001404	snap_masked-scaffold_10-processed-gene-0.41-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-0.41&CDS=1-2007	YKL175W
1405	OG0001405	snap_masked-scaffold_10-processed-gene-0.42-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-0.42&CDS=1-1350	YKL077W
1406	OG0001406	genemark-scaffold_10-processed-gene-0.130-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-0.130&CDS=1-1023	YMR060C
1407	OG0001407	maker-scaffold_10-snap-gene-0.91-mRNA-1_1&gene=maker-scaffold_10-snap-gene-0.91&CDS=1-2211	YMR061W
1408	OG0001408	snap_masked-scaffold_10-processed-gene-0.44-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-0.44&CDS=1-1089	YMR228W
1409	OG0001409	snap_masked-scaffold_10-processed-gene-0.21-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-0.21&CDS=1-1323	YGR058W
1410	OG0001410	genemark-scaffold_10-processed-gene-0.112-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-0.112&CDS=1-1686	YER086W
1411	OG0001411	augustus_masked-scaffold_10-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-0.89&CDS=1-6855	YLR289W
1412	OG0001412	augustus_masked-scaffold_10-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-0.90&CDS=1-1713	YOL124C
1413	OG0001413	genemark-scaffold_11-processed-gene-0.45-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.45&CDS=1-1008	YPR147C
1414	OG0001414	genemark-scaffold_11-processed-gene-0.46-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.46&CDS=1-930	YGR127W
1415	OG0001415	genemark-scaffold_11-processed-gene-0.47-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.47&CDS=1-1482	YJL106W
1416	OG0001416	genemark-scaffold_11-processed-gene-0.38-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.38&CDS=1-1521	YKR023W
1417	OG0001417	genemark-scaffold_11-processed-gene-0.39-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.39&CDS=1-738	YKL099C
1418	OG0001418	genemark-scaffold_11-processed-gene-0.51-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.51&CDS=1-870	YKL110C
1419	OG0001419	genemark-scaffold_11-processed-gene-0.40-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.40&CDS=1-1104	YMR097C
1420	OG0001420	genemark-scaffold_11-processed-gene-0.52-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.52&CDS=1-1950	YMR106C
1421	OG0001421	genemark-scaffold_11-processed-gene-0.53-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.53&CDS=1-2100	YEL011W
1422	OG0001422	maker-scaffold_11-snap-gene-0.2-mRNA-1_1&gene=maker-scaffold_11-snap-gene-0.2&CDS=1-2547	YMR092C
1423	OG0001423	genemark-scaffold_11-processed-gene-0.55-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.55&CDS=1-1536	YJL081C
1424	OG0001424	genemark-scaffold_11-processed-gene-0.56-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.56&CDS=1-573, maker-scaffold_4-augustus-gene-1.62-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-1.62&CDS=1-1350	
1425	OG0001425	genemark-scaffold_12-processed-gene-0.14-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.14&CDS=1-852	YGR205W
1426	OG0001426	augustus_masked-scaffold_12-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-0.4&CDS=1-3270	YGR207C
1427	OG0001427	genemark-scaffold_12-processed-gene-0.12-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.12&CDS=1-951	YOR292C
1428	OG0001428	maker-scaffold_12-augustus-gene-0.9-mRNA-1_1&gene=maker-scaffold_12-augustus-gene-0.9&CDS=1-933	YLR201C
1429	OG0001429	genemark-scaffold_12-processed-gene-0.19-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.19&CDS=1-348	YLR200W
1430	OG0001430	genemark-scaffold_12-processed-gene-0.21-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.21&CDS=1-531	YLR193C
1431	OG0001431	augustus_masked-scaffold_15-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scaffold_15-processed-gene-0.9&CDS=1-1002	YJL127C
1432	OG0001432	snap_masked-scaffold_18-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scaffold_18-processed-gene-0.1&CDS=1-3027	YKR050W
1433	OG0001433	augustus_masked-scaffold_2-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.57&CDS=1-1656	YIL166C
1434	OG0001434	genemark-scaffold_2-processed-gene-0.32-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.32&CDS=1-1287	YLL035W
1435	OG0001435	genemark-scaffold_2-processed-gene-0.47-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.47&CDS=1-2553	YCR030C
1436	OG0001436	genemark-scaffold_2-processed-gene-0.34-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.34&CDS=1-1545	YNL142W
1437	OG0001437	snap_masked-scaffold_2-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.8&CDS=1-4710	YGL131C
1438	OG0001438	genemark-scaffold_2-processed-gene-0.37-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.37&CDS=1-1344	YGL130W
1439	OG0001439	genemark-scaffold_2-processed-gene-0.48-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.48&CDS=1-390	YNL153C
1440	OG0001440	genemark-scaffold_2-processed-gene-0.49-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.49&CDS=1-1239	YGR111W
1441	OG0001441	genemark-scaffold_2-processed-gene-0.52-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.52&CDS=1-1818	YJL085W
1442	OG0001442	genemark-scaffold_2-processed-gene-0.38-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.38&CDS=1-2487	YJL087C
1443	OG0001443	genemark-scaffold_2-processed-gene-0.40-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.40&CDS=1-1326	YDR531W
1444	OG0001444	genemark-scaffold_2-processed-gene-0.41-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.41&CDS=1-1158	YPL112C
1445	OG0001445	genemark-scaffold_2-processed-gene-0.53-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.53&CDS=1-1164	YGR012W
1446	OG0001446	genemark-scaffold_2-processed-gene-0.44-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.44&CDS=1-684	YEL038W
1447	OG0001447	genemark-scaffold_2-processed-gene-0.56-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.56&CDS=1-1056	YEL037C
1448	OG0001448	augustus_masked-scaffold_2-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.0&CDS=1-4821	YFL008W
1449	OG0001449	genemark-scaffold_2-processed-gene-1.91-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.91&CDS=1-2904	YLR336C
1450	OG0001450	genemark-scaffold_2-processed-gene-1.92-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.92&CDS=1-1083	YGR028W
1451	OG0001451	snap_masked-scaffold_2-processed-gene-1.43-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.43&CDS=1-2526	YMR302C
1452	OG0001452	genemark-scaffold_2-processed-gene-1.110-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.110&CDS=1-1290	YPL020C
1453	OG0001453	genemark-scaffold_2-processed-gene-1.95-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.95&CDS=1-573	YPL010W
1454	OG0001454	genemark-scaffold_2-processed-gene-1.96-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.96&CDS=1-1470	YPL011C
1455	OG0001455	genemark-scaffold_2-processed-gene-1.99-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.99&CDS=1-942	YLR308W
1456	OG0001456	genemark-scaffold_2-processed-gene-1.100-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.100&CDS=1-600	YDR032C
1457	OG0001457	genemark-scaffold_2-processed-gene-1.114-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.114&CDS=1-684	YBR035C
1458	OG0001458	genemark-scaffold_2-processed-gene-1.116-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.116&CDS=1-594	YCR003W
1459	OG0001459	genemark-scaffold_2-processed-gene-1.101-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.101&CDS=1-1074	YCR002C
1460	OG0001460	snap_masked-scaffold_2-processed-gene-1.52-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.52&CDS=1-318	YBL001C
1461	OG0001461	genemark-scaffold_2-processed-gene-1.102-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.102&CDS=1-915	YER053C
1462	OG0001462	genemark-scaffold_2-processed-gene-1.118-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.118&CDS=1-1269	YIL044C
1463	OG0001463	genemark-scaffold_2-processed-gene-1.104-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.104&CDS=1-1281	YHL009C
1464	OG0001464	genemark-scaffold_2-processed-gene-1.105-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.105&CDS=1-1734	YOR027W
1465	OG0001465	genemark-scaffold_2-processed-gene-1.106-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.106&CDS=1-2271	YDL040C
1466	OG0001466	genemark-scaffold_2-processed-gene-1.108-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.108&CDS=1-1506	YNL294C
1467	OG0001467	genemark-scaffold_2-processed-gene-1.123-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.123&CDS=1-1791	YOL066C
1468	OG0001468	genemark-scaffold_2-processed-gene-1.124-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.124&CDS=1-1539	YDL030W
1469	OG0001469	genemark-scaffold_2-processed-gene-1.109-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.109&CDS=1-1257	YOL065C
1470	OG0001470	genemark-scaffold_2-processed-gene-1.125-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.125&CDS=1-1698	YBR236C
1471	OG0001471	snap_masked-scaffold_2-processed-gene-1.79-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.79&CDS=1-765	YHR049W
1472	OG0001472	snap_masked-scaffold_2-processed-gene-1.80-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.80&CDS=1-1290	YMR283C
1473	OG0001473	augustus_masked-scaffold_2-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.37&CDS=1-1689	YAL033W
1474	OG0001474	snap_masked-scaffold_2-processed-gene-1.83-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.83&CDS=1-2919	YGR047C
1475	OG0001475	genemark-scaffold_2-processed-gene-2.3-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.3&CDS=1-4440	YOR336W
1476	OG0001476	genemark-scaffold_2-processed-gene-2.4-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.4&CDS=1-1833	YGL125W
1477	OG0001477	genemark-scaffold_2-processed-gene-2.16-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.16&CDS=1-906	YPL196W
1478	OG0001478	genemark-scaffold_2-processed-gene-2.17-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.17&CDS=1-687	YIR030C
1479	OG0001479	genemark-scaffold_2-processed-gene-2.18-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.18&CDS=1-318	YGL080W
1480	OG0001480	genemark-scaffold_2-processed-gene-2.20-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.20&CDS=1-1908	YPL093W
1481	OG0001481	genemark-scaffold_2-processed-gene-2.21-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.21&CDS=1-1104	YPL050C
1482	OG0001482	genemark-scaffold_2-processed-gene-2.22-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.22&CDS=1-1224	YPL048W
1483	OG0001483	genemark-scaffold_2-processed-gene-2.6-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.6&CDS=1-1518	YKR072C
1484	OG0001484	genemark-scaffold_2-processed-gene-2.7-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.7&CDS=1-906	YGL136C
1485	OG0001485	genemark-scaffold_2-processed-gene-2.25-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.25&CDS=1-2676	YGL137W
1486	OG0001486	genemark-scaffold_2-processed-gene-2.26-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.26&CDS=1-1803	YNL048W
1487	OG0001487	genemark-scaffold_2-processed-gene-2.9-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.9&CDS=1-1287	YBL091C
1488	OG0001488	snap_masked-scaffold_2-processed-gene-2.65-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.65&CDS=1-774	YER120W
1489	OG0001489	genemark-scaffold_2-processed-gene-2.12-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.12&CDS=1-894	YER118C
1490	OG0001490	genemark-scaffold_2-processed-gene-2.28-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.28&CDS=1-1887	YPL222W
1491	OG0001491	genemark-scaffold_2-processed-gene-2.15-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.15&CDS=1-900	YLR351C
1492	OG0001492	genemark-scaffold_2-processed-gene-3.6-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.6&CDS=1-999	YGR031W
1493	OG0001493	genemark-scaffold_2-processed-gene-3.7-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.7&CDS=1-2976	YLL034C
1494	OG0001494	genemark-scaffold_2-processed-gene-3.5-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.5&CDS=1-357	YFL014W
1495	OG0001495	maker-scaffold_2-snap-gene-3.31-mRNA-1_1&gene=maker-scaffold_2-snap-gene-3.31&CDS=1-1023	YNR054C
1496	OG0001496	genemark-scaffold_2-processed-gene-3.18-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.18&CDS=1-5610	YDR141C
1497	OG0001497	genemark-scaffold_2-processed-gene-3.19-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.19&CDS=1-693	YLR118C
1498	OG0001498	genemark-scaffold_2-processed-gene-3.20-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.20&CDS=1-1272	YML080W
1499	OG0001499	genemark-scaffold_2-processed-gene-3.9-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.9&CDS=1-672	YGL047W
1500	OG0001500	snap_masked-scaffold_2-processed-gene-3.61-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.61&CDS=1-474	YML098W
1501	OG0001501	genemark-scaffold_2-processed-gene-3.22-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.22&CDS=1-3429	YIL030C
1502	OG0001502	genemark-scaffold_2-processed-gene-3.23-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.23&CDS=1-2841	YDL095W
1503	OG0001503	augustus_masked-scaffold_2-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.38&CDS=1-2709	YBL014C
1504	OG0001504	maker-scaffold_2-snap-gene-3.33-mRNA-1_1&gene=maker-scaffold_2-snap-gene-3.33&CDS=1-2478	YGL026C
1505	OG0001505	genemark-scaffold_2-processed-gene-3.12-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.12&CDS=1-1026	YBL013W
1506	OG0001506	snap_masked-scaffold_2-processed-gene-3.80-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.80&CDS=1-9321	YLL040C
1507	OG0001507	genemark-scaffold_2-processed-gene-3.13-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.13&CDS=1-2529	YGL180W
1508	OG0001508	genemark-scaffold_2-processed-gene-3.30-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.30&CDS=1-777	YLR421C
1509	OG0001509	genemark-scaffold_2-processed-gene-3.15-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.15&CDS=1-1251	YLR314C
1510	OG0001510	genemark-scaffold_2-processed-gene-3.16-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.16&CDS=1-792	YLL023C
1511	OG0001511	maker-scaffold_2-snap-gene-4.35-mRNA-1_1&gene=maker-scaffold_2-snap-gene-4.35&CDS=1-1254	YBR004C
1512	OG0001512	genemark-scaffold_2-processed-gene-4.58-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.58&CDS=1-678	YPL067C
1513	OG0001513	genemark-scaffold_2-processed-gene-4.59-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.59&CDS=1-945	YMR010W
1514	OG0001514	genemark-scaffold_2-processed-gene-4.45-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.45&CDS=1-1653	YER065C
1515	OG0001515	snap_masked-scaffold_2-processed-gene-4.93-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.93&CDS=1-948	YPL031C
1516	OG0001516	snap_masked-scaffold_2-processed-gene-4.94-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.94&CDS=1-1731	YPL030W
1517	OG0001517	genemark-scaffold_2-processed-gene-4.62-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.62&CDS=1-1611	YDR255C
1518	OG0001518	snap_masked-scaffold_2-processed-gene-4.97-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.97&CDS=1-288	YPL046C
1519	OG0001519	genemark-scaffold_2-processed-gene-4.47-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.47&CDS=1-2778	YPL045W
1520	OG0001520	genemark-scaffold_2-processed-gene-4.64-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.64&CDS=1-1419	YDR254W
1521	OG0001521	genemark-scaffold_2-processed-gene-4.48-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.48&CDS=1-2226	YPL043W
1522	OG0001522	genemark-scaffold_2-processed-gene-4.65-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.65&CDS=1-942	YDL047W
1523	OG0001523	genemark-scaffold_2-processed-gene-4.49-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.49&CDS=1-609	YER050C
1524	OG0001524	genemark-scaffold_2-processed-gene-4.51-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.51&CDS=1-918	YER016W
1525	OG0001525	augustus_masked-scaffold_2-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.31&CDS=1-255	YER058W
1526	OG0001526	maker-scaffold_2-augustus-gene-4.1-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-4.1&CDS=1-1188	YOR236W
1527	OG0001527	genemark-scaffold_2-processed-gene-4.56-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.56&CDS=1-513	YOR215C
1528	OG0001528	snap_masked-scaffold_2-processed-gene-4.90-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.90&CDS=1-720	YPL129W
1529	OG0001529	snap_masked-scaffold_2-processed-gene-4.101-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.101&CDS=1-1185	YOR212W
