	OrthologID	Saccharomyces_cerevisiae	Tortispora_caseinolytica
1408	OG0001408	YHR024C	augustus_masked-scaffold_2-processed-gene-19.42-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-19.42&CDS=1-1416
1409	OG0001409	YHR025W	snap_masked-scaffold_1-processed-gene-26.66-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-26.66&CDS=1-1047
1410	OG0001410	YHR026W	snap_masked-scaffold_1-processed-gene-2.70-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.70&CDS=1-588
1411	OG0001411	YHR027C	maker-scaffold_2-snap-gene-19.50-mRNA-1_1&gene=maker-scaffold_2-snap-gene-19.50&CDS=1-4470
1412	OG0001412	YHR028C	snap_masked-scaffold_2-processed-gene-29.6-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-29.6&CDS=1-2583
1413	OG0001413	YHR034C	snap_masked-scaffold_1-processed-gene-9.41-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.41&CDS=1-900
1414	OG0001414	YHR037W	maker-scaffold_3-augustus-gene-7.102-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-7.102&CDS=1-3063
1415	OG0001415	YHR039C	maker-scaffold_1-augustus-gene-4.51-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-4.51&CDS=1-3588
1416	OG0001416	YHR039C-A	maker-scaffold_2-snap-gene-14.167-mRNA-1_1&gene=maker-scaffold_2-snap-gene-14.167&CDS=1-387
1417	OG0001417	YHR040W	augustus_masked-scaffold_2-processed-gene-21.162-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-21.162&CDS=1-636
1418	OG0001418	YHR045W	snap_masked-scaffold_3-processed-gene-9.139-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-9.139&CDS=1-1539
1419	OG0001419	YHR051W	augustus_masked-scaffold_3-processed-gene-9.57-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.57&CDS=1-1500
1420	OG0001420	YHR062C	augustus_masked-scaffold_1-processed-gene-26.143-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-26.143&CDS=1-783
1421	OG0001421	YHR063C	snap_masked-scaffold_2-processed-gene-24.95-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-24.95&CDS=1-1101
1422	OG0001422	YHR064C	snap_masked-scaffold_1-processed-gene-27.85-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-27.85&CDS=1-1671
1423	OG0001423	YHR068W	snap_masked-scaffold_2-processed-gene-0.31-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.31&CDS=1-1056
1424	OG0001424	YHR069C	snap_masked-scaffold_3-processed-gene-0.126-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.126&CDS=1-909
1425	OG0001425	YHR072W	snap_masked-scaffold_3-processed-gene-24.69-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-24.69&CDS=1-2175
1426	OG0001426	YHR072W-A	augustus_masked-scaffold_3-processed-gene-24.44-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-24.44&CDS=1-1659
1427	OG0001427	YHR073W	maker-scaffold_3-snap-gene-4.56-mRNA-1_1&gene=maker-scaffold_3-snap-gene-4.56&CDS=1-2829
1428	OG0001428	YHR074W	snap_masked-scaffold_3-processed-gene-9.138-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-9.138&CDS=1-2148
1429	OG0001429	YHR075C	snap_masked-scaffold_2-processed-gene-15.18-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-15.18&CDS=1-858
1430	OG0001430	YHR076W	augustus_masked-scaffold_1-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.40&CDS=1-1764
1431	OG0001431	YHR077C	snap_masked-scaffold_3-processed-gene-18.10-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-18.10&CDS=1-3264
1432	OG0001432	YHR079C	snap_masked-scaffold_3-processed-gene-21.83-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-21.83&CDS=1-2949
1433	OG0001433	YHR084W	snap_masked-scaffold_2-processed-gene-13.148-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.148&CDS=1-1296
1434	OG0001434	YHR085W	snap_masked-scaffold_2-processed-gene-0.52-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.52&CDS=1-882
1435	OG0001435	YHR086W	snap_masked-scaffold_2-processed-gene-27.131-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-27.131&CDS=1-1338
1436	OG0001436	YHR087W	snap_masked-scaffold_1-processed-gene-4.17-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.17&CDS=1-333
1437	OG0001437	YHR088W	snap_masked-scaffold_3-processed-gene-19.42-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-19.42&CDS=1-870
1438	OG0001438	YHR089C	augustus_masked-scaffold_3-processed-gene-16.120-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.120&CDS=1-597
1439	OG0001439	YHR090C	snap_masked-scaffold_1-processed-gene-6.10-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.10&CDS=1-810
1440	OG0001440	YHR099W	snap_masked-scaffold_3-processed-gene-4.122-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.122&CDS=1-11382
1441	OG0001441	YHR100C	snap_masked-scaffold_2-processed-gene-30.119-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-30.119&CDS=1-555
1442	OG0001442	YHR104W	snap_masked-scaffold_1-processed-gene-20.69-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-20.69&CDS=1-960
1443	OG0001443	YHR110W	snap_masked-scaffold_3-processed-gene-25.83-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-25.83&CDS=1-636
1444	OG0001444	YHR111W	augustus_masked-scaffold_1-processed-gene-8.13-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.13&CDS=1-3609
1445	OG0001445	YHR112C	snap_masked-scaffold_1-processed-gene-0.36-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.36&CDS=1-1164
1446	OG0001446	YHR114W	snap_masked-scaffold_1-processed-gene-23.20-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-23.20&CDS=1-1917
1447	OG0001447	YHR116W	snap_masked-scaffold_1-processed-gene-27.95-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-27.95&CDS=1-336
1448	OG0001448	YHR119W	snap_masked-scaffold_3-processed-gene-23.93-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-23.93&CDS=1-2790
1449	OG0001449	YHR120W	snap_masked-scaffold_3-processed-gene-17.92-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-17.92&CDS=1-2964
1450	OG0001450	YHR122W	snap_masked-scaffold_1-processed-gene-19.5-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.5&CDS=1-561
1451	OG0001451	YHR128W	snap_masked-scaffold_2-processed-gene-3.13-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.13&CDS=1-666
1452	OG0001452	YHR132C	augustus_masked-scaffold_1-processed-gene-13.66-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.66&CDS=1-1356
1453	OG0001453	YHR134W	snap_masked-scaffold_2-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.17&CDS=1-822
1454	OG0001454	YHR140W	snap_masked-scaffold_3-processed-gene-19.26-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-19.26&CDS=1-654
1455	OG0001455	YHR142W	snap_masked-scaffold_1-processed-gene-21.28-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-21.28&CDS=1-966
1456	OG0001456	YHR144C	snap_masked-scaffold_2-processed-gene-28.121-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-28.121&CDS=1-930
1457	OG0001457	YHR147C	snap_masked-scaffold_3-processed-gene-6.118-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.118&CDS=1-609
1458	OG0001458	YHR151C	snap_masked-scaffold_1-processed-gene-8.101-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.101&CDS=1-1611
1459	OG0001459	YHR154W	snap_masked-scaffold_2-processed-gene-20.63-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.63&CDS=1-2328
1460	OG0001460	YHR164C	snap_masked-scaffold_3-processed-gene-10.23-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.23&CDS=1-3927
1461	OG0001461	YHR165C	snap_masked-scaffold_3-processed-gene-9.135-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-9.135&CDS=1-7041
1462	OG0001462	YHR166C	augustus_masked-scaffold_1-processed-gene-27.7-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-27.7&CDS=1-1614
1463	OG0001463	YHR169W	snap_masked-scaffold_1-processed-gene-30.114-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-30.114&CDS=1-1326
1464	OG0001464	YHR170W	snap_masked-scaffold_2-processed-gene-18.118-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-18.118&CDS=1-1521
1465	OG0001465	YHR171W	snap_masked-scaffold_2-processed-gene-28.118-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-28.118&CDS=1-1932
1466	OG0001466	YHR175W	maker-scaffold_3-augustus-gene-11.50-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-11.50&CDS=1-456
1467	OG0001467	YHR181W	snap_masked-scaffold_1-processed-gene-4.28-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.28&CDS=1-630
1468	OG0001468	YHR183W	snap_masked-scaffold_3-processed-gene-10.38-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.38&CDS=1-1473
1469	OG0001469	YHR186C	augustus_masked-scaffold_2-processed-gene-17.82-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.82&CDS=1-3900
1470	OG0001470	YHR187W	snap_masked-scaffold_1-processed-gene-25.61-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-25.61&CDS=1-858
1471	OG0001471	YHR188C	snap_masked-scaffold_2-processed-gene-29.29-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-29.29&CDS=1-1734
1472	OG0001472	YHR189W	snap_masked-scaffold_1-processed-gene-25.67-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-25.67&CDS=1-531
1473	OG0001473	YHR190W	snap_masked-scaffold_2-processed-gene-0.46-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.46&CDS=1-1398
1474	OG0001474	YHR193C	snap_masked-scaffold_3-processed-gene-11.156-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.156&CDS=1-597
1475	OG0001475	YHR200W	snap_masked-scaffold_3-processed-gene-12.116-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-12.116&CDS=1-876
1476	OG0001476	YHR201C	snap_masked-scaffold_3-processed-gene-2.37-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.37&CDS=1-1062
1477	OG0001477	YHR202W	snap_masked-scaffold_1-processed-gene-15.51-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-15.51&CDS=1-1743
1478	OG0001478	YHR204W	snap_masked-scaffold_1-processed-gene-24.63-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-24.63&CDS=1-1713
1479	OG0001479	YHR205W	genemark-scaffold_1-processed-gene-23.61-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-23.61&CDS=1-1947
1480	OG0001480	YHR208W	snap_masked-scaffold_3-processed-gene-19.15-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-19.15&CDS=1-1164
1481	OG0001481	YIL001W	maker-scaffold_2-snap-gene-25.2-mRNA-1_1&gene=maker-scaffold_2-snap-gene-25.2&CDS=1-1671
1482	OG0001482	YIL007C	maker-scaffold_2-augustus-gene-18.54-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-18.54&CDS=1-1311
1483	OG0001483	YIL008W	snap_masked-scaffold_2-processed-gene-12.95-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-12.95&CDS=1-285
1484	OG0001484	YIL010W	snap_masked-scaffold_1-processed-gene-26.84-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-26.84&CDS=1-726
1485	OG0001485	YIL020C	snap_masked-scaffold_2-processed-gene-13.146-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.146&CDS=1-777
1486	OG0001486	YIL021W	snap_masked-scaffold_2-processed-gene-16.2-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-16.2&CDS=1-882
1487	OG0001487	YIL022W	snap_masked-scaffold_1-processed-gene-27.101-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-27.101&CDS=1-1296
1488	OG0001488	YIL023C	snap_masked-scaffold_2-processed-gene-8.57-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.57&CDS=1-1215
1489	OG0001489	YIL026C	snap_masked-scaffold_1-processed-gene-10.123-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.123&CDS=1-2634
1490	OG0001490	YIL031W	augustus_masked-scaffold_4-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.148&CDS=1-1998
1491	OG0001491	YIL033C	snap_masked-scaffold_2-processed-gene-29.13-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-29.13&CDS=1-963
1492	OG0001492	YIL034C	maker-scaffold_3-snap-gene-12.149-mRNA-1_1&gene=maker-scaffold_3-snap-gene-12.149&CDS=1-5079
1493	OG0001493	YIL038C	snap_masked-scaffold_2-processed-gene-8.98-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.98&CDS=1-1998
1494	OG0001494	YIL039W	snap_masked-scaffold_3-processed-gene-12.108-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-12.108&CDS=1-1248
1495	OG0001495	YIL041W	snap_masked-scaffold_3-processed-gene-13.72-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-13.72&CDS=1-897
1496	OG0001496	YIL043C	snap_masked-scaffold_1-processed-gene-0.33-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.33&CDS=1-921
1497	OG0001497	YIL046W	augustus_masked-scaffold_3-processed-gene-25.34-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-25.34&CDS=1-1983
1498	OG0001498	YIL047C	snap_masked-scaffold_1-processed-gene-5.7-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.7&CDS=1-2886
1499	OG0001499	YIL048W	snap_masked-scaffold_3-processed-gene-24.60-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-24.60&CDS=1-3117
1500	OG0001500	YIL049W	snap_masked-scaffold_4-processed-gene-1.31-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-1.31&CDS=1-729
1501	OG0001501	YIL050W	snap_masked-scaffold_1-processed-gene-25.59-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-25.59&CDS=1-738
1502	OG0001502	YIL061C	genemark-scaffold_1-processed-gene-6.70-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.70&CDS=1-783
1503	OG0001503	YIL062C	snap_masked-scaffold_3-processed-gene-15.158-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-15.158&CDS=1-483
1504	OG0001504	YIL063C	snap_masked-scaffold_2-processed-gene-15.14-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-15.14&CDS=1-882
1505	OG0001505	YIL064W	genemark-scaffold_2-processed-gene-15.105-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.105&CDS=1-513
1506	OG0001506	YIL067C	augustus_masked-scaffold_2-processed-gene-17.96-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.96&CDS=1-1482
1507	OG0001507	YIL068C	genemark-scaffold_2-processed-gene-16.75-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.75&CDS=1-3378
1508	OG0001508	YIL075C	snap_masked-scaffold_2-processed-gene-18.115-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-18.115&CDS=1-2988
1509	OG0001509	YIL083C	snap_masked-scaffold_2-processed-gene-4.63-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.63&CDS=1-1056
1510	OG0001510	YIL084C	genemark-scaffold_2-processed-gene-7.83-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-7.83&CDS=1-795
1511	OG0001511	YIL087C	snap_masked-scaffold_2-processed-gene-12.94-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-12.94&CDS=1-243
1512	OG0001512	YIL090W	snap_masked-scaffold_2-processed-gene-25.13-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.13&CDS=1-1179
1513	OG0001513	YIL091C	genemark-scaffold_3-processed-gene-24.123-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-24.123&CDS=1-2031
1514	OG0001514	YIL093C	augustus_masked-scaffold_3-processed-gene-24.27-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-24.27&CDS=1-669
1515	OG0001515	YIL094C	snap_masked-scaffold_1-processed-gene-7.110-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.110&CDS=1-1098
1516	OG0001516	YIL096C	snap_masked-scaffold_1-processed-gene-17.56-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-17.56&CDS=1-879
1517	OG0001517	YIL097W	augustus_masked-scaffold_1-processed-gene-17.30-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-17.30&CDS=1-1734
1518	OG0001518	YIL098C	snap_masked-scaffold_1-processed-gene-10.134-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.134&CDS=1-369
1519	OG0001519	YIL099W	snap_masked-scaffold_3-processed-gene-6.111-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.111&CDS=1-1506
1520	OG0001520	YIL101C	snap_masked-scaffold_1-processed-gene-7.123-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.123&CDS=1-1173
1521	OG0001521	YIL102C-A	snap_masked-scaffold_3-processed-gene-19.46-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-19.46&CDS=1-258
1522	OG0001522	YIL103W	snap_masked-scaffold_2-processed-gene-2.95-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.95&CDS=1-1197
1523	OG0001523	YIL104C	snap_masked-scaffold_2-processed-gene-10.138-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.138&CDS=1-1260
1524	OG0001524	YIL107C	snap_masked-scaffold_2-processed-gene-5.172-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.172&CDS=1-1701
1525	OG0001525	YIL108W	snap_masked-scaffold_3-processed-gene-14.98-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-14.98&CDS=1-2094
1526	OG0001526	YIL110W	snap_masked-scaffold_2-processed-gene-21.48-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-21.48&CDS=1-927
1527	OG0001527	YIL116W	augustus_masked-scaffold_1-processed-gene-24.133-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-24.133&CDS=1-1176
1528	OG0001528	YIL118W	snap_masked-scaffold_2-processed-gene-17.37-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-17.37&CDS=1-627
1529	OG0001529	YIL125W	snap_masked-scaffold_2-processed-gene-7.33-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.33&CDS=1-2976
1530	OG0001530	YIL126W	snap_masked-scaffold_1-processed-gene-12.91-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.91&CDS=1-3966
1531	OG0001531	YIL128W	snap_masked-scaffold_2-processed-gene-21.24-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-21.24&CDS=1-2901
1532	OG0001532	YIL129C	snap_masked-scaffold_2-processed-gene-18.120-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-18.120&CDS=1-7038
1533	OG0001533	YIL130W	snap_masked-scaffold_3-processed-gene-1.29-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.29&CDS=1-3123
1534	OG0001534	YIL133C	augustus_masked-scaffold_1-processed-gene-18.44-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-18.44&CDS=1-600
1535	OG0001535	YIL134W	snap_masked-scaffold_2-processed-gene-9.81-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.81&CDS=1-855
1536	OG0001536	YIL142W	augustus_masked-scaffold_2-processed-gene-10.103-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.103&CDS=1-1578
1537	OG0001537	YIL143C	snap_masked-scaffold_3-processed-gene-1.46-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.46&CDS=1-2406
1538	OG0001538	YIL144W	snap_masked-scaffold_2-processed-gene-26.53-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-26.53&CDS=1-2064
1539	OG0001539	YIL145C	snap_masked-scaffold_3-processed-gene-1.5-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.5&CDS=1-930
1540	OG0001540	YIL147C	snap_masked-scaffold_3-processed-gene-4.124-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.124&CDS=1-2997
1541	OG0001541	YIL150C	augustus_masked-scaffold_3-processed-gene-8.124-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.124&CDS=1-3774
1542	OG0001542	YIL155C	snap_masked-scaffold_1-processed-gene-19.42-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.42&CDS=1-1881
1543	OG0001543	YIL156W-B	genemark-scaffold_2-processed-gene-6.122-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-6.122&CDS=1-222
1544	OG0001544	YIL157C	genemark-scaffold_1-processed-gene-3.135-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.135&CDS=1-510
1545	OG0001545	YIL160C	snap_masked-scaffold_2-processed-gene-26.31-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-26.31&CDS=1-1239
1546	OG0001546	YIR002C	snap_masked-scaffold_2-processed-gene-15.50-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-15.50&CDS=1-2118
1547	OG0001547	YIR004W	snap_masked-scaffold_1-processed-gene-17.65-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-17.65&CDS=1-1356
1548	OG0001548	YIR005W	snap_masked-scaffold_2-processed-gene-20.94-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.94&CDS=1-576
1549	OG0001549	YIR006C	snap_masked-scaffold_2-processed-gene-21.5-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-21.5&CDS=1-3993
1550	OG0001550	YIR007W	snap_masked-scaffold_1-processed-gene-11.125-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.125&CDS=1-2130
1551	OG0001551	YIR008C	snap_masked-scaffold_3-processed-gene-18.14-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-18.14&CDS=1-1473
1552	OG0001552	YIR022W	snap_masked-scaffold_1-processed-gene-8.58-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.58&CDS=1-507
1553	OG0001553	YIR026C	snap_masked-scaffold_3-processed-gene-8.106-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.106&CDS=1-918
1554	OG0001554	YIR027C	augustus_masked-scaffold_3-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.9&CDS=1-1812
1555	OG0001555	YIR029W	snap_masked-scaffold_3-processed-gene-20.38-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-20.38&CDS=1-1011
1556	OG0001556	YIR030C	snap_masked-scaffold_2-processed-gene-11.24-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.24&CDS=1-672
1557	OG0001557	YIR031C	snap_masked-scaffold_3-processed-gene-5.120-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.120&CDS=1-1620
1558	OG0001558	YIR032C	snap_masked-scaffold_3-processed-gene-25.91-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-25.91&CDS=1-600
1559	OG0001559	YIR034C	augustus_masked-scaffold_3-processed-gene-19.94-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-19.94&CDS=1-4074
1560	OG0001560	YJL001W	genemark-scaffold_2-processed-gene-13.104-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.104&CDS=1-645
1561	OG0001561	YJL002C	augustus_masked-scaffold_3-processed-gene-10.92-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.92&CDS=1-4902
1562	OG0001562	YJL003W	snap_masked-scaffold_1-processed-gene-11.145-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.145&CDS=1-360
1563	OG0001563	YJL008C	snap_masked-scaffold_1-processed-gene-18.146-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-18.146&CDS=1-1686
1564	OG0001564	YJL010C	snap_masked-scaffold_1-processed-gene-28.25-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-28.25&CDS=1-2052
1565	OG0001565	YJL011C	genemark-scaffold_1-processed-gene-8.144-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.144&CDS=1-345
1566	OG0001566	YJL014W	snap_masked-scaffold_1-processed-gene-8.66-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.66&CDS=1-1581
1567	OG0001567	YJL020C	snap_masked-scaffold_2-processed-gene-23.124-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-23.124&CDS=1-3105
1568	OG0001568	YJL024C	snap_masked-scaffold_3-processed-gene-13.76-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-13.76&CDS=1-540
1569	OG0001569	YJL025W	snap_masked-scaffold_3-processed-gene-23.101-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-23.101&CDS=1-1962
1570	OG0001570	YJL026W	snap_masked-scaffold_1-processed-gene-6.12-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.12&CDS=1-1218
