	OrthologID	Eremothecium_gossypii	Saccharomyces_cerevisiae
1950	OG0001950	augustus_masked-AE016818-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.20&CDS=1-1908	YPR190C
1951	OG0001951	augustus_masked-AE016818-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.41&CDS=1-4170	YPR189W
1952	OG0001952	augustus_masked-AE016818-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.21&CDS=1-474	YPR188C
1953	OG0001953	augustus_masked-AE016818-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.42&CDS=1-462	YPR187W
1954	OG0001954	augustus_masked-AE016818-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.22&CDS=1-1221	YPR186C
1955	OG0001955	genemark-AE016818-processed-gene-1.158-mRNA-1_1&gene=genemark-AE016818-processed-gene-1.158&CDS=1-1977	YPR185W
1956	OG0001956	genemark-AE016818-processed-gene-1.159-mRNA-1_1&gene=genemark-AE016818-processed-gene-1.159&CDS=1-4479	YPR184W
1957	OG0001957	augustus_masked-AE016818-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.44&CDS=1-795	YPR183W
1958	OG0001958	augustus_masked-AE016818-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.45&CDS=1-1401	YLR459W
1959	OG0001959	augustus_masked-AE016818-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.46&CDS=1-1029	YPR180W
1960	OG0001960	augustus_masked-AE016818-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.24&CDS=1-1911	YPR179C
1961	OG0001961	augustus_masked-AE016818-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.47&CDS=1-1365	YPR178W
1962	OG0001962	augustus_masked-AE016818-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.25&CDS=1-966	YPR176C
1963	OG0001963	augustus_masked-AE016818-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.48&CDS=1-2031	YPR175W
1964	OG0001964	genemark-AE016818-processed-gene-1.166-mRNA-1_1&gene=genemark-AE016818-processed-gene-1.166&CDS=1-999	YLR455W
1965	OG0001965	snap_masked-AE016818-processed-gene-1.104-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-1.104&CDS=1-2415	YPR171W
1966	OG0001966	augustus_masked-AE016818-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.50&CDS=1-1524	YPR169W
1967	OG0001967	augustus_masked-AE016818-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.51&CDS=1-453	YPR168W
1968	OG0001968	augustus_masked-AE016818-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.27&CDS=1-795	YPR167C
1969	OG0001969	maker-AE016818-augustus-gene-1.4-mRNA-1_1&gene=maker-AE016818-augustus-gene-1.4&CDS=1-1578	YBR186W
1970	OG0001970	augustus_masked-AE016818-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.29&CDS=1-831	YBR187W
1971	OG0001971	augustus_masked-AE016818-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.52&CDS=1-5598	YPL082C
1972	OG0001972	augustus_masked-AE016818-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.32&CDS=1-1095	YBR192W
1973	OG0001973	augustus_masked-AE016818-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.53&CDS=1-669	YBR193C
1974	OG0001974	augustus_masked-AE016818-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.54&CDS=1-1923	YBR195C
1975	OG0001975	augustus_masked-AE016818-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.55&CDS=1-1665	YBR196C
1976	OG0001976	augustus_masked-AE016818-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.33&CDS=1-840	YPL076W
1977	OG0001977	genemark-AE016818-processed-gene-1.176-mRNA-1_1&gene=genemark-AE016818-processed-gene-1.176&CDS=1-2388	YBR198C
1978	OG0001978	snap_masked-AE016818-processed-gene-1.83-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-1.83&CDS=1-2136	YPL075W
1979	OG0001979	snap_masked-AE016818-processed-gene-1.85-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-1.85&CDS=1-1653	YPL072W
1980	OG0001980	snap_masked-AE016818-processed-gene-1.86-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-1.86&CDS=1-1647	YBR200W
1981	OG0001981	augustus_masked-AE016818-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.57&CDS=1-468	YPL071C
1982	OG0001982	augustus_masked-AE016818-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.36&CDS=1-1638	YPL070W
1983	OG0001983	augustus_masked-AE016818-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.58&CDS=1-960	YPL069C
1984	OG0001984	augustus_masked-AE016818-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-2.98&CDS=1-312	YOR020C
1985	OG0001985	augustus_masked-AE016818-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-2.101&CDS=1-1203	YDR473C
1986	OG0001986	augustus_masked-AE016818-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-2.102&CDS=1-2262	YDR475C
1987	OG0001987	augustus_masked-AE016818-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-2.104&CDS=1-624	YDR476C
1988	OG0001988	genemark-AE016818-processed-gene-2.2-mRNA-1_1&gene=genemark-AE016818-processed-gene-2.2&CDS=1-1824	YDR477W
1989	OG0001989	genemark-AE016818-processed-gene-2.3-mRNA-1_1&gene=genemark-AE016818-processed-gene-2.3&CDS=1-1515	YOR025W
1990	OG0001990	augustus_masked-AE016818-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-2.105&CDS=1-537	YDR478W
1991	OG0001991	genemark-AE016818-processed-gene-2.31-mRNA-1_1&gene=genemark-AE016818-processed-gene-2.31&CDS=1-1503	YDR479C
1992	OG0001992	genemark-AE016818-processed-gene-2.9-mRNA-1_1&gene=genemark-AE016818-processed-gene-2.9&CDS=1-936	YOR026W
1993	OG0001993	augustus_masked-AE016818-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-2.129&CDS=1-1431	YDR257C
1994	OG0001994	augustus_masked-AE016818-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-2.107&CDS=1-1740	YOR027W
1995	OG0001995	augustus_masked-AE016818-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-2.131&CDS=1-702	YOR028C
1996	OG0001996	augustus_masked-AE016818-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-2.108&CDS=1-1491	YOR030W
1997	OG0001997	augustus_masked-AE016818-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-2.109&CDS=1-4413	YHR164C
1998	OG0001998	snap_masked-AE016818-processed-gene-2.65-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-2.65&CDS=1-2502	YGR250C
1999	OG0001999	augustus_masked-AE016818-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-2.134&CDS=1-2928	YGR247W
2000	OG0002000	augustus_masked-AE016818-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-2.111&CDS=1-3930	YGR246C
2001	OG0002001	augustus_masked-AE016818-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-2.112&CDS=1-1251	YGR244C
2002	OG0002002	augustus_masked-AE016818-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-2.115&CDS=1-1719	YOL115W
2003	OG0002003	augustus_masked-AE016818-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-2.136&CDS=1-495	YOL114C
2004	OG0002004	augustus_masked-AE016818-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-2.137&CDS=1-4773	YNL297C
2005	OG0002005	augustus_masked-AE016818-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-2.138&CDS=1-1506	YNL294C
2006	OG0002006	augustus_masked-AE016818-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-2.118&CDS=1-1722	YNL293W
2007	OG0002007	augustus_masked-AE016818-processed-gene-2.139-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-2.139&CDS=1-609	YOL111C
2008	OG0002008	snap_masked-AE016818-processed-gene-2.75-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-2.75&CDS=1-1896	YNL292W
2009	OG0002009	augustus_masked-AE016818-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-2.140&CDS=1-1602	YNL291C
2010	OG0002010	augustus_masked-AE016818-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-2.120&CDS=1-999	YNL290W
2011	OG0002011	augustus_masked-AE016818-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-2.121&CDS=1-711	YNL289W
2012	OG0002012	snap_masked-AE016818-processed-gene-2.79-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-2.79&CDS=1-1062	YNL288W
2013	OG0002013	augustus_masked-AE016818-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-2.124&CDS=1-2796	YNL287W
2014	OG0002014	augustus_masked-AE016818-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-2.141&CDS=1-882	YBR037C
2015	OG0002015	augustus_masked-AE016818-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.64&CDS=1-5016	YBR275C
2016	OG0002016	augustus_masked-AE016818-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.67&CDS=1-1545	YBR274W
2017	OG0002017	augustus_masked-AE016818-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.68&CDS=1-1251	YJL049W
2018	OG0002018	augustus_masked-AE016818-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.66&CDS=1-1425	YBR272C
2019	OG0002019	augustus_masked-AE016818-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.92&CDS=1-921	YJL053W
2020	OG0002020	augustus_masked-AE016818-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.93&CDS=1-1416	YJL054W
2021	OG0002021	augustus_masked-AE016818-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.95&CDS=1-705	YJL055W
2022	OG0002022	genemark-AE016818-processed-gene-3.9-mRNA-1_1&gene=genemark-AE016818-processed-gene-3.9&CDS=1-1983	YJL056C
2023	OG0002023	genemark-AE016818-processed-gene-3.10-mRNA-1_1&gene=genemark-AE016818-processed-gene-3.10&CDS=1-1572	YJL057C
2024	OG0002024	augustus_masked-AE016818-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.96&CDS=1-1236	YJL059W
2025	OG0002025	augustus_masked-AE016818-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.97&CDS=1-1299	YJL060W
2026	OG0002026	augustus_masked-AE016818-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.72&CDS=1-396	YBR269C
2027	OG0002027	augustus_masked-AE016818-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.98&CDS=1-2019	YJL061W
2028	OG0002028	augustus_masked-AE016818-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.99&CDS=1-303	YBR268W
2029	OG0002029	augustus_masked-AE016818-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.100&CDS=1-2418	YJL062W
2030	OG0002030	genemark-AE016818-processed-gene-3.42-mRNA-1_1&gene=genemark-AE016818-processed-gene-3.42&CDS=1-1146	YBR267W
2031	OG0002031	augustus_masked-AE016818-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.102&CDS=1-921	YBR265W
2032	OG0002032	augustus_masked-AE016818-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.103&CDS=1-267	YJL062W-A
2033	OG0002033	augustus_masked-AE016818-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.73&CDS=1-708	YJL063C
2034	OG0002034	genemark-AE016818-processed-gene-3.45-mRNA-1_1&gene=genemark-AE016818-processed-gene-3.45&CDS=1-2379	YBR276C
2035	OG0002035	augustus_masked-AE016818-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.75&CDS=1-549	YJL065C
2036	OG0002036	augustus_masked-AE016818-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.76&CDS=1-945	YJL066C
2037	OG0002037	augustus_masked-AE016818-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.77&CDS=1-1233	YBR279W
2038	OG0002038	augustus_masked-AE016818-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.78&CDS=1-903	YJL068C
2039	OG0002039	augustus_masked-AE016818-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.105&CDS=1-1794	YBR280C
2040	OG0002040	augustus_masked-AE016818-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.106&CDS=1-2664	YBR281C
2041	OG0002041	augustus_masked-AE016818-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.79&CDS=1-1701	YJL069C
2042	OG0002042	genemark-AE016818-processed-gene-3.21-mRNA-1_1&gene=genemark-AE016818-processed-gene-3.21&CDS=1-303	YJL189W
2043	OG0002043	genemark-AE016818-processed-gene-3.49-mRNA-1_1&gene=genemark-AE016818-processed-gene-3.49&CDS=1-2160	YJL187C
2044	OG0002044	augustus_masked-AE016818-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.82&CDS=1-2460	YCR030C
2045	OG0002045	maker-AE016818-augustus-gene-3.63-mRNA-1_1&gene=maker-AE016818-augustus-gene-3.63&CDS=1-330	YCR028C-A
2046	OG0002046	augustus_masked-AE016818-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.84&CDS=1-339	YJL184W
2047	OG0002047	augustus_masked-AE016818-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.85&CDS=1-1524	YCR028C
2048	OG0002048	genemark-AE016818-processed-gene-3.27-mRNA-1_1&gene=genemark-AE016818-processed-gene-3.27&CDS=1-1236	YJL183W
2049	OG0002049	augustus_masked-AE016818-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.110&CDS=1-966	YJL180C
2050	OG0002050	augustus_masked-AE016818-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.87&CDS=1-336	YJL179W
2051	OG0002051	augustus_masked-AE016818-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.111&CDS=1-753	YJL178C
2052	OG0002052	augustus_masked-AE016818-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.112&CDS=1-1926	YKL179C
2053	OG0002053	augustus_masked-AE016818-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.113&CDS=1-2061	YJL176C
2054	OG0002054	augustus_masked-AE016818-processed-gene-3.114-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.114&CDS=1-348	YJL173C
2055	OG0002055	augustus_masked-AE016818-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.116&CDS=1-2499	YKL178C
2056	OG0002056	snap_masked-AE016818-processed-gene-3.177-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-3.177&CDS=1-573	YJL170C
2057	OG0002057	genemark-AE016818-processed-gene-3.60-mRNA-1_1&gene=genemark-AE016818-processed-gene-3.60&CDS=1-2052	YJL168C
2058	OG0002058	augustus_masked-AE016818-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.118&CDS=1-2073	YKL176C
2059	OG0002059	augustus_masked-AE016818-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.91&CDS=1-1200	YKL175W
2060	OG0002060	augustus_masked-AE016818-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-3.119&CDS=1-1725	YKL174C
2061	OG0002061	augustus_masked-AE016818-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-4.113&CDS=1-2820	YKL173W
2062	OG0002062	augustus_masked-AE016818-processed-gene-4.114-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-4.114&CDS=1-1185	YKL172W
2063	OG0002063	maker-AE016818-augustus-gene-4.55-mRNA-1_1&gene=maker-AE016818-augustus-gene-4.55&CDS=1-1326	YJL167W
2064	OG0002064	snap_masked-AE016818-processed-gene-4.65-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-4.65&CDS=1-2319	YKL171W
2065	OG0002065	genemark-AE016818-processed-gene-4.4-mRNA-1_1&gene=genemark-AE016818-processed-gene-4.4&CDS=1-414	YKL170W
2066	OG0002066	maker-AE016818-augustus-gene-4.57-mRNA-1_1&gene=maker-AE016818-augustus-gene-4.57&CDS=1-2199	YKL167C
2067	OG0002067	augustus_masked-AE016818-processed-gene-4.141-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-4.141&CDS=1-5592	YKL165C
2068	OG0002068	augustus_masked-AE016818-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-4.120&CDS=1-1287	YKR048C
2069	OG0002069	augustus_masked-AE016818-processed-gene-4.121-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-4.121&CDS=1-984	YKR046C
2070	OG0002070	augustus_masked-AE016818-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-4.122&CDS=1-2667	YJL154C
2071	OG0002071	maker-AE016818-augustus-gene-4.56-mRNA-1_1&gene=maker-AE016818-augustus-gene-4.56&CDS=1-1317	YJL155C
2072	OG0002072	augustus_masked-AE016818-processed-gene-4.124-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-4.124&CDS=1-2007	YJL156C
2073	OG0002073	augustus_masked-AE016818-processed-gene-4.125-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-4.125&CDS=1-2946	YJL157C
2074	OG0002074	augustus_masked-AE016818-processed-gene-4.127-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-4.127&CDS=1-567	YDR339C
2075	OG0002075	genemark-AE016818-processed-gene-4.34-mRNA-1_1&gene=genemark-AE016818-processed-gene-4.34&CDS=1-534	YLR326W
2076	OG0002076	augustus_masked-AE016818-processed-gene-4.128-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-4.128&CDS=1-855	YHR090C
2077	OG0002077	augustus_masked-AE016818-processed-gene-4.144-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-4.144&CDS=1-843	YDR337W
2078	OG0002078	augustus_masked-AE016818-processed-gene-4.131-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-4.131&CDS=1-609	YHR089C
2079	OG0002079	augustus_masked-AE016818-processed-gene-4.145-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-4.145&CDS=1-1074	YDR336W
2080	OG0002080	augustus_masked-AE016818-processed-gene-4.146-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-4.146&CDS=1-3663	YDR335W
2081	OG0002081	augustus_masked-AE016818-processed-gene-4.147-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-4.147&CDS=1-876	YHR088W
2082	OG0002082	maker-AE016818-augustus-gene-4.59-mRNA-1_1&gene=maker-AE016818-augustus-gene-4.59&CDS=1-2910	YOL066C
2083	OG0002083	genemark-AE016818-processed-gene-4.41-mRNA-1_1&gene=genemark-AE016818-processed-gene-4.41&CDS=1-2745	YDL035C
2084	OG0002084	maker-AE016818-augustus-gene-4.60-mRNA-1_1&gene=maker-AE016818-augustus-gene-4.60&CDS=1-2184	YDL033C
2085	OG0002085	augustus_masked-AE016818-processed-gene-4.133-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-4.133&CDS=1-5715	YDL031W
2086	OG0002086	augustus_masked-AE016818-processed-gene-4.134-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-4.134&CDS=1-1608	YBR028C
2087	OG0002087	genemark-AE016818-processed-gene-4.23-mRNA-1_1&gene=genemark-AE016818-processed-gene-4.23&CDS=1-1098	YBR026C
2088	OG0002088	genemark-AE016818-processed-gene-4.45-mRNA-1_1&gene=genemark-AE016818-processed-gene-4.45&CDS=1-306	YOL108C
2089	OG0002089	augustus_masked-AE016818-processed-gene-4.136-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-4.136&CDS=1-999	YOL107W
2090	OG0002090	augustus_masked-AE016818-processed-gene-4.151-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-4.151&CDS=1-873	YNL284C
2091	OG0002091	augustus_masked-AE016818-processed-gene-4.152-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-4.152&CDS=1-945	YEL029C
2092	OG0002092	augustus_masked-AE016818-processed-gene-4.138-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-4.138&CDS=1-1101	YJR043C
2093	OG0002093	augustus_masked-AE016818-processed-gene-4.139-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-4.139&CDS=1-480	YEL027W
2094	OG0002094	augustus_masked-AE016818-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-5.110&CDS=1-2154	YJR042W
2095	OG0002095	snap_masked-AE016818-processed-gene-5.52-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-5.52&CDS=1-3414	YJR041C
2096	OG0002096	augustus_masked-AE016818-processed-gene-5.111-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-5.111&CDS=1-2256	YJR040W
2097	OG0002097	augustus_masked-AE016818-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-5.109&CDS=1-381	YEL026W
2098	OG0002098	snap_masked-AE016818-processed-gene-5.56-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-5.56&CDS=1-6096	YJR039W
2099	OG0002099	augustus_masked-AE016818-processed-gene-5.113-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-5.113&CDS=1-3138	YJR036C
2100	OG0002100	augustus_masked-AE016818-processed-gene-5.132-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-5.132&CDS=1-5364	YJR035W
2101	OG0002101	augustus_masked-AE016818-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-5.114&CDS=1-3939	YJR033C
2102	OG0002102	augustus_masked-AE016818-processed-gene-5.133-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-5.133&CDS=1-1149	YJR032W
2103	OG0002103	augustus_masked-AE016818-processed-gene-5.115-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-5.115&CDS=1-4179	YEL022W
