	OrthologID	Hanseniaspora_valbyensis	Saccharomyces_cerevisiae
1558	OG0001558	genemark-scaffold_217-processed-gene-0.6-mRNA-1_1&gene=genemark-scaffold_217-processed-gene-0.6&CDS=1-2130	YDR189W
1559	OG0001559	genemark-scaffold_22-processed-gene-0.85-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.85&CDS=1-1599	YNL128W
1560	OG0001560	genemark-scaffold_22-processed-gene-0.86-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.86&CDS=1-780	YNL129W
1561	OG0001561	genemark-scaffold_22-processed-gene-0.55-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.55&CDS=1-750	YHR122W
1562	OG0001562	genemark-scaffold_22-processed-gene-0.56-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.56&CDS=1-1170	YNL130C
1563	OG0001563	genemark-scaffold_22-processed-gene-0.87-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.87&CDS=1-504	YNL131W
1564	OG0001564	genemark-scaffold_22-processed-gene-0.88-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.88&CDS=1-3174	YNL132W
1565	OG0001565	genemark-scaffold_22-processed-gene-0.57-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.57&CDS=1-2475	YHR124W
1566	OG0001566	genemark-scaffold_22-processed-gene-0.58-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.58&CDS=1-345	YNL135C
1567	OG0001567	genemark-scaffold_22-processed-gene-0.59-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.59&CDS=1-1602	YNL137C
1568	OG0001568	genemark-scaffold_22-processed-gene-0.60-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.60&CDS=1-1668	YNL138W
1569	OG0001569	genemark-scaffold_22-processed-gene-0.61-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.61&CDS=1-4920	YNL139C
1570	OG0001570	genemark-scaffold_22-processed-gene-0.62-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.62&CDS=1-1392	YNL152W
1571	OG0001571	genemark-scaffold_22-processed-gene-0.64-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.64&CDS=1-687	YHR128W
1572	OG0001572	genemark-scaffold_22-processed-gene-0.95-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.95&CDS=1-606	YNL159C
1573	OG0001573	genemark-scaffold_22-processed-gene-0.96-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.96&CDS=1-1365	YHR132C
1574	OG0001574	genemark-scaffold_22-processed-gene-0.68-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.68&CDS=1-831	YHR134W
1575	OG0001575	genemark-scaffold_22-processed-gene-0.69-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.69&CDS=1-1056	YPL096W
1576	OG0001576	genemark-scaffold_22-processed-gene-0.70-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.70&CDS=1-1371	YNL181W
1577	OG0001577	genemark-scaffold_22-processed-gene-0.71-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.71&CDS=1-1923	YNL085W
1578	OG0001578	genemark-scaffold_22-processed-gene-0.98-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.98&CDS=1-2292	YIL140W
1579	OG0001579	genemark-scaffold_22-processed-gene-0.72-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.72&CDS=1-1263	YNL084C
1580	OG0001580	augustus_masked-scaffold_22-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-scaffold_22-processed-gene-0.45&CDS=1-1629	YIL142W
1581	OG0001581	genemark-scaffold_22-processed-gene-0.100-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.100&CDS=1-837	YIL139C
1582	OG0001582	genemark-scaffold_22-processed-gene-0.75-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.75&CDS=1-2652	YNL082W
1583	OG0001583	genemark-scaffold_22-processed-gene-0.101-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.101&CDS=1-366	YNL081C
1584	OG0001584	maker-scaffold_22-snap-gene-0.169-mRNA-1_1&gene=maker-scaffold_22-snap-gene-0.169&CDS=1-1380	YNL080C
1585	OG0001585	genemark-scaffold_22-processed-gene-0.103-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.103&CDS=1-483	YNL079C
1586	OG0001586	genemark-scaffold_22-processed-gene-0.104-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.104&CDS=1-2631	YIL137C
1587	OG0001587	genemark-scaffold_22-processed-gene-0.79-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.79&CDS=1-867	YNL075W
1588	OG0001588	genemark-scaffold_22-processed-gene-0.80-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.80&CDS=1-1011	YNL072W
1589	OG0001589	genemark-scaffold_22-processed-gene-0.82-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.82&CDS=1-1392	YNL071W
1590	OG0001590	snap_masked-scaffold_22-processed-gene-0.138-mRNA-1_1&gene=snap_masked-scaffold_22-processed-gene-0.138&CDS=1-183	YNL070W
1591	OG0001591	snap_masked-scaffold_22-processed-gene-0.139-mRNA-1_1&gene=snap_masked-scaffold_22-processed-gene-0.139&CDS=1-885	YIL134W
1592	OG0001592	genemark-scaffold_22-processed-gene-0.106-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.106&CDS=1-597	YIL133C
1593	OG0001593	augustus_masked-scaffold_22-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-scaffold_22-processed-gene-0.54&CDS=1-3660	YIL130W
1594	OG0001594	augustus_masked-scaffold_220-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scaffold_220-processed-gene-0.4&CDS=1-3570	YDL058W
1595	OG0001595	maker-scaffold_221-snap-gene-0.0-mRNA-1_1&gene=maker-scaffold_221-snap-gene-0.0&CDS=1-3438	YFR031C
1596	OG0001596	genemark-scaffold_222-processed-gene-0.0-mRNA-1_1&gene=genemark-scaffold_222-processed-gene-0.0&CDS=1-1296	YJL036W
1597	OG0001597	genemark-scaffold_222-processed-gene-0.1-mRNA-1_1&gene=genemark-scaffold_222-processed-gene-0.1&CDS=1-945	YHR068W
1598	OG0001598	augustus_masked-scaffold_223-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scaffold_223-processed-gene-0.5&CDS=1-1839	YOR335C
1599	OG0001599	augustus_masked-scaffold_226-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scaffold_226-processed-gene-0.0&CDS=1-3969	YGR281W
1600	OG0001600	augustus_masked-scaffold_227-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scaffold_227-processed-gene-0.5&CDS=1-3183	YMR128W
1601	OG0001601	snap_masked-scaffold_228-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scaffold_228-processed-gene-0.1&CDS=1-888	YMR258C
1602	OG0001602	genemark-scaffold_229-processed-gene-0.6-mRNA-1_1&gene=genemark-scaffold_229-processed-gene-0.6&CDS=1-1149	YCL016C
1603	OG0001603	genemark-scaffold_229-processed-gene-0.7-mRNA-1_1&gene=genemark-scaffold_229-processed-gene-0.7&CDS=1-846	YNL003C
1604	OG0001604	augustus_masked-scaffold_23-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-scaffold_23-processed-gene-0.48&CDS=1-960	YDL139C
1605	OG0001605	genemark-scaffold_23-processed-gene-0.83-mRNA-1_1&gene=genemark-scaffold_23-processed-gene-0.83&CDS=1-1101	YLR216C
1606	OG0001606	genemark-scaffold_23-processed-gene-0.84-mRNA-1_1&gene=genemark-scaffold_23-processed-gene-0.84&CDS=1-5448	YDL140C
1607	OG0001607	genemark-scaffold_23-processed-gene-0.102-mRNA-1_1&gene=genemark-scaffold_23-processed-gene-0.102&CDS=1-1113	YDL144C
1608	OG0001608	genemark-scaffold_23-processed-gene-0.103-mRNA-1_1&gene=genemark-scaffold_23-processed-gene-0.103&CDS=1-1125	YLR215C
1609	OG0001609	genemark-scaffold_23-processed-gene-0.86-mRNA-1_1&gene=genemark-scaffold_23-processed-gene-0.86&CDS=1-1851	YDL143W
1610	OG0001610	genemark-scaffold_23-processed-gene-0.104-mRNA-1_1&gene=genemark-scaffold_23-processed-gene-0.104&CDS=1-831	YDL142C
1611	OG0001611	augustus_masked-scaffold_23-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-scaffold_23-processed-gene-0.70&CDS=1-267	YLR218C
1612	OG0001612	genemark-scaffold_23-processed-gene-0.88-mRNA-1_1&gene=genemark-scaffold_23-processed-gene-0.88&CDS=1-4089	YDL195W
1613	OG0001613	genemark-scaffold_23-processed-gene-0.90-mRNA-1_1&gene=genemark-scaffold_23-processed-gene-0.90&CDS=1-1200	YDL193W
1614	OG0001614	maker-scaffold_23-snap-gene-0.7-mRNA-1_1&gene=maker-scaffold_23-snap-gene-0.7&CDS=1-315	YDL130W
1615	OG0001615	genemark-scaffold_23-processed-gene-0.108-mRNA-1_1&gene=genemark-scaffold_23-processed-gene-0.108&CDS=1-1323	YDL131W
1616	OG0001616	genemark-scaffold_23-processed-gene-0.109-mRNA-1_1&gene=genemark-scaffold_23-processed-gene-0.109&CDS=1-2316	YDL132W
1617	OG0001617	genemark-scaffold_23-processed-gene-0.110-mRNA-1_1&gene=genemark-scaffold_23-processed-gene-0.110&CDS=1-1704	YDL133W
1618	OG0001618	genemark-scaffold_23-processed-gene-0.93-mRNA-1_1&gene=genemark-scaffold_23-processed-gene-0.93&CDS=1-1056	YDL183C
1619	OG0001619	genemark-scaffold_23-processed-gene-0.95-mRNA-1_1&gene=genemark-scaffold_23-processed-gene-0.95&CDS=1-651	YDL135C
1620	OG0001620	genemark-scaffold_23-processed-gene-0.96-mRNA-1_1&gene=genemark-scaffold_23-processed-gene-0.96&CDS=1-3132	YDL190C
1621	OG0001621	genemark-scaffold_23-processed-gene-0.97-mRNA-1_1&gene=genemark-scaffold_23-processed-gene-0.97&CDS=1-576	YDL128W
1622	OG0001622	genemark-scaffold_23-processed-gene-0.98-mRNA-1_1&gene=genemark-scaffold_23-processed-gene-0.98&CDS=1-1626	YDL178W
1623	OG0001623	genemark-scaffold_23-processed-gene-0.99-mRNA-1_1&gene=genemark-scaffold_23-processed-gene-0.99&CDS=1-456	YDL125C
1624	OG0001624	genemark-scaffold_230-processed-gene-0.1-mRNA-1_1&gene=genemark-scaffold_230-processed-gene-0.1&CDS=1-1929	YLR401C
1625	OG0001625	genemark-scaffold_231-processed-gene-0.0-mRNA-1_1&gene=genemark-scaffold_231-processed-gene-0.0&CDS=1-1677	YPL086C
1626	OG0001626	genemark-scaffold_233-processed-gene-0.1-mRNA-1_1&gene=genemark-scaffold_233-processed-gene-0.1&CDS=1-495	YER134C
1627	OG0001627	genemark-scaffold_234-processed-gene-0.5-mRNA-1_1&gene=genemark-scaffold_234-processed-gene-0.5&CDS=1-1197	YLR056W
1628	OG0001628	genemark-scaffold_234-processed-gene-0.6-mRNA-1_1&gene=genemark-scaffold_234-processed-gene-0.6&CDS=1-1305	YFL029C
1629	OG0001629	augustus_masked-scaffold_236-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scaffold_236-processed-gene-0.3&CDS=1-3396	YPL093W
1630	OG0001630	genemark-scaffold_237-processed-gene-0.0-mRNA-1_1&gene=genemark-scaffold_237-processed-gene-0.0&CDS=1-3750	YFL007W
1631	OG0001631	augustus_masked-scaffold_238-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scaffold_238-processed-gene-0.5&CDS=1-783	YJR060W
1632	OG0001632	genemark-scaffold_239-processed-gene-0.2-mRNA-1_1&gene=genemark-scaffold_239-processed-gene-0.2&CDS=1-366	YGL070C
1633	OG0001633	augustus_masked-scaffold_239-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scaffold_239-processed-gene-0.6&CDS=1-2121	YPL202C
1634	OG0001634	maker-scaffold_24-snap-gene-0.75-mRNA-1_1&gene=maker-scaffold_24-snap-gene-0.75&CDS=1-1584	YFR010W
1635	OG0001635	genemark-scaffold_24-processed-gene-0.55-mRNA-1_1&gene=genemark-scaffold_24-processed-gene-0.55&CDS=1-480	YFR011C
1636	OG0001636	genemark-scaffold_24-processed-gene-0.39-mRNA-1_1&gene=genemark-scaffold_24-processed-gene-0.39&CDS=1-381	YEL026W
1637	OG0001637	maker-scaffold_24-snap-gene-0.78-mRNA-1_1&gene=maker-scaffold_24-snap-gene-0.78&CDS=1-636	YEL024W
1638	OG0001638	genemark-scaffold_24-processed-gene-0.56-mRNA-1_1&gene=genemark-scaffold_24-processed-gene-0.56&CDS=1-2253	YEL023C
1639	OG0001639	genemark-scaffold_24-processed-gene-0.57-mRNA-1_1&gene=genemark-scaffold_24-processed-gene-0.57&CDS=1-3042	YJR035W
1640	OG0001640	genemark-scaffold_24-processed-gene-0.58-mRNA-1_1&gene=genemark-scaffold_24-processed-gene-0.58&CDS=1-321	YJR034W
1641	OG0001641	genemark-scaffold_24-processed-gene-0.60-mRNA-1_1&gene=genemark-scaffold_24-processed-gene-0.60&CDS=1-2475	YFR029W
1642	OG0001642	snap_masked-scaffold_24-processed-gene-0.90-mRNA-1_1&gene=snap_masked-scaffold_24-processed-gene-0.90&CDS=1-2103	YOL023W
1643	OG0001643	genemark-scaffold_24-processed-gene-0.62-mRNA-1_1&gene=genemark-scaffold_24-processed-gene-0.62&CDS=1-1236	YOL022C
1644	OG0001644	genemark-scaffold_24-processed-gene-0.45-mRNA-1_1&gene=genemark-scaffold_24-processed-gene-0.45&CDS=1-2343	YFR009W
1645	OG0001645	genemark-scaffold_24-processed-gene-0.63-mRNA-1_1&gene=genemark-scaffold_24-processed-gene-0.63&CDS=1-3132	YOL021C
1646	OG0001646	genemark-scaffold_24-processed-gene-0.46-mRNA-1_1&gene=genemark-scaffold_24-processed-gene-0.46&CDS=1-1779	YKR017C
1647	OG0001647	genemark-scaffold_24-processed-gene-0.64-mRNA-1_1&gene=genemark-scaffold_24-processed-gene-0.64&CDS=1-1530	YJL081C
1648	OG0001648	genemark-scaffold_24-processed-gene-0.65-mRNA-1_1&gene=genemark-scaffold_24-processed-gene-0.65&CDS=1-1716	YBR030W
1649	OG0001649	genemark-scaffold_24-processed-gene-0.66-mRNA-1_1&gene=genemark-scaffold_24-processed-gene-0.66&CDS=1-1089	YBR034C
1650	OG0001650	genemark-scaffold_24-processed-gene-0.68-mRNA-1_1&gene=genemark-scaffold_24-processed-gene-0.68&CDS=1-891	YJL079C
1651	OG0001651	genemark-scaffold_24-processed-gene-0.47-mRNA-1_1&gene=genemark-scaffold_24-processed-gene-0.47&CDS=1-1632	YMR221C
1652	OG0001652	genemark-scaffold_24-processed-gene-0.69-mRNA-1_1&gene=genemark-scaffold_24-processed-gene-0.69&CDS=1-4059	YKL209C
1653	OG0001653	genemark-scaffold_24-processed-gene-0.48-mRNA-1_1&gene=genemark-scaffold_24-processed-gene-0.48&CDS=1-696	YJR073C
1654	OG0001654	genemark-scaffold_24-processed-gene-0.49-mRNA-1_1&gene=genemark-scaffold_24-processed-gene-0.49&CDS=1-900	YKL207W
1655	OG0001655	genemark-scaffold_24-processed-gene-0.50-mRNA-1_1&gene=genemark-scaffold_24-processed-gene-0.50&CDS=1-1173	YJR072C
1656	OG0001656	genemark-scaffold_24-processed-gene-0.70-mRNA-1_1&gene=genemark-scaffold_24-processed-gene-0.70&CDS=1-876	YKL206C
1657	OG0001657	genemark-scaffold_24-processed-gene-0.51-mRNA-1_1&gene=genemark-scaffold_24-processed-gene-0.51&CDS=1-984	YJR070C
1658	OG0001658	genemark-scaffold_24-processed-gene-0.52-mRNA-1_1&gene=genemark-scaffold_24-processed-gene-0.52&CDS=1-582	YJR069C
1659	OG0001659	genemark-scaffold_24-processed-gene-0.53-mRNA-1_1&gene=genemark-scaffold_24-processed-gene-0.53&CDS=1-3348	YKL205W
1660	OG0001660	genemark-scaffold_240-processed-gene-0.1-mRNA-1_1&gene=genemark-scaffold_240-processed-gene-0.1&CDS=1-1614	YEL042W
1661	OG0001661	genemark-scaffold_241-processed-gene-0.4-mRNA-1_1&gene=genemark-scaffold_241-processed-gene-0.4&CDS=1-1470	YFL018C
1662	OG0001662	genemark-scaffold_242-processed-gene-0.4-mRNA-1_1&gene=genemark-scaffold_242-processed-gene-0.4&CDS=1-813	YPR167C
1663	OG0001663	genemark-scaffold_242-processed-gene-0.5-mRNA-1_1&gene=genemark-scaffold_242-processed-gene-0.5&CDS=1-339	YPR166C
1664	OG0001664	genemark-scaffold_242-processed-gene-0.6-mRNA-1_1&gene=genemark-scaffold_242-processed-gene-0.6&CDS=1-636	YPR165W
1665	OG0001665	genemark-scaffold_243-processed-gene-0.3-mRNA-1_1&gene=genemark-scaffold_243-processed-gene-0.3&CDS=1-423	YPL022W
1666	OG0001666	genemark-scaffold_243-processed-gene-0.2-mRNA-1_1&gene=genemark-scaffold_243-processed-gene-0.2&CDS=1-2337	YPL023C
1667	OG0001667	genemark-scaffold_244-processed-gene-0.0-mRNA-1_1&gene=genemark-scaffold_244-processed-gene-0.0&CDS=1-1752	YMR297W
1668	OG0001668	augustus_masked-scaffold_245-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scaffold_245-processed-gene-0.1&CDS=1-3585	YPL242C
1669	OG0001669	genemark-scaffold_249-processed-gene-0.4-mRNA-1_1&gene=genemark-scaffold_249-processed-gene-0.4&CDS=1-603	YLR009W
1670	OG0001670	genemark-scaffold_25-processed-gene-0.78-mRNA-1_1&gene=genemark-scaffold_25-processed-gene-0.78&CDS=1-2484	YNL238W
1671	OG0001671	maker-scaffold_25-snap-gene-0.0-mRNA-1_1&gene=maker-scaffold_25-snap-gene-0.0&CDS=1-1722	YNL240C
1672	OG0001672	genemark-scaffold_25-processed-gene-0.66-mRNA-1_1&gene=genemark-scaffold_25-processed-gene-0.66&CDS=1-1539	YNL241C
1673	OG0001673	maker-scaffold_25-snap-gene-0.3-mRNA-1_1&gene=maker-scaffold_25-snap-gene-0.3&CDS=1-3135	YDL240W
1674	OG0001674	genemark-scaffold_25-processed-gene-0.81-mRNA-1_1&gene=genemark-scaffold_25-processed-gene-0.81&CDS=1-3756	YNL242W
1675	OG0001675	genemark-scaffold_25-processed-gene-0.82-mRNA-1_1&gene=genemark-scaffold_25-processed-gene-0.82&CDS=1-669	YMR202W
1676	OG0001676	genemark-scaffold_25-processed-gene-0.67-mRNA-1_1&gene=genemark-scaffold_25-processed-gene-0.67&CDS=1-3132	YNL236W
1677	OG0001677	genemark-scaffold_25-processed-gene-0.68-mRNA-1_1&gene=genemark-scaffold_25-processed-gene-0.68&CDS=1-2646	YNL233W
1678	OG0001678	genemark-scaffold_25-processed-gene-0.69-mRNA-1_1&gene=genemark-scaffold_25-processed-gene-0.69&CDS=1-888	YNL232W
1679	OG0001679	genemark-scaffold_25-processed-gene-0.84-mRNA-1_1&gene=genemark-scaffold_25-processed-gene-0.84&CDS=1-1332	YNL229C
1680	OG0001680	genemark-scaffold_25-processed-gene-0.85-mRNA-1_1&gene=genemark-scaffold_25-processed-gene-0.85&CDS=1-1899	YNL227C
1681	OG0001681	genemark-scaffold_25-processed-gene-0.87-mRNA-1_1&gene=genemark-scaffold_25-processed-gene-0.87&CDS=1-2010	YNL224C
1682	OG0001682	genemark-scaffold_25-processed-gene-0.70-mRNA-1_1&gene=genemark-scaffold_25-processed-gene-0.70&CDS=1-1080	YNL223W
1683	OG0001683	genemark-scaffold_25-processed-gene-0.71-mRNA-1_1&gene=genemark-scaffold_25-processed-gene-0.71&CDS=1-624	YNL222W
1684	OG0001684	genemark-scaffold_25-processed-gene-0.88-mRNA-1_1&gene=genemark-scaffold_25-processed-gene-0.88&CDS=1-1428	YDL238C
1685	OG0001685	genemark-scaffold_25-processed-gene-0.90-mRNA-1_1&gene=genemark-scaffold_25-processed-gene-0.90&CDS=1-3354	YNL163C
1686	OG0001686	genemark-scaffold_25-processed-gene-0.91-mRNA-1_1&gene=genemark-scaffold_25-processed-gene-0.91&CDS=1-966	YHR142W
1687	OG0001687	genemark-scaffold_25-processed-gene-0.73-mRNA-1_1&gene=genemark-scaffold_25-processed-gene-0.73&CDS=1-1743	YNL161W
1688	OG0001688	genemark-scaffold_25-processed-gene-0.92-mRNA-1_1&gene=genemark-scaffold_25-processed-gene-0.92&CDS=1-714	YHR140W
1689	OG0001689	genemark-scaffold_25-processed-gene-0.93-mRNA-1_1&gene=genemark-scaffold_25-processed-gene-0.93&CDS=1-702	YNL178W
1690	OG0001690	genemark-scaffold_25-processed-gene-0.75-mRNA-1_1&gene=genemark-scaffold_25-processed-gene-0.75&CDS=1-1047	YOR085W
1691	OG0001691	genemark-scaffold_250-processed-gene-0.2-mRNA-1_1&gene=genemark-scaffold_250-processed-gene-0.2&CDS=1-888	YEL001C
1692	OG0001692	genemark-scaffold_251-processed-gene-0.1-mRNA-1_1&gene=genemark-scaffold_251-processed-gene-0.1&CDS=1-2247	YKL155C
1693	OG0001693	genemark-scaffold_254-processed-gene-0.7-mRNA-1_1&gene=genemark-scaffold_254-processed-gene-0.7&CDS=1-846	YGR132C
1694	OG0001694	genemark-scaffold_255-processed-gene-0.2-mRNA-1_1&gene=genemark-scaffold_255-processed-gene-0.2&CDS=1-576	YOR339C
1695	OG0001695	genemark-scaffold_255-processed-gene-0.3-mRNA-1_1&gene=genemark-scaffold_255-processed-gene-0.3&CDS=1-2622	YOR337W
1696	OG0001696	genemark-scaffold_258-processed-gene-0.4-mRNA-1_1&gene=genemark-scaffold_258-processed-gene-0.4&CDS=1-702	YLR088W
1697	OG0001697	genemark-scaffold_258-processed-gene-0.5-mRNA-1_1&gene=genemark-scaffold_258-processed-gene-0.5&CDS=1-2067	YDR234W
1698	OG0001698	genemark-scaffold_259-processed-gene-0.3-mRNA-1_1&gene=genemark-scaffold_259-processed-gene-0.3&CDS=1-393	YBL092W
1699	OG0001699	augustus_masked-scaffold_26-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scaffold_26-processed-gene-0.32&CDS=1-945	YML121W
1700	OG0001700	augustus_masked-scaffold_26-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scaffold_26-processed-gene-0.33&CDS=1-1335	YHR190W
1701	OG0001701	augustus_masked-scaffold_26-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scaffold_26-processed-gene-0.34&CDS=1-1476	YMR265C
1702	OG0001702	augustus_masked-scaffold_26-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scaffold_26-processed-gene-0.23&CDS=1-1017	YOL054W
1703	OG0001703	augustus_masked-scaffold_26-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scaffold_26-processed-gene-0.36&CDS=1-1407	YCR068W
1704	OG0001704	augustus_masked-scaffold_26-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scaffold_26-processed-gene-0.38&CDS=1-1287	YCR061W
1705	OG0001705	augustus_masked-scaffold_26-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scaffold_26-processed-gene-0.28&CDS=1-1767	YCR054C
1706	OG0001706	augustus_masked-scaffold_26-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scaffold_26-processed-gene-0.39&CDS=1-681	YCR051W
1707	OG0001707	maker-scaffold_26-augustus-gene-0.42-mRNA-1_1&gene=maker-scaffold_26-augustus-gene-0.42&CDS=1-879	YCR047C
1708	OG0001708	snap_masked-scaffold_26-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scaffold_26-processed-gene-0.16&CDS=1-669	YNR018W
1709	OG0001709	genemark-scaffold_261-processed-gene-0.1-mRNA-1_1&gene=genemark-scaffold_261-processed-gene-0.1&CDS=1-1470	YDL160C
1710	OG0001710	augustus_masked-scaffold_262-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scaffold_262-processed-gene-0.5&CDS=1-2235	YNL287W
1711	OG0001711	genemark-scaffold_263-processed-gene-0.1-mRNA-1_1&gene=genemark-scaffold_263-processed-gene-0.1&CDS=1-1785	YNL073W
1712	OG0001712	maker-scaffold_264-augustus-gene-0.0-mRNA-1_1&gene=maker-scaffold_264-augustus-gene-0.0&CDS=1-591	YAL059W
1713	OG0001713	genemark-scaffold_265-processed-gene-0.4-mRNA-1_1&gene=genemark-scaffold_265-processed-gene-0.4&CDS=1-1395	YBR029C
1714	OG0001714	genemark-scaffold_267-processed-gene-0.3-mRNA-1_1&gene=genemark-scaffold_267-processed-gene-0.3&CDS=1-834	YOR289W
1715	OG0001715	genemark-scaffold_267-processed-gene-0.2-mRNA-1_1&gene=genemark-scaffold_267-processed-gene-0.2&CDS=1-1101	YOR288C
1716	OG0001716	augustus_masked-scaffold_27-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scaffold_27-processed-gene-0.22&CDS=1-1143	YMR244W
1717	OG0001717	snap_masked-scaffold_27-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scaffold_27-processed-gene-0.9&CDS=1-306	YMR244C-A
1718	OG0001718	augustus_masked-scaffold_27-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scaffold_27-processed-gene-0.23&CDS=1-2118	YOR317W
1719	OG0001719	augustus_masked-scaffold_27-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scaffold_27-processed-gene-0.32&CDS=1-1026	YBL029W
1720	OG0001720	snap_masked-scaffold_27-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scaffold_27-processed-gene-0.3&CDS=1-318	YBL029C-A
1721	OG0001721	snap_masked-scaffold_27-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scaffold_27-processed-gene-0.4&CDS=1-903	YBL030C
1722	OG0001722	snap_masked-scaffold_27-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scaffold_27-processed-gene-0.5&CDS=1-636	YDR056C
1723	OG0001723	maker-scaffold_27-snap-gene-0.19-mRNA-1_1&gene=maker-scaffold_27-snap-gene-0.19&CDS=1-1242	YGR110W
1724	OG0001724	genemark-scaffold_270-processed-gene-0.5-mRNA-1_1&gene=genemark-scaffold_270-processed-gene-0.5&CDS=1-2448	YLR277C
1725	OG0001725	genemark-scaffold_271-processed-gene-0.4-mRNA-1_1&gene=genemark-scaffold_271-processed-gene-0.4&CDS=1-2148	YGR128C
