	OrthologID	Saccharomyces_arboricola	Saccharomyces_cerevisiae
2444	OG0002444	genemark-NC_026181.1-processed-gene-3.94-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.94&CDS=1-366	YKL058W
2445	OG0002445	genemark-NC_026181.1-processed-gene-3.115-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.115&CDS=1-3111	YKL057C
2446	OG0002446	genemark-NC_026181.1-processed-gene-3.116-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.116&CDS=1-501	YKL056C
2447	OG0002447	genemark-NC_026181.1-processed-gene-3.117-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.117&CDS=1-825	YKL055C
2448	OG0002448	snap_masked-NC_026181.1-processed-gene-3.31-mRNA-1_1&gene=snap_masked-NC_026181.1-processed-gene-3.31&CDS=1-2241	YKL054C
2449	OG0002449	maker-NC_026181.1-augustus-gene-3.146-mRNA-1_1&gene=maker-NC_026181.1-augustus-gene-3.146&CDS=1-1131	YKL053C-A
2450	OG0002450	genemark-NC_026181.1-processed-gene-3.95-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.95&CDS=1-1059	YKL051W
2451	OG0002451	genemark-NC_026181.1-processed-gene-3.120-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.120&CDS=1-2769	YKL050C
2452	OG0002452	genemark-NC_026181.1-processed-gene-3.121-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.121&CDS=1-678	YKL049C
2453	OG0002453	genemark-NC_026181.1-processed-gene-3.122-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.122&CDS=1-1920	YKL048C
2454	OG0002454	genemark-NC_026181.1-processed-gene-3.96-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.96&CDS=1-1548	YKL047W
2455	OG0002455	genemark-NC_026181.1-processed-gene-3.123-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.123&CDS=1-1347	YKL046C
2456	OG0002456	genemark-NC_026181.1-processed-gene-3.97-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.97&CDS=1-1584	YKL045W
2457	OG0002457	genemark-NC_026181.1-processed-gene-3.98-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.98&CDS=1-1107	YKL043W
2458	OG0002458	genemark-NC_026181.1-processed-gene-3.99-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.99&CDS=1-1086	YKL042W
2459	OG0002459	genemark-NC_026181.1-processed-gene-3.100-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.100&CDS=1-672	YKL041W
2460	OG0002460	genemark-NC_026181.1-processed-gene-3.124-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.124&CDS=1-768	YKL040C
2461	OG0002461	genemark-NC_026181.1-processed-gene-3.102-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.102&CDS=1-3504	YKL038W
2462	OG0002462	genemark-NC_026181.1-processed-gene-3.103-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.103&CDS=1-1497	YKL035W
2463	OG0002463	genemark-NC_026181.1-processed-gene-3.104-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.104&CDS=1-2274	YKL034W
2464	OG0002464	genemark-NC_026181.1-processed-gene-3.105-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.105&CDS=1-708	YKL033W-A
2465	OG0002465	genemark-NC_026181.1-processed-gene-3.106-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.106&CDS=1-3138	YKL033W
2466	OG0002466	genemark-NC_026181.1-processed-gene-3.125-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.125&CDS=1-1839	YKL032C
2467	OG0002467	genemark-NC_026181.1-processed-gene-3.126-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.126&CDS=1-2013	YKL029C
2468	OG0002468	genemark-NC_026181.1-processed-gene-3.107-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.107&CDS=1-1401	YKL028W
2469	OG0002469	genemark-NC_026181.1-processed-gene-3.108-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.108&CDS=1-1338	YKL027W
2470	OG0002470	genemark-NC_026181.1-processed-gene-3.128-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.128&CDS=1-501	YKL026C
2471	OG0002471	maker-NC_026181.1-augustus-gene-3.148-mRNA-1_1&gene=maker-NC_026181.1-augustus-gene-3.148&CDS=1-2703	YKL025C
2472	OG0002472	maker-NC_026181.1-snap-gene-3.140-mRNA-1_1&gene=maker-NC_026181.1-snap-gene-3.140&CDS=1-786	YKL023W
2473	OG0002473	maker-NC_026181.1-augustus-gene-3.149-mRNA-1_1&gene=maker-NC_026181.1-augustus-gene-3.149&CDS=1-6876	YKL022C
2474	OG0002474	genemark-NC_026181.1-processed-gene-3.110-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.110&CDS=1-948	YKL019W
2475	OG0002475	snap_masked-NC_026181.1-processed-gene-3.47-mRNA-1_1&gene=snap_masked-NC_026181.1-processed-gene-3.47&CDS=1-252	YKL018C-A
2476	OG0002476	genemark-NC_026181.1-processed-gene-4.57-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.57&CDS=1-987	YKL018W
2477	OG0002477	maker-NC_026181.1-augustus-gene-4.44-mRNA-1_1&gene=maker-NC_026181.1-augustus-gene-4.44&CDS=1-2583	YKL017C
2478	OG0002478	genemark-NC_026181.1-processed-gene-4.58-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.58&CDS=1-2946	YKL015W
2479	OG0002479	genemark-NC_026181.1-processed-gene-4.61-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.61&CDS=1-5298	YKL014C
2480	OG0002480	snap_masked-NC_026181.1-processed-gene-4.125-mRNA-1_1&gene=snap_masked-NC_026181.1-processed-gene-4.125&CDS=1-513	YKL013C
2481	OG0002481	genemark-NC_026181.1-processed-gene-4.62-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.62&CDS=1-1749	YKL012W
2482	OG0002482	snap_masked-NC_026181.1-processed-gene-4.126-mRNA-1_1&gene=snap_masked-NC_026181.1-processed-gene-4.126&CDS=1-5460	YKL010C
2483	OG0002483	genemark-NC_026181.1-processed-gene-4.63-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.63&CDS=1-708	YKL009W
2484	OG0002484	genemark-NC_026181.1-processed-gene-4.64-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.64&CDS=1-804	YKL007W
2485	OG0002485	genemark-NC_026181.1-processed-gene-4.85-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.85&CDS=1-1746	YKL005C
2486	OG0002486	genemark-NC_026181.1-processed-gene-4.66-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.66&CDS=1-1203	YKL004W
2487	OG0002487	genemark-NC_026181.1-processed-gene-4.86-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.86&CDS=1-393	YKL003C
2488	OG0002488	maker-NC_026181.1-snap-gene-4.49-mRNA-1_1&gene=maker-NC_026181.1-snap-gene-4.49&CDS=1-696	YKL002W
2489	OG0002489	genemark-NC_026181.1-processed-gene-4.87-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.87&CDS=1-606	YKL001C
2490	OG0002490	genemark-NC_026181.1-processed-gene-4.88-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.88&CDS=1-2109	YKR001C
2491	OG0002491	genemark-NC_026181.1-processed-gene-4.68-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.68&CDS=1-1707	YKR002W
2492	OG0002492	maker-NC_026181.1-augustus-gene-4.46-mRNA-1_1&gene=maker-NC_026181.1-augustus-gene-4.46&CDS=1-2625	YKR004C
2493	OG0002493	genemark-NC_026181.1-processed-gene-4.90-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.90&CDS=1-792	YKR006C
2494	OG0002494	augustus_masked-NC_026181.1-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-NC_026181.1-processed-gene-4.12&CDS=1-2382	YKR008W
2495	OG0002495	genemark-NC_026181.1-processed-gene-4.91-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.91&CDS=1-2700	YKR009C
2496	OG0002496	genemark-NC_026181.1-processed-gene-4.92-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.92&CDS=1-2268	YKR010C
2497	OG0002497	genemark-NC_026181.1-processed-gene-4.93-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.93&CDS=1-1062	YKR011C
2498	OG0002498	genemark-NC_026181.1-processed-gene-4.72-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.72&CDS=1-951	YKR013W
2499	OG0002499	genemark-NC_026181.1-processed-gene-4.94-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.94&CDS=1-708	YKR014C
2500	OG0002500	genemark-NC_026181.1-processed-gene-4.95-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.95&CDS=1-1689	YKR015C
2501	OG0002501	genemark-NC_026181.1-processed-gene-4.73-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.73&CDS=1-1617	YKR016W
2502	OG0002502	genemark-NC_026181.1-processed-gene-4.98-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.98&CDS=1-1842	YKR019C
2503	OG0002503	genemark-NC_026181.1-processed-gene-4.74-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.74&CDS=1-492	YKR020W
2504	OG0002504	genemark-NC_026181.1-processed-gene-4.75-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.75&CDS=1-2739	YKR021W
2505	OG0002505	genemark-NC_026181.1-processed-gene-4.99-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.99&CDS=1-966	YKR022C
2506	OG0002506	maker-NC_026181.1-augustus-gene-4.43-mRNA-1_1&gene=maker-NC_026181.1-augustus-gene-4.43&CDS=1-1533	YKR023W
2507	OG0002507	genemark-NC_026181.1-processed-gene-4.100-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.100&CDS=1-2223	YKR024C
2508	OG0002508	genemark-NC_026181.1-processed-gene-4.77-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.77&CDS=1-930	YKR025W
2509	OG0002509	genemark-NC_026181.1-processed-gene-4.101-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.101&CDS=1-915	YKR026C
2510	OG0002510	genemark-NC_026181.1-processed-gene-4.78-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.78&CDS=1-2301	YKR027W
2511	OG0002511	genemark-NC_026181.1-processed-gene-4.102-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.102&CDS=1-2247	YKR029C
2512	OG0002512	genemark-NC_026181.1-processed-gene-4.80-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-4.80&CDS=1-816	YKR030W
2513	OG0002513	genemark-NC_026181.1-processed-gene-5.145-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.145&CDS=1-5058	YKR031C
2514	OG0002514	genemark-NC_026181.1-processed-gene-5.142-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.142&CDS=1-810	YKR034W
2515	OG0002515	genemark-NC_026181.1-processed-gene-5.143-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.143&CDS=1-612	YKR035W-A
2516	OG0002516	genemark-NC_026181.1-processed-gene-5.146-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.146&CDS=1-1938	YKR036C
2517	OG0002517	augustus_masked-NC_026181.1-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-NC_026181.1-processed-gene-5.71&CDS=1-2055	YKR038C
2518	OG0002518	genemark-NC_026181.1-processed-gene-5.144-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.144&CDS=1-1806	YKR039W
2519	OG0002519	genemark-NC_026181.1-processed-gene-5.149-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.149&CDS=1-768	YKR041W
2520	OG0002520	genemark-NC_026181.1-processed-gene-5.150-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.150&CDS=1-1083	YKR042W
2521	OG0002521	genemark-NC_026181.1-processed-gene-5.181-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.181&CDS=1-813	YKR043C
2522	OG0002522	genemark-NC_026181.1-processed-gene-5.151-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.151&CDS=1-1329	YKR044W
2523	OG0002523	augustus_masked-NC_026181.1-processed-gene-5.104-mRNA-1_1&gene=augustus_masked-NC_026181.1-processed-gene-5.104&CDS=1-1380	YKR046C
2524	OG0002524	genemark-NC_026181.1-processed-gene-5.184-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.184&CDS=1-1278	YKR048C
2525	OG0002525	genemark-NC_026181.1-processed-gene-5.185-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.185&CDS=1-399	YKR049C
2526	OG0002526	snap_masked-NC_026181.1-processed-gene-5.10-mRNA-1_1&gene=snap_masked-NC_026181.1-processed-gene-5.10&CDS=1-2682	YKR050W
2527	OG0002527	augustus_masked-NC_026181.1-processed-gene-5.76-mRNA-1_1&gene=augustus_masked-NC_026181.1-processed-gene-5.76&CDS=1-1260	YKR051W
2528	OG0002528	genemark-NC_026181.1-processed-gene-5.186-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.186&CDS=1-912	YKR052C
2529	OG0002529	genemark-NC_026181.1-processed-gene-5.187-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.187&CDS=1-1209	YKR053C
2530	OG0002530	augustus_masked-NC_026181.1-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-NC_026181.1-processed-gene-5.109&CDS=1-12285	YKR054C
2531	OG0002531	snap_masked-NC_026181.1-processed-gene-5.12-mRNA-1_1&gene=snap_masked-NC_026181.1-processed-gene-5.12&CDS=1-2613	YKR056W
2532	OG0002532	genemark-NC_026181.1-processed-gene-5.155-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.155&CDS=1-1812	YKR058W
2533	OG0002533	genemark-NC_026181.1-processed-gene-5.157-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.157&CDS=1-984	YKR062W
2534	OG0002534	augustus_masked-NC_026181.1-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-NC_026181.1-processed-gene-5.110&CDS=1-1503	YKR063C
2535	OG0002535	genemark-NC_026181.1-processed-gene-5.158-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.158&CDS=1-2598	YKR064W
2536	OG0002536	genemark-NC_026181.1-processed-gene-5.190-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.190&CDS=1-591	YKR065C
2537	OG0002537	genemark-NC_026181.1-processed-gene-5.191-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.191&CDS=1-1077	YKR066C
2538	OG0002538	genemark-NC_026181.1-processed-gene-5.159-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.159&CDS=1-2220	YKR067W
2539	OG0002539	genemark-NC_026181.1-processed-gene-5.192-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.192&CDS=1-579	YKR068C
2540	OG0002540	genemark-NC_026181.1-processed-gene-5.160-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.160&CDS=1-1779	YKR069W
2541	OG0002541	genemark-NC_026181.1-processed-gene-5.161-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.161&CDS=1-1056	YKR070W
2542	OG0002542	genemark-NC_026181.1-processed-gene-5.193-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.193&CDS=1-1047	YKR071C
2543	OG0002543	genemark-NC_026181.1-processed-gene-5.194-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.194&CDS=1-1662	YKR072C
2544	OG0002544	genemark-NC_026181.1-processed-gene-5.162-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.162&CDS=1-441	YKR074W
2545	OG0002545	genemark-NC_026181.1-processed-gene-5.195-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.195&CDS=1-912	YKR075C
2546	OG0002546	snap_masked-NC_026181.1-processed-gene-5.24-mRNA-1_1&gene=snap_masked-NC_026181.1-processed-gene-5.24&CDS=1-1713	YKR078W
2547	OG0002547	genemark-NC_026181.1-processed-gene-5.196-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.196&CDS=1-2514	YKR079C
2548	OG0002548	genemark-NC_026181.1-processed-gene-5.166-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.166&CDS=1-960	YKR080W
2549	OG0002549	genemark-NC_026181.1-processed-gene-5.197-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.197&CDS=1-1032	YKR081C
2550	OG0002550	genemark-NC_026181.1-processed-gene-5.167-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.167&CDS=1-3477	YKR082W
2551	OG0002551	augustus_masked-NC_026181.1-processed-gene-5.119-mRNA-1_1&gene=augustus_masked-NC_026181.1-processed-gene-5.119&CDS=1-2187	YKR084C
2552	OG0002552	genemark-NC_026181.1-processed-gene-5.200-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.200&CDS=1-585	YKR085C
2553	OG0002553	genemark-NC_026181.1-processed-gene-5.168-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.168&CDS=1-3216	YKR086W
2554	OG0002554	augustus_masked-NC_026181.1-processed-gene-5.121-mRNA-1_1&gene=augustus_masked-NC_026181.1-processed-gene-5.121&CDS=1-4842	YKR089C
2555	OG0002555	genemark-NC_026181.1-processed-gene-5.169-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.169&CDS=1-2178	YKR090W
2556	OG0002556	genemark-NC_026181.1-processed-gene-5.170-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.170&CDS=1-780	YKR091W
2557	OG0002557	genemark-NC_026181.1-processed-gene-5.204-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.204&CDS=1-1095	YKR092C
2558	OG0002558	genemark-NC_026181.1-processed-gene-5.171-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.171&CDS=1-1803	YKR093W
2559	OG0002559	augustus_masked-NC_026181.1-processed-gene-5.95-mRNA-1_1&gene=augustus_masked-NC_026181.1-processed-gene-5.95&CDS=1-5907	YKR095W
2560	OG0002560	genemark-NC_026181.1-processed-gene-5.174-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.174&CDS=1-1644	YKR097W
2561	OG0002561	augustus_masked-NC_026181.1-processed-gene-5.123-mRNA-1_1&gene=augustus_masked-NC_026181.1-processed-gene-5.123&CDS=1-2109	YKR098C
2562	OG0002562	genemark-NC_026181.1-processed-gene-5.175-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.175&CDS=1-2427	YKR099W
2563	OG0002563	genemark-NC_026181.1-processed-gene-5.207-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.207&CDS=1-1071	YKR100C
2564	OG0002564	genemark-NC_026181.1-processed-gene-5.176-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.176&CDS=1-1947	YKR101W
2565	OG0002565	snap_masked-NC_026181.1-processed-gene-5.63-mRNA-1_1&gene=snap_masked-NC_026181.1-processed-gene-5.63&CDS=1-1197	YAL064W-B
2566	OG0002566	maker-NC_026182.1-snap-gene-0.65-mRNA-1_1&gene=maker-NC_026182.1-snap-gene-0.65&CDS=1-1104	YLL063C
2567	OG0002567	genemark-NC_026182.1-processed-gene-0.72-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.72&CDS=1-1725	YLL058W
2568	OG0002568	genemark-NC_026182.1-processed-gene-0.85-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.85&CDS=1-1236	YLL057C
2569	OG0002569	genemark-NC_026182.1-processed-gene-0.86-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.86&CDS=1-894	YLL056C
2570	OG0002570	genemark-NC_026182.1-processed-gene-0.73-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.73&CDS=1-1593	YLL055W
2571	OG0002571	genemark-NC_026182.1-processed-gene-0.88-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.88&CDS=1-2307	YLL054C
2572	OG0002572	genemark-NC_026182.1-processed-gene-0.90-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.90&CDS=1-2139	YLL051C
2573	OG0002573	maker-NC_026182.1-snap-gene-0.68-mRNA-1_1&gene=maker-NC_026182.1-snap-gene-0.68&CDS=1-450	YLL050C
2574	OG0002574	genemark-NC_026182.1-processed-gene-0.74-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.74&CDS=1-537	YLL049W
2575	OG0002575	snap_masked-NC_026182.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NC_026182.1-processed-gene-0.18&CDS=1-762	YLL046C
2576	OG0002576	genemark-NC_026182.1-processed-gene-0.75-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.75&CDS=1-1989	YLL043W
2577	OG0002577	genemark-NC_026182.1-processed-gene-0.93-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.93&CDS=1-510	YLL042C
2578	OG0002578	genemark-NC_026182.1-processed-gene-0.94-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.94&CDS=1-798	YLL041C
2579	OG0002579	genemark-NC_026182.1-processed-gene-0.95-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.95&CDS=1-9432	YLL040C
2580	OG0002580	maker-NC_026182.1-snap-gene-0.69-mRNA-1_1&gene=maker-NC_026182.1-snap-gene-0.69&CDS=1-2262	YLL036C
2581	OG0002581	genemark-NC_026182.1-processed-gene-0.76-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.76&CDS=1-1887	YLL035W
2582	OG0002582	genemark-NC_026182.1-processed-gene-0.98-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.98&CDS=1-2511	YLL034C
2583	OG0002583	genemark-NC_026182.1-processed-gene-0.77-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.77&CDS=1-693	YLL033W
2584	OG0002584	genemark-NC_026182.1-processed-gene-0.99-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.99&CDS=1-2499	YLL032C
2585	OG0002585	genemark-NC_026182.1-processed-gene-0.100-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.100&CDS=1-3054	YLL031C
2586	OG0002586	genemark-NC_026182.1-processed-gene-0.78-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.78&CDS=1-2253	YLL029W
2587	OG0002587	genemark-NC_026182.1-processed-gene-0.79-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.79&CDS=1-1761	YLL028W
2588	OG0002588	genemark-NC_026182.1-processed-gene-0.80-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.80&CDS=1-648	YLL027W
2589	OG0002589	genemark-NC_026182.1-processed-gene-0.81-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.81&CDS=1-2724	YLL026W
2590	OG0002590	genemark-NC_026182.1-processed-gene-0.103-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.103&CDS=1-1110	YLL022C
2591	OG0002591	snap_masked-NC_026182.1-processed-gene-1.90-mRNA-1_1&gene=snap_masked-NC_026182.1-processed-gene-1.90&CDS=1-4251	YLL021W
2592	OG0002592	genemark-NC_026182.1-processed-gene-1.37-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.37&CDS=1-2199	YLL019C
2593	OG0002593	genemark-NC_026182.1-processed-gene-1.38-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.38&CDS=1-306	YLL018C-A
2594	OG0002594	genemark-NC_026182.1-processed-gene-1.39-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.39&CDS=1-1671	YLL018C
2595	OG0002595	genemark-NC_026182.1-processed-gene-1.59-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.59&CDS=1-2619	YLL013C
2596	OG0002596	genemark-NC_026182.1-processed-gene-1.42-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.42&CDS=1-1722	YLL012W
2597	OG0002597	genemark-NC_026182.1-processed-gene-1.43-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.43&CDS=1-1470	YLL011W
2598	OG0002598	snap_masked-NC_026182.1-processed-gene-1.115-mRNA-1_1&gene=snap_masked-NC_026182.1-processed-gene-1.115&CDS=1-207	YLL009C
2599	OG0002599	genemark-NC_026182.1-processed-gene-1.44-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.44&CDS=1-2241	YLL008W
2600	OG0002600	genemark-NC_026182.1-processed-gene-1.61-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.61&CDS=1-1983	YLL007C
2601	OG0002601	genemark-NC_026182.1-processed-gene-1.45-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.45&CDS=1-1278	YLL006W
2602	OG0002602	augustus_masked-NC_026182.1-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NC_026182.1-processed-gene-1.23&CDS=1-2205	YLL005C
2603	OG0002603	augustus_masked-NC_026182.1-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-NC_026182.1-processed-gene-1.9&CDS=1-8223	YLL001W
2604	OG0002604	maker-NC_026182.1-augustus-gene-1.86-mRNA-1_1&gene=maker-NC_026182.1-augustus-gene-1.86&CDS=1-4359	YLR001C
2605	OG0002605	maker-NC_026182.1-snap-gene-1.79-mRNA-1_1&gene=maker-NC_026182.1-snap-gene-1.79&CDS=1-858	YLR003C
2606	OG0002606	genemark-NC_026182.1-processed-gene-1.64-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.64&CDS=1-1563	YLR004C
2607	OG0002607	genemark-NC_026182.1-processed-gene-1.50-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.50&CDS=1-1389	YLR005W
2608	OG0002608	genemark-NC_026182.1-processed-gene-1.65-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.65&CDS=1-2109	YLR006C
2609	OG0002609	genemark-NC_026182.1-processed-gene-1.51-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.51&CDS=1-1008	YLR007W
2610	OG0002610	genemark-NC_026182.1-processed-gene-1.66-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.66&CDS=1-498	YLR008C
2611	OG0002611	snap_masked-NC_026182.1-processed-gene-1.107-mRNA-1_1&gene=snap_masked-NC_026182.1-processed-gene-1.107&CDS=1-600	YLR009W
2612	OG0002612	maker-NC_026182.1-snap-gene-1.80-mRNA-1_1&gene=maker-NC_026182.1-snap-gene-1.80&CDS=1-549	YLR010C
2613	OG0002613	genemark-NC_026182.1-processed-gene-1.68-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.68&CDS=1-300	YLR012C
2614	OG0002614	genemark-NC_026182.1-processed-gene-1.53-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.53&CDS=1-477	YLR013W
