	OrthologID	Saccharomyces_cerevisiae	Wickerhamomyces_anomalus
2041	OG0002041	YIL116W	maker-scaffold_1-snap-gene-19.6-mRNA-1_1&gene=maker-scaffold_1-snap-gene-19.6&CDS=1-1173
2042	OG0002042	YIL118W	snap_masked-scaffold_1-processed-gene-19.93-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.93&CDS=1-648
2043	OG0002043	YIL124W	snap_masked-scaffold_4-processed-gene-11.60-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-11.60&CDS=1-876
2044	OG0002044	YIL125W	snap_masked-scaffold_4-processed-gene-11.59-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-11.59&CDS=1-3015
2045	OG0002045	YIL127C	augustus_masked-scaffold_1-processed-gene-28.113-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-28.113&CDS=1-570
2046	OG0002046	YIL128W	maker-scaffold_1-augustus-gene-28.99-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-28.99&CDS=1-2922
2047	OG0002047	YIL129C	snap_masked-scaffold_1-processed-gene-11.16-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.16&CDS=1-6876
2048	OG0002048	YIL134W	snap_masked-scaffold_1-processed-gene-28.15-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-28.15&CDS=1-861
2049	OG0002049	YIL136W	augustus_masked-scaffold_1-processed-gene-31.69-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-31.69&CDS=1-1968
2050	OG0002050	YIL137C	maker-scaffold_1-augustus-gene-28.98-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-28.98&CDS=1-7101
2051	OG0002051	YIL139C	genemark-scaffold_1-processed-gene-25.30-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-25.30&CDS=1-525
2052	OG0002052	YIL140W	snap_masked-scaffold_1-processed-gene-19.95-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.95&CDS=1-2586
2053	OG0002053	YIL142W	maker-scaffold_1-augustus-gene-27.94-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-27.94&CDS=1-1632
2054	OG0002054	YIL143C	snap_masked-scaffold_1-processed-gene-13.58-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.58&CDS=1-2475
2055	OG0002055	YIL144W	augustus_masked-scaffold_1-processed-gene-13.122-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.122&CDS=1-1839
2056	OG0002056	YIL145C	maker-scaffold_7-snap-gene-2.71-mRNA-1_1&gene=maker-scaffold_7-snap-gene-2.71&CDS=1-903
2057	OG0002057	YIL147C	snap_masked-scaffold_3-processed-gene-16.79-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-16.79&CDS=1-3402
2058	OG0002058	YIL150C	maker-scaffold_3-augustus-gene-16.38-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-16.38&CDS=1-1800
2059	OG0002059	YIL153W	snap_masked-scaffold_1-processed-gene-17.64-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-17.64&CDS=1-1431
2060	OG0002060	YIL154C	snap_masked-scaffold_1-processed-gene-17.87-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-17.87&CDS=1-1356
2061	OG0002061	YIL155C	snap_masked-scaffold_1-processed-gene-17.86-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-17.86&CDS=1-1848
2062	OG0002062	YIL156W	snap_masked-scaffold_4-processed-gene-3.73-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-3.73&CDS=1-3081
2063	OG0002063	YIL156W-B	snap_masked-scaffold_1-processed-gene-17.73-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-17.73&CDS=1-219
2064	OG0002064	YIL157C	snap_masked-scaffold_1-processed-gene-17.97-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-17.97&CDS=1-579
2065	OG0002065	YIL160C	snap_masked-scaffold_1-processed-gene-17.85-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-17.85&CDS=1-1260
2066	OG0002066	YIL164C	snap_masked-scaffold_7-processed-gene-2.100-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.100&CDS=1-915
2067	OG0002067	YIR002C	maker-scaffold_2-augustus-gene-3.52-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-3.52&CDS=1-7968
2068	OG0002068	YIR004W	snap_masked-scaffold_2-processed-gene-3.21-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.21&CDS=1-1344
2069	OG0002069	YIR005W	augustus_masked-scaffold_2-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.76&CDS=1-822
2070	OG0002070	YIR007W	snap_masked-scaffold_4-processed-gene-9.59-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-9.59&CDS=1-2268
2071	OG0002071	YIR008C	snap_masked-scaffold_4-processed-gene-9.70-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-9.70&CDS=1-1485
2072	OG0002072	YIR009W	augustus_masked-scaffold_4-processed-gene-6.86-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-6.86&CDS=1-639
2073	OG0002073	YIR011C	snap_masked-scaffold_1-processed-gene-19.100-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.100&CDS=1-1011
2074	OG0002074	YIR012W	snap_masked-scaffold_4-processed-gene-9.69-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-9.69&CDS=1-1251
2075	OG0002075	YIR015W	snap_masked-scaffold_7-processed-gene-1.37-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.37&CDS=1-390
2076	OG0002076	YIR022W	maker-scaffold_1-snap-gene-31.5-mRNA-1_1&gene=maker-scaffold_1-snap-gene-31.5&CDS=1-498
2077	OG0002077	YIR023W	snap_masked-scaffold_1-processed-gene-30.110-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-30.110&CDS=1-2691
2078	OG0002078	YIR024C	snap_masked-scaffold_1-processed-gene-30.89-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-30.89&CDS=1-630
2079	OG0002079	YIR026C	snap_masked-scaffold_6-processed-gene-3.15-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.15&CDS=1-975
2080	OG0002080	YIR027C	snap_masked-scaffold_5-processed-gene-9.26-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.26&CDS=1-1740
2081	OG0002081	YIR029W	snap_masked-scaffold_8-processed-gene-1.10-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.10&CDS=1-1017
2082	OG0002082	YIR030C	snap_masked-scaffold_7-processed-gene-6.86-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.86&CDS=1-771
2083	OG0002083	YIR032C	snap_masked-scaffold_3-processed-gene-6.131-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.131&CDS=1-639
2084	OG0002084	YIR034C	snap_masked-scaffold_1-processed-gene-12.73-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.73&CDS=1-1122
2085	OG0002085	YIR035C	maker-scaffold_1-snap-gene-13.89-mRNA-1_1&gene=maker-scaffold_1-snap-gene-13.89&CDS=1-756
2086	OG0002086	YIR037W	snap_masked-scaffold_5-processed-gene-11.28-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.28&CDS=1-483
2087	OG0002087	YIR038C	maker-scaffold_4-snap-gene-9.34-mRNA-1_1&gene=maker-scaffold_4-snap-gene-9.34&CDS=1-1431
2088	OG0002088	YJL001W	maker-scaffold_2-augustus-gene-6.95-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-6.95&CDS=1-1983
2089	OG0002089	YJL002C	augustus_masked-scaffold_2-processed-gene-6.54-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.54&CDS=1-1395
2090	OG0002090	YJL003W	snap_masked-scaffold_2-processed-gene-6.5-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.5&CDS=1-357
2091	OG0002091	YJL004C	snap_masked-scaffold_2-processed-gene-5.83-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.83&CDS=1-603
2092	OG0002092	YJL005W	augustus_masked-scaffold_2-processed-gene-14.54-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.54&CDS=1-4587
2093	OG0002093	YJL006C	maker-scaffold_4-snap-gene-4.50-mRNA-1_1&gene=maker-scaffold_4-snap-gene-4.50&CDS=1-981
2094	OG0002094	YJL008C	maker-scaffold_4-snap-gene-4.57-mRNA-1_1&gene=maker-scaffold_4-snap-gene-4.57&CDS=1-1656
2095	OG0002095	YJL010C	snap_masked-scaffold_4-processed-gene-4.37-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-4.37&CDS=1-1974
2096	OG0002096	YJL011C	augustus_masked-scaffold_6-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.34&CDS=1-432
2097	OG0002097	YJL012C	snap_masked-scaffold_6-processed-gene-0.53-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.53&CDS=1-2118
2098	OG0002098	YJL014W	snap_masked-scaffold_6-processed-gene-0.52-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.52&CDS=1-1584
2099	OG0002099	YJL020C	snap_masked-scaffold_4-processed-gene-8.20-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-8.20&CDS=1-3141
2100	OG0002100	YJL024C	maker-scaffold_3-snap-gene-5.54-mRNA-1_1&gene=maker-scaffold_3-snap-gene-5.54&CDS=1-540
2101	OG0002101	YJL025W	augustus_masked-scaffold_3-processed-gene-12.59-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-12.59&CDS=1-2670
2102	OG0002102	YJL026W	snap_masked-scaffold_6-processed-gene-2.1-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.1&CDS=1-1233
2103	OG0002103	YJL029C	snap_masked-scaffold_4-processed-gene-4.16-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-4.16&CDS=1-2448
2104	OG0002104	YJL030W	maker-scaffold_4-snap-gene-4.51-mRNA-1_1&gene=maker-scaffold_4-snap-gene-4.51&CDS=1-630
2105	OG0002105	YJL031C	maker-scaffold_4-augustus-gene-4.68-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-4.68&CDS=1-1008
2106	OG0002106	YJL033W	snap_masked-scaffold_4-processed-gene-4.17-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-4.17&CDS=1-2292
2107	OG0002107	YJL034W	snap_masked-scaffold_4-processed-gene-4.40-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-4.40&CDS=1-2022
2108	OG0002108	YJL035C	snap_masked-scaffold_4-processed-gene-4.20-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-4.20&CDS=1-867
2109	OG0002109	YJL036W	augustus_masked-scaffold_4-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.116&CDS=1-3957
2110	OG0002110	YJL039C	snap_masked-scaffold_4-processed-gene-6.21-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-6.21&CDS=1-4980
2111	OG0002111	YJL041W	snap_masked-scaffold_4-processed-gene-6.39-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-6.39&CDS=1-1521
2112	OG0002112	YJL042W	snap_masked-scaffold_4-processed-gene-6.40-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-6.40&CDS=1-3708
2113	OG0002113	YJL044C	maker-scaffold_4-snap-gene-6.104-mRNA-1_1&gene=maker-scaffold_4-snap-gene-6.104&CDS=1-1083
2114	OG0002114	YJL046W	snap_masked-scaffold_4-processed-gene-7.30-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-7.30&CDS=1-1299
2115	OG0002115	YJL049W	genemark-scaffold_3-processed-gene-6.117-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.117&CDS=1-1239
2116	OG0002116	YJL050W	snap_masked-scaffold_1-processed-gene-17.89-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-17.89&CDS=1-3198
2117	OG0002117	YJL053W	snap_masked-scaffold_1-processed-gene-19.98-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.98&CDS=1-867
2118	OG0002118	YJL054W	snap_masked-scaffold_3-processed-gene-19.45-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-19.45&CDS=1-1482
2119	OG0002119	YJL055W	maker-scaffold_1-augustus-gene-24.6-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-24.6&CDS=1-732
2120	OG0002120	YJL057C	maker-scaffold_8-snap-gene-2.4-mRNA-1_1&gene=maker-scaffold_8-snap-gene-2.4&CDS=1-1512
2121	OG0002121	YJL059W	snap_masked-scaffold_2-processed-gene-21.133-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-21.133&CDS=1-858
2122	OG0002122	YJL060W	snap_masked-scaffold_3-processed-gene-10.85-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.85&CDS=1-1275
2123	OG0002123	YJL061W	snap_masked-scaffold_3-processed-gene-10.109-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.109&CDS=1-2172
2124	OG0002124	YJL062W	genemark-scaffold_3-processed-gene-10.44-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.44&CDS=1-2297
2125	OG0002125	YJL062W-A	snap_masked-scaffold_1-processed-gene-30.104-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-30.104&CDS=1-276
2126	OG0002126	YJL065C	snap_masked-scaffold_1-processed-gene-30.105-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-30.105&CDS=1-804
2127	OG0002127	YJL066C	snap_masked-scaffold_8-processed-gene-2.163-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.163&CDS=1-840
2128	OG0002128	YJL068C	snap_masked-scaffold_5-processed-gene-0.29-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-0.29&CDS=1-873
2129	OG0002129	YJL069C	snap_masked-scaffold_1-processed-gene-30.80-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-30.80&CDS=1-1620
2130	OG0002130	YJL071W	augustus_masked-scaffold_4-processed-gene-7.111-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-7.111&CDS=1-1503
2131	OG0002131	YJL072C	snap_masked-scaffold_4-processed-gene-7.31-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-7.31&CDS=1-621
2132	OG0002132	YJL074C	snap_masked-scaffold_3-processed-gene-17.11-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-17.11&CDS=1-3633
2133	OG0002133	YJL080C	snap_masked-scaffold_2-processed-gene-17.34-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-17.34&CDS=1-3567
2134	OG0002134	YJL081C	snap_masked-scaffold_2-processed-gene-18.56-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-18.56&CDS=1-1467
2135	OG0002135	YJL083W	snap_masked-scaffold_2-processed-gene-18.60-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-18.60&CDS=1-1983
2136	OG0002136	YJL084C	snap_masked-scaffold_3-processed-gene-10.76-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.76&CDS=1-3138
2137	OG0002137	YJL085W	augustus_masked-scaffold_3-processed-gene-10.153-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.153&CDS=1-2547
2138	OG0002138	YJL087C	snap_masked-scaffold_3-processed-gene-10.107-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.107&CDS=1-2493
2139	OG0002139	YJL088W	maker-scaffold_3-augustus-gene-10.170-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-10.170&CDS=1-1950
2140	OG0002140	YJL089W	snap_masked-scaffold_3-processed-gene-10.88-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.88&CDS=1-2349
2141	OG0002141	YJL090C	snap_masked-scaffold_3-processed-gene-10.113-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.113&CDS=1-1998
2142	OG0002142	YJL091C	augustus_masked-scaffold_3-processed-gene-6.27-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.27&CDS=1-5676
2143	OG0002143	YJL093C	augustus_masked-scaffold_4-processed-gene-15.106-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-15.106&CDS=1-2079
2144	OG0002144	YJL094C	maker-scaffold_8-augustus-gene-0.99-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-0.99&CDS=1-4380
2145	OG0002145	YJL095W	maker-scaffold_3-augustus-gene-8.91-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-8.91&CDS=1-4626
2146	OG0002146	YJL097W	snap_masked-scaffold_3-processed-gene-8.121-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.121&CDS=1-681
2147	OG0002147	YJL100W	snap_masked-scaffold_5-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-0.10&CDS=1-1941
2148	OG0002148	YJL101C	snap_masked-scaffold_3-processed-gene-9.66-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-9.66&CDS=1-2019
2149	OG0002149	YJL102W	snap_masked-scaffold_7-processed-gene-4.64-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.64&CDS=1-2283
2150	OG0002150	YJL104W	augustus_masked-scaffold_5-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-3.71&CDS=1-393
2151	OG0002151	YJL106W	snap_masked-scaffold_5-processed-gene-3.22-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.22&CDS=1-2118
2152	OG0002152	YJL108C	snap_masked-scaffold_5-processed-gene-3.40-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.40&CDS=1-3174
2153	OG0002153	YJL109C	augustus_masked-scaffold_5-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-3.83&CDS=1-6090
2154	OG0002154	YJL111W	augustus_masked-scaffold_4-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.18&CDS=1-3702
2155	OG0002155	YJL115W	maker-scaffold_2-snap-gene-21.11-mRNA-1_1&gene=maker-scaffold_2-snap-gene-21.11&CDS=1-837
2156	OG0002156	YJL117W	snap_masked-scaffold_1-processed-gene-31.136-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-31.136&CDS=1-915
2157	OG0002157	YJL121C	snap_masked-scaffold_6-processed-gene-6.24-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.24&CDS=1-702
2158	OG0002158	YJL122W	snap_masked-scaffold_6-processed-gene-6.44-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.44&CDS=1-492
2159	OG0002159	YJL123C	snap_masked-scaffold_1-processed-gene-32.162-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-32.162&CDS=1-1287
2160	OG0002160	YJL124C	augustus_masked-scaffold_1-processed-gene-31.102-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-31.102&CDS=1-492
2161	OG0002161	YJL125C	augustus_masked-scaffold_1-processed-gene-31.101-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-31.101&CDS=1-1089
2162	OG0002162	YJL126W	snap_masked-scaffold_1-processed-gene-32.189-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-32.189&CDS=1-384
2163	OG0002163	YJL127C-B	maker-scaffold_1-snap-gene-25.7-mRNA-1_1&gene=maker-scaffold_1-snap-gene-25.7&CDS=1-207
2164	OG0002164	YJL128C	snap_masked-scaffold_1-processed-gene-32.192-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-32.192&CDS=1-1833
2165	OG0002165	YJL130C	snap_masked-scaffold_1-processed-gene-32.191-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-32.191&CDS=1-6663
2166	OG0002166	YJL131C	snap_masked-scaffold_1-processed-gene-25.147-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-25.147&CDS=1-1335
2167	OG0002167	YJL132W	genemark-scaffold_1-processed-gene-25.35-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-25.35&CDS=1-2136
2168	OG0002168	YJL140W	snap_masked-scaffold_6-processed-gene-4.24-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.24&CDS=1-609
2169	OG0002169	YJL141C	snap_masked-scaffold_6-processed-gene-4.50-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.50&CDS=1-2247
2170	OG0002170	YJL143W	maker-scaffold_6-snap-gene-4.115-mRNA-1_1&gene=maker-scaffold_6-snap-gene-4.115&CDS=1-462
2171	OG0002171	YJL145W	snap_masked-scaffold_8-processed-gene-0.68-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-0.68&CDS=1-879
2172	OG0002172	YJL148W	maker-scaffold_8-snap-gene-0.51-mRNA-1_1&gene=maker-scaffold_8-snap-gene-0.51&CDS=1-663
2173	OG0002173	YJL149W	snap_masked-scaffold_1-processed-gene-30.108-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-30.108&CDS=1-1665
2174	OG0002174	YJL153C	snap_masked-scaffold_5-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-0.9&CDS=1-1557
2175	OG0002175	YJL154C	snap_masked-scaffold_2-processed-gene-7.14-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.14&CDS=1-2367
2176	OG0002176	YJL155C	maker-scaffold_2-snap-gene-7.111-mRNA-1_1&gene=maker-scaffold_2-snap-gene-7.111&CDS=1-1386
2177	OG0002177	YJL156C	snap_masked-scaffold_2-processed-gene-7.16-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.16&CDS=1-2025
2178	OG0002178	YJL157C	augustus_masked-scaffold_2-processed-gene-7.96-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.96&CDS=1-2781
2179	OG0002179	YJL158C	augustus_masked-scaffold_1-processed-gene-30.158-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-30.158&CDS=1-552
2180	OG0002180	YJL163C	snap_masked-scaffold_3-processed-gene-11.10-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.10&CDS=1-1800
2181	OG0002181	YJL166W	maker-scaffold_1-snap-gene-20.113-mRNA-1_1&gene=maker-scaffold_1-snap-gene-20.113&CDS=1-285
2182	OG0002182	YJL167W	snap_masked-scaffold_1-processed-gene-20.77-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-20.77&CDS=1-1056
2183	OG0002183	YJL168C	snap_masked-scaffold_1-processed-gene-27.140-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-27.140&CDS=1-2409
2184	OG0002184	YJL171C	augustus_masked-scaffold_1-processed-gene-27.71-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-27.71&CDS=1-1062
2185	OG0002185	YJL176C	snap_masked-scaffold_6-processed-gene-4.1-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.1&CDS=1-2268
2186	OG0002186	YJL178C	snap_masked-scaffold_6-processed-gene-4.5-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.5&CDS=1-786
2187	OG0002187	YJL179W	maker-scaffold_6-snap-gene-4.116-mRNA-1_1&gene=maker-scaffold_6-snap-gene-4.116&CDS=1-363
2188	OG0002188	YJL180C	snap_masked-scaffold_6-processed-gene-4.6-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.6&CDS=1-942
2189	OG0002189	YJL183W	snap_masked-scaffold_6-processed-gene-4.8-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.8&CDS=1-1221
2190	OG0002190	YJL184W	snap_masked-scaffold_6-processed-gene-4.7-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.7&CDS=1-336
2191	OG0002191	YJL187C	snap_masked-scaffold_1-processed-gene-27.119-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-27.119&CDS=1-2646
2192	OG0002192	YJL189W	maker-scaffold_1-snap-gene-27.5-mRNA-1_1&gene=maker-scaffold_1-snap-gene-27.5&CDS=1-216
2193	OG0002193	YJL192C	snap_masked-scaffold_1-processed-gene-27.133-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-27.133&CDS=1-708
2194	OG0002194	YJL193W	snap_masked-scaffold_1-processed-gene-27.132-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-27.132&CDS=1-1044
2195	OG0002195	YJL194W	snap_masked-scaffold_2-processed-gene-16.81-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-16.81&CDS=1-1812
2196	OG0002196	YJL197W	snap_masked-scaffold_1-processed-gene-10.95-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.95&CDS=1-3849
2197	OG0002197	YJL200C	maker-scaffold_4-snap-gene-7.56-mRNA-1_1&gene=maker-scaffold_4-snap-gene-7.56&CDS=1-2406
2198	OG0002198	YJL201W	snap_masked-scaffold_4-processed-gene-7.20-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-7.20&CDS=1-1536
2199	OG0002199	YJL203W	snap_masked-scaffold_1-processed-gene-2.75-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.75&CDS=1-1254
2200	OG0002200	YJL204C	snap_masked-scaffold_5-processed-gene-11.34-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.34&CDS=1-2295
2201	OG0002201	YJL205C	genemark-scaffold_1-processed-gene-2.49-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.49&CDS=1-162
2202	OG0002202	YJL207C	snap_masked-scaffold_1-processed-gene-3.2-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.2&CDS=1-5718
2203	OG0002203	YJL208C	snap_masked-scaffold_1-processed-gene-3.3-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.3&CDS=1-990
2204	OG0002204	YJL209W	snap_masked-scaffold_1-processed-gene-3.5-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.5&CDS=1-1755
2205	OG0002205	YJL212C	snap_masked-scaffold_5-processed-gene-13.88-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-13.88&CDS=1-2376
2206	OG0002206	YJR001W	maker-scaffold_1-augustus-gene-1.110-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-1.110&CDS=1-3549
2207	OG0002207	YJR003C	snap_masked-scaffold_1-processed-gene-2.58-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.58&CDS=1-1593
2208	OG0002208	YJR005W	snap_masked-scaffold_4-processed-gene-8.46-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-8.46&CDS=1-2031
2209	OG0002209	YJR006W	snap_masked-scaffold_4-processed-gene-3.83-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-3.83&CDS=1-1374
