	OrthologID	Eremothecium_coryli	Saccharomyces_cerevisiae
1884	OG0001884	snap_masked-AZAH01000004.1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-0.28&CDS=1-11088	YHR099W
1885	OG0001885	snap_masked-AZAH01000004.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-0.13&CDS=1-2370	YGR261C
1886	OG0001886	snap_masked-AZAH01000004.1-processed-gene-0.29-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-0.29&CDS=1-2871	YMR288W
1887	OG0001887	snap_masked-AZAH01000004.1-processed-gene-0.14-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-0.14&CDS=1-1950	YHR188C
1888	OG0001888	snap_masked-AZAH01000004.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-0.30&CDS=1-894	YHR187W
1889	OG0001889	snap_masked-AZAH01000004.1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-0.15&CDS=1-4623	YHR186C
1890	OG0001890	snap_masked-AZAH01000004.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-0.31&CDS=1-1479	YGR260W
1891	OG0001891	snap_masked-AZAH01000004.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-0.32&CDS=1-2691	YOL063C
1892	OG0001892	maker-AZAH01000004.1-snap-gene-0.38-mRNA-1_1&gene=maker-AZAH01000004.1-snap-gene-0.38&CDS=1-9075	YHR165C
1893	OG0001893	snap_masked-AZAH01000004.1-processed-gene-1.7-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.7&CDS=1-768	YHR167W
1894	OG0001894	maker-AZAH01000004.1-snap-gene-1.1-mRNA-1_1&gene=maker-AZAH01000004.1-snap-gene-1.1&CDS=1-2889	YHR169W
1895	OG0001895	snap_masked-AZAH01000004.1-processed-gene-1.10-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.10&CDS=1-555	YGR251W
1896	OG0001896	snap_masked-AZAH01000004.1-processed-gene-1.11-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.11&CDS=1-1539	YHR170W
1897	OG0001897	snap_masked-AZAH01000004.1-processed-gene-1.12-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.12&CDS=1-1869	YHR171W
1898	OG0001898	snap_masked-AZAH01000004.1-processed-gene-1.13-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.13&CDS=1-1413	YGR252W
1899	OG0001899	snap_masked-AZAH01000004.1-processed-gene-1.14-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.14&CDS=1-783	YGR253C
1900	OG0001900	snap_masked-AZAH01000004.1-processed-gene-1.15-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.15&CDS=1-2466	YHR172W
1901	OG0001901	snap_masked-AZAH01000004.1-processed-gene-1.17-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.17&CDS=1-429	YHR175W
1902	OG0001902	snap_masked-AZAH01000004.1-processed-gene-1.18-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.18&CDS=1-1260	YHR176W
1903	OG0001903	snap_masked-AZAH01000004.1-processed-gene-1.38-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.38&CDS=1-408	YEL048C
1904	OG0001904	snap_masked-AZAH01000004.1-processed-gene-1.40-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.40&CDS=1-1146	YEL046C
1905	OG0001905	snap_masked-AZAH01000004.1-processed-gene-1.21-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.21&CDS=1-405	YEL044W
1906	OG0001906	snap_masked-AZAH01000004.1-processed-gene-1.22-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.22&CDS=1-2295	YEL043W
1907	OG0001907	snap_masked-AZAH01000004.1-processed-gene-1.41-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.41&CDS=1-720	YJR050W
1908	OG0001908	augustus_masked-AZAH01000004.1-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-1.70&CDS=1-1479	YEL042W
1909	OG0001909	snap_masked-AZAH01000004.1-processed-gene-1.25-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.25&CDS=1-687	YEL038W
1910	OG0001910	snap_masked-AZAH01000004.1-processed-gene-1.43-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.43&CDS=1-1191	YEL037C
1911	OG0001911	augustus_masked-AZAH01000004.1-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-1.74&CDS=1-6357	YEL031W
1912	OG0001912	snap_masked-AZAH01000004.1-processed-gene-1.46-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.46&CDS=1-1686	YJR046W
1913	OG0001913	snap_masked-AZAH01000004.1-processed-gene-1.30-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.30&CDS=1-417	YJR044C
1914	OG0001914	snap_masked-AZAH01000004.1-processed-gene-1.48-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.48&CDS=1-942	YEL029C
1915	OG0001915	snap_masked-AZAH01000004.1-processed-gene-1.31-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.31&CDS=1-1122	YJR043C
1916	OG0001916	snap_masked-AZAH01000004.1-processed-gene-1.32-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.32&CDS=1-480	YEL027W
1917	OG0001917	snap_masked-AZAH01000004.1-processed-gene-1.49-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.49&CDS=1-2148	YJR042W
1918	OG0001918	snap_masked-AZAH01000004.1-processed-gene-1.33-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.33&CDS=1-3396	YJR041C
1919	OG0001919	augustus_masked-AZAH01000004.1-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-1.93&CDS=1-2265	YJR040W
1920	OG0001920	snap_masked-AZAH01000004.1-processed-gene-1.34-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.34&CDS=1-381	YEL026W
1921	OG0001921	snap_masked-AZAH01000004.1-processed-gene-1.52-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.52&CDS=1-3207	YJR039W
1922	OG0001922	snap_masked-AZAH01000004.1-processed-gene-1.35-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.35&CDS=1-2511	YJR036C
1923	OG0001923	snap_masked-AZAH01000004.1-processed-gene-1.36-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.36&CDS=1-639	YEL024W
1924	OG0001924	maker-AZAH01000004.1-snap-gene-1.2-mRNA-1_1&gene=maker-AZAH01000004.1-snap-gene-1.2&CDS=1-1866	YEL023C
1925	OG0001925	snap_masked-AZAH01000004.1-processed-gene-1.54-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.54&CDS=1-3102	YJR035W
1926	OG0001926	snap_masked-AZAH01000004.1-processed-gene-1.55-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.55&CDS=1-324	YJR034W
1927	OG0001927	snap_masked-AZAH01000004.1-processed-gene-1.37-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.37&CDS=1-3867	YJR033C
1928	OG0001928	snap_masked-AZAH01000004.1-processed-gene-1.56-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-1.56&CDS=1-1170	YJR032W
1929	OG0001929	snap_masked-AZAH01000004.1-processed-gene-2.94-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.94&CDS=1-4215	YEL022W
1930	OG0001930	maker-AZAH01000004.1-augustus-gene-2.92-mRNA-1_1&gene=maker-AZAH01000004.1-augustus-gene-2.92&CDS=1-1008	YEL021W
1931	OG0001931	snap_masked-AZAH01000004.1-processed-gene-2.99-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.99&CDS=1-1671	YCR023C
1932	OG0001932	snap_masked-AZAH01000004.1-processed-gene-2.122-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.122&CDS=1-1635	YEL020C
1933	OG0001933	snap_masked-AZAH01000004.1-processed-gene-2.123-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.123&CDS=1-1413	YCR024C
1934	OG0001934	snap_masked-AZAH01000004.1-processed-gene-2.124-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.124&CDS=1-783	YEL019C
1935	OG0001935	snap_masked-AZAH01000004.1-processed-gene-2.100-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.100&CDS=1-732	YEL018W
1936	OG0001936	snap_masked-AZAH01000004.1-processed-gene-2.101-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.101&CDS=1-888	YEL017W
1937	OG0001937	snap_masked-AZAH01000004.1-processed-gene-2.102-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.102&CDS=1-1707	YEL015W
1938	OG0001938	snap_masked-AZAH01000004.1-processed-gene-2.103-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.103&CDS=1-1695	YEL013W
1939	OG0001939	snap_masked-AZAH01000004.1-processed-gene-2.126-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.126&CDS=1-258	YCR020C-A
1940	OG0001940	snap_masked-AZAH01000004.1-processed-gene-2.104-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.104&CDS=1-204	YCR020W-B
1941	OG0001941	augustus_masked-AZAH01000004.1-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-2.54&CDS=1-630	YEL012W
1942	OG0001942	snap_masked-AZAH01000004.1-processed-gene-2.106-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.106&CDS=1-2109	YEL011W
1943	OG0001943	snap_masked-AZAH01000004.1-processed-gene-2.107-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.107&CDS=1-2880	YCR017C
1944	OG0001944	snap_masked-AZAH01000004.1-processed-gene-2.129-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.129&CDS=1-795	YCR016W
1945	OG0001945	snap_masked-AZAH01000004.1-processed-gene-2.108-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.108&CDS=1-810	YCR015C
1946	OG0001946	snap_masked-AZAH01000004.1-processed-gene-2.109-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.109&CDS=1-1584	YCR014C
1947	OG0001947	snap_masked-AZAH01000004.1-processed-gene-2.130-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.130&CDS=1-1248	YCR012W
1948	OG0001948	snap_masked-AZAH01000004.1-processed-gene-2.112-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.112&CDS=1-2019	YOL023W
1949	OG0001949	snap_masked-AZAH01000004.1-processed-gene-2.131-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.131&CDS=1-1236	YOL022C
1950	OG0001950	snap_masked-AZAH01000004.1-processed-gene-2.113-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.113&CDS=1-2256	YFR009W
1951	OG0001951	snap_masked-AZAH01000004.1-processed-gene-2.132-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.132&CDS=1-2964	YOL021C
1952	OG0001952	snap_masked-AZAH01000004.1-processed-gene-2.133-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.133&CDS=1-453	YFR011C
1953	OG0001953	snap_masked-AZAH01000004.1-processed-gene-2.115-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.115&CDS=1-2148	YOL019W
1954	OG0001954	snap_masked-AZAH01000004.1-processed-gene-2.134-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.134&CDS=1-1050	YOL018C
1955	OG0001955	snap_masked-AZAH01000004.1-processed-gene-2.116-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.116&CDS=1-1650	YFR028C
1956	OG0001956	snap_masked-AZAH01000004.1-processed-gene-2.137-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.137&CDS=1-819	YFR027W
1957	OG0001957	snap_masked-AZAH01000004.1-processed-gene-2.117-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.117&CDS=1-996	YFR025C
1958	OG0001958	snap_masked-AZAH01000004.1-processed-gene-2.139-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.139&CDS=1-2007	YHR020W
1959	OG0001959	snap_masked-AZAH01000004.1-processed-gene-2.118-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.118&CDS=1-1656	YHR019C
1960	OG0001960	snap_masked-AZAH01000004.1-processed-gene-2.119-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.119&CDS=1-1386	YHR018C
1961	OG0001961	snap_masked-AZAH01000004.1-processed-gene-2.140-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.140&CDS=1-1167	YHR017W
1962	OG0001962	snap_masked-AZAH01000004.1-processed-gene-2.120-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.120&CDS=1-1305	YFR024C-A
1963	OG0001963	snap_masked-AZAH01000004.1-processed-gene-2.141-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.141&CDS=1-2064	YFR023W
1964	OG0001964	snap_masked-AZAH01000004.1-processed-gene-2.121-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.121&CDS=1-1737	YCR008W
1965	OG0001965	snap_masked-AZAH01000004.1-processed-gene-2.143-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-2.143&CDS=1-795	YCR009C
1966	OG0001966	snap_masked-AZAH01000004.1-processed-gene-3.95-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-3.95&CDS=1-936	YNR003C
1967	OG0001967	snap_masked-AZAH01000004.1-processed-gene-3.96-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-3.96&CDS=1-3051	YCR011C
1968	OG0001968	snap_masked-AZAH01000004.1-processed-gene-3.97-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-3.97&CDS=1-969	YFR018C
1969	OG0001969	snap_masked-AZAH01000004.1-processed-gene-3.93-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-3.93&CDS=1-6543	YFR019W
1970	OG0001970	snap_masked-AZAH01000004.1-processed-gene-3.98-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-3.98&CDS=1-1647	YFR021W
1971	OG0001971	snap_masked-AZAH01000004.1-processed-gene-3.119-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-3.119&CDS=1-468	YLR170C
1972	OG0001972	snap_masked-AZAH01000004.1-processed-gene-3.120-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-3.120&CDS=1-903	YLR172C
1973	OG0001973	snap_masked-AZAH01000004.1-processed-gene-3.100-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-3.100&CDS=1-1818	YLR173W
1974	OG0001974	snap_masked-AZAH01000004.1-processed-gene-3.101-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-3.101&CDS=1-597	YLR251W
1975	OG0001975	snap_masked-AZAH01000004.1-processed-gene-3.102-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-3.102&CDS=1-1740	YLR253W
1976	OG0001976	genemark-AZAH01000004.1-processed-gene-3.55-mRNA-1_1&gene=genemark-AZAH01000004.1-processed-gene-3.55&CDS=1-3576	YLR256W
1977	OG0001977	augustus_masked-AZAH01000004.1-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-3.28&CDS=1-1560	YGL160W
1978	OG0001978	snap_masked-AZAH01000004.1-processed-gene-3.124-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-3.124&CDS=1-888	YAR008W
1979	OG0001979	snap_masked-AZAH01000004.1-processed-gene-3.105-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-3.105&CDS=1-3717	YGL006W
1980	OG0001980	snap_masked-AZAH01000004.1-processed-gene-3.125-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-3.125&CDS=1-1245	YGL004C
1981	OG0001981	snap_masked-AZAH01000004.1-processed-gene-3.106-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-3.106&CDS=1-1833	YAR007C
1982	OG0001982	snap_masked-AZAH01000004.1-processed-gene-3.126-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-3.126&CDS=1-1647	YGL003C
1983	OG0001983	snap_masked-AZAH01000004.1-processed-gene-3.127-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-3.127&CDS=1-1305	YAR003W
1984	OG0001984	augustus_masked-AZAH01000004.1-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-3.33&CDS=1-1632	YAR002W
1985	OG0001985	snap_masked-AZAH01000004.1-processed-gene-3.130-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-3.130&CDS=1-3504	YAL001C
1986	OG0001986	snap_masked-AZAH01000004.1-processed-gene-3.111-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-3.111&CDS=1-747	YGR001C
1987	OG0001987	snap_masked-AZAH01000004.1-processed-gene-3.112-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-3.112&CDS=1-1056	YGL001C
1988	OG0001988	snap_masked-AZAH01000004.1-processed-gene-3.131-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-3.131&CDS=1-3690	YAL002W
1989	OG0001989	maker-AZAH01000004.1-snap-gene-3.92-mRNA-1_1&gene=maker-AZAH01000004.1-snap-gene-3.92&CDS=1-606	YAL003W
1990	OG0001990	snap_masked-AZAH01000004.1-processed-gene-3.113-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-3.113&CDS=1-1143	YLR321C
1991	OG0001991	snap_masked-AZAH01000004.1-processed-gene-3.134-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-3.134&CDS=1-639	YGL020C
1992	OG0001992	snap_masked-AZAH01000004.1-processed-gene-3.114-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-3.114&CDS=1-2583	YDR069C
1993	OG0001993	snap_masked-AZAH01000004.1-processed-gene-3.135-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-3.135&CDS=1-885	YDR068W
1994	OG0001994	snap_masked-AZAH01000004.1-processed-gene-3.115-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-3.115&CDS=1-600	YDR067C
1995	OG0001995	snap_masked-AZAH01000004.1-processed-gene-3.136-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-3.136&CDS=1-1224	YER143W
1996	OG0001996	snap_masked-AZAH01000004.1-processed-gene-3.116-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-3.116&CDS=1-819	YER142C
1997	OG0001997	genemark-AZAH01000004.1-processed-gene-3.89-mRNA-1_1&gene=genemark-AZAH01000004.1-processed-gene-3.89&CDS=1-1299	YER141W
1998	OG0001998	snap_masked-AZAH01000004.1-processed-gene-3.138-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-3.138&CDS=1-3147	YBL022C
1999	OG0001999	snap_masked-AZAH01000004.1-processed-gene-3.139-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-3.139&CDS=1-624	YBL021C
2000	OG0002000	snap_masked-AZAH01000004.1-processed-gene-3.117-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-3.117&CDS=1-1689	YBL020W
2001	OG0002001	snap_masked-AZAH01000004.1-processed-gene-3.118-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-3.118&CDS=1-1575	YBL019W
2002	OG0002002	genemark-AZAH01000004.1-processed-gene-4.55-mRNA-1_1&gene=genemark-AZAH01000004.1-processed-gene-4.55&CDS=1-315	YBL018C
2003	OG0002003	snap_masked-AZAH01000004.1-processed-gene-4.106-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-4.106&CDS=1-1569	YBL015W
2004	OG0002004	snap_masked-AZAH01000004.1-processed-gene-4.108-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-4.108&CDS=1-1242	YGR159C
2005	OG0002005	snap_masked-AZAH01000004.1-processed-gene-4.113-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-4.113&CDS=1-1638	YGL045W
2006	OG0002006	snap_masked-AZAH01000004.1-processed-gene-4.114-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-4.114&CDS=1-717	YGR158C
2007	OG0002007	snap_masked-AZAH01000004.1-processed-gene-4.140-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-4.140&CDS=1-2538	YGR157W
2008	OG0002008	snap_masked-AZAH01000004.1-processed-gene-4.141-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-4.141&CDS=1-1554	YLR314C
2009	OG0002009	maker-AZAH01000004.1-snap-gene-4.102-mRNA-1_1&gene=maker-AZAH01000004.1-snap-gene-4.102&CDS=1-861	YLL023C
2010	OG0002010	snap_masked-AZAH01000004.1-processed-gene-4.142-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-4.142&CDS=1-5985	YGR217W
2011	OG0002011	snap_masked-AZAH01000004.1-processed-gene-4.118-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-4.118&CDS=1-1845	YGR216C
2012	OG0002012	snap_masked-AZAH01000004.1-processed-gene-4.143-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-4.143&CDS=1-318	YGR215W
2013	OG0002013	snap_masked-AZAH01000004.1-processed-gene-4.119-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-4.119&CDS=1-2103	YLR047C
2014	OG0002014	snap_masked-AZAH01000004.1-processed-gene-4.145-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-4.145&CDS=1-1515	YGR211W
2015	OG0002015	snap_masked-AZAH01000004.1-processed-gene-4.120-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-4.120&CDS=1-1230	YGR210C
2016	OG0002016	augustus_masked-AZAH01000004.1-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-4.17&CDS=1-1758	YPL265W
2017	OG0002017	augustus_masked-AZAH01000004.1-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-4.41&CDS=1-2745	YLR045C
2018	OG0002018	snap_masked-AZAH01000004.1-processed-gene-4.148-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-4.148&CDS=1-948	YGR208W
2019	OG0002019	snap_masked-AZAH01000004.1-processed-gene-4.122-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-4.122&CDS=1-774	YGR207C
2020	OG0002020	snap_masked-AZAH01000004.1-processed-gene-4.149-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-4.149&CDS=1-282	YGR206W
2021	OG0002021	snap_masked-AZAH01000004.1-processed-gene-4.123-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-4.123&CDS=1-528	YJR025C
2022	OG0002022	snap_masked-AZAH01000004.1-processed-gene-4.124-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-4.124&CDS=1-777	YJR024C
2023	OG0002023	snap_masked-AZAH01000004.1-processed-gene-4.150-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-4.150&CDS=1-327	YJR022W
2024	OG0002024	snap_masked-AZAH01000004.1-processed-gene-4.125-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-4.125&CDS=1-777	YJR021C
2025	OG0002025	augustus_masked-AZAH01000004.1-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-4.44&CDS=1-909	YGR205W
2026	OG0002026	augustus_masked-AZAH01000004.1-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-4.23&CDS=1-990	YJR019C
2027	OG0002027	snap_masked-AZAH01000004.1-processed-gene-4.127-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-4.127&CDS=1-489	YJR017C
2028	OG0002028	snap_masked-AZAH01000004.1-processed-gene-4.152-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-4.152&CDS=1-480	YGR203W
2029	OG0002029	snap_masked-AZAH01000004.1-processed-gene-4.153-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-4.153&CDS=1-1215	YGR202C
2030	OG0002030	augustus_masked-AZAH01000004.1-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-4.25&CDS=1-4002	YJR016C
2031	OG0002031	augustus_masked-AZAH01000004.1-processed-gene-4.49-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-4.49&CDS=1-2796	YGR198W
2032	OG0002032	snap_masked-AZAH01000004.1-processed-gene-4.134-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-4.134&CDS=1-606	YKL159C
2033	OG0002033	snap_masked-AZAH01000004.1-processed-gene-4.135-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-4.135&CDS=1-453	YHR051W
2034	OG0002034	snap_masked-AZAH01000004.1-processed-gene-4.157-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-4.157&CDS=1-450	YKL160W
2035	OG0002035	snap_masked-AZAH01000004.1-processed-gene-4.136-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-4.136&CDS=1-1203	YHR052W
2036	OG0002036	snap_masked-AZAH01000004.1-processed-gene-4.139-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-4.139&CDS=1-1440	YHR030C
2037	OG0002037	snap_masked-AZAH01000004.1-processed-gene-5.1-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-5.1&CDS=1-1398	YLR015W
2038	OG0002038	snap_masked-AZAH01000004.1-processed-gene-5.2-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-5.2&CDS=1-4185	YAL024C
2039	OG0002039	snap_masked-AZAH01000004.1-processed-gene-5.0-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-5.0&CDS=1-2184	YOR322C
2040	OG0002040	snap_masked-AZAH01000004.1-processed-gene-5.31-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-5.31&CDS=1-1272	YAL022C
