	OrthologID	Alloascoidea_hylecoeti	Saccharomyces_cerevisiae
1965	OG0001965	-processed-gene-3.3-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-3.3&CDS=1-1188	YDL104C
1966	OG0001966	-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-3.1&CDS=1-1224	YMR166C
1967	OG0001967	-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-3.4&CDS=1-3132	YGL141W
1968	OG0001968	-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-3.5&CDS=1-2403	YLR115W
1969	OG0001969	-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-3.21&CDS=1-681	YLR118C
1970	OG0001970	-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-3.26&CDS=1-588	YLR009W
1971	OG0001971	-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-3.9&CDS=1-459	YLR008C
1972	OG0001972	-processed-gene-3.68-mRNA-1_1&gene=genemark-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-3.68&CDS=1-1074	YGR173W
1973	OG0001973	-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-3.33&CDS=1-2283	YMR061W
1974	OG0001974	-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-3.15&CDS=1-2127	YJR005W
1975	OG0001975	-augustus-gene-3.91-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-3.91&CDS=1-3507	YFR031C
1976	OG0001976	-processed-gene-3.127-mRNA-1_1&gene=snap_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-3.127&CDS=1-225	YFR032C-A
1977	OG0001977	-augustus-gene-3.87-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-3.87&CDS=1-603	YEL048C
1978	OG0001978	-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-3.41&CDS=1-2727	YEL044W
1979	OG0001979	-processed-gene-4.82-mRNA-1_1&gene=snap_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-4.82&CDS=1-3807	YEL043W
1980	OG0001980	-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-4.7&CDS=1-2559	YBL023C
1981	OG0001981	-processed-gene-4.89-mRNA-1_1&gene=snap_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-4.89&CDS=1-1692	YHR084W
1982	OG0001982	-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-4.13&CDS=1-2058	YDR332W
1983	OG0001983	-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-4.27&CDS=1-1617	YPL254W
1984	OG0001984	-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-4.16&CDS=1-855	YMR200W
1985	OG0001985	-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-4.29&CDS=1-1014	YNR007C
1986	OG0001986	-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-4.30&CDS=1-2115	YNR006W
1987	OG0001987	-augustus-gene-4.78-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-4.78&CDS=1-1389	YLR085C
1988	OG0001988	-augustus-gene-4.79-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-4.79&CDS=1-867	YDR087C
1989	OG0001989	-processed-gene-4.118-mRNA-1_1&gene=snap_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-4.118&CDS=1-2763	YPR097W
1990	OG0001990	-processed-gene-4.101-mRNA-1_1&gene=snap_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-4.101&CDS=1-1560	YER014W
1991	OG0001991	-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-4.22&CDS=1-519	YIR009W
1992	OG0001992	-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-4.37&CDS=1-1044	YOL064C
1993	OG0001993	-processed-gene-4.60-mRNA-1_1&gene=genemark-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-4.60&CDS=1-1992	YBR200W
1994	OG0001994	-snap-gene-5.118-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-snap-gene-5.118&CDS=1-1443	YPL204W
1995	OG0001995	-processed-gene-5.48-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-5.48&CDS=1-1548	YGL067W
1996	OG0001996	-processed-gene-5.63-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-5.63&CDS=1-2469	YCR077C
1997	OG0001997	-augustus-gene-5.5-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-5.5&CDS=1-6687	YDL215C
1998	OG0001998	-processed-gene-5.66-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-5.66&CDS=1-1734	YCR095C
1999	OG0001999	-processed-gene-5.51-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-5.51&CDS=1-870	YLL027W
2000	OG0002000	-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-5.53&CDS=1-831	YDL099W
2001	OG0002001	-processed-gene-5.70-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-5.70&CDS=1-2307	YER091C
2002	OG0002002	-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-5.71&CDS=1-1644	YPR033C
2003	OG0002003	-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-5.73&CDS=1-948	YCR060W
2004	OG0002004	-snap-gene-5.119-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-snap-gene-5.119&CDS=1-2769	YBR248C
2005	OG0002005	-processed-gene-5.57-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-5.57&CDS=1-1380	YBR247C
2006	OG0002006	-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-5.78&CDS=1-2523	YNR013C
2007	OG0002007	-augustus-gene-5.3-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-5.3&CDS=1-1389	YBR228W
2008	OG0002008	-augustus-gene-5.4-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-5.4&CDS=1-612	YJL063C
2009	OG0002009	-processed-gene-5.26-mRNA-1_1&gene=snap_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-5.26&CDS=1-867	YBR039W
2010	OG0002010	-processed-gene-6.17-mRNA-1_1&gene=snap_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.17&CDS=1-1083	YLR287C
2011	OG0002011	-processed-gene-6.15-mRNA-1_1&gene=snap_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.15&CDS=1-1284	YML043C
2012	OG0002012	-processed-gene-6.18-mRNA-1_1&gene=snap_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.18&CDS=1-990	YBR185C
2013	OG0002013	-processed-gene-6.87-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.87&CDS=1-1653	YPL086C
2014	OG0002014	-augustus-gene-6.7-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-6.7&CDS=1-450	YML094W
2015	OG0002015	-processed-gene-6.89-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.89&CDS=1-885	YML095C
2016	OG0002016	-processed-gene-6.90-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.90&CDS=1-2730	YML093W
2017	OG0002017	-processed-gene-6.116-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.116&CDS=1-1326	YML092C
2018	OG0002018	-processed-gene-6.50-mRNA-1_1&gene=snap_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.50&CDS=1-204	YML129C
2019	OG0002019	-processed-gene-6.92-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.92&CDS=1-1647	YML127W
2020	OG0002020	-processed-gene-6.95-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.95&CDS=1-3240	YNL321W
2021	OG0002021	-processed-gene-6.122-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.122&CDS=1-1395	YOL140W
2022	OG0002022	-augustus-gene-6.3-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-6.3&CDS=1-540	YGR076C
2023	OG0002023	-augustus-gene-6.12-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-6.12&CDS=1-408	YGR074W
2024	OG0002024	-processed-gene-6.98-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.98&CDS=1-954	YDL015C
2025	OG0002025	-processed-gene-6.99-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.99&CDS=1-642	YBR154C
2026	OG0002026	-processed-gene-6.125-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.125&CDS=1-762	YBR153W
2027	OG0002027	-processed-gene-6.102-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.102&CDS=1-2850	YOR048C
2028	OG0002028	-processed-gene-6.127-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.127&CDS=1-2055	YJL094C
2029	OG0002029	-snap-gene-6.74-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-snap-gene-6.74&CDS=1-3402	YOL138C
2030	OG0002030	-processed-gene-6.128-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.128&CDS=1-543	YNL320W
2031	OG0002031	-processed-gene-6.129-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.129&CDS=1-495	YDL004W
2032	OG0002032	-processed-gene-6.130-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.130&CDS=1-945	YDL006W
2033	OG0002033	-snap-gene-6.75-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-snap-gene-6.75&CDS=1-2274	YBR142W
2034	OG0002034	-processed-gene-6.131-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.131&CDS=1-1305	YBR143C
2035	OG0002035	-processed-gene-6.109-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.109&CDS=1-1212	YNL323W
2036	OG0002036	-augustus-gene-0.53-mRNA-1_1&gene=maker-gi|1002318372|dbj|BCKZ01000011.1|-augustus-gene-0.53&CDS=1-1473	YEL002C
2037	OG0002037	-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-0.16&CDS=1-1137	YJL145W
2038	OG0002038	-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-0.17&CDS=1-993	YGR144W
2039	OG0002039	-processed-gene-0.71-mRNA-1_1&gene=snap_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-0.71&CDS=1-801	YPL178W
2040	OG0002040	-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-0.21&CDS=1-849	YDL052C
2041	OG0002041	-processed-gene-0.86-mRNA-1_1&gene=snap_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-0.86&CDS=1-756	YOL147C
2042	OG0002042	-processed-gene-0.72-mRNA-1_1&gene=snap_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-0.72&CDS=1-3357	YPL183C
2043	OG0002043	-augustus-gene-0.54-mRNA-1_1&gene=maker-gi|1002318372|dbj|BCKZ01000011.1|-augustus-gene-0.54&CDS=1-273	YPL183W-A
2044	OG0002044	-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-1.92&CDS=1-705	YBR261C
2045	OG0002045	-processed-gene-1.82-mRNA-1_1&gene=genemark-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-1.82&CDS=1-1926	YJL057C
2046	OG0002046	-augustus-gene-1.46-mRNA-1_1&gene=maker-gi|1002318372|dbj|BCKZ01000011.1|-augustus-gene-1.46&CDS=1-618	YOL114C
2047	OG0002047	-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-1.103&CDS=1-717	YPR183W
2048	OG0002048	-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-1.104&CDS=1-1494	YKL211C
2049	OG0002049	-processed-gene-2.11-mRNA-1_1&gene=snap_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-2.11&CDS=1-2403	YNL027W
2050	OG0002050	-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-2.51&CDS=1-477	YDL120W
2051	OG0002051	-augustus-gene-2.3-mRNA-1_1&gene=maker-gi|1002318372|dbj|BCKZ01000011.1|-augustus-gene-2.3&CDS=1-4560	YGL131C
2052	OG0002052	-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-2.56&CDS=1-1425	YGL130W
2053	OG0002053	-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-2.61&CDS=1-1002	YNL316C
2054	OG0002054	-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-2.76&CDS=1-381	YOL133W
2055	OG0002055	-processed-gene-2.115-mRNA-1_1&gene=genemark-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-2.115&CDS=1-729	YNL310C
2056	OG0002056	-augustus-gene-2.6-mRNA-1_1&gene=maker-gi|1002318372|dbj|BCKZ01000011.1|-augustus-gene-2.6&CDS=1-2514	YGL137W
2057	OG0002057	-augustus-gene-2.0-mRNA-1_1&gene=maker-gi|1002318372|dbj|BCKZ01000011.1|-augustus-gene-2.0&CDS=1-570	YPL218W
2058	OG0002058	-augustus-gene-2.7-mRNA-1_1&gene=maker-gi|1002318372|dbj|BCKZ01000011.1|-augustus-gene-2.7&CDS=1-3519	YPL217C
2059	OG0002059	-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-2.82&CDS=1-2178	YKL213C
2060	OG0002060	-augustus-gene-2.1-mRNA-1_1&gene=maker-gi|1002318372|dbj|BCKZ01000011.1|-augustus-gene-2.1&CDS=1-1827	YKL212W
2061	OG0002061	-augustus-gene-2.2-mRNA-1_1&gene=maker-gi|1002318372|dbj|BCKZ01000011.1|-augustus-gene-2.2&CDS=1-2187	YGR245C
2062	OG0002062	-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-3.7&CDS=1-1761	YGR194C
2063	OG0002063	-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-3.5&CDS=1-669	YEL024W
2064	OG0002064	-processed-gene-3.99-mRNA-1_1&gene=snap_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-3.99&CDS=1-1683	YDL122W
2065	OG0002065	-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-3.10&CDS=1-1029	YIL083C
2066	OG0002066	-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-3.22&CDS=1-1599	YNL026W
2067	OG0002067	-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-3.11&CDS=1-861	YMR178W
2068	OG0002068	-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-3.12&CDS=1-903	YOL135C
2069	OG0002069	-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-3.25&CDS=1-765	YPL199C
2070	OG0002070	-processed-gene-3.67-mRNA-1_1&gene=genemark-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-3.67&CDS=1-1827	YPL222W
2071	OG0002071	-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-3.13&CDS=1-2049	YOL057W
2072	OG0002072	-processed-gene-3.95-mRNA-1_1&gene=snap_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-3.95&CDS=1-1326	YOL031C
2073	OG0002073	-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-3.36&CDS=1-3090	YAL019W
2074	OG0002074	-augustus-gene-3.74-mRNA-1_1&gene=maker-gi|1002318372|dbj|BCKZ01000011.1|-augustus-gene-3.74&CDS=1-636	YOL032W
2075	OG0002075	-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-4.39&CDS=1-2067	YGL073W
2076	OG0002076	-processed-gene-4.48-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-4.48&CDS=1-2997	YLR410W
2077	OG0002077	-processed-gene-4.50-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-4.50&CDS=1-1032	YOR292C
2078	OG0002078	-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-4.42&CDS=1-1326	YBR029C
2079	OG0002079	-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-4.59&CDS=1-1896	YPL093W
2080	OG0002080	-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-5.30&CDS=1-441	YPL225W
2081	OG0002081	-processed-gene-5.33-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-5.33&CDS=1-3066	YKL210W
2082	OG0002082	-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-5.35&CDS=1-720	YJR074W
2083	OG0002083	-processed-gene-6.154-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.154&CDS=1-1515	YPL054W
2084	OG0002084	-processed-gene-6.157-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.157&CDS=1-216	YBL071W-A
2085	OG0002085	-processed-gene-6.189-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.189&CDS=1-861	YDR429C
2086	OG0002086	-augustus-gene-6.81-mRNA-1_1&gene=maker-gi|1002318372|dbj|BCKZ01000011.1|-augustus-gene-6.81&CDS=1-1083	YKL120W
2087	OG0002087	-processed-gene-6.166-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.166&CDS=1-4179	YDR104C
2088	OG0002088	-processed-gene-6.167-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.167&CDS=1-1632	YBR280C
2089	OG0002089	-snap-gene-6.76-mRNA-1_1&gene=maker-gi|1002318372|dbj|BCKZ01000011.1|-snap-gene-6.76&CDS=1-2991	YHR169W
2090	OG0002090	-processed-gene-6.170-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.170&CDS=1-2160	YDR108W
2091	OG0002091	-processed-gene-6.196-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.196&CDS=1-4155	YLR084C
2092	OG0002092	-augustus-gene-6.86-mRNA-1_1&gene=maker-gi|1002318372|dbj|BCKZ01000011.1|-augustus-gene-6.86&CDS=1-783	YER126C
2093	OG0002093	-processed-gene-6.171-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.171&CDS=1-1359	YGR009C
2094	OG0002094	-processed-gene-6.200-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.200&CDS=1-534	YOR357C
2095	OG0002095	-processed-gene-6.53-mRNA-1_1&gene=snap_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.53&CDS=1-2829	YLR424W
2096	OG0002096	-processed-gene-6.23-mRNA-1_1&gene=snap_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.23&CDS=1-1410	YLR423C
2097	OG0002097	-processed-gene-6.138-mRNA-1_1&gene=genemark-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.138&CDS=1-1428	YKL194C
2098	OG0002098	-processed-gene-6.177-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.177&CDS=1-2961	YHR194W
2099	OG0002099	-processed-gene-6.207-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.207&CDS=1-939	YKL195W
2100	OG0002100	-processed-gene-6.144-mRNA-1_1&gene=genemark-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.144&CDS=1-1980	YIL046W
2101	OG0002101	-processed-gene-6.184-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.184&CDS=1-594	YNL151C
2102	OG0002102	-processed-gene-6.152-mRNA-1_1&gene=genemark-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.152&CDS=1-5100	YNL139C
2103	OG0002103	-processed-gene-6.185-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.185&CDS=1-618	YIL118W
2104	OG0002104	-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-0.85&CDS=1-3285	YKL205W
2105	OG0002105	-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-0.102&CDS=1-1281	YNL220W
2106	OG0002106	-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-0.88&CDS=1-1479	YDL238C
2107	OG0002107	-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-0.103&CDS=1-645	YNL222W
2108	OG0002108	-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-0.89&CDS=1-1725	YNL227C
2109	OG0002109	-processed-gene-0.23-mRNA-1_1&gene=snap_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-0.23&CDS=1-2817	YNL224C
2110	OG0002110	-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-0.90&CDS=1-2100	YNL223W
2111	OG0002111	-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-0.106&CDS=1-687	YPL213W
2112	OG0002112	-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-0.111&CDS=1-1629	YPL214C
2113	OG0002113	-processed-gene-0.36-mRNA-1_1&gene=snap_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-0.36&CDS=1-2364	YGR128C
2114	OG0002114	-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-0.97&CDS=1-1023	YER127W
2115	OG0002115	-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-1.57&CDS=1-1650	YKL178C
2116	OG0002116	-processed-gene-1.115-mRNA-1_1&gene=genemark-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-1.115&CDS=1-402	YCR028C-A
2117	OG0002117	-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-1.80&CDS=1-3015	YCR030C
2118	OG0002118	-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-1.83&CDS=1-816	YMR226C
2119	OG0002119	-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-1.65&CDS=1-942	YCR016W
2120	OG0002120	-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-1.68&CDS=1-3693	YDR217C
2121	OG0002121	-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-1.72&CDS=1-2091	YNL054W
2122	OG0002122	-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-1.88&CDS=1-1659	YGL171W
2123	OG0002123	-augustus-gene-1.1-mRNA-1_1&gene=maker-gi|1002318373|dbj|BCKZ01000010.1|-augustus-gene-1.1&CDS=1-690	YLR312W-A
2124	OG0002124	-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-1.91&CDS=1-2958	YBR084W
