	OrthologID	Saccharomyces_cerevisiae	Saccharomyces_mikatae
2038	OG0002038	YHR165C	snap_masked-Smik_8-processed-gene-4.145-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.145&CDS=1-7236
2039	OG0002039	YHR166C	snap_masked-Smik_8-processed-gene-4.146-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.146&CDS=1-1878
2040	OG0002040	YHR169W	augustus_masked-Smik_8-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-4.67&CDS=1-3639
2041	OG0002041	YHR170W	snap_masked-Smik_8-processed-gene-4.115-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.115&CDS=1-1554
2042	OG0002042	YHR171W	snap_masked-Smik_8-processed-gene-4.116-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.116&CDS=1-1890
2043	OG0002043	YHR172W	snap_masked-Smik_8-processed-gene-4.117-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.117&CDS=1-2469
2044	OG0002044	YHR176W	snap_masked-Smik_8-processed-gene-4.120-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.120&CDS=1-1314
2045	OG0002045	YHR177W	snap_masked-Smik_8-processed-gene-4.121-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.121&CDS=1-1368
2046	OG0002046	YHR178W	snap_masked-Smik_8-processed-gene-4.122-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.122&CDS=1-2202
2047	OG0002047	YHR182W	augustus_masked-Smik_8-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-4.76&CDS=1-3006
2048	OG0002048	YHR184W	snap_masked-Smik_8-processed-gene-4.127-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.127&CDS=1-1713
2049	OG0002049	YHR185C	snap_masked-Smik_8-processed-gene-4.147-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.147&CDS=1-717
2050	OG0002050	YHR186C	snap_masked-Smik_8-processed-gene-4.148-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.148&CDS=1-4668
2051	OG0002051	YHR187W	snap_masked-Smik_8-processed-gene-4.128-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.128&CDS=1-924
2052	OG0002052	YHR188C	snap_masked-Smik_8-processed-gene-4.149-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.149&CDS=1-1836
2053	OG0002053	YHR190W	augustus_masked-Smik_8-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-4.80&CDS=1-1845
2054	OG0002054	YHR191C	snap_masked-Smik_8-processed-gene-4.150-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.150&CDS=1-399
2055	OG0002055	YHR192W	snap_masked-Smik_8-processed-gene-4.131-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.131&CDS=1-825
2056	OG0002056	YHR193C	snap_masked-Smik_8-processed-gene-4.151-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.151&CDS=1-522
2057	OG0002057	YHR194W	snap_masked-Smik_8-processed-gene-4.132-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.132&CDS=1-1737
2058	OG0002058	YHR195W	snap_masked-Smik_8-processed-gene-4.133-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.133&CDS=1-975
2059	OG0002059	YHR196W	snap_masked-Smik_8-processed-gene-4.134-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.134&CDS=1-1722
2060	OG0002060	YHR197W	snap_masked-Smik_8-processed-gene-4.135-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.135&CDS=1-2286
2061	OG0002061	YHR198C	maker-Smik_8-snap-gene-4.58-mRNA-1_1&gene=maker-Smik_8-snap-gene-4.58&CDS=1-1857
2062	OG0002062	YHR199C-A	maker-Smik_8-snap-gene-4.57-mRNA-1_1&gene=maker-Smik_8-snap-gene-4.57&CDS=1-222
2063	OG0002063	YHR200W	augustus_masked-Smik_8-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-4.86&CDS=1-795
2064	OG0002064	YHR201C	genemark-Smik_8-processed-gene-4.48-mRNA-1_1&gene=genemark-Smik_8-processed-gene-4.48&CDS=1-1191
2065	OG0002065	YHR202W	augustus_masked-Smik_8-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-4.87&CDS=1-1806
2066	OG0002066	YHR204W	snap_masked-Smik_8-processed-gene-4.138-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.138&CDS=1-2388
2067	OG0002067	YHR205W	genemark-Smik_8-processed-gene-4.34-mRNA-1_1&gene=genemark-Smik_8-processed-gene-4.34&CDS=1-2469
2068	OG0002068	YHR206W	snap_masked-Smik_8-processed-gene-4.140-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.140&CDS=1-1875
2069	OG0002069	YHR207C	snap_masked-Smik_8-processed-gene-4.157-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.157&CDS=1-1578
2070	OG0002070	YHR209W	snap_masked-Smik_8-processed-gene-4.142-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.142&CDS=1-876
2071	OG0002071	YIL001W	augustus_masked-Smik_9-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-Smik_9-processed-gene-3.81&CDS=1-1539
2072	OG0002072	YIL002C	snap_masked-Smik_9-processed-gene-3.48-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-3.48&CDS=1-2838
2073	OG0002073	YIL003W	maker-Smik_9-augustus-gene-3.0-mRNA-1_1&gene=maker-Smik_9-augustus-gene-3.0&CDS=1-1068
2074	OG0002074	YIL004C	augustus_masked-Smik_9-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-Smik_9-processed-gene-3.102&CDS=1-438
2075	OG0002075	YIL005W	augustus_masked-Smik_9-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-Smik_9-processed-gene-3.79&CDS=1-3222
2076	OG0002076	YIL007C	augustus_masked-Smik_9-processed-gene-3.101-mRNA-1_1&gene=augustus_masked-Smik_9-processed-gene-3.101&CDS=1-660
2077	OG0002077	YIL008W	snap_masked-Smik_9-processed-gene-3.15-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-3.15&CDS=1-297
2078	OG0002078	YIL009C-A	genemark-Smik_9-processed-gene-3.156-mRNA-1_1&gene=genemark-Smik_9-processed-gene-3.156&CDS=1-507
2079	OG0002079	YIL010W	snap_masked-Smik_9-processed-gene-3.13-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-3.13&CDS=1-642
2080	OG0002080	YIL011W	snap_masked-Smik_9-processed-gene-3.12-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-3.12&CDS=1-705
2081	OG0002081	YIL014W	snap_masked-Smik_9-processed-gene-3.11-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-3.11&CDS=1-1890
2082	OG0002082	YIL015W	snap_masked-Smik_9-processed-gene-3.9-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-3.9&CDS=1-1779
2083	OG0002083	YIL016W	snap_masked-Smik_9-processed-gene-3.8-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-3.8&CDS=1-474
2084	OG0002084	YIL017C	snap_masked-Smik_9-processed-gene-3.10-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-3.10&CDS=1-2757
2085	OG0002085	YIL020C	snap_masked-Smik_9-processed-gene-2.145-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-2.145&CDS=1-783
2086	OG0002086	YIL021W	snap_masked-Smik_9-processed-gene-2.115-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-2.115&CDS=1-954
2087	OG0002087	YIL022W	snap_masked-Smik_9-processed-gene-2.114-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-2.114&CDS=1-1293
2088	OG0002088	YIL023C	augustus_masked-Smik_9-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-Smik_9-processed-gene-2.93&CDS=1-1041
2089	OG0002089	YIL024C	snap_masked-Smik_9-processed-gene-2.144-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-2.144&CDS=1-567
2090	OG0002090	YIL026C	snap_masked-Smik_9-processed-gene-2.143-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-2.143&CDS=1-3462
2091	OG0002091	YIL027C	snap_masked-Smik_9-processed-gene-2.142-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-2.142&CDS=1-423
2092	OG0002092	YIL030C	snap_masked-Smik_9-processed-gene-2.141-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-2.141&CDS=1-3954
2093	OG0002093	YIL031W	snap_masked-Smik_9-processed-gene-2.112-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-2.112&CDS=1-3141
2094	OG0002094	YIL035C	maker-Smik_9-augustus-gene-2.149-mRNA-1_1&gene=maker-Smik_9-augustus-gene-2.149&CDS=1-3252
2095	OG0002095	YIL036W	snap_masked-Smik_9-processed-gene-2.111-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-2.111&CDS=1-1749
2096	OG0002096	YIL038C	maker-Smik_9-augustus-gene-2.148-mRNA-1_1&gene=maker-Smik_9-augustus-gene-2.148&CDS=1-4287
2097	OG0002097	YIL039W	snap_masked-Smik_9-processed-gene-2.110-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-2.110&CDS=1-1419
2098	OG0002098	YIL040W	snap_masked-Smik_9-processed-gene-2.109-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-2.109&CDS=1-414
2099	OG0002099	YIL041W	snap_masked-Smik_9-processed-gene-2.108-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-2.108&CDS=1-978
2100	OG0002100	YIL042C	augustus_masked-Smik_9-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-Smik_9-processed-gene-2.87&CDS=1-1185
2101	OG0002101	YIL043C	maker-Smik_9-augustus-gene-2.147-mRNA-1_1&gene=maker-Smik_9-augustus-gene-2.147&CDS=1-1743
2102	OG0002102	YIL045W	snap_masked-Smik_9-processed-gene-2.107-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-2.107&CDS=1-1614
2103	OG0002103	YIL046W	augustus_masked-Smik_9-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-Smik_9-processed-gene-2.68&CDS=1-1890
2104	OG0002104	YIL047C	snap_masked-Smik_9-processed-gene-2.131-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-2.131&CDS=1-2706
2105	OG0002105	YIL048W	snap_masked-Smik_9-processed-gene-2.106-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-2.106&CDS=1-3444
2106	OG0002106	YIL049W	snap_masked-Smik_9-processed-gene-2.105-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-2.105&CDS=1-405
2107	OG0002107	YIL050W	snap_masked-Smik_9-processed-gene-2.104-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-2.104&CDS=1-855
2108	OG0002108	YIL051C	snap_masked-Smik_9-processed-gene-2.130-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-2.130&CDS=1-435
2109	OG0002109	YIL055C	snap_masked-Smik_9-processed-gene-2.128-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-2.128&CDS=1-1869
2110	OG0002110	YIL056W	snap_masked-Smik_9-processed-gene-2.102-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-2.102&CDS=1-1914
2111	OG0002111	YIL061C	augustus_masked-Smik_9-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-Smik_9-processed-gene-2.81&CDS=1-1680
2112	OG0002112	YIL062C	augustus_masked-Smik_9-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-Smik_9-processed-gene-2.80&CDS=1-1383
2113	OG0002113	YIL064W	snap_masked-Smik_9-processed-gene-2.101-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-2.101&CDS=1-714
2114	OG0002114	YIL065C	snap_masked-Smik_9-processed-gene-2.122-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-2.122&CDS=1-465
2115	OG0002115	YIL067C	snap_masked-Smik_9-processed-gene-2.120-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-2.120&CDS=1-2034
2116	OG0002116	YIL068C	snap_masked-Smik_9-processed-gene-2.119-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-2.119&CDS=1-2412
2117	OG0002117	YIL071C	augustus_masked-Smik_9-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-Smik_9-processed-gene-2.77&CDS=1-2031
2118	OG0002118	YIL072W	snap_masked-Smik_9-processed-gene-2.100-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-2.100&CDS=1-1815
2119	OG0002119	YIL073C	snap_masked-Smik_9-processed-gene-2.99-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-2.99&CDS=1-2925
2120	OG0002120	YIL075C	snap_masked-Smik_9-processed-gene-2.97-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-2.97&CDS=1-2850
2121	OG0002121	YIL076W	snap_masked-Smik_9-processed-gene-2.95-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-2.95&CDS=1-888
2122	OG0002122	YIL077C	snap_masked-Smik_9-processed-gene-2.96-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-2.96&CDS=1-954
2123	OG0002123	YIL078W	snap_masked-Smik_9-processed-gene-1.111-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-1.111&CDS=1-2202
2124	OG0002124	YIL087C	augustus_masked-Smik_9-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-Smik_9-processed-gene-1.86&CDS=1-471
2125	OG0002125	YIL088C	snap_masked-Smik_9-processed-gene-1.126-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-1.126&CDS=1-1470
2126	OG0002126	YIL089W	snap_masked-Smik_9-processed-gene-1.109-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-1.109&CDS=1-594
2127	OG0002127	YIL090W	snap_masked-Smik_9-processed-gene-1.108-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-1.108&CDS=1-1473
2128	OG0002128	YIL091C	snap_masked-Smik_9-processed-gene-1.125-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-1.125&CDS=1-2172
2129	OG0002129	YIL092W	augustus_masked-Smik_9-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-Smik_9-processed-gene-1.69&CDS=1-1896
2130	OG0002130	YIL093C	snap_masked-Smik_9-processed-gene-1.123-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-1.123&CDS=1-792
2131	OG0002131	YIL094C	snap_masked-Smik_9-processed-gene-1.122-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-1.122&CDS=1-1113
2132	OG0002132	YIL095W	snap_masked-Smik_9-processed-gene-1.107-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-1.107&CDS=1-2424
2133	OG0002133	YIL096C	augustus_masked-Smik_9-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-Smik_9-processed-gene-1.81&CDS=1-1008
2134	OG0002134	YIL097W	augustus_masked-Smik_9-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-Smik_9-processed-gene-1.67&CDS=1-1551
2135	OG0002135	YIL098C	snap_masked-Smik_9-processed-gene-1.121-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-1.121&CDS=1-465
2136	OG0002136	YIL099W	snap_masked-Smik_9-processed-gene-1.104-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-1.104&CDS=1-1656
2137	OG0002137	YIL101C	snap_masked-Smik_9-processed-gene-1.120-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-1.120&CDS=1-1899
2138	OG0002138	YIL103W	snap_masked-Smik_9-processed-gene-1.102-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-1.102&CDS=1-1284
2139	OG0002139	YIL104C	snap_masked-Smik_9-processed-gene-1.119-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-1.119&CDS=1-1539
2140	OG0002140	YIL105C	snap_masked-Smik_9-processed-gene-1.118-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-1.118&CDS=1-2043
2141	OG0002141	YIL106W	maker-Smik_9-snap-gene-1.3-mRNA-1_1&gene=maker-Smik_9-snap-gene-1.3&CDS=1-858
2142	OG0002142	YIL107C	augustus_masked-Smik_9-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-Smik_9-processed-gene-1.76&CDS=1-2478
2143	OG0002143	YIL108W	augustus_masked-Smik_9-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-Smik_9-processed-gene-1.62&CDS=1-2091
2144	OG0002144	YIL110W	augustus_masked-Smik_9-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-Smik_9-processed-gene-1.61&CDS=1-1131
2145	OG0002145	YIL112W	augustus_masked-Smik_9-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-Smik_9-processed-gene-1.60&CDS=1-4218
2146	OG0002146	YIL114C	snap_masked-Smik_9-processed-gene-1.115-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-1.115&CDS=1-843
2147	OG0002147	YIL115C	snap_masked-Smik_9-processed-gene-1.114-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-1.114&CDS=1-4386
2148	OG0002148	YIL116W	snap_masked-Smik_9-processed-gene-1.98-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-1.98&CDS=1-1164
2149	OG0002149	YIL117C	snap_masked-Smik_9-processed-gene-1.113-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-1.113&CDS=1-948
2150	OG0002150	YIL118W	snap_masked-Smik_9-processed-gene-1.97-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-1.97&CDS=1-693
2151	OG0002151	YIL119C	snap_masked-Smik_9-processed-gene-1.112-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-1.112&CDS=1-1185
2152	OG0002152	YIL121W	snap_masked-Smik_9-processed-gene-1.96-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-1.96&CDS=1-1773
2153	OG0002153	YIL122W	snap_masked-Smik_9-processed-gene-1.95-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-1.95&CDS=1-1053
2154	OG0002154	YIL124W	snap_masked-Smik_9-processed-gene-1.93-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-1.93&CDS=1-891
2155	OG0002155	YIL125W	snap_masked-Smik_9-processed-gene-1.92-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-1.92&CDS=1-3042
2156	OG0002156	YIL126W	snap_masked-Smik_9-processed-gene-1.89-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-1.89&CDS=1-4077
2157	OG0002157	YIL127C	snap_masked-Smik_9-processed-gene-1.91-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-1.91&CDS=1-618
2158	OG0002158	YIL128W	snap_masked-Smik_9-processed-gene-1.88-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-1.88&CDS=1-3093
2159	OG0002159	YIL129C	snap_masked-Smik_9-processed-gene-1.90-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-1.90&CDS=1-7161
2160	OG0002160	YIL130W	snap_masked-Smik_9-processed-gene-0.44-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-0.44&CDS=1-3036
2161	OG0002161	YIL131C	augustus_masked-Smik_9-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-Smik_9-processed-gene-0.30&CDS=1-2115
2162	OG0002162	YIL134W	snap_masked-Smik_9-processed-gene-0.43-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-0.43&CDS=1-942
2163	OG0002163	YIL135C	snap_masked-Smik_9-processed-gene-0.62-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-0.62&CDS=1-1305
2164	OG0002164	YIL136W	snap_masked-Smik_9-processed-gene-0.42-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-0.42&CDS=1-1179
2165	OG0002165	YIL137C	snap_masked-Smik_9-processed-gene-0.61-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-0.61&CDS=1-2838
2166	OG0002166	YIL139C	snap_masked-Smik_9-processed-gene-0.59-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-0.59&CDS=1-738
2167	OG0002167	YIL140W	snap_masked-Smik_9-processed-gene-0.41-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-0.41&CDS=1-2463
2168	OG0002168	YIL142W	snap_masked-Smik_9-processed-gene-0.40-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-0.40&CDS=1-1581
2169	OG0002169	YIL143C	snap_masked-Smik_9-processed-gene-0.58-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-0.58&CDS=1-2529
2170	OG0002170	YIL144W	snap_masked-Smik_9-processed-gene-0.39-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-0.39&CDS=1-2076
2171	OG0002171	YIL145C	snap_masked-Smik_9-processed-gene-0.57-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-0.57&CDS=1-927
2172	OG0002172	YIL146C	snap_masked-Smik_9-processed-gene-0.56-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-0.56&CDS=1-1581
2173	OG0002173	YIL147C	snap_masked-Smik_9-processed-gene-0.55-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-0.55&CDS=1-3690
2174	OG0002174	YIL149C	augustus_masked-Smik_9-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-Smik_9-processed-gene-0.21&CDS=1-5046
2175	OG0002175	YIL150C	snap_masked-Smik_9-processed-gene-0.53-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-0.53&CDS=1-1716
2176	OG0002176	YIL153W	augustus_masked-Smik_9-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-Smik_9-processed-gene-0.6&CDS=1-1725
2177	OG0002177	YIL155C	augustus_masked-Smik_9-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-Smik_9-processed-gene-0.18&CDS=1-2832
2178	OG0002178	YIL156W	snap_masked-Smik_9-processed-gene-0.36-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-0.36&CDS=1-3180
2179	OG0002179	YIL156W-B	maker-Smik_9-snap-gene-0.65-mRNA-1_1&gene=maker-Smik_9-snap-gene-0.65&CDS=1-219
2180	OG0002180	YIL157C	snap_masked-Smik_9-processed-gene-0.49-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-0.49&CDS=1-588
2181	OG0002181	YIL158W	snap_masked-Smik_9-processed-gene-0.34-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-0.34&CDS=1-612
2182	OG0002182	YIL159W	snap_masked-Smik_9-processed-gene-0.33-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-0.33&CDS=1-4122
2183	OG0002183	YIL160C	snap_masked-Smik_9-processed-gene-0.48-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-0.48&CDS=1-1251
2184	OG0002184	YIL161W	augustus_masked-Smik_9-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-Smik_9-processed-gene-0.2&CDS=1-732
2185	OG0002185	YIL162W	snap_masked-Smik_9-processed-gene-0.32-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-0.32&CDS=1-1596
2186	OG0002186	YIL164C	snap_masked-Smik_9-processed-gene-0.47-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-0.47&CDS=1-966
2187	OG0002187	YIL166C	snap_masked-Smik_9-processed-gene-0.46-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-0.46&CDS=1-1626
2188	OG0002188	YIL167W	snap_masked-Smik_9-processed-gene-0.31-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-0.31&CDS=1-1014
2189	OG0002189	YIR001C	snap_masked-Smik_9-processed-gene-3.49-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-3.49&CDS=1-747
2190	OG0002190	YIR002C	snap_masked-Smik_9-processed-gene-3.50-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-3.50&CDS=1-2973
2191	OG0002191	YIR004W	augustus_masked-Smik_9-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-Smik_9-processed-gene-3.82&CDS=1-3678
2192	OG0002192	YIR006C	snap_masked-Smik_9-processed-gene-3.51-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-3.51&CDS=1-4329
2193	OG0002193	YIR007W	snap_masked-Smik_9-processed-gene-3.23-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-3.23&CDS=1-2295
2194	OG0002194	YIR008C	snap_masked-Smik_9-processed-gene-3.52-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-3.52&CDS=1-1227
2195	OG0002195	YIR009W	snap_masked-Smik_9-processed-gene-3.24-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-3.24&CDS=1-333
2196	OG0002196	YIR010W	snap_masked-Smik_9-processed-gene-3.25-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-3.25&CDS=1-1695
2197	OG0002197	YIR011C	snap_masked-Smik_9-processed-gene-3.53-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-3.53&CDS=1-954
2198	OG0002198	YIR012W	snap_masked-Smik_9-processed-gene-3.26-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-3.26&CDS=1-1290
2199	OG0002199	YIR013C	snap_masked-Smik_9-processed-gene-3.54-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-3.54&CDS=1-360
2200	OG0002200	YIR014W	snap_masked-Smik_9-processed-gene-3.27-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-3.27&CDS=1-729
2201	OG0002201	YIR015W	snap_masked-Smik_9-processed-gene-3.28-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-3.28&CDS=1-432
2202	OG0002202	YIR016W	snap_masked-Smik_9-processed-gene-3.29-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-3.29&CDS=1-804
2203	OG0002203	YIR017C	snap_masked-Smik_9-processed-gene-3.55-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-3.55&CDS=1-498
2204	OG0002204	YIR018W	snap_masked-Smik_9-processed-gene-3.30-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-3.30&CDS=1-744
2205	OG0002205	YIR021W	augustus_masked-Smik_9-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-Smik_9-processed-gene-3.90&CDS=1-1587
2206	OG0002206	YIR023W	snap_masked-Smik_9-processed-gene-3.33-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-3.33&CDS=1-2871
2207	OG0002207	YIR024C	snap_masked-Smik_9-processed-gene-3.58-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-3.58&CDS=1-645
2208	OG0002208	YIR025W	snap_masked-Smik_9-processed-gene-3.34-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-3.34&CDS=1-1107
2209	OG0002209	YIR026C	snap_masked-Smik_9-processed-gene-3.59-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-3.59&CDS=1-1092
2210	OG0002210	YIR027C	snap_masked-Smik_9-processed-gene-3.60-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-3.60&CDS=1-1380
2211	OG0002211	YIR033W	snap_masked-Smik_9-processed-gene-3.37-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-3.37&CDS=1-3339
2212	OG0002212	YIR034C	snap_masked-Smik_9-processed-gene-3.64-mRNA-1_1&gene=snap_masked-Smik_9-processed-gene-3.64&CDS=1-1191
