	OrthologID	Lachancea_cidri	Saccharomyces_cerevisiae
1805	OG0001805	snap_masked-LACI0F-processed-gene-4.20-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.20&CDS=1-3771	YIL030C
1806	OG0001806	augustus_masked-LACI0F-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-4.97&CDS=1-3003	YIL031W
1807	OG0001807	snap_masked-LACI0F-processed-gene-4.21-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.21&CDS=1-1236	YIL022W
1808	OG0001808	snap_masked-LACI0F-processed-gene-4.22-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.22&CDS=1-945	YIL021W
1809	OG0001809	snap_masked-LACI0F-processed-gene-4.50-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.50&CDS=1-789	YIL020C
1810	OG0001810	snap_masked-LACI0F-processed-gene-4.23-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.23&CDS=1-1020	YIL019W
1811	OG0001811	snap_masked-LACI0F-processed-gene-4.24-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.24&CDS=1-1425	YFR034C
1812	OG0001812	maker-LACI0F-snap-gene-4.57-mRNA-1_1&gene=maker-LACI0F-snap-gene-4.57&CDS=1-558	YFR032C-A
1813	OG0001813	snap_masked-LACI0F-processed-gene-4.27-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.27&CDS=1-852	YFR032C
1814	OG0001814	snap_masked-LACI0F-processed-gene-4.29-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.29&CDS=1-3510	YFR031C
1815	OG0001815	snap_masked-LACI0F-processed-gene-4.51-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.51&CDS=1-3123	YFR030W
1816	OG0001816	snap_masked-LACI0F-processed-gene-4.52-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.52&CDS=1-2715	YIL017C
1817	OG0001817	snap_masked-LACI0F-processed-gene-4.30-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.30&CDS=1-534	YIL016W
1818	OG0001818	snap_masked-LACI0F-processed-gene-4.31-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.31&CDS=1-705	YBR256C
1819	OG0001819	snap_masked-LACI0F-processed-gene-4.53-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.53&CDS=1-1293	YIR012W
1820	OG0001820	snap_masked-LACI0F-processed-gene-4.32-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.32&CDS=1-1167	YBR255C-A
1821	OG0001821	snap_masked-LACI0F-processed-gene-4.54-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.54&CDS=1-1554	YBR255W
1822	OG0001822	snap_masked-LACI0F-processed-gene-4.33-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.33&CDS=1-510	YBR254C
1823	OG0001823	snap_masked-LACI0F-processed-gene-5.85-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-5.85&CDS=1-1506	YIR010W
1824	OG0001824	snap_masked-LACI0F-processed-gene-5.86-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-5.86&CDS=1-363	YBR253W
1825	OG0001825	snap_masked-LACI0F-processed-gene-5.87-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-5.87&CDS=1-1185	YGR111W
1826	OG0001826	maker-LACI0F-snap-gene-5.50-mRNA-1_1&gene=maker-LACI0F-snap-gene-5.50&CDS=1-3630	YPR122W
1827	OG0001827	snap_masked-LACI0F-processed-gene-5.99-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-5.99&CDS=1-1473	YPR119W
1828	OG0001828	snap_masked-LACI0F-processed-gene-5.100-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-5.100&CDS=1-1242	YPR118W
1829	OG0001829	snap_masked-LACI0F-processed-gene-5.90-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-5.90&CDS=1-777	YGR106C
1830	OG0001830	snap_masked-LACI0F-processed-gene-5.102-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-5.102&CDS=1-231	YGR105W
1831	OG0001831	snap_masked-LACI0F-processed-gene-5.91-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-5.91&CDS=1-813	YGR104C
1832	OG0001832	snap_masked-LACI0F-processed-gene-5.103-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-5.103&CDS=1-1797	YGR103W
1833	OG0001833	snap_masked-LACI0F-processed-gene-5.92-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-5.92&CDS=1-510	YGR102C
1834	OG0001834	snap_masked-LACI0F-processed-gene-5.104-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-5.104&CDS=1-1032	YGR101W
1835	OG0001835	snap_masked-LACI0F-processed-gene-5.105-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-5.105&CDS=1-2826	YGR100W
1836	OG0001836	snap_masked-LACI0F-processed-gene-5.107-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-5.107&CDS=1-2031	YGR099W
1837	OG0001837	snap_masked-LACI0F-processed-gene-5.93-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-5.93&CDS=1-4899	YGR098C
1838	OG0001838	snap_masked-LACI0F-processed-gene-5.108-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-5.108&CDS=1-870	YPR116W
1839	OG0001839	snap_masked-LACI0F-processed-gene-5.109-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-5.109&CDS=1-2994	YGR097W
1840	OG0001840	snap_masked-LACI0F-processed-gene-5.110-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-5.110&CDS=1-933	YPR114W
1841	OG0001841	snap_masked-LACI0F-processed-gene-5.112-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-5.112&CDS=1-669	YPR113W
1842	OG0001842	augustus_masked-LACI0F-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-5.77&CDS=1-2043	YHL032C
1843	OG0001843	snap_masked-LACI0F-processed-gene-5.94-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-5.94&CDS=1-1809	YLL043W
1844	OG0001844	maker-LACI0F-augustus-gene-5.42-mRNA-1_1&gene=maker-LACI0F-augustus-gene-5.42&CDS=1-1083	YHL031C
1845	OG0001845	maker-LACI0F-augustus-gene-5.43-mRNA-1_1&gene=maker-LACI0F-augustus-gene-5.43&CDS=1-10134	YLL040C
1846	OG0001846	snap_masked-LACI0F-processed-gene-5.95-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-5.95&CDS=1-5565	YHL030W
1847	OG0001847	snap_masked-LACI0F-processed-gene-5.118-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-5.118&CDS=1-750	YLL038C
1848	OG0001848	snap_masked-LACI0F-processed-gene-5.119-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-5.119&CDS=1-1533	YLL036C
1849	OG0001849	snap_masked-LACI0F-processed-gene-5.120-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-5.120&CDS=1-1818	YHL029C
1850	OG0001850	augustus_masked-LACI0F-processed-gene-5.62-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-5.62&CDS=1-4506	YLL035W
1851	OG0001851	snap_masked-LACI0F-processed-gene-5.122-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-5.122&CDS=1-2490	YLL034C
1852	OG0001852	snap_masked-LACI0F-processed-gene-5.98-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-5.98&CDS=1-606	YLL033W
1853	OG0001853	snap_masked-LACI0F-processed-gene-5.123-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-5.123&CDS=1-2196	YLL032C
1854	OG0001854	augustus_masked-LACI0F-processed-gene-5.64-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-5.64&CDS=1-942	YHL025W
1855	OG0001855	genemark-LACI0F-processed-gene-6.7-mRNA-1_1&gene=genemark-LACI0F-processed-gene-6.7&CDS=1-2787	YLL031C
1856	OG0001856	snap_masked-LACI0F-processed-gene-6.81-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-6.81&CDS=1-1842	YLL028W
1857	OG0001857	snap_masked-LACI0F-processed-gene-6.82-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-6.82&CDS=1-2184	YLL029W
1858	OG0001858	snap_masked-LACI0F-processed-gene-6.83-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-6.83&CDS=1-735	YLL027W
1859	OG0001859	snap_masked-LACI0F-processed-gene-6.84-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-6.84&CDS=1-2724	YLL026W
1860	OG0001860	maker-LACI0F-augustus-gene-6.0-mRNA-1_1&gene=maker-LACI0F-augustus-gene-6.0&CDS=1-2052	YHL024W
1861	OG0001861	snap_masked-LACI0F-processed-gene-6.106-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-6.106&CDS=1-2643	YHL023C
1862	OG0001862	snap_masked-LACI0F-processed-gene-6.107-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-6.107&CDS=1-606	YGL200C
1863	OG0001863	snap_masked-LACI0F-processed-gene-6.91-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-6.91&CDS=1-8022	YGL195W
1864	OG0001864	snap_masked-LACI0F-processed-gene-6.109-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-6.109&CDS=1-1347	YGL194C
1865	OG0001865	snap_masked-LACI0F-processed-gene-6.93-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-6.93&CDS=1-1581	YGL192W
1866	OG0001866	snap_masked-LACI0F-processed-gene-6.94-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-6.94&CDS=1-384	YGL191W
1867	OG0001867	snap_masked-LACI0F-processed-gene-6.110-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-6.110&CDS=1-1344	YGL190C
1868	OG0001868	snap_masked-LACI0F-processed-gene-6.112-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-6.112&CDS=1-462	YGL187C
1869	OG0001869	snap_masked-LACI0F-processed-gene-6.113-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-6.113&CDS=1-1623	YGL186C
1870	OG0001870	snap_masked-LACI0F-processed-gene-6.115-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-6.115&CDS=1-1137	YGL185C
1871	OG0001871	snap_masked-LACI0F-processed-gene-6.116-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-6.116&CDS=1-1377	YGL184C
1872	OG0001872	snap_masked-LACI0F-processed-gene-6.96-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-6.96&CDS=1-1110	YER130C
1873	OG0001873	snap_masked-LACI0F-processed-gene-6.117-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-6.117&CDS=1-588	YGL183C
1874	OG0001874	maker-LACI0F-snap-gene-6.79-mRNA-1_1&gene=maker-LACI0F-snap-gene-6.79&CDS=1-1269	YGL181W
1875	OG0001875	snap_masked-LACI0F-processed-gene-6.98-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-6.98&CDS=1-2622	YGL180W
1876	OG0001876	snap_masked-LACI0F-processed-gene-6.118-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-6.118&CDS=1-3432	YER129W
1877	OG0001877	augustus_masked-LACI0F-processed-gene-6.74-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-6.74&CDS=1-1638	YER127W
1878	OG0001878	snap_masked-LACI0F-processed-gene-6.99-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-6.99&CDS=1-783	YER126C
1879	OG0001879	snap_masked-LACI0F-processed-gene-6.100-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-6.100&CDS=1-2151	YGL178W
1880	OG0001880	snap_masked-LACI0F-processed-gene-6.121-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-6.121&CDS=1-1554	YGL176C
1881	OG0001881	snap_masked-LACI0F-processed-gene-6.122-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-6.122&CDS=1-2367	YER125W
1882	OG0001882	snap_masked-LACI0F-processed-gene-6.101-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-6.101&CDS=1-1644	YER124C
1883	OG0001883	augustus_masked-LACI0F-processed-gene-6.64-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-6.64&CDS=1-5961	YPR021C
1884	OG0001884	snap_masked-LACI0F-processed-gene-6.124-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-6.124&CDS=1-1152	YGL175C
1885	OG0001885	snap_masked-LACI0F-processed-gene-6.105-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-6.105&CDS=1-825	YGL174W
1886	OG0001886	snap_masked-LACI0F-processed-gene-7.43-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-7.43&CDS=1-4500	YGL173C
1887	OG0001887	augustus_masked-LACI0F-processed-gene-7.90-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-7.90&CDS=1-1620	YGL172W
1888	OG0001888	snap_masked-LACI0F-processed-gene-7.44-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-7.44&CDS=1-1995	YLL019C
1889	OG0001889	snap_masked-LACI0F-processed-gene-7.46-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-7.46&CDS=1-1182	YGR149W
1890	OG0001890	snap_masked-LACI0F-processed-gene-7.64-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-7.64&CDS=1-2610	YGR150C
1891	OG0001891	snap_masked-LACI0F-processed-gene-7.47-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-7.47&CDS=1-384	YGL029W
1892	OG0001892	snap_masked-LACI0F-processed-gene-7.65-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-7.65&CDS=1-1509	YGL028C
1893	OG0001893	snap_masked-LACI0F-processed-gene-7.67-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-7.67&CDS=1-2388	YGL027C
1894	OG0001894	snap_masked-LACI0F-processed-gene-7.68-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-7.68&CDS=1-2778	YBL014C
1895	OG0001895	snap_masked-LACI0F-processed-gene-7.69-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-7.69&CDS=1-2121	YGL026C
1896	OG0001896	snap_masked-LACI0F-processed-gene-7.70-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-7.70&CDS=1-1005	YGL025C
1897	OG0001897	genemark-LACI0F-processed-gene-7.8-mRNA-1_1&gene=genemark-LACI0F-processed-gene-7.8&CDS=1-1116	YBL013W
1898	OG0001898	snap_masked-LACI0F-processed-gene-7.50-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-7.50&CDS=1-2118	YBL011W
1899	OG0001899	augustus_masked-LACI0F-processed-gene-7.115-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-7.115&CDS=1-1602	YGL023C
1900	OG0001900	snap_masked-LACI0F-processed-gene-7.51-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-7.51&CDS=1-2178	YGL022W
1901	OG0001901	snap_masked-LACI0F-processed-gene-7.73-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-7.73&CDS=1-720	YBL010C
1902	OG0001902	augustus_masked-LACI0F-processed-gene-7.117-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-7.117&CDS=1-588	YGL020C
1903	OG0001903	augustus_masked-LACI0F-processed-gene-7.102-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-7.102&CDS=1-747	YGL019W
1904	OG0001904	snap_masked-LACI0F-processed-gene-7.74-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-7.74&CDS=1-558	YGL018C
1905	OG0001905	snap_masked-LACI0F-processed-gene-7.58-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-7.58&CDS=1-2346	YGL009C
1906	OG0001906	snap_masked-LACI0F-processed-gene-7.75-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-7.75&CDS=1-3666	YBL007C
1907	OG0001907	snap_masked-LACI0F-processed-gene-7.76-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-7.76&CDS=1-510	YGL010W
1908	OG0001908	snap_masked-LACI0F-processed-gene-7.59-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-7.59&CDS=1-738	YGL011C
1909	OG0001909	snap_masked-LACI0F-processed-gene-7.77-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-7.77&CDS=1-597	YBL006C
1910	OG0001910	maker-LACI0F-snap-gene-7.89-mRNA-1_1&gene=maker-LACI0F-snap-gene-7.89&CDS=1-3498	YGL012W
1911	OG0001911	snap_masked-LACI0F-processed-gene-7.80-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-7.80&CDS=1-2703	YGL008C
1912	OG0001912	snap_masked-LACI0F-processed-gene-8.59-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-8.59&CDS=1-840	YAR008W
1913	OG0001913	snap_masked-LACI0F-processed-gene-8.56-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-8.56&CDS=1-3717	YGL006W
1914	OG0001914	snap_masked-LACI0F-processed-gene-8.60-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-8.60&CDS=1-765	YGL005C
1915	OG0001915	snap_masked-LACI0F-processed-gene-8.61-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-8.61&CDS=1-1206	YGL004C
1916	OG0001916	snap_masked-LACI0F-processed-gene-8.57-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-8.57&CDS=1-1878	YAR007C
1917	OG0001917	snap_masked-LACI0F-processed-gene-8.83-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-8.83&CDS=1-1680	YGL003C
1918	OG0001918	snap_masked-LACI0F-processed-gene-8.84-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-8.84&CDS=1-1284	YAR003W
1919	OG0001919	snap_masked-LACI0F-processed-gene-8.85-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-8.85&CDS=1-1491	YAR002W
1920	OG0001920	maker-LACI0F-snap-gene-8.108-mRNA-1_1&gene=maker-LACI0F-snap-gene-8.108&CDS=1-3519	YAL001C
1921	OG0001921	genemark-LACI0F-processed-gene-8.11-mRNA-1_1&gene=genemark-LACI0F-processed-gene-8.11&CDS=1-741	YGR001C
1922	OG0001922	augustus_masked-LACI0F-processed-gene-8.118-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-8.118&CDS=1-1047	YGL001C
1923	OG0001923	snap_masked-LACI0F-processed-gene-8.87-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-8.87&CDS=1-3756	YAL002W
1924	OG0001924	snap_masked-LACI0F-processed-gene-8.88-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-8.88&CDS=1-627	YAL003W
1925	OG0001925	snap_masked-LACI0F-processed-gene-8.64-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-8.64&CDS=1-1080	YLR321C
1926	OG0001926	augustus_masked-LACI0F-processed-gene-8.120-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-8.120&CDS=1-510	YLR315W
1927	OG0001927	maker-LACI0F-augustus-gene-8.3-mRNA-1_1&gene=maker-LACI0F-augustus-gene-8.3&CDS=1-972	YLR316C
1928	OG0001928	snap_masked-LACI0F-processed-gene-8.65-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-8.65&CDS=1-2595	YLR318W
1929	OG0001929	snap_masked-LACI0F-processed-gene-8.90-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-8.90&CDS=1-2142	YLR319C
1930	OG0001930	snap_masked-LACI0F-processed-gene-8.66-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-8.66&CDS=1-4338	YLR320W
1931	OG0001931	snap_masked-LACI0F-processed-gene-8.91-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-8.91&CDS=1-1371	YGR002C
1932	OG0001932	snap_masked-LACI0F-processed-gene-8.67-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-8.67&CDS=1-2184	YGR003W
1933	OG0001933	snap_masked-LACI0F-processed-gene-8.92-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-8.92&CDS=1-780	YLR323C
1934	OG0001934	augustus_masked-LACI0F-processed-gene-8.124-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-8.124&CDS=1-1677	YLR324W
1935	OG0001935	augustus_masked-LACI0F-processed-gene-8.143-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-8.143&CDS=1-1446	YGR005C
1936	OG0001936	snap_masked-LACI0F-processed-gene-8.69-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-8.69&CDS=1-753	YGR006W
1937	OG0001937	maker-LACI0F-augustus-gene-8.0-mRNA-1_1&gene=maker-LACI0F-augustus-gene-8.0&CDS=1-1710	YGR007W
1938	OG0001938	snap_masked-LACI0F-processed-gene-8.94-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-8.94&CDS=1-258	YGR008C
1939	OG0001939	augustus_masked-LACI0F-processed-gene-8.146-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-8.146&CDS=1-936	YGR015C
1940	OG0001940	snap_masked-LACI0F-processed-gene-8.77-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-8.77&CDS=1-399	YGR016W
1941	OG0001941	augustus_masked-LACI0F-processed-gene-8.147-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-8.147&CDS=1-1866	YGL044C
1942	OG0001942	augustus_masked-LACI0F-processed-gene-8.130-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-8.130&CDS=1-1179	YGL043W
1943	OG0001943	snap_masked-LACI0F-processed-gene-8.100-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-8.100&CDS=1-1479	YGR155W
1944	OG0001944	snap_masked-LACI0F-processed-gene-8.79-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-8.79&CDS=1-648	YMR077C
1945	OG0001945	snap_masked-LACI0F-processed-gene-8.102-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-8.102&CDS=1-1314	YGL040C
1946	OG0001946	snap_masked-LACI0F-processed-gene-8.81-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-8.81&CDS=1-2544	YGR157W
1947	OG0001947	augustus_masked-LACI0F-processed-gene-8.151-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-8.151&CDS=1-753	YGR158C
1948	OG0001948	snap_masked-LACI0F-processed-gene-8.103-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-8.103&CDS=1-1644	YGL045W
1949	OG0001949	snap_masked-LACI0F-processed-gene-8.104-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-8.104&CDS=1-1326	YGR159C
1950	OG0001950	augustus_masked-LACI0F-processed-gene-8.154-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-8.154&CDS=1-849	YGR161C
1951	OG0001951	snap_masked-LACI0F-processed-gene-8.106-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-8.106&CDS=1-600	YGL047W
1952	OG0001952	snap_masked-LACI0F-processed-gene-8.82-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-8.82&CDS=1-1215	YGL048C
1953	OG0001953	snap_masked-LACI0F-processed-gene-9.5-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-9.5&CDS=1-816	YGL050W
1954	OG0001954	snap_masked-LACI0F-processed-gene-9.1-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-9.1&CDS=1-978	YGR163W
1955	OG0001955	snap_masked-LACI0F-processed-gene-9.4-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-9.4&CDS=1-1317	YLR303W
1956	OG0001956	augustus_masked-LACI0F-processed-gene-9.56-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-9.56&CDS=1-2121	YJL090C
1957	OG0001957	snap_masked-LACI0F-processed-gene-9.7-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-9.7&CDS=1-1437	YJL091C
1958	OG0001958	snap_masked-LACI0F-processed-gene-9.33-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-9.33&CDS=1-3261	YJL092W
1959	OG0001959	augustus_masked-LACI0F-processed-gene-9.58-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-9.58&CDS=1-1470	YMR139W
1960	OG0001960	maker-LACI0F-augustus-gene-9.136-mRNA-1_1&gene=maker-LACI0F-augustus-gene-9.136&CDS=1-1758	YMR140W
1961	OG0001961	augustus_masked-LACI0F-processed-gene-9.63-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-9.63&CDS=1-1089	YMR144W
1962	OG0001962	snap_masked-LACI0F-processed-gene-9.36-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-9.36&CDS=1-1320	YDL084W
1963	OG0001963	snap_masked-LACI0F-processed-gene-9.38-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-9.38&CDS=1-1596	YMR145C
1964	OG0001964	augustus_masked-LACI0F-processed-gene-9.79-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-9.79&CDS=1-1911	YMR146C
1965	OG0001965	snap_masked-LACI0F-processed-gene-9.16-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-9.16&CDS=1-510	YPL034W
1966	OG0001966	genemark-LACI0F-processed-gene-9.105-mRNA-1_1&gene=genemark-LACI0F-processed-gene-9.105&CDS=1-1131	YMR148W
1967	OG0001967	snap_masked-LACI0F-processed-gene-9.18-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-9.18&CDS=1-825	YMR149W
1968	OG0001968	genemark-LACI0F-processed-gene-9.128-mRNA-1_1&gene=genemark-LACI0F-processed-gene-9.128&CDS=1-576	YMR150C
1969	OG0001969	augustus_masked-LACI0F-processed-gene-9.65-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-9.65&CDS=1-3219	YDL087C
1970	OG0001970	snap_masked-LACI0F-processed-gene-9.41-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-9.41&CDS=1-1788	YDL089W
1971	OG0001971	snap_masked-LACI0F-processed-gene-9.42-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-9.42&CDS=1-2109	YMR154C
1972	OG0001972	snap_masked-LACI0F-processed-gene-9.22-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-9.22&CDS=1-4962	YLL048C
1973	OG0001973	augustus_masked-LACI0F-processed-gene-9.82-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-9.82&CDS=1-1650	YHL036W
1974	OG0001974	augustus_masked-LACI0F-processed-gene-9.67-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-9.67&CDS=1-1905	YHL038C
1975	OG0001975	maker-LACI0F-augustus-gene-9.137-mRNA-1_1&gene=maker-LACI0F-augustus-gene-9.137&CDS=1-1623	YLL050C
1976	OG0001976	snap_masked-LACI0F-processed-gene-10.2-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-10.2&CDS=1-2523	YJL094C
1977	OG0001977	snap_masked-LACI0F-processed-gene-10.3-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-10.3&CDS=1-1269	YJL036W
1978	OG0001978	snap_masked-LACI0F-processed-gene-10.23-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-10.23&CDS=1-738	YJL035C
1979	OG0001979	snap_masked-LACI0F-processed-gene-10.24-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-10.24&CDS=1-663	YLR016C
