	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034952_Citeromyces_siamensis
1235	OG0001235	YGR147C	augustus_masked-scf7180000054413-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000054413-processed-gene-0.4&CDS=1-546, augustus_masked-scf7180000061359-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000061359-processed-gene-0.0&CDS=1-252
1236	OG0001236	YGR150C	augustus_masked-scf7180000053728-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000053728-processed-gene-0.0&CDS=1-2121, augustus_masked-scf7180000060322-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000060322-processed-gene-0.1&CDS=1-1137
1237	OG0001237	YGR156W	augustus_masked-scf7180000054437-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000054437-processed-gene-0.2&CDS=1-1203, augustus_masked-scf7180000056382-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000056382-processed-gene-0.3&CDS=1-384
1238	OG0001238	YGR157W	augustus_masked-scf7180000059059-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000059059-processed-gene-0.1&CDS=1-2646, augustus_masked-scf7180000060115-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000060115-processed-gene-0.2&CDS=1-606
1239	OG0001239	YGR158C	augustus_masked-scf7180000059059-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000059059-processed-gene-0.3&CDS=1-729, snap_masked-scf7180000055889-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000055889-processed-gene-0.1&CDS=1-414
1240	OG0001240	YGR167W	augustus_masked-scf7180000056318-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000056318-processed-gene-0.2&CDS=1-480, augustus_masked-scf7180000059524-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000059524-processed-gene-0.0&CDS=1-636
1241	OG0001241	YGR171C	augustus_masked-scf7180000055539-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scf7180000055539-processed-gene-0.39&CDS=1-1578, maker-scf7180000059096-augustus-gene-0.6-mRNA-1_1&gene=maker-scf7180000059096-augustus-gene-0.6&CDS=1-1152
1242	OG0001242	YGR172C	augustus_masked-scf7180000053687-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000053687-processed-gene-0.1&CDS=1-354, augustus_masked-scf7180000055539-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000055539-processed-gene-0.38&CDS=1-744
1243	OG0001243	YGR174C	augustus_masked-scf7180000061211-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000061211-processed-gene-0.0&CDS=1-405, augustus_masked-scf7180000061683-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000061683-processed-gene-0.19&CDS=1-420
1244	OG0001244	YGR175C	augustus_masked-scf7180000054171-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000054171-processed-gene-0.0&CDS=1-1434, augustus_masked-scf7180000061683-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000061683-processed-gene-0.14&CDS=1-1458
1245	OG0001245	YGR178C	augustus_masked-scf7180000059781-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000059781-processed-gene-0.24&CDS=1-1533, maker-scf7180000056166-snap-gene-0.2-mRNA-1_1&gene=maker-scf7180000056166-snap-gene-0.2&CDS=1-1647
1246	OG0001246	YGR181W	genemark-scf7180000059872-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000059872-processed-gene-0.1&CDS=1-294, snap_masked-scf7180000053543-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000053543-processed-gene-0.12&CDS=1-309
1247	OG0001247	YGR183C	augustus_masked-scf7180000055307-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000055307-processed-gene-0.0&CDS=1-144, augustus_masked-scf7180000059849-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000059849-processed-gene-0.3&CDS=1-210
1248	OG0001248	YGR187C	augustus_masked-scf7180000053775-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000053775-processed-gene-0.3&CDS=1-1065, augustus_masked-scf7180000061035-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000061035-processed-gene-0.3&CDS=1-1065
1249	OG0001249	YGR188C	augustus_masked-scf7180000061726-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000061726-processed-gene-0.9&CDS=1-2385, genemark-scf7180000054490-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000054490-processed-gene-0.0&CDS=1-1746
1250	OG0001250	YGR192C	augustus_masked-scf7180000053819-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-scf7180000053819-processed-gene-0.41&CDS=1-999, augustus_masked-scf7180000059876-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000059876-processed-gene-0.0&CDS=1-999
1251	OG0001251	YGR194C	augustus_masked-scf7180000059760-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000059760-processed-gene-0.44&CDS=1-1794, maker-scf7180000058829-augustus-gene-0.3-mRNA-1_1&gene=maker-scf7180000058829-augustus-gene-0.3&CDS=1-1770
1252	OG0001252	YGR195W	augustus_masked-scf7180000054015-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000054015-processed-gene-0.3&CDS=1-735, maker-scf7180000060221-snap-gene-0.0-mRNA-1_1&gene=maker-scf7180000060221-snap-gene-0.0&CDS=1-687
1253	OG0001253	YGR198W	augustus_masked-scf7180000053543-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000053543-processed-gene-0.18&CDS=1-2298, augustus_masked-scf7180000055466-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000055466-processed-gene-0.2&CDS=1-1878
1254	OG0001254	YGR199W	maker-scf7180000055475-snap-gene-0.0-mRNA-1_1&gene=maker-scf7180000055475-snap-gene-0.0&CDS=1-1764, snap_masked-scf7180000054520-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scf7180000054520-processed-gene-0.18&CDS=1-2097
1255	OG0001255	YGR202C	augustus_masked-scf7180000056578-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000056578-processed-gene-0.2&CDS=1-1062, genemark-scf7180000054935-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000054935-processed-gene-0.0&CDS=1-1047
1256	OG0001256	YGR205W	augustus_masked-scf7180000055462-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000055462-processed-gene-0.3&CDS=1-858, snap_masked-scf7180000061640-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scf7180000061640-processed-gene-0.15&CDS=1-1041
1257	OG0001257	YGR208W	augustus_masked-scf7180000056130-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000056130-processed-gene-0.5&CDS=1-507, augustus_masked-scf7180000059781-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000059781-processed-gene-0.23&CDS=1-831
1258	OG0001258	YGR212W	augustus_masked-scf7180000053749-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000053749-processed-gene-0.7&CDS=1-1680, snap_masked-scf7180000057965-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000057965-processed-gene-0.0&CDS=1-723
1259	OG0001259	YGR214W, YLR048W	augustus_masked-scf7180000059689-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000059689-processed-gene-0.5&CDS=1-792
1260	OG0001260	YGR215W	augustus_masked-scf7180000055952-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000055952-processed-gene-0.2&CDS=1-201, augustus_masked-scf7180000059689-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000059689-processed-gene-0.4&CDS=1-336
1261	OG0001261	YGR216C	augustus_masked-scf7180000059689-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000059689-processed-gene-0.0&CDS=1-1983, snap_masked-scf7180000055211-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000055211-processed-gene-0.1&CDS=1-750
1262	OG0001262	YGR217W	snap_masked-scf7180000059545-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000059545-processed-gene-0.1&CDS=1-3048, snap_masked-scf7180000059650-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000059650-processed-gene-0.4&CDS=1-6006
1263	OG0001263	YGR220C	augustus_masked-scf7180000061079-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000061079-processed-gene-0.22&CDS=1-789, genemark-scf7180000058439-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000058439-processed-gene-0.2&CDS=1-564
1264	OG0001264	YGR222W	augustus_masked-scf7180000054936-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000054936-processed-gene-0.2&CDS=1-837, snap_masked-scf7180000059646-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000059646-processed-gene-0.23&CDS=1-906
1265	OG0001265	YGR223C	augustus_masked-scf7180000059646-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000059646-processed-gene-0.18&CDS=1-1155, maker-scf7180000057785-augustus-gene-0.2-mRNA-1_1&gene=maker-scf7180000057785-augustus-gene-0.2&CDS=1-2352
1266	OG0001266	YGR227W	augustus_masked-scf7180000059689-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000059689-processed-gene-0.2&CDS=1-1260, maker-scf7180000057150-snap-gene-0.0-mRNA-1_1&gene=maker-scf7180000057150-snap-gene-0.0&CDS=1-873
1267	OG0001267	YGR229C	snap_masked-scf7180000057150-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000057150-processed-gene-0.2&CDS=1-432, snap_masked-scf7180000059689-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scf7180000059689-processed-gene-0.16&CDS=1-564
1268	OG0001268	YGR232W	augustus_masked-scf7180000054232-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000054232-processed-gene-0.1&CDS=1-693, genemark-scf7180000060065-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000060065-processed-gene-0.5&CDS=1-549
1269	OG0001269	YGR233C	augustus_masked-scf7180000061712-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000061712-processed-gene-0.10&CDS=1-3285, maker-scf7180000055350-snap-gene-0.8-mRNA-1_1&gene=maker-scf7180000055350-snap-gene-0.8&CDS=1-2784
1270	OG0001270	YGR235C	maker-scf7180000059761-augustus-gene-0.1-mRNA-1_1&gene=maker-scf7180000059761-augustus-gene-0.1&CDS=1-2679, snap_masked-scf7180000059538-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000059538-processed-gene-0.6&CDS=1-687
1271	OG0001271	YGR243W	augustus_masked-scf7180000061472-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000061472-processed-gene-0.0&CDS=1-354, augustus_masked-scf7180000061729-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000061729-processed-gene-0.5&CDS=1-354
1272	OG0001272	YGR246C	augustus_masked-scf7180000055539-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-scf7180000055539-processed-gene-0.46&CDS=1-1596, maker-scf7180000054741-augustus-gene-0.2-mRNA-1_1&gene=maker-scf7180000054741-augustus-gene-0.2&CDS=1-1596
1273	OG0001273	YGR247W	augustus_masked-scf7180000055781-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000055781-processed-gene-0.3&CDS=1-441, augustus_masked-scf7180000059669-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000059669-processed-gene-0.1&CDS=1-447
1274	OG0001274	YGR254W, YHR174W	augustus_masked-scf7180000053793-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000053793-processed-gene-0.6&CDS=1-1593
1275	OG0001275	YGR255C	augustus_masked-scf7180000058044-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000058044-processed-gene-0.0&CDS=1-831, augustus_masked-scf7180000059663-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000059663-processed-gene-0.0&CDS=1-1362
1276	OG0001276	YGR257C	augustus_masked-scf7180000059538-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000059538-processed-gene-0.0&CDS=1-921, augustus_masked-scf7180000059761-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000059761-processed-gene-0.24&CDS=1-1119
1277	OG0001277	YGR258C	augustus_masked-scf7180000054686-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000054686-processed-gene-0.0&CDS=1-1884, genemark-scf7180000061556-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000061556-processed-gene-0.0&CDS=1-3762
1278	OG0001278	YGR260W	augustus_masked-scf7180000060051-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000060051-processed-gene-0.5&CDS=1-1470, augustus_masked-scf7180000061603-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000061603-processed-gene-0.0&CDS=1-1470
1279	OG0001279	YGR262C	augustus_masked-scf7180000055809-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000055809-processed-gene-0.0&CDS=1-510, augustus_masked-scf7180000061795-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-scf7180000061795-processed-gene-0.62&CDS=1-762
1280	OG0001280	YGR266W	augustus_masked-scf7180000059733-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000059733-processed-gene-0.1&CDS=1-2097, genemark-scf7180000055373-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000055373-processed-gene-0.3&CDS=1-1419
1281	OG0001281	YGR267C	augustus_masked-scf7180000060367-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000060367-processed-gene-0.3&CDS=1-795, augustus_masked-scf7180000060484-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000060484-processed-gene-0.5&CDS=1-645
1282	OG0001282	YGR268C	augustus_masked-scf7180000054468-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000054468-processed-gene-0.4&CDS=1-555, genemark-scf7180000062152-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000062152-processed-gene-0.0&CDS=1-243
1283	OG0001283	YGR270W	augustus_masked-scf7180000058214-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000058214-processed-gene-0.7&CDS=1-3225, genemark-scf7180000060370-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000060370-processed-gene-0.3&CDS=1-2076
1284	OG0001284	YGR274C	maker-scf7180000060055-snap-gene-0.1-mRNA-1_1&gene=maker-scf7180000060055-snap-gene-0.1&CDS=1-2925, snap_masked-scf7180000061178-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000061178-processed-gene-0.1&CDS=1-1401
1285	OG0001285	YGR278W	augustus_masked-scf7180000057935-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000057935-processed-gene-0.1&CDS=1-1017, snap_masked-scf7180000059891-processed-gene-0.24-mRNA-1_1&gene=snap_masked-scf7180000059891-processed-gene-0.24&CDS=1-1653
1286	OG0001286	YGR282C	augustus_masked-scf7180000054080-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000054080-processed-gene-0.1&CDS=1-906, augustus_masked-scf7180000060686-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000060686-processed-gene-0.28&CDS=1-906
1287	OG0001287	YGR284C	augustus_masked-scf7180000056757-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000056757-processed-gene-0.20&CDS=1-867, genemark-scf7180000059862-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000059862-processed-gene-0.1&CDS=1-570
1288	OG0001288	YHL002W	augustus_masked-scf7180000059703-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000059703-processed-gene-0.2&CDS=1-1134, genemark-scf7180000057743-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000057743-processed-gene-0.0&CDS=1-1020
1289	OG0001289	YHL004W	maker-scf7180000058248-augustus-gene-0.4-mRNA-1_1&gene=maker-scf7180000058248-augustus-gene-0.4&CDS=1-810, snap_masked-scf7180000061800-processed-gene-0.39-mRNA-1_1&gene=snap_masked-scf7180000061800-processed-gene-0.39&CDS=1-1080
1290	OG0001290	YHL007C	augustus_masked-scf7180000057888-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000057888-processed-gene-0.0&CDS=1-1008, maker-scf7180000054170-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000054170-augustus-gene-0.0&CDS=1-2139
1291	OG0001291	YHL008C	augustus_masked-scf7180000060632-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000060632-processed-gene-0.4&CDS=1-1296, augustus_masked-scf7180000061730-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000061730-processed-gene-0.9&CDS=1-1302
1292	OG0001292	YHL009C	augustus_masked-scf7180000058696-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000058696-processed-gene-0.0&CDS=1-171, augustus_masked-scf7180000061079-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000061079-processed-gene-0.24&CDS=1-534
1293	OG0001293	YHL010C	snap_masked-scf7180000054097-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000054097-processed-gene-0.3&CDS=1-1749, snap_masked-scf7180000056877-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000056877-processed-gene-0.5&CDS=1-2628
1294	OG0001294	YHL015W	augustus_masked-scf7180000053703-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000053703-processed-gene-0.14&CDS=1-351, augustus_masked-scf7180000054214-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000054214-processed-gene-0.2&CDS=1-351
1295	OG0001295	YHL019C	snap_masked-scf7180000053581-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000053581-processed-gene-0.4&CDS=1-1500, snap_masked-scf7180000054234-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000054234-processed-gene-0.3&CDS=1-1416
1296	OG0001296	YHL020C	augustus_masked-scf7180000061425-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000061425-processed-gene-0.0&CDS=1-969, genemark-scf7180000059809-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000059809-processed-gene-0.4&CDS=1-1008
1297	OG0001297	YHL021C	augustus_masked-scf7180000057758-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000057758-processed-gene-0.7&CDS=1-1311, genemark-scf7180000057405-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000057405-processed-gene-0.1&CDS=1-1200
1298	OG0001298	YHL022C	maker-scf7180000057263-augustus-gene-0.5-mRNA-1_1&gene=maker-scf7180000057263-augustus-gene-0.5&CDS=1-606, snap_masked-scf7180000061137-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000061137-processed-gene-0.1&CDS=1-942
1299	OG0001299	YHL023C	augustus_masked-scf7180000053633-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000053633-processed-gene-0.23&CDS=1-1971, genemark-scf7180000053746-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000053746-processed-gene-0.0&CDS=1-1758
1300	OG0001300	YHL027W	augustus_masked-scf7180000059633-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000059633-processed-gene-0.9&CDS=1-1434, snap_masked-scf7180000058627-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000058627-processed-gene-0.2&CDS=1-660
1301	OG0001301	YHL029C	augustus_masked-scf7180000059871-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000059871-processed-gene-0.2&CDS=1-1242, snap_masked-scf7180000059904-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000059904-processed-gene-0.8&CDS=1-1653
1302	OG0001302	YHL030W	augustus_masked-scf7180000054200-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000054200-processed-gene-0.2&CDS=1-1761, augustus_masked-scf7180000061765-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000061765-processed-gene-0.27&CDS=1-5298
1303	OG0001303	YHL031C	augustus_masked-scf7180000054816-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000054816-processed-gene-0.0&CDS=1-582, augustus_masked-scf7180000059648-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000059648-processed-gene-0.36&CDS=1-648
1304	OG0001304	YHR001W-A	maker-scf7180000057575-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000057575-augustus-gene-0.0&CDS=1-231, snap_masked-scf7180000055438-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000055438-processed-gene-0.3&CDS=1-204
1305	OG0001305	YHR004C	augustus_masked-scf7180000056053-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000056053-processed-gene-0.2&CDS=1-873, genemark-scf7180000053666-processed-gene-0.8-mRNA-1_1&gene=genemark-scf7180000053666-processed-gene-0.8&CDS=1-789
1306	OG0001306	YHR005C	augustus_masked-scf7180000055420-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000055420-processed-gene-0.14&CDS=1-1305, augustus_masked-scf7180000055922-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000055922-processed-gene-0.1&CDS=1-1305
1307	OG0001307	YHR005C-A	augustus_masked-scf7180000060686-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000060686-processed-gene-0.36&CDS=1-270, maker-scf7180000054254-augustus-gene-0.8-mRNA-1_1&gene=maker-scf7180000054254-augustus-gene-0.8&CDS=1-270
1308	OG0001308	YHR008C	augustus_masked-scf7180000054775-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000054775-processed-gene-0.2&CDS=1-672, augustus_masked-scf7180000059609-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000059609-processed-gene-0.20&CDS=1-672
1309	OG0001309	YHR011W	augustus_masked-scf7180000059718-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000059718-processed-gene-0.20&CDS=1-1350, augustus_masked-scf7180000060998-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000060998-processed-gene-0.2&CDS=1-531
1310	OG0001310	YHR013C	augustus_masked-scf7180000053602-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000053602-processed-gene-0.9&CDS=1-630, augustus_masked-scf7180000059736-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000059736-processed-gene-0.7&CDS=1-630
