	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035696_Hanseniaspora_singularis
1363	OG0001363	YGR082W	augustus_masked-flattened_line_50-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.150&CDS=1-540
1364	OG0001364	YGR083C	snap_masked-flattened_line_12-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.73&CDS=1-2064
1365	OG0001365	YGR090W	augustus_masked-flattened_line_90-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.60&CDS=1-3672
1366	OG0001366	YGR093W	snap_masked-flattened_line_90-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.24&CDS=1-1044
1367	OG0001367	YGR094W	genemark-flattened_line_90-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.83&CDS=1-3387
1368	OG0001368	YGR095C	augustus_masked-flattened_line_90-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.38&CDS=1-717
1369	OG0001369	YGR096W	augustus_masked-flattened_line_90-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.53&CDS=1-1038
1370	OG0001370	YGR098C	maker-flattened_line_90-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_90-snap-gene-0.0&CDS=1-3969
1371	OG0001371	YGR100W	augustus_masked-flattened_line_90-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.34&CDS=1-1515
1372	OG0001372	YGR101W	snap_masked-flattened_line_90-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.14&CDS=1-870
1373	OG0001373	YGR103W	snap_masked-flattened_line_90-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.13&CDS=1-1686
1374	OG0001374	YGR105W	augustus_masked-flattened_line_213-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_213-processed-gene-0.11&CDS=1-228
1375	OG0001375	YGR106C	genemark-flattened_line_213-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_213-processed-gene-0.8&CDS=1-303
1376	OG0001376	YGR110W	snap_masked-flattened_line_56-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.101&CDS=1-1326
1377	OG0001377	YGR112W	augustus_masked-flattened_line_66-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.130&CDS=1-1401
1378	OG0001378	YGR116W	augustus_masked-flattened_line_66-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.129&CDS=1-4635
1379	OG0001379	YGR119C	snap_masked-flattened_line_175-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_175-processed-gene-0.17&CDS=1-957
1380	OG0001380	YGR123C	augustus_masked-flattened_line_118-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.20&CDS=1-1296
1381	OG0001381	YGR125W	snap_masked-flattened_line_32-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.46&CDS=1-3204
1382	OG0001382	YGR127W	augustus_masked-flattened_line_110-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.92&CDS=1-867
1383	OG0001383	YGR128C	snap_masked-flattened_line_32-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.47&CDS=1-2142
1384	OG0001384	YGR132C	snap_masked-flattened_line_158-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_158-processed-gene-0.30&CDS=1-834
1385	OG0001385	YGR134W	augustus_masked-flattened_line_158-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_158-processed-gene-0.11&CDS=1-5022
1386	OG0001386	YGR135W	snap_masked-flattened_line_158-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_158-processed-gene-0.34&CDS=1-840
1387	OG0001387	YGR145W	augustus_masked-flattened_line_80-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.63&CDS=1-3819
1388	OG0001388	YGR147C	genemark-flattened_line_80-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.86&CDS=1-639
1389	OG0001389	YGR152C	augustus_masked-flattened_line_80-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.51&CDS=1-936
1390	OG0001390	YGR155W	snap_masked-flattened_line_36-processed-gene-0.184-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.184&CDS=1-1533
1391	OG0001391	YGR159C	augustus_masked-flattened_line_80-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.68&CDS=1-1206
1392	OG0001392	YGR163W	maker-flattened_line_102-snap-gene-0.95-mRNA-1_1&gene=maker-flattened_line_102-snap-gene-0.95&CDS=1-2220
1393	OG0001393	YGR165W	snap_masked-flattened_line_38-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.19&CDS=1-1194
1394	OG0001394	YGR166W	snap_masked-flattened_line_38-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.20&CDS=1-1557
1395	OG0001395	YGR167W	snap_masked-flattened_line_38-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.21&CDS=1-678
1396	OG0001396	YGR169C	augustus_masked-flattened_line_16-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.132&CDS=1-1302
1397	OG0001397	YGR171C	augustus_masked-flattened_line_16-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.98&CDS=1-1689
1398	OG0001398	YGR173W	augustus_masked-flattened_line_16-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.99&CDS=1-1140
1399	OG0001399	YGR174C	augustus_masked-flattened_line_38-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.119&CDS=1-459
1400	OG0001400	YGR175C	augustus_masked-flattened_line_38-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.82&CDS=1-1977
1401	OG0001401	YGR178C	augustus_masked-flattened_line_38-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.96&CDS=1-1668
1402	OG0001402	YGR181W	snap_masked-flattened_line_34-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.145&CDS=1-333
1403	OG0001403	YGR183C	snap_masked-flattened_line_34-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.120&CDS=1-213
1404	OG0001404	YGR184C	augustus_masked-flattened_line_34-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.46&CDS=1-6279
1405	OG0001405	YGR185C	snap_masked-flattened_line_34-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.118&CDS=1-1209
1406	OG0001406	YGR186W	snap_masked-flattened_line_34-processed-gene-0.144-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.144&CDS=1-2040
1407	OG0001407	YGR187C	genemark-flattened_line_34-processed-gene-0.182-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.182&CDS=1-1026
1408	OG0001408	YGR189C	augustus_masked-flattened_line_16-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.102&CDS=1-1323
1409	OG0001409	YGR192C	augustus_masked-flattened_line_48-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.125&CDS=1-1005
1410	OG0001410	YGR193C	genemark-flattened_line_445-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_445-processed-gene-0.0&CDS=1-912
1411	OG0001411	YGR200C	snap_masked-flattened_line_142-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_142-processed-gene-0.29&CDS=1-2460
1412	OG0001412	YGR202C	snap_masked-flattened_line_48-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.9&CDS=1-1350
1413	OG0001413	YGR207C	snap_masked-flattened_line_88-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.53&CDS=1-780
1414	OG0001414	YGR210C	maker-flattened_line_389-snap-gene-0.5-mRNA-1_1&gene=maker-flattened_line_389-snap-gene-0.5&CDS=1-588
1415	OG0001415	YGR211W	snap_masked-flattened_line_34-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.84&CDS=1-1692
1416	OG0001416	YGR215W	snap_masked-flattened_line_34-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.86&CDS=1-366
1417	OG0001417	YGR216C	augustus_masked-flattened_line_34-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.54&CDS=1-1896
1418	OG0001418	YGR218W	augustus_masked-flattened_line_16-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.108&CDS=1-3279
1419	OG0001419	YGR220C	augustus_masked-flattened_line_16-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.126&CDS=1-828
1420	OG0001420	YGR225W	augustus_masked-flattened_line_34-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.55&CDS=1-2046
1421	OG0001421	YGR227W	augustus_masked-flattened_line_130-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.14&CDS=1-1623
1422	OG0001422	YGR229C	augustus_masked-flattened_line_130-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.5&CDS=1-1881
1423	OG0001423	YGR231C	snap_masked-flattened_line_42-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.1&CDS=1-936
1424	OG0001424	YGR232W	snap_masked-flattened_line_42-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.38&CDS=1-789
1425	OG0001425	YGR233C	augustus_masked-flattened_line_42-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.127&CDS=1-3744
1426	OG0001426	YGR244C	snap_masked-flattened_line_26-processed-gene-0.177-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.177&CDS=1-1254
1427	OG0001427	YGR245C	augustus_masked-flattened_line_26-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.103&CDS=1-2358
1428	OG0001428	YGR246C	snap_masked-flattened_line_42-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.50&CDS=1-1899
1429	OG0001429	YGR247W	augustus_masked-flattened_line_96-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.72&CDS=1-735
1430	OG0001430	YGR250C	augustus_masked-flattened_line_38-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.116&CDS=1-1836
1431	OG0001431	YGR252W	snap_masked-flattened_line_42-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.31&CDS=1-1746
1432	OG0001432	YGR253C	snap_masked-flattened_line_42-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.58&CDS=1-822
1433	OG0001433	YGR255C	snap_masked-flattened_line_14-processed-gene-1.124-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.124&CDS=1-1446
1434	OG0001434	YGR257C	augustus_masked-flattened_line_116-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.13&CDS=1-1125
1435	OG0001435	YGR258C	maker-flattened_line_116-snap-gene-0.55-mRNA-1_1&gene=maker-flattened_line_116-snap-gene-0.55&CDS=1-2079
1436	OG0001436	YGR261C	genemark-flattened_line_26-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.4&CDS=1-2319
1437	OG0001437	YGR262C	augustus_masked-flattened_line_26-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.119&CDS=1-771
1438	OG0001438	YGR264C	augustus_masked-flattened_line_26-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.120&CDS=1-2238
1439	OG0001439	YGR267C	snap_masked-flattened_line_26-processed-gene-0.162-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.162&CDS=1-864
1440	OG0001440	YGR270W	snap_masked-flattened_line_42-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.3&CDS=1-3801
1441	OG0001441	YGR271C-A	augustus_masked-flattened_line_42-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.167&CDS=1-672
1442	OG0001442	YGR271W	augustus_masked-flattened_line_42-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.135&CDS=1-5607
1443	OG0001443	YGR274C	augustus_masked-flattened_line_42-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.134&CDS=1-6246
1444	OG0001444	YGR277C	snap_masked-flattened_line_34-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.124&CDS=1-864
1445	OG0001445	YGR278W	augustus_masked-flattened_line_34-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.9&CDS=1-1350
1446	OG0001446	YGR280C	augustus_masked-flattened_line_34-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.52&CDS=1-891
1447	OG0001447	YGR282C	snap_masked-flattened_line_26-processed-gene-0.211-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.211&CDS=1-951
1448	OG0001448	YGR284C	augustus_masked-flattened_line_42-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.169&CDS=1-1554
1449	OG0001449	YGR285C	snap_masked-flattened_line_42-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.48&CDS=1-1314
1450	OG0001450	YHL004W	snap_masked-flattened_line_16-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.16&CDS=1-1599
1451	OG0001451	YHL008C	augustus_masked-flattened_line_84-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.21&CDS=1-1728
1452	OG0001452	YHL009C	snap_masked-flattened_line_16-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.38&CDS=1-1029
1453	OG0001453	YHL013C	augustus_masked-flattened_line_16-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.116&CDS=1-1020
1454	OG0001454	YHL015W	snap_masked-flattened_line_16-processed-gene-1.184-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.184&CDS=1-357
1455	OG0001455	YHL016C	maker-flattened_line_6-snap-gene-0.109-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-0.109&CDS=1-3363
1456	OG0001456	YHL019C	maker-flattened_line_16-snap-gene-1.215-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-1.215&CDS=1-1752
1457	OG0001457	YHL020C	augustus_masked-flattened_line_26-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.84&CDS=1-1086
1458	OG0001458	YHL022C	augustus_masked-flattened_line_82-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.31&CDS=1-1290
1459	OG0001459	YHL023C	snap_masked-flattened_line_54-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.4&CDS=1-2580
1460	OG0001460	YHL027W	snap_masked-flattened_line_112-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.41&CDS=1-1788
1461	OG0001461	YHL028W	augustus_masked-flattened_line_112-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.63&CDS=1-1401
1462	OG0001462	YHL029C	augustus_masked-flattened_line_112-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.46&CDS=1-2625
1463	OG0001463	YHL031C	augustus_masked-flattened_line_112-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.49&CDS=1-630
1464	OG0001464	YHL032C	augustus_masked-flattened_line_106-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.66&CDS=1-1791
1465	OG0001465	YHL036W	augustus_masked-flattened_line_106-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.77&CDS=1-1866
1466	OG0001466	YHL039W	snap_masked-flattened_line_18-processed-gene-1.7-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.7&CDS=1-1764
1467	OG0001467	YHR001W-A	snap_masked-flattened_line_26-processed-gene-0.164-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.164&CDS=1-237
1468	OG0001468	YHR002W	augustus_masked-flattened_line_22-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.6&CDS=1-1293
1469	OG0001469	YHR005C	augustus_masked-flattened_line_171-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_171-processed-gene-0.9&CDS=1-1365
1470	OG0001470	YHR005C-A	snap_masked-flattened_line_375-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_375-processed-gene-0.5&CDS=1-279
1471	OG0001471	YHR007C	snap_masked-flattened_line_44-processed-gene-0.167-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.167&CDS=1-1593
1472	OG0001472	YHR008C	snap_masked-flattened_line_44-processed-gene-0.160-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.160&CDS=1-696
1473	OG0001473	YHR009C	maker-flattened_line_44-snap-gene-0.124-mRNA-1_1&gene=maker-flattened_line_44-snap-gene-0.124&CDS=1-1635
1474	OG0001474	YHR011W	snap_masked-flattened_line_142-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_142-processed-gene-0.22&CDS=1-1455
1475	OG0001475	YHR012W	augustus_masked-flattened_line_142-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_142-processed-gene-0.3&CDS=1-918
1476	OG0001476	YHR013C	snap_masked-flattened_line_142-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_142-processed-gene-0.36&CDS=1-729
1477	OG0001477	YHR016C	snap_masked-flattened_line_4-processed-gene-1.122-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.122&CDS=1-1251
1478	OG0001478	YHR018C	augustus_masked-flattened_line_4-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.75&CDS=1-1398
1479	OG0001479	YHR019C	snap_masked-flattened_line_4-processed-gene-1.120-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.120&CDS=1-1635
1480	OG0001480	YHR020W	augustus_masked-flattened_line_4-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.60&CDS=1-2028
1481	OG0001481	YHR024C	augustus_masked-flattened_line_10-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.130&CDS=1-1497
1482	OG0001482	YHR025W	snap_masked-flattened_line_10-processed-gene-1.169-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.169&CDS=1-1071
1483	OG0001483	YHR026W	snap_masked-flattened_line_10-processed-gene-1.170-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.170&CDS=1-639
1484	OG0001484	YHR027C	snap_masked-flattened_line_10-processed-gene-1.195-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.195&CDS=1-2865
1485	OG0001485	YHR028C	augustus_masked-flattened_line_10-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.108&CDS=1-2496
1486	OG0001486	YHR030C	snap_masked-flattened_line_10-processed-gene-1.173-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.173&CDS=1-1359
1487	OG0001487	YHR031C	snap_masked-flattened_line_10-processed-gene-1.172-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.172&CDS=1-2346
1488	OG0001488	YHR037W	snap_masked-flattened_line_10-processed-gene-1.179-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.179&CDS=1-1758
1489	OG0001489	YHR039C	augustus_masked-flattened_line_10-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.116&CDS=1-1923
1490	OG0001490	YHR039C-A	snap_masked-flattened_line_407-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_407-processed-gene-0.3&CDS=1-348
1491	OG0001491	YHR042W	snap_masked-flattened_line_48-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.40&CDS=1-2055
1492	OG0001492	YHR045W	augustus_masked-flattened_line_10-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.117&CDS=1-1590
1493	OG0001493	YHR048W	maker-flattened_line_48-augustus-gene-0.56-mRNA-1_1&gene=maker-flattened_line_48-augustus-gene-0.56&CDS=1-2766
1494	OG0001494	YHR051W	snap_masked-flattened_line_48-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.14&CDS=1-435
1495	OG0001495	YHR052W	augustus_masked-flattened_line_10-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.105&CDS=1-1158
