	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035688_Cyberlindnera_xylosilytica
1825	OG0001825	YGR277C	snap_masked-flattened_line_106-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.62&CDS=1-897
1826	OG0001826	YGR278W	maker-flattened_line_106-snap-gene-0.4-mRNA-1_1&gene=maker-flattened_line_106-snap-gene-0.4&CDS=1-2097
1827	OG0001827	YGR279C	snap_masked-flattened_line_106-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.83&CDS=1-1167
1828	OG0001828	YGR280C	snap_masked-flattened_line_106-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.59&CDS=1-831
1829	OG0001829	YGR281W	snap_masked-flattened_line_28-processed-gene-1.54-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.54&CDS=1-4161
1830	OG0001830	YGR282C	snap_masked-flattened_line_130-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_130-processed-gene-0.40&CDS=1-927
1831	OG0001831	YGR284C	snap_masked-flattened_line_28-processed-gene-1.49-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.49&CDS=1-897
1832	OG0001832	YGR285C	snap_masked-flattened_line_106-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.77&CDS=1-1281
1833	OG0001833	YGR286C	snap_masked-flattened_line_96-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.49&CDS=1-1188
1834	OG0001834	YHL002W	snap_masked-flattened_line_84-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.124&CDS=1-1386
1835	OG0001835	YHL003C	snap_masked-flattened_line_84-processed-gene-0.152-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.152&CDS=1-1203
1836	OG0001836	YHL004W	maker-flattened_line_84-snap-gene-0.53-mRNA-1_1&gene=maker-flattened_line_84-snap-gene-0.53&CDS=1-1272
1837	OG0001837	YHL007C	snap_masked-flattened_line_84-processed-gene-0.149-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.149&CDS=1-3312
1838	OG0001838	YHL010C	snap_masked-flattened_line_80-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.119&CDS=1-2184
1839	OG0001839	YHL011C	snap_masked-flattened_line_80-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.120&CDS=1-960
1840	OG0001840	YHL013C	snap_masked-flattened_line_74-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.4&CDS=1-906
1841	OG0001841	YHL014C	snap_masked-flattened_line_74-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.5&CDS=1-1251
1842	OG0001842	YHL015W	snap_masked-flattened_line_106-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.66&CDS=1-348
1843	OG0001843	YHL016C	snap_masked-flattened_line_62-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.103&CDS=1-2157
1844	OG0001844	YHL020C	augustus_masked-flattened_line_42-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-1.75&CDS=1-1413
1845	OG0001845	YHL021C	snap_masked-flattened_line_70-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.74&CDS=1-1371
1846	OG0001846	YHL023C	augustus_masked-flattened_line_18-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.139&CDS=1-2079
1847	OG0001847	YHL024W	snap_masked-flattened_line_14-processed-gene-2.61-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.61&CDS=1-1818
1848	OG0001848	YHL027W	snap_masked-flattened_line_82-processed-gene-0.132-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.132&CDS=1-1692
1849	OG0001849	YHL029C	snap_masked-flattened_line_26-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.78&CDS=1-1635
1850	OG0001850	YHL030W	snap_masked-flattened_line_152-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_152-processed-gene-0.25&CDS=1-5490
1851	OG0001851	YHL031C	snap_masked-flattened_line_96-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.84&CDS=1-651
1852	OG0001852	YHL032C	snap_masked-flattened_line_0-processed-gene-4.156-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.156&CDS=1-1812
1853	OG0001853	YHL036W	snap_masked-flattened_line_56-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.15&CDS=1-1638
1854	OG0001854	YHL039W	snap_masked-flattened_line_90-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.114&CDS=1-1707
1855	OG0001855	YHL040C	snap_masked-flattened_line_200-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_200-processed-gene-0.15&CDS=1-1896
1856	OG0001856	YHR001W-A	snap_masked-flattened_line_106-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.84&CDS=1-234
1857	OG0001857	YHR002W	maker-flattened_line_82-augustus-gene-0.194-mRNA-1_1&gene=maker-flattened_line_82-augustus-gene-0.194&CDS=1-1701
1858	OG0001858	YHR005C-A	snap_masked-flattened_line_98-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.101&CDS=1-273
1859	OG0001859	YHR007C	snap_masked-flattened_line_8-processed-gene-2.107-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.107&CDS=1-1563
1860	OG0001860	YHR008C	snap_masked-flattened_line_44-processed-gene-0.122-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.122&CDS=1-648
1861	OG0001861	YHR009C	snap_masked-flattened_line_44-processed-gene-0.164-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.164&CDS=1-1407
1862	OG0001862	YHR011W	maker-flattened_line_44-augustus-gene-0.207-mRNA-1_1&gene=maker-flattened_line_44-augustus-gene-0.207&CDS=1-1794
1863	OG0001863	YHR012W	maker-flattened_line_44-snap-gene-0.5-mRNA-1_1&gene=maker-flattened_line_44-snap-gene-0.5&CDS=1-708
1864	OG0001864	YHR013C	snap_masked-flattened_line_44-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.115&CDS=1-618
1865	OG0001865	YHR017W	snap_masked-flattened_line_42-processed-gene-1.32-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-1.32&CDS=1-1167
1866	OG0001866	YHR018C	snap_masked-flattened_line_42-processed-gene-1.53-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-1.53&CDS=1-1383
1867	OG0001867	YHR019C	snap_masked-flattened_line_42-processed-gene-1.54-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-1.54&CDS=1-1653
1868	OG0001868	YHR020W	snap_masked-flattened_line_42-processed-gene-1.23-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-1.23&CDS=1-2025
1869	OG0001869	YHR023W	snap_masked-flattened_line_16-processed-gene-2.126-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.126&CDS=1-5706
1870	OG0001870	YHR024C	snap_masked-flattened_line_16-processed-gene-2.127-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.127&CDS=1-1470
1871	OG0001871	YHR025W	snap_masked-flattened_line_16-processed-gene-2.130-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.130&CDS=1-1071
1872	OG0001872	YHR026W	snap_masked-flattened_line_16-processed-gene-2.128-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.128&CDS=1-624
1873	OG0001873	YHR027C	snap_masked-flattened_line_16-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.43&CDS=1-2841
1874	OG0001874	YHR028C	maker-flattened_line_16-augustus-gene-0.38-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-0.38&CDS=1-3051
1875	OG0001875	YHR030C	snap_masked-flattened_line_16-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.50&CDS=1-1539
1876	OG0001876	YHR031C	snap_masked-flattened_line_16-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.49&CDS=1-2085
1877	OG0001877	YHR034C	snap_masked-flattened_line_52-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.4&CDS=1-903
1878	OG0001878	YHR036W	snap_masked-flattened_line_58-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.130&CDS=1-1407
1879	OG0001879	YHR037W	snap_masked-flattened_line_84-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.130&CDS=1-1794
1880	OG0001880	YHR038W	snap_masked-flattened_line_58-processed-gene-0.132-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.132&CDS=1-750
1881	OG0001881	YHR039C	snap_masked-flattened_line_58-processed-gene-0.171-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.171&CDS=1-1872
1882	OG0001882	YHR039C-A	genemark-flattened_line_58-processed-gene-0.223-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.223&CDS=1-348
1883	OG0001883	YHR040W	snap_masked-flattened_line_58-processed-gene-0.170-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.170&CDS=1-1083
1884	OG0001884	YHR042W	snap_masked-flattened_line_8-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.39&CDS=1-2010
1885	OG0001885	YHR045W	snap_masked-flattened_line_40-processed-gene-1.39-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.39&CDS=1-1548
1886	OG0001886	YHR048W	maker-flattened_line_0-snap-gene-4.74-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-4.74&CDS=1-3267
1887	OG0001887	YHR049W	snap_masked-flattened_line_30-processed-gene-1.145-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.145&CDS=1-705
1888	OG0001888	YHR050W	snap_masked-flattened_line_30-processed-gene-1.146-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.146&CDS=1-1722
1889	OG0001889	YHR051W	maker-flattened_line_16-snap-gene-0.79-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-0.79&CDS=1-444
1890	OG0001890	YHR052W	snap_masked-flattened_line_16-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.55&CDS=1-1167
1891	OG0001891	YHR058C	snap_masked-flattened_line_12-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.56&CDS=1-768
1892	OG0001892	YHR059W	snap_masked-flattened_line_44-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.110&CDS=1-387
1893	OG0001893	YHR062C	snap_masked-flattened_line_144-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_144-processed-gene-0.8&CDS=1-852
1894	OG0001894	YHR063C	augustus_masked-flattened_line_8-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.118&CDS=1-1050
1895	OG0001895	YHR064C	snap_masked-flattened_line_8-processed-gene-1.40-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.40&CDS=1-1620
1896	OG0001896	YHR065C	snap_masked-flattened_line_8-processed-gene-1.45-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.45&CDS=1-1470
1897	OG0001897	YHR067W	snap_masked-flattened_line_8-processed-gene-1.36-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.36&CDS=1-789
1898	OG0001898	YHR068W	snap_masked-flattened_line_8-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.18&CDS=1-1131
1899	OG0001899	YHR069C	snap_masked-flattened_line_8-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.13&CDS=1-1041
1900	OG0001900	YHR070W	snap_masked-flattened_line_8-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.33&CDS=1-1344
1901	OG0001901	YHR071W	snap_masked-flattened_line_14-processed-gene-1.57-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.57&CDS=1-786
1902	OG0001902	YHR072W	snap_masked-flattened_line_8-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.35&CDS=1-2163
1903	OG0001903	YHR072W-A	snap_masked-flattened_line_8-processed-gene-1.23-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.23&CDS=1-192
1904	OG0001904	YHR073W	augustus_masked-flattened_line_62-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.164&CDS=1-4785
1905	OG0001905	YHR074W	snap_masked-flattened_line_36-processed-gene-1.206-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.206&CDS=1-2139
1906	OG0001906	YHR075C	genemark-flattened_line_52-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.78&CDS=1-720
1907	OG0001907	YHR076W	augustus_masked-flattened_line_64-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.35&CDS=1-999
1908	OG0001908	YHR077C	snap_masked-flattened_line_64-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.101&CDS=1-2853
1909	OG0001909	YHR078W	snap_masked-flattened_line_56-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.70&CDS=1-1638
1910	OG0001910	YHR079C	snap_masked-flattened_line_20-processed-gene-1.131-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.131&CDS=1-3447
1911	OG0001911	YHR079C-A	snap_masked-flattened_line_72-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.87&CDS=1-300
1912	OG0001912	YHR081W	snap_masked-flattened_line_72-processed-gene-0.122-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.122&CDS=1-570
1913	OG0001913	YHR082C	snap_masked-flattened_line_72-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.77&CDS=1-2055
1914	OG0001914	YHR083W	snap_masked-flattened_line_168-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_168-processed-gene-0.17&CDS=1-984
1915	OG0001915	YHR084W	snap_masked-flattened_line_168-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_168-processed-gene-0.18&CDS=1-1770
1916	OG0001916	YHR085W	maker-flattened_line_58-snap-gene-0.176-mRNA-1_1&gene=maker-flattened_line_58-snap-gene-0.176&CDS=1-1047
1917	OG0001917	YHR086W	snap_masked-flattened_line_108-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.90&CDS=1-1356
1918	OG0001918	YHR087W	snap_masked-flattened_line_58-processed-gene-0.131-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.131&CDS=1-399
1919	OG0001919	YHR088W	snap_masked-flattened_line_8-processed-gene-1.35-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.35&CDS=1-870
1920	OG0001920	YHR089C	snap_masked-flattened_line_194-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_194-processed-gene-0.27&CDS=1-615
1921	OG0001921	YHR098C	augustus_masked-flattened_line_44-processed-gene-0.240-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.240&CDS=1-2712
1922	OG0001922	YHR099W	snap_masked-flattened_line_3-processed-gene-1.134-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-1.134&CDS=1-11244
1923	OG0001923	YHR100C	snap_masked-flattened_line_8-processed-gene-2.122-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.122&CDS=1-621
1924	OG0001924	YHR102W	snap_masked-flattened_line_108-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.78&CDS=1-2487
1925	OG0001925	YHR104W	snap_masked-flattened_line_40-processed-gene-1.44-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.44&CDS=1-957
1926	OG0001926	YHR105W	snap_masked-flattened_line_3-processed-gene-4.44-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.44&CDS=1-483
1927	OG0001927	YHR107C	maker-flattened_line_80-snap-gene-0.112-mRNA-1_1&gene=maker-flattened_line_80-snap-gene-0.112&CDS=1-1134
1928	OG0001928	YHR108W	snap_masked-flattened_line_80-processed-gene-0.168-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.168&CDS=1-1749
1929	OG0001929	YHR111W	snap_masked-flattened_line_3-processed-gene-3.134-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.134&CDS=1-1266
1930	OG0001930	YHR112C	maker-flattened_line_3-snap-gene-3.104-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-3.104&CDS=1-1131
1931	OG0001931	YHR113W	snap_masked-flattened_line_134-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_134-processed-gene-0.95&CDS=1-1500
1932	OG0001932	YHR114W	snap_masked-flattened_line_178-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_178-processed-gene-0.8&CDS=1-1860
1933	OG0001933	YHR116W	snap_masked-flattened_line_20-processed-gene-2.87-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.87&CDS=1-354
1934	OG0001934	YHR119W	snap_masked-flattened_line_20-processed-gene-2.76-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.76&CDS=1-2673
1935	OG0001935	YHR120W	snap_masked-flattened_line_20-processed-gene-2.77-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.77&CDS=1-2703
1936	OG0001936	YHR121W	snap_masked-flattened_line_20-processed-gene-2.112-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.112&CDS=1-564
1937	OG0001937	YHR122W	snap_masked-flattened_line_20-processed-gene-1.155-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.155&CDS=1-603
1938	OG0001938	YHR124W	snap_masked-flattened_line_20-processed-gene-2.78-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.78&CDS=1-1821
1939	OG0001939	YHR132C	augustus_masked-flattened_line_78-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.186&CDS=1-1701
1940	OG0001940	YHR132W-A	snap_masked-flattened_line_36-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.61&CDS=1-309
1941	OG0001941	YHR134W	snap_masked-flattened_line_26-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.91&CDS=1-852
1942	OG0001942	YHR135C	snap_masked-flattened_line_144-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_144-processed-gene-0.20&CDS=1-1509
1943	OG0001943	YHR137W	snap_masked-flattened_line_14-processed-gene-2.53-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.53&CDS=1-1413
1944	OG0001944	YHR140W	snap_masked-flattened_line_36-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.42&CDS=1-690
1945	OG0001945	YHR142W	snap_masked-flattened_line_12-processed-gene-2.114-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.114&CDS=1-909
1946	OG0001946	YHR143W-A	snap_masked-flattened_line_118-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_118-processed-gene-0.6&CDS=1-210
1947	OG0001947	YHR144C	snap_masked-flattened_line_118-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_118-processed-gene-0.13&CDS=1-993
1948	OG0001948	YHR146W	snap_masked-flattened_line_82-processed-gene-0.164-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.164&CDS=1-1104
1949	OG0001949	YHR147C	snap_masked-flattened_line_60-processed-gene-0.178-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.178&CDS=1-582
1950	OG0001950	YHR148W	snap_masked-flattened_line_60-processed-gene-0.215-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.215&CDS=1-549
1951	OG0001951	YHR150W	snap_masked-flattened_line_5-processed-gene-1.75-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.75&CDS=1-1590
1952	OG0001952	YHR151C	snap_masked-flattened_line_90-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.102&CDS=1-1659
1953	OG0001953	YHR154W	maker-flattened_line_194-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_194-snap-gene-0.0&CDS=1-2373
1954	OG0001954	YHR158C	snap_masked-flattened_line_22-processed-gene-1.221-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.221&CDS=1-3786
1955	OG0001955	YHR159W	snap_masked-flattened_line_22-processed-gene-1.267-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.267&CDS=1-1260
1956	OG0001956	YHR164C	snap_masked-flattened_line_16-processed-gene-2.168-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.168&CDS=1-4389
1957	OG0001957	YHR165C	maker-flattened_line_36-snap-gene-1.7-mRNA-1_1&gene=maker-flattened_line_36-snap-gene-1.7&CDS=1-8733
1958	OG0001958	YHR168W	snap_masked-flattened_line_48-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.113&CDS=1-1581
1959	OG0001959	YHR169W	snap_masked-flattened_line_48-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.107&CDS=1-1356
1960	OG0001960	YHR170W	snap_masked-flattened_line_48-processed-gene-0.157-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.157&CDS=1-1521
1961	OG0001961	YHR171W	maker-flattened_line_48-snap-gene-0.200-mRNA-1_1&gene=maker-flattened_line_48-snap-gene-0.200&CDS=1-1860
1962	OG0001962	YHR172W	snap_masked-flattened_line_48-processed-gene-0.158-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.158&CDS=1-2271
1963	OG0001963	YHR175W	augustus_masked-flattened_line_16-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.45&CDS=1-474
