	OrthologID	Saccharomyces_cerevisiae	Yarrowia_lipolytica
1467	OG0001467	YGL241W	augustus_masked-YALI0B-processed-gene-24.68-mRNA-1_1&gene=augustus_masked-YALI0B-processed-gene-24.68&CDS=1-2721
1468	OG0001468	YGL242C	genemark-YALI0B-processed-gene-24.51-mRNA-1_1&gene=genemark-YALI0B-processed-gene-24.51&CDS=1-489
1469	OG0001469	YGL243W	genemark-YALI0B-processed-gene-24.36-mRNA-1_1&gene=genemark-YALI0B-processed-gene-24.36&CDS=1-1125
1470	OG0001470	YGL244W	genemark-YALI0D-processed-gene-2.21-mRNA-1_1&gene=genemark-YALI0D-processed-gene-2.21&CDS=1-1542
1471	OG0001471	YGL245W	genemark-YALI0E-processed-gene-33.26-mRNA-1_1&gene=genemark-YALI0E-processed-gene-33.26&CDS=1-2100
1472	OG0001472	YGL246C	genemark-YALI0E-processed-gene-33.13-mRNA-1_1&gene=genemark-YALI0E-processed-gene-33.13&CDS=1-1047
1473	OG0001473	YGL247W	augustus_masked-YALI0E-processed-gene-33.57-mRNA-1_1&gene=augustus_masked-YALI0E-processed-gene-33.57&CDS=1-1515
1474	OG0001474	YGL248W	maker-YALI0E-snap-gene-38.46-mRNA-1_1&gene=maker-YALI0E-snap-gene-38.46&CDS=1-1146
1475	OG0001475	YGL252C	genemark-YALI0B-processed-gene-29.99-mRNA-1_1&gene=genemark-YALI0B-processed-gene-29.99&CDS=1-1866
1476	OG0001476	YGL256W	genemark-YALI0E-processed-gene-18.65-mRNA-1_1&gene=genemark-YALI0E-processed-gene-18.65&CDS=1-1476
1477	OG0001477	YGR001C	genemark-YALI0C-processed-gene-29.54-mRNA-1_1&gene=genemark-YALI0C-processed-gene-29.54&CDS=1-777
1478	OG0001478	YGR002C	genemark-YALI0D-processed-gene-12.69-mRNA-1_1&gene=genemark-YALI0D-processed-gene-12.69&CDS=1-1512
1479	OG0001479	YGR003W	snap_masked-YALI0B-processed-gene-5.72-mRNA-1_1&gene=snap_masked-YALI0B-processed-gene-5.72&CDS=1-2328
1480	OG0001480	YGR005C	genemark-YALI0F-processed-gene-21.98-mRNA-1_1&gene=genemark-YALI0F-processed-gene-21.98&CDS=1-1011
1481	OG0001481	YGR006W	augustus_masked-YALI0F-processed-gene-21.44-mRNA-1_1&gene=augustus_masked-YALI0F-processed-gene-21.44&CDS=1-1062
1482	OG0001482	YGR007W	genemark-YALI0C-processed-gene-8.14-mRNA-1_1&gene=genemark-YALI0C-processed-gene-8.14&CDS=1-1164
1483	OG0001483	YGR009C	genemark-YALI0E-processed-gene-22.3-mRNA-1_1&gene=genemark-YALI0E-processed-gene-22.3&CDS=1-1824
1484	OG0001484	YGR012W	genemark-YALI0E-processed-gene-10.37-mRNA-1_1&gene=genemark-YALI0E-processed-gene-10.37&CDS=1-1170
1485	OG0001485	YGR013W	augustus_masked-YALI0D-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-YALI0D-processed-gene-0.68&CDS=1-1635
1486	OG0001486	YGR014W	snap_masked-YALI0D-processed-gene-0.26-mRNA-1_1&gene=snap_masked-YALI0D-processed-gene-0.26&CDS=1-3639
1487	OG0001487	YGR017W	genemark-YALI0B-processed-gene-5.20-mRNA-1_1&gene=genemark-YALI0B-processed-gene-5.20&CDS=1-879
1488	OG0001488	YGR019W	genemark-YALI0E-processed-gene-21.25-mRNA-1_1&gene=genemark-YALI0E-processed-gene-21.25&CDS=1-1494
1489	OG0001489	YGR020C	genemark-YALI0E-processed-gene-19.67-mRNA-1_1&gene=genemark-YALI0E-processed-gene-19.67&CDS=1-381
1490	OG0001490	YGR021W	augustus_masked-YALI0E-processed-gene-19.9-mRNA-1_1&gene=augustus_masked-YALI0E-processed-gene-19.9&CDS=1-873
1491	OG0001491	YGR024C	genemark-YALI0E-processed-gene-12.29-mRNA-1_1&gene=genemark-YALI0E-processed-gene-12.29&CDS=1-927
1492	OG0001492	YGR028W	genemark-YALI0C-processed-gene-31.88-mRNA-1_1&gene=genemark-YALI0C-processed-gene-31.88&CDS=1-1149
1493	OG0001493	YGR029W	genemark-YALI0D-processed-gene-34.42-mRNA-1_1&gene=genemark-YALI0D-processed-gene-34.42&CDS=1-570
1494	OG0001494	YGR031W	snap_masked-YALI0D-processed-gene-10.34-mRNA-1_1&gene=snap_masked-YALI0D-processed-gene-10.34&CDS=1-945
1495	OG0001495	YGR032W	snap_masked-YALI0E-processed-gene-25.80-mRNA-1_1&gene=snap_masked-YALI0E-processed-gene-25.80&CDS=1-5817
1496	OG0001496	YGR033C	genemark-YALI0D-processed-gene-0.42-mRNA-1_1&gene=genemark-YALI0D-processed-gene-0.42&CDS=1-807
1497	OG0001497	YGR036C	genemark-YALI0D-processed-gene-26.62-mRNA-1_1&gene=genemark-YALI0D-processed-gene-26.62&CDS=1-648
1498	OG0001498	YGR037C	genemark-YALI0E-processed-gene-27.105-mRNA-1_1&gene=genemark-YALI0E-processed-gene-27.105&CDS=1-258
1499	OG0001499	YGR046W	genemark-YALI0C-processed-gene-17.28-mRNA-1_1&gene=genemark-YALI0C-processed-gene-17.28&CDS=1-1524
1500	OG0001500	YGR047C	snap_masked-YALI0B-processed-gene-0.17-mRNA-1_1&gene=snap_masked-YALI0B-processed-gene-0.17&CDS=1-2778
1501	OG0001501	YGR048W	genemark-YALI0E-processed-gene-31.8-mRNA-1_1&gene=genemark-YALI0E-processed-gene-31.8&CDS=1-1122
1502	OG0001502	YGR054W	genemark-YALI0C-processed-gene-12.67-mRNA-1_1&gene=genemark-YALI0C-processed-gene-12.67&CDS=1-1683
1503	OG0001503	YGR055W	genemark-YALI0F-processed-gene-33.45-mRNA-1_1&gene=genemark-YALI0F-processed-gene-33.45&CDS=1-1722
1504	OG0001504	YGR058W	genemark-YALI0B-processed-gene-26.3-mRNA-1_1&gene=genemark-YALI0B-processed-gene-26.3&CDS=1-1128
1505	OG0001505	YGR060W	genemark-YALI0F-processed-gene-15.39-mRNA-1_1&gene=genemark-YALI0F-processed-gene-15.39&CDS=1-927
1506	OG0001506	YGR061C	genemark-YALI0F-processed-gene-37.15-mRNA-1_1&gene=genemark-YALI0F-processed-gene-37.15&CDS=1-3951
1507	OG0001507	YGR063C	genemark-YALI0F-processed-gene-18.52-mRNA-1_1&gene=genemark-YALI0F-processed-gene-18.52&CDS=1-330
1508	OG0001508	YGR074W	snap_masked-YALI0A-processed-gene-5.24-mRNA-1_1&gene=snap_masked-YALI0A-processed-gene-5.24&CDS=1-414
1509	OG0001509	YGR076C	genemark-YALI0D-processed-gene-30.78-mRNA-1_1&gene=genemark-YALI0D-processed-gene-30.78&CDS=1-549
1510	OG0001510	YGR078C	genemark-YALI0B-processed-gene-12.50-mRNA-1_1&gene=genemark-YALI0B-processed-gene-12.50&CDS=1-564
1511	OG0001511	YGR080W	snap_masked-YALI0E-processed-gene-41.82-mRNA-1_1&gene=snap_masked-YALI0E-processed-gene-41.82&CDS=1-915
1512	OG0001512	YGR081C	snap_masked-YALI0B-processed-gene-4.100-mRNA-1_1&gene=snap_masked-YALI0B-processed-gene-4.100&CDS=1-624
1513	OG0001513	YGR082W	genemark-YALI0A-processed-gene-6.34-mRNA-1_1&gene=genemark-YALI0A-processed-gene-6.34&CDS=1-492
1514	OG0001514	YGR083C	genemark-YALI0E-processed-gene-0.35-mRNA-1_1&gene=genemark-YALI0E-processed-gene-0.35&CDS=1-1293
1515	OG0001515	YGR086C	genemark-YALI0C-processed-gene-15.92-mRNA-1_1&gene=genemark-YALI0C-processed-gene-15.92&CDS=1-930
1516	OG0001516	YGR090W	snap_masked-YALI0E-processed-gene-37.94-mRNA-1_1&gene=snap_masked-YALI0E-processed-gene-37.94&CDS=1-3429
1517	OG0001517	YGR091W	genemark-YALI0B-processed-gene-18.9-mRNA-1_1&gene=genemark-YALI0B-processed-gene-18.9&CDS=1-1566
1518	OG0001518	YGR093W	snap_masked-YALI0B-processed-gene-29.143-mRNA-1_1&gene=snap_masked-YALI0B-processed-gene-29.143&CDS=1-1443
1519	OG0001519	YGR094W	genemark-YALI0F-processed-gene-27.39-mRNA-1_1&gene=genemark-YALI0F-processed-gene-27.39&CDS=1-3141
1520	OG0001520	YGR095C	genemark-YALI0F-processed-gene-27.42-mRNA-1_1&gene=genemark-YALI0F-processed-gene-27.42&CDS=1-648
1521	OG0001521	YGR096W	genemark-YALI0F-processed-gene-27.40-mRNA-1_1&gene=genemark-YALI0F-processed-gene-27.40&CDS=1-1008
1522	OG0001522	YGR098C	augustus_masked-YALI0C-processed-gene-12.54-mRNA-1_1&gene=augustus_masked-YALI0C-processed-gene-12.54&CDS=1-4737
1523	OG0001523	YGR099W	snap_masked-YALI0D-processed-gene-29.25-mRNA-1_1&gene=snap_masked-YALI0D-processed-gene-29.25&CDS=1-2268
1524	OG0001524	YGR100W	genemark-YALI0B-processed-gene-2.10-mRNA-1_1&gene=genemark-YALI0B-processed-gene-2.10&CDS=1-2901
1525	OG0001525	YGR103W	genemark-YALI0B-processed-gene-29.121-mRNA-1_1&gene=genemark-YALI0B-processed-gene-29.121&CDS=1-1770
1526	OG0001526	YGR104C	genemark-YALI0B-processed-gene-29.93-mRNA-1_1&gene=genemark-YALI0B-processed-gene-29.93&CDS=1-582
1527	OG0001527	YGR105W	genemark-YALI0B-processed-gene-29.92-mRNA-1_1&gene=genemark-YALI0B-processed-gene-29.92&CDS=1-216
1528	OG0001528	YGR110W	genemark-YALI0D-processed-gene-22.24-mRNA-1_1&gene=genemark-YALI0D-processed-gene-22.24&CDS=1-1467
1529	OG0001529	YGR111W	genemark-YALI0E-processed-gene-6.31-mRNA-1_1&gene=genemark-YALI0E-processed-gene-6.31&CDS=1-1203
1530	OG0001530	YGR112W	genemark-YALI0F-processed-gene-39.31-mRNA-1_1&gene=genemark-YALI0F-processed-gene-39.31&CDS=1-1035
1531	OG0001531	YGR113W	genemark-YALI0F-processed-gene-7.86-mRNA-1_1&gene=genemark-YALI0F-processed-gene-7.86&CDS=1-522
1532	OG0001532	YGR116W	genemark-YALI0B-processed-gene-2.2-mRNA-1_1&gene=genemark-YALI0B-processed-gene-2.2&CDS=1-4218
1533	OG0001533	YGR119C	genemark-YALI0A-processed-gene-22.111-mRNA-1_1&gene=genemark-YALI0A-processed-gene-22.111&CDS=1-1584
1534	OG0001534	YGR123C	genemark-YALI0B-processed-gene-9.53-mRNA-1_1&gene=genemark-YALI0B-processed-gene-9.53&CDS=1-1437
1535	OG0001535	YGR124W	genemark-YALI0A-processed-gene-13.80-mRNA-1_1&gene=genemark-YALI0A-processed-gene-13.80&CDS=1-1692
1536	OG0001536	YGR125W	genemark-YALI0F-processed-gene-30.95-mRNA-1_1&gene=genemark-YALI0F-processed-gene-30.95&CDS=1-2985
1537	OG0001537	YGR127W	genemark-YALI0D-processed-gene-2.4-mRNA-1_1&gene=genemark-YALI0D-processed-gene-2.4&CDS=1-945
1538	OG0001538	YGR128C	augustus_masked-YALI0F-processed-gene-30.42-mRNA-1_1&gene=augustus_masked-YALI0F-processed-gene-30.42&CDS=1-1980
1539	OG0001539	YGR132C	genemark-YALI0E-processed-gene-5.55-mRNA-1_1&gene=genemark-YALI0E-processed-gene-5.55&CDS=1-846
1540	OG0001540	YGR135W	genemark-YALI0C-processed-gene-26.84-mRNA-1_1&gene=genemark-YALI0C-processed-gene-26.84&CDS=1-750
1541	OG0001541	YGR144W	genemark-YALI0A-processed-gene-9.48-mRNA-1_1&gene=genemark-YALI0A-processed-gene-9.48&CDS=1-951
1542	OG0001542	YGR145W	genemark-YALI0A-processed-gene-22.122-mRNA-1_1&gene=genemark-YALI0A-processed-gene-22.122&CDS=1-2082
1543	OG0001543	YGR147C	genemark-YALI0F-processed-gene-20.40-mRNA-1_1&gene=genemark-YALI0F-processed-gene-20.40&CDS=1-819
1544	OG0001544	YGR149W	genemark-YALI0F-processed-gene-36.83-mRNA-1_1&gene=genemark-YALI0F-processed-gene-36.83&CDS=1-1299
1545	OG0001545	YGR150C	genemark-YALI0A-processed-gene-6.22-mRNA-1_1&gene=genemark-YALI0A-processed-gene-6.22&CDS=1-2319
1546	OG0001546	YGR152C	genemark-YALI0F-processed-gene-30.99-mRNA-1_1&gene=genemark-YALI0F-processed-gene-30.99&CDS=1-762
1547	OG0001547	YGR155W	genemark-YALI0E-processed-gene-11.47-mRNA-1_1&gene=genemark-YALI0E-processed-gene-11.47&CDS=1-1536
1548	OG0001548	YGR157W	genemark-YALI0E-processed-gene-7.39-mRNA-1_1&gene=genemark-YALI0E-processed-gene-7.39&CDS=1-2826
1549	OG0001549	YGR158C	genemark-YALI0E-processed-gene-7.36-mRNA-1_1&gene=genemark-YALI0E-processed-gene-7.36&CDS=1-786
1550	OG0001550	YGR159C	genemark-YALI0F-processed-gene-18.57-mRNA-1_1&gene=genemark-YALI0F-processed-gene-18.57&CDS=1-1266
1551	OG0001551	YGR163W	genemark-YALI0D-processed-gene-13.42-mRNA-1_1&gene=genemark-YALI0D-processed-gene-13.42&CDS=1-975
1552	OG0001552	YGR165W	genemark-YALI0A-processed-gene-14.0-mRNA-1_1&gene=genemark-YALI0A-processed-gene-14.0&CDS=1-1017
1553	OG0001553	YGR167W	genemark-YALI0E-processed-gene-39.48-mRNA-1_1&gene=genemark-YALI0E-processed-gene-39.48&CDS=1-651
1554	OG0001554	YGR169C	genemark-YALI0B-processed-gene-2.19-mRNA-1_1&gene=genemark-YALI0B-processed-gene-2.19&CDS=1-1011
1555	OG0001555	YGR170W	genemark-YALI0D-processed-gene-4.42-mRNA-1_1&gene=genemark-YALI0D-processed-gene-4.42&CDS=1-3570
1556	OG0001556	YGR171C	genemark-YALI0D-processed-gene-4.33-mRNA-1_1&gene=genemark-YALI0D-processed-gene-4.33&CDS=1-1596
1557	OG0001557	YGR172C	genemark-YALI0D-processed-gene-6.30-mRNA-1_1&gene=genemark-YALI0D-processed-gene-6.30&CDS=1-714
1558	OG0001558	YGR173W	genemark-YALI0B-processed-gene-17.33-mRNA-1_1&gene=genemark-YALI0B-processed-gene-17.33&CDS=1-1113
1559	OG0001559	YGR174C	genemark-YALI0E-processed-gene-18.63-mRNA-1_1&gene=genemark-YALI0E-processed-gene-18.63&CDS=1-438
1560	OG0001560	YGR175C	genemark-YALI0E-processed-gene-18.64-mRNA-1_1&gene=genemark-YALI0E-processed-gene-18.64&CDS=1-1467
1561	OG0001561	YGR178C	augustus_masked-YALI0B-processed-gene-29.55-mRNA-1_1&gene=augustus_masked-YALI0B-processed-gene-29.55&CDS=1-2520
1562	OG0001562	YGR181W	genemark-YALI0D-processed-gene-8.33-mRNA-1_1&gene=genemark-YALI0D-processed-gene-8.33&CDS=1-243
1563	OG0001563	YGR183C	genemark-YALI0B-processed-gene-2.24-mRNA-1_1&gene=genemark-YALI0B-processed-gene-2.24&CDS=1-207
1564	OG0001564	YGR184C	genemark-YALI0B-processed-gene-5.22-mRNA-1_1&gene=genemark-YALI0B-processed-gene-5.22&CDS=1-5631
1565	OG0001565	YGR185C	genemark-YALI0C-processed-gene-21.33-mRNA-1_1&gene=genemark-YALI0C-processed-gene-21.33&CDS=1-1179
1566	OG0001566	YGR186W	genemark-YALI0F-processed-gene-17.56-mRNA-1_1&gene=genemark-YALI0F-processed-gene-17.56&CDS=1-1665
1567	OG0001567	YGR187C	genemark-YALI0F-processed-gene-10.50-mRNA-1_1&gene=genemark-YALI0F-processed-gene-10.50&CDS=1-1083
1568	OG0001568	YGR188C	genemark-YALI0B-processed-gene-29.116-mRNA-1_1&gene=genemark-YALI0B-processed-gene-29.116&CDS=1-2904
1569	OG0001569	YGR193C	genemark-YALI0B-processed-gene-13.93-mRNA-1_1&gene=genemark-YALI0B-processed-gene-13.93&CDS=1-1230
1570	OG0001570	YGR194C	genemark-YALI0F-processed-gene-14.27-mRNA-1_1&gene=genemark-YALI0F-processed-gene-14.27&CDS=1-1620
1571	OG0001571	YGR195W	genemark-YALI0D-processed-gene-8.30-mRNA-1_1&gene=genemark-YALI0D-processed-gene-8.30&CDS=1-723
1572	OG0001572	YGR200C	genemark-YALI0C-processed-gene-31.116-mRNA-1_1&gene=genemark-YALI0C-processed-gene-31.116&CDS=1-2232
1573	OG0001573	YGR202C	genemark-YALI0D-processed-gene-22.35-mRNA-1_1&gene=genemark-YALI0D-processed-gene-22.35&CDS=1-1098
1574	OG0001574	YGR205W	genemark-YALI0A-processed-gene-3.112-mRNA-1_1&gene=genemark-YALI0A-processed-gene-3.112&CDS=1-957
1575	OG0001575	YGR207C	genemark-YALI0C-processed-gene-27.31-mRNA-1_1&gene=genemark-YALI0C-processed-gene-27.31&CDS=1-768
1576	OG0001576	YGR208W	genemark-YALI0B-processed-gene-27.5-mRNA-1_1&gene=genemark-YALI0B-processed-gene-27.5&CDS=1-912
1577	OG0001577	YGR210C	genemark-YALI0E-processed-gene-23.68-mRNA-1_1&gene=genemark-YALI0E-processed-gene-23.68&CDS=1-1218
1578	OG0001578	YGR211W	genemark-YALI0F-processed-gene-30.81-mRNA-1_1&gene=genemark-YALI0F-processed-gene-30.81&CDS=1-1515
1579	OG0001579	YGR215W	genemark-YALI0E-processed-gene-18.44-mRNA-1_1&gene=genemark-YALI0E-processed-gene-18.44&CDS=1-324
1580	OG0001580	YGR216C	augustus_masked-YALI0E-processed-gene-12.20-mRNA-1_1&gene=augustus_masked-YALI0E-processed-gene-12.20&CDS=1-1716
1581	OG0001581	YGR217W	augustus_masked-YALI0E-processed-gene-18.18-mRNA-1_1&gene=augustus_masked-YALI0E-processed-gene-18.18&CDS=1-3960
1582	OG0001582	YGR218W	genemark-YALI0F-processed-gene-13.82-mRNA-1_1&gene=genemark-YALI0F-processed-gene-13.82&CDS=1-3240
1583	OG0001583	YGR220C	genemark-YALI0F-processed-gene-13.65-mRNA-1_1&gene=genemark-YALI0F-processed-gene-13.65&CDS=1-852
1584	OG0001584	YGR223C	genemark-YALI0B-processed-gene-20.59-mRNA-1_1&gene=genemark-YALI0B-processed-gene-20.59&CDS=1-1044
1585	OG0001585	YGR227W	genemark-YALI0B-processed-gene-22.76-mRNA-1_1&gene=genemark-YALI0B-processed-gene-22.76&CDS=1-1566
1586	OG0001586	YGR229C	genemark-YALI0B-processed-gene-27.9-mRNA-1_1&gene=genemark-YALI0B-processed-gene-27.9&CDS=1-2139
1587	OG0001587	YGR230W	genemark-YALI0B-processed-gene-27.27-mRNA-1_1&gene=genemark-YALI0B-processed-gene-27.27&CDS=1-258
1588	OG0001588	YGR231C	genemark-YALI0B-processed-gene-27.6-mRNA-1_1&gene=genemark-YALI0B-processed-gene-27.6&CDS=1-903
1589	OG0001589	YGR232W	genemark-YALI0C-processed-gene-1.86-mRNA-1_1&gene=genemark-YALI0C-processed-gene-1.86&CDS=1-684
1590	OG0001590	YGR233C	genemark-YALI0A-processed-gene-1.34-mRNA-1_1&gene=genemark-YALI0A-processed-gene-1.34&CDS=1-2988
1591	OG0001591	YGR234W	genemark-YALI0C-processed-gene-28.47-mRNA-1_1&gene=genemark-YALI0C-processed-gene-28.47&CDS=1-1122
1592	OG0001592	YGR235C	genemark-YALI0E-processed-gene-7.53-mRNA-1_1&gene=genemark-YALI0E-processed-gene-7.53&CDS=1-774
1593	OG0001593	YGR244C	genemark-YALI0D-processed-gene-5.73-mRNA-1_1&gene=genemark-YALI0D-processed-gene-5.73&CDS=1-1305
1594	OG0001594	YGR245C	genemark-YALI0E-processed-gene-2.89-mRNA-1_1&gene=genemark-YALI0E-processed-gene-2.89&CDS=1-2100
1595	OG0001595	YGR246C	genemark-YALI0E-processed-gene-28.9-mRNA-1_1&gene=genemark-YALI0E-processed-gene-28.9&CDS=1-1536
1596	OG0001596	YGR247W	genemark-YALI0A-processed-gene-21.58-mRNA-1_1&gene=genemark-YALI0A-processed-gene-21.58&CDS=1-657
1597	OG0001597	YGR252W	genemark-YALI0E-processed-gene-3.5-mRNA-1_1&gene=genemark-YALI0E-processed-gene-3.5&CDS=1-1392
1598	OG0001598	YGR253C	genemark-YALI0E-processed-gene-3.23-mRNA-1_1&gene=genemark-YALI0E-processed-gene-3.23&CDS=1-759
1599	OG0001599	YGR255C	genemark-YALI0A-processed-gene-9.33-mRNA-1_1&gene=genemark-YALI0A-processed-gene-9.33&CDS=1-1395
1600	OG0001600	YGR257C	genemark-YALI0E-processed-gene-8.2-mRNA-1_1&gene=genemark-YALI0E-processed-gene-8.2&CDS=1-1212
1601	OG0001601	YGR258C	maker-YALI0D-snap-gene-25.33-mRNA-1_1&gene=maker-YALI0D-snap-gene-25.33&CDS=1-2355
1602	OG0001602	YGR261C	genemark-YALI0B-processed-gene-27.11-mRNA-1_1&gene=genemark-YALI0B-processed-gene-27.11&CDS=1-2349
1603	OG0001603	YGR262C	genemark-YALI0F-processed-gene-13.52-mRNA-1_1&gene=genemark-YALI0F-processed-gene-13.52&CDS=1-744
1604	OG0001604	YGR264C	genemark-YALI0F-processed-gene-37.24-mRNA-1_1&gene=genemark-YALI0F-processed-gene-37.24&CDS=1-2250
1605	OG0001605	YGR266W	snap_masked-YALI0E-processed-gene-13.95-mRNA-1_1&gene=snap_masked-YALI0E-processed-gene-13.95&CDS=1-2055
1606	OG0001606	YGR267C	genemark-YALI0A-processed-gene-10.22-mRNA-1_1&gene=genemark-YALI0A-processed-gene-10.22&CDS=1-903
1607	OG0001607	YGR268C	genemark-YALI0D-processed-gene-22.28-mRNA-1_1&gene=genemark-YALI0D-processed-gene-22.28&CDS=1-858
1608	OG0001608	YGR270W	snap_masked-YALI0F-processed-gene-30.17-mRNA-1_1&gene=snap_masked-YALI0F-processed-gene-30.17&CDS=1-3864
1609	OG0001609	YGR271C-A	genemark-YALI0B-processed-gene-9.71-mRNA-1_1&gene=genemark-YALI0B-processed-gene-9.71&CDS=1-915
1610	OG0001610	YGR271W	genemark-YALI0B-processed-gene-18.30-mRNA-1_1&gene=genemark-YALI0B-processed-gene-18.30&CDS=1-5688
1611	OG0001611	YGR274C	genemark-YALI0F-processed-gene-39.39-mRNA-1_1&gene=genemark-YALI0F-processed-gene-39.39&CDS=1-3240
1612	OG0001612	YGR276C	genemark-YALI0B-processed-gene-20.47-mRNA-1_1&gene=genemark-YALI0B-processed-gene-20.47&CDS=1-1890
1613	OG0001613	YGR277C	genemark-YALI0D-processed-gene-24.47-mRNA-1_1&gene=genemark-YALI0D-processed-gene-24.47&CDS=1-1107
1614	OG0001614	YGR278W	augustus_masked-YALI0D-processed-gene-26.93-mRNA-1_1&gene=augustus_masked-YALI0D-processed-gene-26.93&CDS=1-2268
1615	OG0001615	YGR280C	genemark-YALI0F-processed-gene-20.29-mRNA-1_1&gene=genemark-YALI0F-processed-gene-20.29&CDS=1-876
1616	OG0001616	YGR281W	genemark-YALI0D-processed-gene-32.56-mRNA-1_1&gene=genemark-YALI0D-processed-gene-32.56&CDS=1-4347
1617	OG0001617	YGR282C	genemark-YALI0B-processed-gene-5.2-mRNA-1_1&gene=genemark-YALI0B-processed-gene-5.2&CDS=1-939
1618	OG0001618	YGR284C	genemark-YALI0F-processed-gene-3.48-mRNA-1_1&gene=genemark-YALI0F-processed-gene-3.48&CDS=1-966
1619	OG0001619	YGR285C	genemark-YALI0A-processed-gene-0.76-mRNA-1_1&gene=genemark-YALI0A-processed-gene-0.76&CDS=1-1287
1620	OG0001620	YGR286C	genemark-YALI0D-processed-gene-18.44-mRNA-1_1&gene=genemark-YALI0D-processed-gene-18.44&CDS=1-1152
1621	OG0001621	YHL002W	genemark-YALI0F-processed-gene-9.47-mRNA-1_1&gene=genemark-YALI0F-processed-gene-9.47&CDS=1-2055
1622	OG0001622	YHL004W	genemark-YALI0F-processed-gene-17.60-mRNA-1_1&gene=genemark-YALI0F-processed-gene-17.60&CDS=1-1281
1623	OG0001623	YHL007C	genemark-YALI0F-processed-gene-1.60-mRNA-1_1&gene=genemark-YALI0F-processed-gene-1.60&CDS=1-4647
1624	OG0001624	YHL008C	genemark-YALI0E-processed-gene-15.59-mRNA-1_1&gene=genemark-YALI0E-processed-gene-15.59&CDS=1-1005
1625	OG0001625	YHL009C	genemark-YALI0D-processed-gene-12.49-mRNA-1_1&gene=genemark-YALI0D-processed-gene-12.49&CDS=1-969
1626	OG0001626	YHL010C	genemark-YALI0C-processed-gene-10.41-mRNA-1_1&gene=genemark-YALI0C-processed-gene-10.41&CDS=1-1569
1627	OG0001627	YHL011C	genemark-YALI0F-processed-gene-32.78-mRNA-1_1&gene=genemark-YALI0F-processed-gene-32.78&CDS=1-987
1628	OG0001628	YHL013C	genemark-YALI0C-processed-gene-27.4-mRNA-1_1&gene=genemark-YALI0C-processed-gene-27.4&CDS=1-915
1629	OG0001629	YHL015W	genemark-YALI0E-processed-gene-24.89-mRNA-1_1&gene=genemark-YALI0E-processed-gene-24.89&CDS=1-351
1630	OG0001630	YHL020C	genemark-YALI0C-processed-gene-20.9-mRNA-1_1&gene=genemark-YALI0C-processed-gene-20.9&CDS=1-2181
1631	OG0001631	YHL021C	genemark-YALI0F-processed-gene-21.92-mRNA-1_1&gene=genemark-YALI0F-processed-gene-21.92&CDS=1-1359
1632	OG0001632	YHL023C	genemark-YALI0E-processed-gene-15.57-mRNA-1_1&gene=genemark-YALI0E-processed-gene-15.57&CDS=1-2004
1633	OG0001633	YHL024W	genemark-YALI0E-processed-gene-20.4-mRNA-1_1&gene=genemark-YALI0E-processed-gene-20.4&CDS=1-1686
1634	OG0001634	YHL027W	genemark-YALI0B-processed-gene-18.25-mRNA-1_1&gene=genemark-YALI0B-processed-gene-18.25&CDS=1-1755
1635	OG0001635	YHL028W	snap_masked-YALI0F-processed-gene-6.60-mRNA-1_1&gene=snap_masked-YALI0F-processed-gene-6.60&CDS=1-1101
1636	OG0001636	YHL029C	genemark-YALI0C-processed-gene-0.20-mRNA-1_1&gene=genemark-YALI0C-processed-gene-0.20&CDS=1-1815
1637	OG0001637	YHL030W	maker-YALI0C-augustus-gene-5.0-mRNA-1_1&gene=maker-YALI0C-augustus-gene-5.0&CDS=1-5199
1638	OG0001638	YHL031C	genemark-YALI0D-processed-gene-30.82-mRNA-1_1&gene=genemark-YALI0D-processed-gene-30.82&CDS=1-657
1639	OG0001639	YHL032C	genemark-YALI0F-processed-gene-0.49-mRNA-1_1&gene=genemark-YALI0F-processed-gene-0.49&CDS=1-1509
1640	OG0001640	YHR002W	genemark-YALI0F-processed-gene-20.44-mRNA-1_1&gene=genemark-YALI0F-processed-gene-20.44&CDS=1-1086
1641	OG0001641	YHR004C	genemark-YALI0C-processed-gene-4.36-mRNA-1_1&gene=genemark-YALI0C-processed-gene-4.36&CDS=1-1395
1642	OG0001642	YHR005C	genemark-YALI0E-processed-gene-14.24-mRNA-1_1&gene=genemark-YALI0E-processed-gene-14.24&CDS=1-1230
1643	OG0001643	YHR005C-A	genemark-YALI0E-processed-gene-7.57-mRNA-1_1&gene=genemark-YALI0E-processed-gene-7.57&CDS=1-282
1644	OG0001644	YHR007C	genemark-YALI0B-processed-gene-7.37-mRNA-1_1&gene=genemark-YALI0B-processed-gene-7.37&CDS=1-1569
1645	OG0001645	YHR008C	genemark-YALI0B-processed-gene-12.37-mRNA-1_1&gene=genemark-YALI0B-processed-gene-12.37&CDS=1-687
1646	OG0001646	YHR009C	genemark-YALI0B-processed-gene-7.64-mRNA-1_1&gene=genemark-YALI0B-processed-gene-7.64&CDS=1-1200
1647	OG0001647	YHR011W	genemark-YALI0B-processed-gene-8.51-mRNA-1_1&gene=genemark-YALI0B-processed-gene-8.51&CDS=1-1410
1648	OG0001648	YHR012W	genemark-YALI0E-processed-gene-23.67-mRNA-1_1&gene=genemark-YALI0E-processed-gene-23.67&CDS=1-858
1649	OG0001649	YHR013C	genemark-YALI0B-processed-gene-7.63-mRNA-1_1&gene=genemark-YALI0B-processed-gene-7.63&CDS=1-585
