	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034681_Blastobotrys_americana
1860	OG0001860	YJL026W	snap_masked-flattened_line_56-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.23&CDS=1-1212
1861	OG0001861	YJL029C	snap_masked-flattened_line_16-processed-gene-2.149-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.149&CDS=1-2469
1862	OG0001862	YJL030W	maker-flattened_line_16-snap-gene-2.165-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-2.165&CDS=1-663
1863	OG0001863	YJL031C	genemark-flattened_line_16-processed-gene-2.30-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.30&CDS=1-1008
1864	OG0001864	YJL033W	snap_masked-flattened_line_16-processed-gene-2.148-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.148&CDS=1-2376
1865	OG0001865	YJL035C	snap_masked-flattened_line_16-processed-gene-2.142-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.142&CDS=1-720
1866	OG0001866	YJL036W	snap_masked-flattened_line_16-processed-gene-2.146-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.146&CDS=1-1539
1867	OG0001867	YJL039C	genemark-flattened_line_34-processed-gene-1.170-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.170&CDS=1-5097
1868	OG0001868	YJL041W	snap_masked-flattened_line_34-processed-gene-1.115-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.115&CDS=1-1932
1869	OG0001869	YJL044C	snap_masked-flattened_line_14-processed-gene-1.30-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.30&CDS=1-1665
1870	OG0001870	YJL046W	snap_masked-flattened_line_20-processed-gene-2.194-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.194&CDS=1-1227
1871	OG0001871	YJL049W	snap_masked-flattened_line_30-processed-gene-1.78-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.78&CDS=1-1359
1872	OG0001872	YJL050W	snap_masked-flattened_line_10-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.32&CDS=1-3309
1873	OG0001873	YJL053W	snap_masked-flattened_line_26-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.60&CDS=1-921
1874	OG0001874	YJL054W	snap_masked-flattened_line_10-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.33&CDS=1-1437
1875	OG0001875	YJL055W	maker-flattened_line_26-snap-gene-0.120-mRNA-1_1&gene=maker-flattened_line_26-snap-gene-0.120&CDS=1-636
1876	OG0001876	YJL057C	snap_masked-flattened_line_62-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.114&CDS=1-1908
1877	OG0001877	YJL059W	maker-flattened_line_24-snap-gene-2.4-mRNA-1_1&gene=maker-flattened_line_24-snap-gene-2.4&CDS=1-1242
1878	OG0001878	YJL060W	snap_masked-flattened_line_52-processed-gene-0.258-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.258&CDS=1-1314
1879	OG0001879	YJL061W	augustus_masked-flattened_line_52-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.61&CDS=1-2349
1880	OG0001880	YJL062W	snap_masked-flattened_line_24-processed-gene-2.65-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.65&CDS=1-2604
1881	OG0001881	YJL062W-A	snap_masked-flattened_line_14-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.63&CDS=1-288
1882	OG0001882	YJL063C	snap_masked-flattened_line_22-processed-gene-2.23-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-2.23&CDS=1-621
1883	OG0001883	YJL066C	snap_masked-flattened_line_28-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.56&CDS=1-723
1884	OG0001884	YJL068C	snap_masked-flattened_line_22-processed-gene-2.66-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-2.66&CDS=1-864
1885	OG0001885	YJL069C	snap_masked-flattened_line_4-processed-gene-5.153-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-5.153&CDS=1-1698
1886	OG0001886	YJL071W	snap_masked-flattened_line_20-processed-gene-2.173-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.173&CDS=1-1710
1887	OG0001887	YJL072C	snap_masked-flattened_line_20-processed-gene-2.199-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.199&CDS=1-618
1888	OG0001888	YJL074C	genemark-flattened_line_14-processed-gene-2.116-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.116&CDS=1-3594
1889	OG0001889	YJL080C	snap_masked-flattened_line_82-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.16&CDS=1-3660
1890	OG0001890	YJL085W	maker-flattened_line_18-augustus-gene-2.105-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-2.105&CDS=1-1809
1891	OG0001891	YJL087C	snap_masked-flattened_line_86-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.11&CDS=1-2415
1892	OG0001892	YJL088W	snap_masked-flattened_line_86-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.28&CDS=1-999
1893	OG0001893	YJL090C	augustus_masked-flattened_line_96-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.81&CDS=1-2190
1894	OG0001894	YJL091C	snap_masked-flattened_line_40-processed-gene-1.82-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.82&CDS=1-1491
1895	OG0001895	YJL093C	snap_masked-flattened_line_4-processed-gene-3.15-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.15&CDS=1-1887
1896	OG0001896	YJL094C	snap_masked-flattened_line_102-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.33&CDS=1-2397
1897	OG0001897	YJL095W	maker-flattened_line_22-snap-gene-0.2-mRNA-1_1&gene=maker-flattened_line_22-snap-gene-0.2&CDS=1-5046
1898	OG0001898	YJL096W	snap_masked-flattened_line_22-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.101&CDS=1-579
1899	OG0001899	YJL097W	snap_masked-flattened_line_36-processed-gene-1.103-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.103&CDS=1-642
1900	OG0001900	YJL100W	snap_masked-flattened_line_76-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.86&CDS=1-2247
1901	OG0001901	YJL101C	snap_masked-flattened_line_8-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.72&CDS=1-1893
1902	OG0001902	YJL102W	snap_masked-flattened_line_50-processed-gene-0.127-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.127&CDS=1-2553
1903	OG0001903	YJL104W	snap_masked-flattened_line_82-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.43&CDS=1-417
1904	OG0001904	YJL106W	snap_masked-flattened_line_82-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.44&CDS=1-1008
1905	OG0001905	YJL108C	maker-flattened_line_82-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_82-snap-gene-0.1&CDS=1-2757
1906	OG0001906	YJL109C	maker-flattened_line_62-snap-gene-0.207-mRNA-1_1&gene=maker-flattened_line_62-snap-gene-0.207&CDS=1-5220
1907	OG0001907	YJL111W	snap_masked-flattened_line_6-processed-gene-4.129-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-4.129&CDS=1-1662
1908	OG0001908	YJL112W	snap_masked-flattened_line_24-processed-gene-1.31-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.31&CDS=1-2025
1909	OG0001909	YJL115W	snap_masked-flattened_line_56-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.19&CDS=1-885
1910	OG0001910	YJL121C	snap_masked-flattened_line_10-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.42&CDS=1-684
1911	OG0001911	YJL123C	snap_masked-flattened_line_30-processed-gene-1.80-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.80&CDS=1-1455
1912	OG0001912	YJL125C	genemark-flattened_line_0-processed-gene-6.135-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.135&CDS=1-1143
1913	OG0001913	YJL126W	snap_masked-flattened_line_32-processed-gene-1.46-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.46&CDS=1-849
1914	OG0001914	YJL127C	snap_masked-flattened_line_32-processed-gene-1.72-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.72&CDS=1-1584
1915	OG0001915	YJL128C	snap_masked-flattened_line_32-processed-gene-1.40-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.40&CDS=1-1995
1916	OG0001916	YJL130C	snap_masked-flattened_line_32-processed-gene-1.42-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.42&CDS=1-6666
1917	OG0001917	YJL132W	snap_masked-flattened_line_32-processed-gene-1.62-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.62&CDS=1-2505
1918	OG0001918	YJL140W	genemark-flattened_line_24-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.68&CDS=1-543
1919	OG0001919	YJL141C	snap_masked-flattened_line_10-processed-gene-3.58-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.58&CDS=1-3252
1920	OG0001920	YJL143W	snap_masked-flattened_line_76-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.98&CDS=1-471
1921	OG0001921	YJL145W	snap_masked-flattened_line_12-processed-gene-1.44-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.44&CDS=1-1062
1922	OG0001922	YJL153C	snap_masked-flattened_line_40-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.12&CDS=1-1620
1923	OG0001923	YJL154C	snap_masked-flattened_line_56-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.25&CDS=1-2793
1924	OG0001924	YJL156C	snap_masked-flattened_line_12-processed-gene-1.12-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.12&CDS=1-2538
1925	OG0001925	YJL166W	snap_masked-flattened_line_0-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.79&CDS=1-273
1926	OG0001926	YJL167W	snap_masked-flattened_line_12-processed-gene-2.41-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.41&CDS=1-1044
1927	OG0001927	YJL168C	snap_masked-flattened_line_8-processed-gene-3.129-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.129&CDS=1-2646
1928	OG0001928	YJL179W	snap_masked-flattened_line_62-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.99&CDS=1-348
1929	OG0001929	YJL180C	snap_masked-flattened_line_62-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.130&CDS=1-1005
1930	OG0001930	YJL184W	snap_masked-flattened_line_30-processed-gene-2.104-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-2.104&CDS=1-288
1931	OG0001931	YJL187C	snap_masked-flattened_line_2-processed-gene-4.78-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.78&CDS=1-3183
1932	OG0001932	YJL189W	genemark-flattened_line_14-processed-gene-2.168-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.168&CDS=1-153
1933	OG0001933	YJL194W	snap_masked-flattened_line_90-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.81&CDS=1-1788
1934	OG0001934	YJL197W	maker-flattened_line_90-snap-gene-0.3-mRNA-1_1&gene=maker-flattened_line_90-snap-gene-0.3&CDS=1-4107
1935	OG0001935	YJL201W	snap_masked-flattened_line_2-processed-gene-6.115-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.115&CDS=1-1665
1936	OG0001936	YJL203W	snap_masked-flattened_line_42-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.5&CDS=1-1572
1937	OG0001937	YJL204C	snap_masked-flattened_line_2-processed-gene-6.142-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.142&CDS=1-2655
1938	OG0001938	YJL207C	genemark-flattened_line_2-processed-gene-6.219-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.219&CDS=1-6159
1939	OG0001939	YJL208C	snap_masked-flattened_line_2-processed-gene-6.152-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.152&CDS=1-957
1940	OG0001940	YJL209W	snap_masked-flattened_line_2-processed-gene-6.119-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.119&CDS=1-2208
1941	OG0001941	YJR001W	snap_masked-flattened_line_86-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.21&CDS=1-1752
1942	OG0001942	YJR002W	snap_masked-flattened_line_10-processed-gene-3.94-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.94&CDS=1-1857
1943	OG0001943	YJR006W	maker-flattened_line_88-snap-gene-0.77-mRNA-1_1&gene=maker-flattened_line_88-snap-gene-0.77&CDS=1-1416
1944	OG0001944	YJR007W	snap_masked-flattened_line_58-processed-gene-0.197-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.197&CDS=1-933
1945	OG0001945	YJR008W	maker-flattened_line_58-snap-gene-0.78-mRNA-1_1&gene=maker-flattened_line_58-snap-gene-0.78&CDS=1-1008
1946	OG0001946	YJR010W	snap_masked-flattened_line_6-processed-gene-4.167-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-4.167&CDS=1-1716
1947	OG0001947	YJR013W	snap_masked-flattened_line_8-processed-gene-1.78-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.78&CDS=1-1308
1948	OG0001948	YJR014W	snap_masked-flattened_line_0-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.96&CDS=1-552
1949	OG0001949	YJR016C	augustus_masked-flattened_line_123-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_123-processed-gene-0.4&CDS=1-1167
1950	OG0001950	YJR017C	genemark-flattened_line_109-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_109-processed-gene-0.63&CDS=1-549
1951	OG0001951	YJR019C	snap_masked-flattened_line_8-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.69&CDS=1-1041
1952	OG0001952	YJR025C	maker-flattened_line_8-snap-gene-2.149-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-2.149&CDS=1-504
1953	OG0001953	YJR033C	maker-flattened_line_10-snap-gene-3.51-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-3.51&CDS=1-4149
1954	OG0001954	YJR034W	maker-flattened_line_44-snap-gene-1.172-mRNA-1_1&gene=maker-flattened_line_44-snap-gene-1.172&CDS=1-318
1955	OG0001955	YJR035W	snap_masked-flattened_line_44-processed-gene-1.64-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-1.64&CDS=1-3633
1956	OG0001956	YJR036C	snap_masked-flattened_line_2-processed-gene-6.128-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.128&CDS=1-3147
1957	OG0001957	YJR041C	genemark-flattened_line_4-processed-gene-5.84-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.84&CDS=1-4002
1958	OG0001958	YJR042W	snap_masked-flattened_line_20-processed-gene-1.0-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.0&CDS=1-2634
1959	OG0001959	YJR044C	snap_masked-flattened_line_42-processed-gene-1.86-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-1.86&CDS=1-390
1960	OG0001960	YJR045C	snap_masked-flattened_line_42-processed-gene-1.84-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-1.84&CDS=1-1995
1961	OG0001961	YJR048W	snap_masked-flattened_line_32-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.46&CDS=1-327
1962	OG0001962	YJR050W	snap_masked-flattened_line_32-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.66&CDS=1-717
1963	OG0001963	YJR052W	snap_masked-flattened_line_119-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_119-processed-gene-0.9&CDS=1-1875
1964	OG0001964	YJR053W	snap_masked-flattened_line_62-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.80&CDS=1-2427
1965	OG0001965	YJR055W	snap_masked-flattened_line_62-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.106&CDS=1-423
1966	OG0001966	YJR056C	snap_masked-flattened_line_2-processed-gene-2.134-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.134&CDS=1-555
1967	OG0001967	YJR057W	snap_masked-flattened_line_2-processed-gene-2.117-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.117&CDS=1-600
1968	OG0001968	YJR058C	snap_masked-flattened_line_76-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.80&CDS=1-447
1969	OG0001969	YJR060W	snap_masked-flattened_line_14-processed-gene-2.25-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.25&CDS=1-768
1970	OG0001970	YJR062C	snap_masked-flattened_line_14-processed-gene-2.72-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.72&CDS=1-990
1971	OG0001971	YJR063W	maker-flattened_line_14-augustus-gene-0.98-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-0.98&CDS=1-372
1972	OG0001972	YJR064W	snap_masked-flattened_line_14-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.67&CDS=1-1650
1973	OG0001973	YJR065C	augustus_masked-flattened_line_14-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.16&CDS=1-1266
1974	OG0001974	YJR068W	maker-flattened_line_24-snap-gene-2.8-mRNA-1_1&gene=maker-flattened_line_24-snap-gene-2.8&CDS=1-1161
1975	OG0001975	YJR069C	snap_masked-flattened_line_18-processed-gene-1.39-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.39&CDS=1-612
1976	OG0001976	YJR070C	snap_masked-flattened_line_14-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.66&CDS=1-954
1977	OG0001977	YJR072C	snap_masked-flattened_line_14-processed-gene-1.4-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.4&CDS=1-1158
1978	OG0001978	YJR073C	snap_masked-flattened_line_24-processed-gene-1.19-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.19&CDS=1-621
1979	OG0001979	YJR074W	snap_masked-flattened_line_6-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.21&CDS=1-618
1980	OG0001980	YJR075W	snap_masked-flattened_line_6-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.22&CDS=1-1164
1981	OG0001981	YJR078W	snap_masked-flattened_line_6-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.24&CDS=1-1524
1982	OG0001982	YJR082C	snap_masked-flattened_line_84-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.45&CDS=1-372
1983	OG0001983	YJR084W	snap_masked-flattened_line_6-processed-gene-2.86-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.86&CDS=1-1296
1984	OG0001984	YJR086W	augustus_masked-flattened_line_6-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.10&CDS=1-255
1985	OG0001985	YJR088C	snap_masked-flattened_line_72-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.112&CDS=1-840
1986	OG0001986	YJR090C	snap_masked-flattened_line_42-processed-gene-1.68-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-1.68&CDS=1-2484
1987	OG0001987	YJR093C	snap_masked-flattened_line_24-processed-gene-2.14-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.14&CDS=1-972
1988	OG0001988	YJR095W	snap_masked-flattened_line_2-processed-gene-4.75-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.75&CDS=1-1032
1989	OG0001989	YJR097W	snap_masked-flattened_line_40-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.44&CDS=1-477
1990	OG0001990	YJR098C	genemark-flattened_line_40-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.69&CDS=1-2052
1991	OG0001991	YJR099W	snap_masked-flattened_line_8-processed-gene-2.35-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.35&CDS=1-717
1992	OG0001992	YJR100C	snap_masked-flattened_line_54-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.54&CDS=1-981
1993	OG0001993	YJR102C	snap_masked-flattened_line_14-processed-gene-2.96-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.96&CDS=1-636
1994	OG0001994	YJR104C	snap_masked-flattened_line_10-processed-gene-2.93-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.93&CDS=1-465
1995	OG0001995	YJR105W	snap_masked-flattened_line_18-processed-gene-1.5-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.5&CDS=1-1050
1996	OG0001996	YJR109C	snap_masked-flattened_line_62-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.123&CDS=1-3441
1997	OG0001997	YJR110W	maker-flattened_line_14-snap-gene-0.46-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-0.46&CDS=1-2187
1998	OG0001998	YJR111C	genemark-flattened_line_14-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.102&CDS=1-654
1999	OG0001999	YJR112W	snap_masked-flattened_line_62-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.92&CDS=1-687
2000	OG0002000	YJR113C	snap_masked-flattened_line_16-processed-gene-2.152-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.152&CDS=1-816
