	OrthologID	Metschnikowia_continentalis	Saccharomyces_cerevisiae
1358	OG0001358	augustus_masked-con_s283-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-con_s283-processed-gene-0.16&CDS=1-1368	YBR110W
1359	OG0001359	maker-con_s283-augustus-gene-0.8-mRNA-1_1&gene=maker-con_s283-augustus-gene-0.8&CDS=1-3882	YOR346W
1360	OG0001360	augustus_masked-con_s283-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-con_s283-processed-gene-0.18&CDS=1-453	YBR109C
1361	OG0001361	augustus_masked-con_s283-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-con_s283-processed-gene-0.21&CDS=1-10416	YDR150W
1362	OG0001362	augustus_masked-con_s286-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-con_s286-processed-gene-0.35&CDS=1-3060	YNL321W
1363	OG0001363	augustus_masked-con_s286-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-con_s286-processed-gene-0.37&CDS=1-471	YGR076C
1364	OG0001364	augustus_masked-con_s286-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-con_s286-processed-gene-0.38&CDS=1-471	YDL004W
1365	OG0001365	augustus_masked-con_s286-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-con_s286-processed-gene-0.27&CDS=1-1536	YDL003W
1366	OG0001366	genemark-con_s286-processed-gene-0.49-mRNA-1_1&gene=genemark-con_s286-processed-gene-0.49&CDS=1-696	YDR489W
1367	OG0001367	augustus_masked-con_s286-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-con_s286-processed-gene-0.30&CDS=1-909	YNL320W
1368	OG0001368	genemark-con_s286-processed-gene-0.62-mRNA-1_1&gene=genemark-con_s286-processed-gene-0.62&CDS=1-627	YOL139C
1369	OG0001369	augustus_masked-con_s286-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-con_s286-processed-gene-0.33&CDS=1-621	YJR057W
1370	OG0001370	genemark-con_s286-processed-gene-0.66-mRNA-1_1&gene=genemark-con_s286-processed-gene-0.66&CDS=1-438	YJR058C
1371	OG0001371	snap_masked-con_s286-processed-gene-0.9-mRNA-1_1&gene=snap_masked-con_s286-processed-gene-0.9&CDS=1-2145	YMR284W
1372	OG0001372	augustus_masked-con_s287-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-con_s287-processed-gene-0.6&CDS=1-3021	YGR014W
1373	OG0001373	augustus_masked-con_s294-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-con_s294-processed-gene-0.0&CDS=1-1521	YPL122C
1374	OG0001374	augustus_masked-con_s294-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-con_s294-processed-gene-0.1&CDS=1-3477	YOR207C
1375	OG0001375	augustus_masked-con_s294-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-con_s294-processed-gene-0.3&CDS=1-1527	YPL133C
1376	OG0001376	augustus_masked-con_s294-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-con_s294-processed-gene-0.15&CDS=1-2190	YOR206W
1377	OG0001377	augustus_masked-con_s294-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-con_s294-processed-gene-0.17&CDS=1-852	YPL134C
1378	OG0001378	augustus_masked-con_s294-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-con_s294-processed-gene-0.18&CDS=1-873	YOR223W
1379	OG0001379	augustus_masked-con_s294-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-con_s294-processed-gene-0.5&CDS=1-516	YJR025C
1380	OG0001380	augustus_masked-con_s294-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-con_s294-processed-gene-0.20&CDS=1-2526	YDR089W
1381	OG0001381	augustus_masked-con_s294-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-con_s294-processed-gene-0.8&CDS=1-4251	YJR137C
1382	OG0001382	augustus_masked-con_s294-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-con_s294-processed-gene-0.9&CDS=1-783	YHR200W
1383	OG0001383	augustus_masked-con_s294-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-con_s294-processed-gene-0.22&CDS=1-807	YMR048W
1384	OG0001384	augustus_masked-con_s294-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-con_s294-processed-gene-0.23&CDS=1-1176	YHR201C
1385	OG0001385	augustus_masked-con_s294-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-con_s294-processed-gene-0.24&CDS=1-2244	YJR143C
1386	OG0001386	augustus_masked-con_s294-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-con_s294-processed-gene-0.27&CDS=1-5430	YJR140C
1387	OG0001387	augustus_masked-con_s295-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-con_s295-processed-gene-0.9&CDS=1-1425	YIL097W
1388	OG0001388	snap_masked-con_s298-processed-gene-0.23-mRNA-1_1&gene=snap_masked-con_s298-processed-gene-0.23&CDS=1-1569	YBL099W
1389	OG0001389	augustus_masked-con_s298-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-con_s298-processed-gene-0.18&CDS=1-2574	YHR047C
1390	OG0001390	snap_masked-con_s298-processed-gene-0.25-mRNA-1_1&gene=snap_masked-con_s298-processed-gene-0.25&CDS=1-2307	YML046W
1391	OG0001391	augustus_masked-con_s298-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-con_s298-processed-gene-0.20&CDS=1-1764	YJR052W
1392	OG0001392	augustus_masked-con_s298-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-con_s298-processed-gene-0.17&CDS=1-522	YJR017C
1393	OG0001393	maker-con_s3-augustus-gene-0.17-mRNA-1_1&gene=maker-con_s3-augustus-gene-0.17&CDS=1-4308	YOL057W
1394	OG0001394	augustus_masked-con_s3-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-con_s3-processed-gene-0.1&CDS=1-1971	YCR088W
1395	OG0001395	augustus_masked-con_s3-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-con_s3-processed-gene-0.7&CDS=1-3075	YPR026W
1396	OG0001396	augustus_masked-con_s301-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-con_s301-processed-gene-0.0&CDS=1-1653	YNR053C
1397	OG0001397	augustus_masked-con_s301-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-con_s301-processed-gene-0.19&CDS=1-1524	YNR052C
1398	OG0001398	augustus_masked-con_s301-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-con_s301-processed-gene-0.22&CDS=1-1803	YPR190C
1399	OG0001399	augustus_masked-con_s301-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-con_s301-processed-gene-0.2&CDS=1-4170	YPR189W
1400	OG0001400	augustus_masked-con_s301-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-con_s301-processed-gene-0.3&CDS=1-2244	YPR185W
1401	OG0001401	augustus_masked-con_s301-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-con_s301-processed-gene-0.4&CDS=1-1473	YEL052W
1402	OG0001402	augustus_masked-con_s301-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-con_s301-processed-gene-0.5&CDS=1-1713	YGR002C
1403	OG0001403	augustus_masked-con_s301-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-con_s301-processed-gene-0.6&CDS=1-2460	YAR002W
1404	OG0001404	augustus_masked-con_s301-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-con_s301-processed-gene-0.7&CDS=1-1050	YGL001C
1405	OG0001405	augustus_masked-con_s301-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-con_s301-processed-gene-0.25&CDS=1-849	YGR280C
1406	OG0001406	augustus_masked-con_s301-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-con_s301-processed-gene-0.26&CDS=1-3657	YAL001C
1407	OG0001407	augustus_masked-con_s301-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-con_s301-processed-gene-0.9&CDS=1-714	YGR001C
1408	OG0001408	maker-con_s301-augustus-gene-0.115-mRNA-1_1&gene=maker-con_s301-augustus-gene-0.115&CDS=1-630	YAL003W
1409	OG0001409	augustus_masked-con_s301-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-con_s301-processed-gene-0.11&CDS=1-1932	YER005W
1410	OG0001410	augustus_masked-con_s301-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-con_s301-processed-gene-0.13&CDS=1-1533	YER006W
1411	OG0001411	augustus_masked-con_s301-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-con_s301-processed-gene-0.14&CDS=1-1488	YER007W
1412	OG0001412	augustus_masked-con_s301-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-con_s301-processed-gene-0.29&CDS=1-543	YER007C-A
1413	OG0001413	snap_masked-con_s301-processed-gene-0.109-mRNA-1_1&gene=snap_masked-con_s301-processed-gene-0.109&CDS=1-3090	YIR002C
1414	OG0001414	augustus_masked-con_s301-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-con_s301-processed-gene-0.33&CDS=1-2844	YOR005C
1415	OG0001415	augustus_masked-con_s301-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-con_s301-processed-gene-0.35&CDS=1-1650	YOR067C
1416	OG0001416	genemark-con_s301-processed-gene-0.58-mRNA-1_1&gene=genemark-con_s301-processed-gene-0.58&CDS=1-1065	YGL243W
1417	OG0001417	augustus_masked-con_s303-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-con_s303-processed-gene-0.4&CDS=1-639	YHR110W
1418	OG0001418	augustus_masked-con_s303-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-con_s303-processed-gene-0.7&CDS=1-1314	YDR448W
1419	OG0001419	augustus_masked-con_s306-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-con_s306-processed-gene-0.8&CDS=1-1653	YPL092W
1420	OG0001420	augustus_masked-con_s306-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-con_s306-processed-gene-0.11&CDS=1-2052	YCL057W
1421	OG0001421	augustus_masked-con_s308-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-con_s308-processed-gene-0.10&CDS=1-2283	YPL249C
1422	OG0001422	snap_masked-con_s308-processed-gene-0.21-mRNA-1_1&gene=snap_masked-con_s308-processed-gene-0.21&CDS=1-1290	YPL248C
1423	OG0001423	snap_masked-con_s308-processed-gene-0.23-mRNA-1_1&gene=snap_masked-con_s308-processed-gene-0.23&CDS=1-4455	YMR190C
1424	OG0001424	augustus_masked-con_s312-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-con_s312-processed-gene-0.13&CDS=1-2577	YGL216W
1425	OG0001425	augustus_masked-con_s312-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-con_s312-processed-gene-0.16&CDS=1-1617	YBL061C
1426	OG0001426	augustus_masked-con_s312-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-con_s312-processed-gene-0.17&CDS=1-714	YER100W
1427	OG0001427	augustus_masked-con_s313-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-con_s313-processed-gene-0.16&CDS=1-1512	YAL038W
1428	OG0001428	augustus_masked-con_s313-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-con_s313-processed-gene-0.14&CDS=1-426	YNL328C
1429	OG0001429	augustus_masked-con_s313-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-con_s313-processed-gene-0.17&CDS=1-3510	YNL329C
1430	OG0001430	augustus_masked-con_s314-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-con_s314-processed-gene-0.24&CDS=1-2073	YJL093C
1431	OG0001431	augustus_masked-con_s314-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-con_s314-processed-gene-0.25&CDS=1-1371	YAL022C
1432	OG0001432	augustus_masked-con_s314-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-con_s314-processed-gene-0.27&CDS=1-1761	YKL191W
1433	OG0001433	augustus_masked-con_s314-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-con_s314-processed-gene-0.28&CDS=1-705	YLR426W
1434	OG0001434	augustus_masked-con_s314-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-con_s314-processed-gene-0.36&CDS=1-498	YML055W
1435	OG0001435	augustus_masked-con_s314-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-con_s314-processed-gene-0.37&CDS=1-1647	YLR427W
1436	OG0001436	augustus_masked-con_s314-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-con_s314-processed-gene-0.33&CDS=1-675	YJL218W
1437	OG0001437	augustus_masked-con_s314-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-con_s314-processed-gene-0.34&CDS=1-951	YGL198W
1438	OG0001438	augustus_masked-con_s314-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-con_s314-processed-gene-0.38&CDS=1-1368	YML115C
1439	OG0001439	augustus_masked-con_s314-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-con_s314-processed-gene-0.39&CDS=1-1842	YMR278W
1440	OG0001440	augustus_masked-con_s314-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-con_s314-processed-gene-0.40&CDS=1-1515	YLL036C
1441	OG0001441	augustus_masked-con_s314-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-con_s314-processed-gene-0.41&CDS=1-1356	YLR414C
1442	OG0001442	augustus_masked-con_s314-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-con_s314-processed-gene-0.42&CDS=1-2460	YMR277W
1443	OG0001443	augustus_masked-con_s314-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-con_s314-processed-gene-0.43&CDS=1-1959	YML114C
1444	OG0001444	augustus_masked-con_s314-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-con_s314-processed-gene-0.44&CDS=1-1023	YMR276W
1445	OG0001445	augustus_masked-con_s317-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-con_s317-processed-gene-0.3&CDS=1-2964	YMR280C
1446	OG0001446	augustus_masked-con_s319-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-con_s319-processed-gene-0.5&CDS=1-1251	YLR455W
1447	OG0001447	augustus_masked-con_s32-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-con_s32-processed-gene-0.4&CDS=1-1977	YMR068W
1448	OG0001448	snap_masked-con_s320-processed-gene-0.19-mRNA-1_1&gene=snap_masked-con_s320-processed-gene-0.19&CDS=1-1422	YAR003W
1449	OG0001449	snap_masked-con_s320-processed-gene-0.16-mRNA-1_1&gene=snap_masked-con_s320-processed-gene-0.16&CDS=1-4176	YAL002W
1450	OG0001450	augustus_masked-con_s321-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-con_s321-processed-gene-0.7&CDS=1-1035	YJR105W
1451	OG0001451	augustus_masked-con_s325-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-con_s325-processed-gene-0.15&CDS=1-1443	YKL185W
1452	OG0001452	augustus_masked-con_s325-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-con_s325-processed-gene-0.14&CDS=1-552	YKL186C
1453	OG0001453	maker-con_s325-augustus-gene-0.29-mRNA-1_1&gene=maker-con_s325-augustus-gene-0.29&CDS=1-2445	YHR202W
1454	OG0001454	genemark-con_s327-processed-gene-0.19-mRNA-1_1&gene=genemark-con_s327-processed-gene-0.19&CDS=1-705	YMR312W
1455	OG0001455	augustus_masked-con_s327-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-con_s327-processed-gene-0.54&CDS=1-1902	YMR313C
1456	OG0001456	augustus_masked-con_s327-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-con_s327-processed-gene-0.44&CDS=1-1494	YMR093W
1457	OG0001457	augustus_masked-con_s327-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-con_s327-processed-gene-0.56&CDS=1-1164	YOR063W
1458	OG0001458	augustus_masked-con_s327-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-con_s327-processed-gene-0.46&CDS=1-1320	YNL280C
1459	OG0001459	augustus_masked-con_s327-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-con_s327-processed-gene-0.47&CDS=1-228	YGR105W
1460	OG0001460	augustus_masked-con_s327-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-con_s327-processed-gene-0.48&CDS=1-1146	YGR104C
1461	OG0001461	augustus_masked-con_s33-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-con_s33-processed-gene-0.13&CDS=1-1635	YNL189W
1462	OG0001462	augustus_masked-con_s33-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-con_s33-processed-gene-0.15&CDS=1-2133	YLR144C
1463	OG0001463	augustus_masked-con_s330-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-con_s330-processed-gene-0.4&CDS=1-1614	YDR299W
1464	OG0001464	augustus_masked-con_s330-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-con_s330-processed-gene-0.6&CDS=1-465	YLR074C
1465	OG0001465	augustus_masked-con_s340-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.107&CDS=1-246	YPR010C-A
1466	OG0001466	augustus_masked-con_s340-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.108&CDS=1-954	YPR011C
1467	OG0001467	augustus_masked-con_s340-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.77&CDS=1-2199	YPL128C
1468	OG0001468	genemark-con_s340-processed-gene-0.7-mRNA-1_1&gene=genemark-con_s340-processed-gene-0.7&CDS=1-1164	YOR212W
1469	OG0001469	augustus_masked-con_s340-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.110&CDS=1-720	YPL129W
1470	OG0001470	maker-con_s340-augustus-gene-0.1-mRNA-1_1&gene=maker-con_s340-augustus-gene-0.1&CDS=1-1149	YOR236W
1471	OG0001471	maker-con_s340-augustus-gene-0.2-mRNA-1_1&gene=maker-con_s340-augustus-gene-0.2&CDS=1-723	YPL127C
1472	OG0001472	augustus_masked-con_s340-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.79&CDS=1-255	YER058W
1473	OG0001473	augustus_masked-con_s340-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.116&CDS=1-927	YER016W
1474	OG0001474	augustus_masked-con_s340-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.117&CDS=1-1197	YGR133W
1475	OG0001475	augustus_masked-con_s340-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.119&CDS=1-606	YER050C
1476	OG0001476	augustus_masked-con_s340-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.120&CDS=1-2145	YPL043W
1477	OG0001477	augustus_masked-con_s340-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.82&CDS=1-1377	YDR254W
1478	OG0001478	augustus_masked-con_s340-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.121&CDS=1-2790	YPL045W
1479	OG0001479	augustus_masked-con_s340-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.83&CDS=1-282	YPL046C
1480	OG0001480	augustus_masked-con_s340-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.84&CDS=1-1728	YDR255C
1481	OG0001481	augustus_masked-con_s340-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.85&CDS=1-1656	YPL030W
1482	OG0001482	snap_masked-con_s340-processed-gene-0.154-mRNA-1_1&gene=snap_masked-con_s340-processed-gene-0.154&CDS=1-969	YPL031C
1483	OG0001483	augustus_masked-con_s340-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.123&CDS=1-1653	YER065C
1484	OG0001484	augustus_masked-con_s340-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.87&CDS=1-933	YMR010W
1485	OG0001485	genemark-con_s340-processed-gene-0.17-mRNA-1_1&gene=genemark-con_s340-processed-gene-0.17&CDS=1-648	YPL067C
1486	OG0001486	augustus_masked-con_s340-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.129&CDS=1-1932	YAL005C
1487	OG0001487	augustus_masked-con_s340-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.130&CDS=1-822	YLL023C
1488	OG0001488	augustus_masked-con_s340-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.131&CDS=1-1254	YLR314C
1489	OG0001489	augustus_masked-con_s340-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.90&CDS=1-807	YLR421C
1490	OG0001490	augustus_masked-con_s340-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.91&CDS=1-3258	YGL179C
1491	OG0001491	augustus_masked-con_s340-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.133&CDS=1-2472	YGL180W
1492	OG0001492	augustus_masked-con_s340-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.92&CDS=1-9333	YLL040C
1493	OG0001493	augustus_masked-con_s340-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.134&CDS=1-1026	YBL013W
1494	OG0001494	augustus_masked-con_s340-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.96&CDS=1-2334	YGL026C
1495	OG0001495	snap_masked-con_s340-processed-gene-0.209-mRNA-1_1&gene=snap_masked-con_s340-processed-gene-0.209&CDS=1-2544	YBL014C
1496	OG0001496	augustus_masked-con_s340-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.97&CDS=1-2853	YDL095W
1497	OG0001497	genemark-con_s340-processed-gene-0.27-mRNA-1_1&gene=genemark-con_s340-processed-gene-0.27&CDS=1-3510	YIL030C
1498	OG0001498	augustus_masked-con_s340-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.136&CDS=1-1047	YGL047W
1499	OG0001499	augustus_masked-con_s340-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.100&CDS=1-1263	YML080W
1500	OG0001500	maker-con_s340-augustus-gene-0.0-mRNA-1_1&gene=maker-con_s340-augustus-gene-0.0&CDS=1-5706	YDR141C
1501	OG0001501	augustus_masked-con_s340-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.137&CDS=1-972	YNR054C
1502	OG0001502	augustus_masked-con_s340-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.104&CDS=1-3435	YLL034C
1503	OG0001503	augustus_masked-con_s340-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.139&CDS=1-900	YLR351C
1504	OG0001504	augustus_masked-con_s340-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-con_s340-processed-gene-0.106&CDS=1-1845	YPL222W
1505	OG0001505	augustus_masked-con_s343-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-con_s343-processed-gene-0.0&CDS=1-1938	YAL048C
1506	OG0001506	augustus_masked-con_s343-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-con_s343-processed-gene-0.1&CDS=1-600	YOR294W
1507	OG0001507	augustus_masked-con_s343-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-con_s343-processed-gene-0.3&CDS=1-3819	YOR296W
1508	OG0001508	snap_masked-con_s343-processed-gene-0.20-mRNA-1_1&gene=snap_masked-con_s343-processed-gene-0.20&CDS=1-4431	YOL004W
1509	OG0001509	augustus_masked-con_s343-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-con_s343-processed-gene-0.4&CDS=1-360	YOL005C
1510	OG0001510	augustus_masked-con_s345-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-con_s345-processed-gene-0.57&CDS=1-549	YJR074W
1511	OG0001511	augustus_masked-con_s345-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-con_s345-processed-gene-0.58&CDS=1-2136	YKL135C
1512	OG0001512	augustus_masked-con_s345-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-con_s345-processed-gene-0.72&CDS=1-741	YOL135C
1513	OG0001513	augustus_masked-con_s345-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-con_s345-processed-gene-0.59&CDS=1-342	YOL133W
1514	OG0001514	maker-con_s345-augustus-gene-0.83-mRNA-1_1&gene=maker-con_s345-augustus-gene-0.83&CDS=1-1338	YNL316C
