	OrthologID	Candida_tropicalis	Saccharomyces_cerevisiae
2067	OG0002067	snap_masked-NW_003020055.1-processed-gene-16.20-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-16.20&CDS=1-2523	YPL190C
2068	OG0002068	snap_masked-NW_003020055.1-processed-gene-16.42-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-16.42&CDS=1-1578	YDR168W
2069	OG0002069	snap_masked-NW_003020055.1-processed-gene-16.44-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-16.44&CDS=1-2445	YML097C
2070	OG0002070	snap_masked-NW_003020055.1-processed-gene-16.45-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-16.45&CDS=1-1113	YKR088C
2071	OG0002071	maker-NW_003020055.1-snap-gene-16.1-mRNA-1_1&gene=maker-NW_003020055.1-snap-gene-16.1&CDS=1-1302	YOR008C
2072	OG0002072	snap_masked-NW_003020055.1-processed-gene-16.47-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-16.47&CDS=1-1734	YPL184C
2073	OG0002073	genemark-NW_003020055.1-processed-gene-16.75-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-16.75&CDS=1-8487	YBL088C
2074	OG0002074	snap_masked-NW_003020055.1-processed-gene-16.25-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-16.25&CDS=1-1182	YDR019C
2075	OG0002075	snap_masked-NW_003020055.1-processed-gene-17.93-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-17.93&CDS=1-1890	YPL210C
2076	OG0002076	snap_masked-NW_003020055.1-processed-gene-17.91-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-17.91&CDS=1-981	YPL215W
2077	OG0002077	snap_masked-NW_003020055.1-processed-gene-17.92-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-17.92&CDS=1-738	YAL032C
2078	OG0002078	snap_masked-NW_003020055.1-processed-gene-17.118-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-17.118&CDS=1-1164	YPL206C
2079	OG0002079	snap_masked-NW_003020055.1-processed-gene-17.119-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-17.119&CDS=1-1344	YGL067W
2080	OG0002080	genemark-NW_003020055.1-processed-gene-17.75-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-17.75&CDS=1-1746	YGL064C
2081	OG0002081	snap_masked-NW_003020055.1-processed-gene-17.96-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-17.96&CDS=1-1413	YGL129C
2082	OG0002082	snap_masked-NW_003020055.1-processed-gene-17.121-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-17.121&CDS=1-543	YPL211W
2083	OG0002083	snap_masked-NW_003020055.1-processed-gene-17.97-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-17.97&CDS=1-1539	YPL212C
2084	OG0002084	snap_masked-NW_003020055.1-processed-gene-17.122-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-17.122&CDS=1-1227	YPL204W
2085	OG0002085	snap_masked-NW_003020055.1-processed-gene-17.99-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-17.99&CDS=1-1284	YPL209C
2086	OG0002086	snap_masked-NW_003020055.1-processed-gene-17.125-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-17.125&CDS=1-1581	YGL066W
2087	OG0002087	genemark-NW_003020055.1-processed-gene-17.57-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-17.57&CDS=1-2220	YPL207W
2088	OG0002088	snap_masked-NW_003020055.1-processed-gene-17.126-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-17.126&CDS=1-4398	YBR097W
2089	OG0002089	genemark-NW_003020055.1-processed-gene-17.58-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-17.58&CDS=1-966	YPR063C
2090	OG0002090	snap_masked-NW_003020055.1-processed-gene-17.127-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-17.127&CDS=1-1725	YBR103W
2091	OG0002091	genemark-NW_003020055.1-processed-gene-17.59-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-17.59&CDS=1-2322	YBR102C
2092	OG0002092	snap_masked-NW_003020055.1-processed-gene-17.128-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-17.128&CDS=1-2046	YBR043C
2093	OG0002093	snap_masked-NW_003020055.1-processed-gene-17.105-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-17.105&CDS=1-1224	YBR042C
2094	OG0002094	snap_masked-NW_003020055.1-processed-gene-17.106-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-17.106&CDS=1-753	YBR040W
2095	OG0002095	snap_masked-NW_003020055.1-processed-gene-17.107-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-17.107&CDS=1-11538	YHR099W
2096	OG0002096	maker-NW_003020055.1-snap-gene-17.139-mRNA-1_1&gene=maker-NW_003020055.1-snap-gene-17.139&CDS=1-615	YHR100C
2097	OG0002097	snap_masked-NW_003020055.1-processed-gene-17.108-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-17.108&CDS=1-1917	YDR266C
2098	OG0002098	snap_masked-NW_003020055.1-processed-gene-17.131-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-17.131&CDS=1-543	YJR074W
2099	OG0002099	snap_masked-NW_003020055.1-processed-gene-17.111-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-17.111&CDS=1-1176	YJR075W
2100	OG0002100	snap_masked-NW_003020055.1-processed-gene-17.136-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-17.136&CDS=1-1116	YMR214W
2101	OG0002101	maker-NW_003020055.1-augustus-gene-18.0-mRNA-1_1&gene=maker-NW_003020055.1-augustus-gene-18.0&CDS=1-3828	YOR330C
2102	OG0002102	maker-NW_003020055.1-snap-gene-18.2-mRNA-1_1&gene=maker-NW_003020055.1-snap-gene-18.2&CDS=1-3117	YPR163C
2103	OG0002103	augustus_masked-NW_003020055.1-processed-gene-18.50-mRNA-1_1&gene=augustus_masked-NW_003020055.1-processed-gene-18.50&CDS=1-513	YBL093C
2104	OG0002104	augustus_masked-NW_003020055.1-processed-gene-18.61-mRNA-1_1&gene=augustus_masked-NW_003020055.1-processed-gene-18.61&CDS=1-7629	YLR454W
2105	OG0002105	snap_masked-NW_003020055.1-processed-gene-18.19-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-18.19&CDS=1-396	YBL092W
2106	OG0002106	snap_masked-NW_003020055.1-processed-gene-18.32-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-18.32&CDS=1-828	YML052W
2107	OG0002107	maker-NW_003020055.1-augustus-gene-18.1-mRNA-1_1&gene=maker-NW_003020055.1-augustus-gene-18.1&CDS=1-2667	YCR068W
2108	OG0002108	genemark-NW_003020055.1-processed-gene-18.83-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-18.83&CDS=1-1185	YCR066W
2109	OG0002109	snap_masked-NW_003020055.1-processed-gene-18.22-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-18.22&CDS=1-1470	YHL008C
2110	OG0002110	snap_masked-NW_003020055.1-processed-gene-18.23-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-18.23&CDS=1-2298	YLR144C
2111	OG0002111	snap_masked-NW_003020055.1-processed-gene-18.39-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-18.39&CDS=1-1872	YKL029C
2112	OG0002112	snap_masked-NW_003020055.1-processed-gene-19.110-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-19.110&CDS=1-654	YDR486C
2113	OG0002113	genemark-NW_003020055.1-processed-gene-19.65-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-19.65&CDS=1-945	YOL096C
2114	OG0002114	snap_masked-NW_003020055.1-processed-gene-19.111-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-19.111&CDS=1-2319	YDR485C
2115	OG0002115	genemark-NW_003020055.1-processed-gene-19.66-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-19.66&CDS=1-1893	YHR048W
2116	OG0002116	genemark-NW_003020055.1-processed-gene-19.89-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-19.89&CDS=1-1710	YLR276C
2117	OG0002117	snap_masked-NW_003020055.1-processed-gene-19.115-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-19.115&CDS=1-747	YDR226W
2118	OG0002118	snap_masked-NW_003020055.1-processed-gene-19.137-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-19.137&CDS=1-1545	YDR228C
2119	OG0002119	snap_masked-NW_003020055.1-processed-gene-19.116-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-19.116&CDS=1-912	YDL198C
2120	OG0002120	genemark-NW_003020055.1-processed-gene-19.92-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-19.92&CDS=1-1584	YNL193W
2121	OG0002121	maker-NW_003020055.1-augustus-gene-19.4-mRNA-1_1&gene=maker-NW_003020055.1-augustus-gene-19.4&CDS=1-426	YOL127W
2122	OG0002122	snap_masked-NW_003020055.1-processed-gene-19.140-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-19.140&CDS=1-654	YNL306W
2123	OG0002123	snap_masked-NW_003020055.1-processed-gene-19.143-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-19.143&CDS=1-1083	YKL151C
2124	OG0002124	snap_masked-NW_003020055.1-processed-gene-19.121-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-19.121&CDS=1-903	YKL150W
2125	OG0002125	snap_masked-NW_003020055.1-processed-gene-19.122-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-19.122&CDS=1-1383	YKL149C
2126	OG0002126	snap_masked-NW_003020055.1-processed-gene-19.145-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-19.145&CDS=1-3276	YKR090W
2127	OG0002127	snap_masked-NW_003020055.1-processed-gene-19.127-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-19.127&CDS=1-5019	YGL206C
2128	OG0002128	augustus_masked-NW_003020055.1-processed-gene-19.46-mRNA-1_1&gene=augustus_masked-NW_003020055.1-processed-gene-19.46&CDS=1-1005	YDR318W
2129	OG0002129	genemark-NW_003020055.1-processed-gene-19.81-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-19.81&CDS=1-2778	YHR182W
2130	OG0002130	genemark-NW_003020055.1-processed-gene-19.100-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-19.100&CDS=1-1182	YPL060W
2131	OG0002131	snap_masked-NW_003020055.1-processed-gene-19.130-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-19.130&CDS=1-531	YOL129W
2132	OG0002132	snap_masked-NW_003020055.1-processed-gene-19.149-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-19.149&CDS=1-1146	YNL307C
2133	OG0002133	augustus_masked-NW_003020055.1-processed-gene-19.30-mRNA-1_1&gene=augustus_masked-NW_003020055.1-processed-gene-19.30&CDS=1-570	YPL218W
2134	OG0002134	genemark-NW_003020055.1-processed-gene-19.85-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-19.85&CDS=1-1980	YGL099W
2135	OG0002135	maker-NW_003020055.1-snap-gene-19.60-mRNA-1_1&gene=maker-NW_003020055.1-snap-gene-19.60&CDS=1-4602	YGL137W
2136	OG0002136	maker-NW_003020055.1-snap-gene-19.57-mRNA-1_1&gene=maker-NW_003020055.1-snap-gene-19.57&CDS=1-450	YPR062W
2137	OG0002137	snap_masked-NW_003020055.1-processed-gene-20.97-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-20.97&CDS=1-1107	YPR056W
2138	OG0002138	maker-NW_003020055.1-snap-gene-20.134-mRNA-1_1&gene=maker-NW_003020055.1-snap-gene-20.134&CDS=1-753	YDR064W
2139	OG0002139	snap_masked-NW_003020055.1-processed-gene-20.95-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-20.95&CDS=1-1659	YFR028C
2140	OG0002140	genemark-NW_003020055.1-processed-gene-20.52-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-20.52&CDS=1-1968	YER140W
2141	OG0002141	snap_masked-NW_003020055.1-processed-gene-20.116-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-20.116&CDS=1-1446	YER141W
2142	OG0002142	snap_masked-NW_003020055.1-processed-gene-20.102-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-20.102&CDS=1-1950	YBR041W
2143	OG0002143	snap_masked-NW_003020055.1-processed-gene-20.117-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-20.117&CDS=1-1248	YCR012W
2144	OG0002144	snap_masked-NW_003020055.1-processed-gene-20.103-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-20.103&CDS=1-852	YBR101C
2145	OG0002145	genemark-NW_003020055.1-processed-gene-20.61-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-20.61&CDS=1-3303	YPR055W
2146	OG0002146	genemark-NW_003020055.1-processed-gene-20.79-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-20.79&CDS=1-804	YPR124W
2147	OG0002147	snap_masked-NW_003020055.1-processed-gene-20.105-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-20.105&CDS=1-1248	YNL066W
2148	OG0002148	snap_masked-NW_003020055.1-processed-gene-20.109-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-20.109&CDS=1-1197	YLR355C
2149	OG0002149	snap_masked-NW_003020055.1-processed-gene-20.122-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-20.122&CDS=1-906	YGR053C
2150	OG0002150	genemark-NW_003020055.1-processed-gene-20.68-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-20.68&CDS=1-459	YMR002W
2151	OG0002151	snap_masked-NW_003020055.1-processed-gene-20.125-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-20.125&CDS=1-2331	YOL006C
2152	OG0002152	augustus_masked-NW_003020055.1-processed-gene-20.38-mRNA-1_1&gene=augustus_masked-NW_003020055.1-processed-gene-20.38&CDS=1-2184	YOL064C
2153	OG0002153	genemark-NW_003020055.1-processed-gene-20.71-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-20.71&CDS=1-1011	YMR063W
2154	OG0002154	genemark-NW_003020055.1-processed-gene-20.72-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-20.72&CDS=1-1356	YMR065W
2155	OG0002155	snap_masked-NW_003020055.1-processed-gene-20.131-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-20.131&CDS=1-2505	YKL078W
2156	OG0002156	snap_masked-NW_003020055.1-processed-gene-20.115-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-20.115&CDS=1-1500	YPL097W
2157	OG0002157	snap_masked-NW_003020055.1-processed-gene-21.108-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-21.108&CDS=1-1575	YGR009C
2158	OG0002158	genemark-NW_003020055.1-processed-gene-21.58-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-21.58&CDS=1-531	YLR370C
2159	OG0002159	snap_masked-NW_003020055.1-processed-gene-21.113-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-21.113&CDS=1-1842	YGL116W
2160	OG0002160	snap_masked-NW_003020055.1-processed-gene-21.137-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-21.137&CDS=1-480	YIR037W
2161	OG0002161	snap_masked-NW_003020055.1-processed-gene-21.114-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-21.114&CDS=1-504	YKL159C
2162	OG0002162	snap_masked-NW_003020055.1-processed-gene-21.115-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-21.115&CDS=1-1113	YHR052W
2163	OG0002163	genemark-NW_003020055.1-processed-gene-21.62-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-21.62&CDS=1-900	YMR241W
2164	OG0002164	genemark-NW_003020055.1-processed-gene-21.85-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-21.85&CDS=1-1302	YOR307C
2165	OG0002165	snap_masked-NW_003020055.1-processed-gene-21.117-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-21.117&CDS=1-1917	YDR456W
2166	OG0002166	genemark-NW_003020055.1-processed-gene-21.86-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-21.86&CDS=1-1911	YML031W
2167	OG0002167	snap_masked-NW_003020055.1-processed-gene-21.140-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-21.140&CDS=1-897	YOR158W
2168	OG0002168	snap_masked-NW_003020055.1-processed-gene-21.141-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-21.141&CDS=1-1842	YDR386W
2169	OG0002169	maker-NW_003020055.1-snap-gene-21.163-mRNA-1_1&gene=maker-NW_003020055.1-snap-gene-21.163&CDS=1-2877	YPR066W
2170	OG0002170	snap_masked-NW_003020055.1-processed-gene-21.143-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-21.143&CDS=1-1329	YGR110W
2171	OG0002171	maker-NW_003020055.1-augustus-gene-21.53-mRNA-1_1&gene=maker-NW_003020055.1-augustus-gene-21.53&CDS=1-3699	YMR058W
2172	OG0002172	snap_masked-NW_003020055.1-processed-gene-21.122-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-21.122&CDS=1-1458	YBR288C
2173	OG0002173	snap_masked-NW_003020055.1-processed-gene-21.145-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-21.145&CDS=1-1389	YHR011W
2174	OG0002174	snap_masked-NW_003020055.1-processed-gene-21.147-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-21.147&CDS=1-2346	YKL134C
2175	OG0002175	snap_masked-NW_003020055.1-processed-gene-21.125-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-21.125&CDS=1-2616	YDR466W
2176	OG0002176	genemark-NW_003020055.1-processed-gene-21.95-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-21.95&CDS=1-561	YBL107C
2177	OG0002177	snap_masked-NW_003020055.1-processed-gene-21.148-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-21.148&CDS=1-1548	YOR310C
2178	OG0002178	genemark-NW_003020055.1-processed-gene-21.73-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-21.73&CDS=1-4233	YHR164C
2179	OG0002179	snap_masked-NW_003020055.1-processed-gene-21.150-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-21.150&CDS=1-2415	YLR207W
2180	OG0002180	snap_masked-NW_003020055.1-processed-gene-21.153-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-21.153&CDS=1-2676	YOR032C
2181	OG0002181	snap_masked-NW_003020055.1-processed-gene-21.156-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-21.156&CDS=1-1659	YNL115C
2182	OG0002182	snap_masked-NW_003020055.1-processed-gene-21.129-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-21.129&CDS=1-912	YGL212W
2183	OG0002183	snap_masked-NW_003020055.1-processed-gene-21.158-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-21.158&CDS=1-1251	YER152C
2184	OG0002184	genemark-NW_003020055.1-processed-gene-21.104-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-21.104&CDS=1-1305	YNL206C
2185	OG0002185	snap_masked-NW_003020055.1-processed-gene-21.131-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-21.131&CDS=1-1794	YER151C
2186	OG0002186	snap_masked-NW_003020055.1-processed-gene-21.133-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-21.133&CDS=1-2403	YNL212W
2187	OG0002187	snap_masked-NW_003020055.1-processed-gene-21.162-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-21.162&CDS=1-243	YNL211C
2188	OG0002188	genemark-NW_003020055.1-processed-gene-21.107-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-21.107&CDS=1-360	YDR511W
2189	OG0002189	snap_masked-NW_003020056.1-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-0.72&CDS=1-4206	YLL015W
2190	OG0002190	augustus_masked-NW_003020056.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NW_003020056.1-processed-gene-0.1&CDS=1-1524	YHR166C
2191	OG0002191	snap_masked-NW_003020056.1-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-0.89&CDS=1-1656	YMR296C
2192	OG0002192	augustus_masked-NW_003020056.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NW_003020056.1-processed-gene-0.2&CDS=1-7179	YHR165C
2193	OG0002193	snap_masked-NW_003020056.1-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-0.95&CDS=1-2331	YLR304C
2194	OG0002194	snap_masked-NW_003020056.1-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-0.96&CDS=1-885	YLR439W
2195	OG0002195	snap_masked-NW_003020056.1-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-0.79&CDS=1-276	YLR438C-A
2196	OG0002196	snap_masked-NW_003020056.1-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-0.80&CDS=1-2454	YLR440C
2197	OG0002197	snap_masked-NW_003020056.1-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-0.83&CDS=1-618	YGL183C
2198	OG0002198	snap_masked-NW_003020056.1-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-0.99&CDS=1-1278	YGL181W
2199	OG0002199	snap_masked-NW_003020056.1-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-0.85&CDS=1-2703	YLL026W
2200	OG0002200	snap_masked-NW_003020056.1-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-0.102&CDS=1-924	YBR265W
2201	OG0002201	snap_masked-NW_003020056.1-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-0.103&CDS=1-771	YJL063C
2202	OG0002202	snap_masked-NW_003020056.1-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-0.104&CDS=1-1473	YFL018C
2203	OG0002203	snap_masked-NW_003020056.1-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-0.87&CDS=1-1317	YDR148C
2204	OG0002204	genemark-NW_003020056.1-processed-gene-1.51-mRNA-1_1&gene=genemark-NW_003020056.1-processed-gene-1.51&CDS=1-366	YNL081C
2205	OG0002205	snap_masked-NW_003020056.1-processed-gene-1.95-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-1.95&CDS=1-1350	YLR387C
2206	OG0002206	genemark-NW_003020056.1-processed-gene-1.53-mRNA-1_1&gene=genemark-NW_003020056.1-processed-gene-1.53&CDS=1-2703	YLR386W
2207	OG0002207	snap_masked-NW_003020056.1-processed-gene-1.102-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-1.102&CDS=1-1119	YNL080C
2208	OG0002208	genemark-NW_003020056.1-processed-gene-1.57-mRNA-1_1&gene=genemark-NW_003020056.1-processed-gene-1.57&CDS=1-2298	YDL060W
2209	OG0002209	snap_masked-NW_003020056.1-processed-gene-1.122-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-1.122&CDS=1-921	YDL063C
2210	OG0002210	snap_masked-NW_003020056.1-processed-gene-1.105-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-1.105&CDS=1-762	YOL048C
2211	OG0002211	snap_masked-NW_003020056.1-processed-gene-1.123-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-1.123&CDS=1-1458	YOL049W
2212	OG0002212	genemark-NW_003020056.1-processed-gene-1.60-mRNA-1_1&gene=genemark-NW_003020056.1-processed-gene-1.60&CDS=1-336	YOL039W
2213	OG0002213	snap_masked-NW_003020056.1-processed-gene-1.125-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-1.125&CDS=1-1245	YOL031C
2214	OG0002214	snap_masked-NW_003020056.1-processed-gene-1.126-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-1.126&CDS=1-1197	YAL012W
2215	OG0002215	snap_masked-NW_003020056.1-processed-gene-1.127-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-1.127&CDS=1-636	YOL032W
2216	OG0002216	snap_masked-NW_003020056.1-processed-gene-1.128-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-1.128&CDS=1-1038	YAL020C
2217	OG0002217	snap_masked-NW_003020056.1-processed-gene-1.107-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-1.107&CDS=1-1677	YOR090C
2218	OG0002218	snap_masked-NW_003020056.1-processed-gene-1.108-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-1.108&CDS=1-1002	YDL065C
2219	OG0002219	snap_masked-NW_003020056.1-processed-gene-1.129-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-1.129&CDS=1-2310	YLR397C
2220	OG0002220	snap_masked-NW_003020056.1-processed-gene-1.130-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-1.130&CDS=1-3741	YLR398C
