	OrthologID	Metschnikowia_drakensbergensis	Saccharomyces_cerevisiae
1386	OG0001386	augustus_masked-draA_s2-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-1.108&CDS=1-3186	YPR163C
1387	OG0001387	augustus_masked-draA_s2-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-1.110&CDS=1-1641	YPL260W
1388	OG0001388	augustus_masked-draA_s2-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-1.111&CDS=1-972	YIR011C
1389	OG0001389	augustus_masked-draA_s2-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-1.132&CDS=1-1455	YER082C
1390	OG0001390	snap_masked-draA_s2-processed-gene-1.64-mRNA-1_1&gene=snap_masked-draA_s2-processed-gene-1.64&CDS=1-1278	YKL216W
1391	OG0001391	snap_masked-draA_s2-processed-gene-1.66-mRNA-1_1&gene=snap_masked-draA_s2-processed-gene-1.66&CDS=1-945	YER083C
1392	OG0001392	augustus_masked-draA_s2-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-1.133&CDS=1-1050	YGR112W
1393	OG0001393	augustus_masked-draA_s2-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-1.114&CDS=1-1647	YLR197W
1394	OG0001394	augustus_masked-draA_s2-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-1.115&CDS=1-441	YDR059C
1395	OG0001395	snap_masked-draA_s2-processed-gene-1.71-mRNA-1_1&gene=snap_masked-draA_s2-processed-gene-1.71&CDS=1-3105	YBR081C
1396	OG0001396	augustus_masked-draA_s2-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-1.117&CDS=1-516	YNL310C
1397	OG0001397	augustus_masked-draA_s2-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-1.118&CDS=1-1158	YNL315C
1398	OG0001398	augustus_masked-draA_s2-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-1.137&CDS=1-1929	YMR224C
1399	OG0001399	augustus_masked-draA_s2-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-1.119&CDS=1-4932	YDR283C
1400	OG0001400	augustus_masked-draA_s2-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-1.139&CDS=1-867	YDR284C
1401	OG0001401	augustus_masked-draA_s2-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-1.120&CDS=1-1896	YMR004W
1402	OG0001402	augustus_masked-draA_s2-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-1.121&CDS=1-1041	YOR043W
1403	OG0001403	augustus_masked-draA_s20-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-draA_s20-processed-gene-0.36&CDS=1-1278	YDR449C
1404	OG0001404	snap_masked-draA_s20-processed-gene-0.74-mRNA-1_1&gene=snap_masked-draA_s20-processed-gene-0.74&CDS=1-219	YHR143W-A
1405	OG0001405	augustus_masked-draA_s20-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-draA_s20-processed-gene-0.56&CDS=1-3798	YPL006W
1406	OG0001406	augustus_masked-draA_s20-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-draA_s20-processed-gene-0.38&CDS=1-975	YHR144C
1407	OG0001407	snap_masked-draA_s20-processed-gene-0.99-mRNA-1_1&gene=snap_masked-draA_s20-processed-gene-0.99&CDS=1-690	YNL168C
1408	OG0001408	augustus_masked-draA_s20-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-draA_s20-processed-gene-0.41&CDS=1-2967	YPL183C
1409	OG0001409	augustus_masked-draA_s20-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-draA_s20-processed-gene-0.58&CDS=1-3240	YBL076C
1410	OG0001410	snap_masked-draA_s20-processed-gene-0.81-mRNA-1_1&gene=snap_masked-draA_s20-processed-gene-0.81&CDS=1-4959	YCR042C
1411	OG0001411	augustus_masked-draA_s20-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-draA_s20-processed-gene-0.43&CDS=1-2124	YML097C
1412	OG0001412	augustus_masked-draA_s20-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-draA_s20-processed-gene-0.45&CDS=1-1626	YDR168W
1413	OG0001413	augustus_masked-draA_s20-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-draA_s20-processed-gene-0.46&CDS=1-1035	YMR315W
1414	OG0001414	augustus_masked-draA_s20-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-draA_s20-processed-gene-0.60&CDS=1-2343	YDR498C
1415	OG0001415	snap_masked-draA_s20-processed-gene-0.104-mRNA-1_1&gene=snap_masked-draA_s20-processed-gene-0.104&CDS=1-1005	YIL106W
1416	OG0001416	snap_masked-draA_s20-processed-gene-0.108-mRNA-1_1&gene=snap_masked-draA_s20-processed-gene-0.108&CDS=1-777	YLL027W
1417	OG0001417	augustus_masked-draA_s20-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-draA_s20-processed-gene-0.51&CDS=1-3003	YGL016W
1418	OG0001418	augustus_masked-draA_s20-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-draA_s20-processed-gene-0.65&CDS=1-1836	YAR007C
1419	OG0001419	augustus_masked-draA_s20-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-draA_s20-processed-gene-0.66&CDS=1-1203	YGL184C
1420	OG0001420	augustus_masked-draA_s27-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-0.16&CDS=1-3018	YBR289W
1421	OG0001421	augustus_masked-draA_s27-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-0.17&CDS=1-4416	YNL102W
1422	OG0001422	augustus_masked-draA_s27-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-0.7&CDS=1-2142	YJR040W
1423	OG0001423	snap_masked-draA_s27-processed-gene-0.47-mRNA-1_1&gene=snap_masked-draA_s27-processed-gene-0.47&CDS=1-3660	YJR041C
1424	OG0001424	augustus_masked-draA_s27-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-0.19&CDS=1-375	YEL026W
1425	OG0001425	augustus_masked-draA_s27-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-0.8&CDS=1-480	YEL027W
1426	OG0001426	augustus_masked-draA_s27-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-0.20&CDS=1-2187	YJR042W
1427	OG0001427	augustus_masked-draA_s27-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-0.9&CDS=1-1866	YJR036C
1428	OG0001428	augustus_masked-draA_s27-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-0.10&CDS=1-636	YEL024W
1429	OG0001429	augustus_masked-draA_s27-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-0.26&CDS=1-897	YDL198C
1430	OG0001430	augustus_masked-draA_s27-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-0.12&CDS=1-1620	YDR228C
1431	OG0001431	augustus_masked-draA_s27-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-0.27&CDS=1-741	YDR226W
1432	OG0001432	augustus_masked-draA_s27-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-0.28&CDS=1-1899	YKL029C
1433	OG0001433	augustus_masked-draA_s27-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-0.14&CDS=1-630	YDR486C
1434	OG0001434	augustus_masked-draA_s27-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-1.75&CDS=1-3072	YNL132W
1435	OG0001435	genemark-draA_s27-processed-gene-1.9-mRNA-1_1&gene=genemark-draA_s27-processed-gene-1.9&CDS=1-288	YBL026W
1436	OG0001436	augustus_masked-draA_s27-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-1.107&CDS=1-1530	YBL020W
1437	OG0001437	augustus_masked-draA_s27-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-1.78&CDS=1-753	YBL021C
1438	OG0001438	augustus_masked-draA_s27-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-1.79&CDS=1-2082	YBL024W
1439	OG0001439	augustus_masked-draA_s27-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-1.81&CDS=1-3294	YBL022C
1440	OG0001440	maker-draA_s27-augustus-gene-1.131-mRNA-1_1&gene=maker-draA_s27-augustus-gene-1.131&CDS=1-3597	YBL023C
1441	OG0001441	augustus_masked-draA_s27-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-1.111&CDS=1-783	YLR285W
1442	OG0001442	augustus_masked-draA_s27-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-1.112&CDS=1-1776	YJR072C
1443	OG0001443	augustus_masked-draA_s27-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-1.88&CDS=1-495	YDR231C
1444	OG0001444	augustus_masked-draA_s27-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-1.89&CDS=1-3183	YKL197C
1445	OG0001445	augustus_masked-draA_s27-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-1.113&CDS=1-1050	YOL009C
1446	OG0001446	snap_masked-draA_s27-processed-gene-1.194-mRNA-1_1&gene=snap_masked-draA_s27-processed-gene-1.194&CDS=1-360	YMR112C
1447	OG0001447	maker-draA_s27-augustus-gene-1.135-mRNA-1_1&gene=maker-draA_s27-augustus-gene-1.135&CDS=1-951	YMR116C
1448	OG0001448	augustus_masked-draA_s27-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-1.91&CDS=1-921	YKR026C
1449	OG0001449	snap_masked-draA_s27-processed-gene-1.196-mRNA-1_1&gene=snap_masked-draA_s27-processed-gene-1.196&CDS=1-1665	YDR062W
1450	OG0001450	snap_masked-draA_s27-processed-gene-1.197-mRNA-1_1&gene=snap_masked-draA_s27-processed-gene-1.197&CDS=1-1017	YDR061W
1451	OG0001451	augustus_masked-draA_s27-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-1.93&CDS=1-2058	YLR006C
1452	OG0001452	augustus_masked-draA_s27-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-1.94&CDS=1-1197	YER143W
1453	OG0001453	augustus_masked-draA_s27-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-1.116&CDS=1-2691	YER136W
1454	OG0001454	augustus_masked-draA_s27-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-1.117&CDS=1-963	YHR083W
1455	OG0001455	augustus_masked-draA_s27-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-1.118&CDS=1-690	YDR071C
1456	OG0001456	snap_masked-draA_s27-processed-gene-1.172-mRNA-1_1&gene=snap_masked-draA_s27-processed-gene-1.172&CDS=1-990	YPR004C
1457	OG0001457	augustus_masked-draA_s27-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-1.120&CDS=1-2949	YKL015W
1458	OG0001458	augustus_masked-draA_s27-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-1.122&CDS=1-2232	YKL017C
1459	OG0001459	maker-draA_s27-augustus-gene-1.137-mRNA-1_1&gene=maker-draA_s27-augustus-gene-1.137&CDS=1-312	YIL156W-B
1460	OG0001460	augustus_masked-draA_s27-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-1.124&CDS=1-4665	YKL014C
1461	OG0001461	augustus_masked-draA_s27-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-1.125&CDS=1-471	YPL059W
1462	OG0001462	augustus_masked-draA_s27-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-1.102&CDS=1-1617	YJL069C
1463	OG0001463	augustus_masked-draA_s27-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-1.103&CDS=1-264	YJL062W-A
1464	OG0001464	augustus_masked-draA_s27-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-1.129&CDS=1-2178	YAL043C
1465	OG0001465	augustus_masked-draA_s27-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-1.104&CDS=1-3258	YBR276C
1466	OG0001466	augustus_masked-draA_s27-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-draA_s27-processed-gene-1.130&CDS=1-1035	YJR068W
1467	OG0001467	augustus_masked-draA_s28-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-draA_s28-processed-gene-0.41&CDS=1-2151	YPR021C
1468	OG0001468	augustus_masked-draA_s28-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-draA_s28-processed-gene-0.62&CDS=1-831	YGL174W
1469	OG0001469	augustus_masked-draA_s28-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-draA_s28-processed-gene-0.63&CDS=1-1392	YGL172W
1470	OG0001470	augustus_masked-draA_s28-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-draA_s28-processed-gene-0.42&CDS=1-1287	YGL175C
1471	OG0001471	augustus_masked-draA_s28-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-draA_s28-processed-gene-0.43&CDS=1-2283	YGL178W
1472	OG0001472	augustus_masked-draA_s28-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-draA_s28-processed-gene-0.64&CDS=1-1044	YER127W
1473	OG0001473	augustus_masked-draA_s28-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-draA_s28-processed-gene-0.44&CDS=1-783	YER126C
1474	OG0001474	snap_masked-draA_s28-processed-gene-0.22-mRNA-1_1&gene=snap_masked-draA_s28-processed-gene-0.22&CDS=1-3762	YPR022C
1475	OG0001475	augustus_masked-draA_s28-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-draA_s28-processed-gene-0.67&CDS=1-714	YGL044C
1476	OG0001476	augustus_masked-draA_s28-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-draA_s28-processed-gene-0.45&CDS=1-867	YGL043W
1477	OG0001477	augustus_masked-draA_s28-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-draA_s28-processed-gene-0.68&CDS=1-1479	YGR155W
1478	OG0001478	augustus_masked-draA_s28-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-draA_s28-processed-gene-0.69&CDS=1-2115	YFR029W
1479	OG0001479	augustus_masked-draA_s28-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-draA_s28-processed-gene-0.47&CDS=1-1461	YEL015W
1480	OG0001480	augustus_masked-draA_s28-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-draA_s28-processed-gene-0.48&CDS=1-4158	YGL092W
1481	OG0001481	augustus_masked-draA_s28-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-draA_s28-processed-gene-0.49&CDS=1-975	YGL091C
1482	OG0001482	augustus_masked-draA_s28-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-draA_s28-processed-gene-0.50&CDS=1-1347	YJL049W
1483	OG0001483	augustus_masked-draA_s28-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-draA_s28-processed-gene-0.71&CDS=1-1671	YEL013W
1484	OG0001484	genemark-draA_s28-processed-gene-0.113-mRNA-1_1&gene=genemark-draA_s28-processed-gene-0.113&CDS=1-1215	YOR201C
1485	OG0001485	augustus_masked-draA_s28-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-draA_s28-processed-gene-0.74&CDS=1-660	YOR202W
1486	OG0001486	augustus_masked-draA_s28-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-draA_s28-processed-gene-0.53&CDS=1-2394	YAL011W
1487	OG0001487	augustus_masked-draA_s28-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-draA_s28-processed-gene-0.75&CDS=1-2505	YAL010C
1488	OG0001488	augustus_masked-draA_s28-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-draA_s28-processed-gene-0.55&CDS=1-1245	YKR063C
1489	OG0001489	augustus_masked-draA_s28-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-draA_s28-processed-gene-0.56&CDS=1-5493	YNL242W
1490	OG0001490	augustus_masked-draA_s28-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-draA_s28-processed-gene-0.58&CDS=1-2772	YJL154C
1491	OG0001491	augustus_masked-draA_s28-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-draA_s28-processed-gene-0.77&CDS=1-690	YAR008W
1492	OG0001492	augustus_masked-draA_s31-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-draA_s31-processed-gene-0.62&CDS=1-1191	YPL123C
1493	OG0001493	augustus_masked-draA_s31-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-draA_s31-processed-gene-0.63&CDS=1-1341	YER043C
1494	OG0001494	augustus_masked-draA_s31-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-draA_s31-processed-gene-0.69&CDS=1-1443	YFR044C
1495	OG0001495	augustus_masked-draA_s31-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-draA_s31-processed-gene-0.70&CDS=1-1074	YOR288C
1496	OG0001496	augustus_masked-draA_s31-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-draA_s31-processed-gene-0.71&CDS=1-1026	YJR100C
1497	OG0001497	augustus_masked-draA_s31-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-draA_s31-processed-gene-0.72&CDS=1-930	YJR095W
1498	OG0001498	augustus_masked-draA_s31-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-draA_s31-processed-gene-0.73&CDS=1-1332	YNL237W
1499	OG0001499	augustus_masked-draA_s31-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-draA_s31-processed-gene-0.52&CDS=1-2598	YNL238W
1500	OG0001500	augustus_masked-draA_s31-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-draA_s31-processed-gene-0.53&CDS=1-1503	YNL241C
1501	OG0001501	augustus_masked-draA_s31-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-draA_s31-processed-gene-0.55&CDS=1-2781	YNL049C
1502	OG0001502	augustus_masked-draA_s31-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-draA_s31-processed-gene-0.58&CDS=1-978	YBL033C
1503	OG0001503	augustus_masked-draA_s31-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-draA_s31-processed-gene-0.80&CDS=1-1113	YLR113W
1504	OG0001504	augustus_masked-draA_s31-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-draA_s31-processed-gene-0.59&CDS=1-666	YMR077C
1505	OG0001505	augustus_masked-draA_s31-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-draA_s31-processed-gene-0.82&CDS=1-1020	YGL040C
1506	OG0001506	augustus_masked-draA_s31-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-draA_s31-processed-gene-0.84&CDS=1-2559	YJL041W
1507	OG0001507	augustus_masked-draA_s31-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-draA_s31-processed-gene-0.85&CDS=1-744	YKL152C
1508	OG0001508	augustus_masked-draA_s31-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-draA_s31-processed-gene-0.87&CDS=1-1878	YHL032C
1509	OG0001509	augustus_masked-draA_s31-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-draA_s31-processed-gene-0.88&CDS=1-1431	YDL103C
1510	OG0001510	augustus_masked-draA_s31-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-draA_s31-processed-gene-0.61&CDS=1-4803	YJR092W
1511	OG0001511	genemark-draA_s35-processed-gene-0.2-mRNA-1_1&gene=genemark-draA_s35-processed-gene-0.2&CDS=1-801	YPL199C
1512	OG0001512	augustus_masked-draA_s35-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-draA_s35-processed-gene-0.163&CDS=1-642	YML001W
1513	OG0001513	augustus_masked-draA_s35-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-draA_s35-processed-gene-0.134&CDS=1-1269	YBR279W
1514	OG0001514	augustus_masked-draA_s35-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-draA_s35-processed-gene-0.165&CDS=1-1335	YHR190W
1515	OG0001515	augustus_masked-draA_s35-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-draA_s35-processed-gene-0.166&CDS=1-978	YML121W
1516	OG0001516	augustus_masked-draA_s35-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-draA_s35-processed-gene-0.135&CDS=1-1746	YAL067C
1517	OG0001517	augustus_masked-draA_s35-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-draA_s35-processed-gene-0.167&CDS=1-597	YPL178W
1518	OG0001518	augustus_masked-draA_s35-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-draA_s35-processed-gene-0.137&CDS=1-2514	YGL083W
1519	OG0001519	augustus_masked-draA_s35-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-draA_s35-processed-gene-0.168&CDS=1-1887	YKL148C
1520	OG0001520	augustus_masked-draA_s35-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-draA_s35-processed-gene-0.169&CDS=1-945	YEL051W
1521	OG0001521	snap_masked-draA_s35-processed-gene-0.111-mRNA-1_1&gene=snap_masked-draA_s35-processed-gene-0.111&CDS=1-387	YNR046W
1522	OG0001522	augustus_masked-draA_s35-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-draA_s35-processed-gene-0.138&CDS=1-711	YEL001C
1523	OG0001523	augustus_masked-draA_s35-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-draA_s35-processed-gene-0.140&CDS=1-1476	YCR098C
1524	OG0001524	augustus_masked-draA_s35-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-draA_s35-processed-gene-0.141&CDS=1-852	YBR011C
1525	OG0001525	augustus_masked-draA_s35-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-draA_s35-processed-gene-0.142&CDS=1-1119	YDR005C
1526	OG0001526	maker-draA_s35-augustus-gene-0.188-mRNA-1_1&gene=maker-draA_s35-augustus-gene-0.188&CDS=1-2022	YHR207C
1527	OG0001527	snap_masked-draA_s35-processed-gene-0.116-mRNA-1_1&gene=snap_masked-draA_s35-processed-gene-0.116&CDS=1-2097	YPL072W
1528	OG0001528	snap_masked-draA_s35-processed-gene-0.85-mRNA-1_1&gene=snap_masked-draA_s35-processed-gene-0.85&CDS=1-339	YAL044W-A
1529	OG0001529	augustus_masked-draA_s35-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-draA_s35-processed-gene-0.177&CDS=1-1326	YGL164C
1530	OG0001530	maker-draA_s35-augustus-gene-0.192-mRNA-1_1&gene=maker-draA_s35-augustus-gene-0.192&CDS=1-3510	YCR028C
1531	OG0001531	augustus_masked-draA_s35-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-draA_s35-processed-gene-0.180&CDS=1-1635	YNL189W
1532	OG0001532	maker-draA_s35-snap-gene-0.194-mRNA-1_1&gene=maker-draA_s35-snap-gene-0.194&CDS=1-3753	YHR132C
1533	OG0001533	augustus_masked-draA_s35-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-draA_s35-processed-gene-0.157&CDS=1-1314	YDR448W
1534	OG0001534	augustus_masked-draA_s35-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-draA_s35-processed-gene-0.182&CDS=1-639	YHR110W
1535	OG0001535	augustus_masked-draA_s35-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-draA_s35-processed-gene-0.183&CDS=1-2040	YDR365C
1536	OG0001536	augustus_masked-draA_s35-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-draA_s35-processed-gene-0.184&CDS=1-1803	YOR118W
1537	OG0001537	augustus_masked-draA_s35-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-draA_s35-processed-gene-0.185&CDS=1-690	YDR367W
1538	OG0001538	augustus_masked-draA_s35-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-draA_s35-processed-gene-0.158&CDS=1-1413	YOR119C
1539	OG0001539	augustus_masked-draA_s35-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-draA_s35-processed-gene-0.159&CDS=1-1281	YBL103C
1540	OG0001540	augustus_masked-draA_s35-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-draA_s35-processed-gene-0.160&CDS=1-1443	YHR113W
1541	OG0001541	maker-draA_s35-augustus-gene-0.189-mRNA-1_1&gene=maker-draA_s35-augustus-gene-0.189&CDS=1-1890	YHR009C
1542	OG0001542	snap_masked-draA_s37-processed-gene-0.69-mRNA-1_1&gene=snap_masked-draA_s37-processed-gene-0.69&CDS=1-177	YFR032C-A
1543	OG0001543	augustus_masked-draA_s37-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-draA_s37-processed-gene-0.100&CDS=1-267	YJR135W-A
1544	OG0001544	augustus_masked-draA_s37-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-draA_s37-processed-gene-0.121&CDS=1-1086	YDL055C
1545	OG0001545	maker-draA_s37-augustus-gene-0.145-mRNA-1_1&gene=maker-draA_s37-augustus-gene-0.145&CDS=1-2496	YLR377C
