	OrthologID	Candida_infanticola	Saccharomyces_cerevisiae
1757	OG0001757	augustus_masked-LWLF01000021.1-processed-gene-10.48-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.48&CDS=1-417	YBR022W
1758	OG0001758	augustus_masked-LWLF01000021.1-processed-gene-10.49-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.49&CDS=1-963	YNL290W
1759	OG0001759	augustus_masked-LWLF01000021.1-processed-gene-10.24-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.24&CDS=1-1395	YNL291C
1760	OG0001760	augustus_masked-LWLF01000021.1-processed-gene-10.50-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.50&CDS=1-912	YNL292W
1761	OG0001761	augustus_masked-LWLF01000021.1-processed-gene-10.25-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.25&CDS=1-2256	YBR179C
1762	OG0001762	augustus_masked-LWLF01000021.1-processed-gene-10.52-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.52&CDS=1-450	YGL058W
1763	OG0001763	augustus_masked-LWLF01000021.1-processed-gene-10.53-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.53&CDS=1-1005	YMR079W
1764	OG0001764	maker-LWLF01000021.1-augustus-gene-11.129-mRNA-1_1&gene=maker-LWLF01000021.1-augustus-gene-11.129&CDS=1-2007	YNL274C
1765	OG0001765	augustus_masked-LWLF01000021.1-processed-gene-11.67-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.67&CDS=1-2052	YKL104C
1766	OG0001766	augustus_masked-LWLF01000021.1-processed-gene-11.70-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.70&CDS=1-1263	YOR272W
1767	OG0001767	augustus_masked-LWLF01000021.1-processed-gene-11.68-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.68&CDS=1-1044	YMR272C
1768	OG0001768	maker-LWLF01000021.1-augustus-gene-11.130-mRNA-1_1&gene=maker-LWLF01000021.1-augustus-gene-11.130&CDS=1-1194	YML105C
1769	OG0001769	augustus_masked-LWLF01000021.1-processed-gene-11.98-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.98&CDS=1-948	YOR123C
1770	OG0001770	augustus_masked-LWLF01000021.1-processed-gene-11.73-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.73&CDS=1-1731	YLR060W
1771	OG0001771	augustus_masked-LWLF01000021.1-processed-gene-11.100-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.100&CDS=1-1032	YPL244C
1772	OG0001772	augustus_masked-LWLF01000021.1-processed-gene-11.101-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.101&CDS=1-1062	YPL188W
1773	OG0001773	augustus_masked-LWLF01000021.1-processed-gene-11.102-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.102&CDS=1-2868	YFL034W
1774	OG0001774	maker-LWLF01000021.1-augustus-gene-11.131-mRNA-1_1&gene=maker-LWLF01000021.1-augustus-gene-11.131&CDS=1-1443	YGR037C
1775	OG0001775	maker-LWLF01000021.1-snap-gene-11.126-mRNA-1_1&gene=maker-LWLF01000021.1-snap-gene-11.126&CDS=1-3597	YNL329C
1776	OG0001776	augustus_masked-LWLF01000021.1-processed-gene-11.103-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.103&CDS=1-546	YLR051C
1777	OG0001777	augustus_masked-LWLF01000021.1-processed-gene-11.78-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.78&CDS=1-780	YLL041C
1778	OG0001778	augustus_masked-LWLF01000021.1-processed-gene-11.106-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.106&CDS=1-1770	YJL093C
1779	OG0001779	augustus_masked-LWLF01000021.1-processed-gene-11.107-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.107&CDS=1-1422	YFR044C
1780	OG0001780	augustus_masked-LWLF01000021.1-processed-gene-11.80-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.80&CDS=1-1107	YBR215W
1781	OG0001781	augustus_masked-LWLF01000021.1-processed-gene-11.109-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.109&CDS=1-477	YOR287C
1782	OG0001782	maker-LWLF01000021.1-augustus-gene-11.133-mRNA-1_1&gene=maker-LWLF01000021.1-augustus-gene-11.133&CDS=1-288	YMR225C
1783	OG0001783	genemark-LWLF01000021.1-processed-gene-11.155-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-11.155&CDS=1-384	YBR217W
1784	OG0001784	augustus_masked-LWLF01000021.1-processed-gene-11.82-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.82&CDS=1-1968	YOR288C
1785	OG0001785	augustus_masked-LWLF01000021.1-processed-gene-11.111-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.111&CDS=1-4965	YDR170C
1786	OG0001786	snap_masked-LWLF01000021.1-processed-gene-11.52-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-11.52&CDS=1-1266	YGL059W
1787	OG0001787	augustus_masked-LWLF01000021.1-processed-gene-11.84-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.84&CDS=1-1023	YDL144C
1788	OG0001788	maker-LWLF01000021.1-augustus-gene-11.132-mRNA-1_1&gene=maker-LWLF01000021.1-augustus-gene-11.132&CDS=1-1071	YCR036W
1789	OG0001789	snap_masked-LWLF01000021.1-processed-gene-11.54-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-11.54&CDS=1-2484	YJL197W
1790	OG0001790	augustus_masked-LWLF01000021.1-processed-gene-11.115-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.115&CDS=1-1716	YJR010W
1791	OG0001791	augustus_masked-LWLF01000021.1-processed-gene-11.89-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.89&CDS=1-1239	YIL022W
1792	OG0001792	augustus_masked-LWLF01000021.1-processed-gene-11.90-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.90&CDS=1-1116	YAL013W
1793	OG0001793	augustus_masked-LWLF01000021.1-processed-gene-11.91-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.91&CDS=1-594	YNL222W
1794	OG0001794	augustus_masked-LWLF01000021.1-processed-gene-11.119-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.119&CDS=1-1188	YFL001W
1795	OG0001795	augustus_masked-LWLF01000021.1-processed-gene-11.92-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.92&CDS=1-1728	YFL002C
1796	OG0001796	augustus_masked-LWLF01000021.1-processed-gene-11.120-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.120&CDS=1-1488	YPL003W
1797	OG0001797	augustus_masked-LWLF01000021.1-processed-gene-11.93-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.93&CDS=1-1446	YDR332W
1798	OG0001798	augustus_masked-LWLF01000021.1-processed-gene-11.121-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.121&CDS=1-1224	YDR330W
1799	OG0001799	augustus_masked-LWLF01000021.1-processed-gene-11.96-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.96&CDS=1-3666	YHR079C
1800	OG0001800	augustus_masked-LWLF01000021.1-processed-gene-11.97-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.97&CDS=1-639	YDR412W
1801	OG0001801	augustus_masked-LWLF01000021.1-processed-gene-11.123-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.123&CDS=1-603	YDR414C
1802	OG0001802	augustus_masked-LWLF01000021.1-processed-gene-12.105-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.105&CDS=1-1584	YDR419W
1803	OG0001803	augustus_masked-LWLF01000021.1-processed-gene-12.108-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.108&CDS=1-3615	YOR296W
1804	OG0001804	augustus_masked-LWLF01000021.1-processed-gene-12.106-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.106&CDS=1-873	YDR265W
1805	OG0001805	snap_masked-LWLF01000021.1-processed-gene-12.5-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-12.5&CDS=1-1491	YDR266C
1806	OG0001806	genemark-LWLF01000021.1-processed-gene-12.54-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-12.54&CDS=1-522	YHR100C
1807	OG0001807	augustus_masked-LWLF01000021.1-processed-gene-12.110-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.110&CDS=1-1362	YFL016C
1808	OG0001808	augustus_masked-LWLF01000021.1-processed-gene-12.111-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.111&CDS=1-324	YLR295C
1809	OG0001809	augustus_masked-LWLF01000021.1-processed-gene-12.133-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.133&CDS=1-2094	YMR108W
1810	OG0001810	genemark-LWLF01000021.1-processed-gene-12.84-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-12.84&CDS=1-678	YJL218W
1811	OG0001811	augustus_masked-LWLF01000021.1-processed-gene-12.115-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.115&CDS=1-234	YML009C
1812	OG0001812	augustus_masked-LWLF01000021.1-processed-gene-12.140-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.140&CDS=1-2958	YML010W
1813	OG0001813	augustus_masked-LWLF01000021.1-processed-gene-12.116-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.116&CDS=1-627	YML012W
1814	OG0001814	augustus_masked-LWLF01000021.1-processed-gene-12.117-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.117&CDS=1-801	YDL111C
1815	OG0001815	augustus_masked-LWLF01000021.1-processed-gene-12.141-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.141&CDS=1-3867	YDL112W
1816	OG0001816	augustus_masked-LWLF01000021.1-processed-gene-12.119-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.119&CDS=1-1614	YDL113C
1817	OG0001817	augustus_masked-LWLF01000021.1-processed-gene-12.120-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.120&CDS=1-2514	YDL117W
1818	OG0001818	augustus_masked-LWLF01000021.1-processed-gene-12.142-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.142&CDS=1-951	YOR085W
1819	OG0001819	augustus_masked-LWLF01000021.1-processed-gene-12.144-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.144&CDS=1-3765	YGL092W
1820	OG0001820	augustus_masked-LWLF01000021.1-processed-gene-12.145-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.145&CDS=1-1209	YGR110W
1821	OG0001821	augustus_masked-LWLF01000021.1-processed-gene-12.122-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.122&CDS=1-4917	YOR341W
1822	OG0001822	augustus_masked-LWLF01000021.1-processed-gene-12.124-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.124&CDS=1-1512	YOR132W
1823	OG0001823	augustus_masked-LWLF01000021.1-processed-gene-12.146-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.146&CDS=1-801	YMR289W
1824	OG0001824	augustus_masked-LWLF01000021.1-processed-gene-12.125-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.125&CDS=1-1659	YLR088W
1825	OG0001825	augustus_masked-LWLF01000021.1-processed-gene-12.147-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.147&CDS=1-1722	YDR390C
1826	OG0001826	augustus_masked-LWLF01000021.1-processed-gene-12.126-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.126&CDS=1-711	YPR183W
1827	OG0001827	augustus_masked-LWLF01000021.1-processed-gene-12.127-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.127&CDS=1-1098	YOR136W
1828	OG0001828	augustus_masked-LWLF01000021.1-processed-gene-12.148-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.148&CDS=1-1419	YLR089C
1829	OG0001829	augustus_masked-LWLF01000021.1-processed-gene-12.128-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.128&CDS=1-771	YOR157C
1830	OG0001830	augustus_masked-LWLF01000021.1-processed-gene-12.149-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.149&CDS=1-612	YDR408C
1831	OG0001831	augustus_masked-LWLF01000021.1-processed-gene-12.129-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.129&CDS=1-2058	YPR105C
1832	OG0001832	augustus_masked-LWLF01000021.1-processed-gene-12.130-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.130&CDS=1-3477	YDR407C
1833	OG0001833	augustus_masked-LWLF01000021.1-processed-gene-12.151-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.151&CDS=1-3564	YGL006W
1834	OG0001834	augustus_masked-LWLF01000021.1-processed-gene-12.153-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.153&CDS=1-813	YLR220W
1835	OG0001835	augustus_masked-LWLF01000021.1-processed-gene-13.2-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-13.2&CDS=1-879	YBR061C
1836	OG0001836	augustus_masked-LWLF01000021.1-processed-gene-13.5-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-13.5&CDS=1-1728	YDR037W
1837	OG0001837	snap_masked-LWLF01000021.1-processed-gene-13.113-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-13.113&CDS=1-1788	YNL041C
1838	OG0001838	augustus_masked-LWLF01000021.1-processed-gene-13.30-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-13.30&CDS=1-1383	YPL204W
1839	OG0001839	genemark-LWLF01000021.1-processed-gene-13.60-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-13.60&CDS=1-1050	YNL288W
1840	OG0001840	snap_masked-LWLF01000021.1-processed-gene-13.139-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-13.139&CDS=1-195	YLR262C-A
1841	OG0001841	maker-LWLF01000021.1-snap-gene-13.104-mRNA-1_1&gene=maker-LWLF01000021.1-snap-gene-13.104&CDS=1-2175	YOR181W
1842	OG0001842	augustus_masked-LWLF01000021.1-processed-gene-13.13-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-13.13&CDS=1-1473	YBR056W
1843	OG0001843	augustus_masked-LWLF01000021.1-processed-gene-13.34-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-13.34&CDS=1-1533	YFR028C
1844	OG0001844	augustus_masked-LWLF01000021.1-processed-gene-13.14-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-13.14&CDS=1-1911	YBR041W
1845	OG0001845	augustus_masked-LWLF01000021.1-processed-gene-13.35-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-13.35&CDS=1-1095	YCL018W
1846	OG0001846	augustus_masked-LWLF01000021.1-processed-gene-13.36-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-13.36&CDS=1-789	YCR009C
1847	OG0001847	snap_masked-LWLF01000021.1-processed-gene-13.145-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-13.145&CDS=1-2454	YDR421W
1848	OG0001848	genemark-LWLF01000021.1-processed-gene-13.90-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-13.90&CDS=1-1371	YCL017C
1849	OG0001849	augustus_masked-LWLF01000021.1-processed-gene-13.16-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-13.16&CDS=1-810	YNL003C
1850	OG0001850	snap_masked-LWLF01000021.1-processed-gene-13.147-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-13.147&CDS=1-984	YCL016C
1851	OG0001851	augustus_masked-LWLF01000021.1-processed-gene-13.17-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-13.17&CDS=1-4080	YCL014W
1852	OG0001852	genemark-LWLF01000021.1-processed-gene-13.92-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-13.92&CDS=1-1155	YBL029W
1853	OG0001853	augustus_masked-LWLF01000021.1-processed-gene-13.40-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-13.40&CDS=1-1077	YML048W
1854	OG0001854	augustus_masked-LWLF01000021.1-processed-gene-13.41-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-13.41&CDS=1-1158	YLR191W
1855	OG0001855	augustus_masked-LWLF01000021.1-processed-gene-13.18-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-13.18&CDS=1-633	YDL212W
1856	OG0001856	augustus_masked-LWLF01000021.1-processed-gene-13.43-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-13.43&CDS=1-1773	YJR110W
1857	OG0001857	augustus_masked-LWLF01000021.1-processed-gene-13.44-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-13.44&CDS=1-804	YNL177C
1858	OG0001858	augustus_masked-LWLF01000021.1-processed-gene-13.45-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-13.45&CDS=1-1359	YLL036C
1859	OG0001859	snap_masked-LWLF01000021.1-processed-gene-13.155-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-13.155&CDS=1-1293	YHL029C
1860	OG0001860	snap_masked-LWLF01000021.1-processed-gene-13.128-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-13.128&CDS=1-4947	YHL030W
1861	OG0001861	snap_masked-LWLF01000021.1-processed-gene-13.156-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-13.156&CDS=1-2214	YMR268C
1862	OG0001862	genemark-LWLF01000021.1-processed-gene-13.76-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-13.76&CDS=1-537	YMR269W
1863	OG0001863	augustus_masked-LWLF01000021.1-processed-gene-13.27-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-13.27&CDS=1-1143	YPL146C
1864	OG0001864	genemark-LWLF01000021.1-processed-gene-13.79-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-13.79&CDS=1-7299	YKL203C
1865	OG0001865	augustus_masked-LWLF01000021.1-processed-gene-13.49-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-13.49&CDS=1-345	YJR067C
1866	OG0001866	genemark-LWLF01000021.1-processed-gene-14.64-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-14.64&CDS=1-1032	YJR072C
1867	OG0001867	augustus_masked-LWLF01000021.1-processed-gene-14.0-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-14.0&CDS=1-612	YKL206C
1868	OG0001868	augustus_masked-LWLF01000021.1-processed-gene-14.3-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-14.3&CDS=1-795	YKL207W
1869	OG0001869	augustus_masked-LWLF01000021.1-processed-gene-14.5-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-14.5&CDS=1-1182	YOL052C
1870	OG0001870	snap_masked-LWLF01000021.1-processed-gene-14.133-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-14.133&CDS=1-3756	YDL058W
1871	OG0001871	augustus_masked-LWLF01000021.1-processed-gene-14.32-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-14.32&CDS=1-3147	YLR383W
1872	OG0001872	augustus_masked-LWLF01000021.1-processed-gene-14.33-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-14.33&CDS=1-1620	YDR456W
1873	OG0001873	genemark-LWLF01000021.1-processed-gene-14.69-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-14.69&CDS=1-2448	YLR382C
1874	OG0001874	augustus_masked-LWLF01000021.1-processed-gene-14.34-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-14.34&CDS=1-1251	YLR380W
1875	OG0001875	augustus_masked-LWLF01000021.1-processed-gene-14.8-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-14.8&CDS=1-570	YDR454C
1876	OG0001876	augustus_masked-LWLF01000021.1-processed-gene-14.9-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-14.9&CDS=1-417	YML030W
1877	OG0001877	augustus_masked-LWLF01000021.1-processed-gene-14.10-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-14.10&CDS=1-942	YGL213C
1878	OG0001878	snap_masked-LWLF01000021.1-processed-gene-14.173-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-14.173&CDS=1-2241	YBR055C
1879	OG0001879	augustus_masked-LWLF01000021.1-processed-gene-14.11-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-14.11&CDS=1-1356	YOR059C
1880	OG0001880	augustus_masked-LWLF01000021.1-processed-gene-14.37-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-14.37&CDS=1-2004	YCR088W
1881	OG0001881	maker-LWLF01000021.1-augustus-gene-14.130-mRNA-1_1&gene=maker-LWLF01000021.1-augustus-gene-14.130&CDS=1-1782	YOR202W
1882	OG0001882	augustus_masked-LWLF01000021.1-processed-gene-14.38-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-14.38&CDS=1-387	YDR529C
1883	OG0001883	augustus_masked-LWLF01000021.1-processed-gene-14.15-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-14.15&CDS=1-1083	YOR201C
1884	OG0001884	augustus_masked-LWLF01000021.1-processed-gene-14.40-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-14.40&CDS=1-261	YCL057C-A
1885	OG0001885	augustus_masked-LWLF01000021.1-processed-gene-14.42-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-14.42&CDS=1-1116	YDR531W
1886	OG0001886	genemark-LWLF01000021.1-processed-gene-14.110-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-14.110&CDS=1-513	YOR339C
1887	OG0001887	genemark-LWLF01000021.1-processed-gene-14.112-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-14.112&CDS=1-1119	YBR026C
1888	OG0001888	augustus_masked-LWLF01000021.1-processed-gene-14.21-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-14.21&CDS=1-450	YKR074W
1889	OG0001889	snap_masked-LWLF01000021.1-processed-gene-14.184-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-14.184&CDS=1-1044	YDL028C
1890	OG0001890	augustus_masked-LWLF01000021.1-processed-gene-14.48-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-14.48&CDS=1-753	YOR362C
1891	OG0001891	augustus_masked-LWLF01000021.1-processed-gene-14.22-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-14.22&CDS=1-204	YDR363W-A
1892	OG0001892	genemark-LWLF01000021.1-processed-gene-14.118-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-14.118&CDS=1-630	YLR323C
1893	OG0001893	augustus_masked-LWLF01000021.1-processed-gene-14.23-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-14.23&CDS=1-1290	YOR117W
1894	OG0001894	augustus_masked-LWLF01000021.1-processed-gene-14.25-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-14.25&CDS=1-1116	YHR112C
1895	OG0001895	augustus_masked-LWLF01000021.1-processed-gene-14.26-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-14.26&CDS=1-1875	YPR185W
1896	OG0001896	augustus_masked-LWLF01000021.1-processed-gene-14.27-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-14.27&CDS=1-357	YMR263W
1897	OG0001897	genemark-LWLF01000021.1-processed-gene-14.120-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-14.120&CDS=1-1275	YML102W
1898	OG0001898	augustus_masked-LWLF01000021.1-processed-gene-14.52-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-14.52&CDS=1-2175	YML035C
1899	OG0001899	augustus_masked-LWLF01000021.1-processed-gene-14.53-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-14.53&CDS=1-1878	YGR266W
1900	OG0001900	augustus_masked-LWLF01000021.1-processed-gene-14.30-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-14.30&CDS=1-660	YGR247W
1901	OG0001901	augustus_masked-LWLF01000021.1-processed-gene-14.54-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-14.54&CDS=1-2283	YMR049C
1902	OG0001902	genemark-LWLF01000021.1-processed-gene-14.95-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-14.95&CDS=1-594	YOR319W
1903	OG0001903	genemark-LWLF01000021.1-processed-gene-14.96-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-14.96&CDS=1-966	YGL100W
1904	OG0001904	snap_masked-LWLF01000021.1-processed-gene-14.167-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-14.167&CDS=1-1068	YGL111W
