	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035047_Barnettozyma_pratensis
2132	OG0002132	YJR072C	augustus_masked-flattened_line_50-processed-gene-0.213-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.213&CDS=1-1143
2133	OG0002133	YJR073C	augustus_masked-flattened_line_50-processed-gene-0.217-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.217&CDS=1-648
2134	OG0002134	YJR074W	augustus_masked-flattened_line_50-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.180&CDS=1-633
2135	OG0002135	YJR076C	augustus_masked-flattened_line_54-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.23&CDS=1-1200
2136	OG0002136	YJR077C	augustus_masked-flattened_line_54-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.21&CDS=1-909
2137	OG0002137	YJR078W	augustus_masked-flattened_line_74-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.148&CDS=1-1428
2138	OG0002138	YJR080C	augustus_masked-flattened_line_74-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.122&CDS=1-966
2139	OG0002139	YJR082C	augustus_masked-flattened_line_74-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.147&CDS=1-372
2140	OG0002140	YJR084W	genemark-flattened_line_8-processed-gene-1.80-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.80&CDS=1-1266
2141	OG0002141	YJR085C	genemark-flattened_line_8-processed-gene-1.61-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.61&CDS=1-324
2142	OG0002142	YJR086W	snap_masked-flattened_line_8-processed-gene-1.128-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.128&CDS=1-285
2143	OG0002143	YJR088C	augustus_masked-flattened_line_8-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.9&CDS=1-891
2144	OG0002144	YJR089W	augustus_masked-flattened_line_38-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.104&CDS=1-2493
2145	OG0002145	YJR090C	genemark-flattened_line_38-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.35&CDS=1-1950
2146	OG0002146	YJR092W	augustus_masked-flattened_line_38-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.106&CDS=1-5070
2147	OG0002147	YJR093C	augustus_masked-flattened_line_38-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.123&CDS=1-999
2148	OG0002148	YJR095W	augustus_masked-flattened_line_38-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.124&CDS=1-969
2149	OG0002149	YJR096W	augustus_masked-flattened_line_86-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.134&CDS=1-852
2150	OG0002150	YJR097W	augustus_masked-flattened_line_26-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.1&CDS=1-492
2151	OG0002151	YJR098C	maker-flattened_line_26-snap-gene-1.229-mRNA-1_1&gene=maker-flattened_line_26-snap-gene-1.229&CDS=1-1785
2152	OG0002152	YJR099W	augustus_masked-flattened_line_86-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.159&CDS=1-687
2153	OG0002153	YJR101W	augustus_masked-flattened_line_44-processed-gene-0.244-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.244&CDS=1-705
2154	OG0002154	YJR102C	snap_masked-flattened_line_44-processed-gene-0.146-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.146&CDS=1-558
2155	OG0002155	YJR104C	augustus_masked-flattened_line_44-processed-gene-0.245-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.245&CDS=1-462
2156	OG0002156	YJR105W	augustus_masked-flattened_line_2-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.31&CDS=1-1038
2157	OG0002157	YJR107W	augustus_masked-flattened_line_98-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.30&CDS=1-963
2158	OG0002158	YJR109C	augustus_masked-flattened_line_98-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.15&CDS=1-4623
2159	OG0002159	YJR110W	augustus_masked-flattened_line_98-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.23&CDS=1-1890
2160	OG0002160	YJR111C	genemark-flattened_line_98-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.37&CDS=1-888
2161	OG0002161	YJR112W	augustus_masked-flattened_line_98-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.29&CDS=1-594
2162	OG0002162	YJR113C	augustus_masked-flattened_line_98-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.11&CDS=1-759
2163	OG0002163	YJR117W	augustus_masked-flattened_line_2-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.59&CDS=1-1344
2164	OG0002164	YJR118C	augustus_masked-flattened_line_4-processed-gene-3.211-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.211&CDS=1-399
2165	OG0002165	YJR119C	genemark-flattened_line_4-processed-gene-3.9-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.9&CDS=1-2163
2166	OG0002166	YJR121W	maker-flattened_line_4-augustus-gene-3.295-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-3.295&CDS=1-1512
2167	OG0002167	YJR122W	snap_masked-flattened_line_2-processed-gene-3.124-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.124&CDS=1-1221
2168	OG0002168	YJR123W	genemark-flattened_line_8-processed-gene-3.108-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.108&CDS=1-696
2169	OG0002169	YJR124C	augustus_masked-flattened_line_48-processed-gene-0.215-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.215&CDS=1-1053
2170	OG0002170	YJR125C	genemark-flattened_line_20-processed-gene-2.107-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.107&CDS=1-1683
2171	OG0002171	YJR126C	augustus_masked-flattened_line_14-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.106&CDS=1-2283
2172	OG0002172	YJR131W	augustus_masked-flattened_line_66-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.155&CDS=1-1956
2173	OG0002173	YJR132W	augustus_masked-flattened_line_54-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.77&CDS=1-3084
2174	OG0002174	YJR135W-A	augustus_masked-flattened_line_56-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.26&CDS=1-264
2175	OG0002175	YJR137C	augustus_masked-flattened_line_48-processed-gene-0.230-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.230&CDS=1-4206
2176	OG0002176	YJR138W	augustus_masked-flattened_line_48-processed-gene-0.222-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.222&CDS=1-4422
2177	OG0002177	YJR139C	augustus_masked-flattened_line_48-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.186&CDS=1-1083
2178	OG0002178	YJR140C	augustus_masked-flattened_line_116-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.78&CDS=1-4893
2179	OG0002179	YJR141W	genemark-flattened_line_48-processed-gene-0.155-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.155&CDS=1-699
2180	OG0002180	YJR143C	maker-flattened_line_116-snap-gene-0.52-mRNA-1_1&gene=maker-flattened_line_116-snap-gene-0.52&CDS=1-3090
2181	OG0002181	YJR144W	augustus_masked-flattened_line_116-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.77&CDS=1-852
2182	OG0002182	YJR149W	augustus_masked-flattened_line_139-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_139-processed-gene-0.41&CDS=1-1137
2183	OG0002183	YJR152W	genemark-flattened_line_32-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.72&CDS=1-1542
2184	OG0002184	YKL001C	augustus_masked-flattened_line_8-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.21&CDS=1-606
2185	OG0002185	YKL002W	maker-flattened_line_8-augustus-gene-1.5-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-1.5&CDS=1-672
2186	OG0002186	YKL003C	augustus_masked-flattened_line_26-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.76&CDS=1-345
2187	OG0002187	YKL004W	augustus_masked-flattened_line_153-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_153-processed-gene-0.10&CDS=1-1365
2188	OG0002188	YKL005C	augustus_masked-flattened_line_48-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.180&CDS=1-1986
2189	OG0002189	YKL006C-A	augustus_masked-flattened_line_48-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.181&CDS=1-285
2190	OG0002190	YKL007W	snap_masked-flattened_line_48-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.57&CDS=1-780
2191	OG0002191	YKL009W	augustus_masked-flattened_line_48-processed-gene-0.220-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.220&CDS=1-717
2192	OG0002192	YKL010C	augustus_masked-flattened_line_48-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.183&CDS=1-4410
2193	OG0002193	YKL011C	augustus_masked-flattened_line_46-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.32&CDS=1-588
2194	OG0002194	YKL012W	augustus_masked-flattened_line_46-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.34&CDS=1-1620
2195	OG0002195	YKL013C	augustus_masked-flattened_line_46-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.67&CDS=1-507
2196	OG0002196	YKL014C	snap_masked-flattened_line_46-processed-gene-0.232-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.232&CDS=1-4983
2197	OG0002197	YKL015W	augustus_masked-flattened_line_46-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.31&CDS=1-2571
2198	OG0002198	YKL016C	maker-flattened_line_46-augustus-gene-0.89-mRNA-1_1&gene=maker-flattened_line_46-augustus-gene-0.89&CDS=1-528
2199	OG0002199	YKL017C	augustus_masked-flattened_line_46-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.62&CDS=1-2112
2200	OG0002200	YKL018W	augustus_masked-flattened_line_46-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.30&CDS=1-990
2201	OG0002201	YKL019W	augustus_masked-flattened_line_50-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.182&CDS=1-912
2202	OG0002202	YKL021C	augustus_masked-flattened_line_24-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.33&CDS=1-1386
2203	OG0002203	YKL022C	augustus_masked-flattened_line_24-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.34&CDS=1-1767
2204	OG0002204	YKL024C	genemark-flattened_line_24-processed-gene-0.134-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.134&CDS=1-873
2205	OG0002205	YKL025C	augustus_masked-flattened_line_24-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.35&CDS=1-1956
2206	OG0002206	YKL027W	augustus_masked-flattened_line_12-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.22&CDS=1-1314
2207	OG0002207	YKL028W	augustus_masked-flattened_line_80-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.157&CDS=1-1224
2208	OG0002208	YKL029C	augustus_masked-flattened_line_2-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.68&CDS=1-1911
2209	OG0002209	YKL033W	augustus_masked-flattened_line_0-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.12&CDS=1-3183
2210	OG0002210	YKL033W-A	maker-flattened_line_114-snap-gene-0.5-mRNA-1_1&gene=maker-flattened_line_114-snap-gene-0.5&CDS=1-726
2211	OG0002211	YKL034W	snap_masked-flattened_line_114-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.61&CDS=1-2295
2212	OG0002212	YKL035W	augustus_masked-flattened_line_126-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.8&CDS=1-1506
2213	OG0002213	YKL040C	augustus_masked-flattened_line_62-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.20&CDS=1-687
2214	OG0002214	YKL041W	augustus_masked-flattened_line_62-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.52&CDS=1-657
2215	OG0002215	YKL042W	snap_masked-flattened_line_104-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.35&CDS=1-1095
2216	OG0002216	YKL043W	augustus_masked-flattened_line_10-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.23&CDS=1-1599
2217	OG0002217	YKL045W	augustus_masked-flattened_line_8-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.50&CDS=1-1488
2218	OG0002218	YKL051W	augustus_masked-flattened_line_10-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.36&CDS=1-882
2219	OG0002219	YKL053C-A	augustus_masked-flattened_line_10-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.21&CDS=1-1707
2220	OG0002220	YKL054C	augustus_masked-flattened_line_82-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.22&CDS=1-2121
2221	OG0002221	YKL056C	augustus_masked-flattened_line_22-processed-gene-2.155-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.155&CDS=1-501
2222	OG0002222	YKL057C	augustus_masked-flattened_line_82-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.18&CDS=1-3246
2223	OG0002223	YKL058W	genemark-flattened_line_82-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.69&CDS=1-333
2224	OG0002224	YKL059C	augustus_masked-flattened_line_82-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.45&CDS=1-1188
2225	OG0002225	YKL060C	augustus_masked-flattened_line_82-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.21&CDS=1-1080
2226	OG0002226	YKL062W	augustus_masked-flattened_line_22-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.138&CDS=1-861
2227	OG0002227	YKL064W	genemark-flattened_line_12-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.23&CDS=1-3189
2228	OG0002228	YKL067W	augustus_masked-flattened_line_46-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.29&CDS=1-453
2229	OG0002229	YKL069W	augustus_masked-flattened_line_76-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.141&CDS=1-531
2230	OG0002230	YKL070W	genemark-flattened_line_162-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_162-processed-gene-0.3&CDS=1-699
2231	OG0002231	YKL073W	augustus_masked-flattened_line_137-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_137-processed-gene-0.26&CDS=1-2688
2232	OG0002232	YKL074C	augustus_masked-flattened_line_137-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_137-processed-gene-0.31&CDS=1-1869
2233	OG0002233	YKL077W	genemark-flattened_line_22-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.46&CDS=1-1251
2234	OG0002234	YKL078W	augustus_masked-flattened_line_50-processed-gene-0.197-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.197&CDS=1-2448
2235	OG0002235	YKL080W	snap_masked-flattened_line_58-processed-gene-0.167-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.167&CDS=1-1173
2236	OG0002236	YKL082C	genemark-flattened_line_58-processed-gene-0.199-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.199&CDS=1-1329
2237	OG0002237	YKL086W	genemark-flattened_line_24-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.121&CDS=1-378
2238	OG0002238	YKL087C	augustus_masked-flattened_line_126-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.9&CDS=1-789
2239	OG0002239	YKL088W	augustus_masked-flattened_line_88-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.27&CDS=1-2022
2240	OG0002240	YKL089W	augustus_masked-flattened_line_120-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.59&CDS=1-2262
2241	OG0002241	YKL090W	genemark-flattened_line_26-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.11&CDS=1-1593
2242	OG0002242	YKL094W	genemark-flattened_line_36-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.8&CDS=1-1674
2243	OG0002243	YKL096W	augustus_masked-flattened_line_22-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.19&CDS=1-552
2244	OG0002244	YKL098W	augustus_masked-flattened_line_30-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.12&CDS=1-555
2245	OG0002245	YKL099C	augustus_masked-flattened_line_30-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.51&CDS=1-744
2246	OG0002246	YKL103C	augustus_masked-flattened_line_12-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.117&CDS=1-1761
2247	OG0002247	YKL104C	augustus_masked-flattened_line_12-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.115&CDS=1-2085
2248	OG0002248	YKL107W	augustus_masked-flattened_line_68-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.60&CDS=1-861
2249	OG0002249	YKL108W	augustus_masked-flattened_line_30-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.10&CDS=1-1125
2250	OG0002250	YKL110C	augustus_masked-flattened_line_30-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.49&CDS=1-849
2251	OG0002251	YKL113C	genemark-flattened_line_4-processed-gene-3.32-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.32&CDS=1-2199
2252	OG0002252	YKL116C	augustus_masked-flattened_line_32-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.96&CDS=1-1212
2253	OG0002253	YKL117W	augustus_masked-flattened_line_32-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.94&CDS=1-633
2254	OG0002254	YKL119C	augustus_masked-flattened_line_62-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.50&CDS=1-597
2255	OG0002255	YKL120W	snap_masked-flattened_line_0-processed-gene-4.75-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.75&CDS=1-969
2256	OG0002256	YKL122C	maker-flattened_line_94-augustus-gene-0.8-mRNA-1_1&gene=maker-flattened_line_94-augustus-gene-0.8&CDS=1-456
2257	OG0002257	YKL125W	maker-flattened_line_16-augustus-gene-2.0-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-2.0&CDS=1-3897
2258	OG0002258	YKL133C	genemark-flattened_line_68-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.77&CDS=1-1461
2259	OG0002259	YKL134C	augustus_masked-flattened_line_68-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.42&CDS=1-2310
2260	OG0002260	YKL135C	augustus_masked-flattened_line_68-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.39&CDS=1-2058
2261	OG0002261	YKL137W	augustus_masked-flattened_line_124-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.44&CDS=1-291
2262	OG0002262	YKL138C	augustus_masked-flattened_line_58-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.79&CDS=1-339
2263	OG0002263	YKL139W	maker-flattened_line_94-augustus-gene-0.9-mRNA-1_1&gene=maker-flattened_line_94-augustus-gene-0.9&CDS=1-1941
