	OrthologID	Saccharomyces_cerevisiae	Yarrowia_deformans
1781	OG0001781	YIL096C	-processed-gene-5.1-mRNA-1_1&gene=snap_masked-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-5.1&CDS=1-1173
1782	OG0001782	YIL097W	-processed-gene-4.70-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-4.70&CDS=1-1695
1783	OG0001783	YIL098C	-processed-gene-5.62-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-5.62&CDS=1-411
1784	OG0001784	YIL099W	-processed-gene-5.84-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-5.84&CDS=1-1539
1785	OG0001785	YIL101C	-processed-gene-10.12-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-10.12&CDS=1-1632
1786	OG0001786	YIL103W	-processed-gene-11.218-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-11.218&CDS=1-1317
1787	OG0001787	YIL104C	-processed-gene-11.183-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-11.183&CDS=1-1770
1788	OG0001788	YIL106W	-processed-gene-6.62-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-6.62&CDS=1-672
1789	OG0001789	YIL107C	-processed-gene-4.54-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-4.54&CDS=1-2463
1790	OG0001790	YIL108W	-processed-gene-2.52-mRNA-1_1&gene=genemark-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-2.52&CDS=1-2112
1791	OG0001791	YIL110W	-processed-gene-3.82-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-3.82&CDS=1-1002
1792	OG0001792	YIL112W	-processed-gene-0.26-mRNA-1_1&gene=genemark-gi|1002317462|dbj|BCIW01000027.1|-processed-gene-0.26&CDS=1-3516
1793	OG0001793	YIL113W	-processed-gene-12.124-mRNA-1_1&gene=snap_masked-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-12.124&CDS=1-1314
1794	OG0001794	YIL115C	-processed-gene-4.48-mRNA-1_1&gene=snap_masked-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-4.48&CDS=1-4074
1795	OG0001795	YIL116W	-processed-gene-3.73-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-3.73&CDS=1-1161
1796	OG0001796	YIL118W	-processed-gene-11.69-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-11.69&CDS=1-612
1797	OG0001797	YIL125W	-augustus-gene-2.111-mRNA-1_1&gene=maker-gi|1002317473|dbj|BCIW01000016.1|-augustus-gene-2.111&CDS=1-2988
1798	OG0001798	YIL126W	-processed-gene-6.23-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-6.23&CDS=1-3723
1799	OG0001799	YIL128W	-processed-gene-1.45-mRNA-1_1&gene=snap_masked-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-1.45&CDS=1-2952
1800	OG0001800	YIL129C	-processed-gene-1.24-mRNA-1_1&gene=genemark-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-1.24&CDS=1-7287
1801	OG0001801	YIL130W	-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-0.6&CDS=1-2619
1802	OG0001802	YIL133C	-processed-gene-1.47-mRNA-1_1&gene=genemark-gi|1002317468|dbj|BCIW01000021.1|-processed-gene-1.47&CDS=1-600
1803	OG0001803	YIL134W	-processed-gene-2.36-mRNA-1_1&gene=genemark-gi|1002317470|dbj|BCIW01000019.1|-processed-gene-2.36&CDS=1-897
1804	OG0001804	YIL140W	-processed-gene-17.85-mRNA-1_1&gene=augustus_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-17.85&CDS=1-3261
1805	OG0001805	YIL142W	-processed-gene-3.68-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-3.68&CDS=1-1575
1806	OG0001806	YIL143C	-processed-gene-6.105-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-6.105&CDS=1-2484
1807	OG0001807	YIL144W	-processed-gene-6.50-mRNA-1_1&gene=snap_masked-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-6.50&CDS=1-1590
1808	OG0001808	YIL145C	-processed-gene-16.5-mRNA-1_1&gene=augustus_masked-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-16.5&CDS=1-1023
1809	OG0001809	YIL147C	-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-5.31&CDS=1-3774
1810	OG0001810	YIL153W	-processed-gene-1.78-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-1.78&CDS=1-2232
1811	OG0001811	YIL155C	-processed-gene-3.98-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-3.98&CDS=1-1839
1812	OG0001812	YIL156W-B	-processed-gene-11.203-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-11.203&CDS=1-231
1813	OG0001813	YIL157C	-processed-gene-4.57-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-4.57&CDS=1-678
1814	OG0001814	YIL160C	-processed-gene-3.46-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-3.46&CDS=1-1242
1815	OG0001815	YIR001C	-processed-gene-4.11-mRNA-1_1&gene=genemark-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-4.11&CDS=1-552
1816	OG0001816	YIR002C	-processed-gene-1.18-mRNA-1_1&gene=snap_masked-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-1.18&CDS=1-2610
1817	OG0001817	YIR004W	-processed-gene-5.19-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-5.19&CDS=1-1434
1818	OG0001818	YIR006C	-processed-gene-20.24-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-20.24&CDS=1-4884
1819	OG0001819	YIR007W	-processed-gene-0.44-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-0.44&CDS=1-2364
1820	OG0001820	YIR008C	-processed-gene-6.112-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-6.112&CDS=1-1452
1821	OG0001821	YIR011C	-processed-gene-2.8-mRNA-1_1&gene=genemark-gi|1002317470|dbj|BCIW01000019.1|-processed-gene-2.8&CDS=1-891
1822	OG0001822	YIR012W	-processed-gene-7.17-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-7.17&CDS=1-1317
1823	OG0001823	YIR015W	-processed-gene-3.107-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-3.107&CDS=1-498
1824	OG0001824	YIR022W	-processed-gene-4.20-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-4.20&CDS=1-516
1825	OG0001825	YIR023W	-processed-gene-4.18-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-4.18&CDS=1-2109
1826	OG0001826	YIR026C	-processed-gene-6.108-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-6.108&CDS=1-1101
1827	OG0001827	YIR027C	-processed-gene-12.77-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-12.77&CDS=1-1371
1828	OG0001828	YIR029W	-processed-gene-8.60-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-8.60&CDS=1-1032
1829	OG0001829	YIR030C	-processed-gene-9.19-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-9.19&CDS=1-684
1830	OG0001830	YIR032C	-processed-gene-0.26-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-0.26&CDS=1-612
1831	OG0001831	YIR034C	-processed-gene-1.31-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-1.31&CDS=1-1107
1832	OG0001832	YIR035C	-processed-gene-2.29-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-2.29&CDS=1-747
1833	OG0001833	YIR037W	-processed-gene-4.67-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-4.67&CDS=1-501
1834	OG0001834	YIR042C	-processed-gene-2.66-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-2.66&CDS=1-576
1835	OG0001835	YJL001W	-processed-gene-8.33-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-8.33&CDS=1-651
1836	OG0001836	YJL002C	-processed-gene-8.16-mRNA-1_1&gene=snap_masked-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-8.16&CDS=1-1398
1837	OG0001837	YJL003W	-processed-gene-1.61-mRNA-1_1&gene=genemark-gi|1002317468|dbj|BCIW01000021.1|-processed-gene-1.61&CDS=1-354
1838	OG0001838	YJL004C	-processed-gene-0.7-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-0.7&CDS=1-489
1839	OG0001839	YJL005W	-processed-gene-0.22-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-0.22&CDS=1-6243
1840	OG0001840	YJL006C	-processed-gene-3.48-mRNA-1_1&gene=snap_masked-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-3.48&CDS=1-945
1841	OG0001841	YJL008C	-processed-gene-18.48-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-18.48&CDS=1-1683
1842	OG0001842	YJL010C	-processed-gene-18.49-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-18.49&CDS=1-2178
1843	OG0001843	YJL011C	-processed-gene-2.54-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-2.54&CDS=1-417
1844	OG0001844	YJL012C	-processed-gene-8.46-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-8.46&CDS=1-2217
1845	OG0001845	YJL014W	-processed-gene-2.45-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-2.45&CDS=1-1581
1846	OG0001846	YJL020C	-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-2.51&CDS=1-3984
1847	OG0001847	YJL024C	-processed-gene-5.64-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-5.64&CDS=1-567
1848	OG0001848	YJL025W	-processed-gene-0.99-mRNA-1_1&gene=snap_masked-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-0.99&CDS=1-243
1849	OG0001849	YJL026W	-processed-gene-0.2-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-0.2&CDS=1-1215
1850	OG0001850	YJL029C	-processed-gene-18.66-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-18.66&CDS=1-2217
1851	OG0001851	YJL030W	-processed-gene-3.90-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-3.90&CDS=1-627
1852	OG0001852	YJL031C	-processed-gene-3.104-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-3.104&CDS=1-1038
1853	OG0001853	YJL033W	-processed-gene-8.86-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-8.86&CDS=1-2229
1854	OG0001854	YJL034W	-processed-gene-3.105-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-3.105&CDS=1-2013
1855	OG0001855	YJL035C	-processed-gene-3.91-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-3.91&CDS=1-672
1856	OG0001856	YJL036W	-processed-gene-3.93-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-3.93&CDS=1-1314
1857	OG0001857	YJL039C	-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-1.5&CDS=1-5007
1858	OG0001858	YJL041W	-processed-gene-1.69-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-1.69&CDS=1-1716
1859	OG0001859	YJL044C	-processed-gene-0.61-mRNA-1_1&gene=snap_masked-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-0.61&CDS=1-1749
1860	OG0001860	YJL045W	-processed-gene-18.26-mRNA-1_1&gene=augustus_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-18.26&CDS=1-1914
1861	OG0001861	YJL046W	-processed-gene-1.28-mRNA-1_1&gene=genemark-gi|1002317467|dbj|BCIW01000022.1|-processed-gene-1.28&CDS=1-1122
1862	OG0001862	YJL049W	-processed-gene-14.70-mRNA-1_1&gene=snap_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-14.70&CDS=1-1323
1863	OG0001863	YJL050W	-processed-gene-5.76-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-5.76&CDS=1-3144
1864	OG0001864	YJL053W	-processed-gene-1.19-mRNA-1_1&gene=genemark-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-1.19&CDS=1-900
1865	OG0001865	YJL054W	-processed-gene-2.38-mRNA-1_1&gene=genemark-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-2.38&CDS=1-1740
1866	OG0001866	YJL055W	-processed-gene-4.72-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-4.72&CDS=1-642
1867	OG0001867	YJL059W	-processed-gene-2.56-mRNA-1_1&gene=genemark-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-2.56&CDS=1-1185
1868	OG0001868	YJL060W	-processed-gene-6.70-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-6.70&CDS=1-1275
1869	OG0001869	YJL061W	-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-4.10&CDS=1-3768
1870	OG0001870	YJL062W	-processed-gene-4.33-mRNA-1_1&gene=genemark-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-4.33&CDS=1-2583
1871	OG0001871	YJL062W-A	-processed-gene-6.87-mRNA-1_1&gene=genemark-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-6.87&CDS=1-318
1872	OG0001872	YJL063C	-processed-gene-1.2-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-1.2&CDS=1-615
1873	OG0001873	YJL068C	-processed-gene-1.45-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-1.45&CDS=1-852
1874	OG0001874	YJL069C	-processed-gene-0.14-mRNA-1_1&gene=genemark-gi|1002317465|dbj|BCIW01000024.1|-processed-gene-0.14&CDS=1-1722
1875	OG0001875	YJL071W	-processed-gene-12.8-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-12.8&CDS=1-1827
1876	OG0001876	YJL072C	-processed-gene-3.79-mRNA-1_1&gene=genemark-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-3.79&CDS=1-786
1877	OG0001877	YJL074C	-processed-gene-1.67-mRNA-1_1&gene=genemark-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-1.67&CDS=1-3567
1878	OG0001878	YJL080C	-processed-gene-2.54-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-2.54&CDS=1-3669
1879	OG0001879	YJL085W	-processed-gene-1.86-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-1.86&CDS=1-1809
1880	OG0001880	YJL087C	-processed-gene-19.23-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-19.23&CDS=1-2457
1881	OG0001881	YJL088W	-processed-gene-10.35-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-10.35&CDS=1-954
1882	OG0001882	YJL091C	-processed-gene-3.135-mRNA-1_1&gene=genemark-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-3.135&CDS=1-1434
1883	OG0001883	YJL092W	-processed-gene-8.59-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-8.59&CDS=1-2481
1884	OG0001884	YJL095W	-snap-gene-5.5-mRNA-1_1&gene=maker-gi|1002317486|dbj|BCIW01000003.1|-snap-gene-5.5&CDS=1-3096
1885	OG0001885	YJL096W	-processed-gene-5.70-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-5.70&CDS=1-450
1886	OG0001886	YJL097W	-processed-gene-5.3-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-5.3&CDS=1-621
1887	OG0001887	YJL100W	-processed-gene-4.37-mRNA-1_1&gene=genemark-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-4.37&CDS=1-2298
1888	OG0001888	YJL101C	-processed-gene-4.57-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-4.57&CDS=1-1881
1889	OG0001889	YJL102W	-processed-gene-6.35-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-6.35&CDS=1-2463
1890	OG0001890	YJL104W	-processed-gene-10.44-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-10.44&CDS=1-438
1891	OG0001891	YJL106W	-processed-gene-10.43-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-10.43&CDS=1-2454
1892	OG0001892	YJL108C	-processed-gene-1.71-mRNA-1_1&gene=snap_masked-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-1.71&CDS=1-4419
1893	OG0001893	YJL109C	-processed-gene-5.51-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-5.51&CDS=1-4917
1894	OG0001894	YJL111W	-processed-gene-1.68-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-1.68&CDS=1-1662
1895	OG0001895	YJL115W	-processed-gene-4.53-mRNA-1_1&gene=genemark-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-4.53&CDS=1-831
1896	OG0001896	YJL121C	-processed-gene-1.72-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-1.72&CDS=1-741
1897	OG0001897	YJL123C	-processed-gene-0.55-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-0.55&CDS=1-1263
1898	OG0001898	YJL124C	-processed-gene-2.34-mRNA-1_1&gene=genemark-gi|1002317470|dbj|BCIW01000019.1|-processed-gene-2.34&CDS=1-432
1899	OG0001899	YJL125C	-processed-gene-11.231-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-11.231&CDS=1-1158
1900	OG0001900	YJL126W	-processed-gene-12.50-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-12.50&CDS=1-867
1901	OG0001901	YJL127C	-augustus-gene-3.79-mRNA-1_1&gene=maker-gi|1002317478|dbj|BCIW01000011.1|-augustus-gene-3.79&CDS=1-2238
1902	OG0001902	YJL128C	-processed-gene-1.5-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-1.5&CDS=1-2208
1903	OG0001903	YJL130C	-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-2.73&CDS=1-6588
1904	OG0001904	YJL132W	-processed-gene-12.102-mRNA-1_1&gene=augustus_masked-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-12.102&CDS=1-2502
1905	OG0001905	YJL140W	-processed-gene-10.65-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-10.65&CDS=1-534
1906	OG0001906	YJL141C	-processed-gene-8.71-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-8.71&CDS=1-2739
1907	OG0001907	YJL143W	-processed-gene-2.60-mRNA-1_1&gene=genemark-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-2.60&CDS=1-447
1908	OG0001908	YJL145W	-processed-gene-6.53-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-6.53&CDS=1-1065
1909	OG0001909	YJL153C	-processed-gene-16.146-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-16.146&CDS=1-1590
1910	OG0001910	YJL154C	-processed-gene-10.139-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-10.139&CDS=1-2577
1911	OG0001911	YJL155C	-processed-gene-10.145-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-10.145&CDS=1-1308
1912	OG0001912	YJL156C	-processed-gene-2.76-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-2.76&CDS=1-2022
1913	OG0001913	YJL163C	-processed-gene-1.83-mRNA-1_1&gene=snap_masked-gi|1002317467|dbj|BCIW01000022.1|-processed-gene-1.83&CDS=1-1764
1914	OG0001914	YJL166W	-processed-gene-12.50-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-12.50&CDS=1-276
1915	OG0001915	YJL167W	-processed-gene-5.95-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-5.95&CDS=1-1032
1916	OG0001916	YJL168C	-processed-gene-3.53-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-3.53&CDS=1-2373
1917	OG0001917	YJL176C	-processed-gene-9.19-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-9.19&CDS=1-2628
1918	OG0001918	YJL179W	-processed-gene-9.22-mRNA-1_1&gene=augustus_masked-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-9.22&CDS=1-339
1919	OG0001919	YJL180C	-processed-gene-5.39-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-5.39&CDS=1-867
1920	OG0001920	YJL183W	-processed-gene-11.71-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-11.71&CDS=1-1275
1921	OG0001921	YJL187C	-snap-gene-12.46-mRNA-1_1&gene=maker-gi|1002317486|dbj|BCIW01000003.1|-snap-gene-12.46&CDS=1-2712
1922	OG0001922	YJL189W	-processed-gene-17.94-mRNA-1_1&gene=augustus_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-17.94&CDS=1-477
1923	OG0001923	YJL194W	-processed-gene-5.22-mRNA-1_1&gene=augustus_masked-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-5.22&CDS=1-1785
1924	OG0001924	YJL197W	-snap-gene-2.61-mRNA-1_1&gene=maker-gi|1002317487|dbj|BCIW01000002.1|-snap-gene-2.61&CDS=1-3510
1925	OG0001925	YJL200C	-processed-gene-1.16-mRNA-1_1&gene=genemark-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-1.16&CDS=1-2370
1926	OG0001926	YJL201W	-processed-gene-1.53-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-1.53&CDS=1-1869
1927	OG0001927	YJL204C	-processed-gene-1.42-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-1.42&CDS=1-2778
1928	OG0001928	YJL205C	-processed-gene-0.46-mRNA-1_1&gene=genemark-gi|1002317468|dbj|BCIW01000021.1|-processed-gene-0.46&CDS=1-207
1929	OG0001929	YJL207C	-processed-gene-16.13-mRNA-1_1&gene=augustus_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-16.13&CDS=1-5187
1930	OG0001930	YJL208C	-processed-gene-16.45-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-16.45&CDS=1-945
1931	OG0001931	YJL212C	-processed-gene-7.1-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-7.1&CDS=1-2490
1932	OG0001932	YJR001W	-processed-gene-2.79-mRNA-1_1&gene=genemark-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-2.79&CDS=1-1611
1933	OG0001933	YJR002W	-processed-gene-8.30-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-8.30&CDS=1-1947
1934	OG0001934	YJR006W	-processed-gene-16.57-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-16.57&CDS=1-1389
1935	OG0001935	YJR007W	-processed-gene-0.5-mRNA-1_1&gene=genemark-gi|1002317466|dbj|BCIW01000023.1|-processed-gene-0.5&CDS=1-936
1936	OG0001936	YJR008W	-processed-gene-2.10-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-2.10&CDS=1-957
1937	OG0001937	YJR010W	-processed-gene-11.9-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-11.9&CDS=1-1716
1938	OG0001938	YJR013W	-processed-gene-7.66-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-7.66&CDS=1-1218
1939	OG0001939	YJR014W	-processed-gene-12.87-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-12.87&CDS=1-564
1940	OG0001940	YJR016C	-processed-gene-4.45-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-4.45&CDS=1-1719
1941	OG0001941	YJR017C	-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-2.43&CDS=1-555
1942	OG0001942	YJR019C	-processed-gene-8.30-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-8.30&CDS=1-1059
1943	OG0001943	YJR022W	-processed-gene-15.13-mRNA-1_1&gene=augustus_masked-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-15.13&CDS=1-291
1944	OG0001944	YJR024C	-processed-gene-1.60-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-1.60&CDS=1-708
1945	OG0001945	YJR025C	-processed-gene-1.65-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-1.65&CDS=1-513
