	OrthologID	Saccharomyces_cerevisiae	Saccharomyces_uvarum
2728	OG0002728	YLL006W	genemark-Sbay_10-processed-gene-1.11-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.11&CDS=1-1278
2729	OG0002729	YLL007C	genemark-Sbay_10-processed-gene-1.30-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.30&CDS=1-2001
2730	OG0002730	YLL008W	genemark-Sbay_10-processed-gene-1.10-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.10&CDS=1-2232
2731	OG0002731	YLL009C	augustus_masked-Sbay_10-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-1.115&CDS=1-216
2732	OG0002732	YLL011W	genemark-Sbay_10-processed-gene-1.9-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.9&CDS=1-1470
2733	OG0002733	YLL012W	genemark-Sbay_10-processed-gene-1.8-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.8&CDS=1-1728
2734	OG0002734	YLL013C	genemark-Sbay_10-processed-gene-1.28-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.28&CDS=1-2622
2735	OG0002735	YLL015W	augustus_masked-Sbay_10-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-1.96&CDS=1-4977
2736	OG0002736	YLL016W	genemark-Sbay_10-processed-gene-1.5-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.5&CDS=1-3777
2737	OG0002737	YLL018C	genemark-Sbay_10-processed-gene-1.27-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.27&CDS=1-1671
2738	OG0002738	YLL018C-A	augustus_masked-Sbay_10-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-1.111&CDS=1-291
2739	OG0002739	YLL019C	augustus_masked-Sbay_10-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-1.110&CDS=1-2232
2740	OG0002740	YLL021W	maker-Sbay_10-augustus-gene-1.130-mRNA-1_1&gene=maker-Sbay_10-augustus-gene-1.130&CDS=1-5241
2741	OG0002741	YLL023C	augustus_masked-Sbay_10-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-1.109&CDS=1-1929
2742	OG0002742	YLL026W	genemark-Sbay_10-processed-gene-1.2-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.2&CDS=1-2724
2743	OG0002743	YLL027W	augustus_masked-Sbay_10-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-1.90&CDS=1-747
2744	OG0002744	YLL028W	genemark-Sbay_10-processed-gene-1.0-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.0&CDS=1-1761
2745	OG0002745	YLL029W	genemark-Sbay_10-processed-gene-0.49-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-0.49&CDS=1-2250
2746	OG0002746	YLL031C	genemark-Sbay_10-processed-gene-0.70-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-0.70&CDS=1-3051
2747	OG0002747	YLL032C	augustus_masked-Sbay_10-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-0.96&CDS=1-2511
2748	OG0002748	YLL033W	genemark-Sbay_10-processed-gene-0.48-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-0.48&CDS=1-693
2749	OG0002749	YLL034C	genemark-Sbay_10-processed-gene-0.68-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-0.68&CDS=1-2511
2750	OG0002750	YLL035W	genemark-Sbay_10-processed-gene-0.47-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-0.47&CDS=1-1890
2751	OG0002751	YLL036C	maker-Sbay_10-snap-gene-0.5-mRNA-1_1&gene=maker-Sbay_10-snap-gene-0.5&CDS=1-2301
2752	OG0002752	YLL040C	augustus_masked-Sbay_10-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-0.93&CDS=1-9423
2753	OG0002753	YLL041C	augustus_masked-Sbay_10-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-0.92&CDS=1-795
2754	OG0002754	YLL042C	genemark-Sbay_10-processed-gene-0.64-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-0.64&CDS=1-501
2755	OG0002755	YLL043W	genemark-Sbay_10-processed-gene-0.46-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-0.46&CDS=1-1983
2756	OG0002756	YLL046C	genemark-Sbay_10-processed-gene-0.62-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-0.62&CDS=1-759
2757	OG0002757	YLL049W	genemark-Sbay_10-processed-gene-0.45-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-0.45&CDS=1-534
2758	OG0002758	YLL051C	augustus_masked-Sbay_10-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-0.87&CDS=1-2466
2759	OG0002759	YLL055W	genemark-Sbay_10-processed-gene-0.44-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-0.44&CDS=1-1593
2760	OG0002760	YLL057C	genemark-Sbay_10-processed-gene-0.54-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-0.54&CDS=1-1236
2761	OG0002761	YLL058W	genemark-Sbay_10-processed-gene-0.42-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-0.42&CDS=1-1716
2762	OG0002762	YLL063C	maker-Sbay_10-snap-gene-0.4-mRNA-1_1&gene=maker-Sbay_10-snap-gene-0.4&CDS=1-1248
2763	OG0002763	YLR001C	genemark-Sbay_10-processed-gene-1.32-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.32&CDS=1-4476
2764	OG0002764	YLR004C	maker-Sbay_10-augustus-gene-1.134-mRNA-1_1&gene=maker-Sbay_10-augustus-gene-1.134&CDS=1-2415
2765	OG0002765	YLR005W	genemark-Sbay_10-processed-gene-1.16-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.16&CDS=1-1398
2766	OG0002766	YLR006C	genemark-Sbay_10-processed-gene-1.35-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.35&CDS=1-2085
2767	OG0002767	YLR007W	genemark-Sbay_10-processed-gene-1.17-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.17&CDS=1-1008
2768	OG0002768	YLR008C	genemark-Sbay_10-processed-gene-1.36-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.36&CDS=1-504
2769	OG0002769	YLR009W	augustus_masked-Sbay_10-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-1.104&CDS=1-597
2770	OG0002770	YLR010C	genemark-Sbay_10-processed-gene-1.37-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.37&CDS=1-477
2771	OG0002771	YLR011W	genemark-Sbay_10-processed-gene-1.19-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.19&CDS=1-576
2772	OG0002772	YLR012C	augustus_masked-Sbay_10-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-1.122&CDS=1-297
2773	OG0002773	YLR014C	genemark-Sbay_10-processed-gene-1.38-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.38&CDS=1-2457
2774	OG0002774	YLR015W	genemark-Sbay_10-processed-gene-1.20-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.20&CDS=1-1491
2775	OG0002775	YLR016C	genemark-Sbay_10-processed-gene-1.39-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.39&CDS=1-612
2776	OG0002776	YLR017W	genemark-Sbay_10-processed-gene-1.21-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.21&CDS=1-1011
2777	OG0002777	YLR018C	genemark-Sbay_10-processed-gene-1.40-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.40&CDS=1-909
2778	OG0002778	YLR020C	augustus_masked-Sbay_10-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-1.126&CDS=1-1620
2779	OG0002779	YLR021W	genemark-Sbay_10-processed-gene-2.68-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-2.68&CDS=1-540
2780	OG0002780	YLR022C	augustus_masked-Sbay_10-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-2.116&CDS=1-750
2781	OG0002781	YLR023C	snap_masked-Sbay_10-processed-gene-2.18-mRNA-1_1&gene=snap_masked-Sbay_10-processed-gene-2.18&CDS=1-1623
2782	OG0002782	YLR024C	snap_masked-Sbay_10-processed-gene-2.19-mRNA-1_1&gene=snap_masked-Sbay_10-processed-gene-2.19&CDS=1-5187
2783	OG0002783	YLR025W	genemark-Sbay_10-processed-gene-2.71-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-2.71&CDS=1-720
2784	OG0002784	YLR026C	genemark-Sbay_10-processed-gene-2.87-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-2.87&CDS=1-1020
2785	OG0002785	YLR027C	maker-Sbay_10-augustus-gene-2.2-mRNA-1_1&gene=maker-Sbay_10-augustus-gene-2.2&CDS=1-1320
2786	OG0002786	YLR031W	genemark-Sbay_10-processed-gene-2.72-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-2.72&CDS=1-1524
2787	OG0002787	YLR032W	augustus_masked-Sbay_10-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-2.120&CDS=1-5415
2788	OG0002788	YLR034C	genemark-Sbay_10-processed-gene-2.91-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-2.91&CDS=1-3972
2789	OG0002789	YLR038C	augustus_masked-Sbay_10-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-2.138&CDS=1-249
2790	OG0002790	YLR039C	augustus_masked-Sbay_10-processed-gene-2.139-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-2.139&CDS=1-3981
2791	OG0002791	YLR043C	genemark-Sbay_10-processed-gene-2.96-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-2.96&CDS=1-309
2792	OG0002792	YLR045C	genemark-Sbay_10-processed-gene-2.98-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-2.98&CDS=1-2664
2793	OG0002793	YLR046C	genemark-Sbay_10-processed-gene-2.99-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-2.99&CDS=1-957
2794	OG0002794	YLR047C	genemark-Sbay_10-processed-gene-2.100-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-2.100&CDS=1-1806
2795	OG0002795	YLR049C	snap_masked-Sbay_10-processed-gene-2.53-mRNA-1_1&gene=snap_masked-Sbay_10-processed-gene-2.53&CDS=1-1269
2796	OG0002796	YLR050C	snap_masked-Sbay_10-processed-gene-2.54-mRNA-1_1&gene=snap_masked-Sbay_10-processed-gene-2.54&CDS=1-483
2797	OG0002797	YLR051C	genemark-Sbay_10-processed-gene-2.102-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-2.102&CDS=1-648
2798	OG0002798	YLR052W	genemark-Sbay_10-processed-gene-2.76-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-2.76&CDS=1-756
2799	OG0002799	YLR054C	maker-Sbay_10-augustus-gene-2.3-mRNA-1_1&gene=maker-Sbay_10-augustus-gene-2.3&CDS=1-2442
2800	OG0002800	YLR055C	snap_masked-Sbay_10-processed-gene-2.58-mRNA-1_1&gene=snap_masked-Sbay_10-processed-gene-2.58&CDS=1-1764
2801	OG0002801	YLR056W	genemark-Sbay_10-processed-gene-2.77-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-2.77&CDS=1-1095
2802	OG0002802	YLR057W	genemark-Sbay_10-processed-gene-2.78-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-2.78&CDS=1-2547
2803	OG0002803	YLR058C	maker-Sbay_10-augustus-gene-2.4-mRNA-1_1&gene=maker-Sbay_10-augustus-gene-2.4&CDS=1-2064
2804	OG0002804	YLR060W	snap_masked-Sbay_10-processed-gene-2.29-mRNA-1_1&gene=snap_masked-Sbay_10-processed-gene-2.29&CDS=1-1785
2805	OG0002805	YLR063W	augustus_masked-Sbay_10-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-2.126&CDS=1-1587
2806	OG0002806	YLR065C	genemark-Sbay_10-processed-gene-2.107-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-2.107&CDS=1-546
2807	OG0002807	YLR066W	genemark-Sbay_10-processed-gene-2.82-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-2.82&CDS=1-552
2808	OG0002808	YLR067C	genemark-Sbay_10-processed-gene-2.108-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-2.108&CDS=1-2898
2809	OG0002809	YLR068W	genemark-Sbay_10-processed-gene-2.83-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-2.83&CDS=1-453
2810	OG0002810	YLR069C	maker-Sbay_10-augustus-gene-2.5-mRNA-1_1&gene=maker-Sbay_10-augustus-gene-2.5&CDS=1-3387
2811	OG0002811	YLR071C	genemark-Sbay_10-processed-gene-2.111-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-2.111&CDS=1-3246
2812	OG0002812	YLR072W	augustus_masked-Sbay_10-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-2.129&CDS=1-2079
2813	OG0002813	YLR075W	genemark-Sbay_10-processed-gene-2.85-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-2.85&CDS=1-663
2814	OG0002814	YLR077W	genemark-Sbay_10-processed-gene-2.86-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-2.86&CDS=1-1749
2815	OG0002815	YLR078C	genemark-Sbay_10-processed-gene-2.114-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-2.114&CDS=1-675
2816	OG0002816	YLR080W	augustus_masked-Sbay_10-processed-gene-3.0-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-3.0&CDS=1-2163
2817	OG0002817	YLR082C	genemark-Sbay_10-processed-gene-3.31-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-3.31&CDS=1-1176
2818	OG0002818	YLR084C	snap_masked-Sbay_10-processed-gene-3.81-mRNA-1_1&gene=snap_masked-Sbay_10-processed-gene-3.81&CDS=1-3660
2819	OG0002819	YLR085C	augustus_masked-Sbay_10-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-3.14&CDS=1-1314
2820	OG0002820	YLR086W	genemark-Sbay_10-processed-gene-3.33-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-3.33&CDS=1-4248
2821	OG0002821	YLR087C	genemark-Sbay_10-processed-gene-3.47-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-3.47&CDS=1-8874
2822	OG0002822	YLR088W	genemark-Sbay_10-processed-gene-3.34-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-3.34&CDS=1-1842
2823	OG0002823	YLR093C	snap_masked-Sbay_10-processed-gene-3.85-mRNA-1_1&gene=snap_masked-Sbay_10-processed-gene-3.85&CDS=1-609
2824	OG0002824	YLR094C	snap_masked-Sbay_10-processed-gene-3.86-mRNA-1_1&gene=snap_masked-Sbay_10-processed-gene-3.86&CDS=1-1509
2825	OG0002825	YLR095C	genemark-Sbay_10-processed-gene-3.50-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-3.50&CDS=1-2403
2826	OG0002826	YLR097C	genemark-Sbay_10-processed-gene-3.51-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-3.51&CDS=1-1041
2827	OG0002827	YLR098C	augustus_masked-Sbay_10-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-3.20&CDS=1-3201
2828	OG0002828	YLR100W	genemark-Sbay_10-processed-gene-3.39-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-3.39&CDS=1-1281
2829	OG0002829	YLR103C	augustus_masked-Sbay_10-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-3.21&CDS=1-2799
2830	OG0002830	YLR104W	genemark-Sbay_10-processed-gene-3.40-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-3.40&CDS=1-393
2831	OG0002831	YLR105C	genemark-Sbay_10-processed-gene-3.56-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-3.56&CDS=1-1131
2832	OG0002832	YLR106C	augustus_masked-Sbay_10-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-3.23&CDS=1-14721
2833	OG0002833	YLR107W	genemark-Sbay_10-processed-gene-3.41-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-3.41&CDS=1-1200
2834	OG0002834	YLR108C	genemark-Sbay_10-processed-gene-3.58-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-3.58&CDS=1-1452
2835	OG0002835	YLR109W	genemark-Sbay_10-processed-gene-3.44-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-3.44&CDS=1-528
2836	OG0002836	YLR113W	genemark-Sbay_10-processed-gene-3.45-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-3.45&CDS=1-1305
2837	OG0002837	YLR114C	genemark-Sbay_10-processed-gene-3.60-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-3.60&CDS=1-2079
2838	OG0002838	YLR115W	genemark-Sbay_10-processed-gene-4.115-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-4.115&CDS=1-2586
2839	OG0002839	YLR116W	genemark-Sbay_10-processed-gene-4.116-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-4.116&CDS=1-1452
2840	OG0002840	YLR117C	genemark-Sbay_10-processed-gene-4.118-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-4.118&CDS=1-2829
2841	OG0002841	YLR119W	genemark-Sbay_10-processed-gene-4.117-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-4.117&CDS=1-549
2842	OG0002842	YLR126C	genemark-Sbay_10-processed-gene-4.142-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-4.142&CDS=1-753
2843	OG0002843	YLR127C	genemark-Sbay_10-processed-gene-4.143-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-4.143&CDS=1-2562
2844	OG0002844	YLR128W	maker-Sbay_10-snap-gene-4.7-mRNA-1_1&gene=maker-Sbay_10-snap-gene-4.7&CDS=1-816
2845	OG0002845	YLR129W	genemark-Sbay_10-processed-gene-4.122-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-4.122&CDS=1-2829
2846	OG0002846	YLR130C	genemark-Sbay_10-processed-gene-4.144-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-4.144&CDS=1-1260
2847	OG0002847	YLR131C	genemark-Sbay_10-processed-gene-4.145-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-4.145&CDS=1-2292
2848	OG0002848	YLR132C	genemark-Sbay_10-processed-gene-4.146-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-4.146&CDS=1-876
2849	OG0002849	YLR133W	genemark-Sbay_10-processed-gene-4.123-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-4.123&CDS=1-1746
2850	OG0002850	YLR135W	genemark-Sbay_10-processed-gene-4.125-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-4.125&CDS=1-2268
2851	OG0002851	YLR136C	genemark-Sbay_10-processed-gene-4.147-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-4.147&CDS=1-867
2852	OG0002852	YLR138W	augustus_masked-Sbay_10-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-4.26&CDS=1-4215
2853	OG0002853	YLR139C	genemark-Sbay_10-processed-gene-4.148-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-4.148&CDS=1-1920
2854	OG0002854	YLR142W	genemark-Sbay_10-processed-gene-4.128-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-4.128&CDS=1-1434
2855	OG0002855	YLR143W	genemark-Sbay_10-processed-gene-4.129-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-4.129&CDS=1-2067
2856	OG0002856	YLR144C	genemark-Sbay_10-processed-gene-4.149-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-4.149&CDS=1-2331
2857	OG0002857	YLR145W	snap_masked-Sbay_10-processed-gene-4.78-mRNA-1_1&gene=snap_masked-Sbay_10-processed-gene-4.78&CDS=1-606
2858	OG0002858	YLR146C	genemark-Sbay_10-processed-gene-4.150-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-4.150&CDS=1-900
2859	OG0002859	YLR146W-A	snap_masked-Sbay_10-processed-gene-4.79-mRNA-1_1&gene=snap_masked-Sbay_10-processed-gene-4.79&CDS=1-183
2860	OG0002860	YLR147C	genemark-Sbay_10-processed-gene-4.151-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-4.151&CDS=1-297
2861	OG0002861	YLR148W	maker-Sbay_10-augustus-gene-4.2-mRNA-1_1&gene=maker-Sbay_10-augustus-gene-4.2&CDS=1-2658
2862	OG0002862	YLR149C	genemark-Sbay_10-processed-gene-4.152-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-4.152&CDS=1-2187
2863	OG0002863	YLR150W	genemark-Sbay_10-processed-gene-4.133-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-4.133&CDS=1-852
2864	OG0002864	YLR152C	augustus_masked-Sbay_10-processed-gene-4.47-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-4.47&CDS=1-2670
2865	OG0002865	YLR153C	genemark-Sbay_10-processed-gene-4.155-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-4.155&CDS=1-2049
2866	OG0002866	YLR154C	genemark-Sbay_10-processed-gene-4.156-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-4.156&CDS=1-327
2867	OG0002867	YLR163C	genemark-Sbay_10-processed-gene-4.157-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-4.157&CDS=1-1386
2868	OG0002868	YLR164W	snap_masked-Sbay_10-processed-gene-4.84-mRNA-1_1&gene=snap_masked-Sbay_10-processed-gene-4.84&CDS=1-525
2869	OG0002869	YLR165C	genemark-Sbay_10-processed-gene-4.158-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-4.158&CDS=1-759
2870	OG0002870	YLR166C	maker-Sbay_10-snap-gene-4.13-mRNA-1_1&gene=maker-Sbay_10-snap-gene-4.13&CDS=1-1764
2871	OG0002871	YLR168C	genemark-Sbay_10-processed-gene-4.161-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-4.161&CDS=1-690
2872	OG0002872	YLR170C	genemark-Sbay_10-processed-gene-4.162-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-4.162&CDS=1-468
2873	OG0002873	YLR172C	genemark-Sbay_10-processed-gene-4.163-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-4.163&CDS=1-900
2874	OG0002874	YLR175W	genemark-Sbay_10-processed-gene-4.139-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-4.139&CDS=1-1458
2875	OG0002875	YLR176C	genemark-Sbay_10-processed-gene-4.164-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-4.164&CDS=1-2304
2876	OG0002876	YLR177W	maker-Sbay_10-snap-gene-4.10-mRNA-1_1&gene=maker-Sbay_10-snap-gene-4.10&CDS=1-1794
2877	OG0002877	YLR178C	maker-Sbay_10-augustus-gene-4.6-mRNA-1_1&gene=maker-Sbay_10-augustus-gene-4.6&CDS=1-1329
2878	OG0002878	YLR181C	genemark-Sbay_10-processed-gene-5.4-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-5.4&CDS=1-981
2879	OG0002879	YLR182W	genemark-Sbay_10-processed-gene-5.0-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-5.0&CDS=1-2409
2880	OG0002880	YLR183C	genemark-Sbay_10-processed-gene-5.5-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-5.5&CDS=1-1491
2881	OG0002881	YLR186W	genemark-Sbay_10-processed-gene-5.2-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-5.2&CDS=1-756
2882	OG0002882	YLR187W	genemark-Sbay_10-processed-gene-5.3-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-5.3&CDS=1-3066
2883	OG0002883	YLR188W	genemark-Sbay_10-processed-gene-5.6-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-5.6&CDS=1-2079
2884	OG0002884	YLR189C	genemark-Sbay_10-processed-gene-5.24-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-5.24&CDS=1-3594
2885	OG0002885	YLR190W	genemark-Sbay_10-processed-gene-5.7-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-5.7&CDS=1-1476
2886	OG0002886	YLR191W	genemark-Sbay_10-processed-gene-5.8-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-5.8&CDS=1-1176
2887	OG0002887	YLR192C	genemark-Sbay_10-processed-gene-5.25-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-5.25&CDS=1-795
2888	OG0002888	YLR193C	snap_masked-Sbay_10-processed-gene-5.77-mRNA-1_1&gene=snap_masked-Sbay_10-processed-gene-5.77&CDS=1-1116
2889	OG0002889	YLR195C	genemark-Sbay_10-processed-gene-5.28-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-5.28&CDS=1-1464
2890	OG0002890	YLR196W	genemark-Sbay_10-processed-gene-5.9-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-5.9&CDS=1-1740
2891	OG0002891	YLR197W	genemark-Sbay_10-processed-gene-5.10-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-5.10&CDS=1-1515
2892	OG0002892	YLR199C	maker-Sbay_10-augustus-gene-5.136-mRNA-1_1&gene=maker-Sbay_10-augustus-gene-5.136&CDS=1-831
2893	OG0002893	YLR200W	genemark-Sbay_10-processed-gene-5.11-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-5.11&CDS=1-342
2894	OG0002894	YLR201C	genemark-Sbay_10-processed-gene-5.30-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-5.30&CDS=1-780
2895	OG0002895	YLR203C	genemark-Sbay_10-processed-gene-5.31-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-5.31&CDS=1-1308
2896	OG0002896	YLR204W	snap_masked-Sbay_10-processed-gene-5.59-mRNA-1_1&gene=snap_masked-Sbay_10-processed-gene-5.59&CDS=1-246
2897	OG0002897	YLR205C	genemark-Sbay_10-processed-gene-5.32-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-5.32&CDS=1-960
2898	OG0002898	YLR207W	augustus_masked-Sbay_10-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-5.110&CDS=1-4269
2899	OG0002899	YLR208W	genemark-Sbay_10-processed-gene-5.14-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-5.14&CDS=1-891
2900	OG0002900	YLR209C	genemark-Sbay_10-processed-gene-5.33-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-5.33&CDS=1-933
2901	OG0002901	YLR210W	genemark-Sbay_10-processed-gene-5.15-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-5.15&CDS=1-1362
2902	OG0002902	YLR212C	genemark-Sbay_10-processed-gene-5.34-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-5.34&CDS=1-3297
2903	OG0002903	YLR214W	augustus_masked-Sbay_10-processed-gene-5.113-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-5.113&CDS=1-1332
