	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026137_Ambrosiozyma_ambrosiae
2022	OG0002022	YJL204C	snap_masked-flattened_line_8-processed-gene-2.19-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.19&CDS=1-2943
2023	OG0002023	YJL205C	maker-flattened_line_38-snap-gene-1.2-mRNA-1_1&gene=maker-flattened_line_38-snap-gene-1.2&CDS=1-192
2024	OG0002024	YJL207C	snap_masked-flattened_line_4-processed-gene-3.11-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.11&CDS=1-6741
2025	OG0002025	YJL208C	snap_masked-flattened_line_34-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.80&CDS=1-1029
2026	OG0002026	YJL212C	snap_masked-flattened_line_42-processed-gene-1.158-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-1.158&CDS=1-2328
2027	OG0002027	YJL213W	snap_masked-flattened_line_84-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.27&CDS=1-1377
2028	OG0002028	YJL218W	snap_masked-flattened_line_78-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.70&CDS=1-921
2029	OG0002029	YJR001W	snap_masked-flattened_line_10-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.61&CDS=1-1881
2030	OG0002030	YJR002W	snap_masked-flattened_line_10-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.81&CDS=1-1722
2031	OG0002031	YJR003C	augustus_masked-flattened_line_30-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-2.48&CDS=1-1800
2032	OG0002032	YJR005W	snap_masked-flattened_line_48-processed-gene-1.12-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-1.12&CDS=1-2055
2033	OG0002033	YJR006W	snap_masked-flattened_line_8-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.96&CDS=1-1500
2034	OG0002034	YJR007W	genemark-flattened_line_48-processed-gene-1.133-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-1.133&CDS=1-906
2035	OG0002035	YJR008W	snap_masked-flattened_line_30-processed-gene-1.81-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.81&CDS=1-960
2036	OG0002036	YJR010C-A	snap_masked-flattened_line_86-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.37&CDS=1-309
2037	OG0002037	YJR010W	snap_masked-flattened_line_64-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.43&CDS=1-1644
2038	OG0002038	YJR014W	snap_masked-flattened_line_22-processed-gene-1.97-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.97&CDS=1-567
2039	OG0002039	YJR016C	snap_masked-flattened_line_12-processed-gene-1.32-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.32&CDS=1-1782
2040	OG0002040	YJR017C	genemark-flattened_line_0-processed-gene-9.55-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.55&CDS=1-501
2041	OG0002041	YJR019C	genemark-flattened_line_0-processed-gene-9.32-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.32&CDS=1-1068
2042	OG0002042	YJR024C	snap_masked-flattened_line_24-processed-gene-1.8-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.8&CDS=1-732
2043	OG0002043	YJR025C	genemark-flattened_line_50-processed-gene-0.203-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.203&CDS=1-510
2044	OG0002044	YJR032W	snap_masked-flattened_line_52-processed-gene-0.172-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.172&CDS=1-1161
2045	OG0002045	YJR033C	genemark-flattened_line_50-processed-gene-0.213-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.213&CDS=1-4512
2046	OG0002046	YJR034W	snap_masked-flattened_line_50-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.73&CDS=1-324
2047	OG0002047	YJR035W	snap_masked-flattened_line_50-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.72&CDS=1-3594
2048	OG0002048	YJR036C	snap_masked-flattened_line_40-processed-gene-1.10-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.10&CDS=1-2982
2049	OG0002049	YJR040W	augustus_masked-flattened_line_8-processed-gene-4.55-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.55&CDS=1-4068
2050	OG0002050	YJR041C	snap_masked-flattened_line_40-processed-gene-1.36-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.36&CDS=1-3420
2051	OG0002051	YJR042W	snap_masked-flattened_line_40-processed-gene-1.7-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.7&CDS=1-2979
2052	OG0002052	YJR044C	snap_masked-flattened_line_8-processed-gene-2.45-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.45&CDS=1-414
2053	OG0002053	YJR045C	snap_masked-flattened_line_18-processed-gene-1.12-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.12&CDS=1-1929
2054	OG0002054	YJR047C	snap_masked-flattened_line_16-processed-gene-2.14-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.14&CDS=1-465
2055	OG0002055	YJR048W	snap_masked-flattened_line_4-processed-gene-7.210-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-7.210&CDS=1-330
2056	OG0002056	YJR050W	snap_masked-flattened_line_62-processed-gene-0.147-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.147&CDS=1-870
2057	OG0002057	YJR052W	snap_masked-flattened_line_76-processed-gene-0.164-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.164&CDS=1-1728
2058	OG0002058	YJR053W	augustus_masked-flattened_line_18-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-3.77&CDS=1-2241
2059	OG0002059	YJR055W	genemark-flattened_line_0-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.80&CDS=1-459
2060	OG0002060	YJR056C	snap_masked-flattened_line_2-processed-gene-1.8-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.8&CDS=1-825
2061	OG0002061	YJR057W	snap_masked-flattened_line_36-processed-gene-1.84-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.84&CDS=1-618
2062	OG0002062	YJR058C	snap_masked-flattened_line_16-processed-gene-2.35-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.35&CDS=1-450
2063	OG0002063	YJR060W	snap_masked-flattened_line_20-processed-gene-2.220-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.220&CDS=1-684
2064	OG0002064	YJR062C	snap_masked-flattened_line_20-processed-gene-2.182-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.182&CDS=1-972
2065	OG0002065	YJR063W	snap_masked-flattened_line_0-processed-gene-2.19-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.19&CDS=1-369
2066	OG0002066	YJR064W	maker-flattened_line_0-augustus-gene-1.39-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-1.39&CDS=1-2637
2067	OG0002067	YJR065C	snap_masked-flattened_line_68-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.12&CDS=1-1311
2068	OG0002068	YJR067C	snap_masked-flattened_line_68-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.11&CDS=1-516
2069	OG0002069	YJR068W	genemark-flattened_line_0-processed-gene-2.56-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.56&CDS=1-1161
2070	OG0002070	YJR069C	genemark-flattened_line_90-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.33&CDS=1-588
2071	OG0002071	YJR070C	snap_masked-flattened_line_0-processed-gene-2.5-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.5&CDS=1-957
2072	OG0002072	YJR072C	snap_masked-flattened_line_14-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.44&CDS=1-1170
2073	OG0002073	YJR073C	snap_masked-flattened_line_22-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.20&CDS=1-621
2074	OG0002074	YJR074W	snap_masked-flattened_line_2-processed-gene-7.36-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-7.36&CDS=1-588
2075	OG0002075	YJR075W	snap_masked-flattened_line_42-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.18&CDS=1-1221
2076	OG0002076	YJR076C	snap_masked-flattened_line_22-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.19&CDS=1-1260
2077	OG0002077	YJR077C	snap_masked-flattened_line_38-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.13&CDS=1-930
2078	OG0002078	YJR078W	snap_masked-flattened_line_20-processed-gene-1.99-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.99&CDS=1-1434
2079	OG0002079	YJR085C	snap_masked-flattened_line_18-processed-gene-2.96-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.96&CDS=1-324
2080	OG0002080	YJR086W	snap_masked-flattened_line_32-processed-gene-2.147-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-2.147&CDS=1-603
2081	OG0002081	YJR090C	snap_masked-flattened_line_32-processed-gene-2.145-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-2.145&CDS=1-2466
2082	OG0002082	YJR092W	augustus_masked-flattened_line_103-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_103-processed-gene-0.34&CDS=1-4806
2083	OG0002083	YJR093C	snap_masked-flattened_line_103-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_103-processed-gene-0.23&CDS=1-1173
2084	OG0002084	YJR095W	snap_masked-flattened_line_2-processed-gene-6.82-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.82&CDS=1-951
2085	OG0002085	YJR096W	snap_masked-flattened_line_48-processed-gene-1.22-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-1.22&CDS=1-843
2086	OG0002086	YJR097W	snap_masked-flattened_line_16-processed-gene-3.246-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-3.246&CDS=1-576
2087	OG0002087	YJR098C	snap_masked-flattened_line_14-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.11&CDS=1-2268
2088	OG0002088	YJR099W	snap_masked-flattened_line_26-processed-gene-1.127-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.127&CDS=1-744
2089	OG0002089	YJR100C	snap_masked-flattened_line_38-processed-gene-1.56-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.56&CDS=1-1080
2090	OG0002090	YJR101W	snap_masked-flattened_line_38-processed-gene-1.18-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.18&CDS=1-801
2091	OG0002091	YJR102C	snap_masked-flattened_line_38-processed-gene-1.19-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.19&CDS=1-648
2092	OG0002092	YJR104C	snap_masked-flattened_line_38-processed-gene-1.17-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.17&CDS=1-462
2093	OG0002093	YJR105W	snap_masked-flattened_line_62-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.116&CDS=1-1038
2094	OG0002094	YJR109C	snap_masked-flattened_line_6-processed-gene-4.114-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-4.114&CDS=1-3462
2095	OG0002095	YJR111C	snap_masked-flattened_line_26-processed-gene-2.232-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-2.232&CDS=1-792
2096	OG0002096	YJR112W-A	snap_masked-flattened_line_26-processed-gene-2.206-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-2.206&CDS=1-630
2097	OG0002097	YJR113C	snap_masked-flattened_line_34-processed-gene-1.22-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.22&CDS=1-1545
2098	OG0002098	YJR116W	augustus_masked-flattened_line_62-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.33&CDS=1-912
2099	OG0002099	YJR117W	snap_masked-flattened_line_56-processed-gene-0.187-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.187&CDS=1-1362
2100	OG0002100	YJR118C	snap_masked-flattened_line_56-processed-gene-0.159-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.159&CDS=1-555
2101	OG0002101	YJR121W	maker-flattened_line_56-augustus-gene-0.66-mRNA-1_1&gene=maker-flattened_line_56-augustus-gene-0.66&CDS=1-4143
2102	OG0002102	YJR122W	snap_masked-flattened_line_8-processed-gene-5.200-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-5.200&CDS=1-1488
2103	OG0002103	YJR123W	snap_masked-flattened_line_12-processed-gene-3.38-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.38&CDS=1-696
2104	OG0002104	YJR124C	augustus_masked-flattened_line_12-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.119&CDS=1-1431
2105	OG0002105	YJR125C	snap_masked-flattened_line_2-processed-gene-1.11-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.11&CDS=1-1458
2106	OG0002106	YJR129C	snap_masked-flattened_line_2-processed-gene-1.18-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.18&CDS=1-1179
2107	OG0002107	YJR131W	snap_masked-flattened_line_2-processed-gene-4.123-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.123&CDS=1-2235
2108	OG0002108	YJR132W	augustus_masked-flattened_line_18-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-3.88&CDS=1-3669
2109	OG0002109	YJR133W	snap_masked-flattened_line_2-processed-gene-8.139-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-8.139&CDS=1-615
2110	OG0002110	YJR137C	snap_masked-flattened_line_88-processed-gene-0.138-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.138&CDS=1-4119
2111	OG0002111	YJR138W	snap_masked-flattened_line_16-processed-gene-1.100-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.100&CDS=1-5358
2112	OG0002112	YJR139C	maker-flattened_line_16-augustus-gene-1.47-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-1.47&CDS=1-2490
2113	OG0002113	YJR140C	genemark-flattened_line_2-processed-gene-4.78-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.78&CDS=1-6993
2114	OG0002114	YJR141W	augustus_masked-flattened_line_16-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.55&CDS=1-1041
2115	OG0002115	YJR142W	snap_masked-flattened_line_2-processed-gene-4.133-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.133&CDS=1-963
2116	OG0002116	YJR143C	genemark-flattened_line_2-processed-gene-4.60-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.60&CDS=1-2280
2117	OG0002117	YJR144W	augustus_masked-flattened_line_2-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.34&CDS=1-846
2118	OG0002118	YKL001C	genemark-flattened_line_30-processed-gene-2.83-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-2.83&CDS=1-600
2119	OG0002119	YKL002W	snap_masked-flattened_line_26-processed-gene-1.114-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.114&CDS=1-684
2120	OG0002120	YKL003C	maker-flattened_line_26-augustus-gene-1.48-mRNA-1_1&gene=maker-flattened_line_26-augustus-gene-1.48&CDS=1-363
2121	OG0002121	YKL005C	snap_masked-flattened_line_8-processed-gene-4.100-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-4.100&CDS=1-2259
2122	OG0002122	YKL006C-A	augustus_masked-flattened_line_8-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.60&CDS=1-288
2123	OG0002123	YKL007W	snap_masked-flattened_line_8-processed-gene-4.126-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-4.126&CDS=1-813
2124	OG0002124	YKL009W	snap_masked-flattened_line_4-processed-gene-1.96-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.96&CDS=1-705
2125	OG0002125	YKL010C	snap_masked-flattened_line_4-processed-gene-1.78-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.78&CDS=1-5013
2126	OG0002126	YKL011C	genemark-flattened_line_12-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.92&CDS=1-1062
2127	OG0002127	YKL012W	snap_masked-flattened_line_16-processed-gene-2.8-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.8&CDS=1-1551
2128	OG0002128	YKL013C	genemark-flattened_line_16-processed-gene-2.79-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.79&CDS=1-507
2129	OG0002129	YKL014C	genemark-flattened_line_36-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.65&CDS=1-5157
2130	OG0002130	YKL015W	snap_masked-flattened_line_4-processed-gene-2.111-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.111&CDS=1-2889
2131	OG0002131	YKL016C	snap_masked-flattened_line_24-processed-gene-2.234-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.234&CDS=1-519
2132	OG0002132	YKL017C	snap_masked-flattened_line_24-processed-gene-2.233-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.233&CDS=1-2286
2133	OG0002133	YKL018W	snap_masked-flattened_line_68-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.15&CDS=1-1128
2134	OG0002134	YKL019W	genemark-flattened_line_36-processed-gene-1.39-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.39&CDS=1-954
2135	OG0002135	YKL021C	snap_masked-flattened_line_14-processed-gene-3.87-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.87&CDS=1-1266
2136	OG0002136	YKL022C	genemark-flattened_line_14-processed-gene-3.7-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.7&CDS=1-2136
2137	OG0002137	YKL024C	genemark-flattened_line_86-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.67&CDS=1-909
2138	OG0002138	YKL025C	snap_masked-flattened_line_34-processed-gene-1.15-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.15&CDS=1-2073
2139	OG0002139	YKL027W	snap_masked-flattened_line_8-processed-gene-3.13-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.13&CDS=1-1323
2140	OG0002140	YKL028W	snap_masked-flattened_line_60-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.41&CDS=1-1458
2141	OG0002141	YKL029C	snap_masked-flattened_line_0-processed-gene-7.17-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.17&CDS=1-1872
2142	OG0002142	YKL033W	snap_masked-flattened_line_30-processed-gene-1.82-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.82&CDS=1-3390
2143	OG0002143	YKL034W	augustus_masked-flattened_line_8-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.135&CDS=1-2376
2144	OG0002144	YKL035W	snap_masked-flattened_line_16-processed-gene-2.11-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.11&CDS=1-1482
2145	OG0002145	YKL040C	snap_masked-flattened_line_2-processed-gene-7.2-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-7.2&CDS=1-759
2146	OG0002146	YKL041W	snap_masked-flattened_line_50-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.15&CDS=1-675
2147	OG0002147	YKL043W	snap_masked-flattened_line_20-processed-gene-1.108-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.108&CDS=1-1743
2148	OG0002148	YKL045W	snap_masked-flattened_line_54-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.48&CDS=1-1572
2149	OG0002149	YKL047W	snap_masked-flattened_line_20-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.32&CDS=1-2100
2150	OG0002150	YKL051W	snap_masked-flattened_line_12-processed-gene-3.34-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.34&CDS=1-912
2151	OG0002151	YKL053C-A	snap_masked-flattened_line_18-processed-gene-1.1-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.1&CDS=1-270
2152	OG0002152	YKL054C	augustus_masked-flattened_line_2-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.15&CDS=1-2478
2153	OG0002153	YKL055C	genemark-flattened_line_22-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.78&CDS=1-747
2154	OG0002154	YKL056C	snap_masked-flattened_line_22-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.9&CDS=1-507
2155	OG0002155	YKL058W	snap_masked-flattened_line_2-processed-gene-3.115-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.115&CDS=1-330
2156	OG0002156	YKL059C	snap_masked-flattened_line_92-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.2&CDS=1-1287
2157	OG0002157	YKL060C	snap_masked-flattened_line_2-processed-gene-3.101-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.101&CDS=1-1077
2158	OG0002158	YKL064W	snap_masked-flattened_line_10-processed-gene-2.1-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.1&CDS=1-2922
2159	OG0002159	YKL067W	snap_masked-flattened_line_68-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.45&CDS=1-453
2160	OG0002160	YKL069W	snap_masked-flattened_line_26-processed-gene-2.174-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-2.174&CDS=1-537
2161	OG0002161	YKL070W	snap_masked-flattened_line_60-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.37&CDS=1-666
