	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034758_Lipomyces_japonicus
1435	OG0001435	YGR100W	genemark-flattened_line_192-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_192-processed-gene-0.59&CDS=1-2631
1436	OG0001436	YGR101W	augustus_masked-flattened_line_15-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-0.145&CDS=1-978
1437	OG0001437	YGR103W	genemark-flattened_line_2-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.53&CDS=1-1926
1438	OG0001438	YGR105W	genemark-flattened_line_69-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_69-processed-gene-0.113&CDS=1-303
1439	OG0001439	YGR110W	augustus_masked-flattened_line_51-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.86&CDS=1-1035
1440	OG0001440	YGR112W	maker-flattened_line_2-augustus-gene-0.144-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-0.144&CDS=1-951
1441	OG0001441	YGR113W	augustus_masked-flattened_line_63-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.155&CDS=1-567
1442	OG0001442	YGR116W	genemark-flattened_line_63-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_63-processed-gene-0.43&CDS=1-4308
1443	OG0001443	YGR119C	genemark-flattened_line_161-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_161-processed-gene-0.64&CDS=1-834
1444	OG0001444	YGR123C	genemark-flattened_line_33-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.8&CDS=1-1602
1445	OG0001445	YGR125W	augustus_masked-flattened_line_21-processed-gene-1.203-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.203&CDS=1-3375
1446	OG0001446	YGR127W	snap_masked-flattened_line_141-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_141-processed-gene-0.57&CDS=1-840
1447	OG0001447	YGR128C	genemark-flattened_line_99-processed-gene-0.129-mRNA-1_1&gene=genemark-flattened_line_99-processed-gene-0.129&CDS=1-2193
1448	OG0001448	YGR129W	genemark-flattened_line_35-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.13&CDS=1-924
1449	OG0001449	YGR132C	genemark-flattened_line_59-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_59-processed-gene-0.57&CDS=1-861
1450	OG0001450	YGR135W	snap_masked-flattened_line_29-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-0.98&CDS=1-639
1451	OG0001451	YGR144W	genemark-flattened_line_19-processed-gene-1.1-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-1.1&CDS=1-966
1452	OG0001452	YGR145W	genemark-flattened_line_63-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_63-processed-gene-0.1&CDS=1-1734
1453	OG0001453	YGR147C	genemark-flattened_line_45-processed-gene-0.142-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.142&CDS=1-648
1454	OG0001454	YGR149W	genemark-flattened_line_29-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-0.51&CDS=1-1230
1455	OG0001455	YGR152C	genemark-flattened_line_11-processed-gene-1.239-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.239&CDS=1-771
1456	OG0001456	YGR155W	genemark-flattened_line_11-processed-gene-1.210-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.210&CDS=1-1500
1457	OG0001457	YGR157W	snap_masked-flattened_line_79-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_79-processed-gene-0.45&CDS=1-1038
1458	OG0001458	YGR158C	genemark-flattened_line_79-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_79-processed-gene-0.68&CDS=1-903
1459	OG0001459	YGR159C	genemark-flattened_line_67-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_67-processed-gene-0.13&CDS=1-1635
1460	OG0001460	YGR163W	genemark-flattened_line_85-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_85-processed-gene-0.72&CDS=1-1155
1461	OG0001461	YGR165W	augustus_masked-flattened_line_192-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_192-processed-gene-0.4&CDS=1-990
1462	OG0001462	YGR170W	genemark-flattened_line_39-processed-gene-0.176-mRNA-1_1&gene=genemark-flattened_line_39-processed-gene-0.176&CDS=1-3105
1463	OG0001463	YGR171C	genemark-flattened_line_41-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_41-processed-gene-0.86&CDS=1-1710
1464	OG0001464	YGR172C	maker-flattened_line_200-augustus-gene-0.27-mRNA-1_1&gene=maker-flattened_line_200-augustus-gene-0.27&CDS=1-828
1465	OG0001465	YGR173W	genemark-flattened_line_55-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_55-processed-gene-0.53&CDS=1-1101
1466	OG0001466	YGR174C	augustus_masked-flattened_line_13-processed-gene-1.184-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-1.184&CDS=1-366
1467	OG0001467	YGR175C	genemark-flattened_line_255-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_255-processed-gene-0.4&CDS=1-1383
1468	OG0001468	YGR178C	augustus_masked-flattened_line_19-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.7&CDS=1-2526
1469	OG0001469	YGR181W	genemark-flattened_line_15-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.71&CDS=1-294
1470	OG0001470	YGR183C	snap_masked-flattened_line_5-processed-gene-1.156-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.156&CDS=1-246
1471	OG0001471	YGR184C	genemark-flattened_line_5-processed-gene-2.184-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-2.184&CDS=1-5859
1472	OG0001472	YGR185C	genemark-flattened_line_5-processed-gene-2.186-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-2.186&CDS=1-1251
1473	OG0001473	YGR186W	maker-flattened_line_35-augustus-gene-0.235-mRNA-1_1&gene=maker-flattened_line_35-augustus-gene-0.235&CDS=1-1230
1474	OG0001474	YGR187C	genemark-flattened_line_35-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.80&CDS=1-1089
1475	OG0001475	YGR188C	genemark-flattened_line_13-processed-gene-1.58-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-1.58&CDS=1-3411
1476	OG0001476	YGR189C	genemark-flattened_line_5-processed-gene-1.79-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-1.79&CDS=1-1560
1477	OG0001477	YGR193C	genemark-flattened_line_79-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_79-processed-gene-0.75&CDS=1-1071
1478	OG0001478	YGR194C	genemark-flattened_line_11-processed-gene-1.244-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.244&CDS=1-1707
1479	OG0001479	YGR195W	augustus_masked-flattened_line_53-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_53-processed-gene-0.14&CDS=1-1143
1480	OG0001480	YGR200C	genemark-flattened_line_45-processed-gene-0.172-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.172&CDS=1-2850
1481	OG0001481	YGR202C	genemark-flattened_line_167-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_167-processed-gene-0.9&CDS=1-1218
1482	OG0001482	YGR203W	genemark-flattened_line_21-processed-gene-1.48-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.48&CDS=1-495
1483	OG0001483	YGR205W	genemark-flattened_line_37-processed-gene-0.196-mRNA-1_1&gene=genemark-flattened_line_37-processed-gene-0.196&CDS=1-861
1484	OG0001484	YGR207C	genemark-flattened_line_13-processed-gene-1.42-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-1.42&CDS=1-786
1485	OG0001485	YGR208W	genemark-flattened_line_21-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.90&CDS=1-915
1486	OG0001486	YGR210C	genemark-flattened_line_5-processed-gene-0.137-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-0.137&CDS=1-1185
1487	OG0001487	YGR211W	genemark-flattened_line_61-processed-gene-0.156-mRNA-1_1&gene=genemark-flattened_line_61-processed-gene-0.156&CDS=1-1410
1488	OG0001488	YGR215W	genemark-flattened_line_11-processed-gene-1.161-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.161&CDS=1-303
1489	OG0001489	YGR216C	genemark-flattened_line_29-processed-gene-1.105-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.105&CDS=1-2199
1490	OG0001490	YGR217W	genemark-flattened_line_107-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_107-processed-gene-0.105&CDS=1-5868
1491	OG0001491	YGR218W	genemark-flattened_line_77-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_77-processed-gene-0.32&CDS=1-3261
1492	OG0001492	YGR220C	genemark-flattened_line_153-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_153-processed-gene-0.54&CDS=1-972
1493	OG0001493	YGR223C	snap_masked-flattened_line_45-processed-gene-0.272-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.272&CDS=1-1134
1494	OG0001494	YGR225W	genemark-flattened_line_174-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_174-processed-gene-0.62&CDS=1-1776
1495	OG0001495	YGR227W	genemark-flattened_line_57-processed-gene-0.168-mRNA-1_1&gene=genemark-flattened_line_57-processed-gene-0.168&CDS=1-1329
1496	OG0001496	YGR229C	genemark-flattened_line_7-processed-gene-2.16-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-2.16&CDS=1-1815
1497	OG0001497	YGR231C	genemark-flattened_line_0-processed-gene-2.175-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.175&CDS=1-918
1498	OG0001498	YGR232W	genemark-flattened_line_2-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.57&CDS=1-714
1499	OG0001499	YGR233C	maker-flattened_line_91-snap-gene-0.135-mRNA-1_1&gene=maker-flattened_line_91-snap-gene-0.135&CDS=1-3432
1500	OG0001500	YGR234W	snap_masked-flattened_line_59-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.62&CDS=1-1251
1501	OG0001501	YGR235C	genemark-flattened_line_117-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_117-processed-gene-0.25&CDS=1-729
1502	OG0001502	YGR244C	snap_masked-flattened_line_97-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_97-processed-gene-0.80&CDS=1-1434
1503	OG0001503	YGR245C	snap_masked-flattened_line_153-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_153-processed-gene-0.94&CDS=1-2349
1504	OG0001504	YGR246C	genemark-flattened_line_182-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_182-processed-gene-0.44&CDS=1-1527
1505	OG0001505	YGR247W	genemark-flattened_line_31-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.78&CDS=1-597
1506	OG0001506	YGR253C	genemark-flattened_line_198-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_198-processed-gene-0.44&CDS=1-750
1507	OG0001507	YGR254W	genemark-flattened_line_29-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-0.75&CDS=1-1305
1508	OG0001508	YGR255C	maker-flattened_line_2-augustus-gene-2.200-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-2.200&CDS=1-1494
1509	OG0001509	YGR257C	genemark-flattened_line_9-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.32&CDS=1-1158
1510	OG0001510	YGR258C	maker-flattened_line_93-snap-gene-0.72-mRNA-1_1&gene=maker-flattened_line_93-snap-gene-0.72&CDS=1-2460
1511	OG0001511	YGR261C	genemark-flattened_line_43-processed-gene-0.210-mRNA-1_1&gene=genemark-flattened_line_43-processed-gene-0.210&CDS=1-2607
1512	OG0001512	YGR262C	genemark-flattened_line_153-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_153-processed-gene-0.31&CDS=1-819
1513	OG0001513	YGR264C	genemark-flattened_line_29-processed-gene-1.62-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.62&CDS=1-1989
1514	OG0001514	YGR266W	genemark-flattened_line_171-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_171-processed-gene-0.53&CDS=1-2331
1515	OG0001515	YGR267C	genemark-flattened_line_103-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_103-processed-gene-0.70&CDS=1-984
1516	OG0001516	YGR268C	genemark-flattened_line_103-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_103-processed-gene-0.56&CDS=1-561
1517	OG0001517	YGR270W	genemark-flattened_line_83-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_83-processed-gene-0.37&CDS=1-3987
1518	OG0001518	YGR271W	augustus_masked-flattened_line_35-processed-gene-0.293-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.293&CDS=1-5943
1519	OG0001519	YGR274C	genemark-flattened_line_13-processed-gene-1.55-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-1.55&CDS=1-2541
1520	OG0001520	YGR276C	genemark-flattened_line_91-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_91-processed-gene-0.42&CDS=1-1995
1521	OG0001521	YGR277C	genemark-flattened_line_13-processed-gene-1.76-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-1.76&CDS=1-1077
1522	OG0001522	YGR278W	genemark-flattened_line_57-processed-gene-0.175-mRNA-1_1&gene=genemark-flattened_line_57-processed-gene-0.175&CDS=1-2352
1523	OG0001523	YGR280C	maker-flattened_line_241-augustus-gene-0.20-mRNA-1_1&gene=maker-flattened_line_241-augustus-gene-0.20&CDS=1-867
1524	OG0001524	YGR281W	maker-flattened_line_73-augustus-gene-0.32-mRNA-1_1&gene=maker-flattened_line_73-augustus-gene-0.32&CDS=1-3843
1525	OG0001525	YGR282C	augustus_masked-flattened_line_33-processed-gene-0.323-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-0.323&CDS=1-3174
1526	OG0001526	YGR284C	genemark-flattened_line_31-processed-gene-1.69-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-1.69&CDS=1-915
1527	OG0001527	YGR285C	snap_masked-flattened_line_49-processed-gene-0.202-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.202&CDS=1-1341
1528	OG0001528	YGR286C	augustus_masked-flattened_line_226-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_226-processed-gene-0.35&CDS=1-1227
1529	OG0001529	YHL002W	maker-flattened_line_19-snap-gene-0.51-mRNA-1_1&gene=maker-flattened_line_19-snap-gene-0.51&CDS=1-1557
1530	OG0001530	YHL004W	snap_masked-flattened_line_143-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_143-processed-gene-0.14&CDS=1-1332
1531	OG0001531	YHL007C	genemark-flattened_line_19-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-0.97&CDS=1-2544
1532	OG0001532	YHL008C	genemark-flattened_line_83-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_83-processed-gene-0.15&CDS=1-1104
1533	OG0001533	YHL010C	augustus_masked-flattened_line_29-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.18&CDS=1-1854
1534	OG0001534	YHL013C	maker-flattened_line_23-augustus-gene-0.7-mRNA-1_1&gene=maker-flattened_line_23-augustus-gene-0.7&CDS=1-2943
1535	OG0001535	YHL015W	genemark-flattened_line_0-processed-gene-1.69-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.69&CDS=1-354
1536	OG0001536	YHL016C	genemark-flattened_line_37-processed-gene-0.235-mRNA-1_1&gene=genemark-flattened_line_37-processed-gene-0.235&CDS=1-2097
1537	OG0001537	YHL020C	snap_masked-flattened_line_111-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_111-processed-gene-0.48&CDS=1-1305
1538	OG0001538	YHL021C	augustus_masked-flattened_line_234-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_234-processed-gene-0.10&CDS=1-1329
1539	OG0001539	YHL022C	maker-flattened_line_57-augustus-gene-0.126-mRNA-1_1&gene=maker-flattened_line_57-augustus-gene-0.126&CDS=1-1059
1540	OG0001540	YHL023C	genemark-flattened_line_5-processed-gene-0.145-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-0.145&CDS=1-3090
1541	OG0001541	YHL024W	genemark-flattened_line_155-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_155-processed-gene-0.67&CDS=1-1959
1542	OG0001542	YHL027W	genemark-flattened_line_99-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_99-processed-gene-0.107&CDS=1-2145
1543	OG0001543	YHL028W	genemark-flattened_line_47-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.104&CDS=1-1317
1544	OG0001544	YHL030W	genemark-flattened_line_133-processed-gene-0.137-mRNA-1_1&gene=genemark-flattened_line_133-processed-gene-0.137&CDS=1-4848
1545	OG0001545	YHL031C	genemark-flattened_line_71-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_71-processed-gene-0.38&CDS=1-672
1546	OG0001546	YHL032C	genemark-flattened_line_192-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_192-processed-gene-0.58&CDS=1-1644
1547	OG0001547	YHR001W-A	genemark-flattened_line_37-processed-gene-0.192-mRNA-1_1&gene=genemark-flattened_line_37-processed-gene-0.192&CDS=1-219
1548	OG0001548	YHR002W	genemark-flattened_line_45-processed-gene-0.180-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.180&CDS=1-1152
1549	OG0001549	YHR004C	genemark-flattened_line_67-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_67-processed-gene-0.14&CDS=1-1485
1550	OG0001550	YHR005C	augustus_masked-flattened_line_13-processed-gene-1.201-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-1.201&CDS=1-1071
1551	OG0001551	YHR005C-A	maker-flattened_line_0-augustus-gene-1.170-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-1.170&CDS=1-249
1552	OG0001552	YHR007C	genemark-flattened_line_23-processed-gene-1.172-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.172&CDS=1-1587
1553	OG0001553	YHR008C	genemark-flattened_line_153-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_153-processed-gene-0.43&CDS=1-678
1554	OG0001554	YHR009C	genemark-flattened_line_2-processed-gene-2.163-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.163&CDS=1-1488
1555	OG0001555	YHR011W	genemark-flattened_line_27-processed-gene-1.58-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-1.58&CDS=1-1485
1556	OG0001556	YHR012W	genemark-flattened_line_63-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_63-processed-gene-0.52&CDS=1-561
1557	OG0001557	YHR013C	genemark-flattened_line_63-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_63-processed-gene-0.19&CDS=1-579
1558	OG0001558	YHR016C	genemark-flattened_line_73-processed-gene-0.152-mRNA-1_1&gene=genemark-flattened_line_73-processed-gene-0.152&CDS=1-1359
1559	OG0001559	YHR018C	augustus_masked-flattened_line_9-processed-gene-1.288-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-1.288&CDS=1-2751
1560	OG0001560	YHR019C	genemark-flattened_line_11-processed-gene-1.211-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.211&CDS=1-1689
1561	OG0001561	YHR020W	maker-flattened_line_431-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_431-augustus-gene-0.1&CDS=1-1554
1562	OG0001562	YHR023W	maker-flattened_line_19-snap-gene-0.42-mRNA-1_1&gene=maker-flattened_line_19-snap-gene-0.42&CDS=1-3753
1563	OG0001563	YHR024C	genemark-flattened_line_45-processed-gene-0.197-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.197&CDS=1-1413
1564	OG0001564	YHR025W	genemark-flattened_line_202-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_202-processed-gene-0.18&CDS=1-960
1565	OG0001565	YHR026W	maker-flattened_line_380-augustus-gene-0.6-mRNA-1_1&gene=maker-flattened_line_380-augustus-gene-0.6&CDS=1-534
1566	OG0001566	YHR027C	genemark-flattened_line_121-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_121-processed-gene-0.56&CDS=1-2718
1567	OG0001567	YHR028C	genemark-flattened_line_61-processed-gene-0.163-mRNA-1_1&gene=genemark-flattened_line_61-processed-gene-0.163&CDS=1-3039
1568	OG0001568	YHR029C	snap_masked-flattened_line_79-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_79-processed-gene-0.12&CDS=1-921
1569	OG0001569	YHR030C	genemark-flattened_line_103-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_103-processed-gene-0.86&CDS=1-1323
1570	OG0001570	YHR037W	genemark-flattened_line_174-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_174-processed-gene-0.78&CDS=1-1635
1571	OG0001571	YHR039C	genemark-flattened_line_29-processed-gene-1.102-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.102&CDS=1-1887
1572	OG0001572	YHR039C-A	genemark-flattened_line_29-processed-gene-1.103-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.103&CDS=1-348
1573	OG0001573	YHR041C	genemark-flattened_line_359-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_359-processed-gene-0.7&CDS=1-684
1574	OG0001574	YHR042W	genemark-flattened_line_21-processed-gene-1.47-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.47&CDS=1-2082
1575	OG0001575	YHR045W	genemark-flattened_line_151-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_151-processed-gene-0.39&CDS=1-1611
1576	OG0001576	YHR048W	genemark-flattened_line_105-processed-gene-0.118-mRNA-1_1&gene=genemark-flattened_line_105-processed-gene-0.118&CDS=1-1593
