	OrthologID	Candida_carpophila	Saccharomyces_cerevisiae
1746	OG0001746	-processed-gene-0.117-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-0.117&CDS=1-3354	YLL021W
1747	OG0001747	-processed-gene-0.45-mRNA-1_1&gene=snap_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-0.45&CDS=1-1152	YDR161W
1748	OG0001748	-processed-gene-0.25-mRNA-1_1&gene=snap_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-0.25&CDS=1-636	YLR145W
1749	OG0001749	-processed-gene-0.142-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-0.142&CDS=1-1599	YJL201W
1750	OG0001750	-processed-gene-0.122-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-0.122&CDS=1-2874	YHR027C
1751	OG0001751	-processed-gene-0.143-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-0.143&CDS=1-588	YHR026W
1752	OG0001752	-processed-gene-1.40-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-1.40&CDS=1-1380	YPL120W
1753	OG0001753	-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-1.67&CDS=1-1491	YLR105C
1754	OG0001754	-processed-gene-1.15-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-1.15&CDS=1-2202	YDR109C
1755	OG0001755	-processed-gene-1.16-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-1.16&CDS=1-2451	YBR294W
1756	OG0001756	-processed-gene-1.17-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-1.17&CDS=1-1689	YPR018W
1757	OG0001757	-augustus-gene-1.107-mRNA-1_1&gene=maker-gi|1002316127|dbj|BCGK01000003.1|-augustus-gene-1.107&CDS=1-3969	YER169W
1758	OG0001758	-processed-gene-1.41-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-1.41&CDS=1-693	YER174C
1759	OG0001759	-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-1.73&CDS=1-3492	YDR216W
1760	OG0001760	-processed-gene-1.42-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-1.42&CDS=1-507	YPR098C
1761	OG0001761	-processed-gene-1.43-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-1.43&CDS=1-3594	YDR097C
1762	OG0001762	-processed-gene-1.150-mRNA-1_1&gene=snap_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-1.150&CDS=1-1356	YLR107W
1763	OG0001763	-snap-gene-1.2-mRNA-1_1&gene=maker-gi|1002316127|dbj|BCGK01000003.1|-snap-gene-1.2&CDS=1-3135	YDR264C
1764	OG0001764	-processed-gene-1.47-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-1.47&CDS=1-1221	YDR522C
1765	OG0001765	-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-1.97&CDS=1-2940	YPL164C
1766	OG0001766	-processed-gene-1.51-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-1.51&CDS=1-873	YGR096W
1767	OG0001767	-processed-gene-1.54-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-1.54&CDS=1-732	YJR060W
1768	OG0001768	-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-1.80&CDS=1-2130	YMR301C
1769	OG0001769	-processed-gene-1.55-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-1.55&CDS=1-2742	YIL137C
1770	OG0001770	-augustus-gene-1.109-mRNA-1_1&gene=maker-gi|1002316127|dbj|BCGK01000003.1|-augustus-gene-1.109&CDS=1-2760	YDR531W
1771	OG0001771	-processed-gene-1.56-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-1.56&CDS=1-1164	YGR012W
1772	OG0001772	-processed-gene-1.57-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-1.57&CDS=1-810	YBL010C
1773	OG0001773	-processed-gene-1.37-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-1.37&CDS=1-669	YEL038W
1774	OG0001774	-snap-gene-1.4-mRNA-1_1&gene=maker-gi|1002316127|dbj|BCGK01000003.1|-snap-gene-1.4&CDS=1-1116	YEL037C
1775	OG0001775	-processed-gene-1.38-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-1.38&CDS=1-1731	YJR052W
1776	OG0001776	-processed-gene-1.167-mRNA-1_1&gene=snap_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-1.167&CDS=1-2091	YML046W
1777	OG0001777	-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-1.87&CDS=1-1581	YGR013W
1778	OG0001778	-processed-gene-2.5-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.5&CDS=1-2769	YGR014W
1779	OG0001779	-processed-gene-2.2-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.2&CDS=1-339	YKL138C
1780	OG0001780	-processed-gene-2.3-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.3&CDS=1-345	YKL137W
1781	OG0001781	-processed-gene-2.27-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.27&CDS=1-414	YIL098C
1782	OG0001782	-processed-gene-2.9-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.9&CDS=1-1074	YNL037C
1783	OG0001783	-processed-gene-2.10-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.10&CDS=1-1278	YNL220W
1784	OG0001784	-processed-gene-2.11-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.11&CDS=1-1479	YGR276C
1785	OG0001785	-processed-gene-2.29-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.29&CDS=1-3090	YNL163C
1786	OG0001786	-processed-gene-2.115-mRNA-1_1&gene=snap_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.115&CDS=1-1623	YDL160C
1787	OG0001787	-processed-gene-2.13-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.13&CDS=1-1590	YMR300C
1788	OG0001788	-processed-gene-2.14-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.14&CDS=1-4017	YGL238W
1789	OG0001789	-processed-gene-2.30-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.30&CDS=1-597	YGL237C
1790	OG0001790	-processed-gene-2.32-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.32&CDS=1-846	YLR003C
1791	OG0001791	-processed-gene-2.16-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.16&CDS=1-1989	YGL236C
1792	OG0001792	-processed-gene-2.137-mRNA-1_1&gene=snap_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.137&CDS=1-726	YFR027W
1793	OG0001793	-processed-gene-2.18-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.18&CDS=1-888	YFR047C
1794	OG0001794	-processed-gene-2.37-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.37&CDS=1-2301	YJL101C
1795	OG0001795	-processed-gene-2.38-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.38&CDS=1-2376	YGL234W
1796	OG0001796	-processed-gene-2.39-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.39&CDS=1-1077	YMR024W
1797	OG0001797	-processed-gene-2.41-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.41&CDS=1-1299	YDR414C
1798	OG0001798	-processed-gene-2.42-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.42&CDS=1-756	YDR412W
1799	OG0001799	-processed-gene-2.19-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.19&CDS=1-540	YHR081W
1800	OG0001800	-processed-gene-2.43-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.43&CDS=1-3504	YHR079C
1801	OG0001801	-processed-gene-2.20-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.20&CDS=1-1266	YDR329C
1802	OG0001802	-processed-gene-2.21-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.21&CDS=1-492	YDR328C
1803	OG0001803	-processed-gene-2.45-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.45&CDS=1-1428	YDR330W
1804	OG0001804	-processed-gene-2.150-mRNA-1_1&gene=snap_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.150&CDS=1-3168	YGR274C
1805	OG0001805	-processed-gene-2.25-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.25&CDS=1-1521	YHR084W
1806	OG0001806	-processed-gene-2.151-mRNA-1_1&gene=snap_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.151&CDS=1-4062	YBL034C
1807	OG0001807	-processed-gene-2.48-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.48&CDS=1-5013	YDR331W
1808	OG0001808	-processed-gene-2.49-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.49&CDS=1-873	YDL051W
1809	OG0001809	-processed-gene-2.26-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.26&CDS=1-756	YBL036C
1810	OG0001810	-processed-gene-2.50-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-2.50&CDS=1-2553	YBR086C
1811	OG0001811	-snap-gene-2.98-mRNA-1_1&gene=maker-gi|1002316127|dbj|BCGK01000003.1|-snap-gene-2.98&CDS=1-3024	YJL020C
1812	OG0001812	-processed-gene-3.96-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-3.96&CDS=1-1086	YKL018W
1813	OG0001813	-processed-gene-3.11-mRNA-1_1&gene=snap_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-3.11&CDS=1-1170	YGR169C
1814	OG0001814	-processed-gene-3.103-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-3.103&CDS=1-2949	YBL037W
1815	OG0001815	-processed-gene-3.98-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-3.98&CDS=1-525	YKL016C
1816	OG0001816	-snap-gene-3.149-mRNA-1_1&gene=maker-gi|1002316127|dbj|BCGK01000003.1|-snap-gene-3.149&CDS=1-7644	YOL075C
1817	OG0001817	-processed-gene-3.16-mRNA-1_1&gene=snap_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-3.16&CDS=1-459	YPL059W
1818	OG0001818	-processed-gene-3.107-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-3.107&CDS=1-5280	YKL014C
1819	OG0001819	-processed-gene-3.130-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-3.130&CDS=1-1206	YPR041W
1820	OG0001820	-processed-gene-3.131-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-3.131&CDS=1-1359	YJR084W
1821	OG0001821	-processed-gene-3.111-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-3.111&CDS=1-1725	YBL039C
1822	OG0001822	-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-3.88&CDS=1-5385	YPL110C
1823	OG0001823	-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-3.72&CDS=1-1722	YPL111W
1824	OG0001824	-augustus-gene-3.2-mRNA-1_1&gene=maker-gi|1002316127|dbj|BCGK01000003.1|-augustus-gene-3.2&CDS=1-1968	YJR095W
1825	OG0001825	-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-3.74&CDS=1-1116	YOR288C
1826	OG0001826	-processed-gene-3.118-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-3.118&CDS=1-1440	YFR044C
1827	OG0001827	-processed-gene-3.121-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-3.121&CDS=1-1347	YER043C
1828	OG0001828	-processed-gene-3.122-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-3.122&CDS=1-1203	YPL123C
1829	OG0001829	-processed-gene-3.139-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-3.139&CDS=1-699	YDL218W
1830	OG0001830	-processed-gene-3.141-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-3.141&CDS=1-777	YGR262C
1831	OG0001831	-augustus-gene-3.5-mRNA-1_1&gene=maker-gi|1002316127|dbj|BCGK01000003.1|-augustus-gene-3.5&CDS=1-1806	YGR062C
1832	OG0001832	-processed-gene-3.124-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-3.124&CDS=1-336	YGR063C
1833	OG0001833	-augustus-gene-3.6-mRNA-1_1&gene=maker-gi|1002316127|dbj|BCGK01000003.1|-augustus-gene-3.6&CDS=1-5940	YGR270W
1834	OG0001834	-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-3.81&CDS=1-4872	YGR170W
1835	OG0001835	-processed-gene-3.147-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-3.147&CDS=1-2253	YGR264C
1836	OG0001836	-processed-gene-3.127-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-3.127&CDS=1-1401	YMR293C
1837	OG0001837	-processed-gene-4.5-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-4.5&CDS=1-4500	YDR293C
1838	OG0001838	-processed-gene-4.6-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-4.6&CDS=1-1461	YJR006W
1839	OG0001839	-processed-gene-4.7-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-4.7&CDS=1-1707	YMR290C
1840	OG0001840	-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-4.53&CDS=1-5769	YGR271W
1841	OG0001841	-processed-gene-4.32-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-4.32&CDS=1-666	YGR271C-A
1842	OG0001842	-processed-gene-4.8-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-4.8&CDS=1-1101	YGR173W
1843	OG0001843	-processed-gene-4.10-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-4.10&CDS=1-1743	YHR037W
1844	OG0001844	-processed-gene-4.121-mRNA-1_1&gene=snap_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-4.121&CDS=1-399	YGR268C
1845	OG0001845	-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-4.60&CDS=1-921	YMR292W
1846	OG0001846	-processed-gene-4.37-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-4.37&CDS=1-1410	YLR015W
1847	OG0001847	-augustus-gene-4.90-mRNA-1_1&gene=maker-gi|1002316127|dbj|BCGK01000003.1|-augustus-gene-4.90&CDS=1-4560	YGR266W
1848	OG0001848	-processed-gene-4.16-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-4.16&CDS=1-444	YJL011C
1849	OG0001849	-processed-gene-4.40-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-4.40&CDS=1-2271	YGL144C
1850	OG0001850	-processed-gene-4.41-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-4.41&CDS=1-1011	YOR085W
1851	OG0001851	-processed-gene-4.131-mRNA-1_1&gene=snap_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-4.131&CDS=1-2217	YMR154C
1852	OG0001852	-processed-gene-4.18-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-4.18&CDS=1-1587	YGL142C
1853	OG0001853	-processed-gene-4.43-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-4.43&CDS=1-507	YMR159C
1854	OG0001854	-processed-gene-4.44-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-4.44&CDS=1-3732	YDL101C
1855	OG0001855	-processed-gene-4.22-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-4.22&CDS=1-1584	YJL014W
1856	OG0001856	-processed-gene-4.23-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-4.23&CDS=1-2949	YDL117W
1857	OG0001857	-processed-gene-4.24-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-4.24&CDS=1-993	YDL108W
1858	OG0001858	-processed-gene-4.25-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-4.25&CDS=1-2166	YJL012C
1859	OG0001859	-processed-gene-4.84-mRNA-1_1&gene=augustus_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-4.84&CDS=1-7164	YMR162C
1860	OG0001860	-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-4.68&CDS=1-4074	YMR313C
1861	OG0001861	-processed-gene-4.139-mRNA-1_1&gene=snap_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-4.139&CDS=1-807	YMR312W
1862	OG0001862	-processed-gene-4.49-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-4.49&CDS=1-1035	YMR166C
1863	OG0001863	-processed-gene-4.116-mRNA-1_1&gene=snap_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-4.116&CDS=1-1218	YDL104C
1864	OG0001864	-processed-gene-4.50-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-4.50&CDS=1-927	YDL105W
1865	OG0001865	-processed-gene-4.70-mRNA-1_1&gene=augustus_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-4.70&CDS=1-4740	YMR167W
1866	OG0001866	-processed-gene-4.31-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-4.31&CDS=1-603	YJR014W
1867	OG0001867	-processed-gene-5.3-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-5.3&CDS=1-5163	YGL141W
1868	OG0001868	-processed-gene-5.121-mRNA-1_1&gene=snap_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-5.121&CDS=1-426	YBR167C
1869	OG0001869	-processed-gene-5.7-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-5.7&CDS=1-543	YLR009W
1870	OG0001870	-processed-gene-5.1-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-5.1&CDS=1-462	YLR008C
1871	OG0001871	-processed-gene-5.27-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-5.27&CDS=1-417	YGR203W
1872	OG0001872	-processed-gene-5.124-mRNA-1_1&gene=snap_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-5.124&CDS=1-2280	YGR202C
1873	OG0001873	-processed-gene-5.30-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-5.30&CDS=1-2259	YGR261C
1874	OG0001874	-processed-gene-5.31-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-5.31&CDS=1-3048	YGR258C
1875	OG0001875	-processed-gene-5.11-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-5.11&CDS=1-768	YNL056W
1876	OG0001876	-processed-gene-5.33-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-5.33&CDS=1-1089	YOR057W
1877	OG0001877	-processed-gene-5.34-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-5.34&CDS=1-717	YPR143W
1878	OG0001878	-processed-gene-5.126-mRNA-1_1&gene=snap_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-5.126&CDS=1-1980	YPR141C
1879	OG0001879	-processed-gene-5.35-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-5.35&CDS=1-3798	YPR140W
1880	OG0001880	-processed-gene-5.13-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-5.13&CDS=1-1752	YGR103W
1881	OG0001881	-processed-gene-5.36-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-5.36&CDS=1-801	YGR104C
1882	OG0001882	-processed-gene-5.37-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-5.37&CDS=1-219	YGR105W
1883	OG0001883	-processed-gene-5.16-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-5.16&CDS=1-1167	YOR063W
1884	OG0001884	-processed-gene-5.18-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-5.18&CDS=1-3243	YGR218W
1885	OG0001885	-processed-gene-5.19-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-5.19&CDS=1-612	YDR002W
1886	OG0001886	-processed-gene-5.20-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-5.20&CDS=1-3600	YGR233C
1887	OG0001887	-processed-gene-5.39-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-5.39&CDS=1-1866	YDL146W
1888	OG0001888	-processed-gene-5.41-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-5.41&CDS=1-627	YKR014C
1889	OG0001889	-snap-gene-5.107-mRNA-1_1&gene=maker-gi|1002316127|dbj|BCGK01000003.1|-snap-gene-5.107&CDS=1-5730	YJL109C
1890	OG0001890	-processed-gene-5.46-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-5.46&CDS=1-945	YKR030W
1891	OG0001891	-processed-gene-5.48-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-5.48&CDS=1-1602	YKR017C
1892	OG0001892	-processed-gene-5.100-mRNA-1_1&gene=augustus_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-5.100&CDS=1-1743	YBR030W
1893	OG0001893	-processed-gene-5.22-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-5.22&CDS=1-378	YJL104W
1894	OG0001894	-processed-gene-5.141-mRNA-1_1&gene=snap_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-5.141&CDS=1-1425	YBR003W
1895	OG0001895	-processed-gene-5.165-mRNA-1_1&gene=snap_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-5.165&CDS=1-837	YGR220C
1896	OG0001896	-processed-gene-5.53-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-5.53&CDS=1-660	YHR147C
1897	OG0001897	-processed-gene-6.67-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-6.67&CDS=1-549	YHR148W
1898	OG0001898	-processed-gene-6.68-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-6.68&CDS=1-630	YMR069W
1899	OG0001899	-processed-gene-6.14-mRNA-1_1&gene=snap_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-6.14&CDS=1-5433	YPL085W
1900	OG0001900	-processed-gene-6.15-mRNA-1_1&gene=snap_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-6.15&CDS=1-1302	YBR182C
1901	OG0001901	-processed-gene-6.94-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-6.94&CDS=1-1140	YJL203W
1902	OG0001902	-processed-gene-6.75-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-6.75&CDS=1-1122	YHR004C
1903	OG0001903	-processed-gene-6.96-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-6.96&CDS=1-996	YKL085W
1904	OG0001904	-processed-gene-6.78-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-6.78&CDS=1-1791	YBR123C
1905	OG0001905	-processed-gene-6.97-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-6.97&CDS=1-717	YPL107W
1906	OG0001906	-processed-gene-6.79-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-6.79&CDS=1-1677	YBR296C
1907	OG0001907	-processed-gene-6.80-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-6.80&CDS=1-870	YIL034C
1908	OG0001908	-processed-gene-6.98-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-6.98&CDS=1-1173	YHR159W
1909	OG0001909	-processed-gene-6.99-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-6.99&CDS=1-612	YGR167W
1910	OG0001910	-processed-gene-6.100-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-6.100&CDS=1-597	YOL008W
