	OrthologID	Lachancea_nothofagi	Saccharomyces_cerevisiae
2077	OG0002077	snap_masked-LANO0E-processed-gene-15.136-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.136&CDS=1-591	YJL218W
2078	OG0002078	snap_masked-LANO0F-processed-gene-0.17-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-0.17&CDS=1-1734	YLL058W
2079	OG0002079	snap_masked-LANO0F-processed-gene-0.19-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-0.19&CDS=1-1227	YGR234W
2080	OG0002080	snap_masked-LANO0F-processed-gene-0.3-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-0.3&CDS=1-612	YOL149W
2081	OG0002081	snap_masked-LANO0F-processed-gene-0.24-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-0.24&CDS=1-1833	YOL148C
2082	OG0002082	snap_masked-LANO0F-processed-gene-0.25-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-0.25&CDS=1-693	YOL147C
2083	OG0002083	snap_masked-LANO0F-processed-gene-0.4-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-0.4&CDS=1-555	YOL146W
2084	OG0002084	snap_masked-LANO0F-processed-gene-0.26-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-0.26&CDS=1-3303	YOL145C
2085	OG0002085	snap_masked-LANO0F-processed-gene-0.5-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-0.5&CDS=1-1398	YOL144W
2086	OG0002086	snap_masked-LANO0F-processed-gene-0.27-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-0.27&CDS=1-495	YOL143C
2087	OG0002087	snap_masked-LANO0F-processed-gene-0.28-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-0.28&CDS=1-1296	YNL330C
2088	OG0002088	snap_masked-LANO0F-processed-gene-0.29-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-0.29&CDS=1-3111	YNL329C
2089	OG0002089	snap_masked-LANO0F-processed-gene-0.30-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-0.30&CDS=1-435	YNL328C
2090	OG0002090	snap_masked-LANO0F-processed-gene-0.6-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-0.6&CDS=1-2697	YNL327W
2091	OG0002091	snap_masked-LANO0F-processed-gene-0.31-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-0.31&CDS=1-351	YNL326C
2092	OG0002092	snap_masked-LANO0F-processed-gene-0.7-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-0.7&CDS=1-708	YOL142W
2093	OG0002093	snap_masked-LANO0F-processed-gene-0.32-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-0.32&CDS=1-2556	YNL325C
2094	OG0002094	snap_masked-LANO0F-processed-gene-0.8-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-0.8&CDS=1-2121	YOL141W
2095	OG0002095	snap_masked-LANO0F-processed-gene-0.9-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-0.9&CDS=1-1233	YNL323W
2096	OG0002096	snap_masked-LANO0F-processed-gene-0.10-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-0.10&CDS=1-1272	YOL140W
2097	OG0002097	snap_masked-LANO0F-processed-gene-0.34-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-0.34&CDS=1-960	YNL322C
2098	OG0002098	snap_masked-LANO0F-processed-gene-0.11-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-0.11&CDS=1-2421	YNL321W
2099	OG0002099	snap_masked-LANO0F-processed-gene-0.35-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-0.35&CDS=1-627	YOL139C
2100	OG0002100	snap_masked-LANO0F-processed-gene-0.12-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-0.12&CDS=1-825	YNL320W
2101	OG0002101	snap_masked-LANO0F-processed-gene-0.36-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-0.36&CDS=1-3885	YOL138C
2102	OG0002102	snap_masked-LANO0F-processed-gene-1.3-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-1.3&CDS=1-1959	YGL086W
2103	OG0002103	maker-LANO0F-snap-gene-1.90-mRNA-1_1&gene=maker-LANO0F-snap-gene-1.90&CDS=1-414	YGL087C
2104	OG0002104	snap_masked-LANO0F-processed-gene-1.1-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-1.1&CDS=1-993	YPL188W
2105	OG0002105	augustus_masked-LANO0F-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-LANO0F-processed-gene-1.99&CDS=1-678	YPL186C
2106	OG0002106	snap_masked-LANO0F-processed-gene-1.6-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-1.6&CDS=1-1716	YPL184C
2107	OG0002107	augustus_masked-LANO0F-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-LANO0F-processed-gene-1.120&CDS=1-1383	YGL090W
2108	OG0002108	snap_masked-LANO0F-processed-gene-1.7-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-1.7&CDS=1-972	YGL091C
2109	OG0002109	snap_masked-LANO0F-processed-gene-1.28-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-1.28&CDS=1-3924	YGL092W
2110	OG0002110	augustus_masked-LANO0F-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-LANO0F-processed-gene-1.122&CDS=1-2673	YGL093W
2111	OG0002111	maker-LANO0F-snap-gene-1.91-mRNA-1_1&gene=maker-LANO0F-snap-gene-1.91&CDS=1-231	YPL183W-A
2112	OG0002112	snap_masked-LANO0F-processed-gene-1.30-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-1.30&CDS=1-2988	YPL183C
2113	OG0002113	snap_masked-LANO0F-processed-gene-1.8-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-1.8&CDS=1-3387	YGL094C
2114	OG0002114	snap_masked-LANO0F-processed-gene-1.31-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-1.31&CDS=1-2286	YPL180W
2115	OG0002115	snap_masked-LANO0F-processed-gene-1.9-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-1.9&CDS=1-1734	YGL095C
2116	OG0002116	snap_masked-LANO0F-processed-gene-1.33-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-1.33&CDS=1-1368	YPL181W
2117	OG0002117	snap_masked-LANO0F-processed-gene-1.11-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-1.11&CDS=1-618	YPL178W
2118	OG0002118	augustus_masked-LANO0F-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-LANO0F-processed-gene-1.126&CDS=1-828	YPL177C
2119	OG0002119	augustus_masked-LANO0F-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-LANO0F-processed-gene-1.106&CDS=1-1572	YBR250W
2120	OG0002120	maker-LANO0F-snap-gene-1.92-mRNA-1_1&gene=maker-LANO0F-snap-gene-1.92&CDS=1-2751	YBR248C
2121	OG0002121	snap_masked-LANO0F-processed-gene-1.35-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-1.35&CDS=1-1443	YGL097W
2122	OG0002122	augustus_masked-LANO0F-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-LANO0F-processed-gene-1.111&CDS=1-1422	YBR247C
2123	OG0002123	augustus_masked-LANO0F-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-LANO0F-processed-gene-1.130&CDS=1-663	YGL098W
2124	OG0002124	snap_masked-LANO0F-processed-gene-1.38-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-1.38&CDS=1-1920	YGL099W
2125	OG0002125	snap_masked-LANO0F-processed-gene-1.39-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-1.39&CDS=1-1137	YBR246W
2126	OG0002126	snap_masked-LANO0F-processed-gene-1.40-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-1.40&CDS=1-504	YIR037W
2127	OG0002127	snap_masked-LANO0F-processed-gene-1.41-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-1.41&CDS=1-1017	YGL100W
2128	OG0002128	snap_masked-LANO0F-processed-gene-1.21-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-1.21&CDS=1-1341	YBR243C
2129	OG0002129	snap_masked-LANO0F-processed-gene-1.22-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-1.22&CDS=1-1509	YBR241C
2130	OG0002130	snap_masked-LANO0F-processed-gene-1.23-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-1.23&CDS=1-1353	YBR240C
2131	OG0002131	snap_masked-LANO0F-processed-gene-1.44-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-1.44&CDS=1-1119	YGL105W
2132	OG0002132	snap_masked-LANO0F-processed-gene-1.24-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-1.24&CDS=1-1182	YBR239C
2133	OG0002133	snap_masked-LANO0F-processed-gene-1.45-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-1.45&CDS=1-429	YGL106W
2134	OG0002134	snap_masked-LANO0F-processed-gene-1.25-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-1.25&CDS=1-1968	YBR238C
2135	OG0002135	augustus_masked-LANO0F-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-LANO0F-processed-gene-1.119&CDS=1-351	YGL108C
2136	OG0002136	snap_masked-LANO0F-processed-gene-2.100-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.100&CDS=1-2508	YBR237W
2137	OG0002137	snap_masked-LANO0F-processed-gene-2.97-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.97&CDS=1-1251	YBR236C
2138	OG0002138	snap_masked-LANO0F-processed-gene-2.101-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.101&CDS=1-3384	YBR235W
2139	OG0002139	snap_masked-LANO0F-processed-gene-2.98-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.98&CDS=1-1758	YGL110C
2140	OG0002140	snap_masked-LANO0F-processed-gene-2.102-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.102&CDS=1-1323	YGL111W
2141	OG0002141	snap_masked-LANO0F-processed-gene-2.99-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.99&CDS=1-1119	YBR234C
2142	OG0002142	snap_masked-LANO0F-processed-gene-2.122-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.122&CDS=1-243	YBR233W-A
2143	OG0002143	snap_masked-LANO0F-processed-gene-2.103-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.103&CDS=1-1533	YGL112C
2144	OG0002144	snap_masked-LANO0F-processed-gene-2.123-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.123&CDS=1-2196	YGL113W
2145	OG0002145	snap_masked-LANO0F-processed-gene-2.124-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.124&CDS=1-1272	YBR233W
2146	OG0002146	snap_masked-LANO0F-processed-gene-2.104-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.104&CDS=1-843	YBR231C
2147	OG0002147	snap_masked-LANO0F-processed-gene-2.125-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.125&CDS=1-2187	YGL114W
2148	OG0002148	snap_masked-LANO0F-processed-gene-2.126-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.126&CDS=1-948	YGL115W
2149	OG0002149	snap_masked-LANO0F-processed-gene-2.127-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.127&CDS=1-1725	YGL116W
2150	OG0002150	maker-LANO0F-snap-gene-2.49-mRNA-1_1&gene=maker-LANO0F-snap-gene-2.49&CDS=1-1659	YGL119W
2151	OG0002151	snap_masked-LANO0F-processed-gene-2.105-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.105&CDS=1-2313	YGL120C
2152	OG0002152	snap_masked-LANO0F-processed-gene-2.106-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.106&CDS=1-1629	YGL122C
2153	OG0002153	snap_masked-LANO0F-processed-gene-2.131-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.131&CDS=1-777	YGL123W
2154	OG0002154	snap_masked-LANO0F-processed-gene-2.107-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.107&CDS=1-510	YBR230C
2155	OG0002155	snap_masked-LANO0F-processed-gene-2.108-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.108&CDS=1-1809	YGL124C
2156	OG0002156	snap_masked-LANO0F-processed-gene-2.109-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.109&CDS=1-2646	YBR229C
2157	OG0002157	augustus_masked-LANO0F-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-LANO0F-processed-gene-2.35&CDS=1-891	YBR228W
2158	OG0002158	snap_masked-LANO0F-processed-gene-2.110-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.110&CDS=1-1515	YBR227C
2159	OG0002159	snap_masked-LANO0F-processed-gene-2.134-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.134&CDS=1-2280	YBR225W
2160	OG0002160	snap_masked-LANO0F-processed-gene-2.135-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.135&CDS=1-1797	YGL125W
2161	OG0002161	snap_masked-LANO0F-processed-gene-2.111-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.111&CDS=1-1737	YBR223C
2162	OG0002162	snap_masked-LANO0F-processed-gene-2.112-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.112&CDS=1-1725	YBR222C
2163	OG0002163	snap_masked-LANO0F-processed-gene-2.113-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.113&CDS=1-1095	YBR221C
2164	OG0002164	snap_masked-LANO0F-processed-gene-2.114-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.114&CDS=1-1620	YBR220C
2165	OG0002165	augustus_masked-LANO0F-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-LANO0F-processed-gene-2.37&CDS=1-1089	YGL126W
2166	OG0002166	augustus_masked-LANO0F-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-LANO0F-processed-gene-2.19&CDS=1-381	YGL127C
2167	OG0002167	snap_masked-LANO0F-processed-gene-2.115-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.115&CDS=1-3522	YGL062W
2168	OG0002168	snap_masked-LANO0F-processed-gene-2.137-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.137&CDS=1-663	YGL061C
2169	OG0002169	snap_masked-LANO0F-processed-gene-2.138-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.138&CDS=1-585	YBR217W
2170	OG0002170	snap_masked-LANO0F-processed-gene-2.116-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.116&CDS=1-2043	YGL060W
2171	OG0002171	snap_masked-LANO0F-processed-gene-2.139-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.139&CDS=1-2148	YBR215W
2172	OG0002172	augustus_masked-LANO0F-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-LANO0F-processed-gene-2.22&CDS=1-1941	YGL059W
2173	OG0002173	genemark-LANO0F-processed-gene-2.92-mRNA-1_1&gene=genemark-LANO0F-processed-gene-2.92&CDS=1-927	YGL057C
2174	OG0002174	snap_masked-LANO0F-processed-gene-2.141-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.141&CDS=1-1410	YBR214W
2175	OG0002175	snap_masked-LANO0F-processed-gene-2.120-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.120&CDS=1-1464	YGL055W
2176	OG0002176	snap_masked-LANO0F-processed-gene-2.142-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.142&CDS=1-906	YBR213W
2177	OG0002177	snap_masked-LANO0F-processed-gene-2.143-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.143&CDS=1-1923	YBR212W
2178	OG0002178	snap_masked-LANO0F-processed-gene-2.121-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.121&CDS=1-993	YBR211C
2179	OG0002179	snap_masked-LANO0F-processed-gene-2.144-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-2.144&CDS=1-405	YGL054C
2180	OG0002180	snap_masked-LANO0F-processed-gene-3.101-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.101&CDS=1-735	YLR301W
2181	OG0002181	snap_masked-LANO0F-processed-gene-3.102-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.102&CDS=1-4011	YOR191W
2182	OG0002182	snap_masked-LANO0F-processed-gene-3.103-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.103&CDS=1-1326	YLR300W
2183	OG0002183	snap_masked-LANO0F-processed-gene-3.104-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.104&CDS=1-456	YOR189W
2184	OG0002184	snap_masked-LANO0F-processed-gene-3.128-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.128&CDS=1-3507	YOR188W
2185	OG0002185	augustus_masked-LANO0F-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-LANO0F-processed-gene-3.23&CDS=1-2964	YOR187W
2186	OG0002186	snap_masked-LANO0F-processed-gene-3.106-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.106&CDS=1-666	YLR298C
2187	OG0002187	snap_masked-LANO0F-processed-gene-3.132-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.132&CDS=1-1500	YDR082W
2188	OG0002188	snap_masked-LANO0F-processed-gene-3.108-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.108&CDS=1-2391	YDR081C
2189	OG0002189	snap_masked-LANO0F-processed-gene-3.133-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.133&CDS=1-2871	YDR080W
2190	OG0002190	snap_masked-LANO0F-processed-gene-3.109-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.109&CDS=1-216	YDR079C-A
2191	OG0002191	augustus_masked-LANO0F-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-LANO0F-processed-gene-3.26&CDS=1-2121	YER157W
2192	OG0002192	snap_masked-LANO0F-processed-gene-3.135-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.135&CDS=1-327	YDR079W
2193	OG0002193	snap_masked-LANO0F-processed-gene-3.111-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.111&CDS=1-1002	YER156C
2194	OG0002194	snap_masked-LANO0F-processed-gene-3.112-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.112&CDS=1-5949	YER155C
2195	OG0002195	snap_masked-LANO0F-processed-gene-3.136-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.136&CDS=1-1167	YER154W
2196	OG0002196	snap_masked-LANO0F-processed-gene-3.113-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.113&CDS=1-864	YER153C
2197	OG0002197	snap_masked-LANO0F-processed-gene-3.115-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.115&CDS=1-771	YDR078C
2198	OG0002198	snap_masked-LANO0F-processed-gene-3.116-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.116&CDS=1-2421	YER151C
2199	OG0002199	snap_masked-LANO0F-processed-gene-3.138-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.138&CDS=1-1101	YDR076W
2200	OG0002200	snap_masked-LANO0F-processed-gene-3.139-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.139&CDS=1-921	YDR075W
2201	OG0002201	snap_masked-LANO0F-processed-gene-3.117-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.117&CDS=1-1101	YER149C
2202	OG0002202	snap_masked-LANO0F-processed-gene-3.140-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.140&CDS=1-696	YER148W
2203	OG0002203	snap_masked-LANO0F-processed-gene-3.118-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.118&CDS=1-1773	YER147C
2204	OG0002204	snap_masked-LANO0F-processed-gene-3.141-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.141&CDS=1-2724	YDR074W
2205	OG0002205	snap_masked-LANO0F-processed-gene-3.142-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.142&CDS=1-309	YDR073W
2206	OG0002206	snap_masked-LANO0F-processed-gene-3.143-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.143&CDS=1-243	YER146W
2207	OG0002207	snap_masked-LANO0F-processed-gene-3.120-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.120&CDS=1-588	YDR071C
2208	OG0002208	snap_masked-LANO0F-processed-gene-3.121-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.121&CDS=1-285	YDR070C
2209	OG0002209	snap_masked-LANO0F-processed-gene-3.122-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.122&CDS=1-2634	YDR069C
2210	OG0002210	snap_masked-LANO0F-processed-gene-3.144-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.144&CDS=1-960	YDR068W
2211	OG0002211	snap_masked-LANO0F-processed-gene-3.123-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.123&CDS=1-681	YDR067C
2212	OG0002212	snap_masked-LANO0F-processed-gene-3.145-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.145&CDS=1-1218	YER143W
2213	OG0002213	snap_masked-LANO0F-processed-gene-3.124-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.124&CDS=1-819	YER142C
2214	OG0002214	snap_masked-LANO0F-processed-gene-3.146-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.146&CDS=1-1248	YER141W
2215	OG0002215	snap_masked-LANO0F-processed-gene-3.147-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.147&CDS=1-1515	YER140W
2216	OG0002216	snap_masked-LANO0F-processed-gene-3.125-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.125&CDS=1-678	YER139C
2217	OG0002217	genemark-LANO0F-processed-gene-3.95-mRNA-1_1&gene=genemark-LANO0F-processed-gene-3.95&CDS=1-1089	YDR065W
2218	OG0002218	genemark-LANO0F-processed-gene-3.96-mRNA-1_1&gene=genemark-LANO0F-processed-gene-3.96&CDS=1-849	YDR064W
2219	OG0002219	maker-LANO0F-augustus-gene-3.48-mRNA-1_1&gene=maker-LANO0F-augustus-gene-3.48&CDS=1-3276	YDR062W
2220	OG0002220	snap_masked-LANO0F-processed-gene-3.153-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.153&CDS=1-2154	YER001W
2221	OG0002221	snap_masked-LANO0F-processed-gene-3.126-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.126&CDS=1-1353	YER136W
2222	OG0002222	maker-LANO0F-snap-gene-3.49-mRNA-1_1&gene=maker-LANO0F-snap-gene-3.49&CDS=1-285	YBL026W
2223	OG0002223	snap_masked-LANO0F-processed-gene-3.154-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-3.154&CDS=1-462	YER137C
2224	OG0002224	snap_masked-LANO0F-processed-gene-4.56-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-4.56&CDS=1-408	YBL025W
2225	OG0002225	snap_masked-LANO0F-processed-gene-4.57-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-4.57&CDS=1-2073	YBL024W
2226	OG0002226	snap_masked-LANO0F-processed-gene-4.59-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-4.59&CDS=1-2577	YBL023C
2227	OG0002227	snap_masked-LANO0F-processed-gene-4.78-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-4.78&CDS=1-3282	YBL022C
2228	OG0002228	snap_masked-LANO0F-processed-gene-4.79-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-4.79&CDS=1-561	YBL021C
2229	OG0002229	snap_masked-LANO0F-processed-gene-4.60-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-4.60&CDS=1-1698	YBL020W
2230	OG0002230	snap_masked-LANO0F-processed-gene-4.61-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-4.61&CDS=1-1560	YBL019W
2231	OG0002231	snap_masked-LANO0F-processed-gene-4.80-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-4.80&CDS=1-306	YBL018C
2232	OG0002232	snap_masked-LANO0F-processed-gene-4.62-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-4.62&CDS=1-954	YBL016W
2233	OG0002233	snap_masked-LANO0F-processed-gene-4.63-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-4.63&CDS=1-1566	YBL015W
2234	OG0002234	snap_masked-LANO0F-processed-gene-4.64-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-4.64&CDS=1-531	YER134C
2235	OG0002235	snap_masked-LANO0F-processed-gene-4.83-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-4.83&CDS=1-813	YLL023C
2236	OG0002236	augustus_masked-LANO0F-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-LANO0F-processed-gene-4.23&CDS=1-5013	YLR314C
2237	OG0002237	snap_masked-LANO0F-processed-gene-4.67-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-4.67&CDS=1-4713	YLL021W
2238	OG0002238	snap_masked-LANO0F-processed-gene-4.85-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-4.85&CDS=1-705	YLR312W-A
2239	OG0002239	snap_masked-LANO0F-processed-gene-4.68-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-4.68&CDS=1-1692	YGL171W
2240	OG0002240	snap_masked-LANO0F-processed-gene-4.86-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-4.86&CDS=1-357	YPR020W
2241	OG0002241	augustus_masked-LANO0F-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-LANO0F-processed-gene-4.42&CDS=1-4422	YPR019W
2242	OG0002242	augustus_masked-LANO0F-processed-gene-4.43-mRNA-1_1&gene=augustus_masked-LANO0F-processed-gene-4.43&CDS=1-1698	YGL170C
2243	OG0002243	snap_masked-LANO0F-processed-gene-4.69-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-4.69&CDS=1-417	YPR017C
2244	OG0002244	snap_masked-LANO0F-processed-gene-4.70-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-4.70&CDS=1-735	YPR016C
2245	OG0002245	maker-LANO0F-augustus-gene-4.0-mRNA-1_1&gene=maker-LANO0F-augustus-gene-4.0&CDS=1-1134	YPR011C
2246	OG0002246	augustus_masked-LANO0F-processed-gene-4.45-mRNA-1_1&gene=augustus_masked-LANO0F-processed-gene-4.45&CDS=1-852	YGR021W
2247	OG0002247	augustus_masked-LANO0F-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-LANO0F-processed-gene-4.29&CDS=1-354	YGR020C
2248	OG0002248	snap_masked-LANO0F-processed-gene-4.92-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-4.92&CDS=1-2145	YLR330W
2249	OG0002249	snap_masked-LANO0F-processed-gene-4.93-mRNA-1_1&gene=snap_masked-LANO0F-processed-gene-4.93&CDS=1-1413	YGR019W
2250	OG0002250	augustus_masked-LANO0F-processed-gene-4.48-mRNA-1_1&gene=augustus_masked-LANO0F-processed-gene-4.48&CDS=1-924	YGR017W
2251	OG0002251	augustus_masked-LANO0F-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-LANO0F-processed-gene-4.30&CDS=1-735	YGR152C
