	OrthologID	Candida_succiphila	Saccharomyces_cerevisiae
1687	OG0001687	-processed-gene-3.41-mRNA-1_1&gene=snap_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-3.41&CDS=1-609	YKR014C
1688	OG0001688	-processed-gene-3.141-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-3.141&CDS=1-510	YLR109W
1689	OG0001689	-processed-gene-3.126-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-3.126&CDS=1-753	YFL045C
1690	OG0001690	-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-3.90&CDS=1-618	YFL046W
1691	OG0001691	-processed-gene-3.127-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-3.127&CDS=1-2637	YLR077W
1692	OG0001692	-processed-gene-3.146-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-3.146&CDS=1-1467	YFL018C
1693	OG0001693	-processed-gene-3.147-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-3.147&CDS=1-999	YGR031W
1694	OG0001694	-processed-gene-3.129-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-3.129&CDS=1-1191	YMR139W
1695	OG0001695	-processed-gene-4.44-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-4.44&CDS=1-987	YGR144W
1696	OG0001696	-processed-gene-4.47-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-4.47&CDS=1-561	YMR138W
1697	OG0001697	-processed-gene-4.45-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-4.45&CDS=1-1914	YMR137C
1698	OG0001698	-processed-gene-4.2-mRNA-1_1&gene=snap_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-4.2&CDS=1-2637	YLR347C
1699	OG0001699	-processed-gene-4.4-mRNA-1_1&gene=snap_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-4.4&CDS=1-891	YER175C
1700	OG0001700	-processed-gene-4.49-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-4.49&CDS=1-7326	YDR127W
1701	OG0001701	-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-4.92&CDS=1-4224	YBL034C
1702	OG0001702	-processed-gene-4.24-mRNA-1_1&gene=snap_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-4.24&CDS=1-1245	YMR024W
1703	OG0001703	-processed-gene-4.68-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-4.68&CDS=1-873	YLR003C
1704	OG0001704	-processed-gene-4.69-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-4.69&CDS=1-1905	YGL236C
1705	OG0001705	-processed-gene-4.52-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-4.52&CDS=1-597	YGL237C
1706	OG0001706	-processed-gene-4.70-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-4.70&CDS=1-3876	YGL238W
1707	OG0001707	-processed-gene-4.71-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-4.71&CDS=1-2235	YKL135C
1708	OG0001708	-processed-gene-4.53-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-4.53&CDS=1-1674	YOR386W
1709	OG0001709	-processed-gene-4.54-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-4.54&CDS=1-1278	YMR113W
1710	OG0001710	-processed-gene-4.72-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-4.72&CDS=1-1662	YDL159W
1711	OG0001711	-processed-gene-4.55-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-4.55&CDS=1-1137	YFR045W
1712	OG0001712	-processed-gene-4.56-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-4.56&CDS=1-1416	YDL160C
1713	OG0001713	-processed-gene-4.75-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-4.75&CDS=1-306	YDL157C
1714	OG0001714	-processed-gene-4.76-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-4.76&CDS=1-1629	YDL156W
1715	OG0001715	-processed-gene-4.77-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-4.77&CDS=1-624	YFR027W
1716	OG0001716	-processed-gene-4.57-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-4.57&CDS=1-909	YFR047C
1717	OG0001717	-processed-gene-4.78-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-4.78&CDS=1-1074	YGL225W
1718	OG0001718	-processed-gene-4.79-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-4.79&CDS=1-1077	YMR114C
1719	OG0001719	-processed-gene-4.80-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-4.80&CDS=1-1632	YMR093W
1720	OG0001720	-processed-gene-4.82-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-4.82&CDS=1-1275	YNR007C
1721	OG0001721	-processed-gene-4.62-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-4.62&CDS=1-2070	YNR008W
1722	OG0001722	-processed-gene-5.58-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-5.58&CDS=1-1116	YPL244C
1723	OG0001723	-processed-gene-5.53-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-5.53&CDS=1-405	YNL328C
1724	OG0001724	-processed-gene-5.60-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-5.60&CDS=1-1197	YPL236C
1725	OG0001725	-processed-gene-5.54-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-5.54&CDS=1-1503	YPL235W
1726	OG0001726	-processed-gene-5.61-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-5.61&CDS=1-414	YPL234C
1727	OG0001727	-processed-gene-5.56-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-5.56&CDS=1-864	YPL246C
1728	OG0001728	-processed-gene-5.85-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-5.85&CDS=1-1209	YMR203W
1729	OG0001729	-processed-gene-5.87-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-5.87&CDS=1-660	YMR202W
1730	OG0001730	-processed-gene-5.89-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-5.89&CDS=1-1500	YNR012W
1731	OG0001731	-processed-gene-5.93-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-5.93&CDS=1-2208	YMR216C
1732	OG0001732	-processed-gene-5.94-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-5.94&CDS=1-2082	YPL106C
1733	OG0001733	-processed-gene-5.149-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-5.149&CDS=1-1752	YBR170C
1734	OG0001734	-processed-gene-5.12-mRNA-1_1&gene=snap_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-5.12&CDS=1-753	YPL107W
1735	OG0001735	-processed-gene-5.150-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-5.150&CDS=1-1749	YMR215W
1736	OG0001736	-processed-gene-5.98-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-5.98&CDS=1-879	YPL065W
1737	OG0001737	-processed-gene-5.99-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-5.99&CDS=1-1425	YBR162C
1738	OG0001738	-processed-gene-5.70-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-5.70&CDS=1-3006	YLR014C
1739	OG0001739	-processed-gene-5.101-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-5.101&CDS=1-615	YLR009W
1740	OG0001740	-processed-gene-5.72-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-5.72&CDS=1-474	YLR008C
1741	OG0001741	-snap-gene-5.165-mRNA-1_1&gene=maker-gi|1002316220|dbj|BCGL01000004.1|-snap-gene-5.165&CDS=1-1017	YBL021C
1742	OG0001742	-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-5.127&CDS=1-1521	YBL020W
1743	OG0001743	-processed-gene-5.158-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-5.158&CDS=1-2235	YBL024W
1744	OG0001744	-processed-gene-5.104-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-5.104&CDS=1-1071	YEL050C
1745	OG0001745	-processed-gene-5.75-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-5.75&CDS=1-648	YDR298C
1746	OG0001746	-processed-gene-5.130-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-5.130&CDS=1-2232	YEL053C
1747	OG0001747	-processed-gene-5.79-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-5.79&CDS=1-1644	YML007W
1748	OG0001748	-processed-gene-5.81-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-5.81&CDS=1-2949	YBR084W
1749	OG0001749	-processed-gene-5.82-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-5.82&CDS=1-1074	YMR146C
1750	OG0001750	-processed-gene-5.84-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-5.84&CDS=1-1377	YGR159C
1751	OG0001751	-processed-gene-6.45-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-6.45&CDS=1-837	YIL043C
1752	OG0001752	-processed-gene-6.47-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-6.47&CDS=1-3558	YER052C
1753	OG0001753	-processed-gene-6.46-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-6.46&CDS=1-3315	YDR291W
1754	OG0001754	-processed-gene-6.48-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-6.48&CDS=1-1857	YJR005W
1755	OG0001755	-processed-gene-6.69-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-6.69&CDS=1-945	YJR008W
1756	OG0001756	-processed-gene-6.70-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-6.70&CDS=1-915	YJR007W
1757	OG0001757	-processed-gene-6.51-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-6.51&CDS=1-567	YJL024C
1758	OG0001758	-processed-gene-6.74-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-6.74&CDS=1-441	YGR174C
1759	OG0001759	-processed-gene-6.52-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-6.52&CDS=1-1761	YGR175C
1760	OG0001760	-processed-gene-6.75-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-6.75&CDS=1-2871	YBR229C
1761	OG0001761	-processed-gene-6.54-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-6.54&CDS=1-2331	YLR006C
1762	OG0001762	-processed-gene-6.77-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-6.77&CDS=1-3243	YJL020C
1763	OG0001763	-processed-gene-6.55-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-6.55&CDS=1-4392	YHR164C
1764	OG0001764	-augustus-gene-6.42-mRNA-1_1&gene=maker-gi|1002316220|dbj|BCGL01000004.1|-augustus-gene-6.42&CDS=1-591	YOL146W
1765	OG0001765	-processed-gene-6.78-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-6.78&CDS=1-3402	YOL145C
1766	OG0001766	-processed-gene-6.15-mRNA-1_1&gene=snap_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-6.15&CDS=1-1821	YOL144W
1767	OG0001767	-processed-gene-6.59-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-6.59&CDS=1-1203	YNL288W
1768	OG0001768	-processed-gene-6.60-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-6.60&CDS=1-2769	YNL287W
1769	OG0001769	-processed-gene-6.61-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-6.61&CDS=1-1185	YNL286W
1770	OG0001770	-processed-gene-6.119-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-6.119&CDS=1-4494	YGL131C
1771	OG0001771	-processed-gene-6.66-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-6.66&CDS=1-1455	YGL130W
1772	OG0001772	-processed-gene-6.36-mRNA-1_1&gene=snap_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-6.36&CDS=1-1539	YGL129C
1773	OG0001773	-processed-gene-6.68-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-6.68&CDS=1-972	YPL111W
1774	OG0001774	-processed-gene-6.123-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-6.123&CDS=1-3924	YPL110C
1775	OG0001775	-snap-gene-6.89-mRNA-1_1&gene=maker-gi|1002316220|dbj|BCGL01000004.1|-snap-gene-6.89&CDS=1-1833	YPL109C
1776	OG0001776	-processed-gene-6.84-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-6.84&CDS=1-549	YBR164C
1777	OG0001777	-processed-gene-7.104-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-7.104&CDS=1-1344	YBR166C
1778	OG0001778	-processed-gene-7.105-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-7.105&CDS=1-1299	YMR220W
1779	OG0001779	-processed-gene-7.6-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-7.6&CDS=1-1449	YOR059C
1780	OG0001780	-processed-gene-7.106-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-7.106&CDS=1-1899	YCR088W
1781	OG0001781	-processed-gene-7.108-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-7.108&CDS=1-1812	YMR140W
1782	OG0001782	-processed-gene-7.109-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-7.109&CDS=1-1890	YNL218W
1783	OG0001783	-processed-gene-7.111-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-7.111&CDS=1-1002	YKL087C
1784	OG0001784	-processed-gene-7.33-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-7.33&CDS=1-279	YHR005C-A
1785	OG0001785	-processed-gene-7.131-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-7.131&CDS=1-795	YLR326W
1786	OG0001786	-processed-gene-7.17-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-7.17&CDS=1-1194	YGR007W
1787	OG0001787	-processed-gene-7.133-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-7.133&CDS=1-618	YLR435W
1788	OG0001788	-processed-gene-7.39-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-7.39&CDS=1-1350	YKL184W
1789	OG0001789	-processed-gene-7.40-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-7.40&CDS=1-1848	YKL185W
1790	OG0001790	-processed-gene-7.117-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-7.117&CDS=1-537	YKL186C
1791	OG0001791	-processed-gene-7.41-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-7.41&CDS=1-1260	YML066C
1792	OG0001792	-processed-gene-7.137-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-7.137&CDS=1-1527	YLR443W
1793	OG0001793	-processed-gene-7.118-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-7.118&CDS=1-2139	YML065W
1794	OG0001794	-processed-gene-7.138-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-7.138&CDS=1-591	YML064C
1795	OG0001795	-processed-gene-7.119-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-7.119&CDS=1-768	YLR441C
1796	OG0001796	-processed-gene-7.139-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-7.139&CDS=1-1587	YML056C
1797	OG0001797	-augustus-gene-7.97-mRNA-1_1&gene=maker-gi|1002316220|dbj|BCGL01000004.1|-augustus-gene-7.97&CDS=1-525	YKL190W
1798	OG0001798	-processed-gene-7.141-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-7.141&CDS=1-3111	YLL031C
1799	OG0001799	-snap-gene-7.5-mRNA-1_1&gene=maker-gi|1002316220|dbj|BCGL01000004.1|-snap-gene-7.5&CDS=1-2526	YHL023C
1800	OG0001800	-processed-gene-7.143-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-7.143&CDS=1-2781	YLL032C
1801	OG0001801	-processed-gene-7.125-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-7.125&CDS=1-1899	YLR133W
1802	OG0001802	-processed-gene-7.127-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-7.127&CDS=1-1443	YNL142W
1803	OG0001803	-processed-gene-8.3-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-8.3&CDS=1-3309	YKL205W
1804	OG0001804	-processed-gene-8.4-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-8.4&CDS=1-1668	YJR064W
1805	OG0001805	-processed-gene-8.5-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-8.5&CDS=1-1278	YJR065C
1806	OG0001806	-processed-gene-8.6-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-8.6&CDS=1-7305	YKL203C
1807	OG0001807	-processed-gene-8.7-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-8.7&CDS=1-1092	YOR043W
1808	OG0001808	-snap-gene-8.160-mRNA-1_1&gene=maker-gi|1002316220|dbj|BCGL01000004.1|-snap-gene-8.160&CDS=1-1185	YER133W
1809	OG0001809	-processed-gene-8.9-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-8.9&CDS=1-1182	YDR347W
1810	OG0001810	-processed-gene-8.36-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-8.36&CDS=1-1020	YGL091C
1811	OG0001811	-processed-gene-8.11-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-8.11&CDS=1-486	YIR037W
1812	OG0001812	-processed-gene-8.37-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-8.37&CDS=1-1110	YBL033C
1813	OG0001813	-processed-gene-8.38-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-8.38&CDS=1-1101	YBR246W
1814	OG0001814	-processed-gene-8.118-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-8.118&CDS=1-441	YGL106W
1815	OG0001815	-processed-gene-8.119-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-8.119&CDS=1-2337	YNL001W
1816	OG0001816	-processed-gene-8.68-mRNA-1_1&gene=snap_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-8.68&CDS=1-441	YGL103W
1817	OG0001817	-processed-gene-8.41-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-8.41&CDS=1-1248	YBR243C
1818	OG0001818	-processed-gene-8.19-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-8.19&CDS=1-2055	YGL110C
1819	OG0001819	-processed-gene-8.43-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-8.43&CDS=1-1254	YGL111W
1820	OG0001820	-processed-gene-8.124-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-8.124&CDS=1-870	YJR112W
1821	OG0001821	-processed-gene-8.145-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-8.145&CDS=1-1110	YGL100W
1822	OG0001822	-processed-gene-8.147-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-8.147&CDS=1-1674	YEL060C
1823	OG0001823	-processed-gene-8.46-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-8.46&CDS=1-1362	YOL072W
1824	OG0001824	-processed-gene-8.150-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-8.150&CDS=1-966	YOL093W
1825	OG0001825	-processed-gene-8.25-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-8.25&CDS=1-2859	YOL090W
1826	OG0001826	-processed-gene-8.102-mRNA-1_1&gene=snap_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-8.102&CDS=1-630	YBR047W
1827	OG0001827	-processed-gene-8.103-mRNA-1_1&gene=snap_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-8.103&CDS=1-897	YPL083C
1828	OG0001828	-processed-gene-8.51-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-8.51&CDS=1-1020	YML067C
1829	OG0001829	-processed-gene-8.28-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-8.28&CDS=1-1068	YML068W
1830	OG0001830	-processed-gene-8.52-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-8.52&CDS=1-1779	YHR150W
1831	OG0001831	-processed-gene-8.30-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-8.30&CDS=1-327	YMR244C-A
1832	OG0001832	-processed-gene-9.50-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-9.50&CDS=1-3228	YNL163C
1833	OG0001833	-processed-gene-9.51-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-9.51&CDS=1-924	YHR142W
1834	OG0001834	-processed-gene-9.127-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-9.127&CDS=1-1881	YJL085W
1835	OG0001835	-processed-gene-9.53-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-9.53&CDS=1-909	YDL198C
1836	OG0001836	-processed-gene-9.75-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-9.75&CDS=1-969	YOR158W
1837	OG0001837	-snap-gene-9.98-mRNA-1_1&gene=maker-gi|1002316220|dbj|BCGL01000004.1|-snap-gene-9.98&CDS=1-6813	YOR191W
1838	OG0001838	-processed-gene-9.78-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-9.78&CDS=1-603	YLR292C
1839	OG0001839	-processed-gene-9.54-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-9.54&CDS=1-654	YLR293C
1840	OG0001840	-processed-gene-9.55-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-9.55&CDS=1-369	YLR295C
1841	OG0001841	-processed-gene-9.132-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-9.132&CDS=1-732	YJL218W
1842	OG0001842	-processed-gene-9.81-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-9.81&CDS=1-999	YOR251C
1843	OG0001843	-processed-gene-9.57-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-9.57&CDS=1-3501	YGR274C
1844	OG0001844	-processed-gene-9.59-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-9.59&CDS=1-897	YMR289W
1845	OG0001845	-processed-gene-9.82-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-9.82&CDS=1-948	YGR208W
1846	OG0001846	-processed-gene-9.61-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-9.61&CDS=1-2220	YNR039C
1847	OG0001847	-snap-gene-9.96-mRNA-1_1&gene=maker-gi|1002316220|dbj|BCGL01000004.1|-snap-gene-9.96&CDS=1-2181	YCR072C
1848	OG0001848	-processed-gene-9.85-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-9.85&CDS=1-2958	YOR233W
1849	OG0001849	-processed-gene-9.68-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-9.68&CDS=1-2652	YEL032W
1850	OG0001850	-processed-gene-9.69-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-9.69&CDS=1-576	YGR029W
1851	OG0001851	-snap-gene-9.99-mRNA-1_1&gene=maker-gi|1002316220|dbj|BCGL01000004.1|-snap-gene-9.99&CDS=1-2232	YLR337C
1852	OG0001852	-processed-gene-9.87-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-9.87&CDS=1-762	YOR232W
