	OrthologID	Nakaseomyces_bracarensis	Saccharomyces_cerevisiae
1681	OG0001681	snap_masked-CABR0S17-processed-gene-1.14-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-1.14&CDS=1-1896	YOR273C
1682	OG0001682	snap_masked-CABR0S17-processed-gene-1.31-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-1.31&CDS=1-1365	YOR272W
1683	OG0001683	snap_masked-CABR0S17-processed-gene-1.15-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-1.15&CDS=1-981	YOR271C
1684	OG0001684	augustus_masked-CABR0S17-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-CABR0S17-processed-gene-1.100&CDS=1-2778	YCR047C
1685	OG0001685	snap_masked-CABR0S17-processed-gene-1.33-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-1.33&CDS=1-420	YCR045W-A
1686	OG0001686	snap_masked-CABR0S17-processed-gene-1.18-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-1.18&CDS=1-6693	YNR016C
1687	OG0001687	genemark-CABR0S17-processed-gene-1.63-mRNA-1_1&gene=genemark-CABR0S17-processed-gene-1.63&CDS=1-975	YMR204C
1688	OG0001688	snap_masked-CABR0S17-processed-gene-1.35-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-1.35&CDS=1-669	YMR202W
1689	OG0001689	snap_masked-CABR0S17-processed-gene-1.20-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-1.20&CDS=1-1047	YMR201C
1690	OG0001690	snap_masked-CABR0S17-processed-gene-1.36-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-1.36&CDS=1-759	YMR200W
1691	OG0001691	augustus_masked-CABR0S17-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-CABR0S17-processed-gene-1.120&CDS=1-1683	YMR198W
1692	OG0001692	genemark-CABR0S17-processed-gene-1.65-mRNA-1_1&gene=genemark-CABR0S17-processed-gene-1.65&CDS=1-672	YMR197C
1693	OG0001693	snap_masked-CABR0S17-processed-gene-1.40-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-1.40&CDS=1-717	YER163C
1694	OG0001694	genemark-CABR0S17-processed-gene-1.66-mRNA-1_1&gene=genemark-CABR0S17-processed-gene-1.66&CDS=1-4470	YER164W
1695	OG0001695	snap_masked-CABR0S17-processed-gene-2.67-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-2.67&CDS=1-1728	YER165W
1696	OG0001696	augustus_masked-CABR0S17-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-CABR0S17-processed-gene-2.40&CDS=1-2634	YER167W
1697	OG0001697	augustus_masked-CABR0S17-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-CABR0S17-processed-gene-2.57&CDS=1-1593	YER168C
1698	OG0001698	maker-CABR0S17-snap-gene-2.2-mRNA-1_1&gene=maker-CABR0S17-snap-gene-2.2&CDS=1-2562	YER169W
1699	OG0001699	maker-CABR0S17-snap-gene-2.3-mRNA-1_1&gene=maker-CABR0S17-snap-gene-2.3&CDS=1-2946	YER171W
1700	OG0001700	snap_masked-CABR0S17-processed-gene-2.75-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-2.75&CDS=1-2016	YER173W
1701	OG0001701	snap_masked-CABR0S17-processed-gene-2.76-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-2.76&CDS=1-3480	YER176W
1702	OG0001702	genemark-CABR0S17-processed-gene-2.14-mRNA-1_1&gene=genemark-CABR0S17-processed-gene-2.14&CDS=1-1221	YER178W
1703	OG0001703	genemark-CABR0S17-processed-gene-2.15-mRNA-1_1&gene=genemark-CABR0S17-processed-gene-2.15&CDS=1-1002	YER179W
1704	OG0001704	snap_masked-CABR0S17-processed-gene-2.91-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-2.91&CDS=1-804	YER180C
1705	OG0001705	snap_masked-CABR0S17-processed-gene-2.92-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-2.92&CDS=1-3609	YLR084C
1706	OG0001706	snap_masked-CABR0S17-processed-gene-2.93-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-2.93&CDS=1-1263	YLR085C
1707	OG0001707	snap_masked-CABR0S17-processed-gene-2.79-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-2.79&CDS=1-4233	YLR086W
1708	OG0001708	genemark-CABR0S17-processed-gene-2.31-mRNA-1_1&gene=genemark-CABR0S17-processed-gene-2.31&CDS=1-8988	YLR087C
1709	OG0001709	snap_masked-CABR0S17-processed-gene-2.80-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-2.80&CDS=1-1776	YLR088W
1710	OG0001710	snap_masked-CABR0S17-processed-gene-2.95-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-2.95&CDS=1-1698	YLR089C
1711	OG0001711	snap_masked-CABR0S17-processed-gene-2.81-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-2.81&CDS=1-1371	YLR090W
1712	OG0001712	augustus_masked-CABR0S17-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-CABR0S17-processed-gene-2.64&CDS=1-813	YDR113C
1713	OG0001713	genemark-CABR0S17-processed-gene-2.34-mRNA-1_1&gene=genemark-CABR0S17-processed-gene-2.34&CDS=1-405	YIL027C
1714	OG0001714	snap_masked-CABR0S17-processed-gene-2.98-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-2.98&CDS=1-3321	YIL026C
1715	OG0001715	snap_masked-CABR0S17-processed-gene-2.84-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-2.84&CDS=1-1242	YIL033C
1716	OG0001716	snap_masked-CABR0S17-processed-gene-2.85-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-2.85&CDS=1-810	YIL034C
1717	OG0001717	snap_masked-CABR0S17-processed-gene-2.86-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-2.86&CDS=1-1116	YIL035C
1718	OG0001718	snap_masked-CABR0S17-processed-gene-2.100-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-2.100&CDS=1-2172	YIL036W
1719	OG0001719	snap_masked-CABR0S17-processed-gene-3.0-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-3.0&CDS=1-2391	YIL038C
1720	OG0001720	snap_masked-CABR0S17-processed-gene-3.3-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-3.3&CDS=1-1446	YIL039W
1721	OG0001721	augustus_masked-CABR0S17-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-CABR0S17-processed-gene-3.51&CDS=1-429	YIL040W
1722	OG0001722	snap_masked-CABR0S17-processed-gene-3.6-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-3.6&CDS=1-1020	YIL041W
1723	OG0001723	genemark-CABR0S17-processed-gene-3.90-mRNA-1_1&gene=genemark-CABR0S17-processed-gene-3.90&CDS=1-1293	YIL042C
1724	OG0001724	snap_masked-CABR0S17-processed-gene-3.2-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-3.2&CDS=1-855	YIL043C
1725	OG0001725	snap_masked-CABR0S17-processed-gene-3.7-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-3.7&CDS=1-834	YIL044C
1726	OG0001726	snap_masked-CABR0S17-processed-gene-3.27-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-3.27&CDS=1-1962	YIL046W
1727	OG0001727	snap_masked-CABR0S17-processed-gene-3.28-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-3.28&CDS=1-918	YER055C
1728	OG0001728	snap_masked-CABR0S17-processed-gene-3.8-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-3.8&CDS=1-2754	YIL047C
1729	OG0001729	genemark-CABR0S17-processed-gene-3.98-mRNA-1_1&gene=genemark-CABR0S17-processed-gene-3.98&CDS=1-1044	YMR244W
1730	OG0001730	genemark-CABR0S17-processed-gene-3.118-mRNA-1_1&gene=genemark-CABR0S17-processed-gene-3.118&CDS=1-933	YCR021C
1731	OG0001731	snap_masked-CABR0S17-processed-gene-3.29-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-3.29&CDS=1-264	YMR244C-A
1732	OG0001732	snap_masked-CABR0S17-processed-gene-3.12-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-3.12&CDS=1-2334	YML006C
1733	OG0001733	snap_masked-CABR0S17-processed-gene-3.13-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-3.13&CDS=1-1116	YML008C
1734	OG0001734	snap_masked-CABR0S17-processed-gene-3.31-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-3.31&CDS=1-825	YDR429C
1735	OG0001735	snap_masked-CABR0S17-processed-gene-3.14-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-3.14&CDS=1-210	YML009C
1736	OG0001736	snap_masked-CABR0S17-processed-gene-3.32-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-3.32&CDS=1-2967	YML010W
1737	OG0001737	genemark-CABR0S17-processed-gene-3.103-mRNA-1_1&gene=genemark-CABR0S17-processed-gene-3.103&CDS=1-525	YML011C
1738	OG0001738	snap_masked-CABR0S17-processed-gene-3.33-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-3.33&CDS=1-621	YML012W
1739	OG0001739	snap_masked-CABR0S17-processed-gene-3.15-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-3.15&CDS=1-1182	YDR432W
1740	OG0001740	snap_masked-CABR0S17-processed-gene-3.34-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-3.34&CDS=1-1980	YML013W
1741	OG0001741	snap_masked-CABR0S17-processed-gene-3.35-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-3.35&CDS=1-798	YML014W
1742	OG0001742	snap_masked-CABR0S17-processed-gene-3.16-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-3.16&CDS=1-1059	YML015C
1743	OG0001743	augustus_masked-CABR0S17-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-CABR0S17-processed-gene-3.82&CDS=1-663	YLR376C
1744	OG0001744	genemark-CABR0S17-processed-gene-3.107-mRNA-1_1&gene=genemark-CABR0S17-processed-gene-3.107&CDS=1-993	YDR088C
1745	OG0001745	snap_masked-CABR0S17-processed-gene-3.20-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-3.20&CDS=1-1437	YLR378C
1746	OG0001746	maker-CABR0S17-snap-gene-3.45-mRNA-1_1&gene=maker-CABR0S17-snap-gene-3.45&CDS=1-1908	YLR381W
1747	OG0001747	genemark-CABR0S17-processed-gene-3.128-mRNA-1_1&gene=genemark-CABR0S17-processed-gene-3.128&CDS=1-2706	YLR382C
1748	OG0001748	genemark-CABR0S17-processed-gene-3.112-mRNA-1_1&gene=genemark-CABR0S17-processed-gene-3.112&CDS=1-3258	YLR383W
1749	OG0001749	snap_masked-CABR0S17-processed-gene-3.39-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-3.39&CDS=1-3996	YLR384C
1750	OG0001750	snap_masked-CABR0S17-processed-gene-3.40-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-3.40&CDS=1-378	YLR385C
1751	OG0001751	snap_masked-CABR0S17-processed-gene-3.24-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-3.24&CDS=1-2634	YLR386W
1752	OG0001752	genemark-CABR0S17-processed-gene-3.131-mRNA-1_1&gene=genemark-CABR0S17-processed-gene-3.131&CDS=1-1224	YLR387C
1753	OG0001753	snap_masked-CABR0S17-processed-gene-3.42-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-3.42&CDS=1-2907	YLR389C
1754	OG0001754	snap_masked-CABR0S17-processed-gene-3.25-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-3.25&CDS=1-249	YLR390W
1755	OG0001755	snap_masked-CABR0S17-processed-gene-4.56-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-4.56&CDS=1-609	YLR390W-A
1756	OG0001756	snap_masked-CABR0S17-processed-gene-4.58-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-4.58&CDS=1-2052	YAL011W
1757	OG0001757	snap_masked-CABR0S17-processed-gene-4.59-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-4.59&CDS=1-1173	YAL012W
1758	OG0001758	maker-CABR0S17-snap-gene-4.1-mRNA-1_1&gene=maker-CABR0S17-snap-gene-4.1&CDS=1-1101	YAL013W
1759	OG0001759	snap_masked-CABR0S17-processed-gene-4.57-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-4.57&CDS=1-849	YAL014C
1760	OG0001760	genemark-CABR0S17-processed-gene-4.114-mRNA-1_1&gene=genemark-CABR0S17-processed-gene-4.114&CDS=1-906	YAL018C
1761	OG0001761	maker-CABR0S17-snap-gene-4.2-mRNA-1_1&gene=maker-CABR0S17-snap-gene-4.2&CDS=1-3297	YAL019W
1762	OG0001762	snap_masked-CABR0S17-processed-gene-4.63-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-4.63&CDS=1-2595	YAL021C
1763	OG0001763	snap_masked-CABR0S17-processed-gene-4.64-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-4.64&CDS=1-2613	YDR485C
1764	OG0001764	snap_masked-CABR0S17-processed-gene-4.81-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-4.81&CDS=1-1827	YDR484W
1765	OG0001765	augustus_masked-CABR0S17-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-CABR0S17-processed-gene-4.29&CDS=1-732	YBR153W
1766	OG0001766	snap_masked-CABR0S17-processed-gene-4.83-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-4.83&CDS=1-426	YBR152W
1767	OG0001767	snap_masked-CABR0S17-processed-gene-4.84-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-4.84&CDS=1-894	YBR151W
1768	OG0001768	genemark-CABR0S17-processed-gene-4.139-mRNA-1_1&gene=genemark-CABR0S17-processed-gene-4.139&CDS=1-855	YBR146W
1769	OG0001769	snap_masked-CABR0S17-processed-gene-4.66-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-4.66&CDS=1-1314	YBR143C
1770	OG0001770	genemark-CABR0S17-processed-gene-4.140-mRNA-1_1&gene=genemark-CABR0S17-processed-gene-4.140&CDS=1-1503	YIL090W
1771	OG0001771	snap_masked-CABR0S17-processed-gene-4.67-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-4.67&CDS=1-2088	YIL091C
1772	OG0001772	snap_masked-CABR0S17-processed-gene-4.68-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-4.68&CDS=1-798	YIL093C
1773	OG0001773	snap_masked-CABR0S17-processed-gene-4.69-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-4.69&CDS=1-1113	YIL094C
1774	OG0001774	snap_masked-CABR0S17-processed-gene-4.70-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-4.70&CDS=1-981	YIL096C
1775	OG0001775	snap_masked-CABR0S17-processed-gene-4.90-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-4.90&CDS=1-1467	YIL097W
1776	OG0001776	snap_masked-CABR0S17-processed-gene-4.91-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-4.91&CDS=1-789	YGR262C
1777	OG0001777	snap_masked-CABR0S17-processed-gene-4.92-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-4.92&CDS=1-1263	YGR263C
1778	OG0001778	snap_masked-CABR0S17-processed-gene-4.93-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-4.93&CDS=1-2241	YGR264C
1779	OG0001779	snap_masked-CABR0S17-processed-gene-4.71-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-4.71&CDS=1-2109	YGR266W
1780	OG0001780	snap_masked-CABR0S17-processed-gene-4.94-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-4.94&CDS=1-738	YGR267C
1781	OG0001781	snap_masked-CABR0S17-processed-gene-4.95-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-4.95&CDS=1-699	YGR268C
1782	OG0001782	snap_masked-CABR0S17-processed-gene-4.96-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-4.96&CDS=1-669	YGR271C-A
1783	OG0001783	genemark-CABR0S17-processed-gene-4.150-mRNA-1_1&gene=genemark-CABR0S17-processed-gene-4.150&CDS=1-1662	YMR296C
1784	OG0001784	snap_masked-CABR0S17-processed-gene-4.99-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-4.99&CDS=1-3090	YGR274C
1785	OG0001785	snap_masked-CABR0S17-processed-gene-4.73-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-4.73&CDS=1-1011	YGR275W
1786	OG0001786	snap_masked-CABR0S17-processed-gene-4.100-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-4.100&CDS=1-1944	YGR276C
1787	OG0001787	snap_masked-CABR0S17-processed-gene-4.101-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-4.101&CDS=1-870	YGR277C
1788	OG0001788	snap_masked-CABR0S17-processed-gene-4.74-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-4.74&CDS=1-1035	YGR278W
1789	OG0001789	snap_masked-CABR0S17-processed-gene-4.103-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-4.103&CDS=1-921	YGR280C
1790	OG0001790	snap_masked-CABR0S17-processed-gene-4.76-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-4.76&CDS=1-4410	YGR281W
1791	OG0001791	genemark-CABR0S17-processed-gene-4.156-mRNA-1_1&gene=genemark-CABR0S17-processed-gene-4.156&CDS=1-921	YGR282C
1792	OG0001792	snap_masked-CABR0S17-processed-gene-4.104-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-4.104&CDS=1-957	YGR284C
1793	OG0001793	snap_masked-CABR0S17-processed-gene-4.105-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-4.105&CDS=1-1299	YGR285C
1794	OG0001794	genemark-CABR0S19-processed-gene-0.17-mRNA-1_1&gene=genemark-CABR0S19-processed-gene-0.17&CDS=1-618	YOL149W
1795	OG0001795	maker-CABR0S19-snap-gene-0.0-mRNA-1_1&gene=maker-CABR0S19-snap-gene-0.0&CDS=1-1779	YOL148C
1796	OG0001796	genemark-CABR0S19-processed-gene-0.22-mRNA-1_1&gene=genemark-CABR0S19-processed-gene-0.22&CDS=1-723	YOL147C
1797	OG0001797	snap_masked-CABR0S19-processed-gene-0.10-mRNA-1_1&gene=snap_masked-CABR0S19-processed-gene-0.10&CDS=1-810	YOL146W
1798	OG0001798	genemark-CABR0S19-processed-gene-0.23-mRNA-1_1&gene=genemark-CABR0S19-processed-gene-0.23&CDS=1-3378	YOL145C
1799	OG0001799	augustus_masked-CABR0S19-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-CABR0S19-processed-gene-0.3&CDS=1-1392	YOL144W
1800	OG0001800	snap_masked-CABR0S21-processed-gene-0.91-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-0.91&CDS=1-1047	YMR315W
1801	OG0001801	snap_masked-CABR0S21-processed-gene-0.92-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-0.92&CDS=1-699	YMR314W
1802	OG0001802	snap_masked-CABR0S21-processed-gene-0.69-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-0.69&CDS=1-1779	YMR313C
1803	OG0001803	snap_masked-CABR0S21-processed-gene-0.93-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-0.93&CDS=1-789	YMR312W
1804	OG0001804	snap_masked-CABR0S21-processed-gene-0.70-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-0.70&CDS=1-684	YMR311C
1805	OG0001805	snap_masked-CABR0S21-processed-gene-0.71-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-0.71&CDS=1-1071	YMR310C
1806	OG0001806	snap_masked-CABR0S21-processed-gene-0.72-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-0.72&CDS=1-2436	YMR309C
1807	OG0001807	snap_masked-CABR0S21-processed-gene-0.73-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-0.73&CDS=1-3273	YMR308C
1808	OG0001808	genemark-CABR0S21-processed-gene-0.22-mRNA-1_1&gene=genemark-CABR0S21-processed-gene-0.22&CDS=1-3570	YMR304W
1809	OG0001809	snap_masked-CABR0S21-processed-gene-0.75-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-0.75&CDS=1-2520	YMR302C
1810	OG0001810	snap_masked-CABR0S21-processed-gene-0.78-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-0.78&CDS=1-2148	YMR301C
1811	OG0001811	snap_masked-CABR0S21-processed-gene-0.79-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-0.79&CDS=1-1533	YMR300C
1812	OG0001812	snap_masked-CABR0S21-processed-gene-0.80-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-0.80&CDS=1-1134	YMR299C
1813	OG0001813	maker-CABR0S21-augustus-gene-0.108-mRNA-1_1&gene=maker-CABR0S21-augustus-gene-0.108&CDS=1-1983	YMR297W
1814	OG0001814	snap_masked-CABR0S21-processed-gene-0.81-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-0.81&CDS=1-567	YMR295C
1815	OG0001815	snap_masked-CABR0S21-processed-gene-0.99-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-0.99&CDS=1-1035	YMR294W
1816	OG0001816	snap_masked-CABR0S21-processed-gene-0.82-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-0.82&CDS=1-1407	YMR293C
1817	OG0001817	snap_masked-CABR0S21-processed-gene-0.100-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-0.100&CDS=1-414	YMR292W
1818	OG0001818	snap_masked-CABR0S21-processed-gene-0.101-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-0.101&CDS=1-1860	YMR291W
1819	OG0001819	snap_masked-CABR0S21-processed-gene-0.83-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-0.83&CDS=1-1482	YMR290C
1820	OG0001820	snap_masked-CABR0S21-processed-gene-0.102-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-0.102&CDS=1-1110	YMR289W
1821	OG0001821	snap_masked-CABR0S21-processed-gene-0.103-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-0.103&CDS=1-2751	YMR288W
1822	OG0001822	snap_masked-CABR0S21-processed-gene-0.84-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-0.84&CDS=1-2070	YHR188C
1823	OG0001823	genemark-CABR0S21-processed-gene-0.29-mRNA-1_1&gene=genemark-CABR0S21-processed-gene-0.29&CDS=1-921	YHR187W
1824	OG0001824	genemark-CABR0S21-processed-gene-0.15-mRNA-1_1&gene=genemark-CABR0S21-processed-gene-0.15&CDS=1-4635	YHR186C
1825	OG0001825	snap_masked-CABR0S21-processed-gene-0.86-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-0.86&CDS=1-786	YHR185C
1826	OG0001826	snap_masked-CABR0S21-processed-gene-0.104-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-0.104&CDS=1-1785	YHR184W
1827	OG0001827	snap_masked-CABR0S21-processed-gene-0.105-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-0.105&CDS=1-1467	YHR183W
1828	OG0001828	genemark-CABR0S21-processed-gene-0.32-mRNA-1_1&gene=genemark-CABR0S21-processed-gene-0.32&CDS=1-651	YHR181W
1829	OG0001829	snap_masked-CABR0S21-processed-gene-0.88-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-0.88&CDS=1-456	YKL067W
1830	OG0001830	snap_masked-CABR0S21-processed-gene-0.107-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-0.107&CDS=1-627	YKL065C
1831	OG0001831	snap_masked-CABR0S21-processed-gene-1.0-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-1.0&CDS=1-3342	YKL064W
1832	OG0001832	snap_masked-CABR0S21-processed-gene-1.5-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-1.5&CDS=1-621	YKL063C
1833	OG0001833	snap_masked-CABR0S21-processed-gene-1.2-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-1.2&CDS=1-1854	YKL048C
1834	OG0001834	snap_masked-CABR0S21-processed-gene-1.3-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-1.3&CDS=1-738	YKL049C
1835	OG0001835	augustus_masked-CABR0S21-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-CABR0S21-processed-gene-1.60&CDS=1-831	YKL053C-A
1836	OG0001836	snap_masked-CABR0S21-processed-gene-1.8-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-1.8&CDS=1-1863	YKL054C
1837	OG0001837	snap_masked-CABR0S21-processed-gene-1.9-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-1.9&CDS=1-798	YKL055C
1838	OG0001838	snap_masked-CABR0S21-processed-gene-1.10-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-1.10&CDS=1-2172	YIL078W
1839	OG0001839	snap_masked-CABR0S21-processed-gene-1.11-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-1.11&CDS=1-885	YIL076W
1840	OG0001840	augustus_masked-CABR0S21-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-CABR0S21-processed-gene-1.81&CDS=1-1317	YKL216W
1841	OG0001841	snap_masked-CABR0S21-processed-gene-1.29-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-1.29&CDS=1-2832	YIL075C
1842	OG0001842	snap_masked-CABR0S21-processed-gene-1.31-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-1.31&CDS=1-2967	YIL073C
1843	OG0001843	snap_masked-CABR0S21-processed-gene-1.12-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-1.12&CDS=1-1782	YIL072W
1844	OG0001844	snap_masked-CABR0S21-processed-gene-1.33-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-1.33&CDS=1-1344	YIL071C
1845	OG0001845	snap_masked-CABR0S21-processed-gene-1.34-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-1.34&CDS=1-807	YIL070C
1846	OG0001846	genemark-CABR0S21-processed-gene-1.139-mRNA-1_1&gene=genemark-CABR0S21-processed-gene-1.139&CDS=1-372	YER072W
1847	OG0001847	augustus_masked-CABR0S21-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-CABR0S21-processed-gene-1.89&CDS=1-2484	YIL067C
1848	OG0001848	genemark-CABR0S21-processed-gene-1.115-mRNA-1_1&gene=genemark-CABR0S21-processed-gene-1.115&CDS=1-690	YIL064W
1849	OG0001849	snap_masked-CABR0S21-processed-gene-1.38-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-1.38&CDS=1-906	YIL063C
1850	OG0001850	snap_masked-CABR0S21-processed-gene-1.39-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-1.39&CDS=1-459	YIL062C
1851	OG0001851	snap_masked-CABR0S21-processed-gene-1.40-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-1.40&CDS=1-873	YIL061C
1852	OG0001852	genemark-CABR0S21-processed-gene-1.116-mRNA-1_1&gene=genemark-CABR0S21-processed-gene-1.116&CDS=1-2124	YIL056W
