	OrthologID	Debaryomyces_hansenii	Saccharomyces_cerevisiae
1976	OG0001976	maker-Deha2E-augustus-gene-7.111-mRNA-1_1&gene=maker-Deha2E-augustus-gene-7.111&CDS=1-1329	YGR120C
1977	OG0001977	augustus_masked-Deha2E-processed-gene-7.68-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.68&CDS=1-1167	YPR065W
1978	OG0001978	augustus_masked-Deha2E-processed-gene-7.94-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.94&CDS=1-1017	YKR071C
1979	OG0001979	augustus_masked-Deha2E-processed-gene-7.69-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.69&CDS=1-1950	YIL144W
1980	OG0001980	augustus_masked-Deha2E-processed-gene-7.97-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.97&CDS=1-546	YKR085C
1981	OG0001981	augustus_masked-Deha2E-processed-gene-7.98-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.98&CDS=1-1605	YNL152W
1982	OG0001982	augustus_masked-Deha2E-processed-gene-7.71-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.71&CDS=1-678	YNL151C
1983	OG0001983	augustus_masked-Deha2E-processed-gene-7.99-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.99&CDS=1-1623	YPR137W
1984	OG0001984	augustus_masked-Deha2E-processed-gene-7.100-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.100&CDS=1-375	YNL149C
1985	OG0001985	augustus_masked-Deha2E-processed-gene-7.101-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.101&CDS=1-747	YNL148C
1986	OG0001986	maker-Deha2E-augustus-gene-7.110-mRNA-1_1&gene=maker-Deha2E-augustus-gene-7.110&CDS=1-366	YNL147W
1987	OG0001987	augustus_masked-Deha2E-processed-gene-7.73-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.73&CDS=1-654	YHR128W
1988	OG0001988	augustus_masked-Deha2E-processed-gene-7.74-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.74&CDS=1-504	YPR188C
1989	OG0001989	augustus_masked-Deha2E-processed-gene-7.103-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.103&CDS=1-474	YPR187W
1990	OG0001990	augustus_masked-Deha2E-processed-gene-7.104-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.104&CDS=1-1128	YPR191W
1991	OG0001991	augustus_masked-Deha2E-processed-gene-7.105-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.105&CDS=1-1287	YLR459W
1992	OG0001992	augustus_masked-Deha2E-processed-gene-7.75-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.75&CDS=1-303	YPR182W
1993	OG0001993	augustus_masked-Deha2E-processed-gene-7.106-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.106&CDS=1-1287	YPR173C
1994	OG0001994	augustus_masked-Deha2E-processed-gene-7.107-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.107&CDS=1-669	YJR123W
1995	OG0001995	augustus_masked-Deha2E-processed-gene-8.110-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-8.110&CDS=1-1353	YJR124C
1996	OG0001996	augustus_masked-Deha2E-processed-gene-8.108-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-8.108&CDS=1-4398	YER025W
1997	OG0001997	augustus_masked-Deha2E-processed-gene-8.135-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-8.135&CDS=1-2097	YLR452C
1998	OG0001998	augustus_masked-Deha2E-processed-gene-8.136-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-8.136&CDS=1-2088	YPR162C
1999	OG0001999	snap_masked-Deha2E-processed-gene-8.60-mRNA-1_1&gene=snap_masked-Deha2E-processed-gene-8.60&CDS=1-984	YNL027W
2000	OG0002000	augustus_masked-Deha2E-processed-gene-8.114-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-8.114&CDS=1-1386	YJR122W
2001	OG0002001	augustus_masked-Deha2E-processed-gene-8.115-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-8.115&CDS=1-936	YJR046W
2002	OG0002002	augustus_masked-Deha2E-processed-gene-8.137-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-8.137&CDS=1-3624	YEL031W
2003	OG0002003	maker-Deha2E-augustus-gene-8.152-mRNA-1_1&gene=maker-Deha2E-augustus-gene-8.152&CDS=1-948	YGR096W
2004	OG0002004	augustus_masked-Deha2E-processed-gene-8.118-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-8.118&CDS=1-2178	YPL164C
2005	OG0002005	augustus_masked-Deha2E-processed-gene-8.123-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-8.123&CDS=1-2052	YLR396C
2006	OG0002006	snap_masked-Deha2E-processed-gene-8.90-mRNA-1_1&gene=snap_masked-Deha2E-processed-gene-8.90&CDS=1-183	YDL067C
2007	OG0002007	augustus_masked-Deha2E-processed-gene-8.124-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-8.124&CDS=1-243	YLR395C
2008	OG0002008	augustus_masked-Deha2E-processed-gene-8.126-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-8.126&CDS=1-3963	YNL041C
2009	OG0002009	augustus_masked-Deha2E-processed-gene-8.140-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-8.140&CDS=1-1260	YIL103W
2010	OG0002010	augustus_masked-Deha2E-processed-gene-8.127-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-8.127&CDS=1-1557	YIL104C
2011	OG0002011	genemark-Deha2E-processed-gene-8.43-mRNA-1_1&gene=genemark-Deha2E-processed-gene-8.43&CDS=1-1425	YNL042W
2012	OG0002012	augustus_masked-Deha2E-processed-gene-8.129-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-8.129&CDS=1-1341	YCR079W
2013	OG0002013	augustus_masked-Deha2E-processed-gene-8.143-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-8.143&CDS=1-273	YNR037C
2014	OG0002014	augustus_masked-Deha2E-processed-gene-8.130-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-8.130&CDS=1-2037	YNR038W
2015	OG0002015	maker-Deha2E-augustus-gene-8.154-mRNA-1_1&gene=maker-Deha2E-augustus-gene-8.154&CDS=1-4227	YJR035W
2016	OG0002016	genemark-Deha2E-processed-gene-8.33-mRNA-1_1&gene=genemark-Deha2E-processed-gene-8.33&CDS=1-1779	YKL043W
2017	OG0002017	maker-Deha2E-augustus-gene-8.155-mRNA-1_1&gene=maker-Deha2E-augustus-gene-8.155&CDS=1-3621	YKL064W
2018	OG0002018	augustus_masked-Deha2E-processed-gene-8.145-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-8.145&CDS=1-405	YMR039C
2019	OG0002019	augustus_masked-Deha2E-processed-gene-8.146-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-8.146&CDS=1-1089	YMR041C
2020	OG0002020	augustus_masked-Deha2E-processed-gene-8.132-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-8.132&CDS=1-1344	YMR034C
2021	OG0002021	augustus_masked-Deha2E-processed-gene-8.149-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-8.149&CDS=1-2973	YNL267W
2022	OG0002022	augustus_masked-Deha2E-processed-gene-8.134-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-8.134&CDS=1-1713	YKR002W
2023	OG0002023	augustus_masked-Deha2E-processed-gene-9.6-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-9.6&CDS=1-1329	YOL065C
2024	OG0002024	augustus_masked-Deha2E-processed-gene-9.2-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-9.2&CDS=1-1554	YDL030W
2025	OG0002025	augustus_masked-Deha2E-processed-gene-9.3-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-9.3&CDS=1-1746	YOL066C
2026	OG0002026	augustus_masked-Deha2E-processed-gene-9.7-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-9.7&CDS=1-1611	YNL294C
2027	OG0002027	augustus_masked-Deha2E-processed-gene-9.4-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-9.4&CDS=1-1707	YNL293W
2028	OG0002028	augustus_masked-Deha2E-processed-gene-9.27-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-9.27&CDS=1-2412	YDL040C
2029	OG0002029	augustus_masked-Deha2E-processed-gene-9.28-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-9.28&CDS=1-1713	YOR027W
2030	OG0002030	augustus_masked-Deha2E-processed-gene-9.29-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-9.29&CDS=1-924	YHL009C
2031	OG0002031	maker-Deha2E-augustus-gene-9.85-mRNA-1_1&gene=maker-Deha2E-augustus-gene-9.85&CDS=1-3756	YNL256W
2032	OG0002032	augustus_masked-Deha2E-processed-gene-9.32-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-9.32&CDS=1-1965	YNL251C
2033	OG0002033	augustus_masked-Deha2E-processed-gene-9.13-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-9.13&CDS=1-819	YNL252C
2034	OG0002034	augustus_masked-Deha2E-processed-gene-9.33-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-9.33&CDS=1-1206	YAL042W
2035	OG0002035	augustus_masked-Deha2E-processed-gene-9.15-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-9.15&CDS=1-2460	YAL041W
2036	OG0002036	augustus_masked-Deha2E-processed-gene-9.16-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-9.16&CDS=1-1953	YOR356W
2037	OG0002037	augustus_masked-Deha2E-processed-gene-9.34-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-9.34&CDS=1-1542	YOR355W
2038	OG0002038	augustus_masked-Deha2E-processed-gene-9.17-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-9.17&CDS=1-903	YHL013C
2039	OG0002039	augustus_masked-Deha2E-processed-gene-9.18-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-9.18&CDS=1-801	YAL039C
2040	OG0002040	snap_masked-Deha2E-processed-gene-9.59-mRNA-1_1&gene=snap_masked-Deha2E-processed-gene-9.59&CDS=1-1956	YNL292W
2041	OG0002041	augustus_masked-Deha2E-processed-gene-9.20-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-9.20&CDS=1-4869	YKR001C
2042	OG0002042	augustus_masked-Deha2E-processed-gene-9.21-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-9.21&CDS=1-1302	YOL052C
2043	OG0002043	augustus_masked-Deha2E-processed-gene-9.38-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-9.38&CDS=1-903	YBR085W
2044	OG0002044	augustus_masked-Deha2E-processed-gene-9.39-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-9.39&CDS=1-5142	YER166W
2045	OG0002045	augustus_masked-Deha2E-processed-gene-9.40-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-9.40&CDS=1-453	YDR092W
2046	OG0002046	augustus_masked-Deha2E-processed-gene-9.42-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-9.42&CDS=1-2955	YMR080C
2047	OG0002047	augustus_masked-Deha2E-processed-gene-9.24-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-9.24&CDS=1-3477	YKL092C
2048	OG0002048	augustus_masked-Deha2E-processed-gene-9.25-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-9.25&CDS=1-903	YMR079W
2049	OG0002049	genemark-Deha2E-processed-gene-10.6-mRNA-1_1&gene=genemark-Deha2E-processed-gene-10.6&CDS=1-2502	YMR078C
2050	OG0002050	augustus_masked-Deha2E-processed-gene-10.115-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-10.115&CDS=1-690	YKL002W
2051	OG0002051	augustus_masked-Deha2E-processed-gene-10.133-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-10.133&CDS=1-597	YKL001C
2052	OG0002052	augustus_masked-Deha2E-processed-gene-10.116-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-10.116&CDS=1-360	YKL003C
2053	OG0002053	augustus_masked-Deha2E-processed-gene-10.134-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-10.134&CDS=1-1533	YKL004W
2054	OG0002054	augustus_masked-Deha2E-processed-gene-10.117-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-10.117&CDS=1-906	YMR099C
2055	OG0002055	augustus_masked-Deha2E-processed-gene-10.136-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-10.136&CDS=1-3369	YLR071C
2056	OG0002056	augustus_masked-Deha2E-processed-gene-10.137-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-10.137&CDS=1-1692	YKL116C
2057	OG0002057	augustus_masked-Deha2E-processed-gene-10.138-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-10.138&CDS=1-1566	YOL070C
2058	OG0002058	augustus_masked-Deha2E-processed-gene-10.121-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-10.121&CDS=1-2418	YDR257C
2059	OG0002059	augustus_masked-Deha2E-processed-gene-10.139-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-10.139&CDS=1-4683	YDL045W-A
2060	OG0002060	augustus_masked-Deha2E-processed-gene-10.140-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-10.140&CDS=1-864	YNL289W
2061	OG0002061	augustus_masked-Deha2E-processed-gene-10.122-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-10.122&CDS=1-3897	YNL273W
2062	OG0002062	augustus_masked-Deha2E-processed-gene-10.142-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-10.142&CDS=1-1491	YEL064C
2063	OG0002063	augustus_masked-Deha2E-processed-gene-10.124-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-10.124&CDS=1-471	YLR068W
2064	OG0002064	snap_masked-Deha2E-processed-gene-10.98-mRNA-1_1&gene=snap_masked-Deha2E-processed-gene-10.98&CDS=1-4905	YLR253W
2065	OG0002065	augustus_masked-Deha2E-processed-gene-10.125-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-10.125&CDS=1-318	YLR147C
2066	OG0002066	augustus_masked-Deha2E-processed-gene-10.145-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-10.145&CDS=1-2775	YPL091W
2067	OG0002067	augustus_masked-Deha2E-processed-gene-10.128-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-10.128&CDS=1-837	YOL067C
2068	OG0002068	augustus_masked-Deha2E-processed-gene-10.149-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-10.149&CDS=1-1536	YDL045C
2069	OG0002069	augustus_masked-Deha2E-processed-gene-10.129-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-10.129&CDS=1-2196	YLR182W
2070	OG0002070	augustus_masked-Deha2E-processed-gene-10.150-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-10.150&CDS=1-573	YDR373W
2071	OG0002071	augustus_masked-Deha2E-processed-gene-10.130-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-10.130&CDS=1-426	YOL071W
2072	OG0002072	augustus_masked-Deha2E-processed-gene-10.131-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-10.131&CDS=1-1299	YLR181C
2073	OG0002073	augustus_masked-Deha2E-processed-gene-11.42-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-11.42&CDS=1-3174	YLR187W
2074	OG0002074	augustus_masked-Deha2E-processed-gene-11.43-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-11.43&CDS=1-1248	YCL027W
2075	OG0002075	augustus_masked-Deha2E-processed-gene-11.62-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-11.62&CDS=1-279	YDR510W
2076	OG0002076	genemark-Deha2E-processed-gene-11.97-mRNA-1_1&gene=genemark-Deha2E-processed-gene-11.97&CDS=1-1935	YNL279W
2077	OG0002077	augustus_masked-Deha2E-processed-gene-11.64-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-11.64&CDS=1-2211	YDR499W
2078	OG0002078	augustus_masked-Deha2E-processed-gene-11.48-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-11.48&CDS=1-747	YLR186W
2079	OG0002079	augustus_masked-Deha2E-processed-gene-11.50-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-11.50&CDS=1-1080	YCL059C
2080	OG0002080	genemark-Deha2E-processed-gene-11.117-mRNA-1_1&gene=genemark-Deha2E-processed-gene-11.117&CDS=1-3753	YCL061C
2081	OG0002081	augustus_masked-Deha2E-processed-gene-11.52-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-11.52&CDS=1-1149	YDR502C
2082	OG0002082	augustus_masked-Deha2E-processed-gene-11.69-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-11.69&CDS=1-1698	YML123C
2083	OG0002083	augustus_masked-Deha2E-processed-gene-11.53-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-11.53&CDS=1-1941	YNL272C
2084	OG0002084	augustus_masked-Deha2E-processed-gene-11.54-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-11.54&CDS=1-5265	YNL271C
2085	OG0002085	augustus_masked-Deha2E-processed-gene-11.55-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-11.55&CDS=1-912	YGL161C
2086	OG0002086	augustus_masked-Deha2E-processed-gene-11.56-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-11.56&CDS=1-3384	YLR067C
2087	OG0002087	augustus_masked-Deha2E-processed-gene-11.72-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-11.72&CDS=1-570	YLR066W
2088	OG0002088	augustus_masked-Deha2E-processed-gene-11.73-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-11.73&CDS=1-2295	YNL247W
2089	OG0002089	augustus_masked-Deha2E-processed-gene-11.74-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-11.74&CDS=1-2307	YLR069C
2090	OG0002090	augustus_masked-Deha2E-processed-gene-11.76-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-11.76&CDS=1-3525	YBR023C
2091	OG0002091	augustus_masked-Deha2E-processed-gene-11.78-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-11.78&CDS=1-1173	YDR058C
2092	OG0002092	augustus_masked-Deha2E-processed-gene-11.79-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-11.79&CDS=1-1476	YGR255C
2093	OG0002093	augustus_masked-Deha2E-processed-gene-11.80-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-11.80&CDS=1-1038	YPR086W
2094	OG0002094	augustus_masked-Deha2E-processed-gene-11.81-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-11.81&CDS=1-843	YNL246W
2095	OG0002095	augustus_masked-Deha2E-processed-gene-11.82-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-11.82&CDS=1-1245	YNL248C
2096	OG0002096	augustus_masked-Deha2E-processed-gene-11.61-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-11.61&CDS=1-396	YJR097W
2097	OG0002097	genemark-Deha2E-processed-gene-11.134-mRNA-1_1&gene=genemark-Deha2E-processed-gene-11.134&CDS=1-2130	YJR098C
2098	OG0002098	augustus_masked-Deha2E-processed-gene-12.1-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-12.1&CDS=1-2967	YMR089C
2099	OG0002099	augustus_masked-Deha2E-processed-gene-12.2-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-12.2&CDS=1-1410	YMR091C
2100	OG0002100	augustus_masked-Deha2E-processed-gene-12.22-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-12.22&CDS=1-1464	YOL069W
2101	OG0002101	augustus_masked-Deha2E-processed-gene-12.23-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-12.23&CDS=1-750	YOR125C
2102	OG0002102	augustus_masked-Deha2E-processed-gene-12.24-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-12.24&CDS=1-801	YDR374C
2103	OG0002103	augustus_masked-Deha2E-processed-gene-12.10-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-12.10&CDS=1-1866	YDR477W
2104	OG0002104	augustus_masked-Deha2E-processed-gene-12.11-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-12.11&CDS=1-2763	YOR025W
2105	OG0002105	augustus_masked-Deha2E-processed-gene-12.25-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-12.25&CDS=1-558	YDR478W
2106	OG0002106	augustus_masked-Deha2E-processed-gene-12.26-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-12.26&CDS=1-2715	YCL045C
2107	OG0002107	snap_masked-Deha2E-processed-gene-12.49-mRNA-1_1&gene=snap_masked-Deha2E-processed-gene-12.49&CDS=1-246	YDR525W-A
2108	OG0002108	augustus_masked-Deha2E-processed-gene-12.27-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-12.27&CDS=1-1431	YDR527W
2109	OG0002109	snap_masked-Deha2E-processed-gene-12.65-mRNA-1_1&gene=snap_masked-Deha2E-processed-gene-12.65&CDS=1-981	YDR459C
2110	OG0002110	augustus_masked-Deha2E-processed-gene-12.13-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-12.13&CDS=1-1035	YDR460W
2111	OG0002111	augustus_masked-Deha2E-processed-gene-12.14-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-12.14&CDS=1-591	YML036W
2112	OG0002112	maker-Deha2E-augustus-gene-12.76-mRNA-1_1&gene=maker-Deha2E-augustus-gene-12.76&CDS=1-4275	YDR523C
2113	OG0002113	augustus_masked-Deha2E-processed-gene-12.15-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-12.15&CDS=1-1632	YER168C
2114	OG0002114	maker-Deha2E-snap-gene-12.81-mRNA-1_1&gene=maker-Deha2E-snap-gene-12.81&CDS=1-4683	YDR127W
2115	OG0002115	snap_masked-Deha2E-processed-gene-12.70-mRNA-1_1&gene=snap_masked-Deha2E-processed-gene-12.70&CDS=1-14988	YLR106C
2116	OG0002116	augustus_masked-Deha2E-processed-gene-12.20-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-12.20&CDS=1-2463	YDR264C
2117	OG0002117	augustus_masked-Deha2E-processed-gene-12.21-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-12.21&CDS=1-1551	YLR107W
2118	OG0002118	genemark-Deha2E-processed-gene-13.1-mRNA-1_1&gene=genemark-Deha2E-processed-gene-13.1&CDS=1-3678	YDR097C
2119	OG0002119	augustus_masked-Deha2E-processed-gene-13.59-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.59&CDS=1-504	YPR098C
2120	OG0002120	augustus_masked-Deha2E-processed-gene-13.61-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.61&CDS=1-3948	YDR216W
2121	OG0002121	maker-Deha2E-snap-gene-13.51-mRNA-1_1&gene=maker-Deha2E-snap-gene-13.51&CDS=1-4362	YER169W
2122	OG0002122	augustus_masked-Deha2E-processed-gene-13.80-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.80&CDS=1-1791	YPR018W
2123	OG0002123	augustus_masked-Deha2E-processed-gene-13.82-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.82&CDS=1-2226	YDR109C
2124	OG0002124	augustus_masked-Deha2E-processed-gene-13.83-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.83&CDS=1-408	YER159C
2125	OG0002125	augustus_masked-Deha2E-processed-gene-13.84-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.84&CDS=1-1107	YLR105C
2126	OG0002126	augustus_masked-Deha2E-processed-gene-13.64-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.64&CDS=1-1416	YPL120W
2127	OG0002127	augustus_masked-Deha2E-processed-gene-13.68-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.68&CDS=1-588	YHR026W
2128	OG0002128	augustus_masked-Deha2E-processed-gene-13.88-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.88&CDS=1-2901	YHR027C
2129	OG0002129	augustus_masked-Deha2E-processed-gene-13.69-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.69&CDS=1-1692	YJL201W
2130	OG0002130	augustus_masked-Deha2E-processed-gene-13.90-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.90&CDS=1-942	YLR146C
2131	OG0002131	augustus_masked-Deha2E-processed-gene-13.91-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.91&CDS=1-717	YLR145W
2132	OG0002132	snap_masked-Deha2E-processed-gene-13.120-mRNA-1_1&gene=snap_masked-Deha2E-processed-gene-13.120&CDS=1-1197	YDR161W
2133	OG0002133	augustus_masked-Deha2E-processed-gene-13.93-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.93&CDS=1-4473	YLL021W
2134	OG0002134	augustus_masked-Deha2E-processed-gene-13.94-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.94&CDS=1-687	YLR312W-A
2135	OG0002135	augustus_masked-Deha2E-processed-gene-13.73-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.73&CDS=1-1650	YGL171W
2136	OG0002136	augustus_masked-Deha2E-processed-gene-13.95-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.95&CDS=1-369	YPR020W
2137	OG0002137	augustus_masked-Deha2E-processed-gene-13.96-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.96&CDS=1-1437	YDR105C
2138	OG0002138	augustus_masked-Deha2E-processed-gene-13.74-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.74&CDS=1-1302	YPL101W
2139	OG0002139	maker-Deha2E-augustus-gene-13.154-mRNA-1_1&gene=maker-Deha2E-augustus-gene-13.154&CDS=1-3690	YPR019W
2140	OG0002140	augustus_masked-Deha2E-processed-gene-13.99-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.99&CDS=1-2055	YDR108W
2141	OG0002141	augustus_masked-Deha2E-processed-gene-13.77-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.77&CDS=1-3987	YLR084C
2142	OG0002142	augustus_masked-Deha2E-processed-gene-13.78-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.78&CDS=1-2472	YKL013C
2143	OG0002143	augustus_masked-Deha2E-processed-gene-13.102-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.102&CDS=1-3081	YIR023W
