	OrthologID	Hanseniaspora_uvarum	Saccharomyces_cerevisiae
1542	OG0001542	augustus_masked-APLS01000008.1-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-APLS01000008.1-processed-gene-1.32&CDS=1-3096	YGR276C
1543	OG0001543	snap_masked-APLS01000008.1-processed-gene-1.86-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-1.86&CDS=1-1524	YMR300C
1544	OG0001544	snap_masked-APLS01000008.1-processed-gene-1.87-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-1.87&CDS=1-2106	YMR301C
1545	OG0001545	snap_masked-APLS01000008.1-processed-gene-2.119-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-2.119&CDS=1-699	YMR314W
1546	OG0001546	snap_masked-APLS01000008.1-processed-gene-2.117-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-2.117&CDS=1-1728	YMR296C
1547	OG0001547	snap_masked-APLS01000008.1-processed-gene-2.118-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-2.118&CDS=1-1512	YMR293C
1548	OG0001548	genemark-APLS01000008.1-processed-gene-2.88-mRNA-1_1&gene=genemark-APLS01000008.1-processed-gene-2.88&CDS=1-420	YMR292W
1549	OG0001549	snap_masked-APLS01000008.1-processed-gene-2.153-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-2.153&CDS=1-924	YGR231C
1550	OG0001550	maker-APLS01000008.1-snap-gene-2.3-mRNA-1_1&gene=maker-APLS01000008.1-snap-gene-2.3&CDS=1-3717	YGR233C
1551	OG0001551	augustus_masked-APLS01000008.1-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-APLS01000008.1-processed-gene-2.13&CDS=1-3198	YHR158C
1552	OG0001552	augustus_masked-APLS01000008.1-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-APLS01000008.1-processed-gene-2.38&CDS=1-2211	YGR237C
1553	OG0001553	snap_masked-APLS01000008.1-processed-gene-2.129-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-2.129&CDS=1-2316	YGR240C
1554	OG0001554	augustus_masked-APLS01000008.1-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-APLS01000008.1-processed-gene-2.40&CDS=1-1260	YGR244C
1555	OG0001555	snap_masked-APLS01000008.1-processed-gene-2.161-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-2.161&CDS=1-2325	YGR245C
1556	OG0001556	snap_masked-APLS01000008.1-processed-gene-2.132-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-2.132&CDS=1-1698	YMR297W
1557	OG0001557	augustus_masked-APLS01000008.1-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-APLS01000008.1-processed-gene-2.19&CDS=1-1311	YMR310C
1558	OG0001558	snap_masked-APLS01000008.1-processed-gene-2.134-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-2.134&CDS=1-966	YGR282C
1559	OG0001559	snap_masked-APLS01000008.1-processed-gene-2.135-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-2.135&CDS=1-2889	YLR409C
1560	OG0001560	snap_masked-APLS01000008.1-processed-gene-2.163-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-2.163&CDS=1-4971	YHR164C
1561	OG0001561	snap_masked-APLS01000008.1-processed-gene-2.136-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-2.136&CDS=1-1329	YKL077W
1562	OG0001562	snap_masked-APLS01000008.1-processed-gene-2.164-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-2.164&CDS=1-2418	YKL075C
1563	OG0001563	genemark-APLS01000008.1-processed-gene-2.101-mRNA-1_1&gene=genemark-APLS01000008.1-processed-gene-2.101&CDS=1-1962	YMR058W
1564	OG0001564	snap_masked-APLS01000008.1-processed-gene-2.137-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-2.137&CDS=1-2058	YDL057W
1565	OG0001565	maker-APLS01000008.1-snap-gene-2.0-mRNA-1_1&gene=maker-APLS01000008.1-snap-gene-2.0&CDS=1-3054	YDL056W
1566	OG0001566	augustus_masked-APLS01000008.1-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-APLS01000008.1-processed-gene-2.25&CDS=1-1095	YDL055C
1567	OG0001567	maker-APLS01000008.1-augustus-gene-2.5-mRNA-1_1&gene=maker-APLS01000008.1-augustus-gene-2.5&CDS=1-3162	YLR383W
1568	OG0001568	snap_masked-APLS01000008.1-processed-gene-2.168-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-2.168&CDS=1-6078	YDL058W
1569	OG0001569	snap_masked-APLS01000008.1-processed-gene-2.169-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-2.169&CDS=1-4107	YLR384C
1570	OG0001570	snap_masked-APLS01000008.1-processed-gene-2.143-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-2.143&CDS=1-3366	YLR386W
1571	OG0001571	snap_masked-APLS01000008.1-processed-gene-2.170-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-2.170&CDS=1-1236	YLR387C
1572	OG0001572	snap_masked-APLS01000008.1-processed-gene-2.171-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-2.171&CDS=1-2376	YDL060W
1573	OG0001573	snap_masked-APLS01000008.1-processed-gene-2.145-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-2.145&CDS=1-1791	YDL063C
1574	OG0001574	snap_masked-APLS01000008.1-processed-gene-2.172-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-2.172&CDS=1-477	YDL064W
1575	OG0001575	snap_masked-APLS01000008.1-processed-gene-2.173-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-2.173&CDS=1-237	YHR001W-A
1576	OG0001576	snap_masked-APLS01000008.1-processed-gene-2.146-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-2.146&CDS=1-1278	YKL074C
1577	OG0001577	snap_masked-APLS01000008.1-processed-gene-2.175-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-2.175&CDS=1-954	YMR055C
1578	OG0001578	augustus_masked-APLS01000008.1-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-APLS01000008.1-processed-gene-2.31&CDS=1-1326	YMR291W
1579	OG0001579	augustus_masked-APLS01000008.1-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-APLS01000008.1-processed-gene-2.55&CDS=1-819	YGR267C
1580	OG0001580	augustus_masked-APLS01000008.1-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-APLS01000008.1-processed-gene-2.56&CDS=1-1299	YBR083W
1581	OG0001581	snap_masked-APLS01000008.1-processed-gene-2.149-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-2.149&CDS=1-1686	YMR013C
1582	OG0001582	augustus_masked-APLS01000009.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-APLS01000009.1-processed-gene-0.0&CDS=1-609	YPL177C
1583	OG0001583	maker-APLS01000009.1-snap-gene-0.46-mRNA-1_1&gene=maker-APLS01000009.1-snap-gene-0.46&CDS=1-633	YPL178W
1584	OG0001584	snap_masked-APLS01000009.1-processed-gene-0.66-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-0.66&CDS=1-852	YPL209C
1585	OG0001585	snap_masked-APLS01000009.1-processed-gene-0.49-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-0.49&CDS=1-1518	YPL181W
1586	OG0001586	snap_masked-APLS01000009.1-processed-gene-0.68-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-0.68&CDS=1-1884	YGL095C
1587	OG0001587	snap_masked-APLS01000009.1-processed-gene-0.69-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-0.69&CDS=1-3123	YMR189W
1588	OG0001588	snap_masked-APLS01000009.1-processed-gene-0.70-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-0.70&CDS=1-1002	YPL247C
1589	OG0001589	snap_masked-APLS01000009.1-processed-gene-0.71-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-0.71&CDS=1-1062	YPL246C
1590	OG0001590	snap_masked-APLS01000009.1-processed-gene-0.72-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-0.72&CDS=1-975	YIL164C
1591	OG0001591	augustus_masked-APLS01000009.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-APLS01000009.1-processed-gene-0.24&CDS=1-933	YPL244C
1592	OG0001592	snap_masked-APLS01000009.1-processed-gene-0.76-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-0.76&CDS=1-3396	YOR188W
1593	OG0001593	snap_masked-APLS01000009.1-processed-gene-0.77-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-0.77&CDS=1-1947	YLR299W
1594	OG0001594	snap_masked-APLS01000009.1-processed-gene-0.78-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-0.78&CDS=1-1710	YML054C
1595	OG0001595	augustus_masked-APLS01000009.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-APLS01000009.1-processed-gene-0.30&CDS=1-1260	YOR187W
1596	OG0001596	augustus_masked-APLS01000009.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-APLS01000009.1-processed-gene-0.32&CDS=1-1425	YLR361C
1597	OG0001597	snap_masked-APLS01000009.1-processed-gene-0.57-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-0.57&CDS=1-3084	YMR231W
1598	OG0001598	augustus_masked-APLS01000009.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-APLS01000009.1-processed-gene-0.10&CDS=1-2241	YMR232W
1599	OG0001599	snap_masked-APLS01000009.1-processed-gene-0.59-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-0.59&CDS=1-606	YOR294W
1600	OG0001600	snap_masked-APLS01000009.1-processed-gene-0.80-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-0.80&CDS=1-3171	YJL050W
1601	OG0001601	augustus_masked-APLS01000009.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-APLS01000009.1-processed-gene-0.13&CDS=1-1878	YMR234W
1602	OG0001602	snap_masked-APLS01000009.1-processed-gene-0.81-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-0.81&CDS=1-822	YJL126W
1603	OG0001603	snap_masked-APLS01000009.1-processed-gene-0.82-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-0.82&CDS=1-1446	YLR359W
1604	OG0001604	snap_masked-APLS01000009.1-processed-gene-0.84-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-0.84&CDS=1-1839	YGR054W
1605	OG0001605	augustus_masked-APLS01000009.1-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-APLS01000009.1-processed-gene-0.39&CDS=1-2070	YGR052W
1606	OG0001606	snap_masked-APLS01000009.1-processed-gene-0.63-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-0.63&CDS=1-792	YBR231C
1607	OG0001607	maker-APLS01000009.1-augustus-gene-0.42-mRNA-1_1&gene=maker-APLS01000009.1-augustus-gene-0.42&CDS=1-3354	YGL114W
1608	OG0001608	snap_masked-APLS01000009.1-processed-gene-1.1-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-1.1&CDS=1-3399	YGL006W
1609	OG0001609	snap_masked-APLS01000009.1-processed-gene-1.4-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-1.4&CDS=1-1341	YBR236C
1610	OG0001610	augustus_masked-APLS01000009.1-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-APLS01000009.1-processed-gene-1.68&CDS=1-4494	YBR235W
1611	OG0001611	snap_masked-APLS01000009.1-processed-gene-1.5-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-1.5&CDS=1-1122	YBR234C
1612	OG0001612	maker-APLS01000009.1-snap-gene-1.83-mRNA-1_1&gene=maker-APLS01000009.1-snap-gene-1.83&CDS=1-1920	YPL184C
1613	OG0001613	snap_masked-APLS01000009.1-processed-gene-1.6-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-1.6&CDS=1-960	YGL091C
1614	OG0001614	snap_masked-APLS01000009.1-processed-gene-1.27-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-1.27&CDS=1-3195	YGL092W
1615	OG0001615	augustus_masked-APLS01000009.1-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-APLS01000009.1-processed-gene-1.71&CDS=1-1893	YGL093W
1616	OG0001616	snap_masked-APLS01000009.1-processed-gene-1.7-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-1.7&CDS=1-282	YPL183W-A
1617	OG0001617	augustus_masked-APLS01000009.1-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-APLS01000009.1-processed-gene-1.72&CDS=1-3006	YPL183C
1618	OG0001618	augustus_masked-APLS01000009.1-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-APLS01000009.1-processed-gene-1.52&CDS=1-3717	YGL094C
1619	OG0001619	augustus_masked-APLS01000009.1-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-APLS01000009.1-processed-gene-1.73&CDS=1-2589	YPL180W
1620	OG0001620	snap_masked-APLS01000009.1-processed-gene-1.31-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-1.31&CDS=1-1242	YPL188W
1621	OG0001621	snap_masked-APLS01000009.1-processed-gene-1.32-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-1.32&CDS=1-408	YGL087C
1622	OG0001622	augustus_masked-APLS01000009.1-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-APLS01000009.1-processed-gene-1.53&CDS=1-1044	YGL085W
1623	OG0001623	maker-APLS01000009.1-snap-gene-1.84-mRNA-1_1&gene=maker-APLS01000009.1-snap-gene-1.84&CDS=1-1722	YGL084C
1624	OG0001624	snap_masked-APLS01000009.1-processed-gene-1.10-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-1.10&CDS=1-2163	YGL083W
1625	OG0001625	snap_masked-APLS01000009.1-processed-gene-1.12-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-1.12&CDS=1-1839	YPL190C
1626	OG0001626	maker-APLS01000009.1-augustus-gene-1.41-mRNA-1_1&gene=maker-APLS01000009.1-augustus-gene-1.41&CDS=1-3810	YGL077C
1627	OG0001627	snap_masked-APLS01000009.1-processed-gene-1.15-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-1.15&CDS=1-2724	YPL195W
1628	OG0001628	snap_masked-APLS01000009.1-processed-gene-1.16-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-1.16&CDS=1-2544	YPL194W
1629	OG0001629	genemark-APLS01000009.1-processed-gene-1.121-mRNA-1_1&gene=genemark-APLS01000009.1-processed-gene-1.121&CDS=1-3414	YPL248C
1630	OG0001630	snap_masked-APLS01000009.1-processed-gene-1.19-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-1.19&CDS=1-855	YFL028C
1631	OG0001631	augustus_masked-APLS01000009.1-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-APLS01000009.1-processed-gene-1.63&CDS=1-717	YLR268W
1632	OG0001632	augustus_masked-APLS01000009.1-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-APLS01000009.1-processed-gene-1.65&CDS=1-1197	YLR291C
1633	OG0001633	maker-APLS01000009.1-snap-gene-1.82-mRNA-1_1&gene=maker-APLS01000009.1-snap-gene-1.82&CDS=1-1785	YOR181W
1634	OG0001634	snap_masked-APLS01000009.1-processed-gene-2.0-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-2.0&CDS=1-1218	YOR184W
1635	OG0001635	augustus_masked-APLS01000009.1-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-APLS01000009.1-processed-gene-2.67&CDS=1-1008	YFR007W
1636	OG0001636	snap_masked-APLS01000009.1-processed-gene-2.5-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-2.5&CDS=1-3372	YGR044C
1637	OG0001637	snap_masked-APLS01000009.1-processed-gene-2.37-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-2.37&CDS=1-1200	YLR355C
1638	OG0001638	augustus_masked-APLS01000009.1-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-APLS01000009.1-processed-gene-2.69&CDS=1-1350	YOR323C
1639	OG0001639	snap_masked-APLS01000009.1-processed-gene-2.38-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-2.38&CDS=1-3903	YAL026C
1640	OG0001640	snap_masked-APLS01000009.1-processed-gene-2.39-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-2.39&CDS=1-927	YAL025C
1641	OG0001641	snap_masked-APLS01000009.1-processed-gene-2.40-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-2.40&CDS=1-4092	YAL024C
1642	OG0001642	snap_masked-APLS01000009.1-processed-gene-2.7-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-2.7&CDS=1-1959	YOR322C
1643	OG0001643	genemark-APLS01000009.1-processed-gene-2.159-mRNA-1_1&gene=genemark-APLS01000009.1-processed-gene-2.159&CDS=1-2184	YAL023C
1644	OG0001644	genemark-APLS01000009.1-processed-gene-2.160-mRNA-1_1&gene=genemark-APLS01000009.1-processed-gene-2.160&CDS=1-1377	YAL022C
1645	OG0001645	snap_masked-APLS01000009.1-processed-gene-2.42-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-2.42&CDS=1-2229	YAL021C
1646	OG0001646	snap_masked-APLS01000009.1-processed-gene-2.43-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-2.43&CDS=1-1080	YAL020C
1647	OG0001647	snap_masked-APLS01000009.1-processed-gene-2.8-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-2.8&CDS=1-3048	YAL019W
1648	OG0001648	snap_masked-APLS01000009.1-processed-gene-2.9-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-2.9&CDS=1-2283	YOL051W
1649	OG0001649	augustus_masked-APLS01000009.1-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-APLS01000009.1-processed-gene-2.73&CDS=1-1485	YOL049W
1650	OG0001650	snap_masked-APLS01000009.1-processed-gene-2.44-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-2.44&CDS=1-1056	YAL018C
1651	OG0001651	snap_masked-APLS01000009.1-processed-gene-2.12-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-2.12&CDS=1-1989	YAL016W
1652	OG0001652	snap_masked-APLS01000009.1-processed-gene-2.46-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-2.46&CDS=1-1305	YOL041C
1653	OG0001653	snap_masked-APLS01000009.1-processed-gene-2.14-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-2.14&CDS=1-1170	YAL013W
1654	OG0001654	snap_masked-APLS01000009.1-processed-gene-2.47-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-2.47&CDS=1-429	YOL040C
1655	OG0001655	snap_masked-APLS01000009.1-processed-gene-2.15-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-2.15&CDS=1-315	YOL039W
1656	OG0001656	snap_masked-APLS01000009.1-processed-gene-2.16-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-2.16&CDS=1-1161	YAL012W
1657	OG0001657	snap_masked-APLS01000009.1-processed-gene-2.17-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-2.17&CDS=1-1290	YOL031C
1658	OG0001658	snap_masked-APLS01000009.1-processed-gene-2.48-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-2.48&CDS=1-681	YOL032W
1659	OG0001659	snap_masked-APLS01000009.1-processed-gene-2.49-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-2.49&CDS=1-1593	YOL033W
1660	OG0001660	snap_masked-APLS01000009.1-processed-gene-2.50-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-2.50&CDS=1-3372	YOL034W
1661	OG0001661	genemark-APLS01000009.1-processed-gene-2.137-mRNA-1_1&gene=genemark-APLS01000009.1-processed-gene-2.137&CDS=1-822	YAL009W
1662	OG0001662	augustus_masked-APLS01000009.1-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-APLS01000009.1-processed-gene-2.82&CDS=1-2334	YOR014W
1663	OG0001663	snap_masked-APLS01000009.1-processed-gene-2.21-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-2.21&CDS=1-1089	YPR107C
1664	OG0001664	augustus_masked-APLS01000009.1-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-APLS01000009.1-processed-gene-2.85&CDS=1-894	YGR086C
1665	OG0001665	augustus_masked-APLS01000009.1-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-APLS01000009.1-processed-gene-2.86&CDS=1-2838	YPR105C
1666	OG0001666	maker-APLS01000009.1-augustus-gene-2.60-mRNA-1_1&gene=maker-APLS01000009.1-augustus-gene-2.60&CDS=1-3492	YPR104C
1667	OG0001667	augustus_masked-APLS01000009.1-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-APLS01000009.1-processed-gene-2.113&CDS=1-861	YPR103W
1668	OG0001668	snap_masked-APLS01000009.1-processed-gene-2.26-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-2.26&CDS=1-2019	YGR083C
1669	OG0001669	snap_masked-APLS01000009.1-processed-gene-2.51-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-2.51&CDS=1-894	YML110C
1670	OG0001670	snap_masked-APLS01000009.1-processed-gene-2.52-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-2.52&CDS=1-1185	YMR272C
1671	OG0001671	snap_masked-APLS01000009.1-processed-gene-2.53-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-2.53&CDS=1-345	YML108W
1672	OG0001672	augustus_masked-APLS01000009.1-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-APLS01000009.1-processed-gene-2.118&CDS=1-900	YMR274C
1673	OG0001673	snap_masked-APLS01000009.1-processed-gene-2.30-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-2.30&CDS=1-1455	YKR063C
1674	OG0001674	augustus_masked-APLS01000009.1-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-APLS01000009.1-processed-gene-2.94&CDS=1-1704	YHL024W
1675	OG0001675	snap_masked-APLS01000009.1-processed-gene-2.33-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-2.33&CDS=1-606	YJL148W
1676	OG0001676	snap_masked-APLS01000009.1-processed-gene-2.36-mRNA-1_1&gene=snap_masked-APLS01000009.1-processed-gene-2.36&CDS=1-462	YJL143W
1677	OG0001677	genemark-APLS01000010.1-processed-gene-0.2-mRNA-1_1&gene=genemark-APLS01000010.1-processed-gene-0.2&CDS=1-1038	YCR044C
1678	OG0001678	snap_masked-APLS01000010.1-processed-gene-0.54-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-0.54&CDS=1-1614	YNL275W
1679	OG0001679	augustus_masked-APLS01000010.1-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-APLS01000010.1-processed-gene-0.123&CDS=1-2091	YLR188W
1680	OG0001680	snap_masked-APLS01000010.1-processed-gene-0.79-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-0.79&CDS=1-795	YLR186W
1681	OG0001681	augustus_masked-APLS01000010.1-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-APLS01000010.1-processed-gene-0.127&CDS=1-1347	YLR182W
1682	OG0001682	augustus_masked-APLS01000010.1-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-APLS01000010.1-processed-gene-0.128&CDS=1-1149	YLR180W
1683	OG0001683	augustus_masked-APLS01000010.1-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-APLS01000010.1-processed-gene-0.133&CDS=1-354	YCL027W
1684	OG0001684	snap_masked-APLS01000010.1-processed-gene-0.65-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-0.65&CDS=1-678	YCL029C
1685	OG0001685	snap_masked-APLS01000010.1-processed-gene-0.66-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-0.66&CDS=1-2400	YCL030C
1686	OG0001686	maker-APLS01000010.1-snap-gene-0.46-mRNA-1_1&gene=maker-APLS01000010.1-snap-gene-0.46&CDS=1-459	YDR511W
1687	OG0001687	snap_masked-APLS01000010.1-processed-gene-0.68-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-0.68&CDS=1-1002	YCL031C
1688	OG0001688	snap_masked-APLS01000010.1-processed-gene-0.92-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-0.92&CDS=1-951	YCL032W
1689	OG0001689	snap_masked-APLS01000010.1-processed-gene-0.69-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-0.69&CDS=1-501	YCL033C
1690	OG0001690	snap_masked-APLS01000010.1-processed-gene-0.94-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-0.94&CDS=1-1065	YCL034W
1691	OG0001691	augustus_masked-APLS01000010.1-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-APLS01000010.1-processed-gene-0.118&CDS=1-1824	YCL038C
1692	OG0001692	augustus_masked-APLS01000010.1-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-APLS01000010.1-processed-gene-0.139&CDS=1-4536	YCR042C
1693	OG0001693	snap_masked-APLS01000010.1-processed-gene-0.72-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-0.72&CDS=1-1026	YNL274C
1694	OG0001694	snap_masked-APLS01000010.1-processed-gene-0.73-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-0.73&CDS=1-537	YCR043C
