	OrthologID	Saccharomyces_cerevisiae	yHAB159_Kazachstania_solicola
1919	OG0001919	YGR281W	genemark-scf7180000046259-processed-gene-0.23-mRNA-1_1&gene=genemark-scf7180000046259-processed-gene-0.23&CDS=1-4365
1920	OG0001920	YGR282C	genemark-scf7180000046259-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000046259-processed-gene-0.6&CDS=1-933
1921	OG0001921	YGR284C	genemark-scf7180000046259-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000046259-processed-gene-0.5&CDS=1-927
1922	OG0001922	YGR285C	genemark-scf7180000046333-processed-gene-2.68-mRNA-1_1&gene=genemark-scf7180000046333-processed-gene-2.68&CDS=1-1290
1923	OG0001923	YGR286C	genemark-scf7180000046238-processed-gene-0.20-mRNA-1_1&gene=genemark-scf7180000046238-processed-gene-0.20&CDS=1-1227
1924	OG0001924	YHL004W	genemark-scf7180000046319-processed-gene-0.153-mRNA-1_1&gene=genemark-scf7180000046319-processed-gene-0.153&CDS=1-1164
1925	OG0001925	YHL008C	genemark-scf7180000046208-processed-gene-0.127-mRNA-1_1&gene=genemark-scf7180000046208-processed-gene-0.127&CDS=1-2016
1926	OG0001926	YHL009C	augustus_masked-scf7180000046208-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-scf7180000046208-processed-gene-0.170&CDS=1-855
1927	OG0001927	YHL011C	genemark-scf7180000046117-processed-gene-0.27-mRNA-1_1&gene=genemark-scf7180000046117-processed-gene-0.27&CDS=1-960
1928	OG0001928	YHL018W	snap_masked-scf7180000046208-processed-gene-0.51-mRNA-1_1&gene=snap_masked-scf7180000046208-processed-gene-0.51&CDS=1-342
1929	OG0001929	YHL019C	genemark-scf7180000046208-processed-gene-0.91-mRNA-1_1&gene=genemark-scf7180000046208-processed-gene-0.91&CDS=1-1764
1930	OG0001930	YHL020C	genemark-scf7180000046208-processed-gene-0.92-mRNA-1_1&gene=genemark-scf7180000046208-processed-gene-0.92&CDS=1-1344
1931	OG0001931	YHL021C	genemark-scf7180000046170-processed-gene-0.55-mRNA-1_1&gene=genemark-scf7180000046170-processed-gene-0.55&CDS=1-1374
1932	OG0001932	YHL022C	snap_masked-scf7180000046170-processed-gene-0.118-mRNA-1_1&gene=snap_masked-scf7180000046170-processed-gene-0.118&CDS=1-1113
1933	OG0001933	YHL023C	genemark-scf7180000046267-processed-gene-0.24-mRNA-1_1&gene=genemark-scf7180000046267-processed-gene-0.24&CDS=1-2646
1934	OG0001934	YHL024W	genemark-scf7180000046240-processed-gene-0.37-mRNA-1_1&gene=genemark-scf7180000046240-processed-gene-0.37&CDS=1-2421
1935	OG0001935	YHL025W	augustus_masked-scf7180000046267-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-scf7180000046267-processed-gene-0.40&CDS=1-1173
1936	OG0001936	YHL027W	snap_masked-scf7180000046267-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scf7180000046267-processed-gene-0.14&CDS=1-1530
1937	OG0001937	YHL030W	snap_masked-scf7180000046133-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000046133-processed-gene-0.23&CDS=1-5655
1938	OG0001938	YHL031C	genemark-scf7180000046133-processed-gene-0.44-mRNA-1_1&gene=genemark-scf7180000046133-processed-gene-0.44&CDS=1-669
1939	OG0001939	YHL032C	snap_masked-scf7180000046133-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000046133-processed-gene-0.30&CDS=1-2031
1940	OG0001940	YHL034C	genemark-scf7180000046133-processed-gene-0.42-mRNA-1_1&gene=genemark-scf7180000046133-processed-gene-0.42&CDS=1-942
1941	OG0001941	YHL038C	snap_masked-scf7180000046133-processed-gene-0.27-mRNA-1_1&gene=snap_masked-scf7180000046133-processed-gene-0.27&CDS=1-1857
1942	OG0001942	YHL039W	genemark-scf7180000046133-processed-gene-0.35-mRNA-1_1&gene=genemark-scf7180000046133-processed-gene-0.35&CDS=1-1743
1943	OG0001943	YHL040C	genemark-scf7180000046133-processed-gene-0.40-mRNA-1_1&gene=genemark-scf7180000046133-processed-gene-0.40&CDS=1-2022
1944	OG0001944	YHR001W	genemark-scf7180000046333-processed-gene-2.73-mRNA-1_1&gene=genemark-scf7180000046333-processed-gene-2.73&CDS=1-1350
1945	OG0001945	YHR001W-A	snap_masked-scf7180000046117-processed-gene-0.49-mRNA-1_1&gene=snap_masked-scf7180000046117-processed-gene-0.49&CDS=1-225
1946	OG0001946	YHR002W	genemark-scf7180000046256-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000046256-processed-gene-0.2&CDS=1-1047
1947	OG0001947	YHR004C	genemark-scf7180000046256-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000046256-processed-gene-0.5&CDS=1-1353
1948	OG0001948	YHR005C	augustus_masked-scf7180000046208-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-scf7180000046208-processed-gene-0.196&CDS=1-1371
1949	OG0001949	YHR005C-A	snap_masked-scf7180000046208-processed-gene-0.37-mRNA-1_1&gene=snap_masked-scf7180000046208-processed-gene-0.37&CDS=1-279
1950	OG0001950	YHR007C	genemark-scf7180000046320-processed-gene-0.80-mRNA-1_1&gene=genemark-scf7180000046320-processed-gene-0.80&CDS=1-1590
1951	OG0001951	YHR008C	augustus_masked-scf7180000046320-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-scf7180000046320-processed-gene-0.142&CDS=1-1884
1952	OG0001952	YHR011W	maker-scf7180000046320-augustus-gene-0.6-mRNA-1_1&gene=maker-scf7180000046320-augustus-gene-0.6&CDS=1-2214
1953	OG0001953	YHR017W	augustus_masked-scf7180000046324-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000046324-processed-gene-0.0&CDS=1-1194
1954	OG0001954	YHR018C	genemark-scf7180000046324-processed-gene-0.143-mRNA-1_1&gene=genemark-scf7180000046324-processed-gene-0.143&CDS=1-1389
1955	OG0001955	YHR019C	genemark-scf7180000046324-processed-gene-0.144-mRNA-1_1&gene=genemark-scf7180000046324-processed-gene-0.144&CDS=1-1665
1956	OG0001956	YHR020W	genemark-scf7180000046324-processed-gene-0.116-mRNA-1_1&gene=genemark-scf7180000046324-processed-gene-0.116&CDS=1-2028
1957	OG0001957	YHR022C	augustus_masked-scf7180000046291-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000046291-processed-gene-0.15&CDS=1-864
1958	OG0001958	YHR023W	genemark-scf7180000046291-processed-gene-0.33-mRNA-1_1&gene=genemark-scf7180000046291-processed-gene-0.33&CDS=1-5682
1959	OG0001959	YHR024C	genemark-scf7180000046291-processed-gene-0.49-mRNA-1_1&gene=genemark-scf7180000046291-processed-gene-0.49&CDS=1-1425
1960	OG0001960	YHR025W	genemark-scf7180000046291-processed-gene-0.34-mRNA-1_1&gene=genemark-scf7180000046291-processed-gene-0.34&CDS=1-1080
1961	OG0001961	YHR026W	genemark-scf7180000046291-processed-gene-0.35-mRNA-1_1&gene=genemark-scf7180000046291-processed-gene-0.35&CDS=1-645
1962	OG0001962	YHR027C	genemark-scf7180000046291-processed-gene-0.50-mRNA-1_1&gene=genemark-scf7180000046291-processed-gene-0.50&CDS=1-3033
1963	OG0001963	YHR028C	augustus_masked-scf7180000046314-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-scf7180000046314-processed-gene-0.62&CDS=1-4440
1964	OG0001964	YHR029C	genemark-scf7180000046314-processed-gene-0.139-mRNA-1_1&gene=genemark-scf7180000046314-processed-gene-0.139&CDS=1-879
1965	OG0001965	YHR030C	genemark-scf7180000046314-processed-gene-0.140-mRNA-1_1&gene=genemark-scf7180000046314-processed-gene-0.140&CDS=1-1473
1966	OG0001966	YHR032W	genemark-scf7180000046305-processed-gene-1.177-mRNA-1_1&gene=genemark-scf7180000046305-processed-gene-1.177&CDS=1-1890
1967	OG0001967	YHR034C	genemark-scf7180000046314-processed-gene-0.102-mRNA-1_1&gene=genemark-scf7180000046314-processed-gene-0.102&CDS=1-999
1968	OG0001968	YHR036W	snap_masked-scf7180000046314-processed-gene-0.217-mRNA-1_1&gene=snap_masked-scf7180000046314-processed-gene-0.217&CDS=1-1212
1969	OG0001969	YHR037W	maker-scf7180000046314-snap-gene-0.18-mRNA-1_1&gene=maker-scf7180000046314-snap-gene-0.18&CDS=1-1674
1970	OG0001970	YHR038W	genemark-scf7180000046314-processed-gene-0.128-mRNA-1_1&gene=genemark-scf7180000046314-processed-gene-0.128&CDS=1-735
1971	OG0001971	YHR039C	genemark-scf7180000046314-processed-gene-0.100-mRNA-1_1&gene=genemark-scf7180000046314-processed-gene-0.100&CDS=1-1845
1972	OG0001972	YHR040W	genemark-scf7180000046343-processed-gene-0.29-mRNA-1_1&gene=genemark-scf7180000046343-processed-gene-0.29&CDS=1-1212
1973	OG0001973	YHR041C	genemark-scf7180000046314-processed-gene-0.99-mRNA-1_1&gene=genemark-scf7180000046314-processed-gene-0.99&CDS=1-921
1974	OG0001974	YHR045W	snap_masked-scf7180000046314-processed-gene-0.212-mRNA-1_1&gene=snap_masked-scf7180000046314-processed-gene-0.212&CDS=1-1749
1975	OG0001975	YHR046C	genemark-scf7180000046314-processed-gene-0.95-mRNA-1_1&gene=genemark-scf7180000046314-processed-gene-0.95&CDS=1-879
1976	OG0001976	YHR048W	maker-scf7180000046305-snap-gene-1.3-mRNA-1_1&gene=maker-scf7180000046305-snap-gene-1.3&CDS=1-3294
1977	OG0001977	YHR049W	genemark-scf7180000046305-processed-gene-1.224-mRNA-1_1&gene=genemark-scf7180000046305-processed-gene-1.224&CDS=1-720
1978	OG0001978	YHR050W	genemark-scf7180000046305-processed-gene-1.223-mRNA-1_1&gene=genemark-scf7180000046305-processed-gene-1.223&CDS=1-1815
1979	OG0001979	YHR051W	genemark-scf7180000046305-processed-gene-1.222-mRNA-1_1&gene=genemark-scf7180000046305-processed-gene-1.222&CDS=1-492
1980	OG0001980	YHR052W	genemark-scf7180000046305-processed-gene-1.221-mRNA-1_1&gene=genemark-scf7180000046305-processed-gene-1.221&CDS=1-1080
1981	OG0001981	YHR058C	augustus_masked-scf7180000046343-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-scf7180000046343-processed-gene-0.130&CDS=1-963
1982	OG0001982	YHR059W	augustus_masked-scf7180000046343-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-scf7180000046343-processed-gene-0.113&CDS=1-903
1983	OG0001983	YHR062C	genemark-scf7180000046343-processed-gene-0.38-mRNA-1_1&gene=genemark-scf7180000046343-processed-gene-0.38&CDS=1-903
1984	OG0001984	YHR063C	genemark-scf7180000046343-processed-gene-0.39-mRNA-1_1&gene=genemark-scf7180000046343-processed-gene-0.39&CDS=1-1137
1985	OG0001985	YHR064C	genemark-scf7180000046343-processed-gene-0.41-mRNA-1_1&gene=genemark-scf7180000046343-processed-gene-0.41&CDS=1-1611
1986	OG0001986	YHR065C	genemark-scf7180000046343-processed-gene-0.42-mRNA-1_1&gene=genemark-scf7180000046343-processed-gene-0.42&CDS=1-1479
1987	OG0001987	YHR067W	snap_masked-scf7180000046343-processed-gene-0.63-mRNA-1_1&gene=snap_masked-scf7180000046343-processed-gene-0.63&CDS=1-453
1988	OG0001988	YHR068W	genemark-scf7180000046265-processed-gene-0.146-mRNA-1_1&gene=genemark-scf7180000046265-processed-gene-0.146&CDS=1-1194
1989	OG0001989	YHR069C	genemark-scf7180000046343-processed-gene-0.44-mRNA-1_1&gene=genemark-scf7180000046343-processed-gene-0.44&CDS=1-1122
1990	OG0001990	YHR070W	augustus_masked-scf7180000046265-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000046265-processed-gene-0.17&CDS=1-2757
1991	OG0001991	YHR071W	genemark-scf7180000046265-processed-gene-0.149-mRNA-1_1&gene=genemark-scf7180000046265-processed-gene-0.149&CDS=1-741
1992	OG0001992	YHR072W	snap_masked-scf7180000046343-processed-gene-0.64-mRNA-1_1&gene=snap_masked-scf7180000046343-processed-gene-0.64&CDS=1-2193
1993	OG0001993	YHR072W-A	snap_masked-scf7180000046283-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000046283-processed-gene-0.7&CDS=1-180
1994	OG0001994	YHR073W	snap_masked-scf7180000046343-processed-gene-0.65-mRNA-1_1&gene=snap_masked-scf7180000046343-processed-gene-0.65&CDS=1-2817
1995	OG0001995	YHR074W	genemark-scf7180000046343-processed-gene-0.18-mRNA-1_1&gene=genemark-scf7180000046343-processed-gene-0.18&CDS=1-2142
1996	OG0001996	YHR075C	genemark-scf7180000046343-processed-gene-0.45-mRNA-1_1&gene=genemark-scf7180000046343-processed-gene-0.45&CDS=1-1140
1997	OG0001997	YHR076W	genemark-scf7180000046343-processed-gene-0.19-mRNA-1_1&gene=genemark-scf7180000046343-processed-gene-0.19&CDS=1-1167
1998	OG0001998	YHR077C	snap_masked-scf7180000046343-processed-gene-0.96-mRNA-1_1&gene=snap_masked-scf7180000046343-processed-gene-0.96&CDS=1-3183
1999	OG0001999	YHR078W	genemark-scf7180000046343-processed-gene-0.20-mRNA-1_1&gene=genemark-scf7180000046343-processed-gene-0.20&CDS=1-1389
2000	OG0002000	YHR079C	genemark-scf7180000046343-processed-gene-0.49-mRNA-1_1&gene=genemark-scf7180000046343-processed-gene-0.49&CDS=1-6633
2001	OG0002001	YHR081W	genemark-scf7180000046343-processed-gene-0.21-mRNA-1_1&gene=genemark-scf7180000046343-processed-gene-0.21&CDS=1-486
2002	OG0002002	YHR082C	genemark-scf7180000046343-processed-gene-0.50-mRNA-1_1&gene=genemark-scf7180000046343-processed-gene-0.50&CDS=1-3153
2003	OG0002003	YHR083W	snap_masked-scf7180000046343-processed-gene-0.70-mRNA-1_1&gene=snap_masked-scf7180000046343-processed-gene-0.70&CDS=1-525
2004	OG0002004	YHR084W	genemark-scf7180000046208-processed-gene-0.80-mRNA-1_1&gene=genemark-scf7180000046208-processed-gene-0.80&CDS=1-1926
2005	OG0002005	YHR085W	genemark-scf7180000046208-processed-gene-0.81-mRNA-1_1&gene=genemark-scf7180000046208-processed-gene-0.81&CDS=1-1032
2006	OG0002006	YHR086W	genemark-scf7180000046343-processed-gene-0.24-mRNA-1_1&gene=genemark-scf7180000046343-processed-gene-0.24&CDS=1-1332
2007	OG0002007	YHR087W	genemark-scf7180000046343-processed-gene-0.25-mRNA-1_1&gene=genemark-scf7180000046343-processed-gene-0.25&CDS=1-390
2008	OG0002008	YHR088W	genemark-scf7180000046343-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000046343-processed-gene-0.26&CDS=1-885
2009	OG0002009	YHR098C	genemark-scf7180000046300-processed-gene-0.100-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.100&CDS=1-2811
2010	OG0002010	YHR099W	maker-scf7180000046319-augustus-gene-0.5-mRNA-1_1&gene=maker-scf7180000046319-augustus-gene-0.5&CDS=1-11289
2011	OG0002011	YHR100C	genemark-scf7180000046300-processed-gene-0.101-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.101&CDS=1-552
2012	OG0002012	YHR101C	genemark-scf7180000046300-processed-gene-0.102-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.102&CDS=1-999
2013	OG0002013	YHR102W	maker-scf7180000046300-snap-gene-0.203-mRNA-1_1&gene=maker-scf7180000046300-snap-gene-0.203&CDS=1-3861
2014	OG0002014	YHR103W	genemark-scf7180000046300-processed-gene-0.75-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.75&CDS=1-2703
2015	OG0002015	YHR104W	genemark-scf7180000046274-processed-gene-0.57-mRNA-1_1&gene=genemark-scf7180000046274-processed-gene-0.57&CDS=1-978
2016	OG0002016	YHR105W	augustus_masked-scf7180000046300-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-scf7180000046300-processed-gene-0.144&CDS=1-633
2017	OG0002017	YHR107C	genemark-scf7180000046300-processed-gene-0.103-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.103&CDS=1-1245
2018	OG0002018	YHR108W	genemark-scf7180000046319-processed-gene-0.145-mRNA-1_1&gene=genemark-scf7180000046319-processed-gene-0.145&CDS=1-1800
2019	OG0002019	YHR111W	genemark-scf7180000046319-processed-gene-0.146-mRNA-1_1&gene=genemark-scf7180000046319-processed-gene-0.146&CDS=1-1977
2020	OG0002020	YHR113W	augustus_masked-scf7180000046300-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-scf7180000046300-processed-gene-0.172&CDS=1-2136
2021	OG0002021	YHR115C	snap_masked-scf7180000046318-processed-gene-0.153-mRNA-1_1&gene=snap_masked-scf7180000046318-processed-gene-0.153&CDS=1-1311
2022	OG0002022	YHR118C	genemark-scf7180000046318-processed-gene-0.85-mRNA-1_1&gene=genemark-scf7180000046318-processed-gene-0.85&CDS=1-1299
2023	OG0002023	YHR120W	augustus_masked-scf7180000046318-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-scf7180000046318-processed-gene-0.37&CDS=1-7023
2024	OG0002024	YHR121W	genemark-scf7180000046209-processed-gene-0.45-mRNA-1_1&gene=genemark-scf7180000046209-processed-gene-0.45&CDS=1-570
2025	OG0002025	YHR124W	snap_masked-scf7180000046318-processed-gene-0.182-mRNA-1_1&gene=snap_masked-scf7180000046318-processed-gene-0.182&CDS=1-2433
2026	OG0002026	YHR128W	genemark-scf7180000046318-processed-gene-0.108-mRNA-1_1&gene=genemark-scf7180000046318-processed-gene-0.108&CDS=1-648
2027	OG0002027	YHR129C	genemark-scf7180000046318-processed-gene-0.82-mRNA-1_1&gene=genemark-scf7180000046318-processed-gene-0.82&CDS=1-1221
2028	OG0002028	YHR132C	genemark-scf7180000046318-processed-gene-0.80-mRNA-1_1&gene=genemark-scf7180000046318-processed-gene-0.80&CDS=1-1431
2029	OG0002029	YHR132W-A	genemark-scf7180000046318-processed-gene-0.107-mRNA-1_1&gene=genemark-scf7180000046318-processed-gene-0.107&CDS=1-417
2030	OG0002030	YHR137W	snap_masked-scf7180000046318-processed-gene-0.176-mRNA-1_1&gene=snap_masked-scf7180000046318-processed-gene-0.176&CDS=1-1578
2031	OG0002031	YHR140W	genemark-scf7180000046318-processed-gene-0.104-mRNA-1_1&gene=genemark-scf7180000046318-processed-gene-0.104&CDS=1-753
2032	OG0002032	YHR142W	genemark-scf7180000046318-processed-gene-0.103-mRNA-1_1&gene=genemark-scf7180000046318-processed-gene-0.103&CDS=1-945
2033	OG0002033	YHR143W	snap_masked-scf7180000046318-processed-gene-0.173-mRNA-1_1&gene=snap_masked-scf7180000046318-processed-gene-0.173&CDS=1-720
2034	OG0002034	YHR143W-A	snap_masked-scf7180000046318-processed-gene-0.172-mRNA-1_1&gene=snap_masked-scf7180000046318-processed-gene-0.172&CDS=1-210
2035	OG0002035	YHR144C	genemark-scf7180000046318-processed-gene-0.74-mRNA-1_1&gene=genemark-scf7180000046318-processed-gene-0.74&CDS=1-960
2036	OG0002036	YHR146W	genemark-scf7180000046318-processed-gene-0.101-mRNA-1_1&gene=genemark-scf7180000046318-processed-gene-0.101&CDS=1-1167
2037	OG0002037	YHR147C	genemark-scf7180000046314-processed-gene-0.123-mRNA-1_1&gene=genemark-scf7180000046314-processed-gene-0.123&CDS=1-678
2038	OG0002038	YHR148W	genemark-scf7180000046314-processed-gene-0.169-mRNA-1_1&gene=genemark-scf7180000046314-processed-gene-0.169&CDS=1-549
2039	OG0002039	YHR149C	snap_masked-scf7180000046314-processed-gene-0.207-mRNA-1_1&gene=snap_masked-scf7180000046314-processed-gene-0.207&CDS=1-2262
2040	OG0002040	YHR150W	snap_masked-scf7180000046314-processed-gene-0.256-mRNA-1_1&gene=snap_masked-scf7180000046314-processed-gene-0.256&CDS=1-1584
2041	OG0002041	YHR151C	snap_masked-scf7180000046314-processed-gene-0.206-mRNA-1_1&gene=snap_masked-scf7180000046314-processed-gene-0.206&CDS=1-1530
2042	OG0002042	YHR153C	snap_masked-scf7180000046314-processed-gene-0.205-mRNA-1_1&gene=snap_masked-scf7180000046314-processed-gene-0.205&CDS=1-615
2043	OG0002043	YHR156C	genemark-scf7180000046196-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000046196-processed-gene-0.4&CDS=1-927
2044	OG0002044	YHR158C	snap_masked-scf7180000046166-processed-gene-0.26-mRNA-1_1&gene=snap_masked-scf7180000046166-processed-gene-0.26&CDS=1-2961
2045	OG0002045	YHR163W	genemark-scf7180000046314-processed-gene-0.163-mRNA-1_1&gene=genemark-scf7180000046314-processed-gene-0.163&CDS=1-744
2046	OG0002046	YHR164C	genemark-scf7180000046314-processed-gene-0.118-mRNA-1_1&gene=genemark-scf7180000046314-processed-gene-0.118&CDS=1-4560
2047	OG0002047	YHR165C	maker-scf7180000046314-snap-gene-0.15-mRNA-1_1&gene=maker-scf7180000046314-snap-gene-0.15&CDS=1-9315
2048	OG0002048	YHR170W	maker-scf7180000046314-augustus-gene-0.8-mRNA-1_1&gene=maker-scf7180000046314-augustus-gene-0.8&CDS=1-3774
2049	OG0002049	YHR171W	genemark-scf7180000046314-processed-gene-0.160-mRNA-1_1&gene=genemark-scf7180000046314-processed-gene-0.160&CDS=1-1932
2050	OG0002050	YHR172W	snap_masked-scf7180000046314-processed-gene-0.246-mRNA-1_1&gene=snap_masked-scf7180000046314-processed-gene-0.246&CDS=1-2499
2051	OG0002051	YHR178W	maker-scf7180000046314-augustus-gene-0.6-mRNA-1_1&gene=maker-scf7180000046314-augustus-gene-0.6&CDS=1-3786
2052	OG0002052	YHR181W	genemark-scf7180000046309-processed-gene-2.83-mRNA-1_1&gene=genemark-scf7180000046309-processed-gene-2.83&CDS=1-690
2053	OG0002053	YHR182W	augustus_masked-scf7180000046309-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-scf7180000046309-processed-gene-2.142&CDS=1-2436
2054	OG0002054	YHR183W	genemark-scf7180000046259-processed-gene-0.31-mRNA-1_1&gene=genemark-scf7180000046259-processed-gene-0.31&CDS=1-1479
2055	OG0002055	YHR185C	augustus_masked-scf7180000046309-processed-gene-2.163-mRNA-1_1&gene=augustus_masked-scf7180000046309-processed-gene-2.163&CDS=1-627
2056	OG0002056	YHR186C	snap_masked-scf7180000046309-processed-gene-2.51-mRNA-1_1&gene=snap_masked-scf7180000046309-processed-gene-2.51&CDS=1-4572
2057	OG0002057	YHR187W	genemark-scf7180000046309-processed-gene-2.86-mRNA-1_1&gene=genemark-scf7180000046309-processed-gene-2.86&CDS=1-942
2058	OG0002058	YHR188C	augustus_masked-scf7180000046309-processed-gene-2.165-mRNA-1_1&gene=augustus_masked-scf7180000046309-processed-gene-2.165&CDS=1-1932
2059	OG0002059	YHR189W	genemark-scf7180000046266-processed-gene-0.182-mRNA-1_1&gene=genemark-scf7180000046266-processed-gene-0.182&CDS=1-585
2060	OG0002060	YHR190W	genemark-scf7180000046266-processed-gene-0.183-mRNA-1_1&gene=genemark-scf7180000046266-processed-gene-0.183&CDS=1-1320
2061	OG0002061	YHR192W	augustus_masked-scf7180000046332-processed-gene-1.204-mRNA-1_1&gene=augustus_masked-scf7180000046332-processed-gene-1.204&CDS=1-675
2062	OG0002062	YHR193C	genemark-scf7180000046332-processed-gene-1.83-mRNA-1_1&gene=genemark-scf7180000046332-processed-gene-1.83&CDS=1-531
2063	OG0002063	YHR194W	snap_masked-scf7180000046332-processed-gene-1.118-mRNA-1_1&gene=snap_masked-scf7180000046332-processed-gene-1.118&CDS=1-1353
