	OrthologID	Nakaseomyces_bacillisporus	Saccharomyces_cerevisiae
2423	OG0002423	maker-NABA0S25-augustus-gene-7.3-mRNA-1_1&gene=maker-NABA0S25-augustus-gene-7.3&CDS=1-2313	YLR027C
2424	OG0002424	augustus_masked-NABA0S25-processed-gene-7.140-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.140&CDS=1-702	YLR025W
2425	OG0002425	augustus_masked-NABA0S25-processed-gene-8.86-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.86&CDS=1-2091	YKL140W
2426	OG0002426	augustus_masked-NABA0S25-processed-gene-8.87-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.87&CDS=1-1602	YKL139W
2427	OG0002427	augustus_masked-NABA0S25-processed-gene-8.89-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.89&CDS=1-654	YKL138C
2428	OG0002428	augustus_masked-NABA0S25-processed-gene-8.88-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.88&CDS=1-336	YKL137W
2429	OG0002429	augustus_masked-NABA0S25-processed-gene-8.90-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.90&CDS=1-2139	YKL135C
2430	OG0002430	augustus_masked-NABA0S25-processed-gene-8.91-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.91&CDS=1-2274	YKL134C
2431	OG0002431	augustus_masked-NABA0S25-processed-gene-8.110-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.110&CDS=1-804	YKL130C
2432	OG0002432	augustus_masked-NABA0S25-processed-gene-8.113-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.113&CDS=1-909	YKL128C
2433	OG0002433	augustus_masked-NABA0S25-processed-gene-8.92-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.92&CDS=1-1707	YMR105C
2434	OG0002434	snap_masked-NABA0S25-processed-gene-8.9-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-8.9&CDS=1-1974	YKL125W
2435	OG0002435	augustus_masked-NABA0S25-processed-gene-8.94-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.94&CDS=1-1824	YKL124W
2436	OG0002436	augustus_masked-NABA0S25-processed-gene-8.114-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.114&CDS=1-546	YKL122C
2437	OG0002437	genemark-NABA0S25-processed-gene-8.53-mRNA-1_1&gene=genemark-NABA0S25-processed-gene-8.53&CDS=1-954	YKL120W
2438	OG0002438	augustus_masked-NABA0S25-processed-gene-8.115-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.115&CDS=1-666	YKL119C
2439	OG0002439	augustus_masked-NABA0S25-processed-gene-8.96-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.96&CDS=1-612	YKL117W
2440	OG0002440	augustus_masked-NABA0S25-processed-gene-8.116-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.116&CDS=1-1608	YKL116C
2441	OG0002441	augustus_masked-NABA0S25-processed-gene-8.117-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.117&CDS=1-1098	YKL114C
2442	OG0002442	augustus_masked-NABA0S25-processed-gene-8.118-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.118&CDS=1-936	YKL110C
2443	OG0002443	augustus_masked-NABA0S25-processed-gene-8.98-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.98&CDS=1-1068	YKL108W
2444	OG0002444	augustus_masked-NABA0S25-processed-gene-8.119-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.119&CDS=1-1548	YMR093W
2445	OG0002445	augustus_masked-NABA0S25-processed-gene-8.99-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.99&CDS=1-1344	YKL106W
2446	OG0002446	augustus_masked-NABA0S25-processed-gene-8.121-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.121&CDS=1-2169	YKL104C
2447	OG0002447	augustus_masked-NABA0S25-processed-gene-8.122-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.122&CDS=1-1716	YKL103C
2448	OG0002448	augustus_masked-NABA0S25-processed-gene-8.123-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.123&CDS=1-1779	YKL100C
2449	OG0002449	augustus_masked-NABA0S25-processed-gene-8.124-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.124&CDS=1-738	YKL099C
2450	OG0002450	augustus_masked-NABA0S25-processed-gene-8.101-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.101&CDS=1-666	YKL096W
2451	OG0002451	augustus_masked-NABA0S25-processed-gene-8.102-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.102&CDS=1-825	YKL095W
2452	OG0002452	augustus_masked-NABA0S25-processed-gene-8.103-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.103&CDS=1-942	YKL094W
2453	OG0002453	augustus_masked-NABA0S25-processed-gene-8.104-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.104&CDS=1-1164	YMR081C
2454	OG0002454	snap_masked-NABA0S25-processed-gene-8.39-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-8.39&CDS=1-4131	YKL092C
2455	OG0002455	augustus_masked-NABA0S25-processed-gene-8.105-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.105&CDS=1-1026	YHL009C
2456	OG0002456	augustus_masked-NABA0S25-processed-gene-8.106-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.106&CDS=1-1491	YKL090W
2457	OG0002457	augustus_masked-NABA0S25-processed-gene-8.107-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.107&CDS=1-1800	YKL089W
2458	OG0002458	augustus_masked-NABA0S25-processed-gene-9.97-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.97&CDS=1-4419	YKL010C
2459	OG0002459	augustus_masked-NABA0S25-processed-gene-8.108-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.108&CDS=1-705	YKL009W
2460	OG0002460	maker-NABA0S25-snap-gene-9.90-mRNA-1_1&gene=maker-NABA0S25-snap-gene-9.90&CDS=1-291	YKL006C-A
2461	OG0002461	snap_masked-NABA0S25-processed-gene-9.47-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-9.47&CDS=1-2010	YKL005C
2462	OG0002462	augustus_masked-NABA0S25-processed-gene-9.95-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.95&CDS=1-1335	YKL004W
2463	OG0002463	augustus_masked-NABA0S25-processed-gene-9.100-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.100&CDS=1-399	YKL003C
2464	OG0002464	augustus_masked-NABA0S25-processed-gene-9.96-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.96&CDS=1-702	YKL002W
2465	OG0002465	augustus_masked-NABA0S25-processed-gene-9.101-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.101&CDS=1-603	YKL001C
2466	OG0002466	augustus_masked-NABA0S25-processed-gene-9.102-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.102&CDS=1-672	YKL041W
2467	OG0002467	augustus_masked-NABA0S25-processed-gene-9.119-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.119&CDS=1-783	YKL040C
2468	OG0002468	augustus_masked-NABA0S25-processed-gene-9.103-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.103&CDS=1-1638	YKL039W
2469	OG0002469	augustus_masked-NABA0S25-processed-gene-9.105-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.105&CDS=1-2013	YKL029C
2470	OG0002470	augustus_masked-NABA0S25-processed-gene-9.106-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.106&CDS=1-1929	YKL032C
2471	OG0002471	augustus_masked-NABA0S25-processed-gene-9.120-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.120&CDS=1-3141	YKL033W
2472	OG0002472	augustus_masked-NABA0S25-processed-gene-9.121-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.121&CDS=1-2964	YKL034W
2473	OG0002473	augustus_masked-NABA0S25-processed-gene-9.122-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.122&CDS=1-1500	YKL035W
2474	OG0002474	genemark-NABA0S25-processed-gene-9.29-mRNA-1_1&gene=genemark-NABA0S25-processed-gene-9.29&CDS=1-4284	YKL038W
2475	OG0002475	augustus_masked-NABA0S25-processed-gene-9.107-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.107&CDS=1-1452	YKL028W
2476	OG0002476	augustus_masked-NABA0S25-processed-gene-9.108-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.108&CDS=1-894	YBR291C
2477	OG0002477	augustus_masked-NABA0S25-processed-gene-9.124-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.124&CDS=1-996	YBR290W
2478	OG0002478	augustus_masked-NABA0S25-processed-gene-9.125-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.125&CDS=1-3093	YBR289W
2479	OG0002479	augustus_masked-NABA0S25-processed-gene-9.109-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.109&CDS=1-1740	YBR288C
2480	OG0002480	augustus_masked-NABA0S25-processed-gene-9.110-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.110&CDS=1-2706	YKR009C
2481	OG0002481	augustus_masked-NABA0S25-processed-gene-9.126-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.126&CDS=1-1776	YKR008W
2482	OG0002482	augustus_masked-NABA0S25-processed-gene-9.127-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.127&CDS=1-591	YKR007W
2483	OG0002483	augustus_masked-NABA0S25-processed-gene-9.111-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.111&CDS=1-732	YKR006C
2484	OG0002484	augustus_masked-NABA0S25-processed-gene-9.113-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.113&CDS=1-1137	YKR004C
2485	OG0002485	augustus_masked-NABA0S25-processed-gene-9.128-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.128&CDS=1-1707	YKR002W
2486	OG0002486	augustus_masked-NABA0S25-processed-gene-9.114-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.114&CDS=1-2109	YKR001C
2487	OG0002487	augustus_masked-NABA0S25-processed-gene-9.130-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.130&CDS=1-1605	YKL045W
2488	OG0002488	augustus_masked-NABA0S25-processed-gene-9.115-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.115&CDS=1-1350	YKL046C
2489	OG0002489	augustus_masked-NABA0S25-processed-gene-9.131-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.131&CDS=1-1557	YKL047W
2490	OG0002490	augustus_masked-NABA0S25-processed-gene-9.116-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.116&CDS=1-336	YKL061W
2491	OG0002491	augustus_masked-NABA0S25-processed-gene-9.117-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.117&CDS=1-1080	YKL060C
2492	OG0002492	augustus_masked-NABA0S25-processed-gene-9.132-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.132&CDS=1-1434	YKL059C
2493	OG0002493	augustus_masked-NABA0S25-processed-gene-9.118-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.118&CDS=1-369	YKL058W
2494	OG0002494	snap_masked-NABA0S25-processed-gene-9.82-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-9.82&CDS=1-3225	YKL057C
2495	OG0002495	genemark-NABA0S25-processed-gene-9.40-mRNA-1_1&gene=genemark-NABA0S25-processed-gene-9.40&CDS=1-501	YKL056C
2496	OG0002496	augustus_masked-NABA0S25-processed-gene-9.134-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.134&CDS=1-2256	YKL054C
2497	OG0002497	augustus_masked-NABA0S25-processed-gene-10.1-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.1&CDS=1-1500	YEL040W
2498	OG0002498	snap_masked-NABA0S25-processed-gene-10.54-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-10.54&CDS=1-735	YKL052C
2499	OG0002499	augustus_masked-NABA0S25-processed-gene-10.0-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.0&CDS=1-1098	YKL051W
2500	OG0002500	augustus_masked-NABA0S25-processed-gene-10.4-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.4&CDS=1-735	YKL049C
2501	OG0002501	snap_masked-NABA0S25-processed-gene-10.57-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-10.57&CDS=1-1650	YKL048C
2502	OG0002502	snap_masked-NABA0S25-processed-gene-10.59-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-10.59&CDS=1-237	YKL063C
2503	OG0002503	maker-NABA0S25-snap-gene-10.46-mRNA-1_1&gene=maker-NABA0S25-snap-gene-10.46&CDS=1-1950	YKL064W
2504	OG0002504	genemark-NABA0S25-processed-gene-10.113-mRNA-1_1&gene=genemark-NABA0S25-processed-gene-10.113&CDS=1-567	YKL065C
2505	OG0002505	genemark-NABA0S25-processed-gene-10.135-mRNA-1_1&gene=genemark-NABA0S25-processed-gene-10.135&CDS=1-459	YKL067W
2506	OG0002506	augustus_masked-NABA0S25-processed-gene-10.26-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.26&CDS=1-1518	YGR189C
2507	OG0002507	augustus_masked-NABA0S25-processed-gene-10.8-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.8&CDS=1-2673	YGR191W
2508	OG0002508	augustus_masked-NABA0S25-processed-gene-10.9-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.9&CDS=1-1041	YJR008W
2509	OG0002509	augustus_masked-NABA0S25-processed-gene-10.10-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.10&CDS=1-1536	YJR010W
2510	OG0002510	augustus_masked-NABA0S25-processed-gene-10.27-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.27&CDS=1-261	YJR010C-A
2511	OG0002511	snap_masked-NABA0S25-processed-gene-10.85-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-10.85&CDS=1-741	YJR011C
2512	OG0002512	snap_masked-NABA0S25-processed-gene-10.86-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-10.86&CDS=1-258	YJR012C
2513	OG0002513	augustus_masked-NABA0S25-processed-gene-10.12-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.12&CDS=1-1560	YJR014W
2514	OG0002514	genemark-NABA0S25-processed-gene-10.140-mRNA-1_1&gene=genemark-NABA0S25-processed-gene-10.140&CDS=1-1755	YJR016C
2515	OG0002515	augustus_masked-NABA0S25-processed-gene-10.30-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.30&CDS=1-1278	YGR202C
2516	OG0002516	augustus_masked-NABA0S25-processed-gene-10.31-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.31&CDS=1-522	YJR017C
2517	OG0002517	augustus_masked-NABA0S25-processed-gene-10.32-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.32&CDS=1-1035	YJR019C
2518	OG0002518	snap_masked-NABA0S25-processed-gene-10.92-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-10.92&CDS=1-879	YJR021C
2519	OG0002519	augustus_masked-NABA0S25-processed-gene-10.13-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.13&CDS=1-363	YJR022W
2520	OG0002520	augustus_masked-NABA0S25-processed-gene-10.34-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.34&CDS=1-720	YJR024C
2521	OG0002521	augustus_masked-NABA0S25-processed-gene-10.14-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.14&CDS=1-2379	YLR047C
2522	OG0002522	snap_masked-NABA0S25-processed-gene-10.97-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-10.97&CDS=1-2574	YLR045C
2523	OG0002523	augustus_masked-NABA0S25-processed-gene-10.38-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.38&CDS=1-642	YHR147C
2524	OG0002524	augustus_masked-NABA0S25-processed-gene-10.17-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.17&CDS=1-549	YHR148W
2525	OG0002525	snap_masked-NABA0S25-processed-gene-10.74-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-10.74&CDS=1-1692	YHR150W
2526	OG0002526	augustus_masked-NABA0S25-processed-gene-10.40-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.40&CDS=1-1632	YHR151C
2527	OG0002527	augustus_masked-NABA0S25-processed-gene-10.19-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.19&CDS=1-447	YGR230W
2528	OG0002528	snap_masked-NABA0S25-processed-gene-10.76-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-10.76&CDS=1-3057	YHR154W
2529	OG0002529	snap_masked-NABA0S25-processed-gene-10.102-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-10.102&CDS=1-1008	YHR156C
2530	OG0002530	snap_masked-NABA0S25-processed-gene-10.78-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-10.78&CDS=1-1026	YHR159W
2531	OG0002531	augustus_masked-NABA0S25-processed-gene-10.23-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.23&CDS=1-756	YHR163W
2532	OG0002532	augustus_masked-NABA0S25-processed-gene-11.125-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-11.125&CDS=1-4401	YHR164C
2533	OG0002533	genemark-NABA0S25-processed-gene-11.63-mRNA-1_1&gene=genemark-NABA0S25-processed-gene-11.63&CDS=1-9318	YHR165C
2534	OG0002534	augustus_masked-NABA0S25-processed-gene-11.128-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-11.128&CDS=1-774	YHR167W
2535	OG0002535	augustus_masked-NABA0S25-processed-gene-11.129-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-11.129&CDS=1-3009	YHR169W
2536	OG0002536	maker-NABA0S25-augustus-gene-11.114-mRNA-1_1&gene=maker-NABA0S25-augustus-gene-11.114&CDS=1-2163	YHR170W
2537	OG0002537	augustus_masked-NABA0S25-processed-gene-11.131-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-11.131&CDS=1-1890	YHR171W
2538	OG0002538	augustus_masked-NABA0S25-processed-gene-11.155-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-11.155&CDS=1-792	YGR253C
2539	OG0002539	snap_masked-NABA0S25-processed-gene-11.9-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-11.9&CDS=1-2724	YHR172W
2540	OG0002540	maker-NABA0S25-augustus-gene-11.115-mRNA-1_1&gene=maker-NABA0S25-augustus-gene-11.115&CDS=1-1746	YHR176W
2541	OG0002541	snap_masked-NABA0S25-processed-gene-11.12-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-11.12&CDS=1-2991	YHR178W
2542	OG0002542	augustus_masked-NABA0S25-processed-gene-11.136-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-11.136&CDS=1-675	YHR181W
2543	OG0002543	snap_masked-NABA0S25-processed-gene-11.16-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-11.16&CDS=1-1611	YHR184W
2544	OG0002544	snap_masked-NABA0S25-processed-gene-11.39-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-11.39&CDS=1-852	YHR185C
2545	OG0002545	augustus_masked-NABA0S25-processed-gene-11.157-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-11.157&CDS=1-4620	YHR186C
2546	OG0002546	augustus_masked-NABA0S25-processed-gene-11.140-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-11.140&CDS=1-903	YHR187W
2547	OG0002547	augustus_masked-NABA0S25-processed-gene-11.158-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-11.158&CDS=1-1905	YHR188C
2548	OG0002548	augustus_masked-NABA0S25-processed-gene-11.141-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-11.141&CDS=1-2856	YMR288W
2549	OG0002549	snap_masked-NABA0S25-processed-gene-11.21-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-11.21&CDS=1-1017	YMR289W
2550	OG0002550	augustus_masked-NABA0S25-processed-gene-11.159-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-11.159&CDS=1-1494	YMR290C
2551	OG0002551	augustus_masked-NABA0S25-processed-gene-11.143-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-11.143&CDS=1-2028	YMR291W
2552	OG0002552	augustus_masked-NABA0S25-processed-gene-11.144-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-11.144&CDS=1-414	YMR292W
2553	OG0002553	augustus_masked-NABA0S25-processed-gene-11.160-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-11.160&CDS=1-1356	YMR293C
2554	OG0002554	augustus_masked-NABA0S25-processed-gene-11.161-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-11.161&CDS=1-546	YMR295C
2555	OG0002555	genemark-NABA0S25-processed-gene-11.84-mRNA-1_1&gene=genemark-NABA0S25-processed-gene-11.84&CDS=1-438	YMR298W
2556	OG0002556	augustus_masked-NABA0S25-processed-gene-11.162-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-11.162&CDS=1-1533	YMR300C
2557	OG0002557	augustus_masked-NABA0S25-processed-gene-11.163-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-11.163&CDS=1-2148	YMR301C
2558	OG0002558	augustus_masked-NABA0S25-processed-gene-11.164-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-11.164&CDS=1-2439	YMR302C
2559	OG0002559	augustus_masked-NABA0S25-processed-gene-11.146-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-11.146&CDS=1-3621	YMR304W
2560	OG0002560	augustus_masked-NABA0S25-processed-gene-11.167-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-11.167&CDS=1-3273	YMR308C
2561	OG0002561	augustus_masked-NABA0S25-processed-gene-11.168-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-11.168&CDS=1-1092	YMR310C
2562	OG0002562	augustus_masked-NABA0S25-processed-gene-11.169-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-11.169&CDS=1-735	YMR311C
2563	OG0002563	snap_masked-NABA0S25-processed-gene-11.28-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-11.28&CDS=1-729	YMR312W
2564	OG0002564	augustus_masked-NABA0S25-processed-gene-11.170-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-11.170&CDS=1-1764	YMR313C
2565	OG0002565	augustus_masked-NABA0S25-processed-gene-11.150-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-11.150&CDS=1-699	YMR314W
2566	OG0002566	augustus_masked-NABA0S25-processed-gene-11.151-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-11.151&CDS=1-1053	YMR315W
2567	OG0002567	augustus_masked-NABA0S26-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NABA0S26-processed-gene-0.71&CDS=1-870	YNR054C
2568	OG0002568	maker-NABA0S26-augustus-gene-0.67-mRNA-1_1&gene=maker-NABA0S26-augustus-gene-0.67&CDS=1-1593	YNR053C
2569	OG0002569	genemark-NABA0S26-processed-gene-0.41-mRNA-1_1&gene=genemark-NABA0S26-processed-gene-0.41&CDS=1-1662	YNR052C
2570	OG0002570	genemark-NABA0S26-processed-gene-0.42-mRNA-1_1&gene=genemark-NABA0S26-processed-gene-0.42&CDS=1-1383	YNR051C
2571	OG0002571	augustus_masked-NABA0S26-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NABA0S26-processed-gene-0.74&CDS=1-1338	YNR050C
2572	OG0002572	augustus_masked-NABA0S26-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NABA0S26-processed-gene-0.75&CDS=1-612	YNR049C
2573	OG0002573	augustus_masked-NABA0S26-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NABA0S26-processed-gene-0.86&CDS=1-1149	YNR048W
2574	OG0002574	genemark-NABA0S26-processed-gene-0.57-mRNA-1_1&gene=genemark-NABA0S26-processed-gene-0.57&CDS=1-2469	YNR047W
2575	OG0002575	genemark-NABA0S26-processed-gene-0.58-mRNA-1_1&gene=genemark-NABA0S26-processed-gene-0.58&CDS=1-2775	YNR046W
2576	OG0002576	augustus_masked-NABA0S26-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NABA0S26-processed-gene-0.88&CDS=1-1716	YCR088W
2577	OG0002577	augustus_masked-NABA0S26-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NABA0S26-processed-gene-0.76&CDS=1-2343	YCR084C
2578	OG0002578	augustus_masked-NABA0S26-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NABA0S26-processed-gene-0.89&CDS=1-1185	YNR043W
2579	OG0002579	augustus_masked-NABA0S26-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NABA0S26-processed-gene-0.77&CDS=1-1119	YNR041C
2580	OG0002580	augustus_masked-NABA0S26-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NABA0S26-processed-gene-0.90&CDS=1-780	YNR040W
2581	OG0002581	augustus_masked-NABA0S26-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NABA0S26-processed-gene-0.78&CDS=1-1842	YNR039C
2582	OG0002582	augustus_masked-NABA0S26-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NABA0S26-processed-gene-0.91&CDS=1-1881	YNR038W
2583	OG0002583	augustus_masked-NABA0S26-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NABA0S26-processed-gene-0.79&CDS=1-1014	YNR035C
2584	OG0002584	augustus_masked-NABA0S26-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NABA0S26-processed-gene-0.92&CDS=1-303	YNR034W-A
2585	OG0002585	augustus_masked-NABA0S26-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NABA0S26-processed-gene-0.93&CDS=1-2286	YNR033W
2586	OG0002586	augustus_masked-NABA0S26-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NABA0S26-processed-gene-0.81&CDS=1-219	YNR032C-A
