	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026197_Brettanomyces_custersianus
2038	OG0002038	YKL151C	augustus_masked-flattened_line_34-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.75&CDS=1-999
2039	OG0002039	YKL152C	genemark-flattened_line_90-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.32&CDS=1-747
2040	OG0002040	YKL155C	genemark-flattened_line_12-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.57&CDS=1-2109
2041	OG0002041	YKL160W	genemark-flattened_line_36-processed-gene-0.160-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.160&CDS=1-384
2042	OG0002042	YKL162C	genemark-flattened_line_24-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.69&CDS=1-1626
2043	OG0002043	YKL165C	genemark-flattened_line_4-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.80&CDS=1-2925
2044	OG0002044	YKL167C	genemark-flattened_line_62-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.48&CDS=1-480
2045	OG0002045	YKL170W	genemark-flattened_line_62-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.47&CDS=1-396
2046	OG0002046	YKL172W	genemark-flattened_line_24-processed-gene-1.345-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.345&CDS=1-909
2047	OG0002047	YKL174C	genemark-flattened_line_24-processed-gene-1.344-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.344&CDS=1-1905
2048	OG0002048	YKL176C	genemark-flattened_line_6-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.52&CDS=1-2868
2049	OG0002049	YKL178C	genemark-flattened_line_64-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.14&CDS=1-1266
2050	OG0002050	YKL181W	genemark-flattened_line_0-processed-gene-4.90-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.90&CDS=1-1239
2051	OG0002051	YKL182W	genemark-flattened_line_0-processed-gene-1.28-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.28&CDS=1-6198
2052	OG0002052	YKL184W	genemark-flattened_line_0-processed-gene-5.134-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.134&CDS=1-1263
2053	OG0002053	YKL185W	augustus_masked-flattened_line_0-processed-gene-5.17-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.17&CDS=1-1476
2054	OG0002054	YKL186C	genemark-flattened_line_0-processed-gene-5.159-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.159&CDS=1-561
2055	OG0002055	YKL189W	genemark-flattened_line_76-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.53&CDS=1-1785
2056	OG0002056	YKL190W	genemark-flattened_line_4-processed-gene-4.82-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.82&CDS=1-528
2057	OG0002057	YKL191W	genemark-flattened_line_4-processed-gene-4.81-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.81&CDS=1-1626
2058	OG0002058	YKL192C	genemark-flattened_line_20-processed-gene-1.82-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.82&CDS=1-450
2059	OG0002059	YKL194C	augustus_masked-flattened_line_10-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.3&CDS=1-1785
2060	OG0002060	YKL195W	genemark-flattened_line_8-processed-gene-2.53-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.53&CDS=1-1155
2061	OG0002061	YKL196C	genemark-flattened_line_8-processed-gene-2.54-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.54&CDS=1-606
2062	OG0002062	YKL197C	genemark-flattened_line_12-processed-gene-3.153-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.153&CDS=1-3222
2063	OG0002063	YKL203C	augustus_masked-flattened_line_28-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.126&CDS=1-7347
2064	OG0002064	YKL205W	genemark-flattened_line_80-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.74&CDS=1-3255
2065	OG0002065	YKL207W	genemark-flattened_line_24-processed-gene-1.291-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.291&CDS=1-786
2066	OG0002066	YKL209C	genemark-flattened_line_2-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.64&CDS=1-3732
2067	OG0002067	YKL210W	genemark-flattened_line_2-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.88&CDS=1-3048
2068	OG0002068	YKL211C	genemark-flattened_line_62-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.45&CDS=1-1485
2069	OG0002069	YKL212W	genemark-flattened_line_62-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.61&CDS=1-1869
2070	OG0002070	YKL213C	genemark-flattened_line_16-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.51&CDS=1-2121
2071	OG0002071	YKL216W	genemark-flattened_line_42-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.102&CDS=1-1338
2072	OG0002072	YKR001C	genemark-flattened_line_68-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.50&CDS=1-2085
2073	OG0002073	YKR002W	genemark-flattened_line_46-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.85&CDS=1-1740
2074	OG0002074	YKR008W	augustus_masked-flattened_line_92-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.0&CDS=1-1962
2075	OG0002075	YKR010C	snap_masked-flattened_line_4-processed-gene-6.82-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-6.82&CDS=1-2418
2076	OG0002076	YKR016W	genemark-flattened_line_44-processed-gene-0.167-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.167&CDS=1-1866
2077	OG0002077	YKR020W	genemark-flattened_line_2-processed-gene-5.47-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.47&CDS=1-819
2078	OG0002078	YKR023W	genemark-flattened_line_74-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.97&CDS=1-1530
2079	OG0002079	YKR024C	genemark-flattened_line_32-processed-gene-0.149-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.149&CDS=1-2274
2080	OG0002080	YKR025W	genemark-flattened_line_32-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.104&CDS=1-957
2081	OG0002081	YKR026C	genemark-flattened_line_66-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.16&CDS=1-930
2082	OG0002082	YKR030W	augustus_masked-flattened_line_38-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.50&CDS=1-906
2083	OG0002083	YKR031C	genemark-flattened_line_38-processed-gene-0.127-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.127&CDS=1-4902
2084	OG0002084	YKR034W	genemark-flattened_line_30-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.53&CDS=1-1959
2085	OG0002085	YKR035W-A	maker-flattened_line_46-augustus-gene-0.177-mRNA-1_1&gene=maker-flattened_line_46-augustus-gene-0.177&CDS=1-1941
2086	OG0002086	YKR038C	genemark-flattened_line_8-processed-gene-2.93-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.93&CDS=1-1107
2087	OG0002087	YKR043C	genemark-flattened_line_4-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.70&CDS=1-726
2088	OG0002088	YKR050W	genemark-flattened_line_20-processed-gene-2.10-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.10&CDS=1-3339
2089	OG0002089	YKR051W	augustus_masked-flattened_line_20-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.28&CDS=1-1359
2090	OG0002090	YKR054C	maker-flattened_line_30-augustus-gene-1.0-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-1.0&CDS=1-12939
2091	OG0002091	YKR056W	genemark-flattened_line_32-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.109&CDS=1-1818
2092	OG0002092	YKR060W	genemark-flattened_line_24-processed-gene-1.331-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.331&CDS=1-822
2093	OG0002093	YKR062W	genemark-flattened_line_8-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.67&CDS=1-855
2094	OG0002094	YKR063C	genemark-flattened_line_18-processed-gene-2.129-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.129&CDS=1-1290
2095	OG0002095	YKR065C	augustus_masked-flattened_line_10-processed-gene-3.176-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.176&CDS=1-714
2096	OG0002096	YKR066C	genemark-flattened_line_10-processed-gene-3.40-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.40&CDS=1-1113
2097	OG0002097	YKR068C	genemark-flattened_line_2-processed-gene-4.80-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.80&CDS=1-570
2098	OG0002098	YKR069W	genemark-flattened_line_18-processed-gene-2.105-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.105&CDS=1-1539
2099	OG0002099	YKR070W	genemark-flattened_line_2-processed-gene-2.78-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.78&CDS=1-1191
2100	OG0002100	YKR071C	augustus_masked-flattened_line_4-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.109&CDS=1-1053
2101	OG0002101	YKR074W	genemark-flattened_line_28-processed-gene-1.189-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.189&CDS=1-432
2102	OG0002102	YKR079C	genemark-flattened_line_2-processed-gene-2.66-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.66&CDS=1-2775
2103	OG0002103	YKR080W	genemark-flattened_line_56-processed-gene-0.106-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.106&CDS=1-981
2104	OG0002104	YKR081C	genemark-flattened_line_32-processed-gene-0.129-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.129&CDS=1-972
2105	OG0002105	YKR083C	genemark-flattened_line_2-processed-gene-7.80-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.80&CDS=1-342
2106	OG0002106	YKR084C	maker-flattened_line_82-snap-gene-0.81-mRNA-1_1&gene=maker-flattened_line_82-snap-gene-0.81&CDS=1-1758
2107	OG0002107	YKR085C	genemark-flattened_line_0-processed-gene-4.64-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.64&CDS=1-588
2108	OG0002108	YKR087C	genemark-flattened_line_34-processed-gene-0.207-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.207&CDS=1-1041
2109	OG0002109	YKR088C	genemark-flattened_line_4-processed-gene-4.98-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.98&CDS=1-894
2110	OG0002110	YKR090W	genemark-flattened_line_4-processed-gene-4.97-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.97&CDS=1-2268
2111	OG0002111	YKR092C	genemark-flattened_line_6-processed-gene-3.31-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.31&CDS=1-1176
2112	OG0002112	YKR095W-A	genemark-flattened_line_30-processed-gene-1.178-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.178&CDS=1-276
2113	OG0002113	YKR097W	genemark-flattened_line_6-processed-gene-2.44-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.44&CDS=1-1680
2114	OG0002114	YKR099W	genemark-flattened_line_0-processed-gene-4.76-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.76&CDS=1-1890
2115	OG0002115	YLL001W	genemark-flattened_line_8-processed-gene-1.19-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.19&CDS=1-2547
2116	OG0002116	YLL002W	genemark-flattened_line_8-processed-gene-1.18-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.18&CDS=1-1305
2117	OG0002117	YLL004W	genemark-flattened_line_8-processed-gene-2.55-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.55&CDS=1-2181
2118	OG0002118	YLL005C	genemark-flattened_line_14-processed-gene-1.147-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.147&CDS=1-2088
2119	OG0002119	YLL006W	augustus_masked-flattened_line_14-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.112&CDS=1-1218
2120	OG0002120	YLL007C	genemark-flattened_line_18-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.44&CDS=1-1872
2121	OG0002121	YLL008W	genemark-flattened_line_18-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.65&CDS=1-2319
2122	OG0002122	YLL009C	augustus_masked-flattened_line_2-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.34&CDS=1-294
2123	OG0002123	YLL010C	genemark-flattened_line_100-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.12&CDS=1-1299
2124	OG0002124	YLL011W	genemark-flattened_line_8-processed-gene-4.149-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.149&CDS=1-1404
2125	OG0002125	YLL018C-A	augustus_masked-flattened_line_84-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.11&CDS=1-288
2126	OG0002126	YLL019C	genemark-flattened_line_84-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.40&CDS=1-1971
2127	OG0002127	YLL021W	genemark-flattened_line_2-processed-gene-3.42-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.42&CDS=1-3744
2128	OG0002128	YLL026W	genemark-flattened_line_54-processed-gene-0.127-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.127&CDS=1-2718
2129	OG0002129	YLL027W	augustus_masked-flattened_line_8-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.93&CDS=1-2157
2130	OG0002130	YLL029W	genemark-flattened_line_8-processed-gene-4.183-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.183&CDS=1-2229
2131	OG0002131	YLL031C	genemark-flattened_line_6-processed-gene-4.267-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.267&CDS=1-2955
2132	OG0002132	YLL032C	genemark-flattened_line_6-processed-gene-4.269-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.269&CDS=1-2979
2133	OG0002133	YLL034C	augustus_masked-flattened_line_16-processed-gene-2.210-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.210&CDS=1-4266
2134	OG0002134	YLL035W	genemark-flattened_line_16-processed-gene-2.113-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.113&CDS=1-1893
2135	OG0002135	YLL036C	augustus_masked-flattened_line_52-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.108&CDS=1-2166
2136	OG0002136	YLL040C	genemark-flattened_line_0-processed-gene-4.48-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.48&CDS=1-9468
2137	OG0002137	YLL041C	genemark-flattened_line_18-processed-gene-1.57-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.57&CDS=1-795
2138	OG0002138	YLL048C	genemark-flattened_line_0-processed-gene-4.57-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.57&CDS=1-5871
2139	OG0002139	YLL050C	genemark-flattened_line_36-processed-gene-0.142-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.142&CDS=1-450
2140	OG0002140	YLL055W	genemark-flattened_line_24-processed-gene-1.318-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.318&CDS=1-1581
2141	OG0002141	YLL056C	genemark-flattened_line_16-processed-gene-2.122-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.122&CDS=1-897
2142	OG0002142	YLL057C	genemark-flattened_line_0-processed-gene-9.90-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.90&CDS=1-1188
2143	OG0002143	YLL063C	genemark-flattened_line_32-processed-gene-0.139-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.139&CDS=1-1308
2144	OG0002144	YLR001C	genemark-flattened_line_26-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.81&CDS=1-2691
2145	OG0002145	YLR002C	genemark-flattened_line_30-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.66&CDS=1-2037
2146	OG0002146	YLR003C	genemark-flattened_line_10-processed-gene-0.119-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.119&CDS=1-759
2147	OG0002147	YLR005W	genemark-flattened_line_30-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.65&CDS=1-1476
2148	OG0002148	YLR006C	genemark-flattened_line_64-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.34&CDS=1-1410
2149	OG0002149	YLR008C	genemark-flattened_line_34-processed-gene-0.209-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.209&CDS=1-465
2150	OG0002150	YLR009W	genemark-flattened_line_4-processed-gene-4.87-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.87&CDS=1-585
2151	OG0002151	YLR011W	genemark-flattened_line_60-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.61&CDS=1-609
2152	OG0002152	YLR014C	genemark-flattened_line_4-processed-gene-4.111-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.111&CDS=1-2640
2153	OG0002153	YLR015W	genemark-flattened_line_6-processed-gene-4.249-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.249&CDS=1-1308
2154	OG0002154	YLR016C	genemark-flattened_line_60-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.85&CDS=1-585
2155	OG0002155	YLR017W	genemark-flattened_line_38-processed-gene-0.134-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.134&CDS=1-942
2156	OG0002156	YLR022C	genemark-flattened_line_24-processed-gene-1.285-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.285&CDS=1-753
2157	OG0002157	YLR023C	genemark-flattened_line_26-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.59&CDS=1-1452
2158	OG0002158	YLR024C	augustus_masked-flattened_line_14-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.82&CDS=1-5820
2159	OG0002159	YLR026C	genemark-flattened_line_0-processed-gene-6.74-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.74&CDS=1-1491
2160	OG0002160	YLR027C	genemark-flattened_line_16-processed-gene-2.128-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.128&CDS=1-1272
2161	OG0002161	YLR032W	genemark-flattened_line_2-processed-gene-2.51-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.51&CDS=1-3444
2162	OG0002162	YLR033W	genemark-flattened_line_2-processed-gene-2.49-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.49&CDS=1-1668
2163	OG0002163	YLR034C	genemark-flattened_line_6-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.38&CDS=1-1530
2164	OG0002164	YLR035C	genemark-flattened_line_6-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.60&CDS=1-1557
2165	OG0002165	YLR038C	augustus_masked-flattened_line_16-processed-gene-2.214-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.214&CDS=1-264
2166	OG0002166	YLR040C	genemark-flattened_line_0-processed-gene-4.79-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.79&CDS=1-630
2167	OG0002167	YLR045C	genemark-flattened_line_12-processed-gene-2.77-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.77&CDS=1-2568
2168	OG0002168	YLR050C	genemark-flattened_line_4-processed-gene-1.61-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.61&CDS=1-501
2169	OG0002169	YLR051C	maker-flattened_line_14-snap-gene-3.66-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-3.66&CDS=1-3228
2170	OG0002170	YLR056W	genemark-flattened_line_46-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.71&CDS=1-1152
2171	OG0002171	YLR059C	snap_masked-flattened_line_26-processed-gene-1.78-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.78&CDS=1-1461
2172	OG0002172	YLR060W	genemark-flattened_line_14-processed-gene-3.108-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.108&CDS=1-1773
2173	OG0002173	YLR064W	genemark-flattened_line_80-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.63&CDS=1-870
2174	OG0002174	YLR066W	genemark-flattened_line_42-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.86&CDS=1-579
2175	OG0002175	YLR069C	snap_masked-flattened_line_62-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.101&CDS=1-2331
2176	OG0002176	YLR071C	genemark-flattened_line_8-processed-gene-3.73-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.73&CDS=1-3642
2177	OG0002177	YLR074C	genemark-flattened_line_38-processed-gene-0.106-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.106&CDS=1-480
2178	OG0002178	YLR075W	genemark-flattened_line_38-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.75&CDS=1-657
2179	OG0002179	YLR077W	genemark-flattened_line_30-processed-gene-1.137-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.137&CDS=1-1842
