	OrthologID	Lachancea_thermotolerans	Saccharomyces_cerevisiae
1878	OG0001878	augustus_masked-CU928169-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.80&CDS=1-435	YIL027C
1879	OG0001879	augustus_masked-CU928169-processed-gene-4.81-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.81&CDS=1-3771	YIL030C
1880	OG0001880	snap_masked-CU928169-processed-gene-4.39-mRNA-1_1&gene=snap_masked-CU928169-processed-gene-4.39&CDS=1-3111	YIL031W
1881	OG0001881	augustus_masked-CU928169-processed-gene-4.82-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.82&CDS=1-1419	YIL022W
1882	OG0001882	augustus_masked-CU928169-processed-gene-4.83-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.83&CDS=1-984	YIL021W
1883	OG0001883	augustus_masked-CU928169-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.104&CDS=1-798	YIL020C
1884	OG0001884	augustus_masked-CU928169-processed-gene-4.84-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.84&CDS=1-1002	YIL019W
1885	OG0001885	augustus_masked-CU928169-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.85&CDS=1-1398	YFR034C
1886	OG0001886	maker-CU928169-snap-gene-4.60-mRNA-1_1&gene=maker-CU928169-snap-gene-4.60&CDS=1-651	YFR032C-A
1887	OG0001887	augustus_masked-CU928169-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.87&CDS=1-873	YFR032C
1888	OG0001888	augustus_masked-CU928169-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.89&CDS=1-3510	YFR031C
1889	OG0001889	augustus_masked-CU928169-processed-gene-4.105-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.105&CDS=1-3108	YFR030W
1890	OG0001890	augustus_masked-CU928169-processed-gene-4.106-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.106&CDS=1-2709	YIL017C
1891	OG0001891	augustus_masked-CU928169-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.90&CDS=1-534	YIL016W
1892	OG0001892	augustus_masked-CU928169-processed-gene-4.91-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.91&CDS=1-705	YBR256C
1893	OG0001893	augustus_masked-CU928169-processed-gene-4.107-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.107&CDS=1-1317	YIR012W
1894	OG0001894	augustus_masked-CU928169-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.92&CDS=1-897	YIR011C
1895	OG0001895	maker-CU928169-augustus-gene-4.66-mRNA-1_1&gene=maker-CU928169-augustus-gene-4.66&CDS=1-354	YBR255C-A
1896	OG0001896	augustus_masked-CU928169-processed-gene-4.108-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.108&CDS=1-1602	YBR255W
1897	OG0001897	augustus_masked-CU928169-processed-gene-4.94-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.94&CDS=1-510	YBR254C
1898	OG0001898	augustus_masked-CU928169-processed-gene-4.109-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.109&CDS=1-1626	YIR010W
1899	OG0001899	augustus_masked-CU928169-processed-gene-4.110-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.110&CDS=1-366	YBR253W
1900	OG0001900	maker-CU928169-augustus-gene-4.68-mRNA-1_1&gene=maker-CU928169-augustus-gene-4.68&CDS=1-4881	YPR122W
1901	OG0001901	augustus_masked-CU928169-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.95&CDS=1-1224	YPR120C
1902	OG0001902	augustus_masked-CU928169-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.113&CDS=1-1461	YPR119W
1903	OG0001903	augustus_masked-CU928169-processed-gene-4.114-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.114&CDS=1-1251	YPR118W
1904	OG0001904	augustus_masked-CU928169-processed-gene-4.96-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.96&CDS=1-759	YGR106C
1905	OG0001905	augustus_masked-CU928169-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.115&CDS=1-234	YGR105W
1906	OG0001906	augustus_masked-CU928169-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.97&CDS=1-825	YGR104C
1907	OG0001907	augustus_masked-CU928169-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.116&CDS=1-1809	YGR103W
1908	OG0001908	augustus_masked-CU928169-processed-gene-4.98-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.98&CDS=1-525	YGR102C
1909	OG0001909	augustus_masked-CU928169-processed-gene-4.117-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.117&CDS=1-1002	YGR101W
1910	OG0001910	augustus_masked-CU928169-processed-gene-4.119-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.119&CDS=1-2076	YGR099W
1911	OG0001911	augustus_masked-CU928169-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.99&CDS=1-4890	YGR098C
1912	OG0001912	snap_masked-CU928169-processed-gene-4.59-mRNA-1_1&gene=snap_masked-CU928169-processed-gene-4.59&CDS=1-630	YPR116W
1913	OG0001913	maker-CU928169-snap-gene-5.67-mRNA-1_1&gene=maker-CU928169-snap-gene-5.67&CDS=1-2943	YGR097W
1914	OG0001914	augustus_masked-CU928169-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-5.36&CDS=1-924	YPR114W
1915	OG0001915	augustus_masked-CU928169-processed-gene-5.38-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-5.38&CDS=1-663	YPR113W
1916	OG0001916	augustus_masked-CU928169-processed-gene-5.40-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-5.40&CDS=1-2058	YHL032C
1917	OG0001917	augustus_masked-CU928169-processed-gene-5.41-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-5.41&CDS=1-1842	YLL043W
1918	OG0001918	genemark-CU928169-processed-gene-5.19-mRNA-1_1&gene=genemark-CU928169-processed-gene-5.19&CDS=1-642	YHL031C
1919	OG0001919	snap_masked-CU928169-processed-gene-5.91-mRNA-1_1&gene=snap_masked-CU928169-processed-gene-5.91&CDS=1-474	YLL042C
1920	OG0001920	snap_masked-CU928169-processed-gene-5.92-mRNA-1_1&gene=snap_masked-CU928169-processed-gene-5.92&CDS=1-789	YLL041C
1921	OG0001921	augustus_masked-CU928169-processed-gene-5.54-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-5.54&CDS=1-9306	YLL040C
1922	OG0001922	genemark-CU928169-processed-gene-5.8-mRNA-1_1&gene=genemark-CU928169-processed-gene-5.8&CDS=1-930	YER185W
1923	OG0001923	augustus_masked-CU928169-processed-gene-5.43-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-5.43&CDS=1-5541	YHL030W
1924	OG0001924	augustus_masked-CU928169-processed-gene-5.55-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-5.55&CDS=1-765	YLL038C
1925	OG0001925	augustus_masked-CU928169-processed-gene-5.57-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-5.57&CDS=1-1698	YHL029C
1926	OG0001926	augustus_masked-CU928169-processed-gene-5.44-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-5.44&CDS=1-558	YHL028W
1927	OG0001927	augustus_masked-CU928169-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-5.45&CDS=1-3120	YLL035W
1928	OG0001928	genemark-CU928169-processed-gene-5.28-mRNA-1_1&gene=genemark-CU928169-processed-gene-5.28&CDS=1-2457	YLL034C
1929	OG0001929	snap_masked-CU928169-processed-gene-5.81-mRNA-1_1&gene=snap_masked-CU928169-processed-gene-5.81&CDS=1-513	YLL033W
1930	OG0001930	snap_masked-CU928169-processed-gene-5.100-mRNA-1_1&gene=snap_masked-CU928169-processed-gene-5.100&CDS=1-2091	YLL032C
1931	OG0001931	snap_masked-CU928169-processed-gene-5.82-mRNA-1_1&gene=snap_masked-CU928169-processed-gene-5.82&CDS=1-906	YHL025W
1932	OG0001932	augustus_masked-CU928169-processed-gene-5.60-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-5.60&CDS=1-3048	YLL031C
1933	OG0001933	augustus_masked-CU928169-processed-gene-5.47-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-5.47&CDS=1-1842	YLL028W
1934	OG0001934	genemark-CU928169-processed-gene-5.14-mRNA-1_1&gene=genemark-CU928169-processed-gene-5.14&CDS=1-2172	YLL029W
1935	OG0001935	genemark-CU928169-processed-gene-5.15-mRNA-1_1&gene=genemark-CU928169-processed-gene-5.15&CDS=1-789	YLL027W
1936	OG0001936	augustus_masked-CU928169-processed-gene-5.49-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-5.49&CDS=1-2721	YLL026W
1937	OG0001937	augustus_masked-CU928169-processed-gene-5.50-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-5.50&CDS=1-2325	YHL024W
1938	OG0001938	augustus_masked-CU928169-processed-gene-5.62-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-5.62&CDS=1-2607	YHL023C
1939	OG0001939	augustus_masked-CU928169-processed-gene-5.63-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-5.63&CDS=1-606	YGL200C
1940	OG0001940	augustus_masked-CU928169-processed-gene-5.51-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-5.51&CDS=1-729	YGL198W
1941	OG0001941	augustus_masked-CU928169-processed-gene-6.97-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-6.97&CDS=1-8019	YGL195W
1942	OG0001942	augustus_masked-CU928169-processed-gene-6.99-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-6.99&CDS=1-1347	YGL194C
1943	OG0001943	augustus_masked-CU928169-processed-gene-6.98-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-6.98&CDS=1-1908	YGL192W
1944	OG0001944	augustus_masked-CU928169-processed-gene-6.117-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-6.117&CDS=1-1380	YGL190C
1945	OG0001945	augustus_masked-CU928169-processed-gene-6.119-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-6.119&CDS=1-465	YGL187C
1946	OG0001946	maker-CU928169-augustus-gene-6.0-mRNA-1_1&gene=maker-CU928169-augustus-gene-6.0&CDS=1-2775	YGL186C
1947	OG0001947	augustus_masked-CU928169-processed-gene-6.121-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-6.121&CDS=1-1380	YGL184C
1948	OG0001948	augustus_masked-CU928169-processed-gene-6.101-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-6.101&CDS=1-1164	YER130C
1949	OG0001949	genemark-CU928169-processed-gene-6.78-mRNA-1_1&gene=genemark-CU928169-processed-gene-6.78&CDS=1-537	YGL183C
1950	OG0001950	augustus_masked-CU928169-processed-gene-6.102-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-6.102&CDS=1-1053	YGL181W
1951	OG0001951	augustus_masked-CU928169-processed-gene-6.103-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-6.103&CDS=1-2619	YGL180W
1952	OG0001952	augustus_masked-CU928169-processed-gene-6.123-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-6.123&CDS=1-3426	YER129W
1953	OG0001953	snap_masked-CU928169-processed-gene-6.31-mRNA-1_1&gene=snap_masked-CU928169-processed-gene-6.31&CDS=1-618	YER128W
1954	OG0001954	augustus_masked-CU928169-processed-gene-6.125-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-6.125&CDS=1-1116	YER127W
1955	OG0001955	augustus_masked-CU928169-processed-gene-6.104-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-6.104&CDS=1-783	YER126C
1956	OG0001956	augustus_masked-CU928169-processed-gene-6.105-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-6.105&CDS=1-2196	YGL178W
1957	OG0001957	snap_masked-CU928169-processed-gene-6.33-mRNA-1_1&gene=snap_masked-CU928169-processed-gene-6.33&CDS=1-1509	YGL176C
1958	OG0001958	augustus_masked-CU928169-processed-gene-6.127-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-6.127&CDS=1-2373	YER125W
1959	OG0001959	snap_masked-CU928169-processed-gene-6.12-mRNA-1_1&gene=snap_masked-CU928169-processed-gene-6.12&CDS=1-1662	YER124C
1960	OG0001960	augustus_masked-CU928169-processed-gene-6.107-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-6.107&CDS=1-873	YPR023C
1961	OG0001961	augustus_masked-CU928169-processed-gene-6.108-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-6.108&CDS=1-2646	YPR021C
1962	OG0001962	snap_masked-CU928169-processed-gene-6.36-mRNA-1_1&gene=snap_masked-CU928169-processed-gene-6.36&CDS=1-1086	YGL175C
1963	OG0001963	augustus_masked-CU928169-processed-gene-6.109-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-6.109&CDS=1-819	YGL174W
1964	OG0001964	augustus_masked-CU928169-processed-gene-6.130-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-6.130&CDS=1-4488	YGL173C
1965	OG0001965	augustus_masked-CU928169-processed-gene-6.110-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-6.110&CDS=1-1605	YGL172W
1966	OG0001966	augustus_masked-CU928169-processed-gene-6.131-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-6.131&CDS=1-2076	YLL019C
1967	OG0001967	augustus_masked-CU928169-processed-gene-6.112-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-6.112&CDS=1-1221	YGR149W
1968	OG0001968	augustus_masked-CU928169-processed-gene-6.133-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-6.133&CDS=1-2613	YGR150C
1969	OG0001969	augustus_masked-CU928169-processed-gene-6.113-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-6.113&CDS=1-396	YGL029W
1970	OG0001970	snap_masked-CU928169-processed-gene-6.41-mRNA-1_1&gene=snap_masked-CU928169-processed-gene-6.41&CDS=1-1686	YGL028C
1971	OG0001971	augustus_masked-CU928169-processed-gene-6.135-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-6.135&CDS=1-2412	YGL027C
1972	OG0001972	snap_masked-CU928169-processed-gene-6.43-mRNA-1_1&gene=snap_masked-CU928169-processed-gene-6.43&CDS=1-2700	YBL014C
1973	OG0001973	augustus_masked-CU928169-processed-gene-6.137-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-6.137&CDS=1-2127	YGL026C
1974	OG0001974	snap_masked-CU928169-processed-gene-6.45-mRNA-1_1&gene=snap_masked-CU928169-processed-gene-6.45&CDS=1-1056	YGL025C
1975	OG0001975	augustus_masked-CU928169-processed-gene-6.115-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-6.115&CDS=1-834	YBL013W
1976	OG0001976	augustus_masked-CU928169-processed-gene-6.139-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-6.139&CDS=1-1560	YGL023C
1977	OG0001977	augustus_masked-CU928169-processed-gene-7.0-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-7.0&CDS=1-2190	YGL022W
1978	OG0001978	augustus_masked-CU928169-processed-gene-7.4-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-7.4&CDS=1-720	YBL010C
1979	OG0001979	snap_masked-CU928169-processed-gene-7.91-mRNA-1_1&gene=snap_masked-CU928169-processed-gene-7.91&CDS=1-1884	YBL009W
1980	OG0001980	augustus_masked-CU928169-processed-gene-7.5-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-7.5&CDS=1-585	YGL020C
1981	OG0001981	augustus_masked-CU928169-processed-gene-7.2-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-7.2&CDS=1-750	YGL019W
1982	OG0001982	augustus_masked-CU928169-processed-gene-7.6-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-7.6&CDS=1-558	YGL018C
1983	OG0001983	genemark-CU928169-processed-gene-7.45-mRNA-1_1&gene=genemark-CU928169-processed-gene-7.45&CDS=1-4680	YGL016W
1984	OG0001984	maker-CU928169-augustus-gene-7.143-mRNA-1_1&gene=maker-CU928169-augustus-gene-7.143&CDS=1-2571	YBL008W
1985	OG0001985	genemark-CU928169-processed-gene-7.51-mRNA-1_1&gene=genemark-CU928169-processed-gene-7.51&CDS=1-2349	YGL009C
1986	OG0001986	augustus_masked-CU928169-processed-gene-7.23-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-7.23&CDS=1-4245	YBL007C
1987	OG0001987	augustus_masked-CU928169-processed-gene-7.9-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-7.9&CDS=1-738	YGL011C
1988	OG0001988	augustus_masked-CU928169-processed-gene-7.24-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-7.24&CDS=1-600	YBL006C
1989	OG0001989	augustus_masked-CU928169-processed-gene-7.25-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-7.25&CDS=1-1392	YGL012W
1990	OG0001990	augustus_masked-CU928169-processed-gene-7.26-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-7.26&CDS=1-2130	YGL014W
1991	OG0001991	augustus_masked-CU928169-processed-gene-7.27-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-7.27&CDS=1-2703	YGL008C
1992	OG0001992	augustus_masked-CU928169-processed-gene-7.28-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-7.28&CDS=1-858	YAR008W
1993	OG0001993	augustus_masked-CU928169-processed-gene-7.13-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-7.13&CDS=1-3714	YGL006W
1994	OG0001994	augustus_masked-CU928169-processed-gene-7.29-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-7.29&CDS=1-762	YGL005C
1995	OG0001995	augustus_masked-CU928169-processed-gene-7.30-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-7.30&CDS=1-1230	YGL004C
1996	OG0001996	genemark-CU928169-processed-gene-7.58-mRNA-1_1&gene=genemark-CU928169-processed-gene-7.58&CDS=1-1872	YAR007C
1997	OG0001997	augustus_masked-CU928169-processed-gene-7.31-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-7.31&CDS=1-1668	YGL003C
1998	OG0001998	augustus_masked-CU928169-processed-gene-7.32-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-7.32&CDS=1-1311	YAR003W
1999	OG0001999	augustus_masked-CU928169-processed-gene-7.15-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-7.15&CDS=1-657	YAR002C-A
2000	OG0002000	augustus_masked-CU928169-processed-gene-7.33-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-7.33&CDS=1-1329	YAR002W
2001	OG0002001	augustus_masked-CU928169-processed-gene-7.34-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-7.34&CDS=1-3474	YAL001C
2002	OG0002002	genemark-CU928169-processed-gene-7.61-mRNA-1_1&gene=genemark-CU928169-processed-gene-7.61&CDS=1-765	YGR001C
2003	OG0002003	augustus_masked-CU928169-processed-gene-7.17-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-7.17&CDS=1-1053	YGL001C
2004	OG0002004	augustus_masked-CU928169-processed-gene-7.35-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-7.35&CDS=1-3726	YAL002W
2005	OG0002005	maker-CU928169-augustus-gene-7.145-mRNA-1_1&gene=maker-CU928169-augustus-gene-7.145&CDS=1-624	YAL003W
2006	OG0002006	augustus_masked-CU928169-processed-gene-7.18-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-7.18&CDS=1-1080	YLR321C
2007	OG0002007	augustus_masked-CU928169-processed-gene-7.37-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-7.37&CDS=1-969	YLR316C
2008	OG0002008	augustus_masked-CU928169-processed-gene-7.19-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-7.19&CDS=1-2562	YLR318W
2009	OG0002009	augustus_masked-CU928169-processed-gene-7.38-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-7.38&CDS=1-2148	YLR319C
2010	OG0002010	augustus_masked-CU928169-processed-gene-7.20-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-7.20&CDS=1-4344	YLR320W
2011	OG0002011	augustus_masked-CU928169-processed-gene-7.39-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-7.39&CDS=1-1374	YGR002C
2012	OG0002012	augustus_masked-CU928169-processed-gene-7.21-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-7.21&CDS=1-2178	YGR003W
2013	OG0002013	augustus_masked-CU928169-processed-gene-7.40-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-7.40&CDS=1-750	YLR323C
2014	OG0002014	augustus_masked-CU928169-processed-gene-7.22-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-7.22&CDS=1-1566	YLR324W
2015	OG0002015	maker-CU928169-augustus-gene-7.146-mRNA-1_1&gene=maker-CU928169-augustus-gene-7.146&CDS=1-1404	YGR005C
2016	OG0002016	augustus_masked-CU928169-processed-gene-8.0-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-8.0&CDS=1-2352	YGR007W
2017	OG0002017	augustus_masked-CU928169-processed-gene-8.2-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-8.2&CDS=1-258	YGR008C
2018	OG0002018	augustus_masked-CU928169-processed-gene-8.4-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-8.4&CDS=1-1173	YGR012W
2019	OG0002019	augustus_masked-CU928169-processed-gene-8.5-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-8.5&CDS=1-1680	YGR013W
2020	OG0002020	augustus_masked-CU928169-processed-gene-8.27-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-8.27&CDS=1-930	YGR015C
2021	OG0002021	augustus_masked-CU928169-processed-gene-8.7-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-8.7&CDS=1-573	YGR016W
2022	OG0002022	augustus_masked-CU928169-processed-gene-8.8-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-8.8&CDS=1-1923	YMR119W
2023	OG0002023	augustus_masked-CU928169-processed-gene-8.28-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-8.28&CDS=1-1773	YMR120C
2024	OG0002024	augustus_masked-CU928169-processed-gene-8.9-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-8.9&CDS=1-357	YMR123W
2025	OG0002025	augustus_masked-CU928169-processed-gene-8.10-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-8.10&CDS=1-2784	YMR124W
2026	OG0002026	augustus_masked-CU928169-processed-gene-8.11-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-8.11&CDS=1-2583	YMR125W
2027	OG0002027	augustus_masked-CU928169-processed-gene-8.31-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-8.31&CDS=1-1065	YMR126C
2028	OG0002028	augustus_masked-CU928169-processed-gene-8.12-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-8.12&CDS=1-3444	YLR032W
2029	OG0002029	augustus_masked-CU928169-processed-gene-8.32-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-8.32&CDS=1-942	YMR127C
2030	OG0002030	maker-CU928169-augustus-gene-8.141-mRNA-1_1&gene=maker-CU928169-augustus-gene-8.141&CDS=1-5295	YMR128W
2031	OG0002031	augustus_masked-CU928169-processed-gene-8.33-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-8.33&CDS=1-1413	YLR034C
2032	OG0002032	augustus_masked-CU928169-processed-gene-8.14-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-8.14&CDS=1-3807	YMR129W
