	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035640_Yamadazyma_philogaea
1474	OG0001474	YGR189C	maker-NODE_9_length_359155_cov_29.4677_ID_17-augustus-gene-2.257-mRNA-1_1&gene=maker-NODE_9_length_359155_cov_29.4677_ID_17-augustus-gene-2.257&CDS=1-1764
1475	OG0001475	YGR193C	augustus_masked-NODE_18_length_255309_cov_31.6668_ID_35-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_18_length_255309_cov_31.6668_ID_35-processed-gene-0.29&CDS=1-1260
1476	OG0001476	YGR194C	augustus_masked-NODE_17_length_272631_cov_28.4445_ID_33-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-NODE_17_length_272631_cov_28.4445_ID_33-processed-gene-1.16&CDS=1-1836
1477	OG0001477	YGR195W	genemark-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-4.22-mRNA-1_1&gene=genemark-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-4.22&CDS=1-726
1478	OG0001478	YGR202C	augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-2.35&CDS=1-1239
1479	OG0001479	YGR205W	augustus_masked-NODE_16_length_273302_cov_29.6828_ID_31-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-NODE_16_length_273302_cov_29.6828_ID_31-processed-gene-1.42&CDS=1-1137
1480	OG0001480	YGR207C	augustus_masked-NODE_16_length_273302_cov_29.6828_ID_31-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NODE_16_length_273302_cov_29.6828_ID_31-processed-gene-1.41&CDS=1-765
1481	OG0001481	YGR208W	augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-2.48&CDS=1-915
1482	OG0001482	YGR210C	augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-2.155-mRNA-1_1&gene=augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-2.155&CDS=1-1233
1483	OG0001483	YGR211W	augustus_masked-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-0.22&CDS=1-1503
1484	OG0001484	YGR215W	augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-5.107&CDS=1-306
1485	OG0001485	YGR217W	augustus_masked-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-0.36&CDS=1-6708
1486	OG0001486	YGR218W	augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-3.195-mRNA-1_1&gene=augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-3.195&CDS=1-3243
1487	OG0001487	YGR223C	augustus_masked-NODE_17_length_272631_cov_28.4445_ID_33-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NODE_17_length_272631_cov_28.4445_ID_33-processed-gene-1.20&CDS=1-1284
1488	OG0001488	YGR225W	genemark-NODE_22_length_176022_cov_30.2748_ID_43-processed-gene-0.236-mRNA-1_1&gene=genemark-NODE_22_length_176022_cov_30.2748_ID_43-processed-gene-0.236&CDS=1-1434
1489	OG0001489	YGR227W	augustus_masked-NODE_22_length_176022_cov_30.2748_ID_43-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_22_length_176022_cov_30.2748_ID_43-processed-gene-0.122&CDS=1-1488
1490	OG0001490	YGR229C	augustus_masked-NODE_22_length_176022_cov_30.2748_ID_43-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-NODE_22_length_176022_cov_30.2748_ID_43-processed-gene-0.153&CDS=1-1428
1491	OG0001491	YGR231C	augustus_masked-NODE_22_length_176022_cov_30.2748_ID_43-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_22_length_176022_cov_30.2748_ID_43-processed-gene-0.121&CDS=1-903
1492	OG0001492	YGR232W	augustus_masked-NODE_22_length_176022_cov_30.2748_ID_43-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-NODE_22_length_176022_cov_30.2748_ID_43-processed-gene-0.148&CDS=1-678
1493	OG0001493	YGR233C	augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-3.193-mRNA-1_1&gene=augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-3.193&CDS=1-3687
1494	OG0001494	YGR234W	augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-3.78&CDS=1-1161
1495	OG0001495	YGR237C	augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-1.58&CDS=1-1716
1496	OG0001496	YGR244C	augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-1.91&CDS=1-1236
1497	OG0001497	YGR245C	augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-1.88&CDS=1-2229
1498	OG0001498	YGR246C	maker-NODE_9_length_359155_cov_29.4677_ID_17-snap-gene-1.3-mRNA-1_1&gene=maker-NODE_9_length_359155_cov_29.4677_ID_17-snap-gene-1.3&CDS=1-2028
1499	OG0001499	YGR252W	augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-1.99&CDS=1-2994
1500	OG0001500	YGR253C	augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-1.92&CDS=1-759
1501	OG0001501	YGR254W	augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-4.144-mRNA-1_1&gene=augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-4.144&CDS=1-1317
1502	OG0001502	YGR255C	augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-1.73&CDS=1-1428
1503	OG0001503	YGR257C	augustus_masked-NODE_14_length_296638_cov_28.971_ID_27-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-NODE_14_length_296638_cov_28.971_ID_27-processed-gene-1.136&CDS=1-1152
1504	OG0001504	YGR258C	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-6.103-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-6.103&CDS=1-2994
1505	OG0001505	YGR261C	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-6.102-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-6.102&CDS=1-2544
1506	OG0001506	YGR262C	augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-1.34&CDS=1-756
1507	OG0001507	YGR263C	augustus_masked-NODE_19_length_222602_cov_29.8229_ID_37-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_19_length_222602_cov_29.8229_ID_37-processed-gene-0.107&CDS=1-1185
1508	OG0001508	YGR264C	genemark-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-3.10-mRNA-1_1&gene=genemark-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-3.10&CDS=1-2427
1509	OG0001509	YGR266W	maker-NODE_5_length_517651_cov_49.9611_ID_9-augustus-gene-1.139-mRNA-1_1&gene=maker-NODE_5_length_517651_cov_49.9611_ID_9-augustus-gene-1.139&CDS=1-4950
1510	OG0001510	YGR267C	genemark-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-3.9-mRNA-1_1&gene=genemark-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-3.9&CDS=1-825
1511	OG0001511	YGR270W	augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-1.37&CDS=1-3699
1512	OG0001512	YGR271C-A	augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-3.50&CDS=1-813
1513	OG0001513	YGR274C	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-1.74&CDS=1-3216
1514	OG0001514	YGR276C	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-1.59&CDS=1-1845
1515	OG0001515	YGR277C	augustus_masked-NODE_24_length_168944_cov_30.0467_ID_47-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_24_length_168944_cov_30.0467_ID_47-processed-gene-0.130&CDS=1-837
1516	OG0001516	YGR280C	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-0.41&CDS=1-4263
1517	OG0001517	YGR282C	maker-NODE_39_length_75211_cov_36.8898_ID_77-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_39_length_75211_cov_36.8898_ID_77-augustus-gene-0.3&CDS=1-921
1518	OG0001518	YGR284C	genemark-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-4.23-mRNA-1_1&gene=genemark-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-4.23&CDS=1-927
1519	OG0001519	YGR285C	augustus_masked-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-2.8&CDS=1-1245
1520	OG0001520	YHL002W	maker-NODE_31_length_112976_cov_35.8483_ID_61-augustus-gene-0.150-mRNA-1_1&gene=maker-NODE_31_length_112976_cov_35.8483_ID_61-augustus-gene-0.150&CDS=1-1857
1521	OG0001521	YHL004W	augustus_masked-NODE_31_length_112976_cov_35.8483_ID_61-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_31_length_112976_cov_35.8483_ID_61-processed-gene-0.34&CDS=1-1308
1522	OG0001522	YHL008C	augustus_masked-NODE_17_length_272631_cov_28.4445_ID_33-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_17_length_272631_cov_28.4445_ID_33-processed-gene-0.22&CDS=1-1632
1523	OG0001523	YHL010C	genemark-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-2.95-mRNA-1_1&gene=genemark-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-2.95&CDS=1-1746
1524	OG0001524	YHL011C	genemark-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-2.94-mRNA-1_1&gene=genemark-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-2.94&CDS=1-960
1525	OG0001525	YHL013C	augustus_masked-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-1.61&CDS=1-951
1526	OG0001526	YHL014C	augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-2.129&CDS=1-1227
1527	OG0001527	YHL015W	augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-1.78&CDS=1-354
1528	OG0001528	YHL016C	augustus_masked-NODE_18_length_255309_cov_31.6668_ID_35-processed-gene-1.175-mRNA-1_1&gene=augustus_masked-NODE_18_length_255309_cov_31.6668_ID_35-processed-gene-1.175&CDS=1-2187
1529	OG0001529	YHL020C	genemark-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-9.52-mRNA-1_1&gene=genemark-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-9.52&CDS=1-1245
1530	OG0001530	YHL021C	augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-0.69&CDS=1-1320
1531	OG0001531	YHL022C	snap_masked-NODE_32_length_101458_cov_32.2867_ID_63-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_32_length_101458_cov_32.2867_ID_63-processed-gene-0.30&CDS=1-804
1532	OG0001532	YHL024W	genemark-NODE_40_length_64544_cov_36.0662_ID_79-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_40_length_64544_cov_36.0662_ID_79-processed-gene-0.31&CDS=1-1644
1533	OG0001533	YHL027W	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-6.133-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-6.133&CDS=1-1485
1534	OG0001534	YHL028W	snap_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-6.50-mRNA-1_1&gene=snap_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-6.50&CDS=1-1326
1535	OG0001535	YHL029C	augustus_masked-NODE_24_length_168944_cov_30.0467_ID_47-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_24_length_168944_cov_30.0467_ID_47-processed-gene-0.109&CDS=1-1809
1536	OG0001536	YHL030W	augustus_masked-NODE_24_length_168944_cov_30.0467_ID_47-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_24_length_168944_cov_30.0467_ID_47-processed-gene-0.110&CDS=1-5418
1537	OG0001537	YHL031C	genemark-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-4.127-mRNA-1_1&gene=genemark-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-4.127&CDS=1-663
1538	OG0001538	YHL032C	augustus_masked-NODE_14_length_296638_cov_28.971_ID_27-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-NODE_14_length_296638_cov_28.971_ID_27-processed-gene-1.109&CDS=1-1893
1539	OG0001539	YHL036W	genemark-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-1.79-mRNA-1_1&gene=genemark-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-1.79&CDS=1-1665
1540	OG0001540	YHR002W	genemark-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-1.64-mRNA-1_1&gene=genemark-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-1.64&CDS=1-1245
1541	OG0001541	YHR004C	maker-NODE_3_length_574896_cov_30.1526_ID_5-snap-gene-4.6-mRNA-1_1&gene=maker-NODE_3_length_574896_cov_30.1526_ID_5-snap-gene-4.6&CDS=1-1035
1542	OG0001542	YHR005C	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-10.99-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-10.99&CDS=1-2673
1543	OG0001543	YHR005C-A	genemark-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-3.64-mRNA-1_1&gene=genemark-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-3.64&CDS=1-309
1544	OG0001544	YHR007C	augustus_masked-NODE_25_length_160743_cov_28.9188_ID_49-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_25_length_160743_cov_28.9188_ID_49-processed-gene-0.119&CDS=1-1584
1545	OG0001545	YHR008C	maker-NODE_6_length_485873_cov_30.1022_ID_11-augustus-gene-1.135-mRNA-1_1&gene=maker-NODE_6_length_485873_cov_30.1022_ID_11-augustus-gene-1.135&CDS=1-1284
1546	OG0001546	YHR009C	genemark-NODE_49_length_20305_cov_32.4381_ID_97-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_49_length_20305_cov_32.4381_ID_97-processed-gene-0.22&CDS=1-1506
1547	OG0001547	YHR011W	augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-1.50&CDS=1-1320
1548	OG0001548	YHR012W	augustus_masked-NODE_16_length_273302_cov_29.6828_ID_31-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NODE_16_length_273302_cov_29.6828_ID_31-processed-gene-1.33&CDS=1-1008
1549	OG0001549	YHR013C	augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-0.107&CDS=1-1338
1550	OG0001550	YHR016C	augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-2.76&CDS=1-1254
1551	OG0001551	YHR018C	augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-1.53&CDS=1-1389
1552	OG0001552	YHR019C	augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-1.52&CDS=1-1650
1553	OG0001553	YHR020W	augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-1.66&CDS=1-2043
1554	OG0001554	YHR025W	maker-NODE_25_length_160743_cov_28.9188_ID_49-augustus-gene-0.6-mRNA-1_1&gene=maker-NODE_25_length_160743_cov_28.9188_ID_49-augustus-gene-0.6&CDS=1-3957
1555	OG0001555	YHR026W	genemark-NODE_20_length_215016_cov_30.8952_ID_39-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_20_length_215016_cov_30.8952_ID_39-processed-gene-0.75&CDS=1-585
1556	OG0001556	YHR027C	augustus_masked-NODE_20_length_215016_cov_30.8952_ID_39-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NODE_20_length_215016_cov_30.8952_ID_39-processed-gene-0.132&CDS=1-2865
1557	OG0001557	YHR028C	maker-NODE_2_length_752566_cov_29.4242_ID_3-augustus-gene-4.154-mRNA-1_1&gene=maker-NODE_2_length_752566_cov_29.4242_ID_3-augustus-gene-4.154&CDS=1-2964
1558	OG0001558	YHR030C	augustus_masked-NODE_14_length_296638_cov_28.971_ID_27-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_14_length_296638_cov_28.971_ID_27-processed-gene-0.61&CDS=1-1497
1559	OG0001559	YHR037W	augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-1.77&CDS=1-1680
1560	OG0001560	YHR038W	augustus_masked-NODE_21_length_186516_cov_33.4099_ID_41-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-NODE_21_length_186516_cov_33.4099_ID_41-processed-gene-0.163&CDS=1-747
1561	OG0001561	YHR039C	augustus_masked-NODE_29_length_118492_cov_32.443_ID_57-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-NODE_29_length_118492_cov_32.443_ID_57-processed-gene-0.155&CDS=1-3888
1562	OG0001562	YHR040W	genemark-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-0.79&CDS=1-1098
1563	OG0001563	YHR042W	genemark-NODE_34_length_92202_cov_29.9049_ID_67-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_34_length_92202_cov_29.9049_ID_67-processed-gene-0.54&CDS=1-2034
1564	OG0001564	YHR045W	genemark-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-10.66-mRNA-1_1&gene=genemark-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-10.66&CDS=1-1467
1565	OG0001565	YHR051W	augustus_masked-NODE_21_length_186516_cov_33.4099_ID_41-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-NODE_21_length_186516_cov_33.4099_ID_41-processed-gene-0.156&CDS=1-444
1566	OG0001566	YHR062C	augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-1.56&CDS=1-894
1567	OG0001567	YHR063C	snap_masked-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-1.38-mRNA-1_1&gene=snap_masked-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-1.38&CDS=1-1134
1568	OG0001568	YHR064C	augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-3.57&CDS=1-1638
1569	OG0001569	YHR068W	augustus_masked-NODE_25_length_160743_cov_28.9188_ID_49-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-NODE_25_length_160743_cov_28.9188_ID_49-processed-gene-0.141&CDS=1-1134
1570	OG0001570	YHR069C	augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-0.53&CDS=1-1023
1571	OG0001571	YHR070W	augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-0.71&CDS=1-3654
1572	OG0001572	YHR072W	augustus_masked-NODE_10_length_332822_cov_29.6476_ID_19-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-NODE_10_length_332822_cov_29.6476_ID_19-processed-gene-1.39&CDS=1-3045
1573	OG0001573	YHR072W-A	snap_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-3.101-mRNA-1_1&gene=snap_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-3.101&CDS=1-177
1574	OG0001574	YHR073W	snap_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-0.114&CDS=1-2568
1575	OG0001575	YHR074W	maker-NODE_19_length_222602_cov_29.8229_ID_37-augustus-gene-1.6-mRNA-1_1&gene=maker-NODE_19_length_222602_cov_29.8229_ID_37-augustus-gene-1.6&CDS=1-3303
1576	OG0001576	YHR075C	augustus_masked-NODE_19_length_222602_cov_29.8229_ID_37-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-NODE_19_length_222602_cov_29.8229_ID_37-processed-gene-1.137&CDS=1-1161
1577	OG0001577	YHR076W	augustus_masked-NODE_15_length_274748_cov_30.1148_ID_29-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-NODE_15_length_274748_cov_30.1148_ID_29-processed-gene-0.139&CDS=1-1053
1578	OG0001578	YHR077C	snap_masked-NODE_15_length_274748_cov_30.1148_ID_29-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_15_length_274748_cov_30.1148_ID_29-processed-gene-0.31&CDS=1-3063
1579	OG0001579	YHR078W	genemark-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-4.19-mRNA-1_1&gene=genemark-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-4.19&CDS=1-1764
1580	OG0001580	YHR079C	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-1.85&CDS=1-3423
1581	OG0001581	YHR081W	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-1.68&CDS=1-456
1582	OG0001582	YHR082C	maker-NODE_1_length_1146432_cov_29.4029_ID_1-snap-gene-1.144-mRNA-1_1&gene=maker-NODE_1_length_1146432_cov_29.4029_ID_1-snap-gene-1.144&CDS=1-3336
1583	OG0001583	YHR083W	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-2.105&CDS=1-819
1584	OG0001584	YHR084W	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-1.53&CDS=1-1569
1585	OG0001585	YHR085W	augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-6.118-mRNA-1_1&gene=augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-6.118&CDS=1-888
1586	OG0001586	YHR087W	augustus_masked-NODE_29_length_118492_cov_32.443_ID_57-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-NODE_29_length_118492_cov_32.443_ID_57-processed-gene-0.156&CDS=1-336
