	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041862_Candida_golubevii
1365	OG0001365	YGL008C	augustus_masked-flattened_line_72-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.26&CDS=1-2685
1366	OG0001366	YGL009C	augustus_masked-flattened_line_20-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.54&CDS=1-2391
1367	OG0001367	YGL010W	augustus_masked-flattened_line_24-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.5&CDS=1-570
1368	OG0001368	YGL011C	augustus_masked-flattened_line_72-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.6&CDS=1-741
1369	OG0001369	YGL012W	maker-flattened_line_72-snap-gene-0.69-mRNA-1_1&gene=maker-flattened_line_72-snap-gene-0.69&CDS=1-5715
1370	OG0001370	YGL016W	augustus_masked-flattened_line_114-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.65&CDS=1-3039
1371	OG0001371	YGL017W	augustus_masked-flattened_line_24-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.80&CDS=1-1701
1372	OG0001372	YGL018C	augustus_masked-flattened_line_44-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.182&CDS=1-681
1373	OG0001373	YGL019W	augustus_masked-flattened_line_44-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.154&CDS=1-831
1374	OG0001374	YGL020C	augustus_masked-flattened_line_44-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.181&CDS=1-654
1375	OG0001375	YGL022W	augustus_masked-flattened_line_24-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.26&CDS=1-2232
1376	OG0001376	YGL023C	augustus_masked-flattened_line_24-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.29&CDS=1-2544
1377	OG0001377	YGL026C	augustus_masked-flattened_line_2-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.10&CDS=1-2103
1378	OG0001378	YGL027C	augustus_masked-flattened_line_10-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.64&CDS=1-2496
1379	OG0001379	YGL028C	augustus_masked-flattened_line_274-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_274-processed-gene-0.5&CDS=1-1482
1380	OG0001380	YGL030W	augustus_masked-flattened_line_10-processed-gene-2.153-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.153&CDS=1-315
1381	OG0001381	YGL037C	augustus_masked-flattened_line_136-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.32&CDS=1-714
1382	OG0001382	YGL040C	augustus_masked-flattened_line_0-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.67&CDS=1-1026
1383	OG0001383	YGL043W	augustus_masked-flattened_line_208-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_208-processed-gene-0.37&CDS=1-879
1384	OG0001384	YGL044C	augustus_masked-flattened_line_208-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_208-processed-gene-0.45&CDS=1-1962
1385	OG0001385	YGL045W	augustus_masked-flattened_line_76-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.90&CDS=1-2178
1386	OG0001386	YGL047W	augustus_masked-flattened_line_2-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.26&CDS=1-621
1387	OG0001387	YGL048C	augustus_masked-flattened_line_6-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.14&CDS=1-1200
1388	OG0001388	YGL050W	augustus_masked-flattened_line_134-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.69&CDS=1-804
1389	OG0001389	YGL055W	augustus_masked-flattened_line_216-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_216-processed-gene-0.3&CDS=1-1452
1390	OG0001390	YGL058W	augustus_masked-flattened_line_110-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.15&CDS=1-501
1391	OG0001391	YGL059W	augustus_masked-flattened_line_290-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_290-processed-gene-0.0&CDS=1-1461
1392	OG0001392	YGL062W	augustus_masked-flattened_line_6-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.26&CDS=1-3531
1393	OG0001393	YGL064C	augustus_masked-flattened_line_168-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_168-processed-gene-0.7&CDS=1-1728
1394	OG0001394	YGL065C	augustus_masked-flattened_line_4-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.106&CDS=1-1386
1395	OG0001395	YGL066W	augustus_masked-flattened_line_4-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.125&CDS=1-1431
1396	OG0001396	YGL067W	genemark-flattened_line_194-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_194-processed-gene-0.14&CDS=1-1284
1397	OG0001397	YGL068W	augustus_masked-flattened_line_184-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_184-processed-gene-0.55&CDS=1-504
1398	OG0001398	YGL070C	augustus_masked-flattened_line_184-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_184-processed-gene-0.45&CDS=1-336
1399	OG0001399	YGL073W	augustus_masked-flattened_line_22-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.71&CDS=1-1824
1400	OG0001400	YGL077C	augustus_masked-flattened_line_34-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.99&CDS=1-1581
1401	OG0001401	YGL078C	augustus_masked-flattened_line_4-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.114&CDS=1-1596
1402	OG0001402	YGL079W	snap_masked-flattened_line_46-processed-gene-0.151-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.151&CDS=1-678
1403	OG0001403	YGL080W	augustus_masked-flattened_line_2-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.101&CDS=1-324
1404	OG0001404	YGL083W	augustus_masked-flattened_line_14-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.36&CDS=1-2541
1405	OG0001405	YGL084C	augustus_masked-flattened_line_22-processed-gene-1.194-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.194&CDS=1-1854
1406	OG0001406	YGL085W	genemark-flattened_line_22-processed-gene-1.105-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.105&CDS=1-684
1407	OG0001407	YGL086W	augustus_masked-flattened_line_22-processed-gene-1.193-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.193&CDS=1-2007
1408	OG0001408	YGL087C	augustus_masked-flattened_line_22-processed-gene-1.170-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.170&CDS=1-411
1409	OG0001409	YGL091C	augustus_masked-flattened_line_208-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_208-processed-gene-0.41&CDS=1-981
1410	OG0001410	YGL092W	augustus_masked-flattened_line_208-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_208-processed-gene-0.40&CDS=1-3180
1411	OG0001411	YGL094C	augustus_masked-flattened_line_42-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.89&CDS=1-3657
1412	OG0001412	YGL095C	augustus_masked-flattened_line_142-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_142-processed-gene-0.52&CDS=1-1896
1413	OG0001413	YGL099W	augustus_masked-flattened_line_156-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_156-processed-gene-0.29&CDS=1-2550
1414	OG0001414	YGL100W	augustus_masked-flattened_line_120-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.20&CDS=1-1119
1415	OG0001415	YGL103W	augustus_masked-flattened_line_0-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.44&CDS=1-447
1416	OG0001416	YGL106W	augustus_masked-flattened_line_0-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.23&CDS=1-426
1417	OG0001417	YGL110C	augustus_masked-flattened_line_30-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.135&CDS=1-1875
1418	OG0001418	YGL111W	augustus_masked-flattened_line_120-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.2&CDS=1-1290
1419	OG0001419	YGL112C	augustus_masked-flattened_line_84-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.39&CDS=1-1506
1420	OG0001420	YGL113W	augustus_masked-flattened_line_84-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.54&CDS=1-2733
1421	OG0001421	YGL114W	augustus_masked-flattened_line_198-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_198-processed-gene-0.44&CDS=1-2097
1422	OG0001422	YGL115W	augustus_masked-flattened_line_198-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_198-processed-gene-0.45&CDS=1-1014
1423	OG0001423	YGL119W	augustus_masked-flattened_line_30-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.158&CDS=1-1713
1424	OG0001424	YGL122C	augustus_masked-flattened_line_46-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.9&CDS=1-1614
1425	OG0001425	YGL123W	augustus_masked-flattened_line_46-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.34&CDS=1-789
1426	OG0001426	YGL124C	snap_masked-flattened_line_106-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.73&CDS=1-1920
1427	OG0001427	YGL125W	augustus_masked-flattened_line_2-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.121&CDS=1-1833
1428	OG0001428	YGL127C	maker-flattened_line_6-snap-gene-1.31-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-1.31&CDS=1-1314
1429	OG0001429	YGL129C	augustus_masked-flattened_line_168-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_168-processed-gene-0.14&CDS=1-1446
1430	OG0001430	YGL130W	augustus_masked-flattened_line_94-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.125&CDS=1-6108
1431	OG0001431	YGL136C	snap_masked-flattened_line_60-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.11&CDS=1-696
1432	OG0001432	YGL137W	augustus_masked-flattened_line_2-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.93&CDS=1-2667
1433	OG0001433	YGL141W	genemark-flattened_line_52-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.73&CDS=1-2853
1434	OG0001434	YGL142C	augustus_masked-flattened_line_158-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_158-processed-gene-0.33&CDS=1-1491
1435	OG0001435	YGL143C	augustus_masked-flattened_line_0-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.14&CDS=1-1086
1436	OG0001436	YGL148W	augustus_masked-flattened_line_14-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.18&CDS=1-1131
1437	OG0001437	YGL150C	augustus_masked-flattened_line_188-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_188-processed-gene-0.35&CDS=1-4005
1438	OG0001438	YGL153W	augustus_masked-flattened_line_188-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_188-processed-gene-0.38&CDS=1-1185
1439	OG0001439	YGL154C	genemark-flattened_line_188-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_188-processed-gene-0.3&CDS=1-915
1440	OG0001440	YGL155W	genemark-flattened_line_188-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_188-processed-gene-0.4&CDS=1-1140
1441	OG0001441	YGL156W	genemark-flattened_line_202-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_202-processed-gene-0.25&CDS=1-3444
1442	OG0001442	YGL160W	genemark-flattened_line_4-processed-gene-2.149-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.149&CDS=1-1536
1443	OG0001443	YGL161C	snap_masked-flattened_line_138-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_138-processed-gene-0.23&CDS=1-786
1444	OG0001444	YGL164C	augustus_masked-flattened_line_114-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.56&CDS=1-1290
1445	OG0001445	YGL166W	augustus_masked-flattened_line_114-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.39&CDS=1-1782
1446	OG0001446	YGL167C	genemark-flattened_line_18-processed-gene-1.142-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.142&CDS=1-2778
1447	OG0001447	YGL169W	genemark-flattened_line_18-processed-gene-1.143-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.143&CDS=1-1137
1448	OG0001448	YGL171W	augustus_masked-flattened_line_50-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.49&CDS=1-1728
1449	OG0001449	YGL172W	augustus_masked-flattened_line_241-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_241-processed-gene-0.0&CDS=1-1536
1450	OG0001450	YGL173C	snap_masked-flattened_line_241-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_241-processed-gene-0.24&CDS=1-4389
1451	OG0001451	YGL174W	augustus_masked-flattened_line_241-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_241-processed-gene-0.1&CDS=1-840
1452	OG0001452	YGL175C	augustus_masked-flattened_line_208-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_208-processed-gene-0.34&CDS=1-1407
1453	OG0001453	YGL178W	augustus_masked-flattened_line_208-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_208-processed-gene-0.35&CDS=1-2037
1454	OG0001454	YGL180W	augustus_masked-flattened_line_2-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.22&CDS=1-2514
1455	OG0001455	YGL181W	augustus_masked-flattened_line_14-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.11&CDS=1-1263
1456	OG0001456	YGL184C	augustus_masked-flattened_line_114-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.52&CDS=1-1209
1457	OG0001457	YGL187C	genemark-flattened_line_24-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.17&CDS=1-399
1458	OG0001458	YGL190C	augustus_masked-flattened_line_24-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.93&CDS=1-1563
1459	OG0001459	YGL191W	augustus_masked-flattened_line_24-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.83&CDS=1-405
1460	OG0001460	YGL192W	genemark-flattened_line_24-processed-gene-1.98-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.98&CDS=1-1608
1461	OG0001461	YGL195W	augustus_masked-flattened_line_116-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.26&CDS=1-8199
1462	OG0001462	YGL196W	augustus_masked-flattened_line_247-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_247-processed-gene-0.17&CDS=1-1278
1463	OG0001463	YGL198W	augustus_masked-flattened_line_116-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.32&CDS=1-903
1464	OG0001464	YGL200C	augustus_masked-flattened_line_14-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.57&CDS=1-591
1465	OG0001465	YGL201C	augustus_masked-flattened_line_4-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.10&CDS=1-2829
1466	OG0001466	YGL202W	genemark-flattened_line_44-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.91&CDS=1-4539
1467	OG0001467	YGL206C	augustus_masked-flattened_line_34-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.85&CDS=1-4998
1468	OG0001468	YGL207W	augustus_masked-flattened_line_168-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_168-processed-gene-0.8&CDS=1-2319
1469	OG0001469	YGL211W	augustus_masked-flattened_line_134-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.64&CDS=1-1194
1470	OG0001470	YGL212W	augustus_masked-flattened_line_16-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.1&CDS=1-990
1471	OG0001471	YGL213C	augustus_masked-flattened_line_8-processed-gene-2.186-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.186&CDS=1-1161
1472	OG0001472	YGL215W	augustus_masked-flattened_line_44-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.158&CDS=1-1161
1473	OG0001473	YGL216W	augustus_masked-flattened_line_12-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.21&CDS=1-2565
1474	OG0001474	YGL221C	maker-flattened_line_82-augustus-gene-0.78-mRNA-1_1&gene=maker-flattened_line_82-augustus-gene-0.78&CDS=1-831
1475	OG0001475	YGL225W	augustus_masked-flattened_line_78-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.163&CDS=1-1065
1476	OG0001476	YGL231C	augustus_masked-flattened_line_0-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.24&CDS=1-513
1477	OG0001477	YGL232W	augustus_masked-flattened_line_0-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.36&CDS=1-834
1478	OG0001478	YGL233W	augustus_masked-flattened_line_0-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.7&CDS=1-2586
1479	OG0001479	YGL234W	augustus_masked-flattened_line_78-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.136&CDS=1-2379
1480	OG0001480	YGL236C	augustus_masked-flattened_line_78-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.160&CDS=1-1797
1481	OG0001481	YGL237C	augustus_masked-flattened_line_78-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.142&CDS=1-732
1482	OG0001482	YGL238W	augustus_masked-flattened_line_78-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.162&CDS=1-2958
1483	OG0001483	YGL240W	augustus_masked-flattened_line_78-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.139&CDS=1-1023
1484	OG0001484	YGL241W	genemark-flattened_line_18-processed-gene-1.144-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.144&CDS=1-2901
1485	OG0001485	YGL242C	augustus_masked-flattened_line_98-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.118&CDS=1-516
1486	OG0001486	YGL243W	augustus_masked-flattened_line_98-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.103&CDS=1-1353
1487	OG0001487	YGL244W	augustus_masked-flattened_line_50-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.36&CDS=1-1725
1488	OG0001488	YGL245W	genemark-flattened_line_64-processed-gene-0.155-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.155&CDS=1-2151
1489	OG0001489	YGL246C	augustus_masked-flattened_line_278-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_278-processed-gene-0.4&CDS=1-1176
1490	OG0001490	YGL248W	augustus_masked-flattened_line_12-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.14&CDS=1-1110
1491	OG0001491	YGL253W	augustus_masked-flattened_line_196-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_196-processed-gene-0.13&CDS=1-1452
1492	OG0001492	YGR001C	augustus_masked-flattened_line_98-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.90&CDS=1-732
