	OrthologID	Metschnikowia_lockheadii	Saccharomyces_cerevisiae
1561	OG0001561	snap_masked-loc-_s285-processed-gene-0.144-mRNA-1_1&gene=snap_masked-loc-_s285-processed-gene-0.144&CDS=1-2943	YNL123W
1562	OG0001562	genemark-loc-_s285-processed-gene-0.50-mRNA-1_1&gene=genemark-loc-_s285-processed-gene-0.50&CDS=1-3075	YCR017C
1563	OG0001563	maker-loc-_s285-snap-gene-0.66-mRNA-1_1&gene=maker-loc-_s285-snap-gene-0.66&CDS=1-1026	YBR039W
1564	OG0001564	snap_masked-loc-_s285-processed-gene-0.175-mRNA-1_1&gene=snap_masked-loc-_s285-processed-gene-0.175&CDS=1-2088	YBL084C
1565	OG0001565	snap_masked-loc-_s285-processed-gene-0.176-mRNA-1_1&gene=snap_masked-loc-_s285-processed-gene-0.176&CDS=1-2679	YER114C
1566	OG0001566	augustus_masked-loc-_s285-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-loc-_s285-processed-gene-0.119&CDS=1-690	YHR116W
1567	OG0001567	snap_masked-loc-_s285-processed-gene-0.147-mRNA-1_1&gene=snap_masked-loc-_s285-processed-gene-0.147&CDS=1-1272	YNL119W
1568	OG0001568	maker-loc-_s285-augustus-gene-0.3-mRNA-1_1&gene=maker-loc-_s285-augustus-gene-0.3&CDS=1-2658	YIR026C
1569	OG0001569	snap_masked-loc-_s285-processed-gene-0.182-mRNA-1_1&gene=snap_masked-loc-_s285-processed-gene-0.182&CDS=1-738	YOR258W
1570	OG0001570	snap_masked-loc-_s285-processed-gene-0.183-mRNA-1_1&gene=snap_masked-loc-_s285-processed-gene-0.183&CDS=1-369	YMR123W
1571	OG0001571	augustus_masked-loc-_s285-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-loc-_s285-processed-gene-0.94&CDS=1-1860	YER068W
1572	OG0001572	snap_masked-loc-_s285-processed-gene-0.185-mRNA-1_1&gene=snap_masked-loc-_s285-processed-gene-0.185&CDS=1-2895	YPL040C
1573	OG0001573	maker-loc-_s285-snap-gene-0.71-mRNA-1_1&gene=maker-loc-_s285-snap-gene-0.71&CDS=1-1386	YNR001C
1574	OG0001574	maker-loc-_s285-snap-gene-0.73-mRNA-1_1&gene=maker-loc-_s285-snap-gene-0.73&CDS=1-1773	YBR163W
1575	OG0001575	maker-loc-_s287-snap-gene-0.27-mRNA-1_1&gene=maker-loc-_s287-snap-gene-0.27&CDS=1-1251	YJL123C
1576	OG0001576	genemark-loc-_s287-processed-gene-0.36-mRNA-1_1&gene=genemark-loc-_s287-processed-gene-0.36&CDS=1-1116	YJL126W
1577	OG0001577	snap_masked-loc-_s287-processed-gene-0.16-mRNA-1_1&gene=snap_masked-loc-_s287-processed-gene-0.16&CDS=1-1323	YLR191W
1578	OG0001578	snap_masked-loc-_s287-processed-gene-0.24-mRNA-1_1&gene=snap_masked-loc-_s287-processed-gene-0.24&CDS=1-1356	YLL002W
1579	OG0001579	genemark-loc-_s287-processed-gene-0.34-mRNA-1_1&gene=genemark-loc-_s287-processed-gene-0.34&CDS=1-936	YGR017W
1580	OG0001580	snap_masked-loc-_s288-processed-gene-0.10-mRNA-1_1&gene=snap_masked-loc-_s288-processed-gene-0.10&CDS=1-2022	YPR074C
1581	OG0001581	snap_masked-loc-_s29-processed-gene-0.6-mRNA-1_1&gene=snap_masked-loc-_s29-processed-gene-0.6&CDS=1-2997	YOR048C
1582	OG0001582	genemark-loc-_s290-processed-gene-0.3-mRNA-1_1&gene=genemark-loc-_s290-processed-gene-0.3&CDS=1-3900	YOR330C
1583	OG0001583	snap_masked-loc-_s293-processed-gene-0.2-mRNA-1_1&gene=snap_masked-loc-_s293-processed-gene-0.2&CDS=1-465	YLR074C
1584	OG0001584	snap_masked-loc-_s294-processed-gene-0.52-mRNA-1_1&gene=snap_masked-loc-_s294-processed-gene-0.52&CDS=1-294	YHR087W
1585	OG0001585	snap_masked-loc-_s294-processed-gene-0.53-mRNA-1_1&gene=snap_masked-loc-_s294-processed-gene-0.53&CDS=1-2058	YDR333C
1586	OG0001586	snap_masked-loc-_s294-processed-gene-0.54-mRNA-1_1&gene=snap_masked-loc-_s294-processed-gene-0.54&CDS=1-1842	YHR039C
1587	OG0001587	snap_masked-loc-_s294-processed-gene-0.74-mRNA-1_1&gene=snap_masked-loc-_s294-processed-gene-0.74&CDS=1-333	YHR039C-A
1588	OG0001588	snap_masked-loc-_s294-processed-gene-0.75-mRNA-1_1&gene=snap_masked-loc-_s294-processed-gene-0.75&CDS=1-4602	YDR334W
1589	OG0001589	snap_masked-loc-_s294-processed-gene-0.55-mRNA-1_1&gene=snap_masked-loc-_s294-processed-gene-0.55&CDS=1-1593	YHR086W
1590	OG0001590	augustus_masked-loc-_s294-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-loc-_s294-processed-gene-0.124&CDS=1-804	YLR271W
1591	OG0001591	genemark-loc-_s294-processed-gene-0.7-mRNA-1_1&gene=genemark-loc-_s294-processed-gene-0.7&CDS=1-927	YOR174W
1592	OG0001592	genemark-loc-_s294-processed-gene-0.29-mRNA-1_1&gene=genemark-loc-_s294-processed-gene-0.29&CDS=1-1149	YOR176W
1593	OG0001593	snap_masked-loc-_s294-processed-gene-0.80-mRNA-1_1&gene=snap_masked-loc-_s294-processed-gene-0.80&CDS=1-1779	YOR175C
1594	OG0001594	snap_masked-loc-_s294-processed-gene-0.81-mRNA-1_1&gene=snap_masked-loc-_s294-processed-gene-0.81&CDS=1-3492	YLR272C
1595	OG0001595	snap_masked-loc-_s294-processed-gene-0.82-mRNA-1_1&gene=snap_masked-loc-_s294-processed-gene-0.82&CDS=1-1617	YMR005W
1596	OG0001596	snap_masked-loc-_s294-processed-gene-0.57-mRNA-1_1&gene=snap_masked-loc-_s294-processed-gene-0.57&CDS=1-1101	YOL010W
1597	OG0001597	snap_masked-loc-_s294-processed-gene-0.83-mRNA-1_1&gene=snap_masked-loc-_s294-processed-gene-0.83&CDS=1-7389	YKL203C
1598	OG0001598	snap_masked-loc-_s294-processed-gene-0.84-mRNA-1_1&gene=snap_masked-loc-_s294-processed-gene-0.84&CDS=1-1260	YJR065C
1599	OG0001599	snap_masked-loc-_s294-processed-gene-0.85-mRNA-1_1&gene=snap_masked-loc-_s294-processed-gene-0.85&CDS=1-1647	YJR064W
1600	OG0001600	snap_masked-loc-_s294-processed-gene-0.58-mRNA-1_1&gene=snap_masked-loc-_s294-processed-gene-0.58&CDS=1-951	YJR070C
1601	OG0001601	snap_masked-loc-_s294-processed-gene-0.86-mRNA-1_1&gene=snap_masked-loc-_s294-processed-gene-0.86&CDS=1-369	YJR063W
1602	OG0001602	snap_masked-loc-_s294-processed-gene-0.59-mRNA-1_1&gene=snap_masked-loc-_s294-processed-gene-0.59&CDS=1-891	YOR004W
1603	OG0001603	snap_masked-loc-_s294-processed-gene-0.60-mRNA-1_1&gene=snap_masked-loc-_s294-processed-gene-0.60&CDS=1-3792	YMR076C
1604	OG0001604	snap_masked-loc-_s294-processed-gene-0.89-mRNA-1_1&gene=snap_masked-loc-_s294-processed-gene-0.89&CDS=1-1461	YDL207W
1605	OG0001605	snap_masked-loc-_s294-processed-gene-0.61-mRNA-1_1&gene=snap_masked-loc-_s294-processed-gene-0.61&CDS=1-858	YDR237W
1606	OG0001606	snap_masked-loc-_s294-processed-gene-0.62-mRNA-1_1&gene=snap_masked-loc-_s294-processed-gene-0.62&CDS=1-663	YGR042W
1607	OG0001607	snap_masked-loc-_s294-processed-gene-0.63-mRNA-1_1&gene=snap_masked-loc-_s294-processed-gene-0.63&CDS=1-1107	YOL001W
1608	OG0001608	snap_masked-loc-_s294-processed-gene-0.64-mRNA-1_1&gene=snap_masked-loc-_s294-processed-gene-0.64&CDS=1-861	YMR178W
1609	OG0001609	snap_masked-loc-_s294-processed-gene-0.91-mRNA-1_1&gene=snap_masked-loc-_s294-processed-gene-0.91&CDS=1-2859	YOR335C
1610	OG0001610	augustus_masked-loc-_s294-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-loc-_s294-processed-gene-0.113&CDS=1-2928	YGL073W
1611	OG0001611	maker-loc-_s294-augustus-gene-0.2-mRNA-1_1&gene=maker-loc-_s294-augustus-gene-0.2&CDS=1-1065	YHR052W
1612	OG0001612	snap_masked-loc-_s294-processed-gene-0.95-mRNA-1_1&gene=snap_masked-loc-_s294-processed-gene-0.95&CDS=1-1335	YMR065W
1613	OG0001613	genemark-loc-_s294-processed-gene-0.44-mRNA-1_1&gene=genemark-loc-_s294-processed-gene-0.44&CDS=1-966	YMR063W
1614	OG0001614	augustus_masked-loc-_s294-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-loc-_s294-processed-gene-0.115&CDS=1-1077	YOL064C
1615	OG0001615	maker-loc-_s294-snap-gene-0.51-mRNA-1_1&gene=maker-loc-_s294-snap-gene-0.51&CDS=1-1680	YPL097W
1616	OG0001616	snap_masked-loc-_s294-processed-gene-0.97-mRNA-1_1&gene=snap_masked-loc-_s294-processed-gene-0.97&CDS=1-1113	YPL096W
1617	OG0001617	augustus_masked-loc-_s294-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-loc-_s294-processed-gene-0.117&CDS=1-1662	YOR002W
1618	OG0001618	snap_masked-loc-_s294-processed-gene-0.72-mRNA-1_1&gene=snap_masked-loc-_s294-processed-gene-0.72&CDS=1-1389	YPL120W
1619	OG0001619	snap_masked-loc-_s295-processed-gene-0.1-mRNA-1_1&gene=snap_masked-loc-_s295-processed-gene-0.1&CDS=1-2592	YGR157W
1620	OG0001620	snap_masked-loc-_s295-processed-gene-0.6-mRNA-1_1&gene=snap_masked-loc-_s295-processed-gene-0.6&CDS=1-909	YGR158C
1621	OG0001621	genemark-loc-_s296-processed-gene-0.0-mRNA-1_1&gene=genemark-loc-_s296-processed-gene-0.0&CDS=1-828	YFR052W
1622	OG0001622	genemark-loc-_s296-processed-gene-0.1-mRNA-1_1&gene=genemark-loc-_s296-processed-gene-0.1&CDS=1-813	YPL065W
1623	OG0001623	maker-loc-_s296-snap-gene-0.5-mRNA-1_1&gene=maker-loc-_s296-snap-gene-0.5&CDS=1-1347	YPL066W
1624	OG0001624	snap_masked-loc-_s298-processed-gene-0.51-mRNA-1_1&gene=snap_masked-loc-_s298-processed-gene-0.51&CDS=1-5535	YER155C
1625	OG0001625	snap_masked-loc-_s298-processed-gene-0.65-mRNA-1_1&gene=snap_masked-loc-_s298-processed-gene-0.65&CDS=1-1236	YER154W
1626	OG0001626	snap_masked-loc-_s298-processed-gene-0.67-mRNA-1_1&gene=snap_masked-loc-_s298-processed-gene-0.67&CDS=1-3312	YLR383W
1627	OG0001627	genemark-loc-_s298-processed-gene-0.21-mRNA-1_1&gene=genemark-loc-_s298-processed-gene-0.21&CDS=1-504	YBR137W
1628	OG0001628	snap_masked-loc-_s298-processed-gene-0.56-mRNA-1_1&gene=snap_masked-loc-_s298-processed-gene-0.56&CDS=1-252	YPR170W-B
1629	OG0001629	snap_masked-loc-_s298-processed-gene-0.71-mRNA-1_1&gene=snap_masked-loc-_s298-processed-gene-0.71&CDS=1-1011	YJR111C
1630	OG0001630	maker-loc-_s298-snap-gene-0.3-mRNA-1_1&gene=maker-loc-_s298-snap-gene-0.3&CDS=1-2256	YJR110W
1631	OG0001631	genemark-loc-_s298-processed-gene-0.26-mRNA-1_1&gene=genemark-loc-_s298-processed-gene-0.26&CDS=1-1578	YPR169W
1632	OG0001632	snap_masked-loc-_s298-processed-gene-0.77-mRNA-1_1&gene=snap_masked-loc-_s298-processed-gene-0.77&CDS=1-3462	YAR042W
1633	OG0001633	snap_masked-loc-_s299-processed-gene-0.8-mRNA-1_1&gene=snap_masked-loc-_s299-processed-gene-0.8&CDS=1-609	YLR435W
1634	OG0001634	snap_masked-loc-_s299-processed-gene-0.9-mRNA-1_1&gene=snap_masked-loc-_s299-processed-gene-0.9&CDS=1-2628	YML065W
1635	OG0001635	augustus_masked-loc-_s299-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-loc-_s299-processed-gene-0.4&CDS=1-681	YML064C
1636	OG0001636	maker-loc-_s30-snap-gene-0.16-mRNA-1_1&gene=maker-loc-_s30-snap-gene-0.16&CDS=1-756	YOL143C
1637	OG0001637	snap_masked-loc-_s30-processed-gene-0.28-mRNA-1_1&gene=snap_masked-loc-_s30-processed-gene-0.28&CDS=1-2253	YJL057C
1638	OG0001638	snap_masked-loc-_s30-processed-gene-0.32-mRNA-1_1&gene=snap_masked-loc-_s30-processed-gene-0.32&CDS=1-633	YOL114C
1639	OG0001639	snap_masked-loc-_s30-processed-gene-0.24-mRNA-1_1&gene=snap_masked-loc-_s30-processed-gene-0.24&CDS=1-507	YOL149W
1640	OG0001640	snap_masked-loc-_s301-processed-gene-0.64-mRNA-1_1&gene=snap_masked-loc-_s301-processed-gene-0.64&CDS=1-504	YGL242C
1641	OG0001641	snap_masked-loc-_s301-processed-gene-0.49-mRNA-1_1&gene=snap_masked-loc-_s301-processed-gene-0.49&CDS=1-696	YJL121C
1642	OG0001642	snap_masked-loc-_s301-processed-gene-0.65-mRNA-1_1&gene=snap_masked-loc-_s301-processed-gene-0.65&CDS=1-471	YJL122W
1643	OG0001643	genemark-loc-_s301-processed-gene-0.26-mRNA-1_1&gene=genemark-loc-_s301-processed-gene-0.26&CDS=1-636	YOL032W
1644	OG0001644	snap_masked-loc-_s301-processed-gene-0.67-mRNA-1_1&gene=snap_masked-loc-_s301-processed-gene-0.67&CDS=1-1089	YAL020C
1645	OG0001645	augustus_masked-loc-_s301-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-loc-_s301-processed-gene-0.94&CDS=1-3879	YAL019W
1646	OG0001646	snap_masked-loc-_s301-processed-gene-0.54-mRNA-1_1&gene=snap_masked-loc-_s301-processed-gene-0.54&CDS=1-1155	YPL146C
1647	OG0001647	snap_masked-loc-_s301-processed-gene-0.71-mRNA-1_1&gene=snap_masked-loc-_s301-processed-gene-0.71&CDS=1-2832	YOR217W
1648	OG0001648	snap_masked-loc-_s301-processed-gene-0.72-mRNA-1_1&gene=snap_masked-loc-_s301-processed-gene-0.72&CDS=1-2505	YOR216C
1649	OG0001649	snap_masked-loc-_s301-processed-gene-0.75-mRNA-1_1&gene=snap_masked-loc-_s301-processed-gene-0.75&CDS=1-1431	YJL091C
1650	OG0001650	maker-loc-_s301-augustus-gene-0.1-mRNA-1_1&gene=maker-loc-_s301-augustus-gene-0.1&CDS=1-1872	YPR107C
1651	OG0001651	snap_masked-loc-_s301-processed-gene-0.76-mRNA-1_1&gene=snap_masked-loc-_s301-processed-gene-0.76&CDS=1-2583	YPR105C
1652	OG0001652	snap_masked-loc-_s301-processed-gene-0.77-mRNA-1_1&gene=snap_masked-loc-_s301-processed-gene-0.77&CDS=1-1530	YNL239W
1653	OG0001653	snap_masked-loc-_s301-processed-gene-0.78-mRNA-1_1&gene=snap_masked-loc-_s301-processed-gene-0.78&CDS=1-1332	YOL041C
1654	OG0001654	snap_masked-loc-_s301-processed-gene-0.59-mRNA-1_1&gene=snap_masked-loc-_s301-processed-gene-0.59&CDS=1-1515	YLR330W
1655	OG0001655	snap_masked-loc-_s301-processed-gene-0.79-mRNA-1_1&gene=snap_masked-loc-_s301-processed-gene-0.79&CDS=1-372	YGR020C
1656	OG0001656	snap_masked-loc-_s301-processed-gene-0.60-mRNA-1_1&gene=snap_masked-loc-_s301-processed-gene-0.60&CDS=1-822	YGR021W
1657	OG0001657	genemark-loc-_s301-processed-gene-0.39-mRNA-1_1&gene=genemark-loc-_s301-processed-gene-0.39&CDS=1-1227	YPR011C
1658	OG0001658	snap_masked-loc-_s301-processed-gene-0.61-mRNA-1_1&gene=snap_masked-loc-_s301-processed-gene-0.61&CDS=1-2295	YPL128C
1659	OG0001659	snap_masked-loc-_s301-processed-gene-0.62-mRNA-1_1&gene=snap_masked-loc-_s301-processed-gene-0.62&CDS=1-1167	YOR212W
1660	OG0001660	snap_masked-loc-_s301-processed-gene-0.84-mRNA-1_1&gene=snap_masked-loc-_s301-processed-gene-0.84&CDS=1-720	YPL129W
1661	OG0001661	maker-loc-_s301-augustus-gene-0.3-mRNA-1_1&gene=maker-loc-_s301-augustus-gene-0.3&CDS=1-1134	YOR236W
1662	OG0001662	maker-loc-_s301-augustus-gene-0.4-mRNA-1_1&gene=maker-loc-_s301-augustus-gene-0.4&CDS=1-720	YPL127C
1663	OG0001663	snap_masked-loc-_s301-processed-gene-0.63-mRNA-1_1&gene=snap_masked-loc-_s301-processed-gene-0.63&CDS=1-255	YER058W
1664	OG0001664	snap_masked-loc-_s304-processed-gene-0.7-mRNA-1_1&gene=snap_masked-loc-_s304-processed-gene-0.7&CDS=1-771	YIL070C
1665	OG0001665	snap_masked-loc-_s304-processed-gene-0.9-mRNA-1_1&gene=snap_masked-loc-_s304-processed-gene-0.9&CDS=1-2577	YPR112C
1666	OG0001666	snap_masked-loc-_s304-processed-gene-0.10-mRNA-1_1&gene=snap_masked-loc-_s304-processed-gene-0.10&CDS=1-3930	YNL250W
1667	OG0001667	genemark-loc-_s305-processed-gene-0.23-mRNA-1_1&gene=genemark-loc-_s305-processed-gene-0.23&CDS=1-933	YDR337W
1668	OG0001668	snap_masked-loc-_s305-processed-gene-0.18-mRNA-1_1&gene=snap_masked-loc-_s305-processed-gene-0.18&CDS=1-576	YJR112W
1669	OG0001669	snap_masked-loc-_s305-processed-gene-0.11-mRNA-1_1&gene=snap_masked-loc-_s305-processed-gene-0.11&CDS=1-876	YBL050W
1670	OG0001670	snap_masked-loc-_s305-processed-gene-0.22-mRNA-1_1&gene=snap_masked-loc-_s305-processed-gene-0.22&CDS=1-2037	YAR014C
1671	OG0001671	genemark-loc-_s306-processed-gene-0.2-mRNA-1_1&gene=genemark-loc-_s306-processed-gene-0.2&CDS=1-1107	YLR113W
1672	OG0001672	snap_masked-loc-_s306-processed-gene-0.6-mRNA-1_1&gene=snap_masked-loc-_s306-processed-gene-0.6&CDS=1-783	YMR077C
1673	OG0001673	snap_masked-loc-_s306-processed-gene-0.11-mRNA-1_1&gene=snap_masked-loc-_s306-processed-gene-0.11&CDS=1-1020	YGL040C
1674	OG0001674	snap_masked-loc-_s308-processed-gene-0.4-mRNA-1_1&gene=snap_masked-loc-_s308-processed-gene-0.4&CDS=1-180	YML081C-A
1675	OG0001675	snap_masked-loc-_s309-processed-gene-0.33-mRNA-1_1&gene=snap_masked-loc-_s309-processed-gene-0.33&CDS=1-1554	YOR310C
1676	OG0001676	snap_masked-loc-_s309-processed-gene-0.28-mRNA-1_1&gene=snap_masked-loc-_s309-processed-gene-0.28&CDS=1-4341	YHR164C
1677	OG0001677	snap_masked-loc-_s309-processed-gene-0.34-mRNA-1_1&gene=snap_masked-loc-_s309-processed-gene-0.34&CDS=1-2244	YLR207W
1678	OG0001678	snap_masked-loc-_s309-processed-gene-0.38-mRNA-1_1&gene=snap_masked-loc-_s309-processed-gene-0.38&CDS=1-1950	YPR175W
1679	OG0001679	snap_masked-loc-_s309-processed-gene-0.31-mRNA-1_1&gene=snap_masked-loc-_s309-processed-gene-0.31&CDS=1-498	YIR022W
1680	OG0001680	maker-loc-_s314-augustus-gene-0.89-mRNA-1_1&gene=maker-loc-_s314-augustus-gene-0.89&CDS=1-2013	YPL172C
1681	OG0001681	genemark-loc-_s314-processed-gene-0.3-mRNA-1_1&gene=genemark-loc-_s314-processed-gene-0.3&CDS=1-912	YOR262W
1682	OG0001682	snap_masked-loc-_s314-processed-gene-0.114-mRNA-1_1&gene=snap_masked-loc-_s314-processed-gene-0.114&CDS=1-288	YOR265W
1683	OG0001683	maker-loc-_s314-snap-gene-0.0-mRNA-1_1&gene=maker-loc-_s314-snap-gene-0.0&CDS=1-2988	YBL015W
1684	OG0001684	snap_masked-loc-_s314-processed-gene-0.121-mRNA-1_1&gene=snap_masked-loc-_s314-processed-gene-0.121&CDS=1-1410	YKL143W
1685	OG0001685	snap_masked-loc-_s314-processed-gene-0.97-mRNA-1_1&gene=snap_masked-loc-_s314-processed-gene-0.97&CDS=1-2118	YDL141W
1686	OG0001686	snap_masked-loc-_s314-processed-gene-0.98-mRNA-1_1&gene=snap_masked-loc-_s314-processed-gene-0.98&CDS=1-465	YDL008W
1687	OG0001687	snap_masked-loc-_s314-processed-gene-0.99-mRNA-1_1&gene=snap_masked-loc-_s314-processed-gene-0.99&CDS=1-1014	YNR041C
1688	OG0001688	augustus_masked-loc-_s314-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-loc-_s314-processed-gene-0.75&CDS=1-4026	YDR495C
1689	OG0001689	snap_masked-loc-_s314-processed-gene-0.124-mRNA-1_1&gene=snap_masked-loc-_s314-processed-gene-0.124&CDS=1-861	YGL050W
1690	OG0001690	augustus_masked-loc-_s314-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-loc-_s314-processed-gene-0.77&CDS=1-3777	YLR309C
1691	OG0001691	snap_masked-loc-_s314-processed-gene-0.103-mRNA-1_1&gene=snap_masked-loc-_s314-processed-gene-0.103&CDS=1-1098	YJL053W
1692	OG0001692	snap_masked-loc-_s314-processed-gene-0.127-mRNA-1_1&gene=snap_masked-loc-_s314-processed-gene-0.127&CDS=1-789	YEL021W
1693	OG0001693	snap_masked-loc-_s314-processed-gene-0.106-mRNA-1_1&gene=snap_masked-loc-_s314-processed-gene-0.106&CDS=1-2331	YMR075W
1694	OG0001694	snap_masked-loc-_s314-processed-gene-0.107-mRNA-1_1&gene=snap_masked-loc-_s314-processed-gene-0.107&CDS=1-1290	YMR062C
1695	OG0001695	snap_masked-loc-_s314-processed-gene-0.130-mRNA-1_1&gene=snap_masked-loc-_s314-processed-gene-0.130&CDS=1-825	YDL114W
1696	OG0001696	snap_masked-loc-_s314-processed-gene-0.132-mRNA-1_1&gene=snap_masked-loc-_s314-processed-gene-0.132&CDS=1-639	YOR115C
1697	OG0001697	snap_masked-loc-_s315-processed-gene-0.24-mRNA-1_1&gene=snap_masked-loc-_s315-processed-gene-0.24&CDS=1-1542	YJR152W
1698	OG0001698	snap_masked-loc-_s315-processed-gene-0.25-mRNA-1_1&gene=snap_masked-loc-_s315-processed-gene-0.25&CDS=1-570	YLR066W
1699	OG0001699	augustus_masked-loc-_s315-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-loc-_s315-processed-gene-0.16&CDS=1-2274	YNL247W
1700	OG0001700	genemark-loc-_s315-processed-gene-0.9-mRNA-1_1&gene=genemark-loc-_s315-processed-gene-0.9&CDS=1-2292	YLR069C
1701	OG0001701	snap_masked-loc-_s316-processed-gene-0.20-mRNA-1_1&gene=snap_masked-loc-_s316-processed-gene-0.20&CDS=1-1431	YDL103C
1702	OG0001702	snap_masked-loc-_s316-processed-gene-0.17-mRNA-1_1&gene=snap_masked-loc-_s316-processed-gene-0.17&CDS=1-966	YJR093C
1703	OG0001703	genemark-loc-_s316-processed-gene-0.10-mRNA-1_1&gene=genemark-loc-_s316-processed-gene-0.10&CDS=1-1191	YPR041W
1704	OG0001704	snap_masked-loc-_s316-processed-gene-0.25-mRNA-1_1&gene=snap_masked-loc-_s316-processed-gene-0.25&CDS=1-1344	YJR084W
1705	OG0001705	genemark-loc-_s318-processed-gene-0.0-mRNA-1_1&gene=genemark-loc-_s318-processed-gene-0.0&CDS=1-1158	YHR002W
1706	OG0001706	snap_masked-loc-_s318-processed-gene-0.25-mRNA-1_1&gene=snap_masked-loc-_s318-processed-gene-0.25&CDS=1-747	YGR147C
1707	OG0001707	snap_masked-loc-_s318-processed-gene-0.26-mRNA-1_1&gene=snap_masked-loc-_s318-processed-gene-0.26&CDS=1-1296	YKL027W
1708	OG0001708	snap_masked-loc-_s318-processed-gene-0.27-mRNA-1_1&gene=snap_masked-loc-_s318-processed-gene-0.27&CDS=1-732	YBR261C
1709	OG0001709	snap_masked-loc-_s318-processed-gene-0.18-mRNA-1_1&gene=snap_masked-loc-_s318-processed-gene-0.18&CDS=1-522	YOL146W
1710	OG0001710	snap_masked-loc-_s318-processed-gene-0.28-mRNA-1_1&gene=snap_masked-loc-_s318-processed-gene-0.28&CDS=1-3150	YOL145C
1711	OG0001711	snap_masked-loc-_s318-processed-gene-0.19-mRNA-1_1&gene=snap_masked-loc-_s318-processed-gene-0.19&CDS=1-1305	YBR143C
1712	OG0001712	snap_masked-loc-_s318-processed-gene-0.30-mRNA-1_1&gene=snap_masked-loc-_s318-processed-gene-0.30&CDS=1-2604	YBR142W
1713	OG0001713	snap_masked-loc-_s318-processed-gene-0.20-mRNA-1_1&gene=snap_masked-loc-_s318-processed-gene-0.20&CDS=1-960	YBR141C
1714	OG0001714	maker-loc-_s323-snap-gene-0.5-mRNA-1_1&gene=maker-loc-_s323-snap-gene-0.5&CDS=1-1557	YDR145W
1715	OG0001715	augustus_masked-loc-_s324-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-loc-_s324-processed-gene-0.111&CDS=1-2352	YGR171C
1716	OG0001716	snap_masked-loc-_s324-processed-gene-0.58-mRNA-1_1&gene=snap_masked-loc-_s324-processed-gene-0.58&CDS=1-3939	YGR270W
1717	OG0001717	snap_masked-loc-_s324-processed-gene-0.80-mRNA-1_1&gene=snap_masked-loc-_s324-processed-gene-0.80&CDS=1-336	YGR063C
1718	OG0001718	snap_masked-loc-_s324-processed-gene-0.59-mRNA-1_1&gene=snap_masked-loc-_s324-processed-gene-0.59&CDS=1-870	YGR062C
1719	OG0001719	snap_masked-loc-_s324-processed-gene-0.82-mRNA-1_1&gene=snap_masked-loc-_s324-processed-gene-0.82&CDS=1-2556	YGL227W
1720	OG0001720	snap_masked-loc-_s324-processed-gene-0.60-mRNA-1_1&gene=snap_masked-loc-_s324-processed-gene-0.60&CDS=1-759	YGR262C
1721	OG0001721	snap_masked-loc-_s324-processed-gene-0.83-mRNA-1_1&gene=snap_masked-loc-_s324-processed-gene-0.83&CDS=1-1251	YLL006W
1722	OG0001722	snap_masked-loc-_s324-processed-gene-0.84-mRNA-1_1&gene=snap_masked-loc-_s324-processed-gene-0.84&CDS=1-1287	YGR202C
1723	OG0001723	snap_masked-loc-_s324-processed-gene-0.61-mRNA-1_1&gene=snap_masked-loc-_s324-processed-gene-0.61&CDS=1-423	YGR203W
1724	OG0001724	snap_masked-loc-_s324-processed-gene-0.86-mRNA-1_1&gene=snap_masked-loc-_s324-processed-gene-0.86&CDS=1-462	YLR008C
1725	OG0001725	genemark-loc-_s324-processed-gene-0.7-mRNA-1_1&gene=genemark-loc-_s324-processed-gene-0.7&CDS=1-591	YLR009W
1726	OG0001726	genemark-loc-_s324-processed-gene-0.8-mRNA-1_1&gene=genemark-loc-_s324-processed-gene-0.8&CDS=1-426	YBR167C
1727	OG0001727	snap_masked-loc-_s324-processed-gene-0.88-mRNA-1_1&gene=snap_masked-loc-_s324-processed-gene-0.88&CDS=1-609	YJR014W
1728	OG0001728	snap_masked-loc-_s324-processed-gene-0.89-mRNA-1_1&gene=snap_masked-loc-_s324-processed-gene-0.89&CDS=1-2820	YGR198W
1729	OG0001729	snap_masked-loc-_s324-processed-gene-0.90-mRNA-1_1&gene=snap_masked-loc-_s324-processed-gene-0.90&CDS=1-2121	YMR167W
1730	OG0001730	snap_masked-loc-_s324-processed-gene-0.69-mRNA-1_1&gene=snap_masked-loc-_s324-processed-gene-0.69&CDS=1-1029	YDL105W
1731	OG0001731	snap_masked-loc-_s324-processed-gene-0.91-mRNA-1_1&gene=snap_masked-loc-_s324-processed-gene-0.91&CDS=1-1248	YDL104C
1732	OG0001732	snap_masked-loc-_s324-processed-gene-0.70-mRNA-1_1&gene=snap_masked-loc-_s324-processed-gene-0.70&CDS=1-1059	YMR166C
