	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034636_Ogataea_nitratoaversa
1820	OG0001820	YHR189W	genemark-flattened_line_96-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.10&CDS=1-708
1821	OG0001821	YHR190W	augustus_masked-flattened_line_66-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.56&CDS=1-1341
1822	OG0001822	YHR191C	genemark-flattened_line_114-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_114-processed-gene-0.110&CDS=1-471
1823	OG0001823	YHR192W	augustus_masked-flattened_line_114-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.58&CDS=1-744
1824	OG0001824	YHR193C	augustus_masked-flattened_line_114-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.74&CDS=1-549
1825	OG0001825	YHR194W	snap_masked-flattened_line_18-processed-gene-1.160-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.160&CDS=1-1788
1826	OG0001826	YHR196W	augustus_masked-flattened_line_28-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.103&CDS=1-1932
1827	OG0001827	YHR197W	augustus_masked-flattened_line_28-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.25&CDS=1-2307
1828	OG0001828	YHR198C	augustus_masked-flattened_line_108-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.59&CDS=1-993
1829	OG0001829	YHR200W	augustus_masked-flattened_line_12-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.53&CDS=1-819
1830	OG0001830	YHR201C	augustus_masked-flattened_line_52-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.12&CDS=1-1158
1831	OG0001831	YHR202W	augustus_masked-flattened_line_26-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.40&CDS=1-2157
1832	OG0001832	YHR204W	genemark-flattened_line_32-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.26&CDS=1-2847
1833	OG0001833	YHR205W	augustus_masked-flattened_line_32-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.57&CDS=1-2562
1834	OG0001834	YHR206W	augustus_masked-flattened_line_34-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.104&CDS=1-1794
1835	OG0001835	YIL001W	maker-flattened_line_96-augustus-gene-0.107-mRNA-1_1&gene=maker-flattened_line_96-augustus-gene-0.107&CDS=1-1671
1836	OG0001836	YIL003W	augustus_masked-flattened_line_38-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.32&CDS=1-855
1837	OG0001837	YIL004C	augustus_masked-flattened_line_0-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.18&CDS=1-534
1838	OG0001838	YIL005W	augustus_masked-flattened_line_0-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.75&CDS=1-2220
1839	OG0001839	YIL007C	augustus_masked-flattened_line_96-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.76&CDS=1-660
1840	OG0001840	YIL008W	augustus_masked-flattened_line_96-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.97&CDS=1-309
1841	OG0001841	YIL010W	augustus_masked-flattened_line_44-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.101&CDS=1-690
1842	OG0001842	YIL017C	genemark-flattened_line_70-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.14&CDS=1-2427
1843	OG0001843	YIL019W	augustus_masked-flattened_line_44-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.115&CDS=1-726
1844	OG0001844	YIL020C	augustus_masked-flattened_line_44-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.152&CDS=1-801
1845	OG0001845	YIL021W	augustus_masked-flattened_line_44-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.151&CDS=1-966
1846	OG0001846	YIL022W	augustus_masked-flattened_line_90-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.109&CDS=1-1230
1847	OG0001847	YIL023C	snap_masked-flattened_line_24-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.6&CDS=1-1308
1848	OG0001848	YIL026C	genemark-flattened_line_24-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.55&CDS=1-3777
1849	OG0001849	YIL027C	augustus_masked-flattened_line_24-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.86&CDS=1-411
1850	OG0001850	YIL030C	augustus_masked-flattened_line_16-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.130&CDS=1-3744
1851	OG0001851	YIL031W	maker-flattened_line_90-augustus-gene-0.49-mRNA-1_1&gene=maker-flattened_line_90-augustus-gene-0.49&CDS=1-4329
1852	OG0001852	YIL033C	augustus_masked-flattened_line_162-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_162-processed-gene-0.68&CDS=1-1398
1853	OG0001853	YIL034C	augustus_masked-flattened_line_162-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_162-processed-gene-0.67&CDS=1-843
1854	OG0001854	YIL035C	augustus_masked-flattened_line_162-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_162-processed-gene-0.66&CDS=1-999
1855	OG0001855	YIL039W	augustus_masked-flattened_line_24-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.114&CDS=1-1434
1856	OG0001856	YIL041W	augustus_masked-flattened_line_122-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.33&CDS=1-1035
1857	OG0001857	YIL042C	augustus_masked-flattened_line_0-processed-gene-5.120-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.120&CDS=1-1443
1858	OG0001858	YIL043C	augustus_masked-flattened_line_24-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.134&CDS=1-837
1859	OG0001859	YIL044C	augustus_masked-flattened_line_98-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.67&CDS=1-1110
1860	OG0001860	YIL046W	augustus_masked-flattened_line_94-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.82&CDS=1-2184
1861	OG0001861	YIL047C	augustus_masked-flattened_line_52-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.20&CDS=1-3459
1862	OG0001862	YIL048W	augustus_masked-flattened_line_52-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.52&CDS=1-4299
1863	OG0001863	YIL049W	snap_masked-flattened_line_28-processed-gene-1.5-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.5&CDS=1-255
1864	OG0001864	YIL061C	genemark-flattened_line_30-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.110&CDS=1-927
1865	OG0001865	YIL062C	maker-flattened_line_20-snap-gene-1.10-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-1.10&CDS=1-906
1866	OG0001866	YIL063C	augustus_masked-flattened_line_92-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.116&CDS=1-1197
1867	OG0001867	YIL064W	augustus_masked-flattened_line_92-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.98&CDS=1-744
1868	OG0001868	YIL065C	augustus_masked-flattened_line_4-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.77&CDS=1-468
1869	OG0001869	YIL067C	augustus_masked-flattened_line_14-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.120&CDS=1-2133
1870	OG0001870	YIL070C	augustus_masked-flattened_line_4-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.23&CDS=1-768
1871	OG0001871	YIL072W	augustus_masked-flattened_line_36-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.49&CDS=1-1923
1872	OG0001872	YIL073C	augustus_masked-flattened_line_52-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.19&CDS=1-3006
1873	OG0001873	YIL075C	augustus_masked-flattened_line_86-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.143&CDS=1-2964
1874	OG0001874	YIL078W	augustus_masked-flattened_line_20-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.63&CDS=1-2178
1875	OG0001875	YIL083C	augustus_masked-flattened_line_96-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.54&CDS=1-1053
1876	OG0001876	YIL084C	augustus_masked-flattened_line_74-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.162&CDS=1-1200
1877	OG0001877	YIL087C	augustus_masked-flattened_line_46-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.105&CDS=1-462
1878	OG0001878	YIL090W	augustus_masked-flattened_line_46-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.106&CDS=1-1866
1879	OG0001879	YIL091C	augustus_masked-flattened_line_46-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.145&CDS=1-2409
1880	OG0001880	YIL093C	augustus_masked-flattened_line_46-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.154&CDS=1-840
1881	OG0001881	YIL094C	maker-flattened_line_18-augustus-gene-0.113-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-0.113&CDS=1-1119
1882	OG0001882	YIL096C	augustus_masked-flattened_line_118-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.105&CDS=1-1119
1883	OG0001883	YIL097W	augustus_masked-flattened_line_118-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.104&CDS=1-1707
1884	OG0001884	YIL098C	augustus_masked-flattened_line_66-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.64&CDS=1-426
1885	OG0001885	YIL099W	augustus_masked-flattened_line_180-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_180-processed-gene-0.12&CDS=1-1818
1886	OG0001886	YIL101C	maker-flattened_line_20-snap-gene-1.9-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-1.9&CDS=1-1764
1887	OG0001887	YIL103W	augustus_masked-flattened_line_4-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.81&CDS=1-1335
1888	OG0001888	YIL104C	augustus_masked-flattened_line_4-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.107&CDS=1-1560
1889	OG0001889	YIL106W	augustus_masked-flattened_line_172-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_172-processed-gene-0.18&CDS=1-789
1890	OG0001890	YIL108W	augustus_masked-flattened_line_104-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.101&CDS=1-2040
1891	OG0001891	YIL110W	augustus_masked-flattened_line_18-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.150&CDS=1-1176
1892	OG0001892	YIL112W	augustus_masked-flattened_line_18-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.148&CDS=1-3978
1893	OG0001893	YIL113W	snap_masked-flattened_line_18-processed-gene-1.229-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.229&CDS=1-1434
1894	OG0001894	YIL116W	augustus_masked-flattened_line_10-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.112&CDS=1-1203
1895	OG0001895	YIL118W	augustus_masked-flattened_line_60-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.119&CDS=1-687
1896	OG0001896	YIL124W	augustus_masked-flattened_line_154-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_154-processed-gene-0.27&CDS=1-906
1897	OG0001897	YIL125W	augustus_masked-flattened_line_126-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.36&CDS=1-3012
1898	OG0001898	YIL128W	genemark-flattened_line_4-processed-gene-3.169-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.169&CDS=1-3165
1899	OG0001899	YIL129C	augustus_masked-flattened_line_20-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.59&CDS=1-7758
1900	OG0001900	YIL130W	augustus_masked-flattened_line_50-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.98&CDS=1-3366
1901	OG0001901	YIL134W	augustus_masked-flattened_line_90-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.100&CDS=1-1014
1902	OG0001902	YIL137C	augustus_masked-flattened_line_4-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.79&CDS=1-2832
1903	OG0001903	YIL140W	augustus_masked-flattened_line_146-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_146-processed-gene-0.37&CDS=1-2463
1904	OG0001904	YIL142W	augustus_masked-flattened_line_4-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.80&CDS=1-1575
1905	OG0001905	YIL143C	augustus_masked-flattened_line_2-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.48&CDS=1-2634
1906	OG0001906	YIL144W	augustus_masked-flattened_line_2-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.67&CDS=1-2193
1907	OG0001907	YIL145C	augustus_masked-flattened_line_62-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.193&CDS=1-951
1908	OG0001908	YIL147C	maker-flattened_line_84-snap-gene-0.137-mRNA-1_1&gene=maker-flattened_line_84-snap-gene-0.137&CDS=1-3900
1909	OG0001909	YIL150C	augustus_masked-flattened_line_84-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.115&CDS=1-1725
1910	OG0001910	YIL153W	augustus_masked-flattened_line_20-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.41&CDS=1-1518
1911	OG0001911	YIL154C	augustus_masked-flattened_line_112-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.87&CDS=1-1497
1912	OG0001912	YIL155C	augustus_masked-flattened_line_148-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_148-processed-gene-0.11&CDS=1-1998
1913	OG0001913	YIL156W-B	augustus_masked-flattened_line_148-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_148-processed-gene-0.14&CDS=1-219
1914	OG0001914	YIL157C	augustus_masked-flattened_line_44-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.128&CDS=1-618
1915	OG0001915	YIL160C	augustus_masked-flattened_line_40-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.157&CDS=1-1275
1916	OG0001916	YIL166C	genemark-flattened_line_122-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_122-processed-gene-0.78&CDS=1-1608
1917	OG0001917	YIR001C	augustus_masked-flattened_line_0-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.35&CDS=1-651
1918	OG0001918	YIR002C	augustus_masked-flattened_line_2-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.68&CDS=1-3990
1919	OG0001919	YIR003W	augustus_masked-flattened_line_96-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.79&CDS=1-2877
1920	OG0001920	YIR004W	augustus_masked-flattened_line_142-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_142-processed-gene-0.39&CDS=1-1404
1921	OG0001921	YIR005W	augustus_masked-flattened_line_4-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.15&CDS=1-837
1922	OG0001922	YIR006C	augustus_masked-flattened_line_50-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.112&CDS=1-4767
1923	OG0001923	YIR007W	augustus_masked-flattened_line_0-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.16&CDS=1-2478
1924	OG0001924	YIR008C	augustus_masked-flattened_line_32-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.11&CDS=1-1464
1925	OG0001925	YIR009W	augustus_masked-flattened_line_76-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.1&CDS=1-927
1926	OG0001926	YIR011C	genemark-flattened_line_28-processed-gene-1.170-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.170&CDS=1-1053
1927	OG0001927	YIR012W	augustus_masked-flattened_line_60-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.130&CDS=1-1257
1928	OG0001928	YIR015W	genemark-flattened_line_54-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.91&CDS=1-525
1929	OG0001929	YIR022W	augustus_masked-flattened_line_0-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.34&CDS=1-552
1930	OG0001930	YIR023W	augustus_masked-flattened_line_18-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.21&CDS=1-3288
1931	OG0001931	YIR026C	augustus_masked-flattened_line_42-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.22&CDS=1-1071
1932	OG0001932	YIR027C	augustus_masked-flattened_line_64-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.90&CDS=1-1473
1933	OG0001933	YIR029W	augustus_masked-flattened_line_114-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.53&CDS=1-2139
1934	OG0001934	YIR030C	augustus_masked-flattened_line_4-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.28&CDS=1-858
1935	OG0001935	YIR032C	augustus_masked-flattened_line_30-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.60&CDS=1-633
1936	OG0001936	YIR034C	augustus_masked-flattened_line_38-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.50&CDS=1-1107
1937	OG0001937	YIR035C	genemark-flattened_line_4-processed-gene-3.165-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.165&CDS=1-765
1938	OG0001938	YJL001W	augustus_masked-flattened_line_28-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.22&CDS=1-648
1939	OG0001939	YJL002C	augustus_masked-flattened_line_40-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.119&CDS=1-1431
1940	OG0001940	YJL003W	augustus_masked-flattened_line_116-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.61&CDS=1-798
1941	OG0001941	YJL004C	augustus_masked-flattened_line_10-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.6&CDS=1-639
1942	OG0001942	YJL005W	augustus_masked-flattened_line_148-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_148-processed-gene-0.10&CDS=1-8022
1943	OG0001943	YJL006C	augustus_masked-flattened_line_28-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.85&CDS=1-1371
1944	OG0001944	YJL008C	augustus_masked-flattened_line_82-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.15&CDS=1-1665
1945	OG0001945	YJL010C	snap_masked-flattened_line_6-processed-gene-1.10-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.10&CDS=1-2103
1946	OG0001946	YJL011C	genemark-flattened_line_8-processed-gene-2.60-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.60&CDS=1-624
1947	OG0001947	YJL012C	augustus_masked-flattened_line_34-processed-gene-1.186-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.186&CDS=1-2148
1948	OG0001948	YJL014W	augustus_masked-flattened_line_76-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.20&CDS=1-1584
1949	OG0001949	YJL020C	augustus_masked-flattened_line_18-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.133&CDS=1-3201
