	OrthologID	Ashbya_aceri	Saccharomyces_cerevisiae
1906	OG0001906	augustus_masked-CP006023.1-processed-gene-8.135-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-8.135&CDS=1-1596	YKL088W
1907	OG0001907	snap_masked-CP006023.1-processed-gene-8.4-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-8.4&CDS=1-993	YKL011C
1908	OG0001908	genemark-CP006023.1-processed-gene-8.68-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-8.68&CDS=1-501	YIR022W
1909	OG0001909	genemark-CP006023.1-processed-gene-8.74-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-8.74&CDS=1-1737	YKL012W
1910	OG0001910	augustus_masked-CP006023.1-processed-gene-8.138-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-8.138&CDS=1-1395	YBR255C-A
1911	OG0001911	augustus_masked-CP006023.1-processed-gene-8.155-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-8.155&CDS=1-1560	YBR255W
1912	OG0001912	genemark-CP006023.1-processed-gene-8.76-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-8.76&CDS=1-534	YBR254C
1913	OG0001913	snap_masked-CP006023.1-processed-gene-8.36-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-8.36&CDS=1-1557	YIR010W
1914	OG0001914	genemark-CP006023.1-processed-gene-8.97-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-8.97&CDS=1-363	YBR253W
1915	OG0001915	snap_masked-CP006023.1-processed-gene-8.38-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-8.38&CDS=1-1155	YGR111W
1916	OG0001916	snap_masked-CP006023.1-processed-gene-8.39-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-8.39&CDS=1-3576	YPR122W
1917	OG0001917	snap_masked-CP006023.1-processed-gene-8.40-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-8.40&CDS=1-705	YPR143W
1918	OG0001918	genemark-CP006023.1-processed-gene-8.77-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-8.77&CDS=1-2127	YPR141C
1919	OG0001919	genemark-CP006023.1-processed-gene-8.100-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-8.100&CDS=1-1185	YPR140W
1920	OG0001920	snap_masked-CP006023.1-processed-gene-8.16-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-8.16&CDS=1-852	YPR139C
1921	OG0001921	genemark-CP006023.1-processed-gene-8.79-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-8.79&CDS=1-1740	YLR260W
1922	OG0001922	genemark-CP006023.1-processed-gene-8.101-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-8.101&CDS=1-660	YLR262C
1923	OG0001923	genemark-CP006023.1-processed-gene-8.102-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-8.102&CDS=1-2577	YOR168W
1924	OG0001924	snap_masked-CP006023.1-processed-gene-8.18-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-8.18&CDS=1-2724	YLR263W
1925	OG0001925	genemark-CP006023.1-processed-gene-8.81-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-8.81&CDS=1-1431	YOR166C
1926	OG0001926	genemark-CP006023.1-processed-gene-8.104-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-8.104&CDS=1-2373	YOR165W
1927	OG0001927	genemark-CP006023.1-processed-gene-8.82-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-8.82&CDS=1-909	YOR164C
1928	OG0001928	genemark-CP006023.1-processed-gene-8.105-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-8.105&CDS=1-516	YOR163W
1929	OG0001929	genemark-CP006023.1-processed-gene-8.85-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-8.85&CDS=1-954	YLR271W
1930	OG0001930	augustus_masked-CP006023.1-processed-gene-8.146-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-8.146&CDS=1-882	YOR174W
1931	OG0001931	genemark-CP006023.1-processed-gene-8.106-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-8.106&CDS=1-1821	YOR175C
1932	OG0001932	augustus_masked-CP006023.1-processed-gene-8.147-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-8.147&CDS=1-1155	YOR176W
1933	OG0001933	snap_masked-CP006023.1-processed-gene-8.49-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-8.49&CDS=1-3471	YLR272C
1934	OG0001934	snap_masked-CP006023.1-processed-gene-8.51-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-8.51&CDS=1-2040	YOR178C
1935	OG0001935	genemark-CP006023.1-processed-gene-8.88-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-8.88&CDS=1-2202	YLR274W
1936	OG0001936	snap_masked-CP006023.1-processed-gene-8.28-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-8.28&CDS=1-327	YLR275W
1937	OG0001937	maker-CP006023.1-augustus-gene-8.128-mRNA-1_1&gene=maker-CP006023.1-augustus-gene-8.128&CDS=1-3933	YLR277C
1938	OG0001938	genemark-CP006023.1-processed-gene-8.111-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-8.111&CDS=1-3330	YLR278C
1939	OG0001939	genemark-CP006023.1-processed-gene-8.112-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-8.112&CDS=1-603	YLR281C
1940	OG0001940	genemark-CP006023.1-processed-gene-8.89-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-8.89&CDS=1-867	YLR283W
1941	OG0001941	genemark-CP006023.1-processed-gene-8.90-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-8.90&CDS=1-795	YLR285W
1942	OG0001942	genemark-CP006023.1-processed-gene-8.91-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-8.91&CDS=1-2148	YOR181W
1943	OG0001943	snap_masked-CP006023.1-processed-gene-8.57-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-8.57&CDS=1-1020	YLR287C
1944	OG0001944	snap_masked-CP006023.1-processed-gene-8.32-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-8.32&CDS=1-1173	YOR184W
1945	OG0001945	genemark-CP006023.1-processed-gene-8.116-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-8.116&CDS=1-1158	YLR288C
1946	OG0001946	snap_masked-CP006023.1-processed-gene-8.33-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-8.33&CDS=1-1935	YLR289W
1947	OG0001947	genemark-CP006023.1-processed-gene-8.117-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-8.117&CDS=1-816	YLR290C
1948	OG0001948	genemark-CP006023.1-processed-gene-8.118-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-8.118&CDS=1-1116	YLR291C
1949	OG0001949	genemark-CP006023.1-processed-gene-8.119-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-8.119&CDS=1-591	YLR292C
1950	OG0001950	genemark-CP006023.1-processed-gene-8.120-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-8.120&CDS=1-642	YLR293C
1951	OG0001951	genemark-CP006023.1-processed-gene-8.122-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-8.122&CDS=1-351	YLR295C
1952	OG0001952	augustus_masked-CP006023.1-processed-gene-8.154-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-8.154&CDS=1-294	YOR052C
1953	OG0001953	genemark-CP006023.1-processed-gene-9.118-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.118&CDS=1-1020	YKR070W
1954	OG0001954	genemark-CP006023.1-processed-gene-9.119-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.119&CDS=1-1758	YKR069W
1955	OG0001955	genemark-CP006023.1-processed-gene-9.115-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.115&CDS=1-1233	YOR051C
1956	OG0001956	genemark-CP006023.1-processed-gene-9.116-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.116&CDS=1-624	YKR068C
1957	OG0001957	snap_masked-CP006023.1-processed-gene-9.10-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-9.10&CDS=1-1125	YKL162C
1958	OG0001958	augustus_masked-CP006023.1-processed-gene-9.234-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-9.234&CDS=1-2838	YOR048C
1959	OG0001959	snap_masked-CP006023.1-processed-gene-9.12-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-9.12&CDS=1-1143	YGR169C
1960	OG0001960	genemark-CP006023.1-processed-gene-9.169-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.169&CDS=1-2772	YJL020C
1961	OG0001961	genemark-CP006023.1-processed-gene-9.170-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.170&CDS=1-471	YGR167W
1962	OG0001962	snap_masked-CP006023.1-processed-gene-9.66-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-9.66&CDS=1-1362	YGR166W
1963	OG0001963	maker-CP006023.1-augustus-gene-9.226-mRNA-1_1&gene=maker-CP006023.1-augustus-gene-9.226&CDS=1-1017	YGR165W
1964	OG0001964	snap_masked-CP006023.1-processed-gene-9.14-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-9.14&CDS=1-1848	YJL019W
1965	OG0001965	augustus_masked-CP006023.1-processed-gene-9.242-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-9.242&CDS=1-1776	YJL016W
1966	OG0001966	genemark-CP006023.1-processed-gene-9.126-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.126&CDS=1-1605	YJL014W
1967	OG0001967	maker-CP006023.1-augustus-gene-9.227-mRNA-1_1&gene=maker-CP006023.1-augustus-gene-9.227&CDS=1-5376	YJL012C
1968	OG0001968	genemark-CP006023.1-processed-gene-9.174-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.174&CDS=1-1290	YGR189C
1969	OG0001969	genemark-CP006023.1-processed-gene-9.128-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.128&CDS=1-906	YJR007W
1970	OG0001970	augustus_masked-CP006023.1-processed-gene-9.246-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-9.246&CDS=1-2298	YJR010W
1971	OG0001971	genemark-CP006023.1-processed-gene-9.175-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.175&CDS=1-2811	YGR194C
1972	OG0001972	snap_masked-CP006023.1-processed-gene-9.73-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-9.73&CDS=1-273	YJR010C-A
1973	OG0001973	genemark-CP006023.1-processed-gene-9.131-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.131&CDS=1-1137	YMR289W
1974	OG0001974	augustus_masked-CP006023.1-processed-gene-9.292-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-9.292&CDS=1-783	YGR262C
1975	OG0001975	genemark-CP006023.1-processed-gene-9.180-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.180&CDS=1-2250	YGR264C
1976	OG0001976	genemark-CP006023.1-processed-gene-9.181-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.181&CDS=1-1512	YMR290C
1977	OG0001977	genemark-CP006023.1-processed-gene-9.132-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.132&CDS=1-1587	YMR291W
1978	OG0001978	genemark-CP006023.1-processed-gene-9.182-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.182&CDS=1-729	YGR267C
1979	OG0001979	genemark-CP006023.1-processed-gene-9.183-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.183&CDS=1-516	YGR268C
1980	OG0001980	augustus_masked-CP006023.1-processed-gene-9.249-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-9.249&CDS=1-414	YMR292W
1981	OG0001981	snap_masked-CP006023.1-processed-gene-9.83-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-9.83&CDS=1-2382	YNL126W
1982	OG0001982	genemark-CP006023.1-processed-gene-9.185-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.185&CDS=1-2697	YNL127W
1983	OG0001983	genemark-CP006023.1-processed-gene-9.134-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.134&CDS=1-537	YHR121W
1984	OG0001984	genemark-CP006023.1-processed-gene-9.186-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.186&CDS=1-1338	YNL128W
1985	OG0001985	genemark-CP006023.1-processed-gene-9.187-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.187&CDS=1-723	YNL129W
1986	OG0001986	genemark-CP006023.1-processed-gene-9.188-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.188&CDS=1-447	YNL131W
1987	OG0001987	genemark-CP006023.1-processed-gene-9.136-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.136&CDS=1-687	YOR332W
1988	OG0001988	snap_masked-CP006023.1-processed-gene-9.29-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-9.29&CDS=1-1224	YOR334W
1989	OG0001989	snap_masked-CP006023.1-processed-gene-9.30-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-9.30&CDS=1-2181	YAL031C
1990	OG0001990	genemark-CP006023.1-processed-gene-9.138-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.138&CDS=1-1338	YAL032C
1991	OG0001991	snap_masked-CP006023.1-processed-gene-9.88-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-9.88&CDS=1-501	YAL033W
1992	OG0001992	genemark-CP006023.1-processed-gene-9.190-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.190&CDS=1-2865	YOR335C
1993	OG0001993	snap_masked-CP006023.1-processed-gene-9.32-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-9.32&CDS=1-3894	YOR336W
1994	OG0001994	snap_masked-CP006023.1-processed-gene-9.34-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-9.34&CDS=1-972	YOR338W
1995	OG0001995	genemark-CP006023.1-processed-gene-9.191-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.191&CDS=1-849	YAL034W-A
1996	OG0001996	genemark-CP006023.1-processed-gene-9.141-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.141&CDS=1-1503	YAL038W
1997	OG0001997	augustus_masked-CP006023.1-processed-gene-9.304-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-9.304&CDS=1-2589	YOR346W
1998	OG0001998	augustus_masked-CP006023.1-processed-gene-9.258-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-9.258&CDS=1-765	YOR344C
1999	OG0001999	snap_masked-CP006023.1-processed-gene-9.37-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-9.37&CDS=1-897	YAL037W
2000	OG0002000	genemark-CP006023.1-processed-gene-9.193-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.193&CDS=1-1104	YAL036C
2001	OG0002001	genemark-CP006023.1-processed-gene-9.144-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.144&CDS=1-2877	YAL035W
2002	OG0002002	genemark-CP006023.1-processed-gene-9.194-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.194&CDS=1-4926	YOR341W
2003	OG0002003	genemark-CP006023.1-processed-gene-9.146-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.146&CDS=1-876	YOR340C
2004	OG0002004	snap_masked-CP006023.1-processed-gene-9.41-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-9.41&CDS=1-3066	YOR349W
2005	OG0002005	genemark-CP006023.1-processed-gene-9.195-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.195&CDS=1-1425	YOR351C
2006	OG0002006	genemark-CP006023.1-processed-gene-9.148-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.148&CDS=1-936	YOR352W
2007	OG0002007	genemark-CP006023.1-processed-gene-9.196-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.196&CDS=1-2217	YOR353C
2008	OG0002008	genemark-CP006023.1-processed-gene-9.149-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.149&CDS=1-849	YAL039C
2009	OG0002009	genemark-CP006023.1-processed-gene-9.197-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.197&CDS=1-2010	YOR354C
2010	OG0002010	genemark-CP006023.1-processed-gene-9.150-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.150&CDS=1-1374	YAL040C
2011	OG0002011	snap_masked-CP006023.1-processed-gene-9.46-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-9.46&CDS=1-1407	YOR355W
2012	OG0002012	genemark-CP006023.1-processed-gene-9.153-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.153&CDS=1-1953	YOR356W
2013	OG0002013	maker-CP006023.1-augustus-gene-9.230-mRNA-1_1&gene=maker-CP006023.1-augustus-gene-9.230&CDS=1-3405	YAL041W
2014	OG0002014	genemark-CP006023.1-processed-gene-9.200-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.200&CDS=1-489	YOR357C
2015	OG0002015	genemark-CP006023.1-processed-gene-9.154-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.154&CDS=1-435	YOR358W
2016	OG0002016	snap_masked-CP006023.1-processed-gene-9.49-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-9.49&CDS=1-2271	YAL043C
2017	OG0002017	augustus_masked-CP006023.1-processed-gene-9.271-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-9.271&CDS=1-1467	YOR359W
2018	OG0002018	snap_masked-CP006023.1-processed-gene-9.100-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-9.100&CDS=1-1440	YOR360C
2019	OG0002019	genemark-CP006023.1-processed-gene-9.157-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.157&CDS=1-549	YAL044C
2020	OG0002020	augustus_masked-CP006023.1-processed-gene-9.314-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-9.314&CDS=1-369	YAL044W-A
2021	OG0002021	augustus_masked-CP006023.1-processed-gene-9.273-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-9.273&CDS=1-288	YAL046C
2022	OG0002022	genemark-CP006023.1-processed-gene-9.203-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.203&CDS=1-2208	YOR361C
2023	OG0002023	snap_masked-CP006023.1-processed-gene-9.53-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-9.53&CDS=1-2334	YAL047C
2024	OG0002024	genemark-CP006023.1-processed-gene-9.204-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.204&CDS=1-837	YOR362C
2025	OG0002025	genemark-CP006023.1-processed-gene-9.160-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.160&CDS=1-1983	YAL048C
2026	OG0002026	genemark-CP006023.1-processed-gene-9.161-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.161&CDS=1-702	YAL049C
2027	OG0002027	genemark-CP006023.1-processed-gene-9.163-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.163&CDS=1-600	YOR367W
2028	OG0002028	genemark-CP006023.1-processed-gene-9.164-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.164&CDS=1-1167	YOR368W
2029	OG0002029	genemark-CP006023.1-processed-gene-9.209-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.209&CDS=1-414	YOR369C
2030	OG0002030	genemark-CP006023.1-processed-gene-9.210-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.210&CDS=1-1800	YOR370C
2031	OG0002031	snap_masked-CP006023.1-processed-gene-9.112-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-9.112&CDS=1-1383	YOR372C
2032	OG0002032	snap_masked-CP006023.1-processed-gene-9.59-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-9.59&CDS=1-2250	YOR373W
2033	OG0002033	genemark-CP006023.1-processed-gene-9.214-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-9.214&CDS=1-531	YAL059W
2034	OG0002034	genemark-CP006024.1-processed-gene-0.0-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-0.0&CDS=1-1515	YBR030W
2035	OG0002035	genemark-CP006024.1-processed-gene-0.21-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-0.21&CDS=1-1866	YGR054W
2036	OG0002036	snap_masked-CP006024.1-processed-gene-0.57-mRNA-1_1&gene=snap_masked-CP006024.1-processed-gene-0.57&CDS=1-597	YGR053C
2037	OG0002037	genemark-CP006024.1-processed-gene-0.22-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-0.22&CDS=1-1440	YGR052W
2038	OG0002038	genemark-CP006024.1-processed-gene-0.5-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-0.5&CDS=1-1905	YPR190C
2039	OG0002039	genemark-CP006024.1-processed-gene-0.24-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-0.24&CDS=1-4167	YPR189W
2040	OG0002040	genemark-CP006024.1-processed-gene-0.6-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-0.6&CDS=1-474	YPR188C
2041	OG0002041	genemark-CP006024.1-processed-gene-0.25-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-0.25&CDS=1-483	YPR187W
2042	OG0002042	genemark-CP006024.1-processed-gene-0.7-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-0.7&CDS=1-1230	YPR186C
2043	OG0002043	genemark-CP006024.1-processed-gene-0.26-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-0.26&CDS=1-1968	YPR185W
2044	OG0002044	genemark-CP006024.1-processed-gene-0.27-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-0.27&CDS=1-4584	YPR184W
2045	OG0002045	augustus_masked-CP006024.1-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-CP006024.1-processed-gene-0.135&CDS=1-2202	YPR183W
2046	OG0002046	genemark-CP006024.1-processed-gene-0.8-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-0.8&CDS=1-2268	YPR181C
2047	OG0002047	genemark-CP006024.1-processed-gene-0.30-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-0.30&CDS=1-1029	YPR180W
2048	OG0002048	genemark-CP006024.1-processed-gene-0.9-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-0.9&CDS=1-1911	YPR179C
2049	OG0002049	genemark-CP006024.1-processed-gene-0.31-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-0.31&CDS=1-1371	YPR178W
2050	OG0002050	genemark-CP006024.1-processed-gene-0.10-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-0.10&CDS=1-966	YPR176C
2051	OG0002051	genemark-CP006024.1-processed-gene-0.32-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-0.32&CDS=1-2034	YPR175W
2052	OG0002052	genemark-CP006024.1-processed-gene-0.33-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-0.33&CDS=1-573	YPR172W
2053	OG0002053	genemark-CP006024.1-processed-gene-0.34-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-0.34&CDS=1-999	YLR455W
2054	OG0002054	genemark-CP006024.1-processed-gene-0.36-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-0.36&CDS=1-1506	YPR169W
2055	OG0002055	genemark-CP006024.1-processed-gene-0.37-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-0.37&CDS=1-453	YPR168W
2056	OG0002056	snap_masked-CP006024.1-processed-gene-0.65-mRNA-1_1&gene=snap_masked-CP006024.1-processed-gene-0.65&CDS=1-870	YPR167C
2057	OG0002057	maker-CP006024.1-augustus-gene-0.104-mRNA-1_1&gene=maker-CP006024.1-augustus-gene-0.104&CDS=1-1587	YBR186W
2058	OG0002058	genemark-CP006024.1-processed-gene-0.14-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-0.14&CDS=1-828	YBR187W
2059	OG0002059	genemark-CP006024.1-processed-gene-0.39-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-0.39&CDS=1-5595	YPL082C
2060	OG0002060	genemark-CP006024.1-processed-gene-0.17-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-0.17&CDS=1-1095	YBR192W
2061	OG0002061	genemark-CP006024.1-processed-gene-0.40-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-0.40&CDS=1-669	YBR193C
2062	OG0002062	augustus_masked-CP006024.1-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-CP006024.1-processed-gene-0.145&CDS=1-1821	YBR195C
2063	OG0002063	genemark-CP006024.1-processed-gene-0.43-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-0.43&CDS=1-1665	YBR196C
2064	OG0002064	genemark-CP006024.1-processed-gene-0.44-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-0.44&CDS=1-369	YBR197C
2065	OG0002065	genemark-CP006024.1-processed-gene-0.18-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-0.18&CDS=1-840	YPL076W
2066	OG0002066	genemark-CP006024.1-processed-gene-0.45-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-0.45&CDS=1-2388	YBR198C
2067	OG0002067	snap_masked-CP006024.1-processed-gene-0.72-mRNA-1_1&gene=snap_masked-CP006024.1-processed-gene-0.72&CDS=1-2130	YPL075W
2068	OG0002068	augustus_masked-CP006024.1-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-CP006024.1-processed-gene-1.109&CDS=1-1839	YPL072W
2069	OG0002069	augustus_masked-CP006024.1-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-CP006024.1-processed-gene-1.110&CDS=1-1623	YBR200W
2070	OG0002070	snap_masked-CP006024.1-processed-gene-1.7-mRNA-1_1&gene=snap_masked-CP006024.1-processed-gene-1.7&CDS=1-432	YPL071C
2071	OG0002071	augustus_masked-CP006024.1-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-CP006024.1-processed-gene-1.111&CDS=1-1650	YPL070W
2072	OG0002072	genemark-CP006024.1-processed-gene-1.62-mRNA-1_1&gene=genemark-CP006024.1-processed-gene-1.62&CDS=1-960	YPL069C
