	OrthologID	Candida_arabinofermentans	Saccharomyces_cerevisiae
1607	OG0001607	augustus_masked-scaffold_2-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.20&CDS=1-285	YHR005C-A
1608	OG0001608	augustus_masked-scaffold_2-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.9&CDS=1-933	YER182W
1609	OG0001609	augustus_masked-scaffold_2-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.21&CDS=1-675	YER183C
1610	OG0001610	genemark-scaffold_2-processed-gene-3.46-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.46&CDS=1-7443	YJR140C
1611	OG0001611	augustus_masked-scaffold_2-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.11&CDS=1-954	YJR142W
1612	OG0001612	augustus_masked-scaffold_2-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.23&CDS=1-2259	YJR143C
1613	OG0001613	augustus_masked-scaffold_2-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.12&CDS=1-804	YJR144W
1614	OG0001614	augustus_masked-scaffold_2-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.25&CDS=1-2034	YHR202W
1615	OG0001615	augustus_masked-scaffold_2-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.26&CDS=1-1899	YGL252C
1616	OG0001616	genemark-scaffold_2-processed-gene-3.50-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.50&CDS=1-480	YOL026C
1617	OG0001617	genemark-scaffold_2-processed-gene-3.51-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.51&CDS=1-2526	YKL188C
1618	OG0001618	augustus_masked-scaffold_2-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.15&CDS=1-2418	YBR198C
1619	OG0001619	maker-scaffold_2-snap-gene-3.112-mRNA-1_1&gene=maker-scaffold_2-snap-gene-3.112&CDS=1-1362	YPL076W
1620	OG0001620	augustus_masked-scaffold_2-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.29&CDS=1-1638	YBR196C
1621	OG0001621	augustus_masked-scaffold_2-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.30&CDS=1-1371	YPL014W
1622	OG0001622	genemark-scaffold_2-processed-gene-3.54-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.54&CDS=1-633	YER120W
1623	OG0001623	genemark-scaffold_2-processed-gene-3.59-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.59&CDS=1-1575	YPL214C
1624	OG0001624	augustus_masked-scaffold_2-processed-gene-4.2-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.2&CDS=1-1074	YDR318W
1625	OG0001625	augustus_masked-scaffold_2-processed-gene-4.1-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.1&CDS=1-738	YJL035C
1626	OG0001626	augustus_masked-scaffold_2-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.3&CDS=1-1932	YJL036W
1627	OG0001627	augustus_masked-scaffold_2-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.10&CDS=1-1083	YPL057C
1628	OG0001628	augustus_masked-scaffold_2-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.12&CDS=1-9519	YLL040C
1629	OG0001629	augustus_masked-scaffold_2-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.27&CDS=1-1035	YBL013W
1630	OG0001630	augustus_masked-scaffold_2-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.15&CDS=1-2103	YGL026C
1631	OG0001631	augustus_masked-scaffold_2-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.28&CDS=1-402	YFR033C
1632	OG0001632	augustus_masked-scaffold_2-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.19&CDS=1-5031	YLL048C
1633	OG0001633	genemark-scaffold_2-processed-gene-4.69-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.69&CDS=1-693	YLR040C
1634	OG0001634	maker-scaffold_2-snap-gene-4.115-mRNA-1_1&gene=maker-scaffold_2-snap-gene-4.115&CDS=1-2919	YLR352W
1635	OG0001635	genemark-scaffold_2-processed-gene-4.72-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.72&CDS=1-1482	YKL035W
1636	OG0001636	augustus_masked-scaffold_2-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.25&CDS=1-3105	YDL215C
1637	OG0001637	augustus_masked-scaffold_2-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.36&CDS=1-1527	YGL017W
1638	OG0001638	augustus_masked-scaffold_2-processed-gene-5.2-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.2&CDS=1-732	YGR152C
1639	OG0001639	genemark-scaffold_2-processed-gene-5.68-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-5.68&CDS=1-5628	YNL242W
1640	OG0001640	augustus_masked-scaffold_2-processed-gene-5.4-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.4&CDS=1-2115	YGR266W
1641	OG0001641	augustus_masked-scaffold_2-processed-gene-5.27-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.27&CDS=1-771	YGR172C
1642	OG0001642	augustus_masked-scaffold_2-processed-gene-5.28-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.28&CDS=1-1341	YLR015W
1643	OG0001643	maker-scaffold_2-snap-gene-5.91-mRNA-1_1&gene=maker-scaffold_2-snap-gene-5.91&CDS=1-1956	YMR293C
1644	OG0001644	genemark-scaffold_2-processed-gene-5.73-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-5.73&CDS=1-417	YMR292W
1645	OG0001645	genemark-scaffold_2-processed-gene-5.49-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-5.49&CDS=1-855	YGR268C
1646	OG0001646	augustus_masked-scaffold_2-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.29&CDS=1-1614	YGR246C
1647	OG0001647	augustus_masked-scaffold_2-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.31&CDS=1-1371	YDR531W
1648	OG0001648	augustus_masked-scaffold_2-processed-gene-5.8-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.8&CDS=1-3450	YGR170W
1649	OG0001649	augustus_masked-scaffold_2-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.9&CDS=1-276	YLR363W-A
1650	OG0001650	augustus_masked-scaffold_2-processed-gene-5.11-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.11&CDS=1-1032	YOR223W
1651	OG0001651	augustus_masked-scaffold_2-processed-gene-5.13-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.13&CDS=1-1008	YNL231C
1652	OG0001652	augustus_masked-scaffold_2-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.34&CDS=1-438	YOR224C
1653	OG0001653	augustus_masked-scaffold_2-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.35&CDS=1-510	YJR025C
1654	OG0001654	augustus_masked-scaffold_2-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.15&CDS=1-2388	YJL094C
1655	OG0001655	augustus_masked-scaffold_2-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.36&CDS=1-1113	YMR152W
1656	OG0001656	augustus_masked-scaffold_2-processed-gene-5.37-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.37&CDS=1-3486	YGR014W
1657	OG0001657	augustus_masked-scaffold_2-processed-gene-5.18-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.18&CDS=1-849	YGL161C
1658	OG0001658	augustus_masked-scaffold_2-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.20&CDS=1-1392	YOR198C
1659	OG0001659	genemark-scaffold_2-processed-gene-5.83-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-5.83&CDS=1-1248	YOR196C
1660	OG0001660	maker-scaffold_2-snap-gene-5.92-mRNA-1_1&gene=maker-scaffold_2-snap-gene-5.92&CDS=1-2136	YJL128C
1661	OG0001661	augustus_masked-scaffold_2-processed-gene-5.22-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.22&CDS=1-2034	YIL108W
1662	OG0001662	maker-scaffold_2-augustus-gene-5.88-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-5.88&CDS=1-1335	YLR303W
1663	OG0001663	augustus_masked-scaffold_2-processed-gene-6.42-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.42&CDS=1-744	YBL064C
1664	OG0001664	augustus_masked-scaffold_2-processed-gene-6.43-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.43&CDS=1-3186	YBL066C
1665	OG0001665	augustus_masked-scaffold_2-processed-gene-6.59-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.59&CDS=1-1086	YER095W
1666	OG0001666	augustus_masked-scaffold_2-processed-gene-6.45-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.45&CDS=1-615	YER094C
1667	OG0001667	augustus_masked-scaffold_2-processed-gene-6.46-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.46&CDS=1-1323	YJL123C
1668	OG0001668	augustus_masked-scaffold_2-processed-gene-6.61-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.61&CDS=1-1353	YJL126W
1669	OG0001669	augustus_masked-scaffold_2-processed-gene-6.47-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.47&CDS=1-1179	YMR310C
1670	OG0001670	augustus_masked-scaffold_2-processed-gene-6.62-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.62&CDS=1-4074	YGR061C
1671	OG0001671	augustus_masked-scaffold_2-processed-gene-6.49-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.49&CDS=1-1461	YGR252W
1672	OG0001672	augustus_masked-scaffold_2-processed-gene-6.63-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.63&CDS=1-771	YGR253C
1673	OG0001673	snap_masked-scaffold_2-processed-gene-6.12-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.12&CDS=1-3780	YDR142C
1674	OG0001674	augustus_masked-scaffold_2-processed-gene-6.65-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.65&CDS=1-3813	YDR104C
1675	OG0001675	genemark-scaffold_2-processed-gene-6.99-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-6.99&CDS=1-795	YDR126W
1676	OG0001676	maker-scaffold_2-augustus-gene-6.39-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-6.39&CDS=1-2133	YHL016C
1677	OG0001677	augustus_masked-scaffold_2-processed-gene-6.57-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.57&CDS=1-558	YLR066W
1678	OG0001678	snap_masked-scaffold_2-processed-gene-6.27-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.27&CDS=1-3534	YLR067C
1679	OG0001679	maker-scaffold_2-augustus-gene-6.37-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-6.37&CDS=1-591	YLR068W
1680	OG0001680	augustus_masked-scaffold_2-processed-gene-6.71-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.71&CDS=1-2133	YHL024W
1681	OG0001681	augustus_masked-scaffold_2-processed-gene-7.41-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.41&CDS=1-2595	YHR154W
1682	OG0001682	augustus_masked-scaffold_2-processed-gene-7.44-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.44&CDS=1-1737	YMR296C
1683	OG0001683	augustus_masked-scaffold_2-processed-gene-7.59-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.59&CDS=1-2400	YMR277W
1684	OG0001684	augustus_masked-scaffold_2-processed-gene-7.60-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.60&CDS=1-2190	YML114C
1685	OG0001685	augustus_masked-scaffold_2-processed-gene-7.45-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.45&CDS=1-2025	YPR155C
1686	OG0001686	augustus_masked-scaffold_2-processed-gene-7.62-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.62&CDS=1-1305	YER061C
1687	OG0001687	augustus_masked-scaffold_2-processed-gene-7.46-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.46&CDS=1-2517	YDL148C
1688	OG0001688	augustus_masked-scaffold_2-processed-gene-7.63-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.63&CDS=1-3132	YDL149W
1689	OG0001689	augustus_masked-scaffold_2-processed-gene-7.47-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.47&CDS=1-1203	YLR418C
1690	OG0001690	augustus_masked-scaffold_2-processed-gene-7.49-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.49&CDS=1-1092	YOR388C
1691	OG0001691	augustus_masked-scaffold_2-processed-gene-7.50-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.50&CDS=1-1047	YNL289W
1692	OG0001692	augustus_masked-scaffold_2-processed-gene-7.51-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.51&CDS=1-2559	YJR134C
1693	OG0001693	genemark-scaffold_2-processed-gene-7.105-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-7.105&CDS=1-618	YJR133W
1694	OG0001694	genemark-scaffold_2-processed-gene-7.107-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-7.107&CDS=1-948	YOL067C
1695	OG0001695	augustus_masked-scaffold_2-processed-gene-7.52-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.52&CDS=1-1527	YDR168W
1696	OG0001696	augustus_masked-scaffold_2-processed-gene-7.67-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.67&CDS=1-456	YOL071W
1697	OG0001697	augustus_masked-scaffold_2-processed-gene-7.53-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.53&CDS=1-7977	YPL167C
1698	OG0001698	maker-scaffold_2-augustus-gene-7.75-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-7.75&CDS=1-4194	YGL003C
1699	OG0001699	maker-scaffold_2-snap-gene-7.37-mRNA-1_1&gene=maker-scaffold_2-snap-gene-7.37&CDS=1-2382	YMR201C
1700	OG0001700	augustus_masked-scaffold_2-processed-gene-7.56-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.56&CDS=1-1053	YIR011C
1701	OG0001701	augustus_masked-scaffold_2-processed-gene-7.69-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.69&CDS=1-729	YMR188C
1702	OG0001702	augustus_masked-scaffold_2-processed-gene-7.57-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.57&CDS=1-1932	YPL093W
1703	OG0001703	augustus_masked-scaffold_2-processed-gene-7.71-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.71&CDS=1-1674	YPL054W
1704	OG0001704	augustus_masked-scaffold_2-processed-gene-7.72-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.72&CDS=1-1101	YPL050C
1705	OG0001705	augustus_masked-scaffold_2-processed-gene-8.40-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.40&CDS=1-2796	YER176W
1706	OG0001706	augustus_masked-scaffold_2-processed-gene-8.43-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.43&CDS=1-2265	YKL078W
1707	OG0001707	augustus_masked-scaffold_2-processed-gene-8.42-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.42&CDS=1-1452	YJL002C
1708	OG0001708	augustus_masked-scaffold_2-processed-gene-8.55-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.55&CDS=1-1281	YIL160C
1709	OG0001709	snap_masked-scaffold_2-processed-gene-8.91-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.91&CDS=1-261	YIL102C-A
1710	OG0001710	augustus_masked-scaffold_2-processed-gene-8.44-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.44&CDS=1-672	YHR008C
1711	OG0001711	augustus_masked-scaffold_2-processed-gene-8.57-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.57&CDS=1-999	YDR214W
1712	OG0001712	augustus_masked-scaffold_2-processed-gene-8.61-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.61&CDS=1-2880	YOR160W
1713	OG0001713	augustus_masked-scaffold_2-processed-gene-8.46-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.46&CDS=1-264	YOR159C
1714	OG0001714	genemark-scaffold_2-processed-gene-8.8-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-8.8&CDS=1-1233	YMR065W
1715	OG0001715	augustus_masked-scaffold_2-processed-gene-8.64-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.64&CDS=1-2595	YKL073W
1716	OG0001716	augustus_masked-scaffold_2-processed-gene-8.65-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.65&CDS=1-1056	YMR055C
1717	OG0001717	augustus_masked-scaffold_2-processed-gene-8.68-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.68&CDS=1-1563	YOR310C
1718	OG0001718	augustus_masked-scaffold_2-processed-gene-8.51-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.51&CDS=1-1011	YJL208C
1719	OG0001719	augustus_masked-scaffold_2-processed-gene-8.70-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.70&CDS=1-1881	YJL201W
1720	OG0001720	augustus_masked-scaffold_2-processed-gene-8.71-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.71&CDS=1-1485	YGL055W
1721	OG0001721	augustus_masked-scaffold_2-processed-gene-8.52-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.52&CDS=1-984	YCR036W
1722	OG0001722	augustus_masked-scaffold_2-processed-gene-8.53-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.53&CDS=1-2046	YPR074C
1723	OG0001723	maker-scaffold_2-augustus-gene-9.1-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-9.1&CDS=1-4797	YML049C
1724	OG0001724	augustus_masked-scaffold_2-processed-gene-9.2-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.2&CDS=1-4023	YDR325W
1725	OG0001725	augustus_masked-scaffold_2-processed-gene-9.27-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.27&CDS=1-1071	YDR202C
1726	OG0001726	augustus_masked-scaffold_2-processed-gene-9.8-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.8&CDS=1-4623	YDR180W
1727	OG0001727	augustus_masked-scaffold_2-processed-gene-9.28-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.28&CDS=1-2595	YLR166C
1728	OG0001728	augustus_masked-scaffold_2-processed-gene-9.9-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.9&CDS=1-1089	YHR071W
1729	OG0001729	augustus_masked-scaffold_2-processed-gene-9.10-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.10&CDS=1-1521	YHR045W
1730	OG0001730	genemark-scaffold_2-processed-gene-9.47-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-9.47&CDS=1-7479	YIL129C
1731	OG0001731	augustus_masked-scaffold_2-processed-gene-9.31-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.31&CDS=1-1140	YNL084C
1732	OG0001732	augustus_masked-scaffold_2-processed-gene-9.13-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.13&CDS=1-681	YKL119C
1733	OG0001733	augustus_masked-scaffold_2-processed-gene-9.32-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.32&CDS=1-1578	YGL172W
1734	OG0001734	augustus_masked-scaffold_2-processed-gene-9.15-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.15&CDS=1-4461	YGL173C
1735	OG0001735	augustus_masked-scaffold_2-processed-gene-9.33-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.33&CDS=1-852	YGL174W
1736	OG0001736	maker-scaffold_2-snap-gene-9.107-mRNA-1_1&gene=maker-scaffold_2-snap-gene-9.107&CDS=1-945	YIL062C
1737	OG0001737	genemark-scaffold_2-processed-gene-9.54-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-9.54&CDS=1-2856	YLR114C
1738	OG0001738	augustus_masked-scaffold_2-processed-gene-9.19-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.19&CDS=1-1611	YIL101C
1739	OG0001739	maker-scaffold_2-snap-gene-9.108-mRNA-1_1&gene=maker-scaffold_2-snap-gene-9.108&CDS=1-2817	YBR287W
1740	OG0001740	genemark-scaffold_2-processed-gene-9.60-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-9.60&CDS=1-1986	YHL027W
1741	OG0001741	augustus_masked-scaffold_2-processed-gene-9.35-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.35&CDS=1-2835	YFR002W
1742	OG0001742	genemark-scaffold_2-processed-gene-10.13-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-10.13&CDS=1-3375	YKL033W
1743	OG0001743	snap_masked-scaffold_2-processed-gene-10.61-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.61&CDS=1-1272	YOL132W
1744	OG0001744	maker-scaffold_2-augustus-gene-10.34-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-10.34&CDS=1-3231	YIL125W
1745	OG0001745	augustus_masked-scaffold_2-processed-gene-10.101-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.101&CDS=1-1179	YKR071C
1746	OG0001746	augustus_masked-scaffold_2-processed-gene-10.91-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.91&CDS=1-951	YDR173C
1747	OG0001747	maker-scaffold_2-snap-gene-10.43-mRNA-1_1&gene=maker-scaffold_2-snap-gene-10.43&CDS=1-381	YPR197C
1748	OG0001748	maker-scaffold_2-augustus-gene-10.35-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-10.35&CDS=1-642	YLR268W
1749	OG0001749	maker-scaffold_2-snap-gene-10.45-mRNA-1_1&gene=maker-scaffold_2-snap-gene-10.45&CDS=1-1842	YGR119C
1750	OG0001750	augustus_masked-scaffold_2-processed-gene-10.93-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.93&CDS=1-666	YDR140W
1751	OG0001751	augustus_masked-scaffold_2-processed-gene-10.106-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.106&CDS=1-5631	YDR141C
1752	OG0001752	augustus_masked-scaffold_2-processed-gene-10.107-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.107&CDS=1-747	YLR118C
1753	OG0001753	augustus_masked-scaffold_2-processed-gene-10.108-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.108&CDS=1-4542	YBL047C
1754	OG0001754	maker-scaffold_2-snap-gene-10.48-mRNA-1_1&gene=maker-scaffold_2-snap-gene-10.48&CDS=1-4551	YNL161W
1755	OG0001755	maker-scaffold_2-snap-gene-10.49-mRNA-1_1&gene=maker-scaffold_2-snap-gene-10.49&CDS=1-4836	YNL246W
1756	OG0001756	augustus_masked-scaffold_2-processed-gene-10.98-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.98&CDS=1-411	YHR116W
1757	OG0001757	augustus_masked-scaffold_2-processed-gene-10.115-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.115&CDS=1-2331	YAL043C
1758	OG0001758	augustus_masked-scaffold_2-processed-gene-11.4-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-11.4&CDS=1-1203	YPL178W
1759	OG0001759	snap_masked-scaffold_2-processed-gene-11.127-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.127&CDS=1-2427	YDR143C
1760	OG0001760	genemark-scaffold_2-processed-gene-11.50-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-11.50&CDS=1-1449	YKL090W
1761	OG0001761	augustus_masked-scaffold_2-processed-gene-11.6-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-11.6&CDS=1-546	YBR122C
1762	OG0001762	augustus_masked-scaffold_2-processed-gene-11.2-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-11.2&CDS=1-549	YLR193C
1763	OG0001763	augustus_masked-scaffold_2-processed-gene-11.3-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-11.3&CDS=1-549	YDL166C
1764	OG0001764	augustus_masked-scaffold_2-processed-gene-11.33-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-11.33&CDS=1-759	YDL169C
