	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035643_Yarrowia_bubula
1524	OG0001524	YGR093W	augustus_masked-flattened_line_97-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-flattened_line_97-processed-gene-0.147&CDS=1-1434
1525	OG0001525	YGR094W	snap_masked-flattened_line_2-processed-gene-2.81-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.81&CDS=1-3129
1526	OG0001526	YGR095C	snap_masked-flattened_line_2-processed-gene-2.70-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.70&CDS=1-648
1527	OG0001527	YGR096W	snap_masked-flattened_line_2-processed-gene-2.69-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.69&CDS=1-1005
1528	OG0001528	YGR098C	snap_masked-flattened_line_279-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_279-processed-gene-0.21&CDS=1-4965
1529	OG0001529	YGR099W	snap_masked-flattened_line_87-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_87-processed-gene-0.82&CDS=1-831
1530	OG0001530	YGR100W	snap_masked-flattened_line_41-processed-gene-1.71-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-1.71&CDS=1-2901
1531	OG0001531	YGR101W	snap_masked-flattened_line_301-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_301-processed-gene-0.36&CDS=1-1035
1532	OG0001532	YGR103W	snap_masked-flattened_line_301-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_301-processed-gene-0.45&CDS=1-1767
1533	OG0001533	YGR104C	augustus_masked-flattened_line_301-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_301-processed-gene-0.19&CDS=1-693
1534	OG0001534	YGR105W	snap_masked-flattened_line_301-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_301-processed-gene-0.34&CDS=1-216
1535	OG0001535	YGR110W	snap_masked-flattened_line_17-processed-gene-1.177-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.177&CDS=1-1428
1536	OG0001536	YGR111W	snap_masked-flattened_line_7-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.52&CDS=1-1119
1537	OG0001537	YGR112W	snap_masked-flattened_line_7-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.38&CDS=1-1041
1538	OG0001538	YGR113W	augustus_masked-flattened_line_55-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.41&CDS=1-522
1539	OG0001539	YGR116W	snap_masked-flattened_line_41-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.31&CDS=1-4215
1540	OG0001540	YGR119C	snap_masked-flattened_line_143-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_143-processed-gene-0.72&CDS=1-1521
1541	OG0001541	YGR123C	snap_masked-flattened_line_0-processed-gene-3.62-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.62&CDS=1-1437
1542	OG0001542	YGR124W	snap_masked-flattened_line_125-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_125-processed-gene-0.81&CDS=1-1692
1543	OG0001543	YGR125W	snap_masked-flattened_line_73-processed-gene-0.129-mRNA-1_1&gene=snap_masked-flattened_line_73-processed-gene-0.129&CDS=1-2970
1544	OG0001544	YGR127W	genemark-flattened_line_405-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_405-processed-gene-0.11&CDS=1-927
1545	OG0001545	YGR128C	augustus_masked-flattened_line_73-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-flattened_line_73-processed-gene-0.160&CDS=1-1944
1546	OG0001546	YGR132C	snap_masked-flattened_line_43-processed-gene-1.129-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-1.129&CDS=1-846
1547	OG0001547	YGR135W	snap_masked-flattened_line_9-processed-gene-2.94-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-2.94&CDS=1-750
1548	OG0001548	YGR144W	snap_masked-flattened_line_257-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_257-processed-gene-0.1&CDS=1-951
1549	OG0001549	YGR145W	snap_masked-flattened_line_143-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_143-processed-gene-0.61&CDS=1-2067
1550	OG0001550	YGR147C	snap_masked-flattened_line_67-processed-gene-0.169-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.169&CDS=1-801
1551	OG0001551	YGR149W	snap_masked-flattened_line_67-processed-gene-0.154-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.154&CDS=1-1299
1552	OG0001552	YGR150C	snap_masked-flattened_line_309-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_309-processed-gene-0.21&CDS=1-2298
1553	OG0001553	YGR152C	snap_masked-flattened_line_73-processed-gene-0.133-mRNA-1_1&gene=snap_masked-flattened_line_73-processed-gene-0.133&CDS=1-759
1554	OG0001554	YGR155W	snap_masked-flattened_line_11-processed-gene-1.28-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.28&CDS=1-1536
1555	OG0001555	YGR157W	snap_masked-flattened_line_247-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_247-processed-gene-0.18&CDS=1-2769
1556	OG0001556	YGR158C	snap_masked-flattened_line_247-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_247-processed-gene-0.25&CDS=1-786
1557	OG0001557	YGR159C	snap_masked-flattened_line_57-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.82&CDS=1-1194
1558	OG0001558	YGR163W	snap_masked-flattened_line_13-processed-gene-2.83-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.83&CDS=1-975
1559	OG0001559	YGR165W	snap_masked-flattened_line_125-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_125-processed-gene-0.87&CDS=1-1005
1560	OG0001560	YGR167W	snap_masked-flattened_line_51-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.75&CDS=1-645
1561	OG0001561	YGR170W	augustus_masked-flattened_line_339-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_339-processed-gene-0.5&CDS=1-3405
1562	OG0001562	YGR171C	snap_masked-flattened_line_95-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_95-processed-gene-0.120&CDS=1-1599
1563	OG0001563	YGR172C	snap_masked-flattened_line_79-processed-gene-0.157-mRNA-1_1&gene=snap_masked-flattened_line_79-processed-gene-0.157&CDS=1-723
1564	OG0001564	YGR173W	snap_masked-flattened_line_0-processed-gene-8.38-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.38&CDS=1-1113
1565	OG0001565	YGR174C	snap_masked-flattened_line_23-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-0.79&CDS=1-438
1566	OG0001566	YGR175C	snap_masked-flattened_line_23-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-0.80&CDS=1-1467
1567	OG0001567	YGR178C	augustus_masked-flattened_line_301-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_301-processed-gene-0.25&CDS=1-1974
1568	OG0001568	YGR183C	genemark-flattened_line_41-processed-gene-1.93-mRNA-1_1&gene=genemark-flattened_line_41-processed-gene-1.93&CDS=1-207
1569	OG0001569	YGR184C	maker-flattened_line_277-snap-gene-0.21-mRNA-1_1&gene=maker-flattened_line_277-snap-gene-0.21&CDS=1-5598
1570	OG0001570	YGR185C	snap_masked-flattened_line_133-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_133-processed-gene-0.12&CDS=1-1179
1571	OG0001571	YGR187C	snap_masked-flattened_line_79-processed-gene-0.146-mRNA-1_1&gene=snap_masked-flattened_line_79-processed-gene-0.146&CDS=1-1077
1572	OG0001572	YGR188C	genemark-flattened_line_301-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_301-processed-gene-0.8&CDS=1-2829
1573	OG0001573	YGR193C	snap_masked-flattened_line_387-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_387-processed-gene-0.7&CDS=1-1215
1574	OG0001574	YGR194C	snap_masked-flattened_line_369-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_369-processed-gene-0.15&CDS=1-1620
1575	OG0001575	YGR195W	genemark-flattened_line_13-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-0.95&CDS=1-723
1576	OG0001576	YGR198W	snap_masked-flattened_line_143-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_143-processed-gene-0.47&CDS=1-2709
1577	OG0001577	YGR200C	snap_masked-flattened_line_61-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.87&CDS=1-2217
1578	OG0001578	YGR202C	snap_masked-flattened_line_351-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_351-processed-gene-0.7&CDS=1-1062
1579	OG0001579	YGR205W	snap_masked-flattened_line_425-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_425-processed-gene-0.5&CDS=1-954
1580	OG0001580	YGR207C	snap_masked-flattened_line_253-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_253-processed-gene-0.30&CDS=1-768
1581	OG0001581	YGR208W	snap_masked-flattened_line_0-processed-gene-1.0-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.0&CDS=1-912
1582	OG0001582	YGR210C	snap_masked-flattened_line_263-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_263-processed-gene-0.28&CDS=1-1221
1583	OG0001583	YGR211W	snap_masked-flattened_line_73-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_73-processed-gene-0.100&CDS=1-1479
1584	OG0001584	YGR215W	maker-flattened_line_265-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_265-snap-gene-0.0&CDS=1-327
1585	OG0001585	YGR216C	genemark-flattened_line_11-processed-gene-2.31-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.31&CDS=1-1215
1586	OG0001586	YGR217W	genemark-flattened_line_265-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_265-processed-gene-0.11&CDS=1-5895
1587	OG0001587	YGR218W	maker-flattened_line_79-snap-gene-0.5-mRNA-1_1&gene=maker-flattened_line_79-snap-gene-0.5&CDS=1-3240
1588	OG0001588	YGR220C	snap_masked-flattened_line_79-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_79-processed-gene-0.145&CDS=1-852
1589	OG0001589	YGR223C	snap_masked-flattened_line_113-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.7&CDS=1-1035
1590	OG0001590	YGR225W	snap_masked-flattened_line_49-processed-gene-0.160-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.160&CDS=1-1206
1591	OG0001591	YGR227W	snap_masked-flattened_line_49-processed-gene-0.159-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.159&CDS=1-1566
1592	OG0001592	YGR229C	snap_masked-flattened_line_0-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.75&CDS=1-2151
1593	OG0001593	YGR230W	snap_masked-flattened_line_0-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.55&CDS=1-255
1594	OG0001594	YGR231C	snap_masked-flattened_line_0-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.56&CDS=1-903
1595	OG0001595	YGR232W	snap_masked-flattened_line_91-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_91-processed-gene-0.62&CDS=1-684
1596	OG0001596	YGR233C	snap_masked-flattened_line_21-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.12&CDS=1-2937
1597	OG0001597	YGR234W	snap_masked-flattened_line_19-processed-gene-1.18-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.18&CDS=1-1119
1598	OG0001598	YGR235C	snap_masked-flattened_line_101-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_101-processed-gene-0.79&CDS=1-771
1599	OG0001599	YGR244C	snap_masked-flattened_line_251-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_251-processed-gene-0.22&CDS=1-1305
1600	OG0001600	YGR245C	snap_masked-flattened_line_77-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_77-processed-gene-0.71&CDS=1-2103
1601	OG0001601	YGR246C	snap_masked-flattened_line_209-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_209-processed-gene-0.42&CDS=1-1527
1602	OG0001602	YGR247W	genemark-flattened_line_63-processed-gene-0.150-mRNA-1_1&gene=genemark-flattened_line_63-processed-gene-0.150&CDS=1-657
1603	OG0001603	YGR252W	snap_masked-flattened_line_77-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_77-processed-gene-0.38&CDS=1-1404
1604	OG0001604	YGR253C	maker-flattened_line_77-snap-gene-0.230-mRNA-1_1&gene=maker-flattened_line_77-snap-gene-0.230&CDS=1-759
1605	OG0001605	YGR255C	snap_masked-flattened_line_165-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_165-processed-gene-0.50&CDS=1-1383
1606	OG0001606	YGR257C	snap_masked-flattened_line_101-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_101-processed-gene-0.55&CDS=1-1215
1607	OG0001607	YGR258C	maker-flattened_line_17-snap-gene-0.56-mRNA-1_1&gene=maker-flattened_line_17-snap-gene-0.56&CDS=1-2229
1608	OG0001608	YGR261C	snap_masked-flattened_line_0-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.73&CDS=1-2325
1609	OG0001609	YGR262C	snap_masked-flattened_line_55-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.89&CDS=1-744
1610	OG0001610	YGR264C	snap_masked-flattened_line_141-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_141-processed-gene-0.65&CDS=1-2250
1611	OG0001611	YGR266W	snap_masked-flattened_line_11-processed-gene-2.121-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.121&CDS=1-2046
1612	OG0001612	YGR267C	genemark-flattened_line_163-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_163-processed-gene-0.27&CDS=1-879
1613	OG0001613	YGR268C	genemark-flattened_line_31-processed-gene-1.79-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-1.79&CDS=1-852
1614	OG0001614	YGR270W	augustus_masked-flattened_line_251-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_251-processed-gene-0.31&CDS=1-2988
1615	OG0001615	YGR271C-A	snap_masked-flattened_line_0-processed-gene-3.43-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.43&CDS=1-804
1616	OG0001616	YGR271W	snap_masked-flattened_line_45-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.58&CDS=1-5694
1617	OG0001617	YGR274C	snap_masked-flattened_line_7-processed-gene-2.148-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-2.148&CDS=1-3192
1618	OG0001618	YGR276C	snap_masked-flattened_line_113-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.26&CDS=1-1869
1619	OG0001619	YGR277C	maker-flattened_line_31-snap-gene-1.77-mRNA-1_1&gene=maker-flattened_line_31-snap-gene-1.77&CDS=1-1086
1620	OG0001620	YGR278W	genemark-flattened_line_17-processed-gene-1.38-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.38&CDS=1-2670
1621	OG0001621	YGR280C	snap_masked-flattened_line_67-processed-gene-0.135-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.135&CDS=1-852
1622	OG0001622	YGR281W	snap_masked-flattened_line_361-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_361-processed-gene-0.8&CDS=1-4218
1623	OG0001623	YGR282C	snap_masked-flattened_line_75-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_75-processed-gene-0.99&CDS=1-939
1624	OG0001624	YGR284C	snap_masked-flattened_line_225-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_225-processed-gene-0.51&CDS=1-966
1625	OG0001625	YGR285C	snap_masked-flattened_line_21-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.18&CDS=1-1287
1626	OG0001626	YGR286C	genemark-flattened_line_111-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_111-processed-gene-0.98&CDS=1-1116
1627	OG0001627	YHL002W	snap_masked-flattened_line_57-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.99&CDS=1-2097
1628	OG0001628	YHL004W	snap_masked-flattened_line_57-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.100&CDS=1-1269
1629	OG0001629	YHL007C	maker-flattened_line_181-snap-gene-0.72-mRNA-1_1&gene=maker-flattened_line_181-snap-gene-0.72&CDS=1-4392
1630	OG0001630	YHL008C	snap_masked-flattened_line_4-processed-gene-1.94-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.94&CDS=1-987
1631	OG0001631	YHL009C	snap_masked-flattened_line_13-processed-gene-2.69-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.69&CDS=1-927
1632	OG0001632	YHL010C	snap_masked-flattened_line_15-processed-gene-1.36-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.36&CDS=1-1638
1633	OG0001633	YHL011C	snap_masked-flattened_line_59-processed-gene-0.147-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.147&CDS=1-987
1634	OG0001634	YHL013C	snap_masked-flattened_line_9-processed-gene-1.19-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-1.19&CDS=1-882
1635	OG0001635	YHL015W	snap_masked-flattened_line_107-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_107-processed-gene-0.102&CDS=1-351
1636	OG0001636	YHL016C	snap_masked-flattened_line_149-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_149-processed-gene-0.89&CDS=1-2211
1637	OG0001637	YHL020C	snap_masked-flattened_line_75-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_75-processed-gene-0.103&CDS=1-2034
1638	OG0001638	YHL021C	snap_masked-flattened_line_2-processed-gene-3.22-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.22&CDS=1-1359
1639	OG0001639	YHL023C	snap_masked-flattened_line_4-processed-gene-1.96-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.96&CDS=1-1998
1640	OG0001640	YHL024W	snap_masked-flattened_line_215-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_215-processed-gene-0.33&CDS=1-1662
1641	OG0001641	YHL027W	snap_masked-flattened_line_45-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.53&CDS=1-1698
1642	OG0001642	YHL028W	genemark-flattened_line_39-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_39-processed-gene-0.25&CDS=1-1320
1643	OG0001643	YHL029C	snap_masked-flattened_line_213-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_213-processed-gene-0.34&CDS=1-1746
1644	OG0001644	YHL030W	maker-flattened_line_157-snap-gene-0.98-mRNA-1_1&gene=maker-flattened_line_157-snap-gene-0.98&CDS=1-5076
1645	OG0001645	YHL031C	snap_masked-flattened_line_69-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_69-processed-gene-0.35&CDS=1-657
1646	OG0001646	YHL032C	snap_masked-flattened_line_181-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_181-processed-gene-0.14&CDS=1-1509
1647	OG0001647	YHR002W	snap_masked-flattened_line_67-processed-gene-0.174-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.174&CDS=1-1074
1648	OG0001648	YHR004C	snap_masked-flattened_line_127-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_127-processed-gene-0.69&CDS=1-1356
1649	OG0001649	YHR005C	snap_masked-flattened_line_4-processed-gene-2.48-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.48&CDS=1-1236
1650	OG0001650	YHR005C-A	snap_masked-flattened_line_247-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_247-processed-gene-0.15&CDS=1-282
1651	OG0001651	YHR007C	snap_masked-flattened_line_27-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-0.69&CDS=1-1566
1652	OG0001652	YHR008C	snap_masked-flattened_line_299-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_299-processed-gene-0.19&CDS=1-681
1653	OG0001653	YHR012W	maker-flattened_line_263-snap-gene-0.35-mRNA-1_1&gene=maker-flattened_line_263-snap-gene-0.35&CDS=1-816
1654	OG0001654	YHR016C	snap_masked-flattened_line_7-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.49&CDS=1-1503
1655	OG0001655	YHR018C	snap_masked-flattened_line_89-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_89-processed-gene-0.56&CDS=1-1389
1656	OG0001656	YHR019C	snap_masked-flattened_line_4-processed-gene-3.98-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.98&CDS=1-1695
1657	OG0001657	YHR020W	augustus_masked-flattened_line_4-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.131&CDS=1-1593
1658	OG0001658	YHR023W	maker-flattened_line_57-snap-gene-0.124-mRNA-1_1&gene=maker-flattened_line_57-snap-gene-0.124&CDS=1-6129
1659	OG0001659	YHR024C	snap_masked-flattened_line_57-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.110&CDS=1-1470
1660	OG0001660	YHR025W	snap_masked-flattened_line_57-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.81&CDS=1-1062
1661	OG0001661	YHR026W	maker-flattened_line_55-snap-gene-0.135-mRNA-1_1&gene=maker-flattened_line_55-snap-gene-0.135&CDS=1-588
1662	OG0001662	YHR027C	snap_masked-flattened_line_75-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_75-processed-gene-0.85&CDS=1-2922
