	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035652_Torulaspora_maleeae
2413	OG0002413	YLR049C	snap_masked-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.129-mRNA-1_1&gene=snap_masked-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.129&CDS=1-1116
2414	OG0002414	YLR050C	genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.50-mRNA-1_1&gene=genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.50&CDS=1-507
2415	OG0002415	YLR052W	snap_masked-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.125-mRNA-1_1&gene=snap_masked-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.125&CDS=1-645
2416	OG0002416	YLR054C	snap_masked-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.90-mRNA-1_1&gene=snap_masked-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.90&CDS=1-2244
2417	OG0002417	YLR055C	genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.9-mRNA-1_1&gene=genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.9&CDS=1-1896
2418	OG0002418	YLR056W	augustus_masked-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.197-mRNA-1_1&gene=augustus_masked-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.197&CDS=1-1098
2419	OG0002419	YLR057W	snap_masked-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.117-mRNA-1_1&gene=snap_masked-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.117&CDS=1-2334
2420	OG0002420	YLR059C	maker-NODE_13_length_246656_cov_69.2189_ID_1990-augustus-gene-1.157-mRNA-1_1&gene=maker-NODE_13_length_246656_cov_69.2189_ID_1990-augustus-gene-1.157&CDS=1-1497
2421	OG0002421	YLR060W	genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.3-mRNA-1_1&gene=genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.3&CDS=1-1785
2422	OG0002422	YLR061W	genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.2-mRNA-1_1&gene=genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.2&CDS=1-357
2423	OG0002423	YLR065C	genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-0.104-mRNA-1_1&gene=genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-0.104&CDS=1-528
2424	OG0002424	YLR066W	genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-0.123-mRNA-1_1&gene=genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-0.123&CDS=1-591
2425	OG0002425	YLR067C	genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-0.101-mRNA-1_1&gene=genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-0.101&CDS=1-2829
2426	OG0002426	YLR068W	genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-0.121-mRNA-1_1&gene=genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-0.121&CDS=1-453
2427	OG0002427	YLR071C	genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-0.97&CDS=1-3102
2428	OG0002428	YLR073C	genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-0.96&CDS=1-618
2429	OG0002429	YLR074C	genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-0.95&CDS=1-492
2430	OG0002430	YLR075W	genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-0.118-mRNA-1_1&gene=genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-0.118&CDS=1-663
2431	OG0002431	YLR077W	genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-0.116-mRNA-1_1&gene=genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-0.116&CDS=1-1755
2432	OG0002432	YLR078C	genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-0.93&CDS=1-726
2433	OG0002433	YLR079W	augustus_masked-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-0.28&CDS=1-873
2434	OG0002434	YLR084C	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-4.140-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-4.140&CDS=1-3606
2435	OG0002435	YLR085C	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-4.142-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-4.142&CDS=1-1254
2436	OG0002436	YLR086W	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-4.120-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-4.120&CDS=1-4212
2437	OG0002437	YLR087C	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-4.143-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-4.143&CDS=1-8805
2438	OG0002438	YLR088W	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-4.121-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-4.121&CDS=1-1749
2439	OG0002439	YLR089C	augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.102&CDS=1-1644
2440	OG0002440	YLR090W	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.0-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.0&CDS=1-1278
2441	OG0002441	YLR091W	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.1-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.1&CDS=1-861
2442	OG0002442	YLR093C	augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.123-mRNA-1_1&gene=augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.123&CDS=1-3258
2443	OG0002443	YLR097C	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.29-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.29&CDS=1-1041
2444	OG0002444	YLR099W-A	snap_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.64-mRNA-1_1&gene=snap_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.64&CDS=1-300
2445	OG0002445	YLR100W	snap_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.68-mRNA-1_1&gene=snap_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.68&CDS=1-1038
2446	OG0002446	YLR102C	snap_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.87-mRNA-1_1&gene=snap_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.87&CDS=1-774
2447	OG0002447	YLR103C	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.34-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.34&CDS=1-1938
2448	OG0002448	YLR104W	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.16-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.16&CDS=1-393
2449	OG0002449	YLR105C	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.35-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.35&CDS=1-1080
2450	OG0002450	YLR106C	augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.128-mRNA-1_1&gene=augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.128&CDS=1-14706
2451	OG0002451	YLR107W	augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.114&CDS=1-1182
2452	OG0002452	YLR109W	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.18-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.18&CDS=1-528
2453	OG0002453	YLR113W	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.19-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.19&CDS=1-1284
2454	OG0002454	YLR114C	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.42-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.42&CDS=1-1887
2455	OG0002455	YLR115W	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.22-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.22&CDS=1-2514
2456	OG0002456	YLR116W	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.23-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.23&CDS=1-1398
2457	OG0002457	YLR117C	augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.136-mRNA-1_1&gene=augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-5.136&CDS=1-2034
2458	OG0002458	YLR118C	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.96-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.96&CDS=1-678
2459	OG0002459	YLR119W	augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.0-mRNA-1_1&gene=augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.0&CDS=1-525
2460	OG0002460	YLR126C	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.121-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.121&CDS=1-753
2461	OG0002461	YLR127C	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.122-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.122&CDS=1-2427
2462	OG0002462	YLR128W	maker-NODE_4_length_856739_cov_59.0822_ID_2094-augustus-gene-6.86-mRNA-1_1&gene=maker-NODE_4_length_856739_cov_59.0822_ID_2094-augustus-gene-6.86&CDS=1-735
2463	OG0002463	YLR129W	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.102-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.102&CDS=1-2820
2464	OG0002464	YLR130C	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.123-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.123&CDS=1-1065
2465	OG0002465	YLR131C	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.124-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.124&CDS=1-2232
2466	OG0002466	YLR132C	augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.23-mRNA-1_1&gene=augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.23&CDS=1-837
2467	OG0002467	YLR133W	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.103-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.103&CDS=1-1599
2468	OG0002468	YLR135W	augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.8-mRNA-1_1&gene=augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.8&CDS=1-8169
2469	OG0002469	YLR138W	augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.11-mRNA-1_1&gene=augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.11&CDS=1-10917
2470	OG0002470	YLR139C	augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.28-mRNA-1_1&gene=augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.28&CDS=1-2232
2471	OG0002471	YLR141W	snap_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.55-mRNA-1_1&gene=snap_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.55&CDS=1-1506
2472	OG0002472	YLR142W	snap_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.56-mRNA-1_1&gene=snap_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.56&CDS=1-1404
2473	OG0002473	YLR143W	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.113-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.113&CDS=1-2094
2474	OG0002474	YLR145W	snap_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.59-mRNA-1_1&gene=snap_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.59&CDS=1-612
2475	OG0002475	YLR148W	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.117-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.117&CDS=1-2772
2476	OG0002476	YLR149C	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.137-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.137&CDS=1-2118
2477	OG0002477	YLR150W	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.120-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-6.120&CDS=1-804
2478	OG0002478	YLR163C	augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.43-mRNA-1_1&gene=augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.43&CDS=1-1401
2479	OG0002479	YLR165C	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.208-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.208&CDS=1-738
2480	OG0002480	YLR166C	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.210-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.210&CDS=1-2505
2481	OG0002481	YLR168C	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.212-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.212&CDS=1-699
2482	OG0002482	YLR170C	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-3.143-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-3.143&CDS=1-468
2483	OG0002483	YLR172C	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-3.144-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-3.144&CDS=1-900
2484	OG0002484	YLR173W	snap_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-3.69-mRNA-1_1&gene=snap_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-3.69&CDS=1-1797
2485	OG0002485	YLR175W	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-3.111-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-3.111&CDS=1-1449
2486	OG0002486	YLR176C	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-3.132-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-3.132&CDS=1-2205
2487	OG0002487	YLR178C	genemark-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.141-mRNA-1_1&gene=genemark-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.141&CDS=1-636
2488	OG0002488	YLR181C	genemark-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.140-mRNA-1_1&gene=genemark-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.140&CDS=1-957
2489	OG0002489	YLR182W	genemark-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.172-mRNA-1_1&gene=genemark-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.172&CDS=1-2316
2490	OG0002490	YLR186W	augustus_masked-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.109&CDS=1-756
2491	OG0002491	YLR189C	snap_masked-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.17&CDS=1-3711
2492	OG0002492	YLR190W	snap_masked-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-0.104&CDS=1-1176
2493	OG0002493	YLR191W	genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-0.20&CDS=1-1155
2494	OG0002494	YLR192C	genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-0.48&CDS=1-819
2495	OG0002495	YLR193C	genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.119-mRNA-1_1&gene=genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.119&CDS=1-528
2496	OG0002496	YLR195C	genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.121-mRNA-1_1&gene=genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.121&CDS=1-1371
2497	OG0002497	YLR196W	genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.117-mRNA-1_1&gene=genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.117&CDS=1-1725
2498	OG0002498	YLR197W	genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.123-mRNA-1_1&gene=genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.123&CDS=1-1527
2499	OG0002499	YLR199C	augustus_masked-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.28&CDS=1-825
2500	OG0002500	YLR200W	genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.124-mRNA-1_1&gene=genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.124&CDS=1-321
2501	OG0002501	YLR201C	genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.149-mRNA-1_1&gene=genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.149&CDS=1-780
2502	OG0002502	YLR203C	genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.152-mRNA-1_1&gene=genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.152&CDS=1-1278
2503	OG0002503	YLR207W	genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.129-mRNA-1_1&gene=genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.129&CDS=1-2445
2504	OG0002504	YLR208W	genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.130-mRNA-1_1&gene=genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.130&CDS=1-882
2505	OG0002505	YLR209C	genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.155-mRNA-1_1&gene=genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.155&CDS=1-924
2506	OG0002506	YLR211C	genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.160-mRNA-1_1&gene=genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.160&CDS=1-591
2507	OG0002507	YLR212C	genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.161-mRNA-1_1&gene=genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.161&CDS=1-1407
2508	OG0002508	YLR214W	genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.139-mRNA-1_1&gene=genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.139&CDS=1-2070
2509	OG0002509	YLR215C	genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.165-mRNA-1_1&gene=genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-1.165&CDS=1-1062
2510	OG0002510	YLR216C	maker-NODE_11_length_317607_cov_55.1254_ID_1952-snap-gene-1.109-mRNA-1_1&gene=maker-NODE_11_length_317607_cov_55.1254_ID_1952-snap-gene-1.109&CDS=1-1374
2511	OG0002511	YLR219W	snap_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-3.79-mRNA-1_1&gene=snap_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-3.79&CDS=1-2028
2512	OG0002512	YLR220W	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-3.24-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-3.24&CDS=1-957
2513	OG0002513	YLR221C	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-3.51-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-3.51&CDS=1-585
2514	OG0002514	YLR222C	augustus_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-3.159-mRNA-1_1&gene=augustus_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-3.159&CDS=1-5322
2515	OG0002515	YLR224W	snap_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-3.82-mRNA-1_1&gene=snap_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-3.82&CDS=1-1134
2516	OG0002516	YLR225C	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-3.54-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-3.54&CDS=1-1197
2517	OG0002517	YLR231C	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.188-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.188&CDS=1-1389
2518	OG0002518	YLR234W	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.226-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.226&CDS=1-1962
2519	OG0002519	YLR239C	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.183-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.183&CDS=1-957
2520	OG0002520	YLR240W	maker-NODE_4_length_856739_cov_59.0822_ID_2094-augustus-gene-7.161-mRNA-1_1&gene=maker-NODE_4_length_856739_cov_59.0822_ID_2094-augustus-gene-7.161&CDS=1-4566
2521	OG0002521	YLR241W	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.218-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.218&CDS=1-2427
2522	OG0002522	YLR242C	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.180-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.180&CDS=1-918
2523	OG0002523	YLR243W	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.216-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.216&CDS=1-813
2524	OG0002524	YLR245C	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.176-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.176&CDS=1-459
2525	OG0002525	YLR246W	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.213-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.213&CDS=1-1092
2526	OG0002526	YLR247C	augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-3.23&CDS=1-4428
2527	OG0002527	YLR248W	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-3.142-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-3.142&CDS=1-1680
