	OrthologID	Saccharomyces_cerevisiae	Saprochaete_clavata
1461	OG0001461	YGL211W	-processed-gene-0.69-mRNA-1_1&gene=snap_masked-gi|736520316|emb|CBXB010000080.1|-processed-gene-0.69&CDS=1-1140
1462	OG0001462	YGL212W	-snap-gene-1.44-mRNA-1_1&gene=maker-gi|736520376|emb|CBXB010000040.1|-snap-gene-1.44&CDS=1-969
1463	OG0001463	YGL213C	-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-gi|736520329|emb|CBXB010000067.1|-processed-gene-0.173&CDS=1-945
1464	OG0001464	YGL219C	-processed-gene-0.84-mRNA-1_1&gene=snap_masked-gi|736520308|emb|CBXB010000088.1|-processed-gene-0.84&CDS=1-1791
1465	OG0001465	YGL220W	-snap-gene-0.76-mRNA-1_1&gene=maker-gi|736520306|emb|CBXB010000090.1|-snap-gene-0.76&CDS=1-255
1466	OG0001466	YGL221C	-augustus-gene-1.225-mRNA-1_1&gene=maker-gi|736520387|emb|CBXB010000033.1|-augustus-gene-1.225&CDS=1-990
1467	OG0001467	YGL224C	-processed-gene-0.69-mRNA-1_1&gene=snap_masked-gi|736520299|emb|CBXB010000097.1|-processed-gene-0.69&CDS=1-1107
1468	OG0001468	YGL231C	-processed-gene-0.48-mRNA-1_1&gene=snap_masked-gi|736520390|emb|CBXB010000031.1|-processed-gene-0.48&CDS=1-603
1469	OG0001469	YGL232W	-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-gi|736520390|emb|CBXB010000031.1|-processed-gene-0.83&CDS=1-996
1470	OG0001470	YGL233W	-snap-gene-0.58-mRNA-1_1&gene=maker-gi|736520250|emb|CBXB010000142.1|-snap-gene-0.58&CDS=1-2460
1471	OG0001471	YGL234W	-augustus-gene-0.38-mRNA-1_1&gene=maker-gi|736520293|emb|CBXB010000103.1|-augustus-gene-0.38&CDS=1-2361
1472	OG0001472	YGL236C	-processed-gene-2.96-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-2.96&CDS=1-2097
1473	OG0001473	YGL237C	-processed-gene-2.130-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-2.130&CDS=1-519
1474	OG0001474	YGL238W	-snap-gene-0.6-mRNA-1_1&gene=maker-gi|736520431|emb|CBXB010000008.1|-snap-gene-0.6&CDS=1-2880
1475	OG0001475	YGL240W	-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-gi|736520431|emb|CBXB010000008.1|-processed-gene-0.63&CDS=1-567
1476	OG0001476	YGL241W	-processed-gene-0.8-mRNA-1_1&gene=snap_masked-gi|736520432|emb|CBXB010000007.1|-processed-gene-0.8&CDS=1-3159
1477	OG0001477	YGL242C	-augustus-gene-0.119-mRNA-1_1&gene=maker-gi|736520432|emb|CBXB010000007.1|-augustus-gene-0.119&CDS=1-618
1478	OG0001478	YGL243W	-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-gi|736520387|emb|CBXB010000033.1|-processed-gene-1.75&CDS=1-1158
1479	OG0001479	YGL244W	-processed-gene-0.26-mRNA-1_1&gene=snap_masked-gi|736520432|emb|CBXB010000007.1|-processed-gene-0.26&CDS=1-1761
1480	OG0001480	YGL245W	-processed-gene-2.14-mRNA-1_1&gene=snap_masked-gi|736520429|emb|CBXB010000009.1|-processed-gene-2.14&CDS=1-2187
1481	OG0001481	YGL246C	-processed-gene-0.39-mRNA-1_1&gene=snap_masked-gi|736520399|emb|CBXB010000025.1|-processed-gene-0.39&CDS=1-1227
1482	OG0001482	YGL247W	-processed-gene-2.7-mRNA-1_1&gene=snap_masked-gi|736520429|emb|CBXB010000009.1|-processed-gene-2.7&CDS=1-2472
1483	OG0001483	YGL252C	-snap-gene-0.8-mRNA-1_1&gene=maker-gi|736520229|emb|CBXB010000155.1|-snap-gene-0.8&CDS=1-1926
1484	OG0001484	YGL256W	-snap-gene-1.97-mRNA-1_1&gene=maker-gi|736520322|emb|CBXB010000074.1|-snap-gene-1.97&CDS=1-1479
1485	OG0001485	YGR001C	-processed-gene-0.186-mRNA-1_1&gene=genemark-gi|736520407|emb|CBXB010000020.1|-processed-gene-0.186&CDS=1-807
1486	OG0001486	YGR002C	-processed-gene-0.31-mRNA-1_1&gene=snap_masked-gi|736520266|emb|CBXB010000130.1|-processed-gene-0.31&CDS=1-1620
1487	OG0001487	YGR003W	-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-gi|736520347|emb|CBXB010000055.1|-processed-gene-0.64&CDS=1-2442
1488	OG0001488	YGR005C	-processed-gene-1.16-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-1.16&CDS=1-1149
1489	OG0001489	YGR006W	-processed-gene-1.46-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-1.46&CDS=1-1209
1490	OG0001490	YGR007W	-snap-gene-0.35-mRNA-1_1&gene=maker-gi|736520402|emb|CBXB010000023.1|-snap-gene-0.35&CDS=1-1299
1491	OG0001491	YGR009C	-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-gi|736520417|emb|CBXB010000015.1|-processed-gene-0.29&CDS=1-1491
1492	OG0001492	YGR012W	-processed-gene-1.146-mRNA-1_1&gene=snap_masked-gi|736520242|emb|CBXB010000147.1|-processed-gene-1.146&CDS=1-1512
1493	OG0001493	YGR013W	-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-gi|736520303|emb|CBXB010000093.1|-processed-gene-0.10&CDS=1-2157
1494	OG0001494	YGR014W	-processed-gene-0.60-mRNA-1_1&gene=snap_masked-gi|736520286|emb|CBXB010000110.1|-processed-gene-0.60&CDS=1-3702
1495	OG0001495	YGR017W	-processed-gene-0.89-mRNA-1_1&gene=snap_masked-gi|736520407|emb|CBXB010000020.1|-processed-gene-0.89&CDS=1-882
1496	OG0001496	YGR019W	-processed-gene-0.38-mRNA-1_1&gene=snap_masked-gi|736520365|emb|CBXB010000047.1|-processed-gene-0.38&CDS=1-1506
1497	OG0001497	YGR020C	-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-gi|736520330|emb|CBXB010000066.1|-processed-gene-0.51&CDS=1-381
1498	OG0001498	YGR021W	-snap-gene-1.92-mRNA-1_1&gene=maker-gi|736520420|emb|CBXB010000014.1|-snap-gene-1.92&CDS=1-993
1499	OG0001499	YGR024C	-snap-gene-2.6-mRNA-1_1&gene=maker-gi|736520356|emb|CBXB010000051.1|-snap-gene-2.6&CDS=1-837
1500	OG0001500	YGR028W	-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-gi|736520175|emb|CBXB010000203.1|-processed-gene-0.41&CDS=1-1125
1501	OG0001501	YGR029W	-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-gi|736520175|emb|CBXB010000203.1|-processed-gene-0.40&CDS=1-681
1502	OG0001502	YGR031W	-processed-gene-0.52-mRNA-1_1&gene=snap_masked-gi|736520407|emb|CBXB010000020.1|-processed-gene-0.52&CDS=1-1287
1503	OG0001503	YGR033C	-processed-gene-0.83-mRNA-1_1&gene=snap_masked-gi|736520286|emb|CBXB010000110.1|-processed-gene-0.83&CDS=1-627
1504	OG0001504	YGR036C	-snap-gene-0.124-mRNA-1_1&gene=maker-gi|736520321|emb|CBXB010000075.1|-snap-gene-0.124&CDS=1-822
1505	OG0001505	YGR037C	-processed-gene-2.8-mRNA-1_1&gene=snap_masked-gi|736520429|emb|CBXB010000009.1|-processed-gene-2.8&CDS=1-264
1506	OG0001506	YGR042W	-processed-gene-0.126-mRNA-1_1&gene=snap_masked-gi|736520384|emb|CBXB010000035.1|-processed-gene-0.126&CDS=1-2565
1507	OG0001507	YGR044C	-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-gi|736520299|emb|CBXB010000097.1|-processed-gene-0.33&CDS=1-3549
1508	OG0001508	YGR046W	-processed-gene-0.114-mRNA-1_1&gene=genemark-gi|736520424|emb|CBXB010000011.1|-processed-gene-0.114&CDS=1-1722
1509	OG0001509	YGR047C	-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-gi|736520389|emb|CBXB010000032.1|-processed-gene-0.131&CDS=1-3735
1510	OG0001510	YGR048W	-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-gi|736520383|emb|CBXB010000036.1|-processed-gene-1.132&CDS=1-1275
1511	OG0001511	YGR054W	-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-gi|736520310|emb|CBXB010000086.1|-processed-gene-0.120&CDS=1-1854
1512	OG0001512	YGR057C	-processed-gene-1.69-mRNA-1_1&gene=snap_masked-gi|736520429|emb|CBXB010000009.1|-processed-gene-1.69&CDS=1-1413
1513	OG0001513	YGR060W	-processed-gene-0.19-mRNA-1_1&gene=snap_masked-gi|736520436|emb|CBXB010000004.1|-processed-gene-0.19&CDS=1-876
1514	OG0001514	YGR061C	-processed-gene-1.73-mRNA-1_1&gene=snap_masked-gi|736520374|emb|CBXB010000041.1|-processed-gene-1.73&CDS=1-4053
1515	OG0001515	YGR062C	-processed-gene-0.48-mRNA-1_1&gene=snap_masked-gi|736520279|emb|CBXB010000117.1|-processed-gene-0.48&CDS=1-1041
1516	OG0001516	YGR063C	-snap-gene-0.127-mRNA-1_1&gene=maker-gi|736520279|emb|CBXB010000117.1|-snap-gene-0.127&CDS=1-330
1517	OG0001517	YGR074W	-processed-gene-1.203-mRNA-1_1&gene=snap_masked-gi|736520322|emb|CBXB010000074.1|-processed-gene-1.203&CDS=1-375
1518	OG0001518	YGR076C	-processed-gene-0.21-mRNA-1_1&gene=snap_masked-gi|736520309|emb|CBXB010000087.1|-processed-gene-0.21&CDS=1-747
1519	OG0001519	YGR078C	-snap-gene-0.237-mRNA-1_1&gene=maker-gi|736520373|emb|CBXB010000042.1|-snap-gene-0.237&CDS=1-561
1520	OG0001520	YGR080W	-processed-gene-0.32-mRNA-1_1&gene=snap_masked-gi|736520294|emb|CBXB010000102.1|-processed-gene-0.32&CDS=1-1005
1521	OG0001521	YGR082W	-processed-gene-1.26-mRNA-1_1&gene=snap_masked-gi|736520405|emb|CBXB010000021.1|-processed-gene-1.26&CDS=1-534
1522	OG0001522	YGR083C	-processed-gene-5.55-mRNA-1_1&gene=snap_masked-gi|736520429|emb|CBXB010000009.1|-processed-gene-5.55&CDS=1-1428
1523	OG0001523	YGR086C	-snap-gene-2.4-mRNA-1_1&gene=maker-gi|736520356|emb|CBXB010000051.1|-snap-gene-2.4&CDS=1-933
1524	OG0001524	YGR090W	-processed-gene-2.108-mRNA-1_1&gene=snap_masked-gi|736520316|emb|CBXB010000080.1|-processed-gene-2.108&CDS=1-3669
1525	OG0001525	YGR091W	-processed-gene-0.50-mRNA-1_1&gene=snap_masked-gi|736520275|emb|CBXB010000121.1|-processed-gene-0.50&CDS=1-1854
1526	OG0001526	YGR093W	-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-gi|736520365|emb|CBXB010000047.1|-processed-gene-0.9&CDS=1-1848
1527	OG0001527	YGR094W	-processed-gene-0.24-mRNA-1_1&gene=snap_masked-gi|736520432|emb|CBXB010000007.1|-processed-gene-0.24&CDS=1-3162
1528	OG0001528	YGR095C	-snap-gene-0.72-mRNA-1_1&gene=maker-gi|736520432|emb|CBXB010000007.1|-snap-gene-0.72&CDS=1-690
1529	OG0001529	YGR096W	-snap-gene-0.75-mRNA-1_1&gene=maker-gi|736520432|emb|CBXB010000007.1|-snap-gene-0.75&CDS=1-1194
1530	OG0001530	YGR098C	-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-gi|736520315|emb|CBXB010000081.1|-processed-gene-0.24&CDS=1-5751
1531	OG0001531	YGR100W	-processed-gene-0.2-mRNA-1_1&gene=snap_masked-gi|736520246|emb|CBXB010000144.1|-processed-gene-0.2&CDS=1-3267
1532	OG0001532	YGR101W	-processed-gene-0.43-mRNA-1_1&gene=genemark-gi|736520310|emb|CBXB010000086.1|-processed-gene-0.43&CDS=1-1263
1533	OG0001533	YGR103W	-processed-gene-0.206-mRNA-1_1&gene=snap_masked-gi|736520310|emb|CBXB010000086.1|-processed-gene-0.206&CDS=1-1920
1534	OG0001534	YGR104C	-snap-gene-0.83-mRNA-1_1&gene=maker-gi|736520310|emb|CBXB010000086.1|-snap-gene-0.83&CDS=1-783
1535	OG0001535	YGR105W	-augustus-gene-0.72-mRNA-1_1&gene=maker-gi|736520310|emb|CBXB010000086.1|-augustus-gene-0.72&CDS=1-270
1536	OG0001536	YGR110W	-processed-gene-0.98-mRNA-1_1&gene=snap_masked-gi|736520329|emb|CBXB010000067.1|-processed-gene-0.98&CDS=1-1437
1537	OG0001537	YGR112W	-processed-gene-1.110-mRNA-1_1&gene=snap_masked-gi|736520376|emb|CBXB010000040.1|-processed-gene-1.110&CDS=1-1011
1538	OG0001538	YGR113W	-processed-gene-1.74-mRNA-1_1&gene=snap_masked-gi|736520356|emb|CBXB010000051.1|-processed-gene-1.74&CDS=1-603
1539	OG0001539	YGR116W	-processed-gene-1.60-mRNA-1_1&gene=snap_masked-gi|736520316|emb|CBXB010000080.1|-processed-gene-1.60&CDS=1-4464
1540	OG0001540	YGR119C	-processed-gene-5.24-mRNA-1_1&gene=snap_masked-gi|736520429|emb|CBXB010000009.1|-processed-gene-5.24&CDS=1-1674
1541	OG0001541	YGR123C	-processed-gene-1.65-mRNA-1_1&gene=snap_masked-gi|736520316|emb|CBXB010000080.1|-processed-gene-1.65&CDS=1-1563
1542	OG0001542	YGR125W	-snap-gene-0.1-mRNA-1_1&gene=maker-gi|736520322|emb|CBXB010000074.1|-snap-gene-0.1&CDS=1-3669
1543	OG0001543	YGR127W	-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-gi|736520335|emb|CBXB010000062.1|-processed-gene-1.59&CDS=1-1164
1544	OG0001544	YGR128C	-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-gi|736520356|emb|CBXB010000051.1|-processed-gene-0.3&CDS=1-2478
1545	OG0001545	YGR132C	-snap-gene-0.232-mRNA-1_1&gene=maker-gi|736520373|emb|CBXB010000042.1|-snap-gene-0.232&CDS=1-846
1546	OG0001546	YGR135W	-snap-gene-0.33-mRNA-1_1&gene=maker-gi|736520271|emb|CBXB010000125.1|-snap-gene-0.33&CDS=1-759
1547	OG0001547	YGR145W	-augustus-gene-0.31-mRNA-1_1&gene=maker-gi|736520379|emb|CBXB010000038.1|-augustus-gene-0.31&CDS=1-2199
1548	OG0001548	YGR147C	-processed-gene-0.44-mRNA-1_1&gene=snap_masked-gi|736520365|emb|CBXB010000047.1|-processed-gene-0.44&CDS=1-696
1549	OG0001549	YGR149W	-processed-gene-1.23-mRNA-1_1&gene=snap_masked-gi|736520405|emb|CBXB010000021.1|-processed-gene-1.23&CDS=1-1533
1550	OG0001550	YGR150C	-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-gi|736520381|emb|CBXB010000037.1|-processed-gene-0.54&CDS=1-2544
1551	OG0001551	YGR152C	-processed-gene-0.54-mRNA-1_1&gene=snap_masked-gi|736520365|emb|CBXB010000047.1|-processed-gene-0.54&CDS=1-1155
1552	OG0001552	YGR155W	-snap-gene-0.122-mRNA-1_1&gene=maker-gi|736520390|emb|CBXB010000031.1|-snap-gene-0.122&CDS=1-1521
1553	OG0001553	YGR157W	-snap-gene-0.21-mRNA-1_1&gene=maker-gi|736520175|emb|CBXB010000203.1|-snap-gene-0.21&CDS=1-2745
1554	OG0001554	YGR158C	-processed-gene-0.125-mRNA-1_1&gene=snap_masked-gi|736520278|emb|CBXB010000118.1|-processed-gene-0.125&CDS=1-864
1555	OG0001555	YGR159C	-processed-gene-0.18-mRNA-1_1&gene=snap_masked-gi|736520399|emb|CBXB010000025.1|-processed-gene-0.18&CDS=1-1539
1556	OG0001556	YGR163W	-snap-gene-0.134-mRNA-1_1&gene=maker-gi|736520321|emb|CBXB010000075.1|-snap-gene-0.134&CDS=1-987
1557	OG0001557	YGR165W	-processed-gene-1.154-mRNA-1_1&gene=snap_masked-gi|736520390|emb|CBXB010000031.1|-processed-gene-1.154&CDS=1-1002
1558	OG0001558	YGR167W	-processed-gene-0.27-mRNA-1_1&gene=snap_masked-gi|736520197|emb|CBXB010000181.1|-processed-gene-0.27&CDS=1-690
1559	OG0001559	YGR170W	-processed-gene-0.54-mRNA-1_1&gene=snap_masked-gi|736520383|emb|CBXB010000036.1|-processed-gene-0.54&CDS=1-3483
1560	OG0001560	YGR171C	-processed-gene-0.45-mRNA-1_1&gene=snap_masked-gi|736520370|emb|CBXB010000044.1|-processed-gene-0.45&CDS=1-1623
1561	OG0001561	YGR172C	-processed-gene-0.70-mRNA-1_1&gene=snap_masked-gi|736520370|emb|CBXB010000044.1|-processed-gene-0.70&CDS=1-759
1562	OG0001562	YGR173W	-snap-gene-0.132-mRNA-1_1&gene=maker-gi|736520281|emb|CBXB010000115.1|-snap-gene-0.132&CDS=1-1107
1563	OG0001563	YGR174C	-processed-gene-1.103-mRNA-1_1&gene=snap_masked-gi|736520320|emb|CBXB010000076.1|-processed-gene-1.103&CDS=1-531
1564	OG0001564	YGR175C	-processed-gene-1.69-mRNA-1_1&gene=snap_masked-gi|736520320|emb|CBXB010000076.1|-processed-gene-1.69&CDS=1-1536
1565	OG0001565	YGR178C	-processed-gene-0.203-mRNA-1_1&gene=snap_masked-gi|736520310|emb|CBXB010000086.1|-processed-gene-0.203&CDS=1-2886
1566	OG0001566	YGR181W	-processed-gene-0.92-mRNA-1_1&gene=snap_masked-gi|736520277|emb|CBXB010000119.1|-processed-gene-0.92&CDS=1-324
1567	OG0001567	YGR183C	-processed-gene-0.95-mRNA-1_1&gene=snap_masked-gi|736520277|emb|CBXB010000119.1|-processed-gene-0.95&CDS=1-228
1568	OG0001568	YGR184C	-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-gi|736520277|emb|CBXB010000119.1|-processed-gene-0.155&CDS=1-5583
1569	OG0001569	YGR185C	-processed-gene-0.124-mRNA-1_1&gene=snap_masked-gi|736520277|emb|CBXB010000119.1|-processed-gene-0.124&CDS=1-1179
1570	OG0001570	YGR186W	-processed-gene-0.89-mRNA-1_1&gene=snap_masked-gi|736520277|emb|CBXB010000119.1|-processed-gene-0.89&CDS=1-2139
1571	OG0001571	YGR187C	-snap-gene-0.75-mRNA-1_1&gene=maker-gi|736520277|emb|CBXB010000119.1|-snap-gene-0.75&CDS=1-1236
1572	OG0001572	YGR188C	-snap-gene-2.114-mRNA-1_1&gene=maker-gi|736520335|emb|CBXB010000062.1|-snap-gene-2.114&CDS=1-3066
1573	OG0001573	YGR189C	-processed-gene-0.24-mRNA-1_1&gene=genemark-gi|736520277|emb|CBXB010000119.1|-processed-gene-0.24&CDS=1-1050
1574	OG0001574	YGR193C	-processed-gene-0.8-mRNA-1_1&gene=snap_masked-gi|736520381|emb|CBXB010000037.1|-processed-gene-0.8&CDS=1-1437
1575	OG0001575	YGR194C	-processed-gene-0.43-mRNA-1_1&gene=snap_masked-gi|736520320|emb|CBXB010000076.1|-processed-gene-0.43&CDS=1-2250
1576	OG0001576	YGR195W	-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-gi|736520277|emb|CBXB010000119.1|-processed-gene-0.146&CDS=1-741
1577	OG0001577	YGR198W	-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-gi|736520277|emb|CBXB010000119.1|-processed-gene-0.149&CDS=1-3018
1578	OG0001578	YGR200C	-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-gi|736520424|emb|CBXB010000011.1|-processed-gene-0.45&CDS=1-2601
1579	OG0001579	YGR202C	-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-gi|736520335|emb|CBXB010000062.1|-processed-gene-2.90&CDS=1-1377
1580	OG0001580	YGR205W	-processed-gene-0.36-mRNA-1_1&gene=snap_masked-gi|736520302|emb|CBXB010000094.1|-processed-gene-0.36&CDS=1-1098
1581	OG0001581	YGR207C	-snap-gene-0.5-mRNA-1_1&gene=maker-gi|736520205|emb|CBXB010000174.1|-snap-gene-0.5&CDS=1-753
1582	OG0001582	YGR208W	-processed-gene-1.52-mRNA-1_1&gene=snap_masked-gi|736520339|emb|CBXB010000059.1|-processed-gene-1.52&CDS=1-915
1583	OG0001583	YGR210C	-snap-gene-0.1-mRNA-1_1&gene=maker-gi|736520268|emb|CBXB010000128.1|-snap-gene-0.1&CDS=1-1218
1584	OG0001584	YGR211W	-processed-gene-2.95-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-2.95&CDS=1-1617
1585	OG0001585	YGR215W	-processed-gene-2.81-mRNA-1_1&gene=snap_masked-gi|736520376|emb|CBXB010000040.1|-processed-gene-2.81&CDS=1-345
1586	OG0001586	YGR216C	-processed-gene-2.80-mRNA-1_1&gene=snap_masked-gi|736520376|emb|CBXB010000040.1|-processed-gene-2.80&CDS=1-2406
1587	OG0001587	YGR217W	-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-gi|736520376|emb|CBXB010000040.1|-processed-gene-2.106&CDS=1-6318
1588	OG0001588	YGR218W	-augustus-gene-0.35-mRNA-1_1&gene=maker-gi|736520262|emb|CBXB010000134.1|-augustus-gene-0.35&CDS=1-3243
1589	OG0001589	YGR220C	-processed-gene-0.78-mRNA-1_1&gene=snap_masked-gi|736520393|emb|CBXB010000029.1|-processed-gene-0.78&CDS=1-924
1590	OG0001590	YGR223C	-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-gi|736520383|emb|CBXB010000036.1|-processed-gene-0.27&CDS=1-1542
1591	OG0001591	YGR225W	-snap-gene-0.54-mRNA-1_1&gene=maker-gi|736520278|emb|CBXB010000118.1|-snap-gene-0.54&CDS=1-2115
1592	OG0001592	YGR227W	-processed-gene-0.128-mRNA-1_1&gene=snap_masked-gi|736520278|emb|CBXB010000118.1|-processed-gene-0.128&CDS=1-1974
1593	OG0001593	YGR229C	-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-gi|736520278|emb|CBXB010000118.1|-processed-gene-0.84&CDS=1-1995
1594	OG0001594	YGR231C	-processed-gene-0.147-mRNA-1_1&gene=snap_masked-gi|736520373|emb|CBXB010000042.1|-processed-gene-0.147&CDS=1-903
1595	OG0001595	YGR232W	-processed-gene-0.43-mRNA-1_1&gene=snap_masked-gi|736520266|emb|CBXB010000130.1|-processed-gene-0.43&CDS=1-687
1596	OG0001596	YGR233C	-processed-gene-0.34-mRNA-1_1&gene=snap_masked-gi|736520284|emb|CBXB010000112.1|-processed-gene-0.34&CDS=1-4104
1597	OG0001597	YGR234W	-processed-gene-0.93-mRNA-1_1&gene=snap_masked-gi|736520321|emb|CBXB010000075.1|-processed-gene-0.93&CDS=1-1197
1598	OG0001598	YGR235C	-processed-gene-0.65-mRNA-1_1&gene=snap_masked-gi|736520308|emb|CBXB010000088.1|-processed-gene-0.65&CDS=1-765
1599	OG0001599	YGR244C	-processed-gene-0.155-mRNA-1_1&gene=snap_masked-gi|736520250|emb|CBXB010000142.1|-processed-gene-0.155&CDS=1-1308
1600	OG0001600	YGR245C	-processed-gene-0.41-mRNA-1_1&gene=snap_masked-gi|736520184|emb|CBXB010000194.1|-processed-gene-0.41&CDS=1-2241
1601	OG0001601	YGR246C	-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-gi|736520335|emb|CBXB010000062.1|-processed-gene-2.84&CDS=1-2247
1602	OG0001602	YGR247W	-snap-gene-0.40-mRNA-1_1&gene=maker-gi|736520421|emb|CBXB010000013.1|-snap-gene-0.40&CDS=1-669
1603	OG0001603	YGR252W	-processed-gene-2.86-mRNA-1_1&gene=snap_masked-gi|736520356|emb|CBXB010000051.1|-processed-gene-2.86&CDS=1-1344
1604	OG0001604	YGR253C	-snap-gene-2.5-mRNA-1_1&gene=maker-gi|736520356|emb|CBXB010000051.1|-snap-gene-2.5&CDS=1-753
1605	OG0001605	YGR255C	-processed-gene-1.210-mRNA-1_1&gene=snap_masked-gi|736520322|emb|CBXB010000074.1|-processed-gene-1.210&CDS=1-1617
1606	OG0001606	YGR257C	-processed-gene-0.44-mRNA-1_1&gene=snap_masked-gi|736520308|emb|CBXB010000088.1|-processed-gene-0.44&CDS=1-1188
1607	OG0001607	YGR258C	-snap-gene-2.108-mRNA-1_1&gene=maker-gi|736520335|emb|CBXB010000062.1|-snap-gene-2.108&CDS=1-2946
1608	OG0001608	YGR261C	-processed-gene-2.35-mRNA-1_1&gene=snap_masked-gi|736520335|emb|CBXB010000062.1|-processed-gene-2.35&CDS=1-2754
1609	OG0001609	YGR262C	-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-gi|736520410|emb|CBXB010000019.1|-processed-gene-1.150&CDS=1-873
1610	OG0001610	YGR264C	-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-gi|736520175|emb|CBXB010000203.1|-processed-gene-0.42&CDS=1-2247
1611	OG0001611	YGR266W	-processed-gene-0.53-mRNA-1_1&gene=snap_masked-gi|736520362|emb|CBXB010000049.1|-processed-gene-0.53&CDS=1-1986
1612	OG0001612	YGR267C	-processed-gene-0.75-mRNA-1_1&gene=snap_masked-gi|736520438|emb|CBXB010000003.1|-processed-gene-0.75&CDS=1-1170
1613	OG0001613	YGR268C	-processed-gene-1.23-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-1.23&CDS=1-798
1614	OG0001614	YGR271C-A	-processed-gene-0.52-mRNA-1_1&gene=snap_masked-gi|736520237|emb|CBXB010000150.1|-processed-gene-0.52&CDS=1-1101
1615	OG0001615	YGR271W	-snap-gene-3.30-mRNA-1_1&gene=maker-gi|736520429|emb|CBXB010000009.1|-snap-gene-3.30&CDS=1-5940
1616	OG0001616	YGR274C	-snap-gene-0.6-mRNA-1_1&gene=maker-gi|736520354|emb|CBXB010000052.1|-snap-gene-0.6&CDS=1-3966
1617	OG0001617	YGR276C	-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-gi|736520383|emb|CBXB010000036.1|-processed-gene-1.124&CDS=1-2865
1618	OG0001618	YGR277C	-snap-gene-2.222-mRNA-1_1&gene=maker-gi|736520316|emb|CBXB010000080.1|-snap-gene-2.222&CDS=1-1023
1619	OG0001619	YGR278W	-processed-gene-0.44-mRNA-1_1&gene=snap_masked-gi|736520269|emb|CBXB010000127.1|-processed-gene-0.44&CDS=1-2136
1620	OG0001620	YGR280C	-processed-gene-0.79-mRNA-1_1&gene=snap_masked-gi|736520379|emb|CBXB010000038.1|-processed-gene-0.79&CDS=1-948
1621	OG0001621	YGR281W	-snap-gene-0.112-mRNA-1_1&gene=maker-gi|736520407|emb|CBXB010000020.1|-snap-gene-0.112&CDS=1-4188
1622	OG0001622	YGR282C	-processed-gene-1.117-mRNA-1_1&gene=snap_masked-gi|736520320|emb|CBXB010000076.1|-processed-gene-1.117&CDS=1-927
1623	OG0001623	YGR285C	-processed-gene-0.38-mRNA-1_1&gene=snap_masked-gi|736520252|emb|CBXB010000141.1|-processed-gene-0.38&CDS=1-1290
1624	OG0001624	YGR286C	-processed-gene-0.37-mRNA-1_1&gene=snap_masked-gi|736520383|emb|CBXB010000036.1|-processed-gene-0.37&CDS=1-1251
1625	OG0001625	YHL002W	-snap-gene-0.127-mRNA-1_1&gene=maker-gi|736520321|emb|CBXB010000075.1|-snap-gene-0.127&CDS=1-1521
1626	OG0001626	YHL004W	-processed-gene-0.30-mRNA-1_1&gene=snap_masked-gi|736520432|emb|CBXB010000007.1|-processed-gene-0.30&CDS=1-1554
1627	OG0001627	YHL010C	-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-gi|736520222|emb|CBXB010000160.1|-processed-gene-0.30&CDS=1-2415
1628	OG0001628	YHL013C	-snap-gene-0.6-mRNA-1_1&gene=maker-gi|736520401|emb|CBXB010000024.1|-snap-gene-0.6&CDS=1-984
