	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034632_Candida_athensensis
1883	OG0001883	YKL058W	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-5.69-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-5.69&CDS=1-369
1884	OG0001884	YKL059C	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-5.89-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-5.89&CDS=1-1335
1885	OG0001885	YKL060C	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-5.93-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-5.93&CDS=1-1080
1886	OG0001886	YKL062W	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-8.108-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-8.108&CDS=1-1281
1887	OG0001887	YKL067W	augustus_masked-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-5.52-mRNA-1_1&gene=augustus_masked-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-5.52&CDS=1-2319
1888	OG0001888	YKL069W	genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-1.45-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-1.45&CDS=1-516
1889	OG0001889	YKL070W	genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-5.187-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-5.187&CDS=1-633
1890	OG0001890	YKL073W	genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-1.90-mRNA-1_1&gene=genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-1.90&CDS=1-4092
1891	OG0001891	YKL077W	augustus_masked-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-5.22-mRNA-1_1&gene=augustus_masked-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-5.22&CDS=1-4311
1892	OG0001892	YKL078W	augustus_masked-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-3.145-mRNA-1_1&gene=augustus_masked-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-3.145&CDS=1-2469
1893	OG0001893	YKL080W	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-7.50-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-7.50&CDS=1-1116
1894	OG0001894	YKL086W	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-4.103-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-4.103&CDS=1-369
1895	OG0001895	YKL087C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-1.103-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-1.103&CDS=1-774
1896	OG0001896	YKL088W	genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-0.105&CDS=1-1374
1897	OG0001897	YKL089W	genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-1.28-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-1.28&CDS=1-1551
1898	OG0001898	YKL090W	snap_masked-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-4.169-mRNA-1_1&gene=snap_masked-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-4.169&CDS=1-1629
1899	OG0001899	YKL092C	genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-1.138-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-1.138&CDS=1-3474
1900	OG0001900	YKL094W	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-7.124-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-7.124&CDS=1-897
1901	OG0001901	YKL095W	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-2.75-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-2.75&CDS=1-891
1902	OG0001902	YKL099C	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-0.96&CDS=1-729
1903	OG0001903	YKL100C	genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-1.44-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-1.44&CDS=1-1779
1904	OG0001904	YKL104C	augustus_masked-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-10.40-mRNA-1_1&gene=augustus_masked-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-10.40&CDS=1-2082
1905	OG0001905	YKL107W	genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-3.94-mRNA-1_1&gene=genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-3.94&CDS=1-876
1906	OG0001906	YKL110C	augustus_masked-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-0.114&CDS=1-843
1907	OG0001907	YKL113C	maker-NODE_7_length_686466_cov_12.8236_ID_13-augustus-gene-4.126-mRNA-1_1&gene=maker-NODE_7_length_686466_cov_12.8236_ID_13-augustus-gene-4.126&CDS=1-6156
1908	OG0001908	YKL116C	genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-1.111-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-1.111&CDS=1-1698
1909	OG0001909	YKL117W	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-16.207-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-16.207&CDS=1-696
1910	OG0001910	YKL119C	genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-5.154-mRNA-1_1&gene=genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-5.154&CDS=1-624
1911	OG0001911	YKL120W	genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-5.180-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-5.180&CDS=1-990
1912	OG0001912	YKL122C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-16.179-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-16.179&CDS=1-546
1913	OG0001913	YKL125W	augustus_masked-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-5.225-mRNA-1_1&gene=augustus_masked-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-5.225&CDS=1-1911
1914	OG0001914	YKL134C	genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-2.148-mRNA-1_1&gene=genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-2.148&CDS=1-2337
1915	OG0001915	YKL137W	genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-1.78-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-1.78&CDS=1-336
1916	OG0001916	YKL138C	augustus_masked-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-1.21&CDS=1-627
1917	OG0001917	YKL139W	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-10.89-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-10.89&CDS=1-1929
1918	OG0001918	YKL140W	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-13.93-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-13.93&CDS=1-1521
1919	OG0001919	YKL144C	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-1.79-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-1.79&CDS=1-579
1920	OG0001920	YKL145W	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-1.112-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-1.112&CDS=1-1335
1921	OG0001921	YKL149C	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-1.93-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-1.93&CDS=1-1146
1922	OG0001922	YKL150W	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-1.92-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-1.92&CDS=1-882
1923	OG0001923	YKL151C	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-1.126-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-1.126&CDS=1-1044
1924	OG0001924	YKL152C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-15.121-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-15.121&CDS=1-744
1925	OG0001925	YKL154W	genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-2.20-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-2.20&CDS=1-831
1926	OG0001926	YKL155C	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-1.87-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-1.87&CDS=1-2265
1927	OG0001927	YKL159C	genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-3.47-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-3.47&CDS=1-642
1928	OG0001928	YKL162C	genemark-NODE_12_length_144101_cov_15.7091_ID_23-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_12_length_144101_cov_15.7091_ID_23-processed-gene-0.58&CDS=1-1758
1929	OG0001929	YKL165C	augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-6.95-mRNA-1_1&gene=augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-6.95&CDS=1-4704
1930	OG0001930	YKL170W	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-7.96-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-7.96&CDS=1-396
1931	OG0001931	YKL171W	genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-0.53&CDS=1-2409
1932	OG0001932	YKL172W	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-11.157-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-11.157&CDS=1-1101
1933	OG0001933	YKL174C	maker-NODE_1_length_1722945_cov_13.4341_ID_1-snap-gene-11.203-mRNA-1_1&gene=maker-NODE_1_length_1722945_cov_13.4341_ID_1-snap-gene-11.203&CDS=1-2745
1934	OG0001934	YKL178C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-9.89-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-9.89&CDS=1-573
1935	OG0001935	YKL181W	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-8.79-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-8.79&CDS=1-1236
1936	OG0001936	YKL182W	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-8.62-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-8.62&CDS=1-6213
1937	OG0001937	YKL183W	genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-1.18-mRNA-1_1&gene=genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-1.18&CDS=1-744
1938	OG0001938	YKL188C	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-8.52-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-8.52&CDS=1-3222
1939	OG0001939	YKL189W	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-2.28-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-2.28&CDS=1-1011
1940	OG0001940	YKL190W	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-8.45-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-8.45&CDS=1-522
1941	OG0001941	YKL191W	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-13.46-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-13.46&CDS=1-1674
1942	OG0001942	YKL194C	genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-2.54-mRNA-1_1&gene=genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-2.54&CDS=1-1173
1943	OG0001943	YKL195W	genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-2.57-mRNA-1_1&gene=genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-2.57&CDS=1-642
1944	OG0001944	YKL196C	genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-2.58-mRNA-1_1&gene=genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-2.58&CDS=1-600
1945	OG0001945	YKL197C	augustus_masked-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-5.150-mRNA-1_1&gene=augustus_masked-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-5.150&CDS=1-3771
1946	OG0001946	YKL203C	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-6.58-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-6.58&CDS=1-8748
1947	OG0001947	YKL206C	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-7.122-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-7.122&CDS=1-723
1948	OG0001948	YKL209C	snap_masked-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.88-mRNA-1_1&gene=snap_masked-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.88&CDS=1-3903
1949	OG0001949	YKL210W	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.114-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.114&CDS=1-3045
1950	OG0001950	YKL212W	augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-6.94-mRNA-1_1&gene=augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-6.94&CDS=1-2445
1951	OG0001951	YKL213C	augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-6.75-mRNA-1_1&gene=augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-6.75&CDS=1-2277
1952	OG0001952	YKL215C	augustus_masked-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-2.76&CDS=1-4839
1953	OG0001953	YKL221W	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-7.141-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-7.141&CDS=1-1473
1954	OG0001954	YKR001C	augustus_masked-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-0.101&CDS=1-6615
1955	OG0001955	YKR002W	genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-1.36-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-1.36&CDS=1-1668
1956	OG0001956	YKR009C	genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-3.35-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-3.35&CDS=1-2688
1957	OG0001957	YKR016W	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-0.60&CDS=1-1584
1958	OG0001958	YKR017C	genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-5.136-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-5.136&CDS=1-1602
1959	OG0001959	YKR020W	augustus_masked-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-3.136&CDS=1-873
1960	OG0001960	YKR023W	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-0.97&CDS=1-1458
1961	OG0001961	YKR024C	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-5.105-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-5.105&CDS=1-2229
1962	OG0001962	YKR025W	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-5.104-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-5.104&CDS=1-822
1963	OG0001963	YKR026C	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-5.124-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-5.124&CDS=1-939
1964	OG0001964	YKR030W	genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-5.134-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-5.134&CDS=1-879
1965	OG0001965	YKR031C	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-7.117-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-7.117&CDS=1-5193
1966	OG0001966	YKR035W-A	genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-2.172-mRNA-1_1&gene=genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-2.172&CDS=1-597
1967	OG0001967	YKR038C	genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-5.187-mRNA-1_1&gene=genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-5.187&CDS=1-1110
1968	OG0001968	YKR043C	genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-1.24-mRNA-1_1&gene=genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-1.24&CDS=1-720
1969	OG0001969	YKR050W	maker-NODE_1_length_1722945_cov_13.4341_ID_1-snap-gene-3.120-mRNA-1_1&gene=maker-NODE_1_length_1722945_cov_13.4341_ID_1-snap-gene-3.120&CDS=1-4335
1970	OG0001970	YKR054C	augustus_masked-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.1-mRNA-1_1&gene=augustus_masked-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.1&CDS=1-12336
1971	OG0001971	YKR065C	augustus_masked-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.322-mRNA-1_1&gene=augustus_masked-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.322&CDS=1-498
1972	OG0001972	YKR066C	genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.166-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.166&CDS=1-1023
1973	OG0001973	YKR068C	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-1.71-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-1.71&CDS=1-573
1974	OG0001974	YKR069W	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-1.74-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-1.74&CDS=1-1584
1975	OG0001975	YKR070W	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-1.75-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-1.75&CDS=1-1050
1976	OG0001976	YKR071C	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-2.162-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-2.162&CDS=1-981
1977	OG0001977	YKR072C	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-9.14-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-9.14&CDS=1-1455
1978	OG0001978	YKR074W	augustus_masked-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-4.125-mRNA-1_1&gene=augustus_masked-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-4.125&CDS=1-2238
1979	OG0001979	YKR079C	genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.207-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.207&CDS=1-2613
1980	OG0001980	YKR080W	augustus_masked-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-2.123&CDS=1-2679
1981	OG0001981	YKR082W	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-4.79-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-4.79&CDS=1-3363
1982	OG0001982	YKR083C	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-4.104-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-4.104&CDS=1-312
1983	OG0001983	YKR084C	maker-NODE_5_length_808207_cov_12.9991_ID_9-snap-gene-6.1-mRNA-1_1&gene=maker-NODE_5_length_808207_cov_12.9991_ID_9-snap-gene-6.1&CDS=1-1821
1984	OG0001984	YKR085C	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-2.165-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-2.165&CDS=1-555
1985	OG0001985	YKR087C	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-2.66-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-2.66&CDS=1-1041
1986	OG0001986	YKR088C	genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.221-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.221&CDS=1-1002
1987	OG0001987	YKR090W	genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.156-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.156&CDS=1-2481
1988	OG0001988	YKR093W	genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-6.68-mRNA-1_1&gene=genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-6.68&CDS=1-1701
1989	OG0001989	YKR095W-A	snap_masked-NODE_12_length_144101_cov_15.7091_ID_23-processed-gene-0.124-mRNA-1_1&gene=snap_masked-NODE_12_length_144101_cov_15.7091_ID_23-processed-gene-0.124&CDS=1-249
1990	OG0001990	YLL001W	genemark-NODE_11_length_252262_cov_15.7886_ID_21-processed-gene-1.22-mRNA-1_1&gene=genemark-NODE_11_length_252262_cov_15.7886_ID_21-processed-gene-1.22&CDS=1-2388
1991	OG0001991	YLL002W	snap_masked-NODE_11_length_252262_cov_15.7886_ID_21-processed-gene-1.124-mRNA-1_1&gene=snap_masked-NODE_11_length_252262_cov_15.7886_ID_21-processed-gene-1.124&CDS=1-1230
1992	OG0001992	YLL004W	snap_masked-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-4.72-mRNA-1_1&gene=snap_masked-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-4.72&CDS=1-2061
1993	OG0001993	YLL008W	augustus_masked-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-3.45-mRNA-1_1&gene=augustus_masked-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-3.45&CDS=1-4488
1994	OG0001994	YLL010C	genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-4.6-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-4.6&CDS=1-1005
1995	OG0001995	YLL011W	genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-4.7-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-4.7&CDS=1-1386
1996	OG0001996	YLL013C	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-3.94-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-3.94&CDS=1-2238
1997	OG0001997	YLL014W	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-1.121-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-1.121&CDS=1-303
1998	OG0001998	YLL018C	augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-4.7&CDS=1-4614
1999	OG0001999	YLL018C-A	genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-3.141-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-3.141&CDS=1-288
2000	OG0002000	YLL019C	genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-4.19-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-4.19&CDS=1-1926
2001	OG0002001	YLL021W	genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-0.116-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-0.116&CDS=1-3183
2002	OG0002002	YLL026W	augustus_masked-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-2.120&CDS=1-5619
