	OrthologID	Arxula_adeninivorans	Saccharomyces_cerevisiae
1631	OG0001631	augustus_masked-Arad1C-processed-gene-11.46-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-11.46&CDS=1-399	YBL003C
1632	OG0001632	augustus_masked-Arad1C-processed-gene-11.26-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-11.26&CDS=1-1467	YMR091C
1633	OG0001633	augustus_masked-Arad1C-processed-gene-11.47-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-11.47&CDS=1-1710	YNR039C
1634	OG0001634	augustus_masked-Arad1C-processed-gene-12.63-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-12.63&CDS=1-1077	YDR354W
1635	OG0001635	augustus_masked-Arad1C-processed-gene-12.67-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-12.67&CDS=1-3135	YDR359C
1636	OG0001636	augustus_masked-Arad1C-processed-gene-12.89-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-12.89&CDS=1-1293	YLR324W
1637	OG0001637	augustus_masked-Arad1C-processed-gene-12.90-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-12.90&CDS=1-921	YDR361C
1638	OG0001638	augustus_masked-Arad1C-processed-gene-12.69-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-12.69&CDS=1-1611	YDR364C
1639	OG0001639	augustus_masked-Arad1C-processed-gene-12.91-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-12.91&CDS=1-1287	YOR117W
1640	OG0001640	augustus_masked-Arad1C-processed-gene-12.70-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-12.70&CDS=1-852	YLR323C
1641	OG0001641	augustus_masked-Arad1C-processed-gene-12.71-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-12.71&CDS=1-1236	YOL125W
1642	OG0001642	augustus_masked-Arad1C-processed-gene-12.94-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-12.94&CDS=1-510	YKL056C
1643	OG0001643	snap_masked-Arad1C-processed-gene-12.20-mRNA-1_1&gene=snap_masked-Arad1C-processed-gene-12.20&CDS=1-3042	YGL151W
1644	OG0001644	augustus_masked-Arad1C-processed-gene-12.74-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-12.74&CDS=1-1941	YGL045W
1645	OG0001645	augustus_masked-Arad1C-processed-gene-12.95-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-12.95&CDS=1-1848	YNL209W
1646	OG0001646	augustus_masked-Arad1C-processed-gene-12.98-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-12.98&CDS=1-1530	YPR125W
1647	OG0001647	augustus_masked-Arad1C-processed-gene-12.75-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-12.75&CDS=1-3519	YGR090W
1648	OG0001648	augustus_masked-Arad1C-processed-gene-12.99-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-12.99&CDS=1-1545	YGR159C
1649	OG0001649	augustus_masked-Arad1C-processed-gene-12.100-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-12.100&CDS=1-2121	YGL180W
1650	OG0001650	augustus_masked-Arad1C-processed-gene-12.101-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-12.101&CDS=1-972	YER130C
1651	OG0001651	augustus_masked-Arad1C-processed-gene-12.76-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-12.76&CDS=1-501	YMR022W
1652	OG0001652	augustus_masked-Arad1C-processed-gene-12.103-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-12.103&CDS=1-522	YPL239W
1653	OG0001653	snap_masked-Arad1C-processed-gene-12.23-mRNA-1_1&gene=snap_masked-Arad1C-processed-gene-12.23&CDS=1-2658	YMR185W
1654	OG0001654	augustus_masked-Arad1C-processed-gene-12.78-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-12.78&CDS=1-2115	YMR186W
1655	OG0001655	maker-Arad1C-augustus-gene-12.0-mRNA-1_1&gene=maker-Arad1C-augustus-gene-12.0&CDS=1-3054	YPL222W
1656	OG0001656	maker-Arad1C-augustus-gene-12.1-mRNA-1_1&gene=maker-Arad1C-augustus-gene-12.1&CDS=1-345	YJR085C
1657	OG0001657	genemark-Arad1C-processed-gene-12.159-mRNA-1_1&gene=genemark-Arad1C-processed-gene-12.159&CDS=1-243	YJR086W
1658	OG0001658	augustus_masked-Arad1C-processed-gene-12.107-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-12.107&CDS=1-1683	YGR124W
1659	OG0001659	augustus_masked-Arad1C-processed-gene-12.108-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-12.108&CDS=1-1383	YPL260W
1660	OG0001660	augustus_masked-Arad1C-processed-gene-12.83-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-12.83&CDS=1-939	YOR008C
1661	OG0001661	augustus_masked-Arad1C-processed-gene-12.84-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-12.84&CDS=1-684	YER026C
1662	OG0001662	genemark-Arad1C-processed-gene-12.162-mRNA-1_1&gene=genemark-Arad1C-processed-gene-12.162&CDS=1-1701	YNL048W
1663	OG0001663	augustus_masked-Arad1C-processed-gene-12.110-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-12.110&CDS=1-654	YIL106W
1664	OG0001664	maker-Arad1C-augustus-gene-12.2-mRNA-1_1&gene=maker-Arad1C-augustus-gene-12.2&CDS=1-3189	YIL107C
1665	OG0001665	augustus_masked-Arad1C-processed-gene-12.111-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-12.111&CDS=1-2031	YIL108W
1666	OG0001666	augustus_masked-Arad1C-processed-gene-13.113-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-13.113&CDS=1-1806	YML042W
1667	OG0001667	augustus_masked-Arad1C-processed-gene-13.139-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-13.139&CDS=1-285	YHR116W
1668	OG0001668	augustus_masked-Arad1C-processed-gene-13.115-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-13.115&CDS=1-1023	YNL119W
1669	OG0001669	augustus_masked-Arad1C-processed-gene-13.141-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-13.141&CDS=1-1080	YOR388C
1670	OG0001670	augustus_masked-Arad1C-processed-gene-13.116-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-13.116&CDS=1-1554	YDR376W
1671	OG0001671	snap_masked-Arad1C-processed-gene-13.62-mRNA-1_1&gene=snap_masked-Arad1C-processed-gene-13.62&CDS=1-2637	YHR119W
1672	OG0001672	augustus_masked-Arad1C-processed-gene-13.119-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-13.119&CDS=1-2583	YHR120W
1673	OG0001673	augustus_masked-Arad1C-processed-gene-13.144-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-13.144&CDS=1-1512	YNL124W
1674	OG0001674	snap_masked-Arad1C-processed-gene-13.90-mRNA-1_1&gene=snap_masked-Arad1C-processed-gene-13.90&CDS=1-294	YMR087W
1675	OG0001675	augustus_masked-Arad1C-processed-gene-13.146-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-13.146&CDS=1-243	YDR378C
1676	OG0001676	maker-Arad1C-augustus-gene-13.161-mRNA-1_1&gene=maker-Arad1C-augustus-gene-13.161&CDS=1-3114	YNL132W
1677	OG0001677	augustus_masked-Arad1C-processed-gene-13.122-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-13.122&CDS=1-843	YDL052C
1678	OG0001678	augustus_masked-Arad1C-processed-gene-13.147-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-13.147&CDS=1-708	YNL129W
1679	OG0001679	augustus_masked-Arad1C-processed-gene-13.123-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-13.123&CDS=1-624	YHR122W
1680	OG0001680	augustus_masked-Arad1C-processed-gene-13.124-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-13.124&CDS=1-4173	YDR258C
1681	OG0001681	augustus_masked-Arad1C-processed-gene-13.150-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-13.150&CDS=1-3636	YDR293C
1682	OG0001682	augustus_masked-Arad1C-processed-gene-13.130-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-13.130&CDS=1-528	YGL010W
1683	OG0001683	maker-Arad1C-augustus-gene-13.163-mRNA-1_1&gene=maker-Arad1C-augustus-gene-13.163&CDS=1-1626	YBL099W
1684	OG0001684	augustus_masked-Arad1C-processed-gene-13.131-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-13.131&CDS=1-531	YGL191W
1685	OG0001685	augustus_masked-Arad1C-processed-gene-13.152-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-13.152&CDS=1-1383	YGL190C
1686	OG0001686	augustus_masked-Arad1C-processed-gene-13.132-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-13.132&CDS=1-1242	YDL150W
1687	OG0001687	augustus_masked-Arad1C-processed-gene-13.155-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-13.155&CDS=1-1146	YJL127C-B
1688	OG0001688	augustus_masked-Arad1C-processed-gene-13.156-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-13.156&CDS=1-909	YCL009C
1689	OG0001689	augustus_masked-Arad1C-processed-gene-13.136-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-13.136&CDS=1-900	YOR074C
1690	OG0001690	snap_masked-Arad1C-processed-gene-13.102-mRNA-1_1&gene=snap_masked-Arad1C-processed-gene-13.102&CDS=1-1842	YJL025W
1691	OG0001691	augustus_masked-Arad1C-processed-gene-13.158-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-13.158&CDS=1-2670	YGR178C
1692	OG0001692	augustus_masked-Arad1C-processed-gene-13.137-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-13.137&CDS=1-249	YGR105W
1693	OG0001693	snap_masked-Arad1C-processed-gene-13.105-mRNA-1_1&gene=snap_masked-Arad1C-processed-gene-13.105&CDS=1-1278	YNL280C
1694	OG0001694	augustus_masked-Arad1C-processed-gene-14.0-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-14.0&CDS=1-756	YGR104C
1695	OG0001695	augustus_masked-Arad1C-processed-gene-14.2-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-14.2&CDS=1-1785	YGR103W
1696	OG0001696	augustus_masked-Arad1C-processed-gene-14.3-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-14.3&CDS=1-375	YER072W
1697	OG0001697	genemark-Arad1C-processed-gene-14.111-mRNA-1_1&gene=genemark-Arad1C-processed-gene-14.111&CDS=1-963	YGR101W
1698	OG0001698	augustus_masked-Arad1C-processed-gene-14.5-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-14.5&CDS=1-3411	YPR112C
1699	OG0001699	augustus_masked-Arad1C-processed-gene-14.28-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-14.28&CDS=1-1200	YMR235C
1700	OG0001700	augustus_masked-Arad1C-processed-gene-14.8-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-14.8&CDS=1-873	YHR101C
1701	OG0001701	augustus_masked-Arad1C-processed-gene-14.10-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-14.10&CDS=1-1464	YEL056W
1702	OG0001702	augustus_masked-Arad1C-processed-gene-14.31-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-14.31&CDS=1-1080	YPL138C
1703	OG0001703	genemark-Arad1C-processed-gene-14.142-mRNA-1_1&gene=genemark-Arad1C-processed-gene-14.142&CDS=1-2556	YOR211C
1704	OG0001704	augustus_masked-Arad1C-processed-gene-14.13-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-14.13&CDS=1-252	YER074W-A
1705	OG0001705	maker-Arad1C-augustus-gene-14.163-mRNA-1_1&gene=maker-Arad1C-augustus-gene-14.163&CDS=1-213	YOR210W
1706	OG0001706	augustus_masked-Arad1C-processed-gene-14.35-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-14.35&CDS=1-462	YOR298C-A
1707	OG0001707	augustus_masked-Arad1C-processed-gene-14.36-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-14.36&CDS=1-1611	YOR070C
1708	OG0001708	augustus_masked-Arad1C-processed-gene-14.16-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-14.16&CDS=1-951	YKR080W
1709	OG0001709	augustus_masked-Arad1C-processed-gene-14.37-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-14.37&CDS=1-999	YKR081C
1710	OG0001710	augustus_masked-Arad1C-processed-gene-14.17-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-14.17&CDS=1-3618	YKR082W
1711	OG0001711	augustus_masked-Arad1C-processed-gene-14.38-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-14.38&CDS=1-330	YKR083C
1712	OG0001712	augustus_masked-Arad1C-processed-gene-14.40-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-14.40&CDS=1-2298	YIL068C
1713	OG0001713	augustus_masked-Arad1C-processed-gene-14.42-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-14.42&CDS=1-1479	YER073W
1714	OG0001714	snap_masked-Arad1C-processed-gene-14.75-mRNA-1_1&gene=snap_masked-Arad1C-processed-gene-14.75&CDS=1-2373	YPL126W
1715	OG0001715	maker-Arad1C-augustus-gene-14.161-mRNA-1_1&gene=maker-Arad1C-augustus-gene-14.161&CDS=1-1251	YOR209C
1716	OG0001716	snap_masked-Arad1C-processed-gene-14.77-mRNA-1_1&gene=snap_masked-Arad1C-processed-gene-14.77&CDS=1-2745	YPL125W
1717	OG0001717	augustus_masked-Arad1C-processed-gene-14.45-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-14.45&CDS=1-1218	YPL123C
1718	OG0001718	augustus_masked-Arad1C-processed-gene-14.46-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-14.46&CDS=1-1896	YIL067C
1719	OG0001719	augustus_masked-Arad1C-processed-gene-14.26-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-14.26&CDS=1-2142	YOR206W
1720	OG0001720	augustus_masked-Arad1C-processed-gene-14.27-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-14.27&CDS=1-1461	YOR205C
1721	OG0001721	augustus_masked-Arad1C-processed-gene-15.107-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-15.107&CDS=1-1440	YPL120W
1722	OG0001722	augustus_masked-Arad1C-processed-gene-15.110-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-15.110&CDS=1-675	YMR311C
1723	OG0001723	augustus_masked-Arad1C-processed-gene-15.134-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-15.134&CDS=1-1320	YLL063C
1724	OG0001724	augustus_masked-Arad1C-processed-gene-15.136-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-15.136&CDS=1-927	YGR284C
1725	OG0001725	augustus_masked-Arad1C-processed-gene-15.137-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-15.137&CDS=1-1200	YKL028W
1726	OG0001726	augustus_masked-Arad1C-processed-gene-15.117-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-15.117&CDS=1-1566	YPR033C
1727	OG0001727	augustus_masked-Arad1C-processed-gene-15.139-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-15.139&CDS=1-1983	YBR289W
1728	OG0001728	augustus_masked-Arad1C-processed-gene-15.118-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-15.118&CDS=1-354	YJR082C
1729	OG0001729	augustus_masked-Arad1C-processed-gene-15.140-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-15.140&CDS=1-1320	YMR062C
1730	OG0001730	genemark-Arad1C-processed-gene-15.13-mRNA-1_1&gene=genemark-Arad1C-processed-gene-15.13&CDS=1-1965	YMR075W
1731	OG0001731	augustus_masked-Arad1C-processed-gene-15.141-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-15.141&CDS=1-3750	YMR076C
1732	OG0001732	augustus_masked-Arad1C-processed-gene-15.143-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-15.143&CDS=1-3174	YLR389C
1733	OG0001733	genemark-Arad1C-processed-gene-15.14-mRNA-1_1&gene=genemark-Arad1C-processed-gene-15.14&CDS=1-1083	YDL033C
1734	OG0001734	augustus_masked-Arad1C-processed-gene-15.145-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-15.145&CDS=1-1212	YPR108W
1735	OG0001735	augustus_masked-Arad1C-processed-gene-15.122-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-15.122&CDS=1-1464	YGL253W
1736	OG0001736	augustus_masked-Arad1C-processed-gene-15.123-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-15.123&CDS=1-1491	YGR093W
1737	OG0001737	augustus_masked-Arad1C-processed-gene-15.146-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-15.146&CDS=1-1692	YGL252C
1738	OG0001738	augustus_masked-Arad1C-processed-gene-15.124-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-15.124&CDS=1-1890	YPL263C
1739	OG0001739	augustus_masked-Arad1C-processed-gene-15.125-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-15.125&CDS=1-1716	YJR010W
1740	OG0001740	augustus_masked-Arad1C-processed-gene-15.126-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-15.126&CDS=1-879	YCR044C
1741	OG0001741	augustus_masked-Arad1C-processed-gene-15.147-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-15.147&CDS=1-1575	YEL058W
1742	OG0001742	augustus_masked-Arad1C-processed-gene-15.149-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-15.149&CDS=1-411	YGL087C
1743	OG0001743	augustus_masked-Arad1C-processed-gene-15.127-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-15.127&CDS=1-1707	YNL275W
1744	OG0001744	augustus_masked-Arad1C-processed-gene-15.150-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-15.150&CDS=1-2046	YGL086W
1745	OG0001745	augustus_masked-Arad1C-processed-gene-15.128-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-15.128&CDS=1-723	YGL085W
1746	OG0001746	augustus_masked-Arad1C-processed-gene-15.156-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-15.156&CDS=1-1665	YGL084C
1747	OG0001747	augustus_masked-Arad1C-processed-gene-16.1-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-16.1&CDS=1-1395	YKL140W
1748	OG0001748	maker-Arad1C-augustus-gene-16.142-mRNA-1_1&gene=maker-Arad1C-augustus-gene-16.142&CDS=1-6774	YGR274C
1749	OG0001749	augustus_masked-Arad1C-processed-gene-16.5-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-16.5&CDS=1-1164	YKL021C
1750	OG0001750	augustus_masked-Arad1C-processed-gene-16.4-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-16.4&CDS=1-4725	YDR127W
1751	OG0001751	augustus_masked-Arad1C-processed-gene-16.23-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-16.23&CDS=1-1491	YNL227C
1752	OG0001752	augustus_masked-Arad1C-processed-gene-16.7-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-16.7&CDS=1-732	YPL002C
1753	OG0001753	augustus_masked-Arad1C-processed-gene-16.26-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-16.26&CDS=1-1734	YKL022C
1754	OG0001754	augustus_masked-Arad1C-processed-gene-16.8-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-16.8&CDS=1-1773	YGR276C
1755	OG0001755	augustus_masked-Arad1C-processed-gene-16.27-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-16.27&CDS=1-819	YGR275W
1756	OG0001756	augustus_masked-Arad1C-processed-gene-16.9-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-16.9&CDS=1-1077	YIR034C
1757	OG0001757	augustus_masked-Arad1C-processed-gene-16.10-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-16.10&CDS=1-1041	YLR100W
1758	OG0001758	maker-Arad1C-augustus-gene-16.143-mRNA-1_1&gene=maker-Arad1C-augustus-gene-16.143&CDS=1-1905	YDR129C
1759	OG0001759	augustus_masked-Arad1C-processed-gene-16.30-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-16.30&CDS=1-2322	YBR202W
1760	OG0001760	augustus_masked-Arad1C-processed-gene-16.12-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-16.12&CDS=1-1008	YLR105C
1761	OG0001761	augustus_masked-Arad1C-processed-gene-16.31-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-16.31&CDS=1-354	YLR104W
1762	OG0001762	augustus_masked-Arad1C-processed-gene-16.32-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-16.32&CDS=1-1758	YLR103C
1763	OG0001763	augustus_masked-Arad1C-processed-gene-16.34-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-16.34&CDS=1-1611	YLR107W
1764	OG0001764	augustus_masked-Arad1C-processed-gene-16.15-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-16.15&CDS=1-14565	YLR106C
1765	OG0001765	augustus_masked-Arad1C-processed-gene-16.35-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-16.35&CDS=1-1035	YJL167W
1766	OG0001766	augustus_masked-Arad1C-processed-gene-16.16-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-16.16&CDS=1-1101	YKL172W
1767	OG0001767	snap_masked-Arad1C-processed-gene-16.84-mRNA-1_1&gene=snap_masked-Arad1C-processed-gene-16.84&CDS=1-1626	YMR300C
1768	OG0001768	augustus_masked-Arad1C-processed-gene-16.17-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-16.17&CDS=1-1095	YGR223C
1769	OG0001769	augustus_masked-Arad1C-processed-gene-16.39-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-16.39&CDS=1-810	YFR027W
1770	OG0001770	augustus_masked-Arad1C-processed-gene-16.19-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-16.19&CDS=1-2319	YLL013C
1771	OG0001771	maker-Arad1C-augustus-gene-16.144-mRNA-1_1&gene=maker-Arad1C-augustus-gene-16.144&CDS=1-1413	YBL041W
1772	OG0001772	augustus_masked-Arad1C-processed-gene-16.41-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-16.41&CDS=1-639	YBL040C
1773	OG0001773	augustus_masked-Arad1C-processed-gene-16.21-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-16.21&CDS=1-342	YEL003W
1774	OG0001774	augustus_masked-Arad1C-processed-gene-16.43-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-16.43&CDS=1-1341	YEL002C
1775	OG0001775	augustus_masked-Arad1C-processed-gene-17.89-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-17.89&CDS=1-1782	YIL001W
1776	OG0001776	genemark-Arad1C-processed-gene-17.7-mRNA-1_1&gene=genemark-Arad1C-processed-gene-17.7&CDS=1-4836	YML103C
1777	OG0001777	augustus_masked-Arad1C-processed-gene-17.93-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-17.93&CDS=1-1317	YDR007W
1778	OG0001778	augustus_masked-Arad1C-processed-gene-17.113-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-17.113&CDS=1-861	YBR011C
1779	OG0001779	augustus_masked-Arad1C-processed-gene-17.114-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-17.114&CDS=1-2607	YMR266W
1780	OG0001780	augustus_masked-Arad1C-processed-gene-17.94-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-17.94&CDS=1-981	YHR142W
1781	OG0001781	maker-Arad1C-snap-gene-17.83-mRNA-1_1&gene=maker-Arad1C-snap-gene-17.83&CDS=1-3252	YNL163C
1782	OG0001782	augustus_masked-Arad1C-processed-gene-17.96-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-17.96&CDS=1-1761	YBR158W
1783	OG0001783	augustus_masked-Arad1C-processed-gene-17.116-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-17.116&CDS=1-1227	YNL040W
1784	OG0001784	maker-Arad1C-augustus-gene-17.1-mRNA-1_1&gene=maker-Arad1C-augustus-gene-17.1&CDS=1-4620	YCR033W
1785	OG0001785	augustus_masked-Arad1C-processed-gene-17.119-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-17.119&CDS=1-525	YLR370C
1786	OG0001786	augustus_masked-Arad1C-processed-gene-17.104-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-17.104&CDS=1-1002	YCR034W
1787	OG0001787	augustus_masked-Arad1C-processed-gene-17.105-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-17.105&CDS=1-2163	YPR185W
1788	OG0001788	augustus_masked-Arad1C-processed-gene-17.121-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-17.121&CDS=1-1455	YML007W
1789	OG0001789	augustus_masked-Arad1C-processed-gene-17.108-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-17.108&CDS=1-4602	YPR184W
1790	OG0001790	augustus_masked-Arad1C-processed-gene-17.122-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-17.122&CDS=1-465	YPR187W
1791	OG0001791	augustus_masked-Arad1C-processed-gene-18.75-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-18.75&CDS=1-2775	YKL165C
1792	OG0001792	augustus_masked-Arad1C-processed-gene-18.54-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-18.54&CDS=1-1011	YJL145W
1793	OG0001793	snap_masked-Arad1C-processed-gene-18.8-mRNA-1_1&gene=snap_masked-Arad1C-processed-gene-18.8&CDS=1-1386	YIL150C
1794	OG0001794	augustus_masked-Arad1C-processed-gene-18.77-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-18.77&CDS=1-3114	YOR048C
1795	OG0001795	augustus_masked-Arad1C-processed-gene-18.78-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-18.78&CDS=1-936	YDR090C
1796	OG0001796	augustus_masked-Arad1C-processed-gene-18.59-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-18.59&CDS=1-2175	YDL234C
1797	OG0001797	augustus_masked-Arad1C-processed-gene-18.60-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-18.60&CDS=1-2553	YER070W
1798	OG0001798	augustus_masked-Arad1C-processed-gene-18.83-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-18.83&CDS=1-3351	YDL231C
