	OrthologID	Metschnikowia_arizonensis	Saccharomyces_cerevisiae
1825	OG0001825	augustus_masked-ari-_s3-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.73&CDS=1-2625	YDR028C
1826	OG0001826	augustus_masked-ari-_s3-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.74&CDS=1-894	YPL162C
1827	OG0001827	augustus_masked-ari-_s3-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.75&CDS=1-3351	YDR027C
1828	OG0001828	augustus_masked-ari-_s3-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.94&CDS=1-1197	YPR118W
1829	OG0001829	augustus_masked-ari-_s3-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.95&CDS=1-1362	YMR026C
1830	OG0001830	augustus_masked-ari-_s3-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.7&CDS=1-1308	YIL033C
1831	OG0001831	maker-ari-_s3-augustus-gene-3.4-mRNA-1_1&gene=maker-ari-_s3-augustus-gene-3.4&CDS=1-5256	YNL014W
1832	OG0001832	augustus_masked-ari-_s3-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.33&CDS=1-525	YCR046C
1833	OG0001833	augustus_masked-ari-_s3-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.34&CDS=1-804	YCR047C
1834	OG0001834	augustus_masked-ari-_s3-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.36&CDS=1-690	YNR020C
1835	OG0001835	augustus_masked-ari-_s3-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.13&CDS=1-639	YCR051W
1836	OG0001836	genemark-ari-_s3-processed-gene-3.65-mRNA-1_1&gene=genemark-ari-_s3-processed-gene-3.65&CDS=1-1044	YNR021W
1837	OG0001837	augustus_masked-ari-_s3-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.15&CDS=1-1023	YHR040W
1838	OG0001838	augustus_masked-ari-_s3-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.16&CDS=1-672	YOR319W
1839	OG0001839	augustus_masked-ari-_s3-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.17&CDS=1-1431	YNR023W
1840	OG0001840	augustus_masked-ari-_s3-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.18&CDS=1-1734	YLL028W
1841	OG0001841	augustus_masked-ari-_s3-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.19&CDS=1-771	YNL312W
1842	OG0001842	augustus_masked-ari-_s3-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.20&CDS=1-723	YNL010W
1843	OG0001843	augustus_masked-ari-_s3-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.42&CDS=1-336	YGL070C
1844	OG0001844	augustus_masked-ari-_s3-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.21&CDS=1-513	YGL068W
1845	OG0001845	genemark-ari-_s3-processed-gene-3.74-mRNA-1_1&gene=genemark-ari-_s3-processed-gene-3.74&CDS=1-738	YKL206C
1846	OG0001846	augustus_masked-ari-_s3-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.44&CDS=1-1983	YDL178W
1847	OG0001847	augustus_masked-ari-_s3-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.26&CDS=1-2946	YOR022C
1848	OG0001848	augustus_masked-ari-_s3-processed-gene-3.45-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.45&CDS=1-618	YOR021C
1849	OG0001849	augustus_masked-ari-_s3-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.27&CDS=1-681	YDR408C
1850	OG0001850	augustus_masked-ari-_s3-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.49&CDS=1-1095	YOR136W
1851	OG0001851	augustus_masked-ari-_s3-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.50&CDS=1-1134	YDL168W
1852	OG0001852	augustus_masked-ari-_s3-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.52&CDS=1-807	YOR157C
1853	OG0001853	augustus_masked-ari-_s3-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.28&CDS=1-3960	YDR407C
1854	OG0001854	augustus_masked-ari-_s3-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.53&CDS=1-315	YMR244C-A
1855	OG0001855	augustus_masked-ari-_s3-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.29&CDS=1-1137	YDR321W
1856	OG0001856	augustus_masked-ari-_s3-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.54&CDS=1-2091	YOR317W
1857	OG0001857	snap_masked-ari-_s3-processed-gene-4.21-mRNA-1_1&gene=snap_masked-ari-_s3-processed-gene-4.21&CDS=1-2028	YMR108W
1858	OG0001858	augustus_masked-ari-_s3-processed-gene-4.217-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.217&CDS=1-1122	YDR282C
1859	OG0001859	augustus_masked-ari-_s3-processed-gene-4.214-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.214&CDS=1-2046	YKL104C
1860	OG0001860	maker-ari-_s3-snap-gene-4.14-mRNA-1_1&gene=maker-ari-_s3-snap-gene-4.14&CDS=1-219	YIL156W-B
1861	OG0001861	augustus_masked-ari-_s3-processed-gene-4.219-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.219&CDS=1-1266	YER020W
1862	OG0001862	augustus_masked-ari-_s3-processed-gene-4.262-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.262&CDS=1-1827	YML017W
1863	OG0001863	snap_masked-ari-_s3-processed-gene-4.74-mRNA-1_1&gene=snap_masked-ari-_s3-processed-gene-4.74&CDS=1-1137	YHR068W
1864	OG0001864	augustus_masked-ari-_s3-processed-gene-4.265-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.265&CDS=1-1380	YML007W
1865	OG0001865	snap_masked-ari-_s3-processed-gene-4.77-mRNA-1_1&gene=snap_masked-ari-_s3-processed-gene-4.77&CDS=1-2313	YEL053C
1866	OG0001866	augustus_masked-ari-_s3-processed-gene-4.220-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.220&CDS=1-3453	YDR325W
1867	OG0001867	augustus_masked-ari-_s3-processed-gene-4.221-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.221&CDS=1-1125	YML008C
1868	OG0001868	maker-ari-_s3-augustus-gene-4.6-mRNA-1_1&gene=maker-ari-_s3-augustus-gene-4.6&CDS=1-3222	YDR324C
1869	OG0001869	augustus_masked-ari-_s3-processed-gene-4.270-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.270&CDS=1-1347	YCL032W
1870	OG0001870	augustus_masked-ari-_s3-processed-gene-4.225-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.225&CDS=1-4302	YLR362W
1871	OG0001871	augustus_masked-ari-_s3-processed-gene-4.226-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.226&CDS=1-453	YFL017C
1872	OG0001872	genemark-ari-_s3-processed-gene-4.182-mRNA-1_1&gene=genemark-ari-_s3-processed-gene-4.182&CDS=1-222	YFL017W-A
1873	OG0001873	augustus_masked-ari-_s3-processed-gene-4.271-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.271&CDS=1-2553	YFL013C
1874	OG0001874	augustus_masked-ari-_s3-processed-gene-4.228-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.228&CDS=1-1710	YJL163C
1875	OG0001875	augustus_masked-ari-_s3-processed-gene-4.230-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.230&CDS=1-1845	YGR216C
1876	OG0001876	augustus_masked-ari-_s3-processed-gene-4.273-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.273&CDS=1-1155	YLR328W
1877	OG0001877	augustus_masked-ari-_s3-processed-gene-4.233-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.233&CDS=1-909	YMR099C
1878	OG0001878	augustus_masked-ari-_s3-processed-gene-4.234-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.234&CDS=1-1410	YKL004W
1879	OG0001879	augustus_masked-ari-_s3-processed-gene-4.274-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.274&CDS=1-360	YKL003C
1880	OG0001880	augustus_masked-ari-_s3-processed-gene-4.235-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.235&CDS=1-2970	YOL090W
1881	OG0001881	augustus_masked-ari-_s3-processed-gene-4.276-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.276&CDS=1-738	YPR167C
1882	OG0001882	augustus_masked-ari-_s3-processed-gene-4.236-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.236&CDS=1-669	YIL007C
1883	OG0001883	augustus_masked-ari-_s3-processed-gene-4.277-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.277&CDS=1-300	YIL008W
1884	OG0001884	augustus_masked-ari-_s3-processed-gene-4.238-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.238&CDS=1-366	YEL003W
1885	OG0001885	augustus_masked-ari-_s3-processed-gene-4.278-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.278&CDS=1-537	YMR009W
1886	OG0001886	augustus_masked-ari-_s3-processed-gene-4.239-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.239&CDS=1-1419	YNL317W
1887	OG0001887	augustus_masked-ari-_s3-processed-gene-4.279-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.279&CDS=1-882	YOL136C
1888	OG0001888	augustus_masked-ari-_s3-processed-gene-4.280-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.280&CDS=1-2175	YOR017W
1889	OG0001889	augustus_masked-ari-_s3-processed-gene-4.282-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.282&CDS=1-1392	YPL063W
1890	OG0001890	maker-ari-_s3-augustus-gene-4.9-mRNA-1_1&gene=maker-ari-_s3-augustus-gene-4.9&CDS=1-3195	YER026C
1891	OG0001891	augustus_masked-ari-_s3-processed-gene-4.285-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.285&CDS=1-1119	YKL080W
1892	OG0001892	augustus_masked-ari-_s3-processed-gene-4.242-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.242&CDS=1-1773	YPR028W
1893	OG0001893	augustus_masked-ari-_s3-processed-gene-4.286-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.286&CDS=1-2430	YPR029C
1894	OG0001894	augustus_masked-ari-_s3-processed-gene-4.243-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.243&CDS=1-804	YPL064C
1895	OG0001895	augustus_masked-ari-_s3-processed-gene-4.288-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.288&CDS=1-345	YPR166C
1896	OG0001896	snap_masked-ari-_s3-processed-gene-4.53-mRNA-1_1&gene=snap_masked-ari-_s3-processed-gene-4.53&CDS=1-300	YOL108C
1897	OG0001897	augustus_masked-ari-_s3-processed-gene-4.246-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.246&CDS=1-4515	YOR093C
1898	OG0001898	augustus_masked-ari-_s3-processed-gene-4.249-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.249&CDS=1-1341	YML126C
1899	OG0001899	maker-ari-_s3-augustus-gene-4.2-mRNA-1_1&gene=maker-ari-_s3-augustus-gene-4.2&CDS=1-1344	YML085C
1900	OG0001900	augustus_masked-ari-_s3-processed-gene-4.251-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.251&CDS=1-921	YML125C
1901	OG0001901	augustus_masked-ari-_s3-processed-gene-4.289-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.289&CDS=1-3918	YMR012W
1902	OG0001902	augustus_masked-ari-_s3-processed-gene-4.254-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.254&CDS=1-1920	YML088W
1903	OG0001903	augustus_masked-ari-_s3-processed-gene-4.256-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.256&CDS=1-2808	YNL287W
1904	OG0001904	augustus_masked-ari-_s3-processed-gene-4.291-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.291&CDS=1-855	YPR079W
1905	OG0001905	augustus_masked-ari-_s3-processed-gene-4.257-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.257&CDS=1-2463	YPR089W
1906	OG0001906	augustus_masked-ari-_s3-processed-gene-4.292-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.292&CDS=1-306	YBR268W
1907	OG0001907	augustus_masked-ari-_s3-processed-gene-4.293-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.293&CDS=1-249	YMR194C-B
1908	OG0001908	snap_masked-ari-_s3-processed-gene-4.108-mRNA-1_1&gene=snap_masked-ari-_s3-processed-gene-4.108&CDS=1-1044	YLR283W
1909	OG0001909	augustus_masked-ari-_s3-processed-gene-4.260-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.260&CDS=1-2241	YOR112W
1910	OG0001910	augustus_masked-ari-_s3-processed-gene-4.295-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.295&CDS=1-2490	YIL130W
1911	OG0001911	augustus_masked-ari-_s3-processed-gene-4.261-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.261&CDS=1-2778	YNL240C
1912	OG0001912	augustus_masked-ari-_s3-processed-gene-4.296-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.296&CDS=1-1623	YKR051W
1913	OG0001913	augustus_masked-ari-_s3-processed-gene-4.298-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.298&CDS=1-1893	YOL060C
1914	OG0001914	augustus_masked-ari-_s300-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-ari-_s300-processed-gene-0.10&CDS=1-3099	YLL031C
1915	OG0001915	genemark-ari-_s300-processed-gene-0.5-mRNA-1_1&gene=genemark-ari-_s300-processed-gene-0.5&CDS=1-2199	YHR205W
1916	OG0001916	augustus_masked-ari-_s300-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-ari-_s300-processed-gene-0.9&CDS=1-228	YPL183W-A
1917	OG0001917	augustus_masked-ari-_s300-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-ari-_s300-processed-gene-0.14&CDS=1-3603	YGL094C
1918	OG0001918	augustus_masked-ari-_s301-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-ari-_s301-processed-gene-0.3&CDS=1-1068	YLR420W
1919	OG0001919	augustus_masked-ari-_s301-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-ari-_s301-processed-gene-0.1&CDS=1-429	YPR082C
1920	OG0001920	augustus_masked-ari-_s301-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-ari-_s301-processed-gene-0.5&CDS=1-627	YLR178C
1921	OG0001921	augustus_masked-ari-_s301-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-ari-_s301-processed-gene-0.6&CDS=1-1206	YOR358W
1922	OG0001922	snap_masked-ari-_s304-processed-gene-0.18-mRNA-1_1&gene=snap_masked-ari-_s304-processed-gene-0.18&CDS=1-1284	YJR050W
1923	OG0001923	augustus_masked-ari-_s304-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-ari-_s304-processed-gene-0.2&CDS=1-4587	YPL242C
1924	OG0001924	augustus_masked-ari-_s304-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-ari-_s304-processed-gene-0.6&CDS=1-2454	YLR429W
1925	OG0001925	augustus_masked-ari-_s304-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-ari-_s304-processed-gene-0.8&CDS=1-2793	YNR008W
1926	OG0001926	augustus_masked-ari-_s309-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-ari-_s309-processed-gene-0.2&CDS=1-978	YBL033C
1927	OG0001927	maker-ari-_s31-augustus-gene-0.118-mRNA-1_1&gene=maker-ari-_s31-augustus-gene-0.118&CDS=1-5271	YBR248C
1928	OG0001928	augustus_masked-ari-_s31-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-ari-_s31-processed-gene-0.63&CDS=1-978	YNL288W
1929	OG0001929	augustus_masked-ari-_s31-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-ari-_s31-processed-gene-0.46&CDS=1-744	YMR038C
1930	OG0001930	augustus_masked-ari-_s31-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-ari-_s31-processed-gene-0.47&CDS=1-6120	YHR074W
1931	OG0001931	snap_masked-ari-_s31-processed-gene-0.25-mRNA-1_1&gene=snap_masked-ari-_s31-processed-gene-0.25&CDS=1-1074	YHR075C
1932	OG0001932	augustus_masked-ari-_s31-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-ari-_s31-processed-gene-0.48&CDS=1-876	YJL035C
1933	OG0001933	augustus_masked-ari-_s31-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-ari-_s31-processed-gene-0.50&CDS=1-1491	YLR005W
1934	OG0001934	augustus_masked-ari-_s31-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-ari-_s31-processed-gene-0.65&CDS=1-3135	YML010W
1935	OG0001935	augustus_masked-ari-_s31-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-ari-_s31-processed-gene-0.52&CDS=1-549	YML022W
1936	OG0001936	augustus_masked-ari-_s31-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-ari-_s31-processed-gene-0.66&CDS=1-270	YDR424C
1937	OG0001937	augustus_masked-ari-_s31-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-ari-_s31-processed-gene-0.53&CDS=1-3897	YMR304W
1938	OG0001938	augustus_masked-ari-_s31-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-ari-_s31-processed-gene-0.67&CDS=1-897	YGR277C
1939	OG0001939	snap_masked-ari-_s31-processed-gene-0.31-mRNA-1_1&gene=snap_masked-ari-_s31-processed-gene-0.31&CDS=1-2541	YER077C
1940	OG0001940	augustus_masked-ari-_s31-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-ari-_s31-processed-gene-0.69&CDS=1-480	YCR090C
1941	OG0001941	augustus_masked-ari-_s31-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-ari-_s31-processed-gene-0.56&CDS=1-756	YOR281C
1942	OG0001942	augustus_masked-ari-_s31-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-ari-_s31-processed-gene-0.57&CDS=1-1572	YMR223W
1943	OG0001943	augustus_masked-ari-_s31-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-ari-_s31-processed-gene-0.73&CDS=1-555	YLR306W
1944	OG0001944	augustus_masked-ari-_s31-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-ari-_s31-processed-gene-0.60&CDS=1-1257	YPL151C
1945	OG0001945	augustus_masked-ari-_s31-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-ari-_s31-processed-gene-0.61&CDS=1-1089	YPL152W
1946	OG0001946	augustus_masked-ari-_s31-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-ari-_s31-processed-gene-0.77&CDS=1-1461	YOR250C
1947	OG0001947	augustus_masked-ari-_s313-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-ari-_s313-processed-gene-0.21&CDS=1-858	YJR093C
1948	OG0001948	augustus_masked-ari-_s313-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-ari-_s313-processed-gene-0.25&CDS=1-1191	YPR041W
1949	OG0001949	augustus_masked-ari-_s313-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-ari-_s313-processed-gene-0.26&CDS=1-1362	YJR084W
1950	OG0001950	augustus_masked-ari-_s313-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-ari-_s313-processed-gene-0.23&CDS=1-2205	YJR090C
1951	OG0001951	maker-ari-_s315-snap-gene-0.0-mRNA-1_1&gene=maker-ari-_s315-snap-gene-0.0&CDS=1-2208	YPR091C
1952	OG0001952	augustus_masked-ari-_s315-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-ari-_s315-processed-gene-0.65&CDS=1-7038	YBR136W
1953	OG0001953	augustus_masked-ari-_s315-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-ari-_s315-processed-gene-0.67&CDS=1-1440	YBR029C
1954	OG0001954	augustus_masked-ari-_s315-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-ari-_s315-processed-gene-0.68&CDS=1-291	YBL028C
1955	OG0001955	maker-ari-_s315-augustus-gene-0.3-mRNA-1_1&gene=maker-ari-_s315-augustus-gene-0.3&CDS=1-327	YNL244C
1956	OG0001956	augustus_masked-ari-_s315-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-ari-_s315-processed-gene-0.56&CDS=1-903	YNL245C
1957	OG0001957	augustus_masked-ari-_s315-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-ari-_s315-processed-gene-0.69&CDS=1-1536	YBR133C
1958	OG0001958	augustus_masked-ari-_s315-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-ari-_s315-processed-gene-0.57&CDS=1-306	YBR135W
1959	OG0001959	augustus_masked-ari-_s315-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-ari-_s315-processed-gene-0.58&CDS=1-1290	YMR062C
1960	OG0001960	augustus_masked-ari-_s315-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-ari-_s315-processed-gene-0.72&CDS=1-639	YOR115C
1961	OG0001961	augustus_masked-ari-_s317-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-ari-_s317-processed-gene-0.0&CDS=1-1821	YDR103W
1962	OG0001962	augustus_masked-ari-_s317-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-ari-_s317-processed-gene-0.5&CDS=1-3789	YDR104C
1963	OG0001963	augustus_masked-ari-_s317-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-ari-_s317-processed-gene-0.2&CDS=1-1140	YGL169W
1964	OG0001964	genemark-ari-_s317-processed-gene-0.12-mRNA-1_1&gene=genemark-ari-_s317-processed-gene-0.12&CDS=1-1047	YNL191W
1965	OG0001965	augustus_masked-ari-_s317-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-ari-_s317-processed-gene-0.4&CDS=1-504	YJL096W
1966	OG0001966	maker-ari-_s317-augustus-gene-0.29-mRNA-1_1&gene=maker-ari-_s317-augustus-gene-0.29&CDS=1-4938	YJL095W
1967	OG0001967	snap_masked-ari-_s318-processed-gene-0.65-mRNA-1_1&gene=snap_masked-ari-_s318-processed-gene-0.65&CDS=1-1128	YNL005C
1968	OG0001968	augustus_masked-ari-_s318-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-ari-_s318-processed-gene-0.1&CDS=1-927	YGR101W
1969	OG0001969	augustus_masked-ari-_s318-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-ari-_s318-processed-gene-0.15&CDS=1-615	YFR001W
1970	OG0001970	augustus_masked-ari-_s318-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-ari-_s318-processed-gene-0.17&CDS=1-915	YDR280W
1971	OG0001971	genemark-ari-_s318-processed-gene-0.48-mRNA-1_1&gene=genemark-ari-_s318-processed-gene-0.48&CDS=1-966	YJL059W
1972	OG0001972	augustus_masked-ari-_s318-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-ari-_s318-processed-gene-0.6&CDS=1-1098	YBR249C
1973	OG0001973	snap_masked-ari-_s318-processed-gene-0.76-mRNA-1_1&gene=snap_masked-ari-_s318-processed-gene-0.76&CDS=1-1713	YJL071W
1974	OG0001974	maker-ari-_s318-augustus-gene-0.86-mRNA-1_1&gene=maker-ari-_s318-augustus-gene-0.86&CDS=1-1683	YJL072C
1975	OG0001975	augustus_masked-ari-_s318-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-ari-_s318-processed-gene-0.8&CDS=1-2607	YJL062W
1976	OG0001976	augustus_masked-ari-_s318-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-ari-_s318-processed-gene-0.23&CDS=1-1188	YBR267W
1977	OG0001977	augustus_masked-ari-_s318-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-ari-_s318-processed-gene-0.9&CDS=1-2175	YOR001W
1978	OG0001978	augustus_masked-ari-_s319-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-ari-_s319-processed-gene-0.0&CDS=1-1569	YLR149C
1979	OG0001979	augustus_masked-ari-_s319-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-ari-_s319-processed-gene-0.1&CDS=1-2091	YLR103C
1980	OG0001980	augustus_masked-ari-_s319-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-ari-_s319-processed-gene-0.3&CDS=1-1878	YDR323C
1981	OG0001981	augustus_masked-ari-_s319-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-ari-_s319-processed-gene-0.4&CDS=1-270	YDR322C-A
1982	OG0001982	augustus_masked-ari-_s32-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-ari-_s32-processed-gene-0.57&CDS=1-309	YDR031W
1983	OG0001983	augustus_masked-ari-_s32-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-ari-_s32-processed-gene-0.58&CDS=1-1566	YLR141W
1984	OG0001984	augustus_masked-ari-_s32-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-ari-_s32-processed-gene-0.61&CDS=1-3627	YDR165W
1985	OG0001985	augustus_masked-ari-_s32-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-ari-_s32-processed-gene-0.73&CDS=1-2247	YDR164C
1986	OG0001986	augustus_masked-ari-_s32-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-ari-_s32-processed-gene-0.62&CDS=1-1101	YML038C
1987	OG0001987	augustus_masked-ari-_s32-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-ari-_s32-processed-gene-0.63&CDS=1-3477	YIL147C
1988	OG0001988	augustus_masked-ari-_s32-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-ari-_s32-processed-gene-0.64&CDS=1-2967	YHR028C
1989	OG0001989	augustus_masked-ari-_s32-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-ari-_s32-processed-gene-0.75&CDS=1-1335	YOL125W
