	OrthologID	Lachancea_kluyveri	Saccharomyces_cerevisiae
2220	OG0002220	augustus_masked-SAKL0E-processed-gene-11.188-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.188&CDS=1-3108	YNL192W
2221	OG0002221	maker-SAKL0E-augustus-gene-11.275-mRNA-1_1&gene=maker-SAKL0E-augustus-gene-11.275&CDS=1-1560	YNL193W
2222	OG0002222	augustus_masked-SAKL0E-processed-gene-11.184-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.184&CDS=1-2940	YDL220C
2223	OG0002223	augustus_masked-SAKL0E-processed-gene-11.191-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.191&CDS=1-2013	YNL197C
2224	OG0002224	augustus_masked-SAKL0E-processed-gene-11.232-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.232&CDS=1-1704	YDL225W
2225	OG0002225	augustus_masked-SAKL0E-processed-gene-11.192-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.192&CDS=1-1764	YNL200C
2226	OG0002226	augustus_masked-SAKL0E-processed-gene-11.193-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.193&CDS=1-2490	YNL201C
2227	OG0002227	snap_masked-SAKL0E-processed-gene-11.57-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-11.57&CDS=1-1026	YNL202W
2228	OG0002228	augustus_masked-SAKL0E-processed-gene-11.194-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.194&CDS=1-1077	YDL226C
2229	OG0002229	augustus_masked-SAKL0E-processed-gene-11.195-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.195&CDS=1-1335	YNL206C
2230	OG0002230	augustus_masked-SAKL0E-processed-gene-11.235-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.235&CDS=1-1257	YNL207W
2231	OG0002231	snap_masked-SAKL0E-processed-gene-11.63-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-11.63&CDS=1-1167	YNL210W
2232	OG0002232	augustus_masked-SAKL0E-processed-gene-11.240-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.240&CDS=1-1005	YDL230W
2233	OG0002233	augustus_masked-SAKL0E-processed-gene-11.196-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.196&CDS=1-3225	YDL231C
2234	OG0002234	snap_masked-SAKL0E-processed-gene-11.14-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-11.14&CDS=1-261	YNL211C
2235	OG0002235	augustus_masked-SAKL0E-processed-gene-11.241-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.241&CDS=1-2490	YNL212W
2236	OG0002236	augustus_masked-SAKL0E-processed-gene-11.197-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.197&CDS=1-681	YNL213C
2237	OG0002237	snap_masked-SAKL0E-processed-gene-11.66-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-11.66&CDS=1-597	YNL214W
2238	OG0002238	augustus_masked-SAKL0E-processed-gene-11.242-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.242&CDS=1-1554	YDL233W
2239	OG0002239	augustus_masked-SAKL0E-processed-gene-11.243-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.243&CDS=1-843	YNL215W
2240	OG0002240	augustus_masked-SAKL0E-processed-gene-11.198-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.198&CDS=1-2256	YDL234C
2241	OG0002241	snap_masked-SAKL0E-processed-gene-11.69-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-11.69&CDS=1-1905	YNL216W
2242	OG0002242	snap_masked-SAKL0E-processed-gene-11.70-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-11.70&CDS=1-930	YNL217W
2243	OG0002243	augustus_masked-SAKL0E-processed-gene-11.199-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.199&CDS=1-414	YDL235C
2244	OG0002244	augustus_masked-SAKL0E-processed-gene-11.246-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.246&CDS=1-1650	YNL218W
2245	OG0002245	augustus_masked-SAKL0E-processed-gene-11.247-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.247&CDS=1-924	YDL236W
2246	OG0002246	augustus_masked-SAKL0E-processed-gene-11.200-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.200&CDS=1-1653	YNL219C
2247	OG0002247	augustus_masked-SAKL0E-processed-gene-11.248-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.248&CDS=1-1299	YNL220W
2248	OG0002248	augustus_masked-SAKL0E-processed-gene-11.201-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.201&CDS=1-2517	YNL221C
2249	OG0002249	augustus_masked-SAKL0E-processed-gene-11.249-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.249&CDS=1-1194	YDL237W
2250	OG0002250	augustus_masked-SAKL0E-processed-gene-11.202-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.202&CDS=1-1428	YDL238C
2251	OG0002251	augustus_masked-SAKL0E-processed-gene-11.250-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.250&CDS=1-618	YNL222W
2252	OG0002252	augustus_masked-SAKL0E-processed-gene-11.251-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.251&CDS=1-1446	YNL223W
2253	OG0002253	augustus_masked-SAKL0E-processed-gene-11.203-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.203&CDS=1-2241	YNL224C
2254	OG0002254	augustus_masked-SAKL0E-processed-gene-11.204-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.204&CDS=1-2760	YNL225C
2255	OG0002255	maker-SAKL0E-augustus-gene-11.273-mRNA-1_1&gene=maker-SAKL0E-augustus-gene-11.273&CDS=1-3171	YNL229C
2256	OG0002256	augustus_masked-SAKL0E-processed-gene-11.206-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.206&CDS=1-1083	YNL230C
2257	OG0002257	augustus_masked-SAKL0E-processed-gene-11.207-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.207&CDS=1-1047	YNL231C
2258	OG0002258	augustus_masked-SAKL0E-processed-gene-11.252-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.252&CDS=1-846	YNL232W
2259	OG0002259	augustus_masked-SAKL0E-processed-gene-11.253-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.253&CDS=1-2556	YNL233W
2260	OG0002260	augustus_masked-SAKL0E-processed-gene-11.254-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.254&CDS=1-1368	YNL234W
2261	OG0002261	augustus_masked-SAKL0E-processed-gene-11.255-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.255&CDS=1-2808	YNL236W
2262	OG0002262	augustus_masked-SAKL0E-processed-gene-11.208-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.208&CDS=1-708	YOR077W
2263	OG0002263	augustus_masked-SAKL0E-processed-gene-11.256-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.256&CDS=1-930	YKR088C
2264	OG0002264	augustus_masked-SAKL0E-processed-gene-11.211-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.211&CDS=1-726	YOR078W
2265	OG0002265	augustus_masked-SAKL0E-processed-gene-11.257-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.257&CDS=1-939	YOR079C
2266	OG0002266	augustus_masked-SAKL0E-processed-gene-11.212-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.212&CDS=1-2070	YOR080W
2267	OG0002267	augustus_masked-SAKL0E-processed-gene-11.258-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.258&CDS=1-2682	YKR089C
2268	OG0002268	snap_masked-SAKL0E-processed-gene-11.32-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-11.32&CDS=1-2319	YKR090W
2269	OG0002269	augustus_masked-SAKL0E-processed-gene-11.214-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.214&CDS=1-990	YOR083W
2270	OG0002270	snap_masked-SAKL0E-processed-gene-11.34-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-11.34&CDS=1-1113	YOR084W
2271	OG0002271	augustus_masked-SAKL0E-processed-gene-11.216-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.216&CDS=1-1134	YKR092C
2272	OG0002272	augustus_masked-SAKL0E-processed-gene-11.217-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.217&CDS=1-2544	YIL143C
2273	OG0002273	augustus_masked-SAKL0E-processed-gene-11.259-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.259&CDS=1-2037	YIL144W
2274	OG0002274	snap_masked-SAKL0E-processed-gene-11.37-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-11.37&CDS=1-927	YIL145C
2275	OG0002275	augustus_masked-SAKL0E-processed-gene-11.220-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.220&CDS=1-1776	YKR093W
2276	OG0002276	augustus_masked-SAKL0E-processed-gene-11.221-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.221&CDS=1-1395	YIL146C
2277	OG0002277	augustus_masked-SAKL0E-processed-gene-11.222-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.222&CDS=1-3420	YIL147C
2278	OG0002278	augustus_masked-SAKL0E-processed-gene-11.223-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.223&CDS=1-5337	YKR095W
2279	OG0002279	augustus_masked-SAKL0E-processed-gene-11.224-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.224&CDS=1-1722	YIL150C
2280	OG0002280	snap_masked-SAKL0E-processed-gene-11.45-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-11.45&CDS=1-249	YKR095W-A
2281	OG0002281	snap_masked-SAKL0E-processed-gene-11.46-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-11.46&CDS=1-3588	YKR096W
2282	OG0002282	augustus_masked-SAKL0E-processed-gene-11.226-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.226&CDS=1-1626	YKR097W
2283	OG0002283	augustus_masked-SAKL0E-processed-gene-11.262-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.262&CDS=1-1155	YIL153W
2284	OG0002284	genemark-SAKL0E-processed-gene-11.138-mRNA-1_1&gene=genemark-SAKL0E-processed-gene-11.138&CDS=1-2931	YIL155C
2285	OG0002285	augustus_masked-SAKL0E-processed-gene-11.263-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.263&CDS=1-3111	YIL156W
2286	OG0002286	augustus_masked-SAKL0E-processed-gene-11.228-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.228&CDS=1-2298	YKR099W
2287	OG0002287	augustus_masked-SAKL0E-processed-gene-11.264-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.264&CDS=1-219	YIL156W-B
2288	OG0002288	augustus_masked-SAKL0E-processed-gene-11.229-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.229&CDS=1-537	YIL157C
2289	OG0002289	augustus_masked-SAKL0E-processed-gene-11.265-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.265&CDS=1-972	YKR100C
2290	OG0002290	augustus_masked-SAKL0E-processed-gene-11.230-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.230&CDS=1-1221	YIL160C
2291	OG0002291	snap_masked-SAKL0E-processed-gene-11.91-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-11.91&CDS=1-672	YIL161W
2292	OG0002292	augustus_masked-SAKL0F-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-0.80&CDS=1-1581	YJL153C
2293	OG0002293	augustus_masked-SAKL0F-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-0.82&CDS=1-1452	YGL253W
2294	OG0002294	maker-SAKL0F-augustus-gene-0.112-mRNA-1_1&gene=maker-SAKL0F-augustus-gene-0.112&CDS=1-2568	YGL252C
2295	OG0002295	augustus_masked-SAKL0F-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-0.104&CDS=1-3822	YGL251C
2296	OG0002296	augustus_masked-SAKL0F-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-0.83&CDS=1-1185	YGL250W
2297	OG0002297	augustus_masked-SAKL0F-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-0.84&CDS=1-2244	YGL249W
2298	OG0002298	augustus_masked-SAKL0F-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-0.85&CDS=1-1635	YFR051C
2299	OG0002299	augustus_masked-SAKL0F-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-0.86&CDS=1-795	YFR050C
2300	OG0002300	augustus_masked-SAKL0F-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-0.87&CDS=1-1092	YGL248W
2301	OG0002301	augustus_masked-SAKL0F-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-0.105&CDS=1-381	YFR049W
2302	OG0002302	snap_masked-SAKL0F-processed-gene-0.13-mRNA-1_1&gene=snap_masked-SAKL0F-processed-gene-0.13&CDS=1-549	YGL247W
2303	OG0002303	augustus_masked-SAKL0F-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-0.106&CDS=1-1149	YGL246C
2304	OG0002304	augustus_masked-SAKL0F-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-0.89&CDS=1-2121	YGL245W
2305	OG0002305	augustus_masked-SAKL0F-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-0.107&CDS=1-1908	YFR048W
2306	OG0002306	augustus_masked-SAKL0F-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-0.91&CDS=1-1722	YGL244W
2307	OG0002307	augustus_masked-SAKL0F-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-0.92&CDS=1-1149	YGL243W
2308	OG0002308	augustus_masked-SAKL0F-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-0.108&CDS=1-519	YGL242C
2309	OG0002309	augustus_masked-SAKL0F-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-0.93&CDS=1-3027	YGL241W
2310	OG0002310	augustus_masked-SAKL0F-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-0.95&CDS=1-885	YFR047C
2311	OG0002311	maker-SAKL0F-augustus-gene-0.110-mRNA-1_1&gene=maker-SAKL0F-augustus-gene-0.110&CDS=1-3480	YGL238W
2312	OG0002312	maker-SAKL0F-snap-gene-1.103-mRNA-1_1&gene=maker-SAKL0F-snap-gene-1.103&CDS=1-2778	YGL236C
2313	OG0002313	augustus_masked-SAKL0F-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-0.97&CDS=1-1059	YFR046C
2314	OG0002314	augustus_masked-SAKL0F-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.104&CDS=1-2388	YGL234W
2315	OG0002315	augustus_masked-SAKL0F-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.108&CDS=1-1023	YFR045W
2316	OG0002316	augustus_masked-SAKL0F-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.105&CDS=1-1449	YFR044C
2317	OG0002317	augustus_masked-SAKL0F-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.110&CDS=1-2652	YGL233W
2318	OG0002318	augustus_masked-SAKL0F-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.111&CDS=1-849	YGL232W
2319	OG0002319	augustus_masked-SAKL0F-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.133&CDS=1-543	YGL231C
2320	OG0002320	snap_masked-SAKL0F-processed-gene-1.56-mRNA-1_1&gene=snap_masked-SAKL0F-processed-gene-1.56&CDS=1-750	YFR043C
2321	OG0002321	augustus_masked-SAKL0F-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.134&CDS=1-630	YFR042W
2322	OG0002322	augustus_masked-SAKL0F-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.113&CDS=1-897	YFR041C
2323	OG0002323	augustus_masked-SAKL0F-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.135&CDS=1-2742	YFR040W
2324	OG0002324	snap_masked-SAKL0F-processed-gene-1.58-mRNA-1_1&gene=snap_masked-SAKL0F-processed-gene-1.58&CDS=1-1881	YGL228W
2325	OG0002325	augustus_masked-SAKL0F-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.115&CDS=1-1347	YER043C
2326	OG0002326	augustus_masked-SAKL0F-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.116&CDS=1-2574	YGL227W
2327	OG0002327	augustus_masked-SAKL0F-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.136&CDS=1-261	YGL226C-A
2328	OG0002328	augustus_masked-SAKL0F-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.117&CDS=1-441	YGL226W
2329	OG0002329	augustus_masked-SAKL0F-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.137&CDS=1-552	YER042W
2330	OG0002330	snap_masked-SAKL0F-processed-gene-1.84-mRNA-1_1&gene=snap_masked-SAKL0F-processed-gene-1.84&CDS=1-2175	YER041W
2331	OG0002331	augustus_masked-SAKL0F-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.139&CDS=1-2415	YER040W
2332	OG0002332	augustus_masked-SAKL0F-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.118&CDS=1-1014	YGL225W
2333	OG0002333	snap_masked-SAKL0F-processed-gene-1.63-mRNA-1_1&gene=snap_masked-SAKL0F-processed-gene-1.63&CDS=1-1302	YER038C
2334	OG0002334	augustus_masked-SAKL0F-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.140&CDS=1-837	YGL224C
2335	OG0002335	augustus_masked-SAKL0F-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.120&CDS=1-1824	YER036C
2336	OG0002336	snap_masked-SAKL0F-processed-gene-1.88-mRNA-1_1&gene=snap_masked-SAKL0F-processed-gene-1.88&CDS=1-1077	YGL222C
2337	OG0002337	maker-SAKL0F-augustus-gene-1.101-mRNA-1_1&gene=maker-SAKL0F-augustus-gene-1.101&CDS=1-1413	YGL221C
2338	OG0002338	augustus_masked-SAKL0F-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.121&CDS=1-252	YGL220W
2339	OG0002339	augustus_masked-SAKL0F-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.144&CDS=1-1653	YGL219C
2340	OG0002340	augustus_masked-SAKL0F-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.123&CDS=1-1206	YGL215W
2341	OG0002341	augustus_masked-SAKL0F-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.145&CDS=1-1239	YGL213C
2342	OG0002342	genemark-SAKL0F-processed-gene-1.21-mRNA-1_1&gene=genemark-SAKL0F-processed-gene-1.21&CDS=1-1122	YGL211W
2343	OG0002343	snap_masked-SAKL0F-processed-gene-1.70-mRNA-1_1&gene=snap_masked-SAKL0F-processed-gene-1.70&CDS=1-2592	YER033C
2344	OG0002344	snap_masked-SAKL0F-processed-gene-1.93-mRNA-1_1&gene=snap_masked-SAKL0F-processed-gene-1.93&CDS=1-2976	YER032W
2345	OG0002345	augustus_masked-SAKL0F-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.126&CDS=1-663	YGL210W
2346	OG0002346	augustus_masked-SAKL0F-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.147&CDS=1-441	YER030W
2347	OG0002347	augustus_masked-SAKL0F-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.127&CDS=1-501	YER029C
2348	OG0002348	augustus_masked-SAKL0F-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.128&CDS=1-1155	YER028C
2349	OG0002349	augustus_masked-SAKL0F-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.129&CDS=1-4521	YGL207W
2350	OG0002350	augustus_masked-SAKL0F-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.148&CDS=1-4977	YGL206C
2351	OG0002351	augustus_masked-SAKL0F-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.130&CDS=1-2247	YGL205W
2352	OG0002352	augustus_masked-SAKL0F-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.131&CDS=1-813	YER026C
2353	OG0002353	augustus_masked-SAKL0F-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-1.149&CDS=1-2079	YGL203C
2354	OG0002354	augustus_masked-SAKL0F-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-2.105&CDS=1-2745	YPR160W
2355	OG0002355	augustus_masked-SAKL0F-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-2.106&CDS=1-3123	YGL201C
2356	OG0002356	augustus_masked-SAKL0F-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-2.107&CDS=1-2103	YPR159W
2357	OG0002357	augustus_masked-SAKL0F-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-2.131&CDS=1-1227	YGR142W
2358	OG0002358	snap_masked-SAKL0F-processed-gene-2.73-mRNA-1_1&gene=snap_masked-SAKL0F-processed-gene-2.73&CDS=1-1338	YGR141W
2359	OG0002359	snap_masked-SAKL0F-processed-gene-2.74-mRNA-1_1&gene=snap_masked-SAKL0F-processed-gene-2.74&CDS=1-2625	YGR140W
2360	OG0002360	augustus_masked-SAKL0F-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-2.109&CDS=1-1878	YPR155C
2361	OG0002361	augustus_masked-SAKL0F-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-2.133&CDS=1-690	YPR154W
2362	OG0002362	maker-SAKL0F-snap-gene-2.103-mRNA-1_1&gene=maker-SAKL0F-snap-gene-2.103&CDS=1-462	YPR153W
2363	OG0002363	augustus_masked-SAKL0F-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-2.134&CDS=1-756	YGR135W
2364	OG0002364	augustus_masked-SAKL0F-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-2.110&CDS=1-1434	YPR152C
2365	OG0002365	augustus_masked-SAKL0F-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-2.136&CDS=1-3396	YGR134W
2366	OG0002366	augustus_masked-SAKL0F-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-2.111&CDS=1-720	YPR151C
2367	OG0002367	augustus_masked-SAKL0F-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-2.138&CDS=1-483	YGR133W
2368	OG0002368	augustus_masked-SAKL0F-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-2.112&CDS=1-846	YGR132C
2369	OG0002369	augustus_masked-SAKL0F-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-2.113&CDS=1-2319	YGR130C
2370	OG0002370	augustus_masked-SAKL0F-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-2.114&CDS=1-1191	YPR148C
2371	OG0002371	augustus_masked-SAKL0F-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-2.140&CDS=1-576	YGR129W
2372	OG0002372	augustus_masked-SAKL0F-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-2.115&CDS=1-1962	YGR128C
2373	OG0002373	augustus_masked-SAKL0F-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-2.116&CDS=1-915	YPR147C
2374	OG0002374	augustus_masked-SAKL0F-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-2.141&CDS=1-1491	YGR127W
2375	OG0002375	augustus_masked-SAKL0F-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-2.142&CDS=1-3150	YGR125W
2376	OG0002376	augustus_masked-SAKL0F-processed-gene-2.143-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-2.143&CDS=1-1719	YPR145W
2377	OG0002377	augustus_masked-SAKL0F-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-2.118&CDS=1-1599	YPR144C
2378	OG0002378	augustus_masked-SAKL0F-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-2.119&CDS=1-1539	YGR123C
2379	OG0002379	snap_masked-SAKL0F-processed-gene-2.89-mRNA-1_1&gene=snap_masked-SAKL0F-processed-gene-2.89&CDS=1-789	YPR143W
2380	OG0002380	augustus_masked-SAKL0F-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-2.120&CDS=1-2118	YPR141C
2381	OG0002381	augustus_masked-SAKL0F-processed-gene-2.145-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-2.145&CDS=1-1185	YPR140W
2382	OG0002382	augustus_masked-SAKL0F-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-2.122&CDS=1-924	YPR139C
2383	OG0002383	augustus_masked-SAKL0F-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-2.146&CDS=1-1203	YGR122W
2384	OG0002384	genemark-SAKL0F-processed-gene-2.43-mRNA-1_1&gene=genemark-SAKL0F-processed-gene-2.43&CDS=1-4452	YPR137W
2385	OG0002385	augustus_masked-SAKL0F-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-2.125&CDS=1-825	YGR120C
2386	OG0002386	augustus_masked-SAKL0F-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-2.126&CDS=1-1596	YGR119C
2387	OG0002387	augustus_masked-SAKL0F-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-2.149&CDS=1-960	YPR134W
