	OrthologID	Nakaseomyces_delphensis	Saccharomyces_cerevisiae
2466	OG0002466	snap_masked-NADE0S12-processed-gene-2.95-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-2.95&CDS=1-1758	YHR108W
2467	OG0002467	snap_masked-NADE0S12-processed-gene-2.115-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-2.115&CDS=1-3021	YDR359C
2468	OG0002468	maker-NADE0S12-augustus-gene-2.40-mRNA-1_1&gene=maker-NADE0S12-augustus-gene-2.40&CDS=1-2763	YDR362C
2469	OG0002469	augustus_masked-NADE0S12-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-2.10&CDS=1-1380	YDR363W
2470	OG0002470	snap_masked-NADE0S12-processed-gene-2.98-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-2.98&CDS=1-1293	YOR117W
2471	OG0002471	augustus_masked-NADE0S12-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-2.26&CDS=1-1290	YDR364C
2472	OG0002472	snap_masked-NADE0S12-processed-gene-2.101-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-2.101&CDS=1-633	YDR367W
2473	OG0002473	snap_masked-NADE0S12-processed-gene-2.118-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-2.118&CDS=1-3537	YDR370C
2474	OG0002474	augustus_masked-NADE0S12-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-2.13&CDS=1-1728	YDR371W
2475	OG0002475	snap_masked-NADE0S12-processed-gene-2.119-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-2.119&CDS=1-978	YDR372C
2476	OG0002476	snap_masked-NADE0S12-processed-gene-2.104-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-2.104&CDS=1-570	YDR373W
2477	OG0002477	snap_masked-NADE0S12-processed-gene-2.120-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-2.120&CDS=1-816	YDR374C
2478	OG0002478	snap_masked-NADE0S12-processed-gene-2.105-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-2.105&CDS=1-996	YML021C
2479	OG0002479	snap_masked-NADE0S12-processed-gene-2.123-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-2.123&CDS=1-564	YML022W
2480	OG0002480	augustus_masked-NADE0S12-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-2.16&CDS=1-1689	YML023C
2481	OG0002481	augustus_masked-NADE0S12-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-2.17&CDS=1-840	YML025C
2482	OG0002482	augustus_masked-NADE0S12-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-2.33&CDS=1-1173	YML027W
2483	OG0002483	snap_masked-NADE0S12-processed-gene-2.125-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-2.125&CDS=1-2781	YML029W
2484	OG0002484	snap_masked-NADE0S12-processed-gene-2.126-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-2.126&CDS=1-474	YML030W
2485	OG0002485	snap_masked-NADE0S12-processed-gene-2.110-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-2.110&CDS=1-1878	YDR456W
2486	OG0002486	snap_masked-NADE0S12-processed-gene-2.127-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-2.127&CDS=1-1560	YML031W
2487	OG0002487	snap_masked-NADE0S12-processed-gene-2.111-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-2.111&CDS=1-1494	YML032C
2488	OG0002488	snap_masked-NADE0S12-processed-gene-2.128-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-2.128&CDS=1-2502	YML034W
2489	OG0002489	snap_masked-NADE0S12-processed-gene-2.112-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-2.112&CDS=1-2325	YML035C
2490	OG0002490	snap_masked-NADE0S12-processed-gene-3.5-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-3.5&CDS=1-1113	YPL168W
2491	OG0002491	snap_masked-NADE0S12-processed-gene-3.6-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-3.6&CDS=1-1989	YOR254C
2492	OG0002492	snap_masked-NADE0S12-processed-gene-3.0-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-3.0&CDS=1-1344	YJL183W
2493	OG0002493	snap_masked-NADE0S12-processed-gene-3.7-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-3.7&CDS=1-984	YJL180C
2494	OG0002494	augustus_masked-NADE0S12-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-3.46&CDS=1-885	YOR294W
2495	OG0002495	snap_masked-NADE0S12-processed-gene-3.4-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-3.4&CDS=1-3924	YOR296W
2496	OG0002496	snap_masked-NADE0S12-processed-gene-3.24-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-3.24&CDS=1-1251	YBR287W
2497	OG0002497	snap_masked-NADE0S12-processed-gene-3.25-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-3.25&CDS=1-1626	YBR286W
2498	OG0002498	snap_masked-NADE0S12-processed-gene-3.8-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-3.8&CDS=1-822	YJL079C
2499	OG0002499	snap_masked-NADE0S12-processed-gene-3.9-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-3.9&CDS=1-1557	YKR016W
2500	OG0002500	augustus_masked-NADE0S12-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-3.70&CDS=1-1623	YKR017C
2501	OG0002501	snap_masked-NADE0S12-processed-gene-3.11-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-3.11&CDS=1-3216	YBL076C
2502	OG0002502	snap_masked-NADE0S12-processed-gene-3.12-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-3.12&CDS=1-537	YER104W
2503	OG0002503	snap_masked-NADE0S12-processed-gene-3.30-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-3.30&CDS=1-4329	YBL079W
2504	OG0002504	snap_masked-NADE0S12-processed-gene-3.13-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-3.13&CDS=1-630	YER106W
2505	OG0002505	snap_masked-NADE0S12-processed-gene-3.31-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-3.31&CDS=1-1104	YER107C
2506	OG0002506	snap_masked-NADE0S12-processed-gene-3.32-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-3.32&CDS=1-2700	YER109C
2507	OG0002507	snap_masked-NADE0S12-processed-gene-3.33-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-3.33&CDS=1-1116	YPR035W
2508	OG0002508	snap_masked-NADE0S12-processed-gene-3.34-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-3.34&CDS=1-1650	YPR034W
2509	OG0002509	snap_masked-NADE0S12-processed-gene-3.14-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-3.14&CDS=1-1545	YPR033C
2510	OG0002510	snap_masked-NADE0S12-processed-gene-3.36-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-3.36&CDS=1-2220	YPR031W
2511	OG0002511	snap_masked-NADE0S12-processed-gene-3.15-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-3.15&CDS=1-2736	YPR029C
2512	OG0002512	augustus_masked-NADE0S12-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-3.81&CDS=1-531	YPR028W
2513	OG0002513	snap_masked-NADE0S12-processed-gene-3.38-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-3.38&CDS=1-3642	YPR026W
2514	OG0002514	snap_masked-NADE0S12-processed-gene-3.17-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-3.17&CDS=1-1128	YPR025C
2515	OG0002515	augustus_masked-NADE0S12-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-3.83&CDS=1-2193	YPR024W
2516	OG0002516	snap_masked-NADE0S12-processed-gene-3.18-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-3.18&CDS=1-1506	YER122C
2517	OG0002517	snap_masked-NADE0S12-processed-gene-3.40-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-3.40&CDS=1-834	YER120W
2518	OG0002518	snap_masked-NADE0S12-processed-gene-3.41-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-3.41&CDS=1-1251	YBL091C
2519	OG0002519	snap_masked-NADE0S12-processed-gene-3.20-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-3.20&CDS=1-1053	YER118C
2520	OG0002520	genemark-NADE0S12-processed-gene-3.108-mRNA-1_1&gene=genemark-NADE0S12-processed-gene-3.108&CDS=1-396	YER116C
2521	OG0002521	snap_masked-NADE0S12-processed-gene-3.23-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-3.23&CDS=1-2094	YER113C
2522	OG0002522	snap_masked-NADE0S12-processed-gene-3.43-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-3.43&CDS=1-507	YER112W
2523	OG0002523	snap_masked-NADE0S12-processed-gene-4.1-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-4.1&CDS=1-3339	YER110C
2524	OG0002524	snap_masked-NADE0S12-processed-gene-4.2-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-4.2&CDS=1-1524	YPR036W
2525	OG0002525	augustus_masked-NADE0S12-processed-gene-4.96-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-4.96&CDS=1-267	YPR036W-A
2526	OG0002526	augustus_masked-NADE0S12-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-4.99&CDS=1-630	YPR037C
2527	OG0002527	augustus_masked-NADE0S12-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-4.97&CDS=1-1179	YPR040W
2528	OG0002528	augustus_masked-NADE0S12-processed-gene-4.98-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-4.98&CDS=1-1815	YOR073W
2529	OG0002529	snap_masked-NADE0S12-processed-gene-4.5-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-4.5&CDS=1-894	YOR074C
2530	OG0002530	snap_masked-NADE0S12-processed-gene-4.6-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-4.6&CDS=1-1011	YOR075W
2531	OG0002531	snap_masked-NADE0S12-processed-gene-4.7-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-4.7&CDS=1-702	YOR077W
2532	OG0002532	augustus_masked-NADE0S12-processed-gene-4.103-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-4.103&CDS=1-693	YOR078W
2533	OG0002533	augustus_masked-NADE0S12-processed-gene-4.124-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-4.124&CDS=1-945	YOR079C
2534	OG0002534	augustus_masked-NADE0S12-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-4.104&CDS=1-2139	YOR080W
2535	OG0002535	augustus_masked-NADE0S12-processed-gene-4.105-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-4.105&CDS=1-1356	YOR083W
2536	OG0002536	augustus_masked-NADE0S12-processed-gene-4.106-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-4.106&CDS=1-1149	YOR084W
2537	OG0002537	augustus_masked-NADE0S12-processed-gene-4.107-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-4.107&CDS=1-1035	YOR085W
2538	OG0002538	snap_masked-NADE0S12-processed-gene-4.35-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-4.35&CDS=1-3639	YOR086C
2539	OG0002539	snap_masked-NADE0S12-processed-gene-4.15-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-4.15&CDS=1-2139	YOR087W
2540	OG0002540	augustus_masked-NADE0S12-processed-gene-4.127-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-4.127&CDS=1-627	YOR089C
2541	OG0002541	snap_masked-NADE0S12-processed-gene-4.36-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-4.36&CDS=1-1701	YOR090C
2542	OG0002542	snap_masked-NADE0S12-processed-gene-4.16-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-4.16&CDS=1-1011	YOR091W
2543	OG0002543	augustus_masked-NADE0S12-processed-gene-4.111-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-4.111&CDS=1-4713	YAL024C
2544	OG0002544	snap_masked-NADE0S12-processed-gene-4.21-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-4.21&CDS=1-3990	YAL026C
2545	OG0002545	augustus_masked-NADE0S12-processed-gene-4.129-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-4.129&CDS=1-2520	YAL027W
2546	OG0002546	snap_masked-NADE0S12-processed-gene-4.39-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-4.39&CDS=1-333	YOR327C
2547	OG0002547	snap_masked-NADE0S12-processed-gene-4.23-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-4.23&CDS=1-1731	YOR355W
2548	OG0002548	snap_masked-NADE0S12-processed-gene-4.24-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-4.24&CDS=1-1881	YOR356W
2549	OG0002549	snap_masked-NADE0S12-processed-gene-4.40-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-4.40&CDS=1-492	YOR357C
2550	OG0002550	maker-NADE0S12-snap-gene-4.0-mRNA-1_1&gene=maker-NADE0S12-snap-gene-4.0&CDS=1-564	YOR096W
2551	OG0002551	snap_masked-NADE0S12-processed-gene-4.27-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-4.27&CDS=1-927	YNL097C
2552	OG0002552	snap_masked-NADE0S12-processed-gene-4.28-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-4.28&CDS=1-666	YNL099C
2553	OG0002553	snap_masked-NADE0S12-processed-gene-4.41-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-4.41&CDS=1-714	YNL100W
2554	OG0002554	snap_masked-NADE0S12-processed-gene-4.42-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-4.42&CDS=1-2124	YNL101W
2555	OG0002555	snap_masked-NADE0S12-processed-gene-4.43-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-4.43&CDS=1-4353	YNL102W
2556	OG0002556	snap_masked-NADE0S12-processed-gene-4.44-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-4.44&CDS=1-1863	YNL103W
2557	OG0002557	snap_masked-NADE0S12-processed-gene-4.45-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-4.45&CDS=1-678	YNL107W
2558	OG0002558	snap_masked-NADE0S12-processed-gene-5.99-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-5.99&CDS=1-957	YOR100C
2559	OG0002559	snap_masked-NADE0S12-processed-gene-5.100-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-5.100&CDS=1-405	YOR103C
2560	OG0002560	snap_masked-NADE0S12-processed-gene-5.97-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-5.97&CDS=1-924	YOR104W
2561	OG0002561	snap_masked-NADE0S12-processed-gene-5.102-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-5.102&CDS=1-537	YBR022W
2562	OG0002562	maker-NADE0S12-augustus-gene-5.0-mRNA-1_1&gene=maker-NADE0S12-augustus-gene-5.0&CDS=1-2655	YBR025C
2563	OG0002563	snap_masked-NADE0S12-processed-gene-5.104-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-5.104&CDS=1-1617	YBR030W
2564	OG0002564	snap_masked-NADE0S12-processed-gene-5.107-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-5.107&CDS=1-666	YDR013W
2565	OG0002565	snap_masked-NADE0S12-processed-gene-5.109-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-5.109&CDS=1-414	YDR014W-A
2566	OG0002566	snap_masked-NADE0S12-processed-gene-5.127-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-5.127&CDS=1-237	YDR016C
2567	OG0002567	snap_masked-NADE0S12-processed-gene-5.128-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-5.128&CDS=1-3096	YDR017C
2568	OG0002568	snap_masked-NADE0S12-processed-gene-5.129-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-5.129&CDS=1-1194	YDR019C
2569	OG0002569	snap_masked-NADE0S12-processed-gene-5.130-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-5.130&CDS=1-666	YDR020C
2570	OG0002570	snap_masked-NADE0S12-processed-gene-5.110-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-5.110&CDS=1-1197	YDR021W
2571	OG0002571	snap_masked-NADE0S12-processed-gene-5.131-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-5.131&CDS=1-1839	YKL124W
2572	OG0002572	snap_masked-NADE0S12-processed-gene-5.132-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-5.132&CDS=1-1665	YKL125W
2573	OG0002573	snap_masked-NADE0S12-processed-gene-5.111-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-5.111&CDS=1-867	YKL128C
2574	OG0002574	snap_masked-NADE0S12-processed-gene-5.113-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-5.113&CDS=1-732	YKL130C
2575	OG0002575	snap_masked-NADE0S12-processed-gene-5.115-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-5.115&CDS=1-2292	YKL134C
2576	OG0002576	maker-NADE0S12-snap-gene-5.147-mRNA-1_1&gene=maker-NADE0S12-snap-gene-5.147&CDS=1-954	YMR116C
2577	OG0002577	snap_masked-NADE0S12-processed-gene-5.116-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-5.116&CDS=1-2127	YKL135C
2578	OG0002578	snap_masked-NADE0S12-processed-gene-5.136-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-5.136&CDS=1-318	YKL137W
2579	OG0002579	snap_masked-NADE0S12-processed-gene-5.117-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-5.117&CDS=1-390	YKL138C
2580	OG0002580	snap_masked-NADE0S12-processed-gene-5.118-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-5.118&CDS=1-204	YKL138C-A
2581	OG0002581	genemark-NADE0S12-processed-gene-5.86-mRNA-1_1&gene=genemark-NADE0S12-processed-gene-5.86&CDS=1-1557	YKL139W
2582	OG0002582	maker-NADE0S12-augustus-gene-5.2-mRNA-1_1&gene=maker-NADE0S12-augustus-gene-5.2&CDS=1-2208	YKL140W
2583	OG0002583	snap_masked-NADE0S12-processed-gene-5.119-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-5.119&CDS=1-699	YLR025W
2584	OG0002584	augustus_masked-NADE0S12-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-5.42&CDS=1-2235	YLR027C
2585	OG0002585	maker-NADE0S12-augustus-gene-5.4-mRNA-1_1&gene=maker-NADE0S12-augustus-gene-5.4&CDS=1-9249	YGL195W
2586	OG0002586	augustus_masked-NADE0S12-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-5.45&CDS=1-750	YGL198W
2587	OG0002587	snap_masked-NADE0S12-processed-gene-5.122-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-5.122&CDS=1-1065	YBR087W
2588	OG0002588	snap_masked-NADE0S12-processed-gene-6.106-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.106&CDS=1-774	YBR088C
2589	OG0002589	snap_masked-NADE0S12-processed-gene-6.101-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.101&CDS=1-1311	YPR054W
2590	OG0002590	augustus_masked-NADE0S12-processed-gene-6.52-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-6.52&CDS=1-3120	YPR055W
2591	OG0002591	snap_masked-NADE0S12-processed-gene-6.103-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.103&CDS=1-993	YPR056W
2592	OG0002592	augustus_masked-NADE0S12-processed-gene-6.54-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-6.54&CDS=1-1131	YPR057W
2593	OG0002593	snap_masked-NADE0S12-processed-gene-6.125-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.125&CDS=1-894	YPR061C
2594	OG0002594	snap_masked-NADE0S12-processed-gene-6.107-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.107&CDS=1-456	YPR062W
2595	OG0002595	snap_masked-NADE0S12-processed-gene-6.126-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.126&CDS=1-375	YPR063C
2596	OG0002596	augustus_masked-NADE0S12-processed-gene-6.58-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-6.58&CDS=1-900	YPR066W
2597	OG0002597	snap_masked-NADE0S12-processed-gene-6.108-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.108&CDS=1-621	YPR067W
2598	OG0002598	snap_masked-NADE0S12-processed-gene-6.130-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.130&CDS=1-441	YBR109C
2599	OG0002599	snap_masked-NADE0S12-processed-gene-6.131-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.131&CDS=1-1314	YPR068C
2600	OG0002600	snap_masked-NADE0S12-processed-gene-6.110-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.110&CDS=1-1674	YPR070W
2601	OG0002601	snap_masked-NADE0S12-processed-gene-6.133-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.133&CDS=1-3351	YBR112C
2602	OG0002602	snap_masked-NADE0S12-processed-gene-6.111-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.111&CDS=1-1641	YPR072W
2603	OG0002603	snap_masked-NADE0S12-processed-gene-6.134-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.134&CDS=1-492	YPR073C
2604	OG0002604	snap_masked-NADE0S12-processed-gene-6.135-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.135&CDS=1-2058	YPR074C
2605	OG0002605	augustus_masked-NADE0S12-processed-gene-6.84-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-6.84&CDS=1-1227	YPR075C
2606	OG0002606	snap_masked-NADE0S12-processed-gene-6.113-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.113&CDS=1-465	YPR076W
2607	OG0002607	augustus_masked-NADE0S12-processed-gene-6.63-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-6.63&CDS=1-951	YPR079W
2608	OG0002608	snap_masked-NADE0S12-processed-gene-6.114-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.114&CDS=1-912	YBR119W
2609	OG0002609	augustus_masked-NADE0S12-processed-gene-6.86-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-6.86&CDS=1-1959	YNL048W
2610	OG0002610	snap_masked-NADE0S12-processed-gene-6.140-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.140&CDS=1-1140	YNL051W
2611	OG0002611	snap_masked-NADE0S12-processed-gene-6.141-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.141&CDS=1-1383	YNL053W
2612	OG0002612	snap_masked-NADE0S12-processed-gene-6.142-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.142&CDS=1-3300	YNL054W
2613	OG0002613	snap_masked-NADE0S12-processed-gene-6.117-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.117&CDS=1-1983	YBR121C
2614	OG0002614	snap_masked-NADE0S12-processed-gene-6.119-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.119&CDS=1-1890	YNL045W
2615	OG0002615	snap_masked-NADE0S12-processed-gene-6.120-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.120&CDS=1-528	YNL044W
2616	OG0002616	augustus_masked-NADE0S12-processed-gene-6.70-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-6.70&CDS=1-1005	YNL042W
2617	OG0002617	augustus_masked-NADE0S12-processed-gene-6.90-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-6.90&CDS=1-2514	YNL041C
2618	OG0002618	snap_masked-NADE0S12-processed-gene-6.145-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.145&CDS=1-687	YNL036W
2619	OG0002619	snap_masked-NADE0S12-processed-gene-6.147-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.147&CDS=1-1722	YNL039W
2620	OG0002620	snap_masked-NADE0S12-processed-gene-6.148-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.148&CDS=1-1368	YNL040W
2621	OG0002621	snap_masked-NADE0S12-processed-gene-6.150-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.150&CDS=1-651	YPL233W
2622	OG0002622	snap_masked-NADE0S12-processed-gene-6.121-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.121&CDS=1-489	YPL234C
2623	OG0002623	snap_masked-NADE0S12-processed-gene-6.151-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.151&CDS=1-1428	YPL235W
2624	OG0002624	snap_masked-NADE0S12-processed-gene-6.122-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.122&CDS=1-1224	YPL236C
2625	OG0002625	snap_masked-NADE0S12-processed-gene-6.152-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.152&CDS=1-843	YPL237W
2626	OG0002626	snap_masked-NADE0S12-processed-gene-6.153-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.153&CDS=1-588	YPL239W
2627	OG0002627	snap_masked-NADE0S12-processed-gene-6.123-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.123&CDS=1-849	YPL241C
2628	OG0002628	snap_masked-NADE0S12-processed-gene-6.124-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-6.124&CDS=1-4443	YPL242C
2629	OG0002629	snap_masked-NADE0S12-processed-gene-7.4-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-7.4&CDS=1-1791	YPL243W
2630	OG0002630	snap_masked-NADE0S12-processed-gene-7.0-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-7.0&CDS=1-1071	YPL244C
2631	OG0002631	snap_masked-NADE0S12-processed-gene-7.5-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-7.5&CDS=1-1308	YPL245W
2632	OG0002632	augustus_masked-NADE0S12-processed-gene-7.94-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-7.94&CDS=1-807	YPL246C
2633	OG0002633	snap_masked-NADE0S12-processed-gene-7.2-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-7.2&CDS=1-1533	YPL247C
2634	OG0002634	snap_masked-NADE0S12-processed-gene-7.9-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-7.9&CDS=1-501	YPL252C
2635	OG0002635	snap_masked-NADE0S12-processed-gene-7.27-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-7.27&CDS=1-1362	YPL254W
