	OrthologID	Lodderomyces_elongisporus	Saccharomyces_cerevisiae
1793	OG0001793	snap_masked-NW_001813682.1-processed-gene-11.85-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-11.85&CDS=1-1662	YGR055W
1794	OG0001794	snap_masked-NW_001813682.1-processed-gene-11.99-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-11.99&CDS=1-426	YPR100W
1795	OG0001795	maker-NW_001813682.1-snap-gene-11.4-mRNA-1_1&gene=maker-NW_001813682.1-snap-gene-11.4&CDS=1-3999	YBL047C
1796	OG0001796	augustus_masked-NW_001813682.1-processed-gene-11.18-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-11.18&CDS=1-639	YHR089C
1797	OG0001797	augustus_masked-NW_001813682.1-processed-gene-11.36-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-11.36&CDS=1-1137	YDR336W
1798	OG0001798	snap_masked-NW_001813682.1-processed-gene-11.88-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-11.88&CDS=1-5544	YKR031C
1799	OG0001799	snap_masked-NW_001813682.1-processed-gene-11.89-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-11.89&CDS=1-657	YHR181W
1800	OG0001800	maker-NW_001813682.1-snap-gene-12.2-mRNA-1_1&gene=maker-NW_001813682.1-snap-gene-12.2&CDS=1-1263	YDL006W
1801	OG0001801	snap_masked-NW_001813682.1-processed-gene-12.76-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-12.76&CDS=1-900	YKL094W
1802	OG0001802	snap_masked-NW_001813682.1-processed-gene-12.77-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-12.77&CDS=1-2457	YDR081C
1803	OG0001803	augustus_masked-NW_001813682.1-processed-gene-12.22-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-12.22&CDS=1-312	YDR079W
1804	OG0001804	snap_masked-NW_001813682.1-processed-gene-12.94-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-12.94&CDS=1-3210	YDR080W
1805	OG0001805	augustus_masked-NW_001813682.1-processed-gene-12.10-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-12.10&CDS=1-207	YDR079C-A
1806	OG0001806	snap_masked-NW_001813682.1-processed-gene-12.95-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-12.95&CDS=1-2679	YER157W
1807	OG0001807	snap_masked-NW_001813682.1-processed-gene-12.78-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-12.78&CDS=1-2013	YIL150C
1808	OG0001808	snap_masked-NW_001813682.1-processed-gene-12.81-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-12.81&CDS=1-1785	YGL186C
1809	OG0001809	snap_masked-NW_001813682.1-processed-gene-12.97-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-12.97&CDS=1-681	YLR312W-A
1810	OG0001810	snap_masked-NW_001813682.1-processed-gene-12.85-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-12.85&CDS=1-1659	YGL171W
1811	OG0001811	snap_masked-NW_001813682.1-processed-gene-12.98-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-12.98&CDS=1-375	YPR020W
1812	OG0001812	augustus_masked-NW_001813682.1-processed-gene-12.31-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-12.31&CDS=1-1437	YDR105C
1813	OG0001813	snap_masked-NW_001813682.1-processed-gene-12.86-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-12.86&CDS=1-1419	YPL101W
1814	OG0001814	maker-NW_001813682.1-snap-gene-12.1-mRNA-1_1&gene=maker-NW_001813682.1-snap-gene-12.1&CDS=1-972	YER179W
1815	OG0001815	snap_masked-NW_001813682.1-processed-gene-12.88-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-12.88&CDS=1-2850	YPR019W
1816	OG0001816	maker-NW_001813682.1-augustus-gene-12.36-mRNA-1_1&gene=maker-NW_001813682.1-augustus-gene-12.36&CDS=1-2817	YDR108W
1817	OG0001817	genemark-NW_001813682.1-processed-gene-12.53-mRNA-1_1&gene=genemark-NW_001813682.1-processed-gene-12.53&CDS=1-4028	YLR084C
1818	OG0001818	augustus_masked-NW_001813682.1-processed-gene-13.87-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-13.87&CDS=1-1734	YGL084C
1819	OG0001819	snap_masked-NW_001813682.1-processed-gene-13.50-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-13.50&CDS=1-417	YGL087C
1820	OG0001820	snap_masked-NW_001813682.1-processed-gene-13.48-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-13.48&CDS=1-2196	YGL086W
1821	OG0001821	snap_masked-NW_001813682.1-processed-gene-13.51-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-13.51&CDS=1-2763	YBR055C
1822	OG0001822	snap_masked-NW_001813682.1-processed-gene-13.52-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-13.52&CDS=1-1563	YMR131C
1823	OG0001823	augustus_masked-NW_001813682.1-processed-gene-13.94-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-13.94&CDS=1-714	YGL085W
1824	OG0001824	snap_masked-NW_001813682.1-processed-gene-13.74-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-13.74&CDS=1-1605	YEL058W
1825	OG0001825	snap_masked-NW_001813682.1-processed-gene-13.54-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-13.54&CDS=1-987	YPL266W
1826	OG0001826	snap_masked-NW_001813682.1-processed-gene-13.76-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-13.76&CDS=1-1923	YPL263C
1827	OG0001827	snap_masked-NW_001813682.1-processed-gene-13.55-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-13.55&CDS=1-258	YDR016C
1828	OG0001828	augustus_masked-NW_001813682.1-processed-gene-13.118-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-13.118&CDS=1-1128	YFL039C
1829	OG0001829	maker-NW_001813682.1-snap-gene-13.0-mRNA-1_1&gene=maker-NW_001813682.1-snap-gene-13.0&CDS=1-333	YOR327C
1830	OG0001830	snap_masked-NW_001813682.1-processed-gene-13.57-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-13.57&CDS=1-549	YAL044C
1831	OG0001831	augustus_masked-NW_001813682.1-processed-gene-13.100-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-13.100&CDS=1-1425	YGL164C
1832	OG0001832	augustus_masked-NW_001813682.1-processed-gene-13.122-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-13.122&CDS=1-1746	YML054C
1833	OG0001833	augustus_masked-NW_001813682.1-processed-gene-13.123-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-13.123&CDS=1-333	YAL044W-A
1834	OG0001834	snap_masked-NW_001813682.1-processed-gene-13.61-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-13.61&CDS=1-918	YGR031W
1835	OG0001835	snap_masked-NW_001813682.1-processed-gene-13.84-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-13.84&CDS=1-906	YLR351C
1836	OG0001836	snap_masked-NW_001813682.1-processed-gene-13.85-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-13.85&CDS=1-1587	YOR378W
1837	OG0001837	augustus_masked-NW_001813682.1-processed-gene-13.104-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-13.104&CDS=1-2226	YBL029W
1838	OG0001838	augustus_masked-NW_001813682.1-processed-gene-13.127-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-13.127&CDS=1-1641	YDR364C
1839	OG0001839	augustus_masked-NW_001813682.1-processed-gene-13.107-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-13.107&CDS=1-930	YDR361C
1840	OG0001840	augustus_masked-NW_001813682.1-processed-gene-13.108-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-13.108&CDS=1-2649	YBR079C
1841	OG0001841	augustus_masked-NW_001813682.1-processed-gene-13.110-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-13.110&CDS=1-906	YCR036W
1842	OG0001842	snap_masked-NW_001813682.1-processed-gene-13.86-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-13.86&CDS=1-1005	YCR034W
1843	OG0001843	snap_masked-NW_001813682.1-processed-gene-13.71-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-13.71&CDS=1-735	YBR153W
1844	OG0001844	augustus_masked-NW_001813682.1-processed-gene-14.80-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-14.80&CDS=1-4296	YBR154C
1845	OG0001845	snap_masked-NW_001813682.1-processed-gene-14.44-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-14.44&CDS=1-1665	YJL194W
1846	OG0001846	snap_masked-NW_001813682.1-processed-gene-14.45-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-14.45&CDS=1-4323	YCR033W
1847	OG0001847	snap_masked-NW_001813682.1-processed-gene-14.48-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-14.48&CDS=1-1062	YBR146W
1848	OG0001848	augustus_masked-NW_001813682.1-processed-gene-14.91-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-14.91&CDS=1-1317	YNL040W
1849	OG0001849	snap_masked-NW_001813682.1-processed-gene-14.49-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-14.49&CDS=1-639	YKL119C
1850	OG0001850	snap_masked-NW_001813682.1-processed-gene-14.61-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-14.61&CDS=1-3336	YML099C
1851	OG0001851	snap_masked-NW_001813682.1-processed-gene-14.52-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-14.52&CDS=1-1818	YFL053W
1852	OG0001852	maker-NW_001813682.1-augustus-gene-14.8-mRNA-1_1&gene=maker-NW_001813682.1-augustus-gene-14.8&CDS=1-2580	YGL073W
1853	OG0001853	snap_masked-NW_001813682.1-processed-gene-14.53-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-14.53&CDS=1-972	YER118C
1854	OG0001854	snap_masked-NW_001813682.1-processed-gene-14.67-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-14.67&CDS=1-3702	YGL094C
1855	OG0001855	snap_masked-NW_001813682.1-processed-gene-14.69-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-14.69&CDS=1-1818	YML130C
1856	OG0001856	snap_masked-NW_001813682.1-processed-gene-14.70-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-14.70&CDS=1-1593	YGL078C
1857	OG0001857	snap_masked-NW_001813682.1-processed-gene-14.54-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-14.54&CDS=1-3351	YJL187C
1858	OG0001858	snap_masked-NW_001813682.1-processed-gene-14.73-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-14.73&CDS=1-879	YOL077C
1859	OG0001859	snap_masked-NW_001813682.1-processed-gene-14.74-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-14.74&CDS=1-201	YOL077W-A
1860	OG0001860	snap_masked-NW_001813682.1-processed-gene-14.56-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-14.56&CDS=1-2970	YOL021C
1861	OG0001861	snap_masked-NW_001813682.1-processed-gene-14.75-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-14.75&CDS=1-612	YDR487C
1862	OG0001862	snap_masked-NW_001813682.1-processed-gene-14.76-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-14.76&CDS=1-1266	YOL097C
1863	OG0001863	snap_masked-NW_001813682.1-processed-gene-15.16-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-15.16&CDS=1-3168	YOL078W
1864	OG0001864	genemark-NW_001813682.1-processed-gene-15.79-mRNA-1_1&gene=genemark-NW_001813682.1-processed-gene-15.79&CDS=1-837	YOL080C
1865	OG0001865	snap_masked-NW_001813682.1-processed-gene-15.43-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-15.43&CDS=1-1119	YKR030W
1866	OG0001866	snap_masked-NW_001813682.1-processed-gene-15.45-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-15.45&CDS=1-1833	YKR017C
1867	OG0001867	snap_masked-NW_001813682.1-processed-gene-15.23-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-15.23&CDS=1-381	YJL104W
1868	OG0001868	snap_masked-NW_001813682.1-processed-gene-15.48-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-15.48&CDS=1-3945	YIL026C
1869	OG0001869	snap_masked-NW_001813682.1-processed-gene-15.25-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-15.25&CDS=1-2052	YFR037C
1870	OG0001870	snap_masked-NW_001813682.1-processed-gene-15.50-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-15.50&CDS=1-837	YDR429C
1871	OG0001871	augustus_masked-NW_001813682.1-processed-gene-15.149-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-15.149&CDS=1-771	YDR428C
1872	OG0001872	augustus_masked-NW_001813682.1-processed-gene-15.174-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-15.174&CDS=1-858	YDR432W
1873	OG0001873	snap_masked-NW_001813682.1-processed-gene-15.53-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-15.53&CDS=1-3999	YPL006W
1874	OG0001874	snap_masked-NW_001813682.1-processed-gene-15.26-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-15.26&CDS=1-1017	YHR144C
1875	OG0001875	genemark-NW_001813682.1-processed-gene-15.115-mRNA-1_1&gene=genemark-NW_001813682.1-processed-gene-15.115&CDS=1-681	YNL168C
1876	OG0001876	augustus_masked-NW_001813682.1-processed-gene-15.151-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-15.151&CDS=1-1524	YDL033C
1877	OG0001877	genemark-NW_001813682.1-processed-gene-15.116-mRNA-1_1&gene=genemark-NW_001813682.1-processed-gene-15.116&CDS=1-2559	YHL027W
1878	OG0001878	augustus_masked-NW_001813682.1-processed-gene-15.180-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-15.180&CDS=1-4179	YPL164C
1879	OG0001879	genemark-NW_001813682.1-processed-gene-15.92-mRNA-1_1&gene=genemark-NW_001813682.1-processed-gene-15.92&CDS=1-231	YHR143W-A
1880	OG0001880	maker-NW_001813682.1-augustus-gene-15.14-mRNA-1_1&gene=maker-NW_001813682.1-augustus-gene-15.14&CDS=1-240	YOR020C
1881	OG0001881	maker-NW_001813682.1-augustus-gene-15.15-mRNA-1_1&gene=maker-NW_001813682.1-augustus-gene-15.15&CDS=1-5343	YJL109C
1882	OG0001882	snap_masked-NW_001813682.1-processed-gene-15.62-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-15.62&CDS=1-1506	YBR056W
1883	OG0001883	snap_masked-NW_001813682.1-processed-gene-15.31-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-15.31&CDS=1-3549	YDR291W
1884	OG0001884	snap_masked-NW_001813682.1-processed-gene-15.63-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-15.63&CDS=1-2115	YJR005W
1885	OG0001885	snap_masked-NW_001813682.1-processed-gene-15.64-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-15.64&CDS=1-1068	YJR008W
1886	OG0001886	snap_masked-NW_001813682.1-processed-gene-15.66-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-15.66&CDS=1-1158	YPR054W
1887	OG0001887	snap_masked-NW_001813682.1-processed-gene-15.67-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-15.67&CDS=1-624	YDR067C
1888	OG0001888	snap_masked-NW_001813682.1-processed-gene-15.68-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-15.68&CDS=1-1710	YDR062W
1889	OG0001889	snap_masked-NW_001813682.1-processed-gene-15.69-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-15.69&CDS=1-1605	YDR061W
1890	OG0001890	genemark-NW_001813682.1-processed-gene-15.96-mRNA-1_1&gene=genemark-NW_001813682.1-processed-gene-15.96&CDS=1-1323	YDR068W
1891	OG0001891	augustus_masked-NW_001813682.1-processed-gene-15.158-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-15.158&CDS=1-2016	YLR006C
1892	OG0001892	snap_masked-NW_001813682.1-processed-gene-15.35-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-15.35&CDS=1-291	YER146W
1893	OG0001893	augustus_masked-NW_001813682.1-processed-gene-15.160-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-15.160&CDS=1-1071	YER143W
1894	OG0001894	snap_masked-NW_001813682.1-processed-gene-15.70-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-15.70&CDS=1-1347	YER136W
1895	OG0001895	snap_masked-NW_001813682.1-processed-gene-15.71-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-15.71&CDS=1-1419	YFR006W
1896	OG0001896	snap_masked-NW_001813682.1-processed-gene-15.36-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-15.36&CDS=1-936	YFR004W
1897	OG0001897	augustus_masked-NW_001813682.1-processed-gene-15.194-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-15.194&CDS=1-870	YHR083W
1898	OG0001898	snap_masked-NW_001813682.1-processed-gene-15.72-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-15.72&CDS=1-813	YDR071C
1899	OG0001899	snap_masked-NW_001813682.1-processed-gene-15.73-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-15.73&CDS=1-1185	YEL056W
1900	OG0001900	snap_masked-NW_001813682.1-processed-gene-15.75-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-15.75&CDS=1-2541	YOR165W
1901	OG0001901	augustus_masked-NW_001813682.1-processed-gene-15.201-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-15.201&CDS=1-1716	YPR003C
1902	OG0001902	maker-NW_001813683.1-snap-gene-0.1-mRNA-1_1&gene=maker-NW_001813683.1-snap-gene-0.1&CDS=1-1590	YER171W
1903	OG0001903	snap_masked-NW_001813683.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-0.19&CDS=1-1221	YOR123C
1904	OG0001904	snap_masked-NW_001813683.1-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-0.22&CDS=1-645	YKL159C
1905	OG0001905	snap_masked-NW_001813683.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-0.7&CDS=1-2793	YNL313C
1906	OG0001906	snap_masked-NW_001813683.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-0.23&CDS=1-456	YMR260C
1907	OG0001907	augustus_masked-NW_001813683.1-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-0.77&CDS=1-900	YML112W
1908	OG0001908	snap_masked-NW_001813683.1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-0.26&CDS=1-1146	YMR276W
1909	OG0001909	maker-NW_001813683.1-snap-gene-0.2-mRNA-1_1&gene=maker-NW_001813683.1-snap-gene-0.2&CDS=1-1722	YKL185W
1910	OG0001910	augustus_masked-NW_001813683.1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-0.78&CDS=1-492	YKL186C
1911	OG0001911	snap_masked-NW_001813683.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-0.31&CDS=1-1983	YPL249C
1912	OG0001912	snap_masked-NW_001813683.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-0.32&CDS=1-1695	YPL248C
1913	OG0001913	augustus_masked-NW_001813683.1-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-0.98&CDS=1-7530	YGL195W
1914	OG0001914	snap_masked-NW_001813683.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-0.10&CDS=1-3951	YMR190C
1915	OG0001915	augustus_masked-NW_001813683.1-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-0.100&CDS=1-750	YBR070C
1916	OG0001916	snap_masked-NW_001813683.1-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-0.38&CDS=1-2370	YJL090C
1917	OG0001917	snap_masked-NW_001813683.1-processed-gene-1.32-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-1.32&CDS=1-1188	YPL096W
1918	OG0001918	snap_masked-NW_001813683.1-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-1.33&CDS=1-879	YOL093W
1919	OG0001919	snap_masked-NW_001813683.1-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-1.49&CDS=1-1161	YPL064C
1920	OG0001920	snap_masked-NW_001813683.1-processed-gene-1.36-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-1.36&CDS=1-1050	YNL274C
1921	OG0001921	snap_masked-NW_001813683.1-processed-gene-1.38-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-1.38&CDS=1-1851	YHL040C
1922	OG0001922	snap_masked-NW_001813683.1-processed-gene-1.40-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-1.40&CDS=1-1440	YGR058W
1923	OG0001923	snap_masked-NW_001813683.1-processed-gene-1.50-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-1.50&CDS=1-6771	YFL007W
1924	OG0001924	snap_masked-NW_001813683.1-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-1.41&CDS=1-1830	YER036C
1925	OG0001925	snap_masked-NW_001813683.1-processed-gene-1.51-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-1.51&CDS=1-2724	YER077C
1926	OG0001926	augustus_masked-NW_001813683.1-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-1.72&CDS=1-1851	YGR278W
1927	OG0001927	augustus_masked-NW_001813683.1-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-1.80&CDS=1-1779	YMR223W
1928	OG0001928	maker-NW_001813683.1-augustus-gene-1.100-mRNA-1_1&gene=maker-NW_001813683.1-augustus-gene-1.100&CDS=1-585	YOR281C
1929	OG0001929	maker-NW_001813683.1-augustus-gene-1.99-mRNA-1_1&gene=maker-NW_001813683.1-augustus-gene-1.99&CDS=1-792	YGR277C
1930	OG0001930	snap_masked-NW_001813683.1-processed-gene-1.53-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-1.53&CDS=1-4110	YMR304W
1931	OG0001931	snap_masked-NW_001813683.1-processed-gene-1.46-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-1.46&CDS=1-1119	YMR305C
1932	OG0001932	snap_masked-NW_001813683.1-processed-gene-1.55-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-1.55&CDS=1-1407	YNL216W
1933	OG0001933	augustus_masked-NW_001813683.1-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-1.86&CDS=1-1035	YNL099C
1934	OG0001934	snap_masked-NW_001813683.1-processed-gene-1.48-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-1.48&CDS=1-648	YOR103C
1935	OG0001935	snap_masked-NW_001813683.1-processed-gene-1.57-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-1.57&CDS=1-804	YOR101W
1936	OG0001936	snap_masked-NW_001813683.1-processed-gene-2.44-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-2.44&CDS=1-1371	YNL097C
1937	OG0001937	snap_masked-NW_001813683.1-processed-gene-2.45-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-2.45&CDS=1-1209	YAL034W-A
1938	OG0001938	snap_masked-NW_001813683.1-processed-gene-2.52-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-2.52&CDS=1-1437	YOL016C
1939	OG0001939	snap_masked-NW_001813683.1-processed-gene-2.53-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-2.53&CDS=1-2466	YJL168C
1940	OG0001940	augustus_masked-NW_001813683.1-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-2.93&CDS=1-1500	YNR015W
1941	OG0001941	augustus_masked-NW_001813683.1-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-2.107&CDS=1-678	YNR017W
1942	OG0001942	snap_masked-NW_001813683.1-processed-gene-2.56-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-2.56&CDS=1-789	YNL056W
1943	OG0001943	snap_masked-NW_001813683.1-processed-gene-2.71-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-2.71&CDS=1-1269	YOR057W
1944	OG0001944	snap_masked-NW_001813683.1-processed-gene-2.73-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-2.73&CDS=1-1224	YPR140W
