	OrthologID	Lachancea_mirantina	Saccharomyces_cerevisiae
2270	OG0002270	augustus_masked-LAMI0F-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-1.90&CDS=1-1725	YCL027W
2271	OG0002271	genemark-LAMI0F-processed-gene-1.52-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-1.52&CDS=1-297	YDR510W
2272	OG0002272	augustus_masked-LAMI0F-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-1.99&CDS=1-1824	YDR506C
2273	OG0002273	genemark-LAMI0F-processed-gene-1.55-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-1.55&CDS=1-2031	YLR177W
2274	OG0002274	genemark-LAMI0F-processed-gene-1.72-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-1.72&CDS=1-624	YLR178C
2275	OG0002275	genemark-LAMI0F-processed-gene-1.56-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-1.56&CDS=1-867	YDR503C
2276	OG0002276	augustus_masked-LAMI0F-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-1.118&CDS=1-1122	YLR181C
2277	OG0002277	genemark-LAMI0F-processed-gene-1.58-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-1.58&CDS=1-1968	YLR182W
2278	OG0002278	genemark-LAMI0F-processed-gene-1.74-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-1.74&CDS=1-1539	YDR501W
2279	OG0002279	augustus_masked-LAMI0F-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-1.120&CDS=1-2136	YDR499W
2280	OG0002280	genemark-LAMI0F-processed-gene-1.60-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-1.60&CDS=1-759	YLR186W
2281	OG0002281	augustus_masked-LAMI0F-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-1.105&CDS=1-1656	YNL279W
2282	OG0002282	snap_masked-LAMI0F-processed-gene-1.18-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-1.18&CDS=1-3057	YLR187W
2283	OG0002283	genemark-LAMI0F-processed-gene-1.63-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-1.63&CDS=1-1479	YNL277W
2284	OG0002284	genemark-LAMI0F-processed-gene-1.76-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-1.76&CDS=1-3678	YLR189C
2285	OG0002285	genemark-LAMI0F-processed-gene-1.77-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-1.77&CDS=1-1338	YER019W
2286	OG0002286	snap_masked-LAMI0F-processed-gene-1.22-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-1.22&CDS=1-1062	YCR044C
2287	OG0002287	genemark-LAMI0F-processed-gene-1.66-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-1.66&CDS=1-1641	YNL275W
2288	OG0002288	genemark-LAMI0F-processed-gene-1.67-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-1.67&CDS=1-357	YCR043C
2289	OG0002289	genemark-LAMI0F-processed-gene-1.78-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-1.78&CDS=1-1047	YNL274C
2290	OG0002290	snap_masked-LAMI0F-processed-gene-1.25-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-1.25&CDS=1-4065	YCR042C
2291	OG0002291	snap_masked-LAMI0F-processed-gene-1.26-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-1.26&CDS=1-1830	YOR154W
2292	OG0002292	genemark-LAMI0F-processed-gene-1.70-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-1.70&CDS=1-3564	YNL273W
2293	OG0002293	genemark-LAMI0F-processed-gene-1.80-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-1.80&CDS=1-2091	YNL272C
2294	OG0002294	genemark-LAMI0F-processed-gene-2.41-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-2.41&CDS=1-3060	YNL267W
2295	OG0002295	genemark-LAMI0F-processed-gene-2.42-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-2.42&CDS=1-1137	YGR046W
2296	OG0002296	maker-LAMI0F-snap-gene-2.38-mRNA-1_1&gene=maker-LAMI0F-snap-gene-2.38&CDS=1-4053	YGR047C
2297	OG0002297	genemark-LAMI0F-processed-gene-2.44-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-2.44&CDS=1-1080	YGR048W
2298	OG0002298	augustus_masked-LAMI0F-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-2.18&CDS=1-3546	YGL140C
2299	OG0002299	snap_masked-LAMI0F-processed-gene-2.93-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-2.93&CDS=1-858	YGL128C
2300	OG0002300	genemark-LAMI0F-processed-gene-2.56-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-2.56&CDS=1-900	YNL263C
2301	OG0002301	maker-LAMI0F-augustus-gene-2.0-mRNA-1_1&gene=maker-LAMI0F-augustus-gene-2.0&CDS=1-8001	YNL262W
2302	OG0002302	snap_masked-LAMI0F-processed-gene-2.84-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-2.84&CDS=1-1137	YHR156C
2303	OG0002303	snap_masked-LAMI0F-processed-gene-2.95-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-2.95&CDS=1-471	YNL260C
2304	OG0002304	snap_masked-LAMI0F-processed-gene-2.96-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-2.96&CDS=1-183	YNL259C
2305	OG0002305	snap_masked-LAMI0F-processed-gene-2.99-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-2.99&CDS=1-1065	YDR058C
2306	OG0002306	snap_masked-LAMI0F-processed-gene-2.101-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-2.101&CDS=1-1485	YGR255C
2307	OG0002307	genemark-LAMI0F-processed-gene-2.47-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-2.47&CDS=1-2370	YNL256W
2308	OG0002308	genemark-LAMI0F-processed-gene-2.63-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-2.63&CDS=1-492	YNL255C
2309	OG0002309	genemark-LAMI0F-processed-gene-2.64-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-2.64&CDS=1-1029	YNL254C
2310	OG0002310	snap_masked-LAMI0F-processed-gene-2.86-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-2.86&CDS=1-1251	YNL253W
2311	OG0002311	genemark-LAMI0F-processed-gene-2.65-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-2.65&CDS=1-846	YNL252C
2312	OG0002312	genemark-LAMI0F-processed-gene-2.66-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-2.66&CDS=1-1800	YNL251C
2313	OG0002313	genemark-LAMI0F-processed-gene-2.49-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-2.49&CDS=1-3894	YNL250W
2314	OG0002314	genemark-LAMI0F-processed-gene-2.67-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-2.67&CDS=1-1526	YNL249C
2315	OG0002315	genemark-LAMI0F-processed-gene-2.68-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-2.68&CDS=1-1236	YNL248C
2316	OG0002316	genemark-LAMI0F-processed-gene-2.50-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-2.50&CDS=1-486	YJR097W
2317	OG0002317	genemark-LAMI0F-processed-gene-2.69-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-2.69&CDS=1-1890	YJR098C
2318	OG0002318	genemark-LAMI0F-processed-gene-2.51-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-2.51&CDS=1-3027	YNL247W
2319	OG0002319	augustus_masked-LAMI0F-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-2.33&CDS=1-768	YNL244C
2320	OG0002320	genemark-LAMI0F-processed-gene-2.52-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-2.52&CDS=1-2496	YNL243W
2321	OG0002321	augustus_masked-LAMI0F-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-2.17&CDS=1-1680	YJL209W
2322	OG0002322	genemark-LAMI0F-processed-gene-2.73-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-2.73&CDS=1-996	YJL208C
2323	OG0002323	genemark-LAMI0F-processed-gene-2.74-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-2.74&CDS=1-5907	YJL207C
2324	OG0002324	maker-LAMI0F-snap-gene-2.39-mRNA-1_1&gene=maker-LAMI0F-snap-gene-2.39&CDS=1-1293	YPR165W
2325	OG0002325	augustus_masked-LAMI0F-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-3.122&CDS=1-3456	YPR164W
2326	OG0002326	augustus_masked-LAMI0F-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-3.123&CDS=1-7845	YLR454W
2327	OG0002327	genemark-LAMI0F-processed-gene-3.61-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-3.61&CDS=1-1182	YPR163C
2328	OG0002328	genemark-LAMI0F-processed-gene-3.66-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-3.66&CDS=1-1971	YKL025C
2329	OG0002329	genemark-LAMI0F-processed-gene-3.62-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-3.62&CDS=1-771	YIR036C
2330	OG0002330	genemark-LAMI0F-processed-gene-3.63-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-3.63&CDS=1-855	YKL024C
2331	OG0002331	genemark-LAMI0F-processed-gene-3.88-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-3.88&CDS=1-2151	YKL022C
2332	OG0002332	genemark-LAMI0F-processed-gene-3.68-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-3.68&CDS=1-1119	YIR034C
2333	OG0002333	genemark-LAMI0F-processed-gene-3.89-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-3.89&CDS=1-1182	YKL021C
2334	OG0002334	augustus_masked-LAMI0F-processed-gene-3.147-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-3.147&CDS=1-3120	YKL020C
2335	OG0002335	genemark-LAMI0F-processed-gene-3.69-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-3.69&CDS=1-963	YKL019W
2336	OG0002336	genemark-LAMI0F-processed-gene-3.70-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-3.70&CDS=1-1053	YIR026C
2337	OG0002337	snap_masked-LAMI0F-processed-gene-3.34-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-3.34&CDS=1-339	YIL156W-B
2338	OG0002338	genemark-LAMI0F-processed-gene-3.71-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-3.71&CDS=1-984	YKL018W
2339	OG0002339	maker-LAMI0F-augustus-gene-3.174-mRNA-1_1&gene=maker-LAMI0F-augustus-gene-3.174&CDS=1-2475	YKL017C
2340	OG0002340	augustus_masked-LAMI0F-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-3.130&CDS=1-1374	YPL172C
2341	OG0002341	genemark-LAMI0F-processed-gene-3.94-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-3.94&CDS=1-1494	YOR260W
2342	OG0002342	genemark-LAMI0F-processed-gene-3.73-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-3.73&CDS=1-1281	YOR259C
2343	OG0002343	genemark-LAMI0F-processed-gene-3.95-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-3.95&CDS=1-642	YOR258W
2344	OG0002344	maker-LAMI0F-augustus-gene-3.175-mRNA-1_1&gene=maker-LAMI0F-augustus-gene-3.175&CDS=1-2892	YPL175W
2345	OG0002345	genemark-LAMI0F-processed-gene-3.75-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-3.75&CDS=1-450	YPL170W
2346	OG0002346	snap_masked-LAMI0F-processed-gene-3.41-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-3.41&CDS=1-1014	YOR255W
2347	OG0002347	genemark-LAMI0F-processed-gene-3.100-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-3.100&CDS=1-1752	YPL169C
2348	OG0002348	genemark-LAMI0F-processed-gene-3.76-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-3.76&CDS=1-1971	YOR254C
2349	OG0002349	genemark-LAMI0F-processed-gene-3.101-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-3.101&CDS=1-492	YOR253W
2350	OG0002350	augustus_masked-LAMI0F-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-3.135&CDS=1-1200	YPL168W
2351	OG0002351	augustus_masked-LAMI0F-processed-gene-3.156-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-3.156&CDS=1-4776	YPL167C
2352	OG0002352	genemark-LAMI0F-processed-gene-3.104-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-3.104&CDS=1-1149	YPL165C
2353	OG0002353	genemark-LAMI0F-processed-gene-3.79-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-3.79&CDS=1-906	YOR251C
2354	OG0002354	genemark-LAMI0F-processed-gene-3.80-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-3.80&CDS=1-1323	YOR250C
2355	OG0002355	augustus_masked-LAMI0F-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-3.138&CDS=1-1998	YOR249C
2356	OG0002356	augustus_masked-LAMI0F-processed-gene-3.158-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-3.158&CDS=1-2154	YPL164C
2357	OG0002357	genemark-LAMI0F-processed-gene-3.107-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-3.107&CDS=1-783	YPL162C
2358	OG0002358	augustus_masked-LAMI0F-processed-gene-3.161-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-3.161&CDS=1-1782	YPL161C
2359	OG0002359	genemark-LAMI0F-processed-gene-3.82-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-3.82&CDS=1-1017	YOR246C
2360	OG0002360	genemark-LAMI0F-processed-gene-3.83-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-3.83&CDS=1-3282	YPL160W
2361	OG0002361	genemark-LAMI0F-processed-gene-3.109-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-3.109&CDS=1-882	YHL009C
2362	OG0002362	genemark-LAMI0F-processed-gene-3.110-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-3.110&CDS=1-558	YPL159C
2363	OG0002363	genemark-LAMI0F-processed-gene-3.84-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-3.84&CDS=1-1326	YMR210W
2364	OG0002364	snap_masked-LAMI0F-processed-gene-3.53-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-3.53&CDS=1-1827	YPL158C
2365	OG0002365	genemark-LAMI0F-processed-gene-3.85-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-3.85&CDS=1-843	YPL157W
2366	OG0002366	snap_masked-LAMI0F-processed-gene-3.54-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-3.54&CDS=1-744	YPL156C
2367	OG0002367	genemark-LAMI0F-processed-gene-3.113-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-3.113&CDS=1-1968	YPL155C
2368	OG0002368	augustus_masked-LAMI0F-processed-gene-3.167-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-3.167&CDS=1-3600	YPL153C
2369	OG0002369	maker-LAMI0F-augustus-gene-3.173-mRNA-1_1&gene=maker-LAMI0F-augustus-gene-3.173&CDS=1-1350	YOR245C
2370	OG0002370	genemark-LAMI0F-processed-gene-3.87-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-3.87&CDS=1-1056	YPL152W
2371	OG0002371	genemark-LAMI0F-processed-gene-3.118-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-3.118&CDS=1-1314	YPL151C
2372	OG0002372	genemark-LAMI0F-processed-gene-4.1-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-4.1&CDS=1-2028	YOR243C
2373	OG0002373	augustus_masked-LAMI0F-processed-gene-4.98-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-4.98&CDS=1-1242	YOR242C
2374	OG0002374	genemark-LAMI0F-processed-gene-4.5-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-4.5&CDS=1-1470	YOR241W
2375	OG0002375	genemark-LAMI0F-processed-gene-4.3-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-4.3&CDS=1-2568	YPL150W
2376	OG0002376	augustus_masked-LAMI0F-processed-gene-4.100-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-4.100&CDS=1-909	YPL149W
2377	OG0002377	genemark-LAMI0F-processed-gene-4.22-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-4.22&CDS=1-987	YOR239W
2378	OG0002378	snap_masked-LAMI0F-processed-gene-4.70-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-4.70&CDS=1-513	YPL148C
2379	OG0002379	genemark-LAMI0F-processed-gene-4.7-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-4.7&CDS=1-2487	YPL147W
2380	OG0002380	snap_masked-LAMI0F-processed-gene-4.73-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-4.73&CDS=1-882	YOR238W
2381	OG0002381	genemark-LAMI0F-processed-gene-4.28-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-4.28&CDS=1-1317	YPL146C
2382	OG0002382	genemark-LAMI0F-processed-gene-4.29-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-4.29&CDS=1-1251	YPL145C
2383	OG0002383	genemark-LAMI0F-processed-gene-4.8-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-4.8&CDS=1-1878	YLL043W
2384	OG0002384	genemark-LAMI0F-processed-gene-4.30-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-4.30&CDS=1-642	YHL031C
2385	OG0002385	snap_masked-LAMI0F-processed-gene-4.77-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-4.77&CDS=1-480	YLL042C
2386	OG0002386	snap_masked-LAMI0F-processed-gene-4.78-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-4.78&CDS=1-798	YLL041C
2387	OG0002387	snap_masked-LAMI0F-processed-gene-4.79-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-4.79&CDS=1-9303	YLL040C
2388	OG0002388	augustus_masked-LAMI0F-processed-gene-4.105-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-4.105&CDS=1-5517	YHL030W
2389	OG0002389	genemark-LAMI0F-processed-gene-4.33-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-4.33&CDS=1-756	YLL038C
2390	OG0002390	genemark-LAMI0F-processed-gene-4.34-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-4.34&CDS=1-1590	YLL036C
2391	OG0002391	genemark-LAMI0F-processed-gene-4.35-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-4.35&CDS=1-1668	YHL029C
2392	OG0002392	maker-LAMI0F-snap-gene-4.0-mRNA-1_1&gene=maker-LAMI0F-snap-gene-4.0&CDS=1-1458	YHL028W
2393	OG0002393	snap_masked-LAMI0F-processed-gene-4.56-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-4.56&CDS=1-1230	YHL027W
2394	OG0002394	augustus_masked-LAMI0F-processed-gene-4.108-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-4.108&CDS=1-1941	YLL035W
2395	OG0002395	genemark-LAMI0F-processed-gene-4.37-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-4.37&CDS=1-2496	YLL034C
2396	OG0002396	genemark-LAMI0F-processed-gene-4.12-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-4.12&CDS=1-441	YLL033W
2397	OG0002397	genemark-LAMI0F-processed-gene-4.13-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-4.13&CDS=1-2367	YAL053W
2398	OG0002398	snap_masked-LAMI0F-processed-gene-4.88-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-4.88&CDS=1-1992	YAL048C
2399	OG0002399	genemark-LAMI0F-processed-gene-4.15-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-4.15&CDS=1-834	YOR362C
2400	OG0002400	augustus_masked-LAMI0F-processed-gene-4.131-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-4.131&CDS=1-2268	YAL047C
2401	OG0002401	genemark-LAMI0F-processed-gene-4.16-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-4.16&CDS=1-2214	YOR361C
2402	OG0002402	snap_masked-LAMI0F-processed-gene-4.90-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-4.90&CDS=1-261	YAL046C
2403	OG0002403	augustus_masked-LAMI0F-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-4.113&CDS=1-351	YAL044W-A
2404	OG0002404	genemark-LAMI0F-processed-gene-4.41-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-4.41&CDS=1-519	YAL044C
2405	OG0002405	genemark-LAMI0F-processed-gene-4.18-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-4.18&CDS=1-1506	YOR360C
2406	OG0002406	genemark-LAMI0F-processed-gene-4.42-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-4.42&CDS=1-1209	YOR359W
2407	OG0002407	genemark-LAMI0F-processed-gene-4.43-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-4.43&CDS=1-2178	YAL043C
2408	OG0002408	genemark-LAMI0F-processed-gene-4.44-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-4.44&CDS=1-411	YOR358W
2409	OG0002409	augustus_masked-LAMI0F-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-4.115&CDS=1-3909	YAL042W
2410	OG0002410	genemark-LAMI0F-processed-gene-4.45-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-4.45&CDS=1-1962	YOR356W
2411	OG0002411	genemark-LAMI0F-processed-gene-4.46-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-4.46&CDS=1-1221	YOR355W
2412	OG0002412	genemark-LAMI0F-processed-gene-5.39-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-5.39&CDS=1-1281	YAL040C
2413	OG0002413	snap_masked-LAMI0F-processed-gene-5.76-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-5.76&CDS=1-2016	YOR354C
2414	OG0002414	augustus_masked-LAMI0F-processed-gene-5.4-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-5.4&CDS=1-825	YAL039C
2415	OG0002415	snap_masked-LAMI0F-processed-gene-5.81-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-5.81&CDS=1-3093	YOR349W
2416	OG0002416	snap_masked-LAMI0F-processed-gene-5.99-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-5.99&CDS=1-1674	YOR350C
2417	OG0002417	maker-LAMI0F-snap-gene-5.118-mRNA-1_1&gene=maker-LAMI0F-snap-gene-5.118&CDS=1-1446	YOR351C
2418	OG0002418	genemark-LAMI0F-processed-gene-5.43-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-5.43&CDS=1-888	YOR352W
2419	OG0002419	genemark-LAMI0F-processed-gene-5.62-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-5.62&CDS=1-2268	YOR353C
2420	OG0002420	genemark-LAMI0F-processed-gene-5.44-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-5.44&CDS=1-1503	YAL038W
2421	OG0002421	genemark-LAMI0F-processed-gene-5.63-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-5.63&CDS=1-3060	YOR346W
2422	OG0002422	genemark-LAMI0F-processed-gene-5.45-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-5.45&CDS=1-954	YOR344C
2423	OG0002423	snap_masked-LAMI0F-processed-gene-5.85-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-5.85&CDS=1-825	YOR342C
2424	OG0002424	genemark-LAMI0F-processed-gene-5.64-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-5.64&CDS=1-1104	YAL036C
2425	OG0002425	genemark-LAMI0F-processed-gene-5.47-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-5.47&CDS=1-2988	YAL035W
2426	OG0002426	genemark-LAMI0F-processed-gene-5.65-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-5.65&CDS=1-4938	YOR341W
2427	OG0002427	genemark-LAMI0F-processed-gene-5.49-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-5.49&CDS=1-879	YOR340C
2428	OG0002428	maker-LAMI0F-augustus-gene-5.121-mRNA-1_1&gene=maker-LAMI0F-augustus-gene-5.121&CDS=1-1374	YOR339C
2429	OG0002429	genemark-LAMI0F-processed-gene-5.66-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-5.66&CDS=1-1053	YOR338W
2430	OG0002430	snap_masked-LAMI0F-processed-gene-5.107-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-5.107&CDS=1-3978	YOR336W
2431	OG0002431	genemark-LAMI0F-processed-gene-5.52-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-5.52&CDS=1-2871	YOR335C
2432	OG0002432	genemark-LAMI0F-processed-gene-5.53-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-5.53&CDS=1-489	YAL033W
2433	OG0002433	snap_masked-LAMI0F-processed-gene-5.108-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-5.108&CDS=1-1146	YAL032C
2434	OG0002434	snap_masked-LAMI0F-processed-gene-5.109-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-5.109&CDS=1-2364	YAL031C
2435	OG0002435	genemark-LAMI0F-processed-gene-5.70-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-5.70&CDS=1-1284	YOR334W
2436	OG0002436	genemark-LAMI0F-processed-gene-5.71-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-5.71&CDS=1-690	YOR332W
2437	OG0002437	genemark-LAMI0F-processed-gene-5.54-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-5.54&CDS=1-3723	YOR330C
2438	OG0002438	genemark-LAMI0F-processed-gene-5.55-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-5.55&CDS=1-1878	YOR329C
2439	OG0002439	genemark-LAMI0F-processed-gene-5.56-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-5.56&CDS=1-327	YOR327C
2440	OG0002440	genemark-LAMI0F-processed-gene-5.73-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-5.73&CDS=1-4674	YOR326W
2441	OG0002441	augustus_masked-LAMI0F-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-5.19&CDS=1-684	YAL027W
2442	OG0002442	genemark-LAMI0F-processed-gene-5.59-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-5.59&CDS=1-1368	YOR323C
2443	OG0002443	genemark-LAMI0F-processed-gene-5.74-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-5.74&CDS=1-3945	YAL026C
2444	OG0002444	genemark-LAMI0F-processed-gene-5.75-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-5.75&CDS=1-4911	YAL024C
2445	OG0002445	genemark-LAMI0F-processed-gene-6.96-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-6.96&CDS=1-2238	YOR322C
