	OrthologID	Metschnikowia_dekortum	Saccharomyces_cerevisiae
1822	OG0001822	genemark-dek_s26-processed-gene-1.31-mRNA-1_1&gene=genemark-dek_s26-processed-gene-1.31&CDS=1-1017	YDR047W
1823	OG0001823	genemark-dek_s26-processed-gene-1.10-mRNA-1_1&gene=genemark-dek_s26-processed-gene-1.10&CDS=1-2955	YBR074W
1824	OG0001824	snap_masked-dek_s26-processed-gene-1.62-mRNA-1_1&gene=snap_masked-dek_s26-processed-gene-1.62&CDS=1-294	YHR087W
1825	OG0001825	snap_masked-dek_s26-processed-gene-1.63-mRNA-1_1&gene=snap_masked-dek_s26-processed-gene-1.63&CDS=1-2082	YDR333C
1826	OG0001826	genemark-dek_s26-processed-gene-1.12-mRNA-1_1&gene=genemark-dek_s26-processed-gene-1.12&CDS=1-1848	YHR039C
1827	OG0001827	genemark-dek_s26-processed-gene-1.32-mRNA-1_1&gene=genemark-dek_s26-processed-gene-1.32&CDS=1-333	YHR039C-A
1828	OG0001828	maker-dek_s26-augustus-gene-1.48-mRNA-1_1&gene=maker-dek_s26-augustus-gene-1.48&CDS=1-4482	YDR334W
1829	OG0001829	genemark-dek_s26-processed-gene-1.13-mRNA-1_1&gene=genemark-dek_s26-processed-gene-1.13&CDS=1-1092	YHR086W
1830	OG0001830	genemark-dek_s26-processed-gene-1.14-mRNA-1_1&gene=genemark-dek_s26-processed-gene-1.14&CDS=1-924	YOR174W
1831	OG0001831	genemark-dek_s26-processed-gene-1.37-mRNA-1_1&gene=genemark-dek_s26-processed-gene-1.37&CDS=1-1149	YOR176W
1832	OG0001832	genemark-dek_s26-processed-gene-1.38-mRNA-1_1&gene=genemark-dek_s26-processed-gene-1.38&CDS=1-1773	YOR175C
1833	OG0001833	genemark-dek_s26-processed-gene-1.39-mRNA-1_1&gene=genemark-dek_s26-processed-gene-1.39&CDS=1-3384	YLR272C
1834	OG0001834	genemark-dek_s26-processed-gene-1.40-mRNA-1_1&gene=genemark-dek_s26-processed-gene-1.40&CDS=1-1605	YMR005W
1835	OG0001835	genemark-dek_s26-processed-gene-1.15-mRNA-1_1&gene=genemark-dek_s26-processed-gene-1.15&CDS=1-1101	YOL010W
1836	OG0001836	snap_masked-dek_s26-processed-gene-1.93-mRNA-1_1&gene=snap_masked-dek_s26-processed-gene-1.93&CDS=1-7389	YKL203C
1837	OG0001837	genemark-dek_s26-processed-gene-1.42-mRNA-1_1&gene=genemark-dek_s26-processed-gene-1.42&CDS=1-1260	YJR065C
1838	OG0001838	augustus_masked-dek_s26-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-dek_s26-processed-gene-1.134&CDS=1-1647	YJR064W
1839	OG0001839	genemark-dek_s26-processed-gene-2.46-mRNA-1_1&gene=genemark-dek_s26-processed-gene-2.46&CDS=1-951	YJR070C
1840	OG0001840	genemark-dek_s26-processed-gene-2.49-mRNA-1_1&gene=genemark-dek_s26-processed-gene-2.49&CDS=1-369	YJR063W
1841	OG0001841	genemark-dek_s26-processed-gene-2.47-mRNA-1_1&gene=genemark-dek_s26-processed-gene-2.47&CDS=1-834	YOR004W
1842	OG0001842	genemark-dek_s26-processed-gene-2.50-mRNA-1_1&gene=genemark-dek_s26-processed-gene-2.50&CDS=1-939	YNL023C
1843	OG0001843	genemark-dek_s26-processed-gene-2.51-mRNA-1_1&gene=genemark-dek_s26-processed-gene-2.51&CDS=1-2553	YOR233W
1844	OG0001844	genemark-dek_s26-processed-gene-2.48-mRNA-1_1&gene=genemark-dek_s26-processed-gene-2.48&CDS=1-3801	YMR076C
1845	OG0001845	genemark-dek_s26-processed-gene-2.71-mRNA-1_1&gene=genemark-dek_s26-processed-gene-2.71&CDS=1-1290	YDL207W
1846	OG0001846	genemark-dek_s26-processed-gene-2.52-mRNA-1_1&gene=genemark-dek_s26-processed-gene-2.52&CDS=1-858	YDR237W
1847	OG0001847	genemark-dek_s26-processed-gene-2.53-mRNA-1_1&gene=genemark-dek_s26-processed-gene-2.53&CDS=1-669	YGR042W
1848	OG0001848	genemark-dek_s26-processed-gene-2.54-mRNA-1_1&gene=genemark-dek_s26-processed-gene-2.54&CDS=1-1095	YOL001W
1849	OG0001849	snap_masked-dek_s26-processed-gene-2.102-mRNA-1_1&gene=snap_masked-dek_s26-processed-gene-2.102&CDS=1-891	YMR178W
1850	OG0001850	genemark-dek_s26-processed-gene-2.73-mRNA-1_1&gene=genemark-dek_s26-processed-gene-2.73&CDS=1-2859	YOR335C
1851	OG0001851	maker-dek_s26-augustus-gene-2.144-mRNA-1_1&gene=maker-dek_s26-augustus-gene-2.144&CDS=1-2508	YGL073W
1852	OG0001852	genemark-dek_s26-processed-gene-2.77-mRNA-1_1&gene=genemark-dek_s26-processed-gene-2.77&CDS=1-1335	YMR065W
1853	OG0001853	genemark-dek_s26-processed-gene-2.78-mRNA-1_1&gene=genemark-dek_s26-processed-gene-2.78&CDS=1-966	YMR063W
1854	OG0001854	genemark-dek_s26-processed-gene-2.58-mRNA-1_1&gene=genemark-dek_s26-processed-gene-2.58&CDS=1-1191	YOL064C
1855	OG0001855	genemark-dek_s26-processed-gene-2.79-mRNA-1_1&gene=genemark-dek_s26-processed-gene-2.79&CDS=1-1566	YPL097W
1856	OG0001856	genemark-dek_s26-processed-gene-2.59-mRNA-1_1&gene=genemark-dek_s26-processed-gene-2.59&CDS=1-2487	YKL078W
1857	OG0001857	genemark-dek_s26-processed-gene-2.80-mRNA-1_1&gene=genemark-dek_s26-processed-gene-2.80&CDS=1-1113	YPL096W
1858	OG0001858	snap_masked-dek_s26-processed-gene-2.107-mRNA-1_1&gene=snap_masked-dek_s26-processed-gene-2.107&CDS=1-1662	YOR002W
1859	OG0001859	snap_masked-dek_s26-processed-gene-2.109-mRNA-1_1&gene=snap_masked-dek_s26-processed-gene-2.109&CDS=1-1389	YPL120W
1860	OG0001860	genemark-dek_s26-processed-gene-2.63-mRNA-1_1&gene=genemark-dek_s26-processed-gene-2.63&CDS=1-1158	YDR459C
1861	OG0001861	genemark-dek_s26-processed-gene-2.65-mRNA-1_1&gene=genemark-dek_s26-processed-gene-2.65&CDS=1-588	YHR026W
1862	OG0001862	genemark-dek_s26-processed-gene-2.86-mRNA-1_1&gene=genemark-dek_s26-processed-gene-2.86&CDS=1-2838	YHR027C
1863	OG0001863	genemark-dek_s26-processed-gene-2.66-mRNA-1_1&gene=genemark-dek_s26-processed-gene-2.66&CDS=1-1737	YJL201W
1864	OG0001864	augustus_masked-dek_s26-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-dek_s26-processed-gene-2.41&CDS=1-681	YLR145W
1865	OG0001865	genemark-dek_s26-processed-gene-2.69-mRNA-1_1&gene=genemark-dek_s26-processed-gene-2.69&CDS=1-1143	YDR161W
1866	OG0001866	maker-dek_s26-augustus-gene-2.145-mRNA-1_1&gene=maker-dek_s26-augustus-gene-2.145&CDS=1-3804	YLL021W
1867	OG0001867	genemark-dek_s26-processed-gene-2.91-mRNA-1_1&gene=genemark-dek_s26-processed-gene-2.91&CDS=1-855	YDL052C
1868	OG0001868	genemark-dek_s26-processed-gene-2.92-mRNA-1_1&gene=genemark-dek_s26-processed-gene-2.92&CDS=1-1881	YOR129C
1869	OG0001869	genemark-dek_s26-processed-gene-3.62-mRNA-1_1&gene=genemark-dek_s26-processed-gene-3.62&CDS=1-642	YDR381W
1870	OG0001870	genemark-dek_s26-processed-gene-3.60-mRNA-1_1&gene=genemark-dek_s26-processed-gene-3.60&CDS=1-1359	YOR301W
1871	OG0001871	genemark-dek_s26-processed-gene-3.61-mRNA-1_1&gene=genemark-dek_s26-processed-gene-3.61&CDS=1-1683	YOR128C
1872	OG0001872	genemark-dek_s26-processed-gene-3.86-mRNA-1_1&gene=genemark-dek_s26-processed-gene-3.86&CDS=1-1782	YBR083W
1873	OG0001873	genemark-dek_s26-processed-gene-3.87-mRNA-1_1&gene=genemark-dek_s26-processed-gene-3.87&CDS=1-2172	YPR031W
1874	OG0001874	genemark-dek_s26-processed-gene-3.68-mRNA-1_1&gene=genemark-dek_s26-processed-gene-3.68&CDS=1-900	YDR361C
1875	OG0001875	genemark-dek_s26-processed-gene-3.69-mRNA-1_1&gene=genemark-dek_s26-processed-gene-3.69&CDS=1-2757	YBR079C
1876	OG0001876	genemark-dek_s26-processed-gene-3.70-mRNA-1_1&gene=genemark-dek_s26-processed-gene-3.70&CDS=1-990	YCR036W
1877	OG0001877	genemark-dek_s26-processed-gene-3.88-mRNA-1_1&gene=genemark-dek_s26-processed-gene-3.88&CDS=1-993	YCR034W
1878	OG0001878	genemark-dek_s26-processed-gene-3.71-mRNA-1_1&gene=genemark-dek_s26-processed-gene-3.71&CDS=1-741	YBR153W
1879	OG0001879	maker-dek_s26-augustus-gene-3.52-mRNA-1_1&gene=maker-dek_s26-augustus-gene-3.52&CDS=1-4065	YBR154C
1880	OG0001880	genemark-dek_s26-processed-gene-3.72-mRNA-1_1&gene=genemark-dek_s26-processed-gene-3.72&CDS=1-1461	YJL194W
1881	OG0001881	snap_masked-dek_s26-processed-gene-3.14-mRNA-1_1&gene=snap_masked-dek_s26-processed-gene-3.14&CDS=1-2781	YCR033W
1882	OG0001882	genemark-dek_s26-processed-gene-3.74-mRNA-1_1&gene=genemark-dek_s26-processed-gene-3.74&CDS=1-948	YBR146W
1883	OG0001883	genemark-dek_s26-processed-gene-3.91-mRNA-1_1&gene=genemark-dek_s26-processed-gene-3.91&CDS=1-1332	YNL040W
1884	OG0001884	genemark-dek_s26-processed-gene-3.75-mRNA-1_1&gene=genemark-dek_s26-processed-gene-3.75&CDS=1-624	YKL119C
1885	OG0001885	maker-dek_s26-snap-gene-3.59-mRNA-1_1&gene=maker-dek_s26-snap-gene-3.59&CDS=1-984	YMR101C
1886	OG0001886	genemark-dek_s26-processed-gene-3.94-mRNA-1_1&gene=genemark-dek_s26-processed-gene-3.94&CDS=1-864	YOL077C
1887	OG0001887	snap_masked-dek_s26-processed-gene-3.39-mRNA-1_1&gene=snap_masked-dek_s26-processed-gene-3.39&CDS=1-198	YOL077W-A
1888	OG0001888	genemark-dek_s26-processed-gene-3.78-mRNA-1_1&gene=genemark-dek_s26-processed-gene-3.78&CDS=1-3441	YDR490C
1889	OG0001889	genemark-dek_s26-processed-gene-3.79-mRNA-1_1&gene=genemark-dek_s26-processed-gene-3.79&CDS=1-1281	YOL097C
1890	OG0001890	genemark-dek_s26-processed-gene-3.80-mRNA-1_1&gene=genemark-dek_s26-processed-gene-3.80&CDS=1-606	YDR487C
1891	OG0001891	genemark-dek_s26-processed-gene-3.97-mRNA-1_1&gene=genemark-dek_s26-processed-gene-3.97&CDS=1-3756	YOL021C
1892	OG0001892	maker-dek_s26-augustus-gene-3.56-mRNA-1_1&gene=maker-dek_s26-augustus-gene-3.56&CDS=1-3012	YJR002W
1893	OG0001893	maker-dek_s26-augustus-gene-3.50-mRNA-1_1&gene=maker-dek_s26-augustus-gene-3.50&CDS=1-1383	YGL136C
1894	OG0001894	genemark-dek_s26-processed-gene-3.100-mRNA-1_1&gene=genemark-dek_s26-processed-gene-3.100&CDS=1-1140	YJL171C
1895	OG0001895	genemark-dek_s26-processed-gene-3.85-mRNA-1_1&gene=genemark-dek_s26-processed-gene-3.85&CDS=1-4770	YGR098C
1896	OG0001896	genemark-dek_s26-processed-gene-3.102-mRNA-1_1&gene=genemark-dek_s26-processed-gene-3.102&CDS=1-2472	YMR100W
1897	OG0001897	genemark-dek_s26-processed-gene-4.35-mRNA-1_1&gene=genemark-dek_s26-processed-gene-4.35&CDS=1-2466	YMR078C
1898	OG0001898	genemark-dek_s26-processed-gene-4.36-mRNA-1_1&gene=genemark-dek_s26-processed-gene-4.36&CDS=1-897	YMR079W
1899	OG0001899	genemark-dek_s26-processed-gene-4.37-mRNA-1_1&gene=genemark-dek_s26-processed-gene-4.37&CDS=1-3528	YKL092C
1900	OG0001900	genemark-dek_s26-processed-gene-4.38-mRNA-1_1&gene=genemark-dek_s26-processed-gene-4.38&CDS=1-2781	YMR080C
1901	OG0001901	genemark-dek_s26-processed-gene-4.39-mRNA-1_1&gene=genemark-dek_s26-processed-gene-4.39&CDS=1-453	YDR092W
1902	OG0001902	genemark-dek_s26-processed-gene-4.40-mRNA-1_1&gene=genemark-dek_s26-processed-gene-4.40&CDS=1-4707	YER166W
1903	OG0001903	genemark-dek_s26-processed-gene-4.41-mRNA-1_1&gene=genemark-dek_s26-processed-gene-4.41&CDS=1-897	YBR085W
1904	OG0001904	genemark-dek_s26-processed-gene-4.52-mRNA-1_1&gene=genemark-dek_s26-processed-gene-4.52&CDS=1-1275	YOL052C
1905	OG0001905	genemark-dek_s26-processed-gene-4.43-mRNA-1_1&gene=genemark-dek_s26-processed-gene-4.43&CDS=1-2067	YKR001C
1906	OG0001906	genemark-dek_s26-processed-gene-4.53-mRNA-1_1&gene=genemark-dek_s26-processed-gene-4.53&CDS=1-462	YBR022W
1907	OG0001907	maker-dek_s26-augustus-gene-4.67-mRNA-1_1&gene=maker-dek_s26-augustus-gene-4.67&CDS=1-1941	YNL292W
1908	OG0001908	genemark-dek_s26-processed-gene-4.57-mRNA-1_1&gene=genemark-dek_s26-processed-gene-4.57&CDS=1-792	YAL039C
1909	OG0001909	maker-dek_s26-snap-gene-4.104-mRNA-1_1&gene=maker-dek_s26-snap-gene-4.104&CDS=1-939	YHL013C
1910	OG0001910	genemark-dek_s26-processed-gene-4.47-mRNA-1_1&gene=genemark-dek_s26-processed-gene-4.47&CDS=1-1677	YOR355W
1911	OG0001911	genemark-dek_s26-processed-gene-4.59-mRNA-1_1&gene=genemark-dek_s26-processed-gene-4.59&CDS=1-1797	YOR356W
1912	OG0001912	augustus_masked-dek_s26-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-dek_s26-processed-gene-4.27&CDS=1-2364	YAL041W
1913	OG0001913	genemark-dek_s26-processed-gene-4.48-mRNA-1_1&gene=genemark-dek_s26-processed-gene-4.48&CDS=1-1242	YAL042W
1914	OG0001914	genemark-dek_s26-processed-gene-4.62-mRNA-1_1&gene=genemark-dek_s26-processed-gene-4.62&CDS=1-819	YNL252C
1915	OG0001915	genemark-dek_s26-processed-gene-4.49-mRNA-1_1&gene=genemark-dek_s26-processed-gene-4.49&CDS=1-2016	YNL251C
1916	OG0001916	genemark-dek_s26-processed-gene-4.63-mRNA-1_1&gene=genemark-dek_s26-processed-gene-4.63&CDS=1-2049	YPR024W
1917	OG0001917	genemark-dek_s26-processed-gene-4.64-mRNA-1_1&gene=genemark-dek_s26-processed-gene-4.64&CDS=1-2172	YBL097W
1918	OG0001918	augustus_masked-dek_s26-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-dek_s26-processed-gene-4.32&CDS=1-975	YIL019W
1919	OG0001919	genemark-dek_s26-processed-gene-4.50-mRNA-1_1&gene=genemark-dek_s26-processed-gene-4.50&CDS=1-816	YIL020C
1920	OG0001920	genemark-dek_s26-processed-gene-4.66-mRNA-1_1&gene=genemark-dek_s26-processed-gene-4.66&CDS=1-924	YIL021W
1921	OG0001921	genemark-dek_s26-processed-gene-5.82-mRNA-1_1&gene=genemark-dek_s26-processed-gene-5.82&CDS=1-2763	YGR100W
1922	OG0001922	genemark-dek_s26-processed-gene-5.83-mRNA-1_1&gene=genemark-dek_s26-processed-gene-5.83&CDS=1-8142	YPR117W
1923	OG0001923	genemark-dek_s26-processed-gene-5.84-mRNA-1_1&gene=genemark-dek_s26-processed-gene-5.84&CDS=1-1215	YDR394W
1924	OG0001924	augustus_masked-dek_s26-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-dek_s26-processed-gene-5.15&CDS=1-3312	YOR149C
1925	OG0001925	genemark-dek_s26-processed-gene-5.85-mRNA-1_1&gene=genemark-dek_s26-processed-gene-5.85&CDS=1-663	YIL118W
1926	OG0001926	augustus_masked-dek_s26-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-dek_s26-processed-gene-5.16&CDS=1-2394	YIR027C
1927	OG0001927	genemark-dek_s26-processed-gene-5.103-mRNA-1_1&gene=genemark-dek_s26-processed-gene-5.103&CDS=1-1155	YBR026C
1928	OG0001928	genemark-dek_s26-processed-gene-5.106-mRNA-1_1&gene=genemark-dek_s26-processed-gene-5.106&CDS=1-1389	YER122C
1929	OG0001929	genemark-dek_s26-processed-gene-5.107-mRNA-1_1&gene=genemark-dek_s26-processed-gene-5.107&CDS=1-1278	YIL022W
1930	OG0001930	genemark-dek_s26-processed-gene-5.108-mRNA-1_1&gene=genemark-dek_s26-processed-gene-5.108&CDS=1-1380	YBL098W
1931	OG0001931	snap_masked-dek_s26-processed-gene-5.62-mRNA-1_1&gene=snap_masked-dek_s26-processed-gene-5.62&CDS=1-3327	YIL031W
1932	OG0001932	snap_masked-dek_s26-processed-gene-5.36-mRNA-1_1&gene=snap_masked-dek_s26-processed-gene-5.36&CDS=1-672	YBL095W
1933	OG0001933	maker-dek_s26-snap-gene-5.80-mRNA-1_1&gene=maker-dek_s26-snap-gene-5.80&CDS=1-1113	YOR074C
1934	OG0001934	genemark-dek_s26-processed-gene-5.88-mRNA-1_1&gene=genemark-dek_s26-processed-gene-5.88&CDS=1-318	YKR083C
1935	OG0001935	maker-dek_s26-augustus-gene-5.79-mRNA-1_1&gene=maker-dek_s26-augustus-gene-5.79&CDS=1-4437	YKR081C
1936	OG0001936	genemark-dek_s26-processed-gene-5.89-mRNA-1_1&gene=genemark-dek_s26-processed-gene-5.89&CDS=1-1851	YER165W
1937	OG0001937	augustus_masked-dek_s26-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-dek_s26-processed-gene-5.9&CDS=1-7773	YDR074W
1938	OG0001938	augustus_masked-dek_s26-processed-gene-5.10-mRNA-1_1&gene=augustus_masked-dek_s26-processed-gene-5.10&CDS=1-1455	YDR036C
1939	OG0001939	augustus_masked-dek_s26-processed-gene-5.24-mRNA-1_1&gene=augustus_masked-dek_s26-processed-gene-5.24&CDS=1-3261	YLR214W
1940	OG0001940	genemark-dek_s26-processed-gene-5.96-mRNA-1_1&gene=genemark-dek_s26-processed-gene-5.96&CDS=1-1656	YCL043C
1941	OG0001941	genemark-dek_s26-processed-gene-5.115-mRNA-1_1&gene=genemark-dek_s26-processed-gene-5.115&CDS=1-2088	YCL039W
1942	OG0001942	genemark-dek_s26-processed-gene-5.117-mRNA-1_1&gene=genemark-dek_s26-processed-gene-5.117&CDS=1-1398	YNL277W
1943	OG0001943	snap_masked-dek_s26-processed-gene-5.71-mRNA-1_1&gene=snap_masked-dek_s26-processed-gene-5.71&CDS=1-4944	YLR189C
1944	OG0001944	snap_masked-dek_s26-processed-gene-5.72-mRNA-1_1&gene=snap_masked-dek_s26-processed-gene-5.72&CDS=1-1728	YLR188W
1945	OG0001945	augustus_masked-dek_s26-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-dek_s26-processed-gene-5.14&CDS=1-996	YOR075W
1946	OG0001946	genemark-dek_s26-processed-gene-6.3-mRNA-1_1&gene=genemark-dek_s26-processed-gene-6.3&CDS=1-2364	YKR084C
1947	OG0001947	genemark-dek_s26-processed-gene-6.0-mRNA-1_1&gene=genemark-dek_s26-processed-gene-6.0&CDS=1-1431	YPR036W
1948	OG0001948	snap_masked-dek_s26-processed-gene-6.58-mRNA-1_1&gene=snap_masked-dek_s26-processed-gene-6.58&CDS=1-3276	YJR089W
1949	OG0001949	genemark-dek_s26-processed-gene-6.4-mRNA-1_1&gene=genemark-dek_s26-processed-gene-6.4&CDS=1-930	YFR041C
1950	OG0001950	genemark-dek_s26-processed-gene-6.5-mRNA-1_1&gene=genemark-dek_s26-processed-gene-6.5&CDS=1-693	YFR042W
1951	OG0001951	snap_masked-dek_s26-processed-gene-6.64-mRNA-1_1&gene=snap_masked-dek_s26-processed-gene-6.64&CDS=1-876	YEL072W
1952	OG0001952	genemark-dek_s26-processed-gene-6.7-mRNA-1_1&gene=genemark-dek_s26-processed-gene-6.7&CDS=1-684	YCR020C
1953	OG0001953	snap_masked-dek_s26-processed-gene-6.66-mRNA-1_1&gene=snap_masked-dek_s26-processed-gene-6.66&CDS=1-285	YMR225C
1954	OG0001954	genemark-dek_s26-processed-gene-6.9-mRNA-1_1&gene=genemark-dek_s26-processed-gene-6.9&CDS=1-1068	YJR149W
1955	OG0001955	genemark-dek_s26-processed-gene-6.10-mRNA-1_1&gene=genemark-dek_s26-processed-gene-6.10&CDS=1-1161	YGR234W
1956	OG0001956	genemark-dek_s26-processed-gene-6.11-mRNA-1_1&gene=genemark-dek_s26-processed-gene-6.11&CDS=1-780	YLL041C
1957	OG0001957	genemark-dek_s26-processed-gene-6.12-mRNA-1_1&gene=genemark-dek_s26-processed-gene-6.12&CDS=1-1128	YOR388C
1958	OG0001958	snap_masked-dek_s26-processed-gene-6.91-mRNA-1_1&gene=snap_masked-dek_s26-processed-gene-6.91&CDS=1-813	YLR407W
1959	OG0001959	genemark-dek_s26-processed-gene-6.33-mRNA-1_1&gene=genemark-dek_s26-processed-gene-6.33&CDS=1-3189	YDL077C
1960	OG0001960	genemark-dek_s26-processed-gene-6.34-mRNA-1_1&gene=genemark-dek_s26-processed-gene-6.34&CDS=1-2808	YLR409C
1961	OG0001961	genemark-dek_s26-processed-gene-6.14-mRNA-1_1&gene=genemark-dek_s26-processed-gene-6.14&CDS=1-1836	YLR401C
1962	OG0001962	maker-dek_s26-augustus-gene-6.55-mRNA-1_1&gene=maker-dek_s26-augustus-gene-6.55&CDS=1-2172	YLR152C
1963	OG0001963	genemark-dek_s26-processed-gene-6.38-mRNA-1_1&gene=genemark-dek_s26-processed-gene-6.38&CDS=1-1623	YML069W
1964	OG0001964	augustus_masked-dek_s26-processed-gene-6.129-mRNA-1_1&gene=augustus_masked-dek_s26-processed-gene-6.129&CDS=1-1908	YDR158W
1965	OG0001965	genemark-dek_s26-processed-gene-6.17-mRNA-1_1&gene=genemark-dek_s26-processed-gene-6.17&CDS=1-5523	YDR159W
1966	OG0001966	augustus_masked-dek_s26-processed-gene-6.147-mRNA-1_1&gene=augustus_masked-dek_s26-processed-gene-6.147&CDS=1-1398	YDL098C
1967	OG0001967	genemark-dek_s26-processed-gene-6.19-mRNA-1_1&gene=genemark-dek_s26-processed-gene-6.19&CDS=1-732	YMR156C
1968	OG0001968	genemark-dek_s26-processed-gene-6.41-mRNA-1_1&gene=genemark-dek_s26-processed-gene-6.41&CDS=1-666	YMR157C
1969	OG0001969	genemark-dek_s26-processed-gene-6.20-mRNA-1_1&gene=genemark-dek_s26-processed-gene-6.20&CDS=1-468	YMR158W
1970	OG0001970	genemark-dek_s26-processed-gene-6.21-mRNA-1_1&gene=genemark-dek_s26-processed-gene-6.21&CDS=1-1095	YLR130C
1971	OG0001971	genemark-dek_s26-processed-gene-6.22-mRNA-1_1&gene=genemark-dek_s26-processed-gene-6.22&CDS=1-1011	YGL115W
1972	OG0001972	genemark-dek_s26-processed-gene-6.23-mRNA-1_1&gene=genemark-dek_s26-processed-gene-6.23&CDS=1-2097	YGL114W
1973	OG0001973	genemark-dek_s26-processed-gene-6.43-mRNA-1_1&gene=genemark-dek_s26-processed-gene-6.43&CDS=1-1449	YBR233W
1974	OG0001974	genemark-dek_s26-processed-gene-6.44-mRNA-1_1&gene=genemark-dek_s26-processed-gene-6.44&CDS=1-921	YBR231C
1975	OG0001975	snap_masked-dek_s26-processed-gene-6.105-mRNA-1_1&gene=snap_masked-dek_s26-processed-gene-6.105&CDS=1-348	YLL014W
1976	OG0001976	snap_masked-dek_s26-processed-gene-6.83-mRNA-1_1&gene=snap_masked-dek_s26-processed-gene-6.83&CDS=1-5679	YLR024C
1977	OG0001977	genemark-dek_s26-processed-gene-6.45-mRNA-1_1&gene=genemark-dek_s26-processed-gene-6.45&CDS=1-5364	YGR184C
1978	OG0001978	snap_masked-dek_s26-processed-gene-6.84-mRNA-1_1&gene=snap_masked-dek_s26-processed-gene-6.84&CDS=1-1197	YGR185C
1979	OG0001979	snap_masked-dek_s26-processed-gene-6.85-mRNA-1_1&gene=snap_masked-dek_s26-processed-gene-6.85&CDS=1-207	YGR183C
1980	OG0001980	genemark-dek_s26-processed-gene-6.47-mRNA-1_1&gene=genemark-dek_s26-processed-gene-6.47&CDS=1-702	YDR302W
1981	OG0001981	genemark-dek_s26-processed-gene-6.48-mRNA-1_1&gene=genemark-dek_s26-processed-gene-6.48&CDS=1-4092	YDR301W
1982	OG0001982	genemark-dek_s26-processed-gene-6.27-mRNA-1_1&gene=genemark-dek_s26-processed-gene-6.27&CDS=1-636	YBL040C
1983	OG0001983	genemark-dek_s26-processed-gene-6.50-mRNA-1_1&gene=genemark-dek_s26-processed-gene-6.50&CDS=1-723	YBL041W
1984	OG0001984	snap_masked-dek_s26-processed-gene-6.112-mRNA-1_1&gene=snap_masked-dek_s26-processed-gene-6.112&CDS=1-294	YGR181W
1985	OG0001985	genemark-dek_s26-processed-gene-7.97-mRNA-1_1&gene=genemark-dek_s26-processed-gene-7.97&CDS=1-1734	YOR059C
1986	OG0001986	maker-dek_s26-augustus-gene-7.0-mRNA-1_1&gene=maker-dek_s26-augustus-gene-7.0&CDS=1-1974	YPL109C
1987	OG0001987	genemark-dek_s26-processed-gene-7.99-mRNA-1_1&gene=genemark-dek_s26-processed-gene-7.99&CDS=1-723	YAL049C
1988	OG0001988	genemark-dek_s26-processed-gene-7.101-mRNA-1_1&gene=genemark-dek_s26-processed-gene-7.101&CDS=1-1086	YGR187C
1989	OG0001989	genemark-dek_s26-processed-gene-7.102-mRNA-1_1&gene=genemark-dek_s26-processed-gene-7.102&CDS=1-1680	YGR186W
1990	OG0001990	genemark-dek_s26-processed-gene-7.104-mRNA-1_1&gene=genemark-dek_s26-processed-gene-7.104&CDS=1-1263	YJR013W
1991	OG0001991	genemark-dek_s26-processed-gene-7.105-mRNA-1_1&gene=genemark-dek_s26-processed-gene-7.105&CDS=1-732	YGR195W
1992	OG0001992	genemark-dek_s26-processed-gene-7.106-mRNA-1_1&gene=genemark-dek_s26-processed-gene-7.106&CDS=1-996	YGR284C
1993	OG0001993	genemark-dek_s26-processed-gene-7.107-mRNA-1_1&gene=genemark-dek_s26-processed-gene-7.107&CDS=1-747	YKL087C
1994	OG0001994	genemark-dek_s26-processed-gene-7.126-mRNA-1_1&gene=genemark-dek_s26-processed-gene-7.126&CDS=1-1311	YMR220W
1995	OG0001995	genemark-dek_s26-processed-gene-7.108-mRNA-1_1&gene=genemark-dek_s26-processed-gene-7.108&CDS=1-1341	YBR166C
1996	OG0001996	genemark-dek_s26-processed-gene-7.127-mRNA-1_1&gene=genemark-dek_s26-processed-gene-7.127&CDS=1-555	YBR164C
1997	OG0001997	genemark-dek_s26-processed-gene-7.109-mRNA-1_1&gene=genemark-dek_s26-processed-gene-7.109&CDS=1-621	YMR311C
1998	OG0001998	maker-dek_s26-augustus-gene-7.4-mRNA-1_1&gene=maker-dek_s26-augustus-gene-7.4&CDS=1-3282	YGR285C
1999	OG0001999	genemark-dek_s26-processed-gene-7.110-mRNA-1_1&gene=genemark-dek_s26-processed-gene-7.110&CDS=1-1749	YBR158W
2000	OG0002000	genemark-dek_s26-processed-gene-7.130-mRNA-1_1&gene=genemark-dek_s26-processed-gene-7.130&CDS=1-2265	YOL076W
2001	OG0002001	genemark-dek_s26-processed-gene-7.134-mRNA-1_1&gene=genemark-dek_s26-processed-gene-7.134&CDS=1-1722	YNL115C
2002	OG0002002	genemark-dek_s26-processed-gene-7.115-mRNA-1_1&gene=genemark-dek_s26-processed-gene-7.115&CDS=1-996	YGL212W
2003	OG0002003	genemark-dek_s26-processed-gene-7.135-mRNA-1_1&gene=genemark-dek_s26-processed-gene-7.135&CDS=1-1299	YER152C
