	OrthologID	Saccharomyces_cerevisiae	Saccharomyces_kudriavzevii
1971	OG0001971	YHR114W	augustus_masked-Skud_8-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.121&CDS=1-1899
1972	OG0001972	YHR115C	augustus_masked-Skud_8-processed-gene-3.169-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.169&CDS=1-1239
1973	OG0001973	YHR116W	augustus_masked-Skud_8-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.122&CDS=1-390
1974	OG0001974	YHR117W	augustus_masked-Skud_8-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.123&CDS=1-1914
1975	OG0001975	YHR118C	augustus_masked-Skud_8-processed-gene-3.170-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.170&CDS=1-1317
1976	OG0001976	YHR120W	snap_masked-Skud_8-processed-gene-3.20-mRNA-1_1&gene=snap_masked-Skud_8-processed-gene-3.20&CDS=1-6045
1977	OG0001977	YHR121W	genemark-Skud_8-processed-gene-3.216-mRNA-1_1&gene=genemark-Skud_8-processed-gene-3.216&CDS=1-561
1978	OG0001978	YHR122W	genemark-Skud_8-processed-gene-3.217-mRNA-1_1&gene=genemark-Skud_8-processed-gene-3.217&CDS=1-792
1979	OG0001979	YHR123W	maker-Skud_8-augustus-gene-3.306-mRNA-1_1&gene=maker-Skud_8-augustus-gene-3.306&CDS=1-1173
1980	OG0001980	YHR124W	augustus_masked-Skud_8-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.126&CDS=1-1884
1981	OG0001981	YHR126C	augustus_masked-Skud_8-processed-gene-3.171-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.171&CDS=1-489
1982	OG0001982	YHR127W	augustus_masked-Skud_8-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.127&CDS=1-765
1983	OG0001983	YHR128W	augustus_masked-Skud_8-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.128&CDS=1-648
1984	OG0001984	YHR129C	augustus_masked-Skud_8-processed-gene-3.172-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.172&CDS=1-1152
1985	OG0001985	YHR131C	genemark-Skud_8-processed-gene-3.275-mRNA-1_1&gene=genemark-Skud_8-processed-gene-3.275&CDS=1-2535
1986	OG0001986	YHR132C	genemark-Skud_8-processed-gene-3.276-mRNA-1_1&gene=genemark-Skud_8-processed-gene-3.276&CDS=1-1281
1987	OG0001987	YHR132W-A	augustus_masked-Skud_8-processed-gene-3.129-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.129&CDS=1-393
1988	OG0001988	YHR133C	augustus_masked-Skud_8-processed-gene-3.174-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.174&CDS=1-870
1989	OG0001989	YHR134W	augustus_masked-Skud_8-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.130&CDS=1-759
1990	OG0001990	YHR137W	augustus_masked-Skud_8-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.131&CDS=1-1551
1991	OG0001991	YHR138C	augustus_masked-Skud_8-processed-gene-3.176-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.176&CDS=1-342
1992	OG0001992	YHR139C	augustus_masked-Skud_8-processed-gene-3.177-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.177&CDS=1-981
1993	OG0001993	YHR140W	augustus_masked-Skud_8-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.132&CDS=1-723
1994	OG0001994	YHR142W	augustus_masked-Skud_8-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.133&CDS=1-948
1995	OG0001995	YHR143W	augustus_masked-Skud_8-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.134&CDS=1-945
1996	OG0001996	YHR143W-A	augustus_masked-Skud_8-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.135&CDS=1-210
1997	OG0001997	YHR144C	augustus_masked-Skud_8-processed-gene-3.179-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.179&CDS=1-945
1998	OG0001998	YHR147C	augustus_masked-Skud_8-processed-gene-3.180-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.180&CDS=1-642
1999	OG0001999	YHR148W	augustus_masked-Skud_8-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.136&CDS=1-549
2000	OG0002000	YHR149C	augustus_masked-Skud_8-processed-gene-3.181-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.181&CDS=1-2175
2001	OG0002001	YHR150W	augustus_masked-Skud_8-processed-gene-3.137-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.137&CDS=1-1737
2002	OG0002002	YHR151C	augustus_masked-Skud_8-processed-gene-3.182-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.182&CDS=1-1452
2003	OG0002003	YHR152W	augustus_masked-Skud_8-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.138&CDS=1-510
2004	OG0002004	YHR153C	augustus_masked-Skud_8-processed-gene-3.183-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.183&CDS=1-597
2005	OG0002005	YHR154W	augustus_masked-Skud_8-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.139&CDS=1-3228
2006	OG0002006	YHR155W	augustus_masked-Skud_8-processed-gene-3.140-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.140&CDS=1-3687
2007	OG0002007	YHR156C	augustus_masked-Skud_8-processed-gene-3.184-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.184&CDS=1-1035
2008	OG0002008	YHR157W	augustus_masked-Skud_8-processed-gene-3.141-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.141&CDS=1-570
2009	OG0002009	YHR158C	augustus_masked-Skud_8-processed-gene-3.185-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.185&CDS=1-3507
2010	OG0002010	YHR159W	augustus_masked-Skud_8-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.142&CDS=1-1527
2011	OG0002011	YHR160C	augustus_masked-Skud_8-processed-gene-3.186-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.186&CDS=1-846
2012	OG0002012	YHR161C	augustus_masked-Skud_8-processed-gene-3.187-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.187&CDS=1-1863
2013	OG0002013	YHR162W	augustus_masked-Skud_8-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.143&CDS=1-390
2014	OG0002014	YHR163W	augustus_masked-Skud_8-processed-gene-3.144-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.144&CDS=1-750
2015	OG0002015	YHR164C	snap_masked-Skud_8-processed-gene-3.96-mRNA-1_1&gene=snap_masked-Skud_8-processed-gene-3.96&CDS=1-4560
2016	OG0002016	YHR165C	snap_masked-Skud_8-processed-gene-3.97-mRNA-1_1&gene=snap_masked-Skud_8-processed-gene-3.97&CDS=1-7245
2017	OG0002017	YHR166C	genemark-Skud_8-processed-gene-3.293-mRNA-1_1&gene=genemark-Skud_8-processed-gene-3.293&CDS=1-1878
2018	OG0002018	YHR171W	augustus_masked-Skud_8-processed-gene-3.145-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.145&CDS=1-7005
2019	OG0002019	YHR172W	augustus_masked-Skud_8-processed-gene-3.146-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.146&CDS=1-2469
2020	OG0002020	YHR175W	augustus_masked-Skud_8-processed-gene-3.148-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.148&CDS=1-516
2021	OG0002021	YHR176W	augustus_masked-Skud_8-processed-gene-3.149-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.149&CDS=1-1296
2022	OG0002022	YHR177W	augustus_masked-Skud_8-processed-gene-3.150-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.150&CDS=1-1380
2023	OG0002023	YHR178W	augustus_masked-Skud_8-processed-gene-3.151-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.151&CDS=1-2217
2024	OG0002024	YHR182W	augustus_masked-Skud_8-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.153&CDS=1-2805
2025	OG0002025	YHR185C	snap_masked-Skud_8-processed-gene-3.100-mRNA-1_1&gene=snap_masked-Skud_8-processed-gene-3.100&CDS=1-717
2026	OG0002026	YHR186C	augustus_masked-Skud_8-processed-gene-3.190-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.190&CDS=1-4668
2027	OG0002027	YHR187W	augustus_masked-Skud_8-processed-gene-3.155-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.155&CDS=1-927
2028	OG0002028	YHR188C	snap_masked-Skud_8-processed-gene-3.102-mRNA-1_1&gene=snap_masked-Skud_8-processed-gene-3.102&CDS=1-1830
2029	OG0002029	YHR190W	augustus_masked-Skud_8-processed-gene-3.156-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.156&CDS=1-1902
2030	OG0002030	YHR191C	augustus_masked-Skud_8-processed-gene-3.192-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.192&CDS=1-399
2031	OG0002031	YHR192W	augustus_masked-Skud_8-processed-gene-3.157-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.157&CDS=1-834
2032	OG0002032	YHR193C	augustus_masked-Skud_8-processed-gene-3.193-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.193&CDS=1-522
2033	OG0002033	YHR194W	augustus_masked-Skud_8-processed-gene-3.158-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.158&CDS=1-6507
2034	OG0002034	YHR199C	maker-Skud_8-snap-gene-3.6-mRNA-1_1&gene=maker-Skud_8-snap-gene-3.6&CDS=1-1869
2035	OG0002035	YHR199C-A	maker-Skud_8-snap-gene-3.5-mRNA-1_1&gene=maker-Skud_8-snap-gene-3.5&CDS=1-219
2036	OG0002036	YHR200W	augustus_masked-Skud_8-processed-gene-3.159-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.159&CDS=1-795
2037	OG0002037	YHR201C	augustus_masked-Skud_8-processed-gene-3.196-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.196&CDS=1-1179
2038	OG0002038	YHR202W	augustus_masked-Skud_8-processed-gene-3.160-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.160&CDS=1-1803
2039	OG0002039	YHR204W	augustus_masked-Skud_8-processed-gene-3.161-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.161&CDS=1-2391
2040	OG0002040	YHR205W	genemark-Skud_8-processed-gene-3.264-mRNA-1_1&gene=genemark-Skud_8-processed-gene-3.264&CDS=1-2502
2041	OG0002041	YHR206W	augustus_masked-Skud_8-processed-gene-3.163-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.163&CDS=1-1869
2042	OG0002042	YHR207C	augustus_masked-Skud_8-processed-gene-3.198-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.198&CDS=1-1572
2043	OG0002043	YHR208W	augustus_masked-Skud_8-processed-gene-3.164-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.164&CDS=1-1179
2044	OG0002044	YHR209W	augustus_masked-Skud_8-processed-gene-3.165-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.165&CDS=1-876
2045	OG0002045	YIL001W	augustus_masked-Skud_9-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-3.126&CDS=1-1599
2046	OG0002046	YIL002C	augustus_masked-Skud_9-processed-gene-3.144-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-3.144&CDS=1-2838
2047	OG0002047	YIL003W	maker-Skud_9-augustus-gene-3.166-mRNA-1_1&gene=maker-Skud_9-augustus-gene-3.166&CDS=1-975
2048	OG0002048	YIL004C	augustus_masked-Skud_9-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-3.143&CDS=1-426
2049	OG0002049	YIL005W	augustus_masked-Skud_9-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-3.124&CDS=1-2103
2050	OG0002050	YIL006W	genemark-Skud_9-processed-gene-3.68-mRNA-1_1&gene=genemark-Skud_9-processed-gene-3.68&CDS=1-1152
2051	OG0002051	YIL007C	augustus_masked-Skud_9-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-3.142&CDS=1-669
2052	OG0002052	YIL008W	augustus_masked-Skud_9-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-3.122&CDS=1-297
2053	OG0002053	YIL010W	augustus_masked-Skud_9-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-3.120&CDS=1-651
2054	OG0002054	YIL011W	augustus_masked-Skud_9-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-3.119&CDS=1-819
2055	OG0002055	YIL014C-A	augustus_masked-Skud_9-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-3.117&CDS=1-318
2056	OG0002056	YIL014W	snap_masked-Skud_9-processed-gene-3.1-mRNA-1_1&gene=snap_masked-Skud_9-processed-gene-3.1&CDS=1-1887
2057	OG0002057	YIL015W	augustus_masked-Skud_9-processed-gene-3.114-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-3.114&CDS=1-1980
2058	OG0002058	YIL017C	augustus_masked-Skud_9-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-3.116&CDS=1-2769
2059	OG0002059	YIL019W	snap_masked-Skud_9-processed-gene-2.28-mRNA-1_1&gene=snap_masked-Skud_9-processed-gene-2.28&CDS=1-1038
2060	OG0002060	YIL020C	augustus_masked-Skud_9-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-2.142&CDS=1-783
2061	OG0002061	YIL021W	genemark-Skud_9-processed-gene-2.80-mRNA-1_1&gene=genemark-Skud_9-processed-gene-2.80&CDS=1-954
2062	OG0002062	YIL022W	genemark-Skud_9-processed-gene-2.79-mRNA-1_1&gene=genemark-Skud_9-processed-gene-2.79&CDS=1-1293
2063	OG0002063	YIL023C	augustus_masked-Skud_9-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-2.141&CDS=1-1032
2064	OG0002064	YIL024C	augustus_masked-Skud_9-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-2.140&CDS=1-567
2065	OG0002065	YIL026C	augustus_masked-Skud_9-processed-gene-2.139-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-2.139&CDS=1-3459
2066	OG0002066	YIL027C	genemark-Skud_9-processed-gene-2.104-mRNA-1_1&gene=genemark-Skud_9-processed-gene-2.104&CDS=1-423
2067	OG0002067	YIL030C	snap_masked-Skud_9-processed-gene-2.53-mRNA-1_1&gene=snap_masked-Skud_9-processed-gene-2.53&CDS=1-3960
2068	OG0002068	YIL031W	augustus_masked-Skud_9-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-2.124&CDS=1-3117
2069	OG0002069	YIL035C	augustus_masked-Skud_9-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-2.137&CDS=1-3207
2070	OG0002070	YIL036W	genemark-Skud_9-processed-gene-2.77-mRNA-1_1&gene=genemark-Skud_9-processed-gene-2.77&CDS=1-1818
2071	OG0002071	YIL038C	snap_masked-Skud_9-processed-gene-2.49-mRNA-1_1&gene=snap_masked-Skud_9-processed-gene-2.49&CDS=1-4065
2072	OG0002072	YIL039W	augustus_masked-Skud_9-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-2.122&CDS=1-1419
2073	OG0002073	YIL040W	augustus_masked-Skud_9-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-2.121&CDS=1-414
2074	OG0002074	YIL041W	augustus_masked-Skud_9-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-2.120&CDS=1-987
2075	OG0002075	YIL042C	augustus_masked-Skud_9-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-2.135&CDS=1-1170
2076	OG0002076	YIL043C	maker-Skud_9-augustus-gene-2.1-mRNA-1_1&gene=maker-Skud_9-augustus-gene-2.1&CDS=1-1800
2077	OG0002077	YIL045W	augustus_masked-Skud_9-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-2.119&CDS=1-1608
2078	OG0002078	YIL046W	augustus_masked-Skud_9-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-2.118&CDS=1-1917
2079	OG0002079	YIL047C	augustus_masked-Skud_9-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-2.133&CDS=1-2706
2080	OG0002080	YIL048W	genemark-Skud_9-processed-gene-2.71-mRNA-1_1&gene=genemark-Skud_9-processed-gene-2.71&CDS=1-3444
2081	OG0002081	YIL049W	maker-Skud_9-augustus-gene-2.0-mRNA-1_1&gene=maker-Skud_9-augustus-gene-2.0&CDS=1-1569
2082	OG0002082	YIL051C	genemark-Skud_9-processed-gene-2.93-mRNA-1_1&gene=genemark-Skud_9-processed-gene-2.93&CDS=1-435
2083	OG0002083	YIL055C	augustus_masked-Skud_9-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-2.131&CDS=1-1878
2084	OG0002084	YIL056W	augustus_masked-Skud_9-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-2.115&CDS=1-1905
2085	OG0002085	YIL057C	genemark-Skud_9-processed-gene-2.90-mRNA-1_1&gene=genemark-Skud_9-processed-gene-2.90&CDS=1-492
2086	OG0002086	YIL061C	genemark-Skud_9-processed-gene-2.89-mRNA-1_1&gene=genemark-Skud_9-processed-gene-2.89&CDS=1-900
2087	OG0002087	YIL063C	augustus_masked-Skud_9-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-2.129&CDS=1-1305
2088	OG0002088	YIL064W	augustus_masked-Skud_9-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-2.114&CDS=1-687
2089	OG0002089	YIL065C	genemark-Skud_9-processed-gene-2.86-mRNA-1_1&gene=genemark-Skud_9-processed-gene-2.86&CDS=1-465
2090	OG0002090	YIL067C	genemark-Skud_9-processed-gene-2.84-mRNA-1_1&gene=genemark-Skud_9-processed-gene-2.84&CDS=1-2034
2091	OG0002091	YIL068C	snap_masked-Skud_9-processed-gene-2.32-mRNA-1_1&gene=snap_masked-Skud_9-processed-gene-2.32&CDS=1-2412
2092	OG0002092	YIL071C	augustus_masked-Skud_9-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-2.113&CDS=1-2142
2093	OG0002093	YIL072W	augustus_masked-Skud_9-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-2.109&CDS=1-1815
2094	OG0002094	YIL073C	augustus_masked-Skud_9-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-2.112&CDS=1-2925
2095	OG0002095	YIL075C	augustus_masked-Skud_9-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-2.110&CDS=1-2829
2096	OG0002096	YIL076W	augustus_masked-Skud_9-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-1.66&CDS=1-888
2097	OG0002097	YIL077C	augustus_masked-Skud_9-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-1.83&CDS=1-957
2098	OG0002098	YIL078W	augustus_masked-Skud_9-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-1.65&CDS=1-2202
2099	OG0002099	YIL083C	augustus_masked-Skud_9-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-1.82&CDS=1-2091
2100	OG0002100	YIL085C	augustus_masked-Skud_9-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-1.81&CDS=1-1995
2101	OG0002101	YIL088C	augustus_masked-Skud_9-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-1.80&CDS=1-1470
2102	OG0002102	YIL089W	snap_masked-Skud_9-processed-gene-1.23-mRNA-1_1&gene=snap_masked-Skud_9-processed-gene-1.23&CDS=1-594
2103	OG0002103	YIL090W	augustus_masked-Skud_9-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-1.64&CDS=1-1473
2104	OG0002104	YIL091C	augustus_masked-Skud_9-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-1.79&CDS=1-2166
2105	OG0002105	YIL092W	augustus_masked-Skud_9-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-1.63&CDS=1-1944
2106	OG0002106	YIL093C	augustus_masked-Skud_9-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-1.78&CDS=1-792
2107	OG0002107	YIL094C	augustus_masked-Skud_9-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-1.77&CDS=1-1113
2108	OG0002108	YIL095W	augustus_masked-Skud_9-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-1.62&CDS=1-2427
2109	OG0002109	YIL096C	augustus_masked-Skud_9-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-1.76&CDS=1-1008
2110	OG0002110	YIL097W	augustus_masked-Skud_9-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-1.61&CDS=1-1539
2111	OG0002111	YIL098C	augustus_masked-Skud_9-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-1.75&CDS=1-465
2112	OG0002112	YIL099W	augustus_masked-Skud_9-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-1.60&CDS=1-1632
2113	OG0002113	YIL101C	augustus_masked-Skud_9-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-1.74&CDS=1-1905
2114	OG0002114	YIL103W	augustus_masked-Skud_9-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-1.59&CDS=1-1284
2115	OG0002115	YIL104C	augustus_masked-Skud_9-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-1.73&CDS=1-1527
2116	OG0002116	YIL105C	genemark-Skud_9-processed-gene-1.112-mRNA-1_1&gene=genemark-Skud_9-processed-gene-1.112&CDS=1-2040
2117	OG0002117	YIL106W	maker-Skud_9-augustus-gene-1.131-mRNA-1_1&gene=maker-Skud_9-augustus-gene-1.131&CDS=1-939
2118	OG0002118	YIL107C	augustus_masked-Skud_9-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-1.71&CDS=1-2481
2119	OG0002119	YIL108W	augustus_masked-Skud_9-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-1.57&CDS=1-2091
2120	OG0002120	YIL112W	augustus_masked-Skud_9-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-1.56&CDS=1-5478
2121	OG0002121	YIL114C	genemark-Skud_9-processed-gene-1.109-mRNA-1_1&gene=genemark-Skud_9-processed-gene-1.109&CDS=1-843
2122	OG0002122	YIL115C	genemark-Skud_9-processed-gene-1.108-mRNA-1_1&gene=genemark-Skud_9-processed-gene-1.108&CDS=1-4452
2123	OG0002123	YIL116W	augustus_masked-Skud_9-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-1.55&CDS=1-1155
2124	OG0002124	YIL117C	augustus_masked-Skud_9-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-1.68&CDS=1-951
2125	OG0002125	YIL118W	augustus_masked-Skud_9-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-1.54&CDS=1-693
2126	OG0002126	YIL119C	augustus_masked-Skud_9-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-1.67&CDS=1-1179
2127	OG0002127	YIL121W	genemark-Skud_9-processed-gene-1.90-mRNA-1_1&gene=genemark-Skud_9-processed-gene-1.90&CDS=1-1731
2128	OG0002128	YIL122W	augustus_masked-Skud_9-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-1.52&CDS=1-999
2129	OG0002129	YIL124W	snap_masked-Skud_9-processed-gene-1.5-mRNA-1_1&gene=snap_masked-Skud_9-processed-gene-1.5&CDS=1-1059
2130	OG0002130	YIL125W	snap_masked-Skud_9-processed-gene-1.2-mRNA-1_1&gene=snap_masked-Skud_9-processed-gene-1.2&CDS=1-3042
2131	OG0002131	YIL126W	snap_masked-Skud_9-processed-gene-1.1-mRNA-1_1&gene=snap_masked-Skud_9-processed-gene-1.1&CDS=1-4077
2132	OG0002132	YIL127C	augustus_masked-Skud_9-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-1.51&CDS=1-621
2133	OG0002133	YIL128W	augustus_masked-Skud_9-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-1.48&CDS=1-3093
2134	OG0002134	YIL129C	augustus_masked-Skud_9-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-1.50&CDS=1-7119
2135	OG0002135	YIL130W	augustus_masked-Skud_9-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-0.50&CDS=1-2862
2136	OG0002136	YIL131C	genemark-Skud_9-processed-gene-0.37-mRNA-1_1&gene=genemark-Skud_9-processed-gene-0.37&CDS=1-1458
2137	OG0002137	YIL132C	genemark-Skud_9-processed-gene-0.36-mRNA-1_1&gene=genemark-Skud_9-processed-gene-0.36&CDS=1-630
2138	OG0002138	YIL134W	augustus_masked-Skud_9-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-0.49&CDS=1-939
2139	OG0002139	YIL135C	augustus_masked-Skud_9-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-0.65&CDS=1-1344
2140	OG0002140	YIL136W	augustus_masked-Skud_9-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-0.48&CDS=1-1179
2141	OG0002141	YIL137C	augustus_masked-Skud_9-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-Skud_9-processed-gene-0.64&CDS=1-3309
