	OrthologID	Cyberlindnera_jadinii	Saccharomyces_cerevisiae
1635	OG0001635	genemark-scaffold_15-processed-gene-1.18-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.18&CDS=1-3162	YDR216W
1636	OG0001636	genemark-scaffold_15-processed-gene-1.59-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.59&CDS=1-2805	YDR217C
1637	OG0001637	genemark-scaffold_15-processed-gene-1.64-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.64&CDS=1-2034	YPR141C
1638	OG0001638	genemark-scaffold_15-processed-gene-1.21-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.21&CDS=1-705	YPR143W
1639	OG0001639	genemark-scaffold_15-processed-gene-1.65-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.65&CDS=1-1140	YPR140W
1640	OG0001640	genemark-scaffold_15-processed-gene-1.22-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.22&CDS=1-1617	YIL162W
1641	OG0001641	genemark-scaffold_15-processed-gene-1.24-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.24&CDS=1-822	YPR139C
1642	OG0001642	snap_masked-scaffold_15-processed-gene-1.121-mRNA-1_1&gene=snap_masked-scaffold_15-processed-gene-1.121&CDS=1-183	YER180C-A
1643	OG0001643	genemark-scaffold_15-processed-gene-1.71-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.71&CDS=1-1344	YBL098W
1644	OG0001644	genemark-scaffold_15-processed-gene-1.26-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.26&CDS=1-627	YDR476C
1645	OG0001645	genemark-scaffold_15-processed-gene-1.27-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.27&CDS=1-615	YFR001W
1646	OG0001646	genemark-scaffold_15-processed-gene-1.72-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.72&CDS=1-4023	YHR186C
1647	OG0001647	genemark-scaffold_15-processed-gene-1.28-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.28&CDS=1-1371	YER122C
1648	OG0001648	genemark-scaffold_15-processed-gene-1.31-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.31&CDS=1-1626	YGR055W
1649	OG0001649	augustus_masked-scaffold_15-processed-gene-1.253-mRNA-1_1&gene=augustus_masked-scaffold_15-processed-gene-1.253&CDS=1-1410	YER136W
1650	OG0001650	genemark-scaffold_15-processed-gene-1.33-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.33&CDS=1-1869	YDR536W
1651	OG0001651	genemark-scaffold_15-processed-gene-1.75-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.75&CDS=1-891	YDL201W
1652	OG0001652	genemark-scaffold_15-processed-gene-1.34-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.34&CDS=1-2157	YHL016C
1653	OG0001653	genemark-scaffold_15-processed-gene-1.35-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.35&CDS=1-3756	YLR189C
1654	OG0001654	maker-scaffold_15-snap-gene-1.280-mRNA-1_1&gene=maker-scaffold_15-snap-gene-1.280&CDS=1-2058	YNL277W
1655	OG0001655	genemark-scaffold_15-processed-gene-1.36-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.36&CDS=1-1269	YER019W
1656	OG0001656	genemark-scaffold_15-processed-gene-1.37-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.37&CDS=1-1566	YNL275W
1657	OG0001657	genemark-scaffold_15-processed-gene-1.78-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.78&CDS=1-984	YCR044C
1658	OG0001658	genemark-scaffold_15-processed-gene-1.81-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.81&CDS=1-2049	YLR188W
1659	OG0001659	genemark-scaffold_15-processed-gene-1.83-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.83&CDS=1-1671	YJL019W
1660	OG0001660	genemark-scaffold_15-processed-gene-1.85-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.85&CDS=1-645	YDR302W
1661	OG0001661	genemark-scaffold_15-processed-gene-1.40-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.40&CDS=1-3774	YDR301W
1662	OG0001662	genemark-scaffold_15-processed-gene-1.41-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.41&CDS=1-864	YHR187W
1663	OG0001663	genemark-scaffold_15-processed-gene-1.86-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.86&CDS=1-2529	YHR073W
1664	OG0001664	augustus_masked-scaffold_15-processed-gene-1.266-mRNA-1_1&gene=augustus_masked-scaffold_15-processed-gene-1.266&CDS=1-3156	YJL012C
1665	OG0001665	genemark-scaffold_15-processed-gene-1.43-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.43&CDS=1-486	YJL011C
1666	OG0001666	genemark-scaffold_15-processed-gene-1.89-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.89&CDS=1-1584	YJL014W
1667	OG0001667	snap_masked-scaffold_16-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scaffold_16-processed-gene-0.2&CDS=1-2412	YNL233W
1668	OG0001668	genemark-scaffold_16-processed-gene-0.99-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.99&CDS=1-2085	YGL026C
1669	OG0001669	genemark-scaffold_16-processed-gene-0.100-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.100&CDS=1-2301	YBL014C
1670	OG0001670	genemark-scaffold_16-processed-gene-0.86-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.86&CDS=1-1545	YER014W
1671	OG0001671	genemark-scaffold_16-processed-gene-0.105-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.105&CDS=1-504	YIL016W
1672	OG0001672	genemark-scaffold_16-processed-gene-0.106-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.106&CDS=1-2355	YIL017C
1673	OG0001673	genemark-scaffold_16-processed-gene-0.87-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.87&CDS=1-3195	YFR030W
1674	OG0001674	genemark-scaffold_16-processed-gene-0.107-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.107&CDS=1-3510	YFR031C
1675	OG0001675	maker-scaffold_16-snap-gene-0.127-mRNA-1_1&gene=maker-scaffold_16-snap-gene-0.127&CDS=1-501	YFR032C-A
1676	OG0001676	genemark-scaffold_16-processed-gene-0.111-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.111&CDS=1-1644	YFR034C
1677	OG0001677	genemark-scaffold_16-processed-gene-0.112-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.112&CDS=1-954	YIL019W
1678	OG0001678	genemark-scaffold_16-processed-gene-0.89-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.89&CDS=1-636	YPR129W
1679	OG0001679	genemark-scaffold_16-processed-gene-0.90-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.90&CDS=1-939	YIL021W
1680	OG0001680	genemark-scaffold_16-processed-gene-0.114-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.114&CDS=1-792	YIL020C
1681	OG0001681	genemark-scaffold_16-processed-gene-0.91-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.91&CDS=1-561	YPR131C
1682	OG0001682	genemark-scaffold_16-processed-gene-0.92-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.92&CDS=1-891	YPR128C
1683	OG0001683	genemark-scaffold_16-processed-gene-0.116-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.116&CDS=1-1314	YPR133C
1684	OG0001684	genemark-scaffold_16-processed-gene-0.94-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.94&CDS=1-1353	YGR119C
1685	OG0001685	genemark-scaffold_16-processed-gene-0.120-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.120&CDS=1-2475	YPR135W
1686	OG0001686	genemark-scaffold_16-processed-gene-0.96-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-0.96&CDS=1-1632	YPR137W
1687	OG0001687	snap_masked-scaffold_16-processed-gene-1.10-mRNA-1_1&gene=snap_masked-scaffold_16-processed-gene-1.10&CDS=1-1020	YPR065W
1688	OG0001688	genemark-scaffold_16-processed-gene-1.145-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-1.145&CDS=1-1371	YBR199W
1689	OG0001689	genemark-scaffold_16-processed-gene-1.146-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-1.146&CDS=1-393	YDL092W
1690	OG0001690	maker-scaffold_16-snap-gene-1.5-mRNA-1_1&gene=maker-scaffold_16-snap-gene-1.5&CDS=1-2871	YDL090C
1691	OG0001691	genemark-scaffold_16-processed-gene-1.182-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-1.182&CDS=1-2625	YDL117W
1692	OG0001692	genemark-scaffold_16-processed-gene-1.147-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-1.147&CDS=1-4026	YDL112W
1693	OG0001693	genemark-scaffold_16-processed-gene-1.148-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-1.148&CDS=1-1557	YMR155W
1694	OG0001694	genemark-scaffold_16-processed-gene-1.149-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-1.149&CDS=1-2148	YDL116W
1695	OG0001695	genemark-scaffold_16-processed-gene-1.184-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-1.184&CDS=1-1254	YDL097C
1696	OG0001696	genemark-scaffold_16-processed-gene-1.150-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-1.150&CDS=1-1416	YMR153W
1697	OG0001697	maker-scaffold_16-snap-gene-1.6-mRNA-1_1&gene=maker-scaffold_16-snap-gene-1.6&CDS=1-3162	YMR154C
1698	OG0001698	genemark-scaffold_16-processed-gene-1.151-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-1.151&CDS=1-1326	YER020W
1699	OG0001699	genemark-scaffold_16-processed-gene-1.187-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-1.187&CDS=1-1038	YJR107W
1700	OG0001700	snap_masked-scaffold_16-processed-gene-1.18-mRNA-1_1&gene=snap_masked-scaffold_16-processed-gene-1.18&CDS=1-2253	YDL095W
1701	OG0001701	genemark-scaffold_16-processed-gene-1.188-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-1.188&CDS=1-582	YJR112W
1702	OG0001702	snap_masked-scaffold_16-processed-gene-1.19-mRNA-1_1&gene=snap_masked-scaffold_16-processed-gene-1.19&CDS=1-873	YBL050W
1703	OG0001703	genemark-scaffold_16-processed-gene-1.155-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-1.155&CDS=1-3522	YJR109C
1704	OG0001704	genemark-scaffold_16-processed-gene-1.189-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-1.189&CDS=1-3936	YBL047C
1705	OG0001705	genemark-scaffold_16-processed-gene-1.156-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-1.156&CDS=1-543	YJR112W-A
1706	OG0001706	genemark-scaffold_16-processed-gene-1.190-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-1.190&CDS=1-711	YJR113C
1707	OG0001707	genemark-scaffold_16-processed-gene-1.191-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-1.191&CDS=1-1344	YBL045C
1708	OG0001708	genemark-scaffold_16-processed-gene-1.192-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-1.192&CDS=1-1065	YMR234W
1709	OG0001709	genemark-scaffold_16-processed-gene-1.159-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-1.159&CDS=1-345	YPR166C
1710	OG0001710	genemark-scaffold_16-processed-gene-1.161-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-1.161&CDS=1-1938	YDR110W
1711	OG0001711	genemark-scaffold_16-processed-gene-1.194-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-1.194&CDS=1-342	YBL049W
1712	OG0001712	genemark-scaffold_16-processed-gene-1.162-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-1.162&CDS=1-1866	YJR110W
1713	OG0001713	genemark-scaffold_16-processed-gene-1.198-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-1.198&CDS=1-1398	YPR169W
1714	OG0001714	genemark-scaffold_16-processed-gene-1.165-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-1.165&CDS=1-192	YLR262C-A
1715	OG0001715	genemark-scaffold_16-processed-gene-1.166-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-1.166&CDS=1-873	YJL068C
1716	OG0001716	snap_masked-scaffold_16-processed-gene-1.62-mRNA-1_1&gene=snap_masked-scaffold_16-processed-gene-1.62&CDS=1-1587	YBR280C
1717	OG0001717	genemark-scaffold_16-processed-gene-1.200-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-1.200&CDS=1-2559	YBR281C
1718	OG0001718	maker-scaffold_16-augustus-gene-1.141-mRNA-1_1&gene=maker-scaffold_16-augustus-gene-1.141&CDS=1-2910	YJL100W
1719	OG0001719	genemark-scaffold_16-processed-gene-1.204-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-1.204&CDS=1-1560	YJL153C
1720	OG0001720	genemark-scaffold_16-processed-gene-1.167-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-1.167&CDS=1-954	YNR052C
1721	OG0001721	genemark-scaffold_16-processed-gene-1.205-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-1.205&CDS=1-639	YDR177W
1722	OG0001722	maker-scaffold_16-snap-gene-1.9-mRNA-1_1&gene=maker-scaffold_16-snap-gene-1.9&CDS=1-7641	YCR093W
1723	OG0001723	augustus_masked-scaffold_16-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-scaffold_16-processed-gene-1.95&CDS=1-714	YCR095C
1724	OG0001724	genemark-scaffold_16-processed-gene-1.171-mRNA-1_1&gene=genemark-scaffold_16-processed-gene-1.171&CDS=1-1347	YNR050C
1725	OG0001725	genemark-scaffold_17-processed-gene-0.79-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-0.79&CDS=1-1641	YBR293W
1726	OG0001726	genemark-scaffold_17-processed-gene-0.83-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-0.83&CDS=1-1863	YHL040C
1727	OG0001727	genemark-scaffold_17-processed-gene-0.85-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-0.85&CDS=1-1089	YLR291C
1728	OG0001728	snap_masked-scaffold_17-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scaffold_17-processed-gene-0.5&CDS=1-900	YLR288C
1729	OG0001729	maker-scaffold_17-augustus-gene-0.73-mRNA-1_1&gene=maker-scaffold_17-augustus-gene-0.73&CDS=1-3030	YLR289W
1730	OG0001730	genemark-scaffold_17-processed-gene-0.87-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-0.87&CDS=1-1296	YKL027W
1731	OG0001731	maker-scaffold_17-snap-gene-0.119-mRNA-1_1&gene=maker-scaffold_17-snap-gene-0.119&CDS=1-2013	YBR160W
1732	OG0001732	genemark-scaffold_17-processed-gene-0.88-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-0.88&CDS=1-882	YBR291C
1733	OG0001733	genemark-scaffold_17-processed-gene-0.105-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-0.105&CDS=1-1671	YKR002W
1734	OG0001734	augustus_masked-scaffold_17-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-scaffold_17-processed-gene-0.61&CDS=1-3042	YBR289W
1735	OG0001735	genemark-scaffold_17-processed-gene-0.109-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-0.109&CDS=1-1452	YDR229W
1736	OG0001736	genemark-scaffold_17-processed-gene-0.90-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-0.90&CDS=1-720	YDL202W
1737	OG0001737	genemark-scaffold_17-processed-gene-0.110-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-0.110&CDS=1-903	YDL198C
1738	OG0001738	genemark-scaffold_17-processed-gene-0.111-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-0.111&CDS=1-417	YGR203W
1739	OG0001739	genemark-scaffold_17-processed-gene-0.112-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-0.112&CDS=1-1305	YGR202C
1740	OG0001740	genemark-scaffold_17-processed-gene-0.93-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-0.93&CDS=1-1209	YJL026W
1741	OG0001741	genemark-scaffold_17-processed-gene-0.113-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-0.113&CDS=1-1575	YLR314C
1742	OG0001742	snap_masked-scaffold_17-processed-gene-0.34-mRNA-1_1&gene=snap_masked-scaffold_17-processed-gene-0.34&CDS=1-2583	YKL157W
1743	OG0001743	maker-scaffold_17-augustus-gene-0.72-mRNA-1_1&gene=maker-scaffold_17-augustus-gene-0.72&CDS=1-486	YJR017C
1744	OG0001744	augustus_masked-scaffold_17-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-scaffold_17-processed-gene-0.52&CDS=1-960	YJR019C
1745	OG0001745	genemark-scaffold_17-processed-gene-1.37-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.37&CDS=1-1116	YOR042W
1746	OG0001746	genemark-scaffold_17-processed-gene-1.5-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.5&CDS=1-2652	YEL032W
1747	OG0001747	augustus_masked-scaffold_17-processed-gene-1.179-mRNA-1_1&gene=augustus_masked-scaffold_17-processed-gene-1.179&CDS=1-3060	YOR353C
1748	OG0001748	genemark-scaffold_17-processed-gene-1.41-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.41&CDS=1-1275	YBR029C
1749	OG0001749	genemark-scaffold_17-processed-gene-1.42-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.42&CDS=1-870	YEL051W
1750	OG0001750	genemark-scaffold_17-processed-gene-1.6-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.6&CDS=1-2181	YDR416W
1751	OG0001751	genemark-scaffold_17-processed-gene-1.44-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.44&CDS=1-1392	YEL052W
1752	OG0001752	genemark-scaffold_17-processed-gene-1.7-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.7&CDS=1-2181	YEL053C
1753	OG0001753	genemark-scaffold_17-processed-gene-1.9-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.9&CDS=1-1161	YDR415C
1754	OG0001754	maker-scaffold_17-snap-gene-1.211-mRNA-1_1&gene=maker-scaffold_17-snap-gene-1.211&CDS=1-1047	YPL069C
1755	OG0001755	genemark-scaffold_17-processed-gene-1.10-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.10&CDS=1-849	YBR105C
1756	OG0001756	genemark-scaffold_17-processed-gene-1.11-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.11&CDS=1-1368	YMR014W
1757	OG0001757	genemark-scaffold_17-processed-gene-1.13-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.13&CDS=1-1242	YOL125W
1758	OG0001758	genemark-scaffold_17-processed-gene-1.47-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.47&CDS=1-501	YKL056C
1759	OG0001759	genemark-scaffold_17-processed-gene-1.49-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.49&CDS=1-1140	YOL052C
1760	OG0001760	genemark-scaffold_17-processed-gene-1.15-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.15&CDS=1-453	YOR319W
1761	OG0001761	genemark-scaffold_17-processed-gene-1.17-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.17&CDS=1-1092	YJR154W
1762	OG0001762	genemark-scaffold_17-processed-gene-1.18-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.18&CDS=1-618	YNR057C
1763	OG0001763	genemark-scaffold_17-processed-gene-1.54-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.54&CDS=1-858	YDR352W
1764	OG0001764	genemark-scaffold_17-processed-gene-1.19-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.19&CDS=1-1605	YDR294C
1765	OG0001765	genemark-scaffold_17-processed-gene-1.21-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.21&CDS=1-3144	YNL014W
1766	OG0001766	genemark-scaffold_17-processed-gene-1.22-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.22&CDS=1-2418	YMR049C
1767	OG0001767	maker-scaffold_17-augustus-gene-1.69-mRNA-1_1&gene=maker-scaffold_17-augustus-gene-1.69&CDS=1-960	YGL237C
1768	OG0001768	snap_masked-scaffold_17-processed-gene-1.105-mRNA-1_1&gene=snap_masked-scaffold_17-processed-gene-1.105&CDS=1-1302	YMR091C
1769	OG0001769	genemark-scaffold_17-processed-gene-1.27-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.27&CDS=1-2847	YGL238W
1770	OG0001770	genemark-scaffold_17-processed-gene-1.28-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.28&CDS=1-1995	YGL236C
1771	OG0001771	genemark-scaffold_17-processed-gene-1.29-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.29&CDS=1-708	YLR003C
1772	OG0001772	genemark-scaffold_17-processed-gene-1.30-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.30&CDS=1-1419	YOL070C
1773	OG0001773	maker-scaffold_17-snap-gene-1.215-mRNA-1_1&gene=maker-scaffold_17-snap-gene-1.215&CDS=1-7131	YDR325W
1774	OG0001774	genemark-scaffold_17-processed-gene-1.31-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.31&CDS=1-2187	YDR324C
1775	OG0001775	snap_masked-scaffold_17-processed-gene-1.137-mRNA-1_1&gene=snap_masked-scaffold_17-processed-gene-1.137&CDS=1-279	YDL045W-A
1776	OG0001776	genemark-scaffold_17-processed-gene-1.63-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.63&CDS=1-1680	YMR105C
1777	OG0001777	genemark-scaffold_18-processed-gene-0.82-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.82&CDS=1-1230	YLR027C
1778	OG0001778	genemark-scaffold_18-processed-gene-0.98-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.98&CDS=1-3612	YJL074C
1779	OG0001779	genemark-scaffold_18-processed-gene-0.84-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.84&CDS=1-5616	YPL231W
1780	OG0001780	genemark-scaffold_18-processed-gene-0.100-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.100&CDS=1-2364	YPL190C
1781	OG0001781	augustus_masked-scaffold_18-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-0.57&CDS=1-1878	YMR284W
1782	OG0001782	genemark-scaffold_18-processed-gene-0.104-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.104&CDS=1-1152	YPL112C
1783	OG0001783	genemark-scaffold_18-processed-gene-0.86-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.86&CDS=1-1674	YMR088C
1784	OG0001784	genemark-scaffold_18-processed-gene-0.87-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.87&CDS=1-1755	YOL122C
1785	OG0001785	genemark-scaffold_18-processed-gene-0.88-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.88&CDS=1-1299	YBR166C
1786	OG0001786	genemark-scaffold_18-processed-gene-0.89-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.89&CDS=1-549	YBR164C
1787	OG0001787	genemark-scaffold_18-processed-gene-0.106-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.106&CDS=1-795	YBR146W
1788	OG0001788	genemark-scaffold_18-processed-gene-0.107-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.107&CDS=1-315	YOL086W-A
1789	OG0001789	genemark-scaffold_18-processed-gene-0.90-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.90&CDS=1-2274	YOL087C
1790	OG0001790	genemark-scaffold_18-processed-gene-0.91-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.91&CDS=1-645	YBR154C
1791	OG0001791	augustus_masked-scaffold_18-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-0.63&CDS=1-585	YBR153W
1792	OG0001792	genemark-scaffold_18-processed-gene-0.110-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.110&CDS=1-786	YHR062C
1793	OG0001793	genemark-scaffold_18-processed-gene-0.111-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.111&CDS=1-2085	YKL155C
1794	OG0001794	snap_masked-scaffold_18-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scaffold_18-processed-gene-0.14&CDS=1-6723	YNR016C
1795	OG0001795	augustus_masked-scaffold_18-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-0.67&CDS=1-3486	YHR158C
1796	OG0001796	genemark-scaffold_18-processed-gene-1.9-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.9&CDS=1-1071	YGR257C
1797	OG0001797	genemark-scaffold_18-processed-gene-1.34-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.34&CDS=1-648	YGR235C
1798	OG0001798	genemark-scaffold_18-processed-gene-1.10-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.10&CDS=1-3144	YDR490C
1799	OG0001799	genemark-scaffold_18-processed-gene-1.13-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.13&CDS=1-840	YOL080C
1800	OG0001800	genemark-scaffold_18-processed-gene-1.36-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.36&CDS=1-2832	YOL078W
