	OrthologID	Ogataea_methanolica	Saccharomyces_cerevisiae
1696	OG0001696	-processed-gene-11.28-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-11.28&CDS=1-795	YHR200W
1697	OG0001697	-processed-gene-11.29-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-11.29&CDS=1-4131	YJR137C
1698	OG0001698	-processed-gene-11.30-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-11.30&CDS=1-1593	YMR015C
1699	OG0001699	-processed-gene-11.32-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-11.32&CDS=1-360	YNL111C
1700	OG0001700	-processed-gene-11.9-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-11.9&CDS=1-873	YNL110C
1701	OG0001701	-processed-gene-11.10-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-11.10&CDS=1-681	YOR111W
1702	OG0001702	-processed-gene-11.11-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-11.11&CDS=1-1374	YNL071W
1703	OG0001703	-processed-gene-11.13-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-11.13&CDS=1-1380	YKR063C
1704	OG0001704	-processed-gene-11.14-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-11.14&CDS=1-2301	YLR397C
1705	OG0001705	-processed-gene-11.15-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-11.15&CDS=1-312	YLR390W
1706	OG0001706	-processed-gene-11.16-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-11.16&CDS=1-1896	YDL063C
1707	OG0001707	-processed-gene-11.34-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-11.34&CDS=1-483	YDL064W
1708	OG0001708	-processed-gene-11.17-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-11.17&CDS=1-1029	YDL065C
1709	OG0001709	-processed-gene-11.35-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-11.35&CDS=1-2529	YJL154C
1710	OG0001710	-processed-gene-11.36-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-11.36&CDS=1-606	YER042W
1711	OG0001711	-processed-gene-11.18-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-11.18&CDS=1-612	YOR289W
1712	OG0001712	-processed-gene-11.19-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-11.19&CDS=1-915	YAL025C
1713	OG0001713	-processed-gene-11.20-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-11.20&CDS=1-969	YNL072W
1714	OG0001714	-processed-gene-11.40-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-11.40&CDS=1-804	YKL099C
1715	OG0001715	-processed-gene-11.41-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-11.41&CDS=1-2346	YNL256W
1716	OG0001716	-processed-gene-11.23-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-11.23&CDS=1-1386	YGR255C
1717	OG0001717	-processed-gene-12.40-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-12.40&CDS=1-1140	YDL168W
1718	OG0001718	-processed-gene-12.57-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-12.57&CDS=1-8142	YGL195W
1719	OG0001719	-augustus-gene-12.0-mRNA-1_1&gene=maker-gi|1002316333|dbj|BCKW01000004.1|-augustus-gene-12.0&CDS=1-1512	YBR057C
1720	OG0001720	-processed-gene-12.58-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-12.58&CDS=1-2388	YBR058C
1721	OG0001721	-snap-gene-12.38-mRNA-1_1&gene=maker-gi|1002316333|dbj|BCKW01000004.1|-snap-gene-12.38&CDS=1-3672	YCR011C
1722	OG0001722	-processed-gene-12.46-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-12.46&CDS=1-1917	YHR188C
1723	OG0001723	-processed-gene-12.63-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-12.63&CDS=1-2754	YGR188C
1724	OG0001724	-processed-gene-12.65-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-12.65&CDS=1-936	YER016W
1725	OG0001725	-processed-gene-12.47-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-12.47&CDS=1-1326	YOR123C
1726	OG0001726	-processed-gene-12.82-mRNA-1_1&gene=snap_masked-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-12.82&CDS=1-375	YOR122C
1727	OG0001727	-processed-gene-12.30-mRNA-1_1&gene=augustus_masked-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-12.30&CDS=1-1380	YDR372C
1728	OG0001728	-processed-gene-12.69-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-12.69&CDS=1-3984	YOR124C
1729	OG0001729	-processed-gene-12.50-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-12.50&CDS=1-1413	YDR375C
1730	OG0001730	-processed-gene-12.33-mRNA-1_1&gene=augustus_masked-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-12.33&CDS=1-759	YDR367W
1731	OG0001731	-processed-gene-12.53-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-12.53&CDS=1-1590	YOR119C
1732	OG0001732	-processed-gene-12.73-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-12.73&CDS=1-1926	YOR118W
1733	OG0001733	-processed-gene-12.54-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-12.54&CDS=1-1995	YDR365C
1734	OG0001734	-processed-gene-12.55-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-12.55&CDS=1-639	YHR110W
1735	OG0001735	-processed-gene-13.72-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.72&CDS=1-1347	YHR111W
1736	OG0001736	-processed-gene-13.76-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.76&CDS=1-2193	YDR362C
1737	OG0001737	-processed-gene-13.77-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.77&CDS=1-1128	YHR112C
1738	OG0001738	-processed-gene-13.73-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.73&CDS=1-2802	YML093W
1739	OG0001739	-processed-gene-13.78-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.78&CDS=1-972	YOR130C
1740	OG0001740	-processed-gene-13.79-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.79&CDS=1-315	YDR381C-A
1741	OG0001741	-processed-gene-13.111-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.111&CDS=1-717	YDR381W
1742	OG0001742	-processed-gene-13.81-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.81&CDS=1-3603	YDR060W
1743	OG0001743	-processed-gene-13.83-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.83&CDS=1-2487	YBR083W
1744	OG0001744	-processed-gene-13.84-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.84&CDS=1-312	YBL028C
1745	OG0001745	-processed-gene-13.86-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.86&CDS=1-4599	YPR184W
1746	OG0001746	-processed-gene-13.88-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.88&CDS=1-819	YPL129W
1747	OG0001747	-processed-gene-13.117-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.117&CDS=1-1320	YOR212W
1748	OG0001748	-processed-gene-13.118-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.118&CDS=1-3414	YMR288W
1749	OG0001749	-processed-gene-13.89-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.89&CDS=1-759	YMR200W
1750	OG0001750	-processed-gene-13.119-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.119&CDS=1-1347	YML126C
1751	OG0001751	-processed-gene-13.23-mRNA-1_1&gene=augustus_masked-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.23&CDS=1-2889	YGR187C
1752	OG0001752	-processed-gene-13.123-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.123&CDS=1-1572	YGL078C
1753	OG0001753	-snap-gene-13.145-mRNA-1_1&gene=maker-gi|1002316333|dbj|BCKW01000004.1|-snap-gene-13.145&CDS=1-1182	YGR189C
1754	OG0001754	-processed-gene-13.56-mRNA-1_1&gene=augustus_masked-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.56&CDS=1-2493	YLL005C
1755	OG0001755	-processed-gene-13.96-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.96&CDS=1-777	YPL196W
1756	OG0001756	-processed-gene-13.58-mRNA-1_1&gene=augustus_masked-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.58&CDS=1-1662	YOR070C
1757	OG0001757	-processed-gene-13.129-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.129&CDS=1-1080	YEL046C
1758	OG0001758	-processed-gene-13.134-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.134&CDS=1-2433	YDL106C
1759	OG0001759	-processed-gene-13.99-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.99&CDS=1-1227	YDL105W
1760	OG0001760	-processed-gene-13.66-mRNA-1_1&gene=augustus_masked-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.66&CDS=1-1179	YDL104C
1761	OG0001761	-processed-gene-13.100-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.100&CDS=1-1089	YMR166C
1762	OG0001762	-processed-gene-13.137-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.137&CDS=1-2211	YMR167W
1763	OG0001763	-processed-gene-13.102-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.102&CDS=1-705	YNL168C
1764	OG0001764	-processed-gene-13.138-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.138&CDS=1-1527	YGR091W
1765	OG0001765	-processed-gene-13.103-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.103&CDS=1-3171	YGR094W
1766	OG0001766	-processed-gene-13.139-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.139&CDS=1-666	YGR095C
1767	OG0001767	-processed-gene-13.104-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.104&CDS=1-2250	YHR197W
1768	OG0001768	-processed-gene-13.105-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.105&CDS=1-1680	YPR144C
1769	OG0001769	-processed-gene-13.140-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.140&CDS=1-873	YGR096W
1770	OG0001770	-processed-gene-13.141-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.141&CDS=1-1350	YMR091C
1771	OG0001771	-processed-gene-13.106-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-13.106&CDS=1-1359	YOL052C
1772	OG0001772	-processed-gene-0.71-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-0.71&CDS=1-1692	YNR030W
1773	OG0001773	-processed-gene-0.50-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-0.50&CDS=1-1176	YNR029C
1774	OG0001774	-processed-gene-0.54-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-0.54&CDS=1-381	YER009W
1775	OG0001775	-processed-gene-0.55-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-0.55&CDS=1-336	YDR045C
1776	OG0001776	-processed-gene-0.74-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-0.74&CDS=1-906	YPL004C
1777	OG0001777	-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-0.98&CDS=1-3159	YPL040C
1778	OG0001778	-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-0.116&CDS=1-3639	YIL026C
1779	OG0001779	-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-0.99&CDS=1-1848	YIL023C
1780	OG0001780	-processed-gene-0.81-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-0.81&CDS=1-447	YIL027C
1781	OG0001781	-processed-gene-0.61-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-0.61&CDS=1-810	YIL093C
1782	OG0001782	-processed-gene-0.82-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-0.82&CDS=1-888	YNL024C
1783	OG0001783	-processed-gene-0.83-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-0.83&CDS=1-495	YGR076C
1784	OG0001784	-processed-gene-0.62-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-0.62&CDS=1-1350	YOL140W
1785	OG0001785	-processed-gene-0.84-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-0.84&CDS=1-3540	YNL321W
1786	OG0001786	-processed-gene-0.85-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-0.85&CDS=1-948	YDL015C
1787	OG0001787	-processed-gene-0.63-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-0.63&CDS=1-366	YGR074W
1788	OG0001788	-processed-gene-0.64-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-0.64&CDS=1-648	YOL139C
1789	OG0001789	-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-0.107&CDS=1-2415	YDL122W
1790	OG0001790	-processed-gene-1.5-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-1.5&CDS=1-1371	YOL030W
1791	OG0001791	-processed-gene-1.9-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-1.9&CDS=1-540	YMR009W
1792	OG0001792	-processed-gene-1.11-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-1.11&CDS=1-1563	YPL042C
1793	OG0001793	-processed-gene-1.27-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-1.27&CDS=1-579	YDR248C
1794	OG0001794	-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-1.104&CDS=1-4764	YIL031W
1795	OG0001795	-processed-gene-1.14-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-1.14&CDS=1-1230	YIL022W
1796	OG0001796	-processed-gene-1.16-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-1.16&CDS=1-3600	YGR090W
1797	OG0001797	-processed-gene-1.17-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-1.17&CDS=1-1005	YPR109W
1798	OG0001798	-processed-gene-1.32-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-1.32&CDS=1-1005	YPR110C
1799	OG0001799	-processed-gene-1.22-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-1.22&CDS=1-3720	YGL179C
1800	OG0001800	-processed-gene-1.35-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-1.35&CDS=1-1248	YHR002W
1801	OG0001801	-processed-gene-1.36-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-1.36&CDS=1-1581	YMR135C
1802	OG0001802	-augustus-gene-1.77-mRNA-1_1&gene=maker-gi|1002316334|dbj|BCKW01000003.1|-augustus-gene-1.77&CDS=1-2613	YGL038C
1803	OG0001803	-processed-gene-1.24-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-1.24&CDS=1-630	YAL003W
1804	OG0001804	-processed-gene-2.84-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-2.84&CDS=1-1419	YNL217W
1805	OG0001805	-processed-gene-2.87-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-2.87&CDS=1-1467	YOL061W
1806	OG0001806	-processed-gene-2.102-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-2.102&CDS=1-1971	YDL025C
1807	OG0001807	-processed-gene-2.103-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-2.103&CDS=1-2361	YOL060C
1808	OG0001808	-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-2.43&CDS=1-1140	YKL113C
1809	OG0001809	-processed-gene-2.108-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-2.108&CDS=1-1032	YDL114W
1810	OG0001810	-processed-gene-2.89-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-2.89&CDS=1-1092	YDL115C
1811	OG0001811	-augustus-gene-2.125-mRNA-1_1&gene=maker-gi|1002316334|dbj|BCKW01000003.1|-augustus-gene-2.125&CDS=1-3138	YHR178W
1812	OG0001812	-processed-gene-2.110-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-2.110&CDS=1-3681	YEL031W
1813	OG0001813	-processed-gene-2.92-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-2.92&CDS=1-984	YOL094C
1814	OG0001814	-processed-gene-2.94-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-2.94&CDS=1-1932	YJR045C
1815	OG0001815	-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-2.50&CDS=1-435	YJR044C
1816	OG0001816	-processed-gene-2.111-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-2.111&CDS=1-5310	YDR283C
1817	OG0001817	-processed-gene-2.95-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-2.95&CDS=1-1491	YOR046C
1818	OG0001818	-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-2.67&CDS=1-1851	YDR246W
1819	OG0001819	-processed-gene-2.96-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-2.96&CDS=1-3150	YPL022W
1820	OG0001820	-snap-gene-2.81-mRNA-1_1&gene=maker-gi|1002316334|dbj|BCKW01000003.1|-snap-gene-2.81&CDS=1-3009	YPL016W
1821	OG0001821	-processed-gene-2.115-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-2.115&CDS=1-1065	YDR245W
1822	OG0001822	-processed-gene-2.116-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-2.116&CDS=1-1944	YDR244W
1823	OG0001823	-processed-gene-2.117-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-2.117&CDS=1-1248	YOR209C
1824	OG0001824	-snap-gene-2.82-mRNA-1_1&gene=maker-gi|1002316334|dbj|BCKW01000003.1|-snap-gene-2.82&CDS=1-744	YOR210W
1825	OG0001825	-processed-gene-2.97-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-2.97&CDS=1-2472	YPL126W
1826	OG0001826	-snap-gene-2.78-mRNA-1_1&gene=maker-gi|1002316334|dbj|BCKW01000003.1|-snap-gene-2.78&CDS=1-873	YJL003W
1827	OG0001827	-processed-gene-2.121-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-2.121&CDS=1-1239	YCR086W
1828	OG0001828	-processed-gene-2.101-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-2.101&CDS=1-1767	YJR016C
1829	OG0001829	-processed-gene-3.5-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-3.5&CDS=1-3810	YNL325C
1830	OG0001830	-processed-gene-3.7-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-3.7&CDS=1-711	YOL142W
1831	OG0001831	-processed-gene-3.6-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-3.6&CDS=1-1962	YJL101C
1832	OG0001832	-processed-gene-3.29-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-3.29&CDS=1-1260	YIL084C
1833	OG0001833	-processed-gene-3.30-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-3.30&CDS=1-1452	YLR191W
1834	OG0001834	-processed-gene-3.31-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-3.31&CDS=1-1647	YFR037C
1835	OG0001835	-processed-gene-3.10-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-3.10&CDS=1-2007	YPL194W
1836	OG0001836	-processed-gene-3.32-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-3.32&CDS=1-354	YGL080W
1837	OG0001837	-processed-gene-3.19-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-3.19&CDS=1-1293	YPL193W
1838	OG0001838	-processed-gene-3.33-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-3.33&CDS=1-2088	YGR145W
1839	OG0001839	-processed-gene-3.35-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-3.35&CDS=1-2979	YPL195W
1840	OG0001840	-processed-gene-3.23-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-3.23&CDS=1-240	YGR105W
1841	OG0001841	-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-3.120&CDS=1-279	YJL166W
1842	OG0001842	-processed-gene-3.24-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-3.24&CDS=1-2514	YKL171W
1843	OG0001843	-processed-gene-3.39-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-3.39&CDS=1-2262	YFR038W
1844	OG0001844	-processed-gene-3.40-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-3.40&CDS=1-1800	YJL044C
1845	OG0001845	-processed-gene-3.41-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-3.41&CDS=1-1236	YLR174W
1846	OG0001846	-processed-gene-3.42-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-3.42&CDS=1-339	YPL098C
1847	OG0001847	-processed-gene-3.43-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-3.43&CDS=1-2253	YOR329C
1848	OG0001848	-processed-gene-3.44-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-3.44&CDS=1-3537	YOR330C
1849	OG0001849	-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-3.109&CDS=1-690	YOR332W
1850	OG0001850	-processed-gene-3.28-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-3.28&CDS=1-1629	YOR334W
1851	OG0001851	-processed-gene-4.7-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-4.7&CDS=1-972	YOR340C
1852	OG0001852	-processed-gene-4.8-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-4.8&CDS=1-1038	YAL034W-A
1853	OG0001853	-processed-gene-4.9-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-4.9&CDS=1-1251	YPR133C
1854	OG0001854	-processed-gene-4.10-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-4.10&CDS=1-1434	YGR117C
1855	OG0001855	-processed-gene-4.14-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-4.14&CDS=1-576	YPR131C
1856	OG0001856	-processed-gene-4.134-mRNA-1_1&gene=augustus_masked-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-4.134&CDS=1-1851	YIL021W
1857	OG0001857	-processed-gene-4.36-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-4.36&CDS=1-804	YIL020C
1858	OG0001858	-processed-gene-4.15-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-4.15&CDS=1-726	YIL019W
1859	OG0001859	-processed-gene-4.37-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-4.37&CDS=1-2598	YPR135W
1860	OG0001860	-processed-gene-4.16-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-4.16&CDS=1-1689	YPR137W
1861	OG0001861	-processed-gene-4.17-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-4.17&CDS=1-1794	YPR065W
