	OrthologID	Saccharomyces_cerevisiae	yHAB166_Kazachstania_yakushimaensis
1741	OG0001741	YGR165W	snap_masked-scf7180000044606-processed-gene-0.69-mRNA-1_1&gene=snap_masked-scf7180000044606-processed-gene-0.69&CDS=1-975
1742	OG0001742	YGR167W	genemark-scf7180000044606-processed-gene-0.32-mRNA-1_1&gene=genemark-scf7180000044606-processed-gene-0.32&CDS=1-615
1743	OG0001743	YGR169C	genemark-scf7180000044606-processed-gene-0.21-mRNA-1_1&gene=genemark-scf7180000044606-processed-gene-0.21&CDS=1-1395
1744	OG0001744	YGR170W	augustus_masked-scf7180000044606-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-scf7180000044606-processed-gene-0.99&CDS=1-3519
1745	OG0001745	YGR171C	snap_masked-scf7180000044606-processed-gene-0.54-mRNA-1_1&gene=snap_masked-scf7180000044606-processed-gene-0.54&CDS=1-2253
1746	OG0001746	YGR173W	augustus_masked-scf7180000044606-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-scf7180000044606-processed-gene-0.98&CDS=1-1107
1747	OG0001747	YGR174C	augustus_masked-scf7180000044607-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000044607-processed-gene-0.33&CDS=1-420
1748	OG0001748	YGR175C	genemark-scf7180000044607-processed-gene-0.146-mRNA-1_1&gene=genemark-scf7180000044607-processed-gene-0.146&CDS=1-1473
1749	OG0001749	YGR178C	maker-scf7180000044607-snap-gene-0.6-mRNA-1_1&gene=maker-scf7180000044607-snap-gene-0.6&CDS=1-2238
1750	OG0001750	YGR179C	snap_masked-scf7180000044607-processed-gene-0.89-mRNA-1_1&gene=snap_masked-scf7180000044607-processed-gene-0.89&CDS=1-1059
1751	OG0001751	YGR180C	augustus_masked-scf7180000044607-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000044607-processed-gene-0.36&CDS=1-1038
1752	OG0001752	YGR184C	maker-scf7180000044607-augustus-gene-0.54-mRNA-1_1&gene=maker-scf7180000044607-augustus-gene-0.54&CDS=1-6267
1753	OG0001753	YGR185C	augustus_masked-scf7180000044639-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-2.34&CDS=1-1200
1754	OG0001754	YGR186W	augustus_masked-scf7180000044607-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000044607-processed-gene-0.13&CDS=1-2106
1755	OG0001755	YGR187C	augustus_masked-scf7180000044607-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000044607-processed-gene-0.38&CDS=1-1116
1756	OG0001756	YGR188C	augustus_masked-scf7180000044606-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-scf7180000044606-processed-gene-0.101&CDS=1-3345
1757	OG0001757	YGR189C	genemark-scf7180000044608-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000044608-processed-gene-0.10&CDS=1-1452
1758	OG0001758	YGR191W	augustus_masked-scf7180000044627-processed-gene-3.0-mRNA-1_1&gene=augustus_masked-scf7180000044627-processed-gene-3.0&CDS=1-2664
1759	OG0001759	YGR194C	genemark-scf7180000044627-processed-gene-3.55-mRNA-1_1&gene=genemark-scf7180000044627-processed-gene-3.55&CDS=1-2877
1760	OG0001760	YGR195W	augustus_masked-scf7180000044569-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000044569-processed-gene-0.0&CDS=1-1908
1761	OG0001761	YGR196C	augustus_masked-scf7180000044627-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-scf7180000044627-processed-gene-3.18&CDS=1-2922
1762	OG0001762	YGR199W	snap_masked-scf7180000044627-processed-gene-3.88-mRNA-1_1&gene=snap_masked-scf7180000044627-processed-gene-3.88&CDS=1-2268
1763	OG0001763	YGR201C	augustus_masked-scf7180000044630-processed-gene-1.163-mRNA-1_1&gene=augustus_masked-scf7180000044630-processed-gene-1.163&CDS=1-651
1764	OG0001764	YGR203W	augustus_masked-scf7180000044627-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-scf7180000044627-processed-gene-3.5&CDS=1-459
1765	OG0001765	YGR206W	snap_masked-scf7180000044627-processed-gene-3.92-mRNA-1_1&gene=snap_masked-scf7180000044627-processed-gene-3.92&CDS=1-375
1766	OG0001766	YGR207C	snap_masked-scf7180000044627-processed-gene-3.108-mRNA-1_1&gene=snap_masked-scf7180000044627-processed-gene-3.108&CDS=1-750
1767	OG0001767	YGR208W	augustus_masked-scf7180000044627-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-scf7180000044627-processed-gene-3.7&CDS=1-906
1768	OG0001768	YGR210C	augustus_masked-scf7180000044627-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-scf7180000044627-processed-gene-3.21&CDS=1-1533
1769	OG0001769	YGR211W	augustus_masked-scf7180000044627-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-scf7180000044627-processed-gene-3.8&CDS=1-1407
1770	OG0001770	YGR212W	augustus_masked-scf7180000044627-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-scf7180000044627-processed-gene-3.9&CDS=1-1380
1771	OG0001771	YGR215W	augustus_masked-scf7180000044627-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-scf7180000044627-processed-gene-3.11&CDS=1-327
1772	OG0001772	YGR217W	genemark-scf7180000044627-processed-gene-3.50-mRNA-1_1&gene=genemark-scf7180000044627-processed-gene-3.50&CDS=1-5544
1773	OG0001773	YGR218W	snap_masked-scf7180000044596-processed-gene-0.56-mRNA-1_1&gene=snap_masked-scf7180000044596-processed-gene-0.56&CDS=1-3252
1774	OG0001774	YGR220C	augustus_masked-scf7180000044596-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000044596-processed-gene-0.28&CDS=1-696
1775	OG0001775	YGR223C	augustus_masked-scf7180000044596-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000044596-processed-gene-0.29&CDS=1-1080
1776	OG0001776	YGR224W	augustus_masked-scf7180000044570-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-scf7180000044570-processed-gene-0.76&CDS=1-1806
1777	OG0001777	YGR225W	maker-scf7180000044596-augustus-gene-0.79-mRNA-1_1&gene=maker-scf7180000044596-augustus-gene-0.79&CDS=1-1548
1778	OG0001778	YGR227W	augustus_masked-scf7180000044596-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000044596-processed-gene-0.14&CDS=1-1533
1779	OG0001779	YGR229C	augustus_masked-scf7180000044596-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000044596-processed-gene-0.30&CDS=1-1848
1780	OG0001780	YGR231C	augustus_masked-scf7180000044596-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000044596-processed-gene-0.31&CDS=1-912
1781	OG0001781	YGR232W	augustus_masked-scf7180000044596-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000044596-processed-gene-0.15&CDS=1-690
1782	OG0001782	YGR233C	maker-scf7180000044596-augustus-gene-0.82-mRNA-1_1&gene=maker-scf7180000044596-augustus-gene-0.82&CDS=1-3657
1783	OG0001783	YGR234W	maker-scf7180000044596-augustus-gene-0.80-mRNA-1_1&gene=maker-scf7180000044596-augustus-gene-0.80&CDS=1-1128
1784	OG0001784	YGR237C	snap_masked-scf7180000044596-processed-gene-0.78-mRNA-1_1&gene=snap_masked-scf7180000044596-processed-gene-0.78&CDS=1-2655
1785	OG0001785	YGR239C	snap_masked-scf7180000044617-processed-gene-0.31-mRNA-1_1&gene=snap_masked-scf7180000044617-processed-gene-0.31&CDS=1-894
1786	OG0001786	YGR240C	snap_masked-scf7180000044617-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000044617-processed-gene-0.30&CDS=1-2973
1787	OG0001787	YGR245C	maker-scf7180000044617-snap-gene-0.157-mRNA-1_1&gene=maker-scf7180000044617-snap-gene-0.157&CDS=1-3651
1788	OG0001788	YGR246C	maker-scf7180000044569-snap-gene-0.44-mRNA-1_1&gene=maker-scf7180000044569-snap-gene-0.44&CDS=1-2127
1789	OG0001789	YGR247W	augustus_masked-scf7180000044617-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-scf7180000044617-processed-gene-0.152&CDS=1-627
1790	OG0001790	YGR249W	augustus_masked-scf7180000044617-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-scf7180000044617-processed-gene-0.151&CDS=1-1782
1791	OG0001791	YGR250C	snap_masked-scf7180000044617-processed-gene-0.27-mRNA-1_1&gene=snap_masked-scf7180000044617-processed-gene-0.27&CDS=1-2895
1792	OG0001792	YGR252W	snap_masked-scf7180000044617-processed-gene-0.26-mRNA-1_1&gene=snap_masked-scf7180000044617-processed-gene-0.26&CDS=1-1644
1793	OG0001793	YGR253C	augustus_masked-scf7180000044617-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-scf7180000044617-processed-gene-0.150&CDS=1-783
1794	OG0001794	YGR255C	augustus_masked-scf7180000044595-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000044595-processed-gene-0.17&CDS=1-1719
1795	OG0001795	YGR257C	augustus_masked-scf7180000044617-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-scf7180000044617-processed-gene-0.129&CDS=1-1122
1796	OG0001796	YGR258C	maker-scf7180000044617-snap-gene-0.156-mRNA-1_1&gene=maker-scf7180000044617-snap-gene-0.156&CDS=1-2595
1797	OG0001797	YGR261C	genemark-scf7180000044617-processed-gene-0.77-mRNA-1_1&gene=genemark-scf7180000044617-processed-gene-0.77&CDS=1-3357
1798	OG0001798	YGR264C	maker-scf7180000044648-augustus-gene-4.85-mRNA-1_1&gene=maker-scf7180000044648-augustus-gene-4.85&CDS=1-3729
1799	OG0001799	YGR266W	augustus_masked-scf7180000044617-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-scf7180000044617-processed-gene-0.147&CDS=1-2148
1800	OG0001800	YGR267C	augustus_masked-scf7180000044617-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-scf7180000044617-processed-gene-0.126&CDS=1-765
1801	OG0001801	YGR268C	augustus_masked-scf7180000044617-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-scf7180000044617-processed-gene-0.123&CDS=1-708
1802	OG0001802	YGR271C-A	augustus_masked-scf7180000044617-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-scf7180000044617-processed-gene-0.122&CDS=1-657
1803	OG0001803	YGR271W	maker-scf7180000044617-augustus-gene-0.57-mRNA-1_1&gene=maker-scf7180000044617-augustus-gene-0.57&CDS=1-9807
1804	OG0001804	YGR274C	maker-scf7180000044647-augustus-gene-0.97-mRNA-1_1&gene=maker-scf7180000044647-augustus-gene-0.97&CDS=1-3423
1805	OG0001805	YGR277C	augustus_masked-scf7180000044617-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-scf7180000044617-processed-gene-0.119&CDS=1-921
1806	OG0001806	YGR278W	snap_masked-scf7180000044617-processed-gene-0.42-mRNA-1_1&gene=snap_masked-scf7180000044617-processed-gene-0.42&CDS=1-2058
1807	OG0001807	YGR279C	augustus_masked-scf7180000044617-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-scf7180000044617-processed-gene-0.118&CDS=1-891
1808	OG0001808	YGR280C	genemark-scf7180000044617-processed-gene-0.66-mRNA-1_1&gene=genemark-scf7180000044617-processed-gene-0.66&CDS=1-828
1809	OG0001809	YGR281W	augustus_masked-scf7180000044617-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-scf7180000044617-processed-gene-0.141&CDS=1-4680
1810	OG0001810	YGR282C	augustus_masked-scf7180000044617-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-scf7180000044617-processed-gene-0.116&CDS=1-936
1811	OG0001811	YGR284C	augustus_masked-scf7180000044617-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-scf7180000044617-processed-gene-0.115&CDS=1-933
1812	OG0001812	YGR285C	augustus_masked-scf7180000044647-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000044647-processed-gene-0.26&CDS=1-1293
1813	OG0001813	YGR286C	snap_masked-scf7180000044630-processed-gene-1.106-mRNA-1_1&gene=snap_masked-scf7180000044630-processed-gene-1.106&CDS=1-1095
1814	OG0001814	YHL002W	augustus_masked-scf7180000044644-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-1.96&CDS=1-1335
1815	OG0001815	YHL004W	augustus_masked-scf7180000044573-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-scf7180000044573-processed-gene-0.180&CDS=1-1227
1816	OG0001816	YHL008C	augustus_masked-scf7180000044573-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-scf7180000044573-processed-gene-0.191&CDS=1-2382
1817	OG0001817	YHL009C	augustus_masked-scf7180000044573-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-scf7180000044573-processed-gene-0.157&CDS=1-1515
1818	OG0001818	YHL010C	augustus_masked-scf7180000044573-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-scf7180000044573-processed-gene-0.158&CDS=1-1875
1819	OG0001819	YHL011C	augustus_masked-scf7180000044644-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-0.25&CDS=1-960
1820	OG0001820	YHL013C	augustus_masked-scf7180000044573-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-scf7180000044573-processed-gene-0.159&CDS=1-1002
1821	OG0001821	YHL015W	augustus_masked-scf7180000044573-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-scf7180000044573-processed-gene-0.193&CDS=1-357
1822	OG0001822	YHL016C	augustus_masked-scf7180000044573-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-scf7180000044573-processed-gene-0.161&CDS=1-2190
1823	OG0001823	YHL019C	maker-scf7180000044573-snap-gene-0.134-mRNA-1_1&gene=maker-scf7180000044573-snap-gene-0.134&CDS=1-1605
1824	OG0001824	YHL020C	snap_masked-scf7180000044573-processed-gene-0.91-mRNA-1_1&gene=snap_masked-scf7180000044573-processed-gene-0.91&CDS=1-1464
1825	OG0001825	YHL024W	snap_masked-scf7180000044586-processed-gene-0.59-mRNA-1_1&gene=snap_masked-scf7180000044586-processed-gene-0.59&CDS=1-2319
1826	OG0001826	YHL025W	augustus_masked-scf7180000044598-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000044598-processed-gene-0.14&CDS=1-1359
1827	OG0001827	YHL027W	augustus_masked-scf7180000044598-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000044598-processed-gene-0.36&CDS=1-1641
1828	OG0001828	YHL029C	maker-scf7180000044598-snap-gene-0.38-mRNA-1_1&gene=maker-scf7180000044598-snap-gene-0.38&CDS=1-2223
1829	OG0001829	YHL030W	augustus_masked-scf7180000044553-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000044553-processed-gene-0.11&CDS=1-5640
1830	OG0001830	YHL031C	augustus_masked-scf7180000044553-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000044553-processed-gene-0.16&CDS=1-537
1831	OG0001831	YHL032C	genemark-scf7180000044553-processed-gene-0.25-mRNA-1_1&gene=genemark-scf7180000044553-processed-gene-0.25&CDS=1-2115
1832	OG0001832	YHL034C	augustus_masked-scf7180000044553-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000044553-processed-gene-0.13&CDS=1-897
1833	OG0001833	YHL039W	snap_masked-scf7180000044553-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000044553-processed-gene-0.1&CDS=1-1821
1834	OG0001834	YHL040C	snap_masked-scf7180000044553-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000044553-processed-gene-0.5&CDS=1-1908
1835	OG0001835	YHR001W	augustus_masked-scf7180000044644-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-0.34&CDS=1-1371
1836	OG0001836	YHR001W-A	augustus_masked-scf7180000044644-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-0.31&CDS=1-237
1837	OG0001837	YHR002W	augustus_masked-scf7180000044573-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-scf7180000044573-processed-gene-0.179&CDS=1-1071
1838	OG0001838	YHR005C	augustus_masked-scf7180000044579-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000044579-processed-gene-0.12&CDS=1-1503
1839	OG0001839	YHR007C	augustus_masked-scf7180000044632-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-scf7180000044632-processed-gene-1.26&CDS=1-1689
1840	OG0001840	YHR008C	augustus_masked-scf7180000044632-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-scf7180000044632-processed-gene-1.27&CDS=1-714
1841	OG0001841	YHR011W	augustus_masked-scf7180000044632-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-scf7180000044632-processed-gene-1.12&CDS=1-2151
1842	OG0001842	YHR013C	augustus_masked-scf7180000044632-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-scf7180000044632-processed-gene-1.28&CDS=1-699
1843	OG0001843	YHR018C	augustus_masked-scf7180000044647-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-scf7180000044647-processed-gene-3.23&CDS=1-1386
1844	OG0001844	YHR019C	augustus_masked-scf7180000044647-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-scf7180000044647-processed-gene-3.22&CDS=1-1656
1845	OG0001845	YHR020W	augustus_masked-scf7180000044647-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-scf7180000044647-processed-gene-3.36&CDS=1-2058
1846	OG0001846	YHR023W	maker-scf7180000044630-snap-gene-0.78-mRNA-1_1&gene=maker-scf7180000044630-snap-gene-0.78&CDS=1-5631
1847	OG0001847	YHR024C	augustus_masked-scf7180000044630-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-scf7180000044630-processed-gene-0.89&CDS=1-1443
1848	OG0001848	YHR025W	augustus_masked-scf7180000044630-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-scf7180000044630-processed-gene-0.91&CDS=1-1071
1849	OG0001849	YHR026W	augustus_masked-scf7180000044630-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-scf7180000044630-processed-gene-0.92&CDS=1-630
1850	OG0001850	YHR027C	maker-scf7180000044630-snap-gene-0.79-mRNA-1_1&gene=maker-scf7180000044630-snap-gene-0.79&CDS=1-3108
1851	OG0001851	YHR032W	augustus_masked-scf7180000044639-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-2.29&CDS=1-1908
1852	OG0001852	YHR034C	augustus_masked-scf7180000044639-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-1.35&CDS=1-999
1853	OG0001853	YHR036W	snap_masked-scf7180000044639-processed-gene-2.96-mRNA-1_1&gene=snap_masked-scf7180000044639-processed-gene-2.96&CDS=1-1539
1854	OG0001854	YHR037W	snap_masked-scf7180000044639-processed-gene-2.97-mRNA-1_1&gene=snap_masked-scf7180000044639-processed-gene-2.97&CDS=1-1719
1855	OG0001855	YHR038W	augustus_masked-scf7180000044639-processed-gene-2.1-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-2.1&CDS=1-753
1856	OG0001856	YHR039C	augustus_masked-scf7180000044639-processed-gene-2.3-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-2.3&CDS=1-1206
1857	OG0001857	YHR041C	augustus_masked-scf7180000044639-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-2.4&CDS=1-1455
1858	OG0001858	YHR042W	augustus_masked-scf7180000044639-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-2.5&CDS=1-2160
1859	OG0001859	YHR045W	augustus_masked-scf7180000044639-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-2.6&CDS=1-1662
1860	OG0001860	YHR048W	maker-scf7180000044639-snap-gene-2.40-mRNA-1_1&gene=maker-scf7180000044639-snap-gene-2.40&CDS=1-3057
1861	OG0001861	YHR050W	augustus_masked-scf7180000044639-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-2.9&CDS=1-2943
1862	OG0001862	YHR052W	augustus_masked-scf7180000044639-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-2.10&CDS=1-1041
1863	OG0001863	YHR058C	augustus_masked-scf7180000044639-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-1.19&CDS=1-900
1864	OG0001864	YHR059W	augustus_masked-scf7180000044639-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-1.34&CDS=1-357
1865	OG0001865	YHR062C	snap_masked-scf7180000044639-processed-gene-1.56-mRNA-1_1&gene=snap_masked-scf7180000044639-processed-gene-1.56&CDS=1-882
1866	OG0001866	YHR063C	snap_masked-scf7180000044639-processed-gene-1.54-mRNA-1_1&gene=snap_masked-scf7180000044639-processed-gene-1.54&CDS=1-1128
1867	OG0001867	YHR064C	snap_masked-scf7180000044639-processed-gene-1.52-mRNA-1_1&gene=snap_masked-scf7180000044639-processed-gene-1.52&CDS=1-1605
1868	OG0001868	YHR065C	maker-scf7180000044639-augustus-gene-1.77-mRNA-1_1&gene=maker-scf7180000044639-augustus-gene-1.77&CDS=1-2193
1869	OG0001869	YHR067W	augustus_masked-scf7180000044639-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-1.32&CDS=1-480
1870	OG0001870	YHR068W	genemark-scf7180000044595-processed-gene-1.47-mRNA-1_1&gene=genemark-scf7180000044595-processed-gene-1.47&CDS=1-1167
1871	OG0001871	YHR069C	snap_masked-scf7180000044639-processed-gene-1.49-mRNA-1_1&gene=snap_masked-scf7180000044639-processed-gene-1.49&CDS=1-1089
1872	OG0001872	YHR070W	maker-scf7180000044595-snap-gene-1.124-mRNA-1_1&gene=maker-scf7180000044595-snap-gene-1.124&CDS=1-1548
1873	OG0001873	YHR071W	augustus_masked-scf7180000044595-processed-gene-1.163-mRNA-1_1&gene=augustus_masked-scf7180000044595-processed-gene-1.163&CDS=1-747
1874	OG0001874	YHR072W	snap_masked-scf7180000044639-processed-gene-1.72-mRNA-1_1&gene=snap_masked-scf7180000044639-processed-gene-1.72&CDS=1-2211
1875	OG0001875	YHR073W	snap_masked-scf7180000044639-processed-gene-1.71-mRNA-1_1&gene=snap_masked-scf7180000044639-processed-gene-1.71&CDS=1-2850
1876	OG0001876	YHR074W	augustus_masked-scf7180000044639-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-1.30&CDS=1-2139
1877	OG0001877	YHR075C	augustus_masked-scf7180000044639-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-1.14&CDS=1-1179
1878	OG0001878	YHR076W	augustus_masked-scf7180000044639-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-1.29&CDS=1-1152
