	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034988_Candida_fructus
2129	OG0002129	YKL191W	augustus_masked-flattened_line_0-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.130&CDS=1-1815
2130	OG0002130	YKL192C	augustus_masked-flattened_line_28-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.148&CDS=1-348
2131	OG0002131	YKL193C	augustus_masked-flattened_line_40-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.1&CDS=1-1086
2132	OG0002132	YKL194C	augustus_masked-flattened_line_44-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.67&CDS=1-1359
2133	OG0002133	YKL195W	augustus_masked-flattened_line_44-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.65&CDS=1-693
2134	OG0002134	YKL196C	augustus_masked-flattened_line_44-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.64&CDS=1-597
2135	OG0002135	YKL197C	augustus_masked-flattened_line_20-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.116&CDS=1-3246
2136	OG0002136	YKL203C	augustus_masked-flattened_line_34-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.38&CDS=1-7383
2137	OG0002137	YKL205W	augustus_masked-flattened_line_165-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_165-processed-gene-0.2&CDS=1-2958
2138	OG0002138	YKL206C	augustus_masked-flattened_line_103-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_103-processed-gene-0.3&CDS=1-765
2139	OG0002139	YKL207W	genemark-flattened_line_20-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.56&CDS=1-762
2140	OG0002140	YKL209C	augustus_masked-flattened_line_30-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.12&CDS=1-3756
2141	OG0002141	YKL210W	augustus_masked-flattened_line_30-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.30&CDS=1-3042
2142	OG0002142	YKL211C	augustus_masked-flattened_line_71-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.157&CDS=1-1506
2143	OG0002143	YKL212W	augustus_masked-flattened_line_71-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.155&CDS=1-1827
2144	OG0002144	YKL213C	augustus_masked-flattened_line_71-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.126&CDS=1-2211
2145	OG0002145	YKL215C	maker-flattened_line_155-augustus-gene-0.17-mRNA-1_1&gene=maker-flattened_line_155-augustus-gene-0.17&CDS=1-6048
2146	OG0002146	YKL216W	augustus_masked-flattened_line_151-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_151-processed-gene-0.44&CDS=1-1272
2147	OG0002147	YKL221W	maker-flattened_line_30-snap-gene-1.52-mRNA-1_1&gene=maker-flattened_line_30-snap-gene-1.52&CDS=1-3006
2148	OG0002148	YKR001C	augustus_masked-flattened_line_0-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.115&CDS=1-2064
2149	OG0002149	YKR002W	augustus_masked-flattened_line_4-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.127&CDS=1-459
2150	OG0002150	YKR008W	augustus_masked-flattened_line_6-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.106&CDS=1-1698
2151	OG0002151	YKR009C	augustus_masked-flattened_line_48-processed-gene-0.220-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.220&CDS=1-2718
2152	OG0002152	YKR014C	augustus_masked-flattened_line_105-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_105-processed-gene-0.80&CDS=1-636
2153	OG0002153	YKR016W	augustus_masked-flattened_line_105-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_105-processed-gene-0.109&CDS=1-1719
2154	OG0002154	YKR017C	augustus_masked-flattened_line_6-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.101&CDS=1-1722
2155	OG0002155	YKR023W	augustus_masked-flattened_line_105-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_105-processed-gene-0.82&CDS=1-1542
2156	OG0002156	YKR024C	augustus_masked-flattened_line_6-processed-gene-2.151-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.151&CDS=1-2268
2157	OG0002157	YKR025W	augustus_masked-flattened_line_6-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.150&CDS=1-783
2158	OG0002158	YKR026C	augustus_masked-flattened_line_20-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.100&CDS=1-921
2159	OG0002159	YKR030W	augustus_masked-flattened_line_44-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.1&CDS=1-867
2160	OG0002160	YKR031C	augustus_masked-flattened_line_10-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.128&CDS=1-5763
2161	OG0002161	YKR034W	augustus_masked-flattened_line_111-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_111-processed-gene-0.79&CDS=1-1707
2162	OG0002162	YKR035W-A	augustus_masked-flattened_line_24-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.46&CDS=1-597
2163	OG0002163	YKR038C	augustus_masked-flattened_line_65-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.147&CDS=1-1116
2164	OG0002164	YKR043C	augustus_masked-flattened_line_83-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_83-processed-gene-0.17&CDS=1-714
2165	OG0002165	YKR048C	augustus_masked-flattened_line_26-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.126&CDS=1-1209
2166	OG0002166	YKR050W	augustus_masked-flattened_line_16-processed-gene-1.236-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.236&CDS=1-2475
2167	OG0002167	YKR051W	augustus_masked-flattened_line_18-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.25&CDS=1-1500
2168	OG0002168	YKR054C	augustus_masked-flattened_line_42-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.179&CDS=1-12525
2169	OG0002169	YKR056W	augustus_masked-flattened_line_67-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_67-processed-gene-0.44&CDS=1-1641
2170	OG0002170	YKR060W	augustus_masked-flattened_line_46-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.179&CDS=1-840
2171	OG0002171	YKR062W	augustus_masked-flattened_line_71-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.143&CDS=1-822
2172	OG0002172	YKR065C	augustus_masked-flattened_line_30-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.21&CDS=1-537
2173	OG0002173	YKR066C	augustus_masked-flattened_line_30-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.1&CDS=1-1005
2174	OG0002174	YKR068C	maker-flattened_line_57-augustus-gene-0.139-mRNA-1_1&gene=maker-flattened_line_57-augustus-gene-0.139&CDS=1-573
2175	OG0002175	YKR069W	augustus_masked-flattened_line_57-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_57-processed-gene-0.39&CDS=1-1590
2176	OG0002176	YKR070W	augustus_masked-flattened_line_57-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_57-processed-gene-0.38&CDS=1-1122
2177	OG0002177	YKR071C	augustus_masked-flattened_line_91-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_91-processed-gene-0.75&CDS=1-990
2178	OG0002178	YKR072C	augustus_masked-flattened_line_99-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_99-processed-gene-0.73&CDS=1-1323
2179	OG0002179	YKR074W	augustus_masked-flattened_line_0-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.125&CDS=1-447
2180	OG0002180	YKR079C	augustus_masked-flattened_line_71-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.137&CDS=1-3300
2181	OG0002181	YKR080W	augustus_masked-flattened_line_18-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.6&CDS=1-951
2182	OG0002182	YKR081C	augustus_masked-flattened_line_0-processed-gene-2.145-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.145&CDS=1-957
2183	OG0002183	YKR082W	augustus_masked-flattened_line_0-processed-gene-2.144-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.144&CDS=1-3480
2184	OG0002184	YKR083C	augustus_masked-flattened_line_0-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.119&CDS=1-357
2185	OG0002185	YKR084C	maker-flattened_line_8-augustus-gene-1.38-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-1.38&CDS=1-2346
2186	OG0002186	YKR085C	augustus_masked-flattened_line_91-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_91-processed-gene-0.73&CDS=1-540
2187	OG0002187	YKR087C	augustus_masked-flattened_line_18-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.44&CDS=1-978
2188	OG0002188	YKR088C	augustus_masked-flattened_line_24-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.0&CDS=1-975
2189	OG0002189	YKR090W	augustus_masked-flattened_line_24-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.3&CDS=1-1740
2190	OG0002190	YKR092C	augustus_masked-flattened_line_91-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_91-processed-gene-0.81&CDS=1-1023
2191	OG0002191	YKR093W	augustus_masked-flattened_line_38-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.56&CDS=1-1731
2192	OG0002192	YKR097W	augustus_masked-flattened_line_75-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_75-processed-gene-0.104&CDS=1-1656
2193	OG0002193	YKR099W	augustus_masked-flattened_line_18-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.7&CDS=1-2262
2194	OG0002194	YLL001W	augustus_masked-flattened_line_30-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.29&CDS=1-2472
2195	OG0002195	YLL002W	augustus_masked-flattened_line_69-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_69-processed-gene-0.11&CDS=1-1467
2196	OG0002196	YLL004W	augustus_masked-flattened_line_109-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_109-processed-gene-0.80&CDS=1-2226
2197	OG0002197	YLL006W	augustus_masked-flattened_line_61-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.36&CDS=1-993
2198	OG0002198	YLL007C	augustus_masked-flattened_line_4-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.102&CDS=1-1986
2199	OG0002199	YLL008W	augustus_masked-flattened_line_4-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.103&CDS=1-2142
2200	OG0002200	YLL011W	augustus_masked-flattened_line_38-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.8&CDS=1-1398
2201	OG0002201	YLL013C	augustus_masked-flattened_line_81-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_81-processed-gene-0.24&CDS=1-2391
2202	OG0002202	YLL014W	snap_masked-flattened_line_4-processed-gene-1.62-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.62&CDS=1-315
2203	OG0002203	YLL018C	augustus_masked-flattened_line_0-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.128&CDS=1-1674
2204	OG0002204	YLL018C-A	augustus_masked-flattened_line_40-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.81&CDS=1-318
2205	OG0002205	YLL019C	augustus_masked-flattened_line_40-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.80&CDS=1-1935
2206	OG0002206	YLL021W	augustus_masked-flattened_line_34-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.41&CDS=1-3771
2207	OG0002207	YLL026W	augustus_masked-flattened_line_57-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_57-processed-gene-0.19&CDS=1-2673
2208	OG0002208	YLL027W	augustus_masked-flattened_line_77-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_77-processed-gene-0.32&CDS=1-777
2209	OG0002209	YLL028W	augustus_masked-flattened_line_10-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.20&CDS=1-1743
2210	OG0002210	YLL029W	augustus_masked-flattened_line_77-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_77-processed-gene-0.33&CDS=1-2103
2211	OG0002211	YLL031C	augustus_masked-flattened_line_6-processed-gene-2.143-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.143&CDS=1-3054
2212	OG0002212	YLL032C	augustus_masked-flattened_line_61-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.53&CDS=1-2544
2213	OG0002213	YLL034C	augustus_masked-flattened_line_48-processed-gene-0.226-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.226&CDS=1-2451
2214	OG0002214	YLL035W	augustus_masked-flattened_line_189-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_189-processed-gene-0.1&CDS=1-1779
2215	OG0002215	YLL036C	augustus_masked-flattened_line_10-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.44&CDS=1-1437
2216	OG0002216	YLL040C	augustus_masked-flattened_line_137-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_137-processed-gene-0.36&CDS=1-9285
2217	OG0002217	YLL041C	snap_masked-flattened_line_8-processed-gene-1.104-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.104&CDS=1-777
2218	OG0002218	YLL048C	augustus_masked-flattened_line_61-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.45&CDS=1-4896
2219	OG0002219	YLL050C	snap_masked-flattened_line_63-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.33&CDS=1-420
2220	OG0002220	YLL055W	augustus_masked-flattened_line_38-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.57&CDS=1-1593
2221	OG0002221	YLL056C	augustus_masked-flattened_line_95-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_95-processed-gene-0.21&CDS=1-1044
2222	OG0002222	YLL057C	augustus_masked-flattened_line_77-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_77-processed-gene-0.7&CDS=1-1164
2223	OG0002223	YLR001C	genemark-flattened_line_187-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_187-processed-gene-0.3&CDS=1-3009
2224	OG0002224	YLR002C	augustus_masked-flattened_line_6-processed-gene-2.192-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.192&CDS=1-2094
2225	OG0002225	YLR003C	augustus_masked-flattened_line_10-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.104&CDS=1-873
2226	OG0002226	YLR005W	augustus_masked-flattened_line_22-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.75&CDS=1-1455
2227	OG0002227	YLR006C	genemark-flattened_line_20-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.65&CDS=1-1077
2228	OG0002228	YLR008C	augustus_masked-flattened_line_61-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.39&CDS=1-465
2229	OG0002229	YLR009W	augustus_masked-flattened_line_61-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.15&CDS=1-570
2230	OG0002230	YLR015W	augustus_masked-flattened_line_8-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.3&CDS=1-1182
2231	OG0002231	YLR017W	augustus_masked-flattened_line_109-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_109-processed-gene-0.69&CDS=1-999
2232	OG0002232	YLR019W	augustus_masked-flattened_line_38-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.7&CDS=1-1005
2233	OG0002233	YLR022C	augustus_masked-flattened_line_4-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.1&CDS=1-756
2234	OG0002234	YLR023C	snap_masked-flattened_line_0-processed-gene-4.71-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.71&CDS=1-1779
2235	OG0002235	YLR025W	maker-flattened_line_44-augustus-gene-0.171-mRNA-1_1&gene=maker-flattened_line_44-augustus-gene-0.171&CDS=1-1593
2236	OG0002236	YLR032W	snap_masked-flattened_line_50-processed-gene-0.152-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.152&CDS=1-3405
2237	OG0002237	YLR033W	augustus_masked-flattened_line_50-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.6&CDS=1-1575
2238	OG0002238	YLR034C	augustus_masked-flattened_line_50-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.46&CDS=1-1551
2239	OG0002239	YLR038C	augustus_masked-flattened_line_91-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_91-processed-gene-0.101&CDS=1-252
2240	OG0002240	YLR039C	snap_masked-flattened_line_44-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.116&CDS=1-2409
2241	OG0002241	YLR045C	augustus_masked-flattened_line_30-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.34&CDS=1-2457
2242	OG0002242	YLR047C	augustus_masked-flattened_line_71-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.128&CDS=1-2118
2243	OG0002243	YLR050C	augustus_masked-flattened_line_44-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.57&CDS=1-519
2244	OG0002244	YLR051C	augustus_masked-flattened_line_12-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.19&CDS=1-597
2245	OG0002245	YLR055C	augustus_masked-flattened_line_117-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_117-processed-gene-0.82&CDS=1-1875
2246	OG0002246	YLR056W	augustus_masked-flattened_line_52-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.184&CDS=1-1095
2247	OG0002247	YLR059C	augustus_masked-flattened_line_44-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.17&CDS=1-939
2248	OG0002248	YLR060W	augustus_masked-flattened_line_34-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.19&CDS=1-1767
2249	OG0002249	YLR063W	augustus_masked-flattened_line_34-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.1&CDS=1-1002
2250	OG0002250	YLR064W	augustus_masked-flattened_line_67-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_67-processed-gene-0.31&CDS=1-819
2251	OG0002251	YLR065C	augustus_masked-flattened_line_67-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_67-processed-gene-0.30&CDS=1-531
2252	OG0002252	YLR066W	augustus_masked-flattened_line_32-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.86&CDS=1-798
2253	OG0002253	YLR067C	augustus_masked-flattened_line_32-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.73&CDS=1-3234
2254	OG0002254	YLR069C	augustus_masked-flattened_line_32-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.88&CDS=1-2289
2255	OG0002255	YLR071C	augustus_masked-flattened_line_26-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.116&CDS=1-3003
2256	OG0002256	YLR074C	augustus_masked-flattened_line_93-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_93-processed-gene-0.1&CDS=1-477
2257	OG0002257	YLR075W	augustus_masked-flattened_line_93-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_93-processed-gene-0.17&CDS=1-660
