	OrthologID	Lachancea_lanzarotensis	Saccharomyces_cerevisiae
1775	OG0001775	snap_masked-LN736363.1-processed-gene-3.112-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.112&CDS=1-1386	YPL054W
1776	OG0001776	snap_masked-LN736363.1-processed-gene-3.114-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.114&CDS=1-2244	YBR156C
1777	OG0001777	snap_masked-LN736363.1-processed-gene-3.137-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.137&CDS=1-1122	YBR155W
1778	OG0001778	augustus_masked-LN736363.1-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-3.66&CDS=1-546	YPL052W
1779	OG0001779	snap_masked-LN736363.1-processed-gene-3.116-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.116&CDS=1-411	YDR482C
1780	OG0001780	snap_masked-LN736363.1-processed-gene-3.117-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.117&CDS=1-591	YPL051W
1781	OG0001781	snap_masked-LN736363.1-processed-gene-3.118-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.118&CDS=1-1629	YDR481C
1782	OG0001782	snap_masked-LN736363.1-processed-gene-3.139-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.139&CDS=1-1182	YPL050C
1783	OG0001783	snap_masked-LN736363.1-processed-gene-3.140-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.140&CDS=1-1200	YPL049C
1784	OG0001784	snap_masked-LN736363.1-processed-gene-3.121-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.121&CDS=1-1209	YDR255C
1785	OG0001785	snap_masked-LN736363.1-processed-gene-3.141-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.141&CDS=1-291	YPL046C
1786	OG0001786	snap_masked-LN736363.1-processed-gene-3.122-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.122&CDS=1-2400	YPL045W
1787	OG0001787	snap_masked-LN736363.1-processed-gene-3.142-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.142&CDS=1-1143	YDR254W
1788	OG0001788	snap_masked-LN736363.1-processed-gene-3.123-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.123&CDS=1-2121	YPL043W
1789	OG0001789	snap_masked-LN736363.1-processed-gene-4.52-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-4.52&CDS=1-1698	YPL042C
1790	OG0001790	maker-LN736363.1-augustus-gene-4.49-mRNA-1_1&gene=maker-LN736363.1-augustus-gene-4.49&CDS=1-3495	YPL040C
1791	OG0001791	snap_masked-LN736363.1-processed-gene-4.51-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-4.51&CDS=1-669	YDR253C
1792	OG0001792	snap_masked-LN736363.1-processed-gene-4.55-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-4.55&CDS=1-480	YPL037C
1793	OG0001793	augustus_masked-LN736363.1-processed-gene-4.103-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-4.103&CDS=1-2694	YPL032C
1794	OG0001794	augustus_masked-LN736363.1-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-4.104&CDS=1-1110	YDR249C
1795	OG0001795	maker-LN736363.1-snap-gene-4.98-mRNA-1_1&gene=maker-LN736363.1-snap-gene-4.98&CDS=1-906	YPL031C
1796	OG0001796	augustus_masked-LN736363.1-processed-gene-4.105-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-4.105&CDS=1-1590	YPL030W
1797	OG0001797	augustus_masked-LN736363.1-processed-gene-4.106-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-4.106&CDS=1-3399	YPL029W
1798	OG0001798	snap_masked-LN736363.1-processed-gene-4.61-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-4.61&CDS=1-558	YDR248C
1799	OG0001799	snap_masked-LN736363.1-processed-gene-4.80-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-4.80&CDS=1-1371	YPL026C
1800	OG0001800	snap_masked-LN736363.1-processed-gene-4.82-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-4.82&CDS=1-588	YDR246W
1801	OG0001801	snap_masked-LN736363.1-processed-gene-4.62-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-4.62&CDS=1-672	YPL024W
1802	OG0001802	snap_masked-LN736363.1-processed-gene-4.83-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-4.83&CDS=1-1923	YPL023C
1803	OG0001803	augustus_masked-LN736363.1-processed-gene-4.109-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-4.109&CDS=1-708	YBR165W
1804	OG0001804	snap_masked-LN736363.1-processed-gene-4.84-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-4.84&CDS=1-1335	YBR166C
1805	OG0001805	snap_masked-LN736363.1-processed-gene-4.64-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-4.64&CDS=1-615	YIR032C
1806	OG0001806	augustus_masked-LN736363.1-processed-gene-4.111-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-4.111&CDS=1-546	YPL108W
1807	OG0001807	snap_masked-LN736363.1-processed-gene-4.85-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-4.85&CDS=1-408	YBR167C
1808	OG0001808	augustus_masked-LN736363.1-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-4.112&CDS=1-1170	YBR168W
1809	OG0001809	augustus_masked-LN736363.1-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-4.113&CDS=1-678	YPL107W
1810	OG0001810	snap_masked-LN736363.1-processed-gene-4.86-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-4.86&CDS=1-2085	YPL106C
1811	OG0001811	snap_masked-LN736363.1-processed-gene-4.87-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-4.87&CDS=1-1746	YBR170C
1812	OG0001812	snap_masked-LN736363.1-processed-gene-4.68-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-4.68&CDS=1-615	YBR171W
1813	OG0001813	snap_masked-LN736363.1-processed-gene-4.89-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-4.89&CDS=1-2391	YPL105C
1814	OG0001814	snap_masked-LN736363.1-processed-gene-4.90-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-4.90&CDS=1-453	YBR173C
1815	OG0001815	augustus_masked-LN736363.1-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-4.115&CDS=1-2805	YPL104W
1816	OG0001816	snap_masked-LN736363.1-processed-gene-4.71-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-4.71&CDS=1-3450	YDR216W
1817	OG0001817	augustus_masked-LN736363.1-processed-gene-4.137-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-4.137&CDS=1-3297	YDR217C
1818	OG0001818	snap_masked-LN736363.1-processed-gene-4.72-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-4.72&CDS=1-1509	YLR227C
1819	OG0001819	snap_masked-LN736363.1-processed-gene-4.93-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-4.93&CDS=1-1149	YLR226W
1820	OG0001820	augustus_masked-LN736363.1-processed-gene-4.139-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-4.139&CDS=1-1227	YDR219C
1821	OG0001821	snap_masked-LN736363.1-processed-gene-4.73-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-4.73&CDS=1-1995	YDR221W
1822	OG0001822	snap_masked-LN736363.1-processed-gene-4.74-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-4.74&CDS=1-2940	YLR223C
1823	OG0001823	snap_masked-LN736363.1-processed-gene-4.75-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-4.75&CDS=1-2487	YLR222C
1824	OG0001824	snap_masked-LN736363.1-processed-gene-4.76-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-4.76&CDS=1-606	YLR221C
1825	OG0001825	snap_masked-LN736363.1-processed-gene-4.95-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-4.95&CDS=1-903	YLR220W
1826	OG0001826	augustus_masked-LN736363.1-processed-gene-4.142-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-4.142&CDS=1-2136	YLR219W
1827	OG0001827	snap_masked-LN736363.1-processed-gene-5.0-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-5.0&CDS=1-681	YDR226W
1828	OG0001828	snap_masked-LN736363.1-processed-gene-5.1-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-5.1&CDS=1-5040	YDR227W
1829	OG0001829	snap_masked-LN736363.1-processed-gene-5.3-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-5.3&CDS=1-1728	YDR228C
1830	OG0001830	snap_masked-LN736363.1-processed-gene-5.2-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-5.2&CDS=1-894	YDL198C
1831	OG0001831	snap_masked-LN736363.1-processed-gene-5.29-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-5.29&CDS=1-849	YDL201W
1832	OG0001832	snap_masked-LN736363.1-processed-gene-5.30-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-5.30&CDS=1-681	YDL202W
1833	OG0001833	snap_masked-LN736363.1-processed-gene-5.6-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-5.6&CDS=1-1293	YDR229W
1834	OG0001834	snap_masked-LN736363.1-processed-gene-5.31-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-5.31&CDS=1-552	YDR231C
1835	OG0001835	genemark-LN736363.1-processed-gene-5.53-mRNA-1_1&gene=genemark-LN736363.1-processed-gene-5.53&CDS=1-1827	YDL203C
1836	OG0001836	snap_masked-LN736363.1-processed-gene-5.8-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-5.8&CDS=1-1689	YDR232W
1837	OG0001837	snap_masked-LN736363.1-processed-gene-5.32-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-5.32&CDS=1-810	YDR233C
1838	OG0001838	snap_masked-LN736363.1-processed-gene-5.10-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-5.10&CDS=1-2058	YDR234W
1839	OG0001839	snap_masked-LN736363.1-processed-gene-5.11-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-5.11&CDS=1-990	YDL205C
1840	OG0001840	snap_masked-LN736363.1-processed-gene-5.12-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-5.12&CDS=1-1590	YDR235W
1841	OG0001841	augustus_masked-LN736363.1-processed-gene-5.118-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-5.118&CDS=1-1749	YDL206W
1842	OG0001842	maker-LN736363.1-snap-gene-5.130-mRNA-1_1&gene=maker-LN736363.1-snap-gene-5.130&CDS=1-2187	YDL207W
1843	OG0001843	snap_masked-LN736363.1-processed-gene-5.13-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-5.13&CDS=1-870	YDR237W
1844	OG0001844	snap_masked-LN736363.1-processed-gene-5.35-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-5.35&CDS=1-2913	YDR238C
1845	OG0001845	augustus_masked-LN736363.1-processed-gene-5.121-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-5.121&CDS=1-2106	YDR239C
1846	OG0001846	augustus_masked-LN736363.1-processed-gene-5.122-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-5.122&CDS=1-1377	YDR240C
1847	OG0001847	snap_masked-LN736363.1-processed-gene-5.38-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-5.38&CDS=1-447	YDL208W
1848	OG0001848	augustus_masked-LN736363.1-processed-gene-5.103-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-5.103&CDS=1-675	YKL159C
1849	OG0001849	snap_masked-LN736363.1-processed-gene-5.16-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-5.16&CDS=1-447	YHR051W
1850	OG0001850	snap_masked-LN736363.1-processed-gene-5.39-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-5.39&CDS=1-570	YKL160W
1851	OG0001851	snap_masked-LN736363.1-processed-gene-5.17-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-5.17&CDS=1-1251	YHR052W
1852	OG0001852	snap_masked-LN736363.1-processed-gene-5.21-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-5.21&CDS=1-1575	YHR030C
1853	OG0001853	snap_masked-LN736363.1-processed-gene-5.23-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-5.23&CDS=1-2928	YHR027C
1854	OG0001854	snap_masked-LN736363.1-processed-gene-5.41-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-5.41&CDS=1-636	YHR026W
1855	OG0001855	snap_masked-LN736363.1-processed-gene-5.42-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-5.42&CDS=1-1101	YHR025W
1856	OG0001856	snap_masked-LN736363.1-processed-gene-5.25-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-5.25&CDS=1-1473	YHR024C
1857	OG0001857	snap_masked-LN736363.1-processed-gene-5.27-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-5.27&CDS=1-1161	YHR022C
1858	OG0001858	snap_masked-LN736363.1-processed-gene-5.44-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-5.44&CDS=1-2058	YKL155C
1859	OG0001859	maker-LN736363.1-snap-gene-6.37-mRNA-1_1&gene=maker-LN736363.1-snap-gene-6.37&CDS=1-780	YKL154W
1860	OG0001860	snap_masked-LN736363.1-processed-gene-6.41-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-6.41&CDS=1-4959	YJL039C
1861	OG0001861	snap_masked-LN736363.1-processed-gene-6.42-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-6.42&CDS=1-2280	YJL041W
1862	OG0001862	snap_masked-LN736363.1-processed-gene-6.43-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-6.43&CDS=1-4059	YJL042W
1863	OG0001863	augustus_masked-LN736363.1-processed-gene-6.2-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-6.2&CDS=1-1149	YJL044C
1864	OG0001864	snap_masked-LN736363.1-processed-gene-6.60-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-6.60&CDS=1-744	YKL152C
1865	OG0001865	snap_masked-LN736363.1-processed-gene-6.61-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-6.61&CDS=1-954	YKL151C
1866	OG0001866	augustus_masked-LN736363.1-processed-gene-6.3-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-6.3&CDS=1-876	YKL150W
1867	OG0001867	maker-LN736363.1-snap-gene-6.38-mRNA-1_1&gene=maker-LN736363.1-snap-gene-6.38&CDS=1-1335	YKL145W
1868	OG0001868	snap_masked-LN736363.1-processed-gene-6.66-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-6.66&CDS=1-633	YKL144C
1869	OG0001869	snap_masked-LN736363.1-processed-gene-6.46-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-6.46&CDS=1-1452	YKL143W
1870	OG0001870	snap_masked-LN736363.1-processed-gene-6.47-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-6.47&CDS=1-660	YKL142W
1871	OG0001871	maker-LN736363.1-augustus-gene-6.86-mRNA-1_1&gene=maker-LN736363.1-augustus-gene-6.86&CDS=1-3588	YJL008C
1872	OG0001872	snap_masked-LN736363.1-processed-gene-6.48-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-6.48&CDS=1-2424	YJL029C
1873	OG0001873	snap_masked-LN736363.1-processed-gene-6.69-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-6.69&CDS=1-627	YJL030W
1874	OG0001874	augustus_masked-LN736363.1-processed-gene-6.8-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-6.8&CDS=1-996	YJL031C
1875	OG0001875	snap_masked-LN736363.1-processed-gene-6.70-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-6.70&CDS=1-969	YJL006C
1876	OG0001876	snap_masked-LN736363.1-processed-gene-6.71-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-6.71&CDS=1-2349	YJL033W
1877	OG0001877	snap_masked-LN736363.1-processed-gene-6.50-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-6.50&CDS=1-648	YLR016C
1878	OG0001878	snap_masked-LN736363.1-processed-gene-6.51-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-6.51&CDS=1-750	YJL035C
1879	OG0001879	snap_masked-LN736363.1-processed-gene-6.73-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-6.73&CDS=1-1269	YJL036W
1880	OG0001880	snap_masked-LN736363.1-processed-gene-6.74-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-6.74&CDS=1-1386	YLR015W
1881	OG0001881	snap_masked-LN736363.1-processed-gene-6.52-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-6.52&CDS=1-2712	YLR014C
1882	OG0001882	snap_masked-LN736363.1-processed-gene-6.53-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-6.53&CDS=1-975	YOR100C
1883	OG0001883	snap_masked-LN736363.1-processed-gene-6.78-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-6.78&CDS=1-567	YOR096W
1884	OG0001884	snap_masked-LN736363.1-processed-gene-6.55-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-6.55&CDS=1-768	YOR095C
1885	OG0001885	augustus_masked-LN736363.1-processed-gene-6.34-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-6.34&CDS=1-552	YOR094W
1886	OG0001886	genemark-LN736363.1-processed-gene-6.107-mRNA-1_1&gene=genemark-LN736363.1-processed-gene-6.107&CDS=1-6549	YOR093C
1887	OG0001887	snap_masked-LN736363.1-processed-gene-6.58-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-6.58&CDS=1-1746	YNL094W
1888	OG0001888	snap_masked-LN736363.1-processed-gene-6.80-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-6.80&CDS=1-1026	YOR091W
1889	OG0001889	snap_masked-LN736363.1-processed-gene-6.59-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-6.59&CDS=1-1353	YOR090C
1890	OG0001890	snap_masked-LN736363.1-processed-gene-6.81-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-6.81&CDS=1-2025	YOR087W
1891	OG0001891	snap_masked-LN736363.1-processed-gene-7.3-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-7.3&CDS=1-4389	YNL088W
1892	OG0001892	augustus_masked-LN736363.1-processed-gene-7.86-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-7.86&CDS=1-3777	YOR086C
1893	OG0001893	snap_masked-LN736363.1-processed-gene-7.6-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-7.6&CDS=1-1050	YOR085W
1894	OG0001894	snap_masked-LN736363.1-processed-gene-7.7-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-7.7&CDS=1-2397	YNL085W
1895	OG0001895	snap_masked-LN736363.1-processed-gene-7.8-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-7.8&CDS=1-1584	YIL142W
1896	OG0001896	snap_masked-LN736363.1-processed-gene-7.27-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-7.27&CDS=1-1119	YNL084C
1897	OG0001897	snap_masked-LN736363.1-processed-gene-7.9-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-7.9&CDS=1-2487	YIL140W
1898	OG0001898	snap_masked-LN736363.1-processed-gene-7.10-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-7.10&CDS=1-1545	YNL083W
1899	OG0001899	snap_masked-LN736363.1-processed-gene-7.29-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-7.29&CDS=1-717	YIL139C
1900	OG0001900	snap_masked-LN736363.1-processed-gene-7.11-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-7.11&CDS=1-2703	YNL082W
1901	OG0001901	augustus_masked-LN736363.1-processed-gene-7.107-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-7.107&CDS=1-435	YNL081C
1902	OG0001902	snap_masked-LN736363.1-processed-gene-7.31-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-7.31&CDS=1-1092	YNL080C
1903	OG0001903	maker-LN736363.1-snap-gene-7.120-mRNA-1_1&gene=maker-LN736363.1-snap-gene-7.120&CDS=1-483	YNL079C
1904	OG0001904	snap_masked-LN736363.1-processed-gene-7.33-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-7.33&CDS=1-1368	YNL077W
1905	OG0001905	snap_masked-LN736363.1-processed-gene-7.13-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-7.13&CDS=1-2751	YIL137C
1906	OG0001906	augustus_masked-LN736363.1-processed-gene-7.94-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-7.94&CDS=1-3312	YNL076W
1907	OG0001907	snap_masked-LN736363.1-processed-gene-7.16-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-7.16&CDS=1-849	YNL075W
1908	OG0001908	snap_masked-LN736363.1-processed-gene-7.35-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-7.35&CDS=1-1242	YIL135C
1909	OG0001909	snap_masked-LN736363.1-processed-gene-7.17-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-7.17&CDS=1-1584	YNL073W
1910	OG0001910	snap_masked-LN736363.1-processed-gene-7.18-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-7.18&CDS=1-933	YNL072W
1911	OG0001911	snap_masked-LN736363.1-processed-gene-7.19-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-7.19&CDS=1-1413	YNL071W
1912	OG0001912	snap_masked-LN736363.1-processed-gene-7.20-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-7.20&CDS=1-180	YNL070W
1913	OG0001913	snap_masked-LN736363.1-processed-gene-7.21-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-7.21&CDS=1-921	YIL134W
1914	OG0001914	snap_masked-LN736363.1-processed-gene-7.38-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-7.38&CDS=1-2166	YIL131C
1915	OG0001915	genemark-LN736363.1-processed-gene-7.77-mRNA-1_1&gene=genemark-LN736363.1-processed-gene-7.77&CDS=1-7698	YIL129C
1916	OG0001916	snap_masked-LN736363.1-processed-gene-7.24-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-7.24&CDS=1-3060	YIL128W
1917	OG0001917	snap_masked-LN736363.1-processed-gene-7.40-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-7.40&CDS=1-606	YIL127C
1918	OG0001918	snap_masked-LN736363.1-processed-gene-8.0-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-8.0&CDS=1-3048	YIL125W
1919	OG0001919	maker-LN736363.1-snap-gene-8.140-mRNA-1_1&gene=maker-LN736363.1-snap-gene-8.140&CDS=1-3369	YNL065W
1920	OG0001920	snap_masked-LN736363.1-processed-gene-8.5-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-8.5&CDS=1-879	YNL063W
1921	OG0001921	snap_masked-LN736363.1-processed-gene-8.37-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-8.37&CDS=1-1440	YNL062C
1922	OG0001922	snap_masked-LN736363.1-processed-gene-8.6-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-8.6&CDS=1-1977	YNL061W
1923	OG0001923	snap_masked-LN736363.1-processed-gene-8.38-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-8.38&CDS=1-2232	YNL059C
1924	OG0001924	snap_masked-LN736363.1-processed-gene-8.7-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-8.7&CDS=1-720	YIL118W
1925	OG0001925	augustus_masked-LN736363.1-processed-gene-8.179-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-8.179&CDS=1-840	YIL117C
1926	OG0001926	maker-LN736363.1-augustus-gene-8.136-mRNA-1_1&gene=maker-LN736363.1-augustus-gene-8.136&CDS=1-1779	YIL116W
1927	OG0001927	snap_masked-LN736363.1-processed-gene-8.40-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-8.40&CDS=1-4158	YIL115C
1928	OG0001928	snap_masked-LN736363.1-processed-gene-8.41-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-8.41&CDS=1-843	YNL055C
1929	OG0001929	snap_masked-LN736363.1-processed-gene-8.11-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-8.11&CDS=1-2766	YHR154W
1930	OG0001930	snap_masked-LN736363.1-processed-gene-8.42-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-8.42&CDS=1-690	YGR235C
1931	OG0001931	augustus_masked-LN736363.1-processed-gene-8.183-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-8.183&CDS=1-2394	YGR237C
1932	OG0001932	snap_masked-LN736363.1-processed-gene-8.45-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-8.45&CDS=1-3000	YHR158C
1933	OG0001933	snap_masked-LN736363.1-processed-gene-8.13-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-8.13&CDS=1-1044	YHR159W
1934	OG0001934	snap_masked-LN736363.1-processed-gene-8.46-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-8.46&CDS=1-837	YGR239C
1935	OG0001935	snap_masked-LN736363.1-processed-gene-8.14-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-8.14&CDS=1-1743	YLR267W
1936	OG0001936	snap_masked-LN736363.1-processed-gene-8.47-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-8.47&CDS=1-1176	YKL080W
1937	OG0001937	snap_masked-LN736363.1-processed-gene-8.15-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-8.15&CDS=1-1377	YKL082C
1938	OG0001938	snap_masked-LN736363.1-processed-gene-8.16-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-8.16&CDS=1-2634	YMR066W
