	OrthologID	Hanseniaspora_vinae	Saccharomyces_cerevisiae
2217	OG0002217	genemark-JFAV02000201.1-processed-gene-0.43-mRNA-1_1&gene=genemark-JFAV02000201.1-processed-gene-0.43&CDS=1-1500	YBR227C
2218	OG0002218	augustus_masked-JFAV02000201.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-JFAV02000201.1-processed-gene-0.3&CDS=1-1044	YBR228W
2219	OG0002219	augustus_masked-JFAV02000201.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-JFAV02000201.1-processed-gene-0.11&CDS=1-2958	YBR229C
2220	OG0002220	augustus_masked-JFAV02000201.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-JFAV02000201.1-processed-gene-0.12&CDS=1-2457	YGL124C
2221	OG0002221	augustus_masked-JFAV02000201.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-JFAV02000201.1-processed-gene-0.13&CDS=1-705	YBR230C
2222	OG0002222	augustus_masked-JFAV02000201.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-JFAV02000201.1-processed-gene-0.4&CDS=1-777	YGL123W
2223	OG0002223	augustus_masked-JFAV02000201.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-JFAV02000201.1-processed-gene-0.14&CDS=1-1641	YGL122C
2224	OG0002224	genemark-JFAV02000201.1-processed-gene-0.39-mRNA-1_1&gene=genemark-JFAV02000201.1-processed-gene-0.39&CDS=1-1209	YGL119W
2225	OG0002225	genemark-JFAV02000201.1-processed-gene-0.40-mRNA-1_1&gene=genemark-JFAV02000201.1-processed-gene-0.40&CDS=1-3663	YPL249C
2226	OG0002226	augustus_masked-JFAV02000201.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-JFAV02000201.1-processed-gene-0.16&CDS=1-753	YLR118C
2227	OG0002227	snap_masked-JFAV02000201.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-JFAV02000201.1-processed-gene-0.32&CDS=1-288	YMR194C-B
2228	OG0002228	maker-JFAV02000202.1-snap-gene-0.54-mRNA-1_1&gene=maker-JFAV02000202.1-snap-gene-0.54&CDS=1-3375	YMR196W
2229	OG0002229	augustus_masked-JFAV02000202.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-JFAV02000202.1-processed-gene-0.12&CDS=1-675	YMR197C
2230	OG0002230	augustus_masked-JFAV02000202.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-JFAV02000202.1-processed-gene-0.3&CDS=1-516	YPL252C
2231	OG0002231	maker-JFAV02000202.1-snap-gene-0.55-mRNA-1_1&gene=maker-JFAV02000202.1-snap-gene-0.55&CDS=1-1371	YPL254W
2232	OG0002232	augustus_masked-JFAV02000202.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-JFAV02000202.1-processed-gene-0.6&CDS=1-870	YMR200W
2233	OG0002233	snap_masked-JFAV02000202.1-processed-gene-0.42-mRNA-1_1&gene=snap_masked-JFAV02000202.1-processed-gene-0.42&CDS=1-1881	YNR006W
2234	OG0002234	maker-JFAV02000202.1-augustus-gene-0.0-mRNA-1_1&gene=maker-JFAV02000202.1-augustus-gene-0.0&CDS=1-2133	YMR201C
2235	OG0002235	augustus_masked-JFAV02000202.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-JFAV02000202.1-processed-gene-0.8&CDS=1-2187	YNR008W
2236	OG0002236	genemark-JFAV02000202.1-processed-gene-0.27-mRNA-1_1&gene=genemark-JFAV02000202.1-processed-gene-0.27&CDS=1-669	YMR202W
2237	OG0002237	snap_masked-JFAV02000202.1-processed-gene-0.46-mRNA-1_1&gene=snap_masked-JFAV02000202.1-processed-gene-0.46&CDS=1-585	YNR010W
2238	OG0002238	augustus_masked-JFAV02000202.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-JFAV02000202.1-processed-gene-0.11&CDS=1-1158	YMR203W
2239	OG0002239	snap_masked-JFAV02000203.1-processed-gene-0.97-mRNA-1_1&gene=snap_masked-JFAV02000203.1-processed-gene-0.97&CDS=1-1167	YNR021W
2240	OG0002240	snap_masked-JFAV02000203.1-processed-gene-0.119-mRNA-1_1&gene=snap_masked-JFAV02000203.1-processed-gene-0.119&CDS=1-441	YNR022C
2241	OG0002241	augustus_masked-JFAV02000203.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-JFAV02000203.1-processed-gene-0.1&CDS=1-1479	YNR023W
2242	OG0002242	augustus_masked-JFAV02000203.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-JFAV02000203.1-processed-gene-0.2&CDS=1-1533	YCR053W
2243	OG0002243	augustus_masked-JFAV02000203.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-JFAV02000203.1-processed-gene-0.21&CDS=1-1212	YCR054C
2244	OG0002244	augustus_masked-JFAV02000203.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-JFAV02000203.1-processed-gene-0.22&CDS=1-2769	YCR057C
2245	OG0002245	augustus_masked-JFAV02000203.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-JFAV02000203.1-processed-gene-0.23&CDS=1-834	YCR059C
2246	OG0002246	snap_masked-JFAV02000203.1-processed-gene-0.101-mRNA-1_1&gene=snap_masked-JFAV02000203.1-processed-gene-0.101&CDS=1-372	YCR060W
2247	OG0002247	augustus_masked-JFAV02000203.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-JFAV02000203.1-processed-gene-0.4&CDS=1-2013	YCR061W
2248	OG0002248	augustus_masked-JFAV02000203.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-JFAV02000203.1-processed-gene-0.5&CDS=1-579	YCR063W
2249	OG0002249	snap_masked-JFAV02000203.1-processed-gene-0.104-mRNA-1_1&gene=snap_masked-JFAV02000203.1-processed-gene-0.104&CDS=1-2403	YCR065W
2250	OG0002250	augustus_masked-JFAV02000203.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-JFAV02000203.1-processed-gene-0.7&CDS=1-1422	YCR066W
2251	OG0002251	maker-JFAV02000203.1-augustus-gene-0.45-mRNA-1_1&gene=maker-JFAV02000203.1-augustus-gene-0.45&CDS=1-2526	YCR068W
2252	OG0002252	augustus_masked-JFAV02000203.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-JFAV02000203.1-processed-gene-0.26&CDS=1-1251	YOL053W
2253	OG0002253	snap_masked-JFAV02000203.1-processed-gene-0.125-mRNA-1_1&gene=snap_masked-JFAV02000203.1-processed-gene-0.125&CDS=1-177	YMR256C
2254	OG0002254	augustus_masked-JFAV02000203.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-JFAV02000203.1-processed-gene-0.27&CDS=1-2997	YOL054W
2255	OG0002255	augustus_masked-JFAV02000203.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-JFAV02000203.1-processed-gene-0.28&CDS=1-1635	YMR258C
2256	OG0002256	snap_masked-JFAV02000203.1-processed-gene-0.129-mRNA-1_1&gene=snap_masked-JFAV02000203.1-processed-gene-0.129&CDS=1-4188	YMR259C
2257	OG0002257	augustus_masked-JFAV02000203.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-JFAV02000203.1-processed-gene-0.30&CDS=1-456	YMR260C
2258	OG0002258	snap_masked-JFAV02000203.1-processed-gene-0.109-mRNA-1_1&gene=snap_masked-JFAV02000203.1-processed-gene-0.109&CDS=1-951	YMR262W
2259	OG0002259	augustus_masked-JFAV02000203.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-JFAV02000203.1-processed-gene-0.33&CDS=1-672	YMR263W
2260	OG0002260	augustus_masked-JFAV02000203.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-JFAV02000203.1-processed-gene-0.11&CDS=1-636	YMR264W
2261	OG0002261	augustus_masked-JFAV02000203.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-JFAV02000203.1-processed-gene-0.34&CDS=1-1452	YML102W
2262	OG0002262	snap_masked-JFAV02000203.1-processed-gene-0.135-mRNA-1_1&gene=snap_masked-JFAV02000203.1-processed-gene-0.135&CDS=1-1536	YMR265C
2263	OG0002263	snap_masked-JFAV02000203.1-processed-gene-0.136-mRNA-1_1&gene=snap_masked-JFAV02000203.1-processed-gene-0.136&CDS=1-1344	YHR190W
2264	OG0002264	snap_masked-JFAV02000203.1-processed-gene-0.137-mRNA-1_1&gene=snap_masked-JFAV02000203.1-processed-gene-0.137&CDS=1-729	YHR189W
2265	OG0002265	augustus_masked-JFAV02000203.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-JFAV02000203.1-processed-gene-0.12&CDS=1-966	YML121W
2266	OG0002266	augustus_masked-JFAV02000203.1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-JFAV02000203.1-processed-gene-0.37&CDS=1-1629	YML120C
2267	OG0002267	augustus_masked-JFAV02000203.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-JFAV02000203.1-processed-gene-0.13&CDS=1-3138	YMR287C
2268	OG0002268	augustus_masked-JFAV02000203.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-JFAV02000203.1-processed-gene-0.14&CDS=1-1782	YML119W
2269	OG0002269	augustus_masked-JFAV02000203.1-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-JFAV02000203.1-processed-gene-0.39&CDS=1-261	YMR286W
2270	OG0002270	augustus_masked-JFAV02000203.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-JFAV02000203.1-processed-gene-0.15&CDS=1-1401	YMR285C
2271	OG0002271	snap_masked-JFAV02000203.1-processed-gene-0.141-mRNA-1_1&gene=snap_masked-JFAV02000203.1-processed-gene-0.141&CDS=1-1821	YMR284W
2272	OG0002272	snap_masked-JFAV02000203.1-processed-gene-0.115-mRNA-1_1&gene=snap_masked-JFAV02000203.1-processed-gene-0.115&CDS=1-3159	YMR283C
2273	OG0002273	snap_masked-JFAV02000203.1-processed-gene-0.142-mRNA-1_1&gene=snap_masked-JFAV02000203.1-processed-gene-0.142&CDS=1-945	YMR281W
2274	OG0002274	maker-JFAV02000203.1-augustus-gene-0.46-mRNA-1_1&gene=maker-JFAV02000203.1-augustus-gene-0.46&CDS=1-4299	YMR280C
2275	OG0002275	augustus_masked-JFAV02000203.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-JFAV02000203.1-processed-gene-0.18&CDS=1-3078	YML117W
2276	OG0002276	genemark-JFAV02000203.1-processed-gene-0.91-mRNA-1_1&gene=genemark-JFAV02000203.1-processed-gene-0.91&CDS=1-1635	YML115C
2277	OG0002277	augustus_masked-JFAV02000203.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-JFAV02000203.1-processed-gene-0.42&CDS=1-1962	YMR278W
2278	OG0002278	augustus_masked-JFAV02000203.1-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-JFAV02000203.1-processed-gene-0.43&CDS=1-2298	YMR277W
2279	OG0002279	snap_masked-JFAV02000203.1-processed-gene-0.148-mRNA-1_1&gene=snap_masked-JFAV02000203.1-processed-gene-0.148&CDS=1-2004	YML114C
2280	OG0002280	augustus_masked-JFAV02000204.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-JFAV02000204.1-processed-gene-0.18&CDS=1-990	YHR134W
2281	OG0002281	augustus_masked-JFAV02000204.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-JFAV02000204.1-processed-gene-0.19&CDS=1-792	YNL155W
2282	OG0002282	augustus_masked-JFAV02000204.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-JFAV02000204.1-processed-gene-0.20&CDS=1-1227	YNL181W
2283	OG0002283	snap_masked-JFAV02000204.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-JFAV02000204.1-processed-gene-0.4&CDS=1-2496	YNL085W
2284	OG0002284	augustus_masked-JFAV02000204.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-JFAV02000204.1-processed-gene-0.25&CDS=1-2562	YIL140W
2285	OG0002285	augustus_masked-JFAV02000204.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-JFAV02000204.1-processed-gene-0.22&CDS=1-1281	YNL084C
2286	OG0002286	augustus_masked-JFAV02000205.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-JFAV02000205.1-processed-gene-0.8&CDS=1-1632	YIL142W
2287	OG0002287	snap_masked-JFAV02000205.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-JFAV02000205.1-processed-gene-0.24&CDS=1-864	YIL139C
2288	OG0002288	augustus_masked-JFAV02000205.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-JFAV02000205.1-processed-gene-0.2&CDS=1-2835	YNL082W
2289	OG0002289	augustus_masked-JFAV02000205.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-JFAV02000205.1-processed-gene-0.11&CDS=1-1977	YNL081C
2290	OG0002290	augustus_masked-JFAV02000205.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-JFAV02000205.1-processed-gene-0.12&CDS=1-483	YNL079C
2291	OG0002291	snap_masked-JFAV02000205.1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-JFAV02000205.1-processed-gene-0.28&CDS=1-2739	YIL137C
2292	OG0002292	snap_masked-JFAV02000205.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-JFAV02000205.1-processed-gene-0.19&CDS=1-1161	YIL136W
2293	OG0002293	snap_masked-JFAV02000205.1-processed-gene-0.20-mRNA-1_1&gene=snap_masked-JFAV02000205.1-processed-gene-0.20&CDS=1-1866	YNL076W
2294	OG0002294	augustus_masked-JFAV02000205.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-JFAV02000205.1-processed-gene-0.7&CDS=1-876	YNL075W
2295	OG0002295	snap_masked-JFAV02000206.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-JFAV02000206.1-processed-gene-0.25&CDS=1-1662	YNL073W
2296	OG0002296	augustus_masked-JFAV02000206.1-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-JFAV02000206.1-processed-gene-0.45&CDS=1-1008	YNL072W
2297	OG0002297	augustus_masked-JFAV02000206.1-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-JFAV02000206.1-processed-gene-0.46&CDS=1-1377	YNL071W
2298	OG0002298	snap_masked-JFAV02000206.1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-JFAV02000206.1-processed-gene-0.28&CDS=1-189	YNL070W
2299	OG0002299	augustus_masked-JFAV02000206.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-JFAV02000206.1-processed-gene-0.47&CDS=1-993	YIL134W
2300	OG0002300	maker-JFAV02000206.1-snap-gene-0.4-mRNA-1_1&gene=maker-JFAV02000206.1-snap-gene-0.4&CDS=1-6993	YIL129C
2301	OG0002301	snap_masked-JFAV02000206.1-processed-gene-0.29-mRNA-1_1&gene=snap_masked-JFAV02000206.1-processed-gene-0.29&CDS=1-2889	YIL128W
2302	OG0002302	snap_masked-JFAV02000206.1-processed-gene-0.40-mRNA-1_1&gene=snap_masked-JFAV02000206.1-processed-gene-0.40&CDS=1-648	YIL127C
2303	OG0002303	augustus_masked-JFAV02000206.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-JFAV02000206.1-processed-gene-0.51&CDS=1-3126	YIL125W
2304	OG0002304	augustus_masked-JFAV02000206.1-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-JFAV02000206.1-processed-gene-0.52&CDS=1-948	YIL124W
2305	OG0002305	augustus_masked-JFAV02000206.1-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-JFAV02000206.1-processed-gene-0.61&CDS=1-1740	YNL065W
2306	OG0002306	augustus_masked-JFAV02000206.1-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-JFAV02000206.1-processed-gene-0.62&CDS=1-1242	YNL064C
2307	OG0002307	genemark-JFAV02000207.1-processed-gene-0.0-mRNA-1_1&gene=genemark-JFAV02000207.1-processed-gene-0.0&CDS=1-942	YNL063W
2308	OG0002308	augustus_masked-JFAV02000207.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-JFAV02000207.1-processed-gene-0.13&CDS=1-1476	YNL062C
2309	OG0002309	augustus_masked-JFAV02000207.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-JFAV02000207.1-processed-gene-0.11&CDS=1-1872	YNL061W
2310	OG0002310	augustus_masked-JFAV02000207.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-JFAV02000207.1-processed-gene-0.14&CDS=1-2250	YNL059C
2311	OG0002311	augustus_masked-JFAV02000207.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-JFAV02000207.1-processed-gene-0.12&CDS=1-858	YIL118W
2312	OG0002312	augustus_masked-JFAV02000208.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-JFAV02000208.1-processed-gene-0.10&CDS=1-966	YIL106W
2313	OG0002313	augustus_masked-JFAV02000208.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-JFAV02000208.1-processed-gene-0.11&CDS=1-1818	YNL048W
2314	OG0002314	augustus_masked-JFAV02000209.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-JFAV02000209.1-processed-gene-0.0&CDS=1-2076	YNL045W
2315	OG0002315	augustus_masked-JFAV02000209.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-JFAV02000209.1-processed-gene-0.2&CDS=1-525	YNL044W
2316	OG0002316	augustus_masked-JFAV02000209.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-JFAV02000209.1-processed-gene-0.3&CDS=1-1299	YNL042W
2317	OG0002317	augustus_masked-JFAV02000209.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-JFAV02000209.1-processed-gene-0.5&CDS=1-1524	YIL104C
2318	OG0002318	augustus_masked-JFAV02000209.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-JFAV02000209.1-processed-gene-0.4&CDS=1-1278	YIL103W
2319	OG0002319	augustus_masked-JFAV02000209.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-JFAV02000209.1-processed-gene-0.6&CDS=1-2742	YNL041C
2320	OG0002320	augustus_masked-JFAV02000209.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-JFAV02000209.1-processed-gene-0.7&CDS=1-2046	YIL101C
2321	OG0002321	augustus_masked-JFAV02000210.1-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-JFAV02000210.1-processed-gene-0.56&CDS=1-633	YNL036W
2322	OG0002322	augustus_masked-JFAV02000210.1-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-JFAV02000210.1-processed-gene-0.58&CDS=1-1392	YNL025C
2323	OG0002323	augustus_masked-JFAV02000210.1-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-JFAV02000210.1-processed-gene-0.59&CDS=1-2133	YIL090W
2324	OG0002324	augustus_masked-JFAV02000210.1-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-JFAV02000210.1-processed-gene-0.46&CDS=1-2298	YIL091C
2325	OG0002325	augustus_masked-JFAV02000210.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-JFAV02000210.1-processed-gene-0.47&CDS=1-813	YIL093C
2326	OG0002326	snap_masked-JFAV02000210.1-processed-gene-0.37-mRNA-1_1&gene=snap_masked-JFAV02000210.1-processed-gene-0.37&CDS=1-744	YNL024C
2327	OG0002327	augustus_masked-JFAV02000210.1-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-JFAV02000210.1-processed-gene-0.61&CDS=1-3036	YNL023C
2328	OG0002328	augustus_masked-JFAV02000210.1-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-JFAV02000210.1-processed-gene-0.48&CDS=1-1101	YIL094C
2329	OG0002329	augustus_masked-JFAV02000210.1-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-JFAV02000210.1-processed-gene-0.62&CDS=1-1545	YNL022C
2330	OG0002330	augustus_masked-JFAV02000210.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-JFAV02000210.1-processed-gene-0.49&CDS=1-2442	YNL021W
2331	OG0002331	augustus_masked-JFAV02000210.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-JFAV02000210.1-processed-gene-0.50&CDS=1-1239	YNL035C
2332	OG0002332	augustus_masked-JFAV02000210.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-JFAV02000210.1-processed-gene-0.51&CDS=1-1806	YNL039W
2333	OG0002333	augustus_masked-JFAV02000210.1-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-JFAV02000210.1-processed-gene-0.52&CDS=1-918	YMR114C
2334	OG0002334	augustus_masked-JFAV02000210.1-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-JFAV02000210.1-processed-gene-0.53&CDS=1-1053	YIL096C
2335	OG0002335	augustus_masked-JFAV02000210.1-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-JFAV02000210.1-processed-gene-0.65&CDS=1-1026	YNL037C
2336	OG0002336	augustus_masked-JFAV02000210.1-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-JFAV02000210.1-processed-gene-0.54&CDS=1-504	YIL098C
2337	OG0002337	augustus_masked-JFAV02000210.1-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-JFAV02000210.1-processed-gene-0.66&CDS=1-2085	YIL099W
2338	OG0002338	augustus_masked-JFAV02000210.1-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-JFAV02000210.1-processed-gene-0.67&CDS=1-1383	YIL088C
2339	OG0002339	augustus_masked-JFAV02000210.1-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-JFAV02000210.1-processed-gene-0.55&CDS=1-906	YNL032W
2340	OG0002340	augustus_masked-JFAV02000210.1-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-JFAV02000210.1-processed-gene-0.68&CDS=1-468	YIL087C
2341	OG0002341	augustus_masked-JFAV02000211.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-JFAV02000211.1-processed-gene-0.2&CDS=1-3477	YDR006C
2342	OG0002342	augustus_masked-JFAV02000211.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-JFAV02000211.1-processed-gene-0.3&CDS=1-2256	YBR007C
2343	OG0002343	augustus_masked-JFAV02000211.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-JFAV02000211.1-processed-gene-0.4&CDS=1-1338	YDR005C
2344	OG0002344	augustus_masked-JFAV02000211.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-JFAV02000211.1-processed-gene-0.10&CDS=1-1536	YDR004W
2345	OG0002345	augustus_masked-JFAV02000211.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-JFAV02000211.1-processed-gene-0.11&CDS=1-1512	YBR006W
2346	OG0002346	augustus_masked-JFAV02000211.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-JFAV02000211.1-processed-gene-0.5&CDS=1-1170	YBR004C
2347	OG0002347	augustus_masked-JFAV02000211.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-JFAV02000211.1-processed-gene-0.13&CDS=1-1419	YBR003W
2348	OG0002348	augustus_masked-JFAV02000211.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-JFAV02000211.1-processed-gene-0.6&CDS=1-936	YBR002C
2349	OG0002349	augustus_masked-JFAV02000211.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-JFAV02000211.1-processed-gene-0.14&CDS=1-615	YDR002W
2350	OG0002350	augustus_masked-JFAV02000211.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-JFAV02000211.1-processed-gene-0.7&CDS=1-318	YBL001C
2351	OG0002351	augustus_masked-JFAV02000211.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-JFAV02000211.1-processed-gene-0.17&CDS=1-1305	YDL001W
2352	OG0002352	augustus_masked-JFAV02000211.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-JFAV02000211.1-processed-gene-0.9&CDS=1-801	YDL002C
2353	OG0002353	augustus_masked-JFAV02000211.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-JFAV02000211.1-processed-gene-0.18&CDS=1-7506	YBL004W
2354	OG0002354	augustus_masked-JFAV02000212.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-JFAV02000212.1-processed-gene-0.11&CDS=1-2295	YPR185W
2355	OG0002355	augustus_masked-JFAV02000212.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-JFAV02000212.1-processed-gene-0.17&CDS=1-1398	YPR186C
2356	OG0002356	augustus_masked-JFAV02000212.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-JFAV02000212.1-processed-gene-0.12&CDS=1-477	YPR187W
2357	OG0002357	snap_masked-JFAV02000212.1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-JFAV02000212.1-processed-gene-0.28&CDS=1-507	YPR188C
2358	OG0002358	snap_masked-JFAV02000212.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-JFAV02000212.1-processed-gene-0.23&CDS=1-4164	YPR189W
2359	OG0002359	augustus_masked-JFAV02000212.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-JFAV02000212.1-processed-gene-0.19&CDS=1-1938	YPR190C
2360	OG0002360	augustus_masked-JFAV02000212.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-JFAV02000212.1-processed-gene-0.14&CDS=1-1080	YPR191W
2361	OG0002361	snap_masked-JFAV02000212.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-JFAV02000212.1-processed-gene-0.30&CDS=1-699	YOL149W
2362	OG0002362	snap_masked-JFAV02000218.1-processed-gene-0.57-mRNA-1_1&gene=snap_masked-JFAV02000218.1-processed-gene-0.57&CDS=1-1929	YNL294C
2363	OG0002363	snap_masked-JFAV02000218.1-processed-gene-0.89-mRNA-1_1&gene=snap_masked-JFAV02000218.1-processed-gene-0.89&CDS=1-1671	YNL295W
2364	OG0002364	snap_masked-JFAV02000218.1-processed-gene-0.58-mRNA-1_1&gene=snap_masked-JFAV02000218.1-processed-gene-0.58&CDS=1-4797	YNL297C
2365	OG0002365	augustus_masked-JFAV02000218.1-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-JFAV02000218.1-processed-gene-0.126&CDS=1-546	YOL114C
2366	OG0002366	augustus_masked-JFAV02000218.1-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-JFAV02000218.1-processed-gene-0.156&CDS=1-2067	YOL115W
