	OrthologID	Candida_dubliniensis	Saccharomyces_cerevisiae
2145	OG0002145	genemark-NC_012863.1-processed-gene-6.22-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-6.22&CDS=1-1020	YDR288W
2146	OG0002146	genemark-NC_012863.1-processed-gene-6.23-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-6.23&CDS=1-2040	YHR042W
2147	OG0002147	genemark-NC_012863.1-processed-gene-6.40-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-6.40&CDS=1-873	YHR067W
2148	OG0002148	genemark-NC_012863.1-processed-gene-6.25-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-6.25&CDS=1-882	YHR088W
2149	OG0002149	augustus_masked-NC_012863.1-processed-gene-7.67-mRNA-1_1&gene=augustus_masked-NC_012863.1-processed-gene-7.67&CDS=1-3735	YDR335W
2150	OG0002150	augustus_masked-NC_012863.1-processed-gene-7.68-mRNA-1_1&gene=augustus_masked-NC_012863.1-processed-gene-7.68&CDS=1-2649	YNL085W
2151	OG0002151	genemark-NC_012863.1-processed-gene-7.5-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-7.5&CDS=1-1083	YDR315C
2152	OG0002152	augustus_masked-NC_012863.1-processed-gene-7.72-mRNA-1_1&gene=augustus_masked-NC_012863.1-processed-gene-7.72&CDS=1-705	YDL212W
2153	OG0002153	maker-NC_012863.1-snap-gene-7.97-mRNA-1_1&gene=maker-NC_012863.1-snap-gene-7.97&CDS=1-1095	YNL177C
2154	OG0002154	genemark-NC_012863.1-processed-gene-7.8-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-7.8&CDS=1-789	YBL049W
2155	OG0002155	genemark-NC_012863.1-processed-gene-7.20-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-7.20&CDS=1-2187	YNL186W
2156	OG0002156	genemark-NC_012863.1-processed-gene-7.21-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-7.21&CDS=1-1794	YDL216C
2157	OG0002157	genemark-NC_012863.1-processed-gene-7.22-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-7.22&CDS=1-1863	YHL024W
2158	OG0002158	genemark-NC_012863.1-processed-gene-7.10-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-7.10&CDS=1-1911	YDR314C
2159	OG0002159	genemark-NC_012863.1-processed-gene-7.26-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-7.26&CDS=1-2241	YLL005C
2160	OG0002160	genemark-NC_012863.1-processed-gene-7.13-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-7.13&CDS=1-2520	YHR073W
2161	OG0002161	genemark-NC_012863.1-processed-gene-7.29-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-7.29&CDS=1-2265	YGR261C
2162	OG0002162	genemark-NC_012863.1-processed-gene-7.30-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-7.30&CDS=1-2976	YGR258C
2163	OG0002163	genemark-NC_012863.1-processed-gene-8.4-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-8.4&CDS=1-1740	YBR293W
2164	OG0002164	genemark-NC_012863.1-processed-gene-8.21-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-8.21&CDS=1-1341	YHR070W
2165	OG0002165	genemark-NC_012863.1-processed-gene-8.5-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-8.5&CDS=1-906	YHR069C
2166	OG0002166	genemark-NC_012863.1-processed-gene-8.22-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-8.22&CDS=1-1176	YGL143C
2167	OG0002167	genemark-NC_012863.1-processed-gene-8.23-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-8.23&CDS=1-1323	YDR316W
2168	OG0002168	genemark-NC_012863.1-processed-gene-8.8-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-8.8&CDS=1-1287	YDL097C
2169	OG0002169	genemark-NC_012863.1-processed-gene-8.24-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-8.24&CDS=1-2451	YDL116W
2170	OG0002170	genemark-NC_012863.1-processed-gene-8.9-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-8.9&CDS=1-2118	YDL113C
2171	OG0002171	genemark-NC_012863.1-processed-gene-8.10-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-8.10&CDS=1-4233	YDL112W
2172	OG0002172	genemark-NC_012863.1-processed-gene-8.26-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-8.26&CDS=1-912	YDL111C
2173	OG0002173	genemark-NC_012863.1-processed-gene-8.27-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-8.27&CDS=1-1923	YDL089W
2174	OG0002174	genemark-NC_012863.1-processed-gene-8.28-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-8.28&CDS=1-1716	YDL090C
2175	OG0002175	genemark-NC_012863.1-processed-gene-8.14-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-8.14&CDS=1-1656	YDL091C
2176	OG0002176	genemark-NC_012863.1-processed-gene-8.30-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-8.30&CDS=1-3531	YBR218C
2177	OG0002177	genemark-NC_012863.1-processed-gene-8.18-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-8.18&CDS=1-954	YGL126W
2178	OG0002178	genemark-NC_012863.1-processed-gene-9.0-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-9.0&CDS=1-2835	YIL140W
2179	OG0002179	genemark-NC_012863.1-processed-gene-9.1-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-9.1&CDS=1-1137	YBR221C
2180	OG0002180	genemark-NC_012863.1-processed-gene-9.5-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-9.5&CDS=1-597	YIL157C
2181	OG0002181	genemark-NC_012863.1-processed-gene-9.2-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-9.2&CDS=1-2016	YDR311W
2182	OG0002182	genemark-NC_012863.1-processed-gene-9.6-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-9.6&CDS=1-561	YAL059W
2183	OG0002183	genemark-NC_012863.1-processed-gene-9.7-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-9.7&CDS=1-1716	YAL058W
2184	OG0002184	genemark-NC_012863.1-processed-gene-9.32-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-9.32&CDS=1-438	YGL127C
2185	OG0002185	genemark-NC_012863.1-processed-gene-9.13-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-9.13&CDS=1-1539	YLR004C
2186	OG0002186	genemark-NC_012863.1-processed-gene-9.14-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-9.14&CDS=1-1722	YMR155W
2187	OG0002187	genemark-NC_012863.1-processed-gene-9.34-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-9.34&CDS=1-2622	YBR179C
2188	OG0002188	genemark-NC_012863.1-processed-gene-9.15-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-9.15&CDS=1-639	YIR032C
2189	OG0002189	genemark-NC_012863.1-processed-gene-9.35-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-9.35&CDS=1-825	YFR043C
2190	OG0002190	genemark-NC_012863.1-processed-gene-9.16-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-9.16&CDS=1-2679	YGL233W
2191	OG0002191	genemark-NC_012863.1-processed-gene-9.17-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-9.17&CDS=1-828	YPL132W
2192	OG0002192	genemark-NC_012863.1-processed-gene-9.38-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-9.38&CDS=1-531	YDL120W
2193	OG0002193	genemark-NC_012863.1-processed-gene-9.39-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-9.39&CDS=1-2325	YNL054W
2194	OG0002194	genemark-NC_012863.1-processed-gene-9.41-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-9.41&CDS=1-2067	YDR234W
2195	OG0002195	genemark-NC_012863.1-processed-gene-9.24-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-9.24&CDS=1-609	YKL142W
2196	OG0002196	genemark-NC_012863.1-processed-gene-9.25-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-9.25&CDS=1-798	YBR171W
2197	OG0002197	genemark-NC_012863.1-processed-gene-10.36-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-10.36&CDS=1-2496	YGL180W
2198	OG0002198	genemark-NC_012863.1-processed-gene-10.37-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-10.37&CDS=1-4206	YGL179C
2199	OG0002199	snap_masked-NC_012863.1-processed-gene-10.3-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-10.3&CDS=1-711	YAL003W
2200	OG0002200	genemark-NC_012863.1-processed-gene-10.56-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-10.56&CDS=1-750	YGR001C
2201	OG0002201	snap_masked-NC_012863.1-processed-gene-10.4-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-10.4&CDS=1-4299	YAL001C
2202	OG0002202	genemark-NC_012863.1-processed-gene-10.40-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-10.40&CDS=1-783	YGR280C
2203	OG0002203	genemark-NC_012863.1-processed-gene-10.58-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-10.58&CDS=1-1014	YKR087C
2204	OG0002204	genemark-NC_012863.1-processed-gene-10.41-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-10.41&CDS=1-843	YMR274C
2205	OG0002205	genemark-NC_012863.1-processed-gene-10.43-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-10.43&CDS=1-1134	YMR272C
2206	OG0002206	genemark-NC_012863.1-processed-gene-10.45-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-10.45&CDS=1-714	YOR077W
2207	OG0002207	genemark-NC_012863.1-processed-gene-10.46-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-10.46&CDS=1-1620	YHR064C
2208	OG0002208	genemark-NC_012863.1-processed-gene-10.47-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-10.47&CDS=1-1692	YOR070C
2209	OG0002209	genemark-NC_012863.1-processed-gene-10.48-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-10.48&CDS=1-969	YKR080W
2210	OG0002210	genemark-NC_012863.1-processed-gene-10.49-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-10.49&CDS=1-2205	YKR099W
2211	OG0002211	genemark-NC_012863.1-processed-gene-10.50-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-10.50&CDS=1-1512	YMR135C
2212	OG0002212	genemark-NC_012863.1-processed-gene-10.65-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-10.65&CDS=1-771	YMR134W
2213	OG0002213	genemark-NC_012863.1-processed-gene-10.53-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-10.53&CDS=1-1062	YDR233C
2214	OG0002214	genemark-NC_012863.1-processed-gene-10.67-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-10.67&CDS=1-945	YDL201W
2215	OG0002215	genemark-NC_012863.1-processed-gene-10.68-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-10.68&CDS=1-771	YDL202W
2216	OG0002216	genemark-NC_012863.1-processed-gene-10.54-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-10.54&CDS=1-1833	YMR239C
2217	OG0002217	genemark-NC_012863.1-processed-gene-10.69-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-10.69&CDS=1-1539	YFL055W
2218	OG0002218	genemark-NC_012863.1-processed-gene-11.43-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.43&CDS=1-2325	YCR077C
2219	OG0002219	augustus_masked-NC_012863.1-processed-gene-11.1-mRNA-1_1&gene=augustus_masked-NC_012863.1-processed-gene-11.1&CDS=1-318	YGL030W
2220	OG0002220	genemark-NC_012863.1-processed-gene-11.40-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.40&CDS=1-1116	YKR038C
2221	OG0002221	snap_masked-NC_012863.1-processed-gene-11.85-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-11.85&CDS=1-261	YCL057C-A
2222	OG0002222	genemark-NC_012863.1-processed-gene-11.48-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.48&CDS=1-1653	YBR220C
2223	OG0002223	genemark-NC_012863.1-processed-gene-11.50-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.50&CDS=1-1560	YCR072C
2224	OG0002224	genemark-NC_012863.1-processed-gene-11.51-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.51&CDS=1-372	YCR071C
2225	OG0002225	snap_masked-NC_012863.1-processed-gene-11.90-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-11.90&CDS=1-219	YNR032C-A
2226	OG0002226	genemark-NC_012863.1-processed-gene-11.60-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.60&CDS=1-1368	YOL140W
2227	OG0002227	genemark-NC_012863.1-processed-gene-11.61-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.61&CDS=1-2088	YNR039C
2228	OG0002228	genemark-NC_012863.1-processed-gene-11.62-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.62&CDS=1-5265	YCR081W
2229	OG0002229	genemark-NC_012863.1-processed-gene-11.63-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.63&CDS=1-3996	YMR109W
2230	OG0002230	genemark-NC_012863.1-processed-gene-11.66-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.66&CDS=1-4602	YPR184W
2231	OG0002231	genemark-NC_012863.1-processed-gene-11.53-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.53&CDS=1-1707	YEL013W
2232	OG0002232	snap_masked-NC_012863.1-processed-gene-11.107-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-11.107&CDS=1-1506	YJL049W
2233	OG0002233	genemark-NC_012863.1-processed-gene-11.68-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.68&CDS=1-993	YGL091C
2234	OG0002234	genemark-NC_012863.1-processed-gene-11.69-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.69&CDS=1-4002	YGL092W
2235	OG0002235	genemark-NC_012863.1-processed-gene-11.70-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.70&CDS=1-1536	YEL015W
2236	OG0002236	genemark-NC_012863.1-processed-gene-11.54-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.54&CDS=1-687	YPR113W
2237	OG0002237	genemark-NC_012863.1-processed-gene-11.72-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.72&CDS=1-2295	YOR249C
2238	OG0002238	genemark-NC_012863.1-processed-gene-11.73-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.73&CDS=1-2184	YHR197W
2239	OG0002239	genemark-NC_012863.1-processed-gene-11.74-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.74&CDS=1-2448	YOR270C
2240	OG0002240	genemark-NC_012863.1-processed-gene-11.56-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.56&CDS=1-3984	YLR384C
2241	OG0002241	genemark-NC_012863.1-processed-gene-11.75-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.75&CDS=1-609	YDL059C
2242	OG0002242	genemark-NC_012863.1-processed-gene-12.74-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.74&CDS=1-8601	YDL058W
2243	OG0002243	genemark-NC_012863.1-processed-gene-12.75-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.75&CDS=1-1872	YGR194C
2244	OG0002244	genemark-NC_012863.1-processed-gene-12.76-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.76&CDS=1-1473	YJR003C
2245	OG0002245	genemark-NC_012863.1-processed-gene-12.77-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.77&CDS=1-1119	YIR034C
2246	OG0002246	genemark-NC_012863.1-processed-gene-12.78-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.78&CDS=1-1386	YKL021C
2247	OG0002247	genemark-NC_012863.1-processed-gene-12.79-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.79&CDS=1-2193	YKL022C
2248	OG0002248	genemark-NC_012863.1-processed-gene-12.80-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.80&CDS=1-1749	YGR223C
2249	OG0002249	genemark-NC_012863.1-processed-gene-12.81-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.81&CDS=1-2829	YLL013C
2250	OG0002250	genemark-NC_012863.1-processed-gene-12.99-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.99&CDS=1-882	YIL043C
2251	OG0002251	genemark-NC_012863.1-processed-gene-12.100-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.100&CDS=1-1830	YER049W
2252	OG0002252	genemark-NC_012863.1-processed-gene-12.87-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.87&CDS=1-1623	YER052C
2253	OG0002253	genemark-NC_012863.1-processed-gene-12.102-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.102&CDS=1-963	YIL041W
2254	OG0002254	genemark-NC_012863.1-processed-gene-12.103-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.103&CDS=1-1536	YHR137W
2255	OG0002255	maker-NC_012863.1-snap-gene-12.35-mRNA-1_1&gene=maker-NC_012863.1-snap-gene-12.35&CDS=1-1506	YLR212C
2256	OG0002256	genemark-NC_012863.1-processed-gene-12.89-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.89&CDS=1-2826	YGR100W
2257	OG0002257	genemark-NC_012863.1-processed-gene-12.90-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.90&CDS=1-939	YIL021W
2258	OG0002258	genemark-NC_012863.1-processed-gene-12.106-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.106&CDS=1-837	YIL020C
2259	OG0002259	genemark-NC_012863.1-processed-gene-12.91-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.91&CDS=1-978	YIL019W
2260	OG0002260	genemark-NC_012863.1-processed-gene-12.107-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.107&CDS=1-2235	YBL097W
2261	OG0002261	genemark-NC_012863.1-processed-gene-12.92-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.92&CDS=1-2061	YPR024W
2262	OG0002262	genemark-NC_012863.1-processed-gene-12.93-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.93&CDS=1-2001	YFR034C
2263	OG0002263	genemark-NC_012863.1-processed-gene-13.0-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-13.0&CDS=1-2277	YPR181C
2264	OG0002264	genemark-NC_012863.1-processed-gene-13.4-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-13.4&CDS=1-390	YNL153C
2265	OG0002265	genemark-NC_012863.1-processed-gene-13.2-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-13.2&CDS=1-1230	YGR111W
2266	OG0002266	maker-NC_012863.1-augustus-gene-13.62-mRNA-1_1&gene=maker-NC_012863.1-augustus-gene-13.62&CDS=1-1689	YER048C
2267	OG0002267	genemark-NC_012863.1-processed-gene-13.21-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-13.21&CDS=1-3795	YMR218C
2268	OG0002268	genemark-NC_012863.1-processed-gene-13.22-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-13.22&CDS=1-1362	YGL130W
2269	OG0002269	genemark-NC_012863.1-processed-gene-13.9-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-13.9&CDS=1-699	YPL213W
2270	OG0002270	genemark-NC_012863.1-processed-gene-13.10-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-13.10&CDS=1-4317	YGL131C
2271	OG0002271	snap_masked-NC_012863.1-processed-gene-13.40-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-13.40&CDS=1-2253	YFL021W
2272	OG0002272	genemark-NC_012863.1-processed-gene-13.25-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-13.25&CDS=1-3309	YMR231W
2273	OG0002273	genemark-NC_012863.1-processed-gene-13.14-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-13.14&CDS=1-840	YGL221C
2274	OG0002274	genemark-NC_012863.1-processed-gene-13.16-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-13.16&CDS=1-1368	YBR110W
2275	OG0002275	maker-NC_012863.1-augustus-gene-13.63-mRNA-1_1&gene=maker-NC_012863.1-augustus-gene-13.63&CDS=1-4530	YOR346W
2276	OG0002276	snap_masked-NC_012863.1-processed-gene-13.48-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-13.48&CDS=1-9252	YLL040C
2277	OG0002277	genemark-NC_012863.1-processed-gene-13.29-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-13.29&CDS=1-1077	YBL013W
2278	OG0002278	augustus_masked-NC_012863.1-processed-gene-13.94-mRNA-1_1&gene=augustus_masked-NC_012863.1-processed-gene-13.94&CDS=1-2394	YBL014C
2279	OG0002279	augustus_masked-NC_012863.1-processed-gene-14.0-mRNA-1_1&gene=augustus_masked-NC_012863.1-processed-gene-14.0&CDS=1-2490	YGL027C
2280	OG0002280	genemark-NC_012863.1-processed-gene-14.39-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-14.39&CDS=1-2106	YGL026C
2281	OG0002281	genemark-NC_012863.1-processed-gene-14.36-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-14.36&CDS=1-1368	YAL062W
2282	OG0002282	snap_masked-NC_012863.1-processed-gene-14.76-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-14.76&CDS=1-11505	YDR150W
2283	OG0002283	snap_masked-NC_012863.1-processed-gene-14.92-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-14.92&CDS=1-330	YGL033W
2284	OG0002284	genemark-NC_012863.1-processed-gene-14.40-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-14.40&CDS=1-1506	YER007W
2285	OG0002285	snap_masked-NC_012863.1-processed-gene-14.93-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-14.93&CDS=1-660	YER007C-A
2286	OG0002286	snap_masked-NC_012863.1-processed-gene-14.94-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-14.94&CDS=1-3396	YIR002C
2287	OG0002287	genemark-NC_012863.1-processed-gene-14.54-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-14.54&CDS=1-1578	YER006W
2288	OG0002288	genemark-NC_012863.1-processed-gene-14.56-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-14.56&CDS=1-2091	YER005W
2289	OG0002289	snap_masked-NC_012863.1-processed-gene-14.98-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-14.98&CDS=1-2334	YER008C
2290	OG0002290	genemark-NC_012863.1-processed-gene-14.58-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-14.58&CDS=1-1050	YGL001C
2291	OG0002291	snap_masked-NC_012863.1-processed-gene-14.82-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-14.82&CDS=1-294	YKR095W-A
2292	OG0002292	snap_masked-NC_012863.1-processed-gene-14.102-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-14.102&CDS=1-1734	YAR002W
2293	OG0002293	genemark-NC_012863.1-processed-gene-14.63-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-14.63&CDS=1-1683	YNL275W
2294	OG0002294	genemark-NC_012863.1-processed-gene-14.64-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-14.64&CDS=1-801	YEL051W
2295	OG0002295	genemark-NC_012863.1-processed-gene-14.47-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-14.47&CDS=1-2496	YDR416W
2296	OG0002296	genemark-NC_012863.1-processed-gene-14.65-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-14.65&CDS=1-1704	YEL052W
2297	OG0002297	genemark-NC_012863.1-processed-gene-14.49-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-14.49&CDS=1-489	YEL044W
2298	OG0002298	genemark-NC_012863.1-processed-gene-14.50-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-14.50&CDS=1-636	YMR295C
2299	OG0002299	snap_masked-NC_012863.1-processed-gene-14.109-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-14.109&CDS=1-1248	YGR040W
2300	OG0002300	genemark-NC_012863.1-processed-gene-14.70-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-14.70&CDS=1-1710	YKL045W
2301	OG0002301	genemark-NC_012863.1-processed-gene-14.51-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-14.51&CDS=1-3093	YGL207W
2302	OG0002302	genemark-NC_012863.1-processed-gene-15.70-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.70&CDS=1-675	YJR060W
2303	OG0002303	genemark-NC_012863.1-processed-gene-15.72-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.72&CDS=1-4383	YNL088W
2304	OG0002304	genemark-NC_012863.1-processed-gene-15.73-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.73&CDS=1-2022	YOR069W
2305	OG0002305	genemark-NC_012863.1-processed-gene-15.108-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.108&CDS=1-447	YBR173C
2306	OG0002306	genemark-NC_012863.1-processed-gene-15.76-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.76&CDS=1-945	YDL014W
2307	OG0002307	genemark-NC_012863.1-processed-gene-15.110-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.110&CDS=1-1776	YML013W
2308	OG0002308	genemark-NC_012863.1-processed-gene-15.77-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.77&CDS=1-1950	YIL155C
2309	OG0002309	genemark-NC_012863.1-processed-gene-15.78-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.78&CDS=1-1878	YDR205W
2310	OG0002310	genemark-NC_012863.1-processed-gene-15.79-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.79&CDS=1-819	YLR243W
2311	OG0002311	genemark-NC_012863.1-processed-gene-15.80-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.80&CDS=1-1374	YDR190C
2312	OG0002312	genemark-NC_012863.1-processed-gene-15.112-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.112&CDS=1-1920	YDR189W
2313	OG0002313	genemark-NC_012863.1-processed-gene-15.114-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.114&CDS=1-1677	YDR188W
2314	OG0002314	genemark-NC_012863.1-processed-gene-15.115-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.115&CDS=1-1113	YLR244C
