	OrthologID	Saccharomyces_cerevisiae	Tetrapisispora_blattae
2513	OG0002513	YKL216W	genemark-NC_020186-processed-gene-23.46-mRNA-1_1&gene=genemark-NC_020186-processed-gene-23.46&CDS=1-963
2514	OG0002514	YKR001C	genemark-NC_020186-processed-gene-15.99-mRNA-1_1&gene=genemark-NC_020186-processed-gene-15.99&CDS=1-2112
2515	OG0002515	YKR002W	augustus_masked-NC_020191-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-NC_020191-processed-gene-1.59&CDS=1-1875
2516	OG0002516	YKR004C	snap_masked-NC_020191-processed-gene-1.22-mRNA-1_1&gene=snap_masked-NC_020191-processed-gene-1.22&CDS=1-876
2517	OG0002517	YKR006C	augustus_masked-NC_020193-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NC_020193-processed-gene-0.36&CDS=1-753
2518	OG0002518	YKR007W	augustus_masked-NC_020193-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NC_020193-processed-gene-0.54&CDS=1-441
2519	OG0002519	YKR008W	genemark-NC_020193-processed-gene-1.94-mRNA-1_1&gene=genemark-NC_020193-processed-gene-1.94&CDS=1-1842
2520	OG0002520	YKR009C	genemark-NC_020193-processed-gene-1.112-mRNA-1_1&gene=genemark-NC_020193-processed-gene-1.112&CDS=1-2736
2521	OG0002521	YKR014C	genemark-NC_020187-processed-gene-6.60-mRNA-1_1&gene=genemark-NC_020187-processed-gene-6.60&CDS=1-660
2522	OG0002522	YKR016W	augustus_masked-NC_020187-processed-gene-6.78-mRNA-1_1&gene=augustus_masked-NC_020187-processed-gene-6.78&CDS=1-1605
2523	OG0002523	YKR017C	genemark-NC_020187-processed-gene-6.61-mRNA-1_1&gene=genemark-NC_020187-processed-gene-6.61&CDS=1-1908
2524	OG0002524	YKR020W	augustus_masked-NC_020188-processed-gene-13.66-mRNA-1_1&gene=augustus_masked-NC_020188-processed-gene-13.66&CDS=1-426
2525	OG0002525	YKR022C	augustus_masked-NC_020187-processed-gene-7.5-mRNA-1_1&gene=augustus_masked-NC_020187-processed-gene-7.5&CDS=1-906
2526	OG0002526	YKR023W	genemark-NC_020192-processed-gene-7.22-mRNA-1_1&gene=genemark-NC_020192-processed-gene-7.22&CDS=1-1671
2527	OG0002527	YKR024C	genemark-NC_020188-processed-gene-13.122-mRNA-1_1&gene=genemark-NC_020188-processed-gene-13.122&CDS=1-2265
2528	OG0002528	YKR025W	genemark-NC_020188-processed-gene-13.144-mRNA-1_1&gene=genemark-NC_020188-processed-gene-13.144&CDS=1-852
2529	OG0002529	YKR026C	genemark-NC_020188-processed-gene-13.121-mRNA-1_1&gene=genemark-NC_020188-processed-gene-13.121&CDS=1-963
2530	OG0002530	YKR028W	maker-NC_020187-snap-gene-7.115-mRNA-1_1&gene=maker-NC_020187-snap-gene-7.115&CDS=1-3552
2531	OG0002531	YKR029C	genemark-NC_020188-processed-gene-13.146-mRNA-1_1&gene=genemark-NC_020188-processed-gene-13.146&CDS=1-2697
2532	OG0002532	YKR030W	genemark-NC_020192-processed-gene-7.8-mRNA-1_1&gene=genemark-NC_020192-processed-gene-7.8&CDS=1-732
2533	OG0002533	YKR031C	maker-NC_020192-snap-gene-7.1-mRNA-1_1&gene=maker-NC_020192-snap-gene-7.1&CDS=1-4890
2534	OG0002534	YKR035W-A	genemark-NC_020192-processed-gene-7.11-mRNA-1_1&gene=genemark-NC_020192-processed-gene-7.11&CDS=1-618
2535	OG0002535	YKR037C	augustus_masked-NC_020192-processed-gene-7.56-mRNA-1_1&gene=augustus_masked-NC_020192-processed-gene-7.56&CDS=1-918
2536	OG0002536	YKR038C	genemark-NC_020185-processed-gene-1.18-mRNA-1_1&gene=genemark-NC_020185-processed-gene-1.18&CDS=1-1158
2537	OG0002537	YKR043C	genemark-NC_020186-processed-gene-15.124-mRNA-1_1&gene=genemark-NC_020186-processed-gene-15.124&CDS=1-831
2538	OG0002538	YKR044W	snap_masked-NC_020188-processed-gene-13.19-mRNA-1_1&gene=snap_masked-NC_020188-processed-gene-13.19&CDS=1-1290
2539	OG0002539	YKR045C	augustus_masked-NC_020188-processed-gene-13.97-mRNA-1_1&gene=augustus_masked-NC_020188-processed-gene-13.97&CDS=1-1101
2540	OG0002540	YKR046C	snap_masked-NC_020186-processed-gene-15.40-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-15.40&CDS=1-1131
2541	OG0002541	YKR048C	genemark-NC_020186-processed-gene-18.115-mRNA-1_1&gene=genemark-NC_020186-processed-gene-18.115&CDS=1-1266
2542	OG0002542	YKR049C	snap_masked-NC_020186-processed-gene-18.37-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-18.37&CDS=1-390
2543	OG0002543	YKR050W	genemark-NC_020188-processed-gene-13.130-mRNA-1_1&gene=genemark-NC_020188-processed-gene-13.130&CDS=1-2925
2544	OG0002544	YKR051W	genemark-NC_020186-processed-gene-18.104-mRNA-1_1&gene=genemark-NC_020186-processed-gene-18.104&CDS=1-1209
2545	OG0002545	YKR054C	snap_masked-NC_020188-processed-gene-13.50-mRNA-1_1&gene=snap_masked-NC_020188-processed-gene-13.50&CDS=1-12834
2546	OG0002546	YKR060W	genemark-NC_020186-processed-gene-15.100-mRNA-1_1&gene=genemark-NC_020186-processed-gene-15.100&CDS=1-867
2547	OG0002547	YKR061W	snap_masked-NC_020188-processed-gene-13.30-mRNA-1_1&gene=snap_masked-NC_020188-processed-gene-13.30&CDS=1-1242
2548	OG0002548	YKR062W	genemark-NC_020187-processed-gene-4.59-mRNA-1_1&gene=genemark-NC_020187-processed-gene-4.59&CDS=1-1047
2549	OG0002549	YKR063C	genemark-NC_020187-processed-gene-4.74-mRNA-1_1&gene=genemark-NC_020187-processed-gene-4.74&CDS=1-1509
2550	OG0002550	YKR064W	genemark-NC_020187-processed-gene-5.0-mRNA-1_1&gene=genemark-NC_020187-processed-gene-5.0&CDS=1-2112
2551	OG0002551	YKR065C	genemark-NC_020187-processed-gene-14.53-mRNA-1_1&gene=genemark-NC_020187-processed-gene-14.53&CDS=1-633
2552	OG0002552	YKR066C	genemark-NC_020187-processed-gene-14.52-mRNA-1_1&gene=genemark-NC_020187-processed-gene-14.52&CDS=1-1119
2553	OG0002553	YKR067W	genemark-NC_020194-processed-gene-2.82-mRNA-1_1&gene=genemark-NC_020194-processed-gene-2.82&CDS=1-2463
2554	OG0002554	YKR068C	snap_masked-NC_020185-processed-gene-23.9-mRNA-1_1&gene=snap_masked-NC_020185-processed-gene-23.9&CDS=1-543
2555	OG0002555	YKR069W	genemark-NC_020185-processed-gene-23.66-mRNA-1_1&gene=genemark-NC_020185-processed-gene-23.66&CDS=1-1656
2556	OG0002556	YKR070W	genemark-NC_020185-processed-gene-23.65-mRNA-1_1&gene=genemark-NC_020185-processed-gene-23.65&CDS=1-1011
2557	OG0002557	YKR071C	genemark-NC_020185-processed-gene-23.50-mRNA-1_1&gene=genemark-NC_020185-processed-gene-23.50&CDS=1-984
2558	OG0002558	YKR074W	genemark-NC_020185-processed-gene-23.64-mRNA-1_1&gene=genemark-NC_020185-processed-gene-23.64&CDS=1-450
2559	OG0002559	YKR080W	genemark-NC_020185-processed-gene-23.43-mRNA-1_1&gene=genemark-NC_020185-processed-gene-23.43&CDS=1-993
2560	OG0002560	YKR081C	snap_masked-NC_020189-processed-gene-2.0-mRNA-1_1&gene=snap_masked-NC_020189-processed-gene-2.0&CDS=1-1005
2561	OG0002561	YKR082W	augustus_masked-NC_020189-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-NC_020189-processed-gene-2.86&CDS=1-3666
2562	OG0002562	YKR083C	genemark-NC_020185-processed-gene-23.40-mRNA-1_1&gene=genemark-NC_020185-processed-gene-23.40&CDS=1-354
2563	OG0002563	YKR084C	genemark-NC_020185-processed-gene-22.16-mRNA-1_1&gene=genemark-NC_020185-processed-gene-22.16&CDS=1-1800
2564	OG0002564	YKR085C	genemark-NC_020185-processed-gene-22.15-mRNA-1_1&gene=genemark-NC_020185-processed-gene-22.15&CDS=1-627
2565	OG0002565	YKR086W	genemark-NC_020193-processed-gene-3.20-mRNA-1_1&gene=genemark-NC_020193-processed-gene-3.20&CDS=1-3318
2566	OG0002566	YKR087C	genemark-NC_020185-processed-gene-22.14-mRNA-1_1&gene=genemark-NC_020185-processed-gene-22.14&CDS=1-1047
2567	OG0002567	YKR088C	genemark-NC_020185-processed-gene-22.13-mRNA-1_1&gene=genemark-NC_020185-processed-gene-22.13&CDS=1-951
2568	OG0002568	YKR090W	genemark-NC_020185-processed-gene-22.30-mRNA-1_1&gene=genemark-NC_020185-processed-gene-22.30&CDS=1-3423
2569	OG0002569	YKR092C	genemark-NC_020185-processed-gene-22.10-mRNA-1_1&gene=genemark-NC_020185-processed-gene-22.10&CDS=1-1119
2570	OG0002570	YKR095W	augustus_masked-NC_020189-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-NC_020189-processed-gene-4.22&CDS=1-5484
2571	OG0002571	YKR095W-A	snap_masked-NC_020191-processed-gene-2.17-mRNA-1_1&gene=snap_masked-NC_020191-processed-gene-2.17&CDS=1-246
2572	OG0002572	YKR097W	genemark-NC_020189-processed-gene-4.51-mRNA-1_1&gene=genemark-NC_020189-processed-gene-4.51&CDS=1-1728
2573	OG0002573	YKR099W	genemark-NC_020193-processed-gene-3.26-mRNA-1_1&gene=genemark-NC_020193-processed-gene-3.26&CDS=1-2496
2574	OG0002574	YKR100C	genemark-NC_020189-processed-gene-4.55-mRNA-1_1&gene=genemark-NC_020189-processed-gene-4.55&CDS=1-1026
2575	OG0002575	YLL001W	genemark-NC_020192-processed-gene-6.112-mRNA-1_1&gene=genemark-NC_020192-processed-gene-6.112&CDS=1-2325
2576	OG0002576	YLL002W	genemark-NC_020192-processed-gene-7.2-mRNA-1_1&gene=genemark-NC_020192-processed-gene-7.2&CDS=1-1335
2577	OG0002577	YLL003W	snap_masked-NC_020192-processed-gene-7.65-mRNA-1_1&gene=snap_masked-NC_020192-processed-gene-7.65&CDS=1-1989
2578	OG0002578	YLL004W	genemark-NC_020187-processed-gene-15.38-mRNA-1_1&gene=genemark-NC_020187-processed-gene-15.38&CDS=1-1884
2579	OG0002579	YLL005C	maker-NC_020187-snap-gene-8.148-mRNA-1_1&gene=maker-NC_020187-snap-gene-8.148&CDS=1-2454
2580	OG0002580	YLL006W	genemark-NC_020187-processed-gene-8.60-mRNA-1_1&gene=genemark-NC_020187-processed-gene-8.60&CDS=1-1344
2581	OG0002581	YLL007C	snap_masked-NC_020187-processed-gene-8.140-mRNA-1_1&gene=snap_masked-NC_020187-processed-gene-8.140&CDS=1-1965
2582	OG0002582	YLL008W	genemark-NC_020187-processed-gene-15.36-mRNA-1_1&gene=genemark-NC_020187-processed-gene-15.36&CDS=1-2271
2583	OG0002583	YLL011W	augustus_masked-NC_020192-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-NC_020192-processed-gene-4.32&CDS=1-2865
2584	OG0002584	YLL013C	augustus_masked-NC_020192-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-NC_020192-processed-gene-4.19&CDS=1-1953
2585	OG0002585	YLL014W	genemark-NC_020192-processed-gene-4.68-mRNA-1_1&gene=genemark-NC_020192-processed-gene-4.68&CDS=1-318
2586	OG0002586	YLL018C	genemark-NC_020186-processed-gene-23.16-mRNA-1_1&gene=genemark-NC_020186-processed-gene-23.16&CDS=1-1692
2587	OG0002587	YLL019C	augustus_masked-NC_020186-processed-gene-23.63-mRNA-1_1&gene=augustus_masked-NC_020186-processed-gene-23.63&CDS=1-2106
2588	OG0002588	YLL021W	genemark-NC_020186-processed-gene-23.41-mRNA-1_1&gene=genemark-NC_020186-processed-gene-23.41&CDS=1-7074
2589	OG0002589	YLL023C	maker-NC_020189-snap-gene-3.94-mRNA-1_1&gene=maker-NC_020189-snap-gene-3.94&CDS=1-741
2590	OG0002590	YLL026W	genemark-NC_020185-processed-gene-21.6-mRNA-1_1&gene=genemark-NC_020185-processed-gene-21.6&CDS=1-2718
2591	OG0002591	YLL027W	genemark-NC_020189-processed-gene-3.12-mRNA-1_1&gene=genemark-NC_020189-processed-gene-3.12&CDS=1-963
2592	OG0002592	YLL028W	genemark-NC_020189-processed-gene-3.11-mRNA-1_1&gene=genemark-NC_020189-processed-gene-3.11&CDS=1-2013
2593	OG0002593	YLL029W	genemark-NC_020189-processed-gene-3.10-mRNA-1_1&gene=genemark-NC_020189-processed-gene-3.10&CDS=1-2202
2594	OG0002594	YLL031C	genemark-NC_020185-processed-gene-21.3-mRNA-1_1&gene=genemark-NC_020185-processed-gene-21.3&CDS=1-3195
2595	OG0002595	YLL032C	snap_masked-NC_020185-processed-gene-20.121-mRNA-1_1&gene=snap_masked-NC_020185-processed-gene-20.121&CDS=1-2643
2596	OG0002596	YLL033W	snap_masked-NC_020185-processed-gene-20.99-mRNA-1_1&gene=snap_masked-NC_020185-processed-gene-20.99&CDS=1-675
2597	OG0002597	YLL034C	genemark-NC_020189-processed-gene-3.22-mRNA-1_1&gene=genemark-NC_020189-processed-gene-3.22&CDS=1-2583
2598	OG0002598	YLL035W	genemark-NC_020185-processed-gene-20.19-mRNA-1_1&gene=genemark-NC_020185-processed-gene-20.19&CDS=1-1884
2599	OG0002599	YLL036C	augustus_masked-NC_020191-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-NC_020191-processed-gene-1.48&CDS=1-2739
2600	OG0002600	YLL040C	genemark-NC_020191-processed-gene-1.79-mRNA-1_1&gene=genemark-NC_020191-processed-gene-1.79&CDS=1-9471
2601	OG0002601	YLL041C	genemark-NC_020189-processed-gene-3.20-mRNA-1_1&gene=genemark-NC_020189-processed-gene-3.20&CDS=1-825
2602	OG0002602	YLL042C	augustus_masked-NC_020189-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-NC_020189-processed-gene-3.49&CDS=1-492
2603	OG0002603	YLL043W	maker-NC_020189-snap-gene-3.92-mRNA-1_1&gene=maker-NC_020189-snap-gene-3.92&CDS=1-3423
2604	OG0002604	YLL048C	snap_masked-NC_020191-processed-gene-1.21-mRNA-1_1&gene=snap_masked-NC_020191-processed-gene-1.21&CDS=1-5073
2605	OG0002605	YLL050C	augustus_masked-NC_020189-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-NC_020189-processed-gene-2.110&CDS=1-429
2606	OG0002606	YLR002C	genemark-NC_020188-processed-gene-7.100-mRNA-1_1&gene=genemark-NC_020188-processed-gene-7.100&CDS=1-2034
2607	OG0002607	YLR003C	genemark-NC_020187-processed-gene-8.83-mRNA-1_1&gene=genemark-NC_020187-processed-gene-8.83&CDS=1-906
2608	OG0002608	YLR005W	genemark-NC_020187-processed-gene-8.58-mRNA-1_1&gene=genemark-NC_020187-processed-gene-8.58&CDS=1-1341
2609	OG0002609	YLR006C	genemark-NC_020188-processed-gene-7.103-mRNA-1_1&gene=genemark-NC_020188-processed-gene-7.103&CDS=1-2295
2610	OG0002610	YLR007W	augustus_masked-NC_020187-processed-gene-8.36-mRNA-1_1&gene=augustus_masked-NC_020187-processed-gene-8.36&CDS=1-975
2611	OG0002611	YLR008C	genemark-NC_020187-processed-gene-8.56-mRNA-1_1&gene=genemark-NC_020187-processed-gene-8.56&CDS=1-462
2612	OG0002612	YLR009W	genemark-NC_020187-processed-gene-8.81-mRNA-1_1&gene=genemark-NC_020187-processed-gene-8.81&CDS=1-555
2613	OG0002613	YLR015W	genemark-NC_020187-processed-gene-7.66-mRNA-1_1&gene=genemark-NC_020187-processed-gene-7.66&CDS=1-1593
2614	OG0002614	YLR016C	augustus_masked-NC_020188-processed-gene-8.72-mRNA-1_1&gene=augustus_masked-NC_020188-processed-gene-8.72&CDS=1-699
2615	OG0002615	YLR017W	genemark-NC_020187-processed-gene-14.83-mRNA-1_1&gene=genemark-NC_020187-processed-gene-14.83&CDS=1-1155
2616	OG0002616	YLR018C	snap_masked-NC_020187-processed-gene-14.27-mRNA-1_1&gene=snap_masked-NC_020187-processed-gene-14.27&CDS=1-1473
2617	OG0002617	YLR021W	genemark-NC_020187-processed-gene-14.66-mRNA-1_1&gene=genemark-NC_020187-processed-gene-14.66&CDS=1-543
2618	OG0002618	YLR022C	genemark-NC_020187-processed-gene-14.80-mRNA-1_1&gene=genemark-NC_020187-processed-gene-14.80&CDS=1-741
2619	OG0002619	YLR023C	genemark-NC_020187-processed-gene-14.64-mRNA-1_1&gene=genemark-NC_020187-processed-gene-14.64&CDS=1-1311
2620	OG0002620	YLR024C	maker-NC_020192-augustus-gene-5.0-mRNA-1_1&gene=maker-NC_020192-augustus-gene-5.0&CDS=1-3831
2621	OG0002621	YLR025W	genemark-NC_020186-processed-gene-21.104-mRNA-1_1&gene=genemark-NC_020186-processed-gene-21.104&CDS=1-750
2622	OG0002622	YLR026C	genemark-NC_020186-processed-gene-21.125-mRNA-1_1&gene=genemark-NC_020186-processed-gene-21.125&CDS=1-1116
2623	OG0002623	YLR027C	genemark-NC_020186-processed-gene-22.47-mRNA-1_1&gene=genemark-NC_020186-processed-gene-22.47&CDS=1-1224
2624	OG0002624	YLR032W	genemark-NC_020192-processed-gene-0.98-mRNA-1_1&gene=genemark-NC_020192-processed-gene-0.98&CDS=1-3903
2625	OG0002625	YLR033W	genemark-NC_020192-processed-gene-0.96-mRNA-1_1&gene=genemark-NC_020192-processed-gene-0.96&CDS=1-1569
2626	OG0002626	YLR034C	genemark-NC_020186-processed-gene-22.43-mRNA-1_1&gene=genemark-NC_020186-processed-gene-22.43&CDS=1-1641
2627	OG0002627	YLR035C	snap_masked-NC_020192-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NC_020192-processed-gene-0.9&CDS=1-2073
2628	OG0002628	YLR038C	snap_masked-NC_020186-processed-gene-20.133-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-20.133&CDS=1-255
2629	OG0002629	YLR039C	genemark-NC_020186-processed-gene-20.41-mRNA-1_1&gene=genemark-NC_020186-processed-gene-20.41&CDS=1-3756
2630	OG0002630	YLR040C	genemark-NC_020186-processed-gene-20.42-mRNA-1_1&gene=genemark-NC_020186-processed-gene-20.42&CDS=1-660
2631	OG0002631	YLR045C	snap_masked-NC_020186-processed-gene-18.9-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-18.9&CDS=1-3015
2632	OG0002632	YLR047C	genemark-NC_020186-processed-gene-17.29-mRNA-1_1&gene=genemark-NC_020186-processed-gene-17.29&CDS=1-2166
2633	OG0002633	YLR051C	genemark-NC_020188-processed-gene-6.64-mRNA-1_1&gene=genemark-NC_020188-processed-gene-6.64&CDS=1-687
2634	OG0002634	YLR052W	maker-NC_020188-augustus-gene-6.5-mRNA-1_1&gene=maker-NC_020188-augustus-gene-6.5&CDS=1-909
2635	OG0002635	YLR055C	genemark-NC_020191-processed-gene-8.121-mRNA-1_1&gene=genemark-NC_020191-processed-gene-8.121&CDS=1-1920
2636	OG0002636	YLR056W	genemark-NC_020188-processed-gene-6.83-mRNA-1_1&gene=genemark-NC_020188-processed-gene-6.83&CDS=1-1101
2637	OG0002637	YLR057W	genemark-NC_020188-processed-gene-6.81-mRNA-1_1&gene=genemark-NC_020188-processed-gene-6.81&CDS=1-2442
2638	OG0002638	YLR059C	genemark-NC_020191-processed-gene-8.125-mRNA-1_1&gene=genemark-NC_020191-processed-gene-8.125&CDS=1-708
2639	OG0002639	YLR060W	snap_masked-NC_020191-processed-gene-8.158-mRNA-1_1&gene=snap_masked-NC_020191-processed-gene-8.158&CDS=1-1785
2640	OG0002640	YLR061W	snap_masked-NC_020188-processed-gene-6.37-mRNA-1_1&gene=snap_masked-NC_020188-processed-gene-6.37&CDS=1-357
2641	OG0002641	YLR063W	genemark-NC_020188-processed-gene-6.78-mRNA-1_1&gene=genemark-NC_020188-processed-gene-6.78&CDS=1-972
2642	OG0002642	YLR064W	snap_masked-NC_020187-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NC_020187-processed-gene-0.32&CDS=1-294
2643	OG0002643	YLR065C	genemark-NC_020188-processed-gene-6.59-mRNA-1_1&gene=genemark-NC_020188-processed-gene-6.59&CDS=1-531
2644	OG0002644	YLR066W	genemark-NC_020188-processed-gene-6.77-mRNA-1_1&gene=genemark-NC_020188-processed-gene-6.77&CDS=1-612
2645	OG0002645	YLR067C	snap_masked-NC_020187-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NC_020187-processed-gene-0.15&CDS=1-2679
2646	OG0002646	YLR068W	genemark-NC_020187-processed-gene-0.88-mRNA-1_1&gene=genemark-NC_020187-processed-gene-0.88&CDS=1-513
2647	OG0002647	YLR069C	genemark-NC_020188-processed-gene-6.58-mRNA-1_1&gene=genemark-NC_020188-processed-gene-6.58&CDS=1-2283
2648	OG0002648	YLR071C	genemark-NC_020187-processed-gene-0.72-mRNA-1_1&gene=genemark-NC_020187-processed-gene-0.72&CDS=1-3429
2649	OG0002649	YLR073C	genemark-NC_020187-processed-gene-0.71-mRNA-1_1&gene=genemark-NC_020187-processed-gene-0.71&CDS=1-588
2650	OG0002650	YLR074C	genemark-NC_020188-processed-gene-6.51-mRNA-1_1&gene=genemark-NC_020188-processed-gene-6.51&CDS=1-453
2651	OG0002651	YLR075W	genemark-NC_020187-processed-gene-0.85-mRNA-1_1&gene=genemark-NC_020187-processed-gene-0.85&CDS=1-663
2652	OG0002652	YLR077W	snap_masked-NC_020187-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NC_020187-processed-gene-0.25&CDS=1-1464
2653	OG0002653	YLR078C	snap_masked-NC_020187-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NC_020187-processed-gene-0.11&CDS=1-756
2654	OG0002654	YLR079W	snap_masked-NC_020188-processed-gene-6.11-mRNA-1_1&gene=snap_masked-NC_020188-processed-gene-6.11&CDS=1-891
2655	OG0002655	YLR085C	genemark-NC_020192-processed-gene-3.110-mRNA-1_1&gene=genemark-NC_020192-processed-gene-3.110&CDS=1-1326
2656	OG0002656	YLR086W	genemark-NC_020189-processed-gene-11.43-mRNA-1_1&gene=genemark-NC_020189-processed-gene-11.43&CDS=1-4266
2657	OG0002657	YLR087C	genemark-NC_020189-processed-gene-11.57-mRNA-1_1&gene=genemark-NC_020189-processed-gene-11.57&CDS=1-9348
2658	OG0002658	YLR088W	genemark-NC_020190-processed-gene-7.100-mRNA-1_1&gene=genemark-NC_020190-processed-gene-7.100&CDS=1-1749
2659	OG0002659	YLR093C	genemark-NC_020192-processed-gene-3.93-mRNA-1_1&gene=genemark-NC_020192-processed-gene-3.93&CDS=1-747
2660	OG0002660	YLR095C	augustus_masked-NC_020187-processed-gene-11.59-mRNA-1_1&gene=augustus_masked-NC_020187-processed-gene-11.59&CDS=1-2418
2661	OG0002661	YLR097C	genemark-NC_020192-processed-gene-3.92-mRNA-1_1&gene=genemark-NC_020192-processed-gene-3.92&CDS=1-1056
2662	OG0002662	YLR098C	genemark-NC_020188-processed-gene-10.53-mRNA-1_1&gene=genemark-NC_020188-processed-gene-10.53&CDS=1-1821
2663	OG0002663	YLR099W-A	genemark-NC_020192-processed-gene-3.107-mRNA-1_1&gene=genemark-NC_020192-processed-gene-3.107&CDS=1-483
2664	OG0002664	YLR100W	snap_masked-NC_020188-processed-gene-10.16-mRNA-1_1&gene=snap_masked-NC_020188-processed-gene-10.16&CDS=1-1068
2665	OG0002665	YLR102C	augustus_masked-NC_020188-processed-gene-10.83-mRNA-1_1&gene=augustus_masked-NC_020188-processed-gene-10.83&CDS=1-525
2666	OG0002666	YLR103C	genemark-NC_020188-processed-gene-10.50-mRNA-1_1&gene=genemark-NC_020188-processed-gene-10.50&CDS=1-1965
2667	OG0002667	YLR104W	genemark-NC_020192-processed-gene-3.106-mRNA-1_1&gene=genemark-NC_020192-processed-gene-3.106&CDS=1-414
2668	OG0002668	YLR105C	genemark-NC_020188-processed-gene-10.49-mRNA-1_1&gene=genemark-NC_020188-processed-gene-10.49&CDS=1-1125
2669	OG0002669	YLR106C	snap_masked-NC_020188-processed-gene-10.12-mRNA-1_1&gene=snap_masked-NC_020188-processed-gene-10.12&CDS=1-14751
2670	OG0002670	YLR107W	genemark-NC_020188-processed-gene-9.68-mRNA-1_1&gene=genemark-NC_020188-processed-gene-9.68&CDS=1-1206
2671	OG0002671	YLR109W	genemark-NC_020192-processed-gene-3.105-mRNA-1_1&gene=genemark-NC_020192-processed-gene-3.105&CDS=1-525
2672	OG0002672	YLR113W	genemark-NC_020192-processed-gene-3.87-mRNA-1_1&gene=genemark-NC_020192-processed-gene-3.87&CDS=1-1443
2673	OG0002673	YLR114C	genemark-NC_020185-processed-gene-9.68-mRNA-1_1&gene=genemark-NC_020185-processed-gene-9.68&CDS=1-2274
2674	OG0002674	YLR115W	genemark-NC_020185-processed-gene-9.54-mRNA-1_1&gene=genemark-NC_020185-processed-gene-9.54&CDS=1-2526
2675	OG0002675	YLR116W	genemark-NC_020185-processed-gene-9.55-mRNA-1_1&gene=genemark-NC_020185-processed-gene-9.55&CDS=1-1452
2676	OG0002676	YLR117C	augustus_masked-NC_020185-processed-gene-9.107-mRNA-1_1&gene=augustus_masked-NC_020185-processed-gene-9.107&CDS=1-2031
2677	OG0002677	YLR118C	genemark-NC_020185-processed-gene-9.71-mRNA-1_1&gene=genemark-NC_020185-processed-gene-9.71&CDS=1-684
2678	OG0002678	YLR119W	augustus_masked-NC_020192-processed-gene-3.48-mRNA-1_1&gene=augustus_masked-NC_020192-processed-gene-3.48&CDS=1-750
2679	OG0002679	YLR127C	snap_masked-NC_020185-processed-gene-9.39-mRNA-1_1&gene=snap_masked-NC_020185-processed-gene-9.39&CDS=1-2196
2680	OG0002680	YLR128W	augustus_masked-NC_020185-processed-gene-9.94-mRNA-1_1&gene=augustus_masked-NC_020185-processed-gene-9.94&CDS=1-798
