	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034661_Dipodascus_albidus
1465	OG0001465	YER051W	genemark-flattened_line_106-processed-gene-0.156-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.156&CDS=1-1533
1466	OG0001466	YER053C	genemark-flattened_line_2-processed-gene-1.137-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.137&CDS=1-1092
1467	OG0001467	YER055C	maker-flattened_line_32-snap-gene-1.119-mRNA-1_1&gene=maker-flattened_line_32-snap-gene-1.119&CDS=1-1086
1468	OG0001468	YER058W	genemark-flattened_line_30-processed-gene-1.105-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.105&CDS=1-309
1469	OG0001469	YER061C	genemark-flattened_line_206-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_206-processed-gene-0.36&CDS=1-1251
1470	OG0001470	YER065C	genemark-flattened_line_2-processed-gene-5.114-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.114&CDS=1-1626
1471	OG0001471	YER068W	augustus_masked-flattened_line_120-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.27&CDS=1-1602
1472	OG0001472	YER069W	genemark-flattened_line_200-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_200-processed-gene-0.22&CDS=1-2583
1473	OG0001473	YER072W	genemark-flattened_line_54-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.68&CDS=1-366
1474	OG0001474	YER074W-A	augustus_masked-flattened_line_6-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.110&CDS=1-240
1475	OG0001475	YER075C	maker-flattened_line_36-snap-gene-0.93-mRNA-1_1&gene=maker-flattened_line_36-snap-gene-0.93&CDS=1-2340
1476	OG0001476	YER077C	augustus_masked-flattened_line_263-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_263-processed-gene-0.14&CDS=1-1872
1477	OG0001477	YER078C	genemark-flattened_line_0-processed-gene-6.33-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.33&CDS=1-1509
1478	OG0001478	YER080W	genemark-flattened_line_0-processed-gene-7.35-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.35&CDS=1-1815
1479	OG0001479	YER082C	genemark-flattened_line_0-processed-gene-2.5-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.5&CDS=1-1614
1480	OG0001480	YER086W	genemark-flattened_line_184-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_184-processed-gene-0.15&CDS=1-1584
1481	OG0001481	YER087W	genemark-flattened_line_2-processed-gene-6.217-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.217&CDS=1-1719
1482	OG0001482	YER090W	genemark-flattened_line_18-processed-gene-1.47-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.47&CDS=1-1521
1483	OG0001483	YER091C	genemark-flattened_line_84-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.50&CDS=1-2298
1484	OG0001484	YER094C	genemark-flattened_line_100-processed-gene-0.163-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.163&CDS=1-618
1485	OG0001485	YER095W	genemark-flattened_line_140-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_140-processed-gene-0.2&CDS=1-1056
1486	OG0001486	YER099C	genemark-flattened_line_170-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_170-processed-gene-0.54&CDS=1-966
1487	OG0001487	YER100W	genemark-flattened_line_104-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.116&CDS=1-714
1488	OG0001488	YER107C	genemark-flattened_line_54-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.52&CDS=1-1062
1489	OG0001489	YER109C	augustus_masked-flattened_line_200-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_200-processed-gene-0.51&CDS=1-2922
1490	OG0001490	YER110C	genemark-flattened_line_156-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_156-processed-gene-0.92&CDS=1-3312
1491	OG0001491	YER116C	genemark-flattened_line_62-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.13&CDS=1-465
1492	OG0001492	YER122C	genemark-flattened_line_20-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.75&CDS=1-1347
1493	OG0001493	YER126C	genemark-flattened_line_166-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_166-processed-gene-0.85&CDS=1-780
1494	OG0001494	YER127W	snap_masked-flattened_line_40-processed-gene-1.72-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.72&CDS=1-978
1495	OG0001495	YER130C	genemark-flattened_line_62-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.1&CDS=1-858
1496	OG0001496	YER133W	genemark-flattened_line_8-processed-gene-2.5-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.5&CDS=1-963
1497	OG0001497	YER134C	augustus_masked-flattened_line_24-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.124&CDS=1-498
1498	OG0001498	YER141W	genemark-flattened_line_0-processed-gene-3.1-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.1&CDS=1-1581
1499	OG0001499	YER142C	augustus_masked-flattened_line_82-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.133&CDS=1-618
1500	OG0001500	YER143W	genemark-flattened_line_48-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.46&CDS=1-1266
1501	OG0001501	YER146W	genemark-flattened_line_48-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.47&CDS=1-306
1502	OG0001502	YER148W	genemark-flattened_line_118-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.76&CDS=1-696
1503	OG0001503	YER151C	augustus_masked-flattened_line_88-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.139&CDS=1-1530
1504	OG0001504	YER152C	genemark-flattened_line_6-processed-gene-2.194-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.194&CDS=1-1242
1505	OG0001505	YER154W	genemark-flattened_line_38-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.23&CDS=1-1167
1506	OG0001506	YER156C	genemark-flattened_line_2-processed-gene-3.79-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.79&CDS=1-1056
1507	OG0001507	YER157W	genemark-flattened_line_22-processed-gene-1.41-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.41&CDS=1-2313
1508	OG0001508	YER162C	genemark-flattened_line_10-processed-gene-1.33-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.33&CDS=1-3387
1509	OG0001509	YER163C	genemark-flattened_line_20-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.78&CDS=1-615
1510	OG0001510	YER164W	genemark-flattened_line_221-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_221-processed-gene-0.2&CDS=1-4236
1511	OG0001511	YER165W	genemark-flattened_line_2-processed-gene-6.197-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.197&CDS=1-1983
1512	OG0001512	YER168C	genemark-flattened_line_36-processed-gene-1.77-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.77&CDS=1-1569
1513	OG0001513	YER169W	genemark-flattened_line_48-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.13&CDS=1-1218
1514	OG0001514	YER170W	genemark-flattened_line_2-processed-gene-4.9-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.9&CDS=1-690
1515	OG0001515	YER171W	genemark-flattened_line_136-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.15&CDS=1-2322
1516	OG0001516	YER172C	snap_masked-flattened_line_136-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_136-processed-gene-0.68&CDS=1-6390
1517	OG0001517	YER173W	genemark-flattened_line_36-processed-gene-1.76-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.76&CDS=1-2133
1518	OG0001518	YER175C	snap_masked-flattened_line_2-processed-gene-1.198-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.198&CDS=1-891
1519	OG0001519	YER178W	genemark-flattened_line_32-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.88&CDS=1-1176
1520	OG0001520	YER179W	genemark-flattened_line_6-processed-gene-2.222-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.222&CDS=1-1020
1521	OG0001521	YER182W	snap_masked-flattened_line_6-processed-gene-2.143-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.143&CDS=1-600
1522	OG0001522	YER183C	genemark-flattened_line_6-processed-gene-2.226-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.226&CDS=1-591
1523	OG0001523	YFL001W	genemark-flattened_line_38-processed-gene-1.37-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.37&CDS=1-1266
1524	OG0001524	YFL002C	genemark-flattened_line_38-processed-gene-1.16-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.16&CDS=1-1806
1525	OG0001525	YFL004W	genemark-flattened_line_126-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_126-processed-gene-0.104&CDS=1-2364
1526	OG0001526	YFL005W	genemark-flattened_line_237-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_237-processed-gene-0.8&CDS=1-609
1527	OG0001527	YFL007W	genemark-flattened_line_78-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.16&CDS=1-5988
1528	OG0001528	YFL008W	genemark-flattened_line_42-processed-gene-1.42-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.42&CDS=1-3708
1529	OG0001529	YFL013C	genemark-flattened_line_126-processed-gene-0.124-mRNA-1_1&gene=genemark-flattened_line_126-processed-gene-0.124&CDS=1-2319
1530	OG0001530	YFL016C	genemark-flattened_line_98-processed-gene-0.127-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.127&CDS=1-1392
1531	OG0001531	YFL017C	genemark-flattened_line_4-processed-gene-1.2-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.2&CDS=1-492
1532	OG0001532	YFL017W-A	genemark-flattened_line_126-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_126-processed-gene-0.105&CDS=1-228
1533	OG0001533	YFL018C	genemark-flattened_line_14-processed-gene-1.65-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.65&CDS=1-1497
1534	OG0001534	YFL022C	genemark-flattened_line_62-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.40&CDS=1-1470
1535	OG0001535	YFL024C	genemark-flattened_line_34-processed-gene-1.159-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.159&CDS=1-2163
1536	OG0001536	YFL026W	augustus_masked-flattened_line_2-processed-gene-6.117-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.117&CDS=1-1317
1537	OG0001537	YFL027C	genemark-flattened_line_40-processed-gene-1.45-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.45&CDS=1-1575
1538	OG0001538	YFL028C	genemark-flattened_line_28-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.92&CDS=1-876
1539	OG0001539	YFL029C	snap_masked-flattened_line_40-processed-gene-1.71-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.71&CDS=1-957
1540	OG0001540	YFL031W	genemark-flattened_line_2-processed-gene-4.21-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.21&CDS=1-813
1541	OG0001541	YFL033C	genemark-flattened_line_36-processed-gene-1.70-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.70&CDS=1-5427
1542	OG0001542	YFL034C-B	genemark-flattened_line_52-processed-gene-0.179-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.179&CDS=1-735
1543	OG0001543	YFL034W	genemark-flattened_line_28-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.73&CDS=1-3174
1544	OG0001544	YFL036W	genemark-flattened_line_50-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.64&CDS=1-4140
1545	OG0001545	YFL037W	genemark-flattened_line_66-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.53&CDS=1-1338
1546	OG0001546	YFL038C	genemark-flattened_line_50-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.33&CDS=1-609
1547	OG0001547	YFL039C	augustus_masked-flattened_line_88-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.130&CDS=1-1125
1548	OG0001548	YFL044C	genemark-flattened_line_148-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_148-processed-gene-0.12&CDS=1-948
1549	OG0001549	YFL045C	genemark-flattened_line_219-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_219-processed-gene-0.16&CDS=1-759
1550	OG0001550	YFL046W	genemark-flattened_line_219-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_219-processed-gene-0.8&CDS=1-624
1551	OG0001551	YFL053W	genemark-flattened_line_44-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.68&CDS=1-1755
1552	OG0001552	YFR001W	genemark-flattened_line_26-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.10&CDS=1-561
1553	OG0001553	YFR002W	genemark-flattened_line_36-processed-gene-1.111-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.111&CDS=1-2754
1554	OG0001554	YFR004W	maker-flattened_line_88-augustus-gene-0.106-mRNA-1_1&gene=maker-flattened_line_88-augustus-gene-0.106&CDS=1-924
1555	OG0001555	YFR005C	augustus_masked-flattened_line_42-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-1.89&CDS=1-1728
1556	OG0001556	YFR006W	genemark-flattened_line_16-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.123&CDS=1-1374
1557	OG0001557	YFR007W	snap_masked-flattened_line_42-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.61&CDS=1-768
1558	OG0001558	YFR009W	genemark-flattened_line_144-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_144-processed-gene-0.10&CDS=1-2271
1559	OG0001559	YFR010W	genemark-flattened_line_30-processed-gene-1.96-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.96&CDS=1-1437
1560	OG0001560	YFR011C	genemark-flattened_line_30-processed-gene-1.123-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.123&CDS=1-453
1561	OG0001561	YFR015C	genemark-flattened_line_0-processed-gene-2.33-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.33&CDS=1-2049
1562	OG0001562	YFR019W	maker-flattened_line_8-augustus-gene-2.151-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-2.151&CDS=1-6120
1563	OG0001563	YFR021W	augustus_masked-flattened_line_134-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.50&CDS=1-963
1564	OG0001564	YFR025C	genemark-flattened_line_14-processed-gene-1.33-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.33&CDS=1-927
1565	OG0001565	YFR027W	genemark-flattened_line_2-processed-gene-5.147-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.147&CDS=1-1095
1566	OG0001566	YFR028C	genemark-flattened_line_66-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.21&CDS=1-1839
1567	OG0001567	YFR029W	genemark-flattened_line_74-processed-gene-0.167-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.167&CDS=1-1821
1568	OG0001568	YFR030W	genemark-flattened_line_106-processed-gene-0.140-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.140&CDS=1-3198
1569	OG0001569	YFR031C	genemark-flattened_line_20-processed-gene-1.180-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.180&CDS=1-3522
1570	OG0001570	YFR033C	genemark-flattened_line_10-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.89&CDS=1-381
1571	OG0001571	YFR037C	genemark-flattened_line_132-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_132-processed-gene-0.107&CDS=1-1635
1572	OG0001572	YFR041C	genemark-flattened_line_50-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.22&CDS=1-882
1573	OG0001573	YFR044C	genemark-flattened_line_2-processed-gene-1.121-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.121&CDS=1-1434
1574	OG0001574	YFR045W	augustus_masked-flattened_line_20-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.86&CDS=1-1071
1575	OG0001575	YFR047C	genemark-flattened_line_2-processed-gene-5.146-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.146&CDS=1-888
1576	OG0001576	YFR048W	genemark-flattened_line_122-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_122-processed-gene-0.117&CDS=1-1890
1577	OG0001577	YFR049W	genemark-flattened_line_84-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.11&CDS=1-312
1578	OG0001578	YFR050C	genemark-flattened_line_84-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.12&CDS=1-789
1579	OG0001579	YFR051C	genemark-flattened_line_84-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.47&CDS=1-1542
1580	OG0001580	YFR052W	genemark-flattened_line_20-processed-gene-1.191-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.191&CDS=1-825
1581	OG0001581	YGL001C	genemark-flattened_line_2-processed-gene-2.134-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.134&CDS=1-1113
1582	OG0001582	YGL004C	snap_masked-flattened_line_164-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_164-processed-gene-0.3&CDS=1-1281
1583	OG0001583	YGL006W	genemark-flattened_line_130-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.29&CDS=1-3558
1584	OG0001584	YGL009C	genemark-flattened_line_26-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.34&CDS=1-2322
1585	OG0001585	YGL010W	genemark-flattened_line_60-processed-gene-0.151-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.151&CDS=1-582
1586	OG0001586	YGL011C	genemark-flattened_line_20-processed-gene-1.199-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.199&CDS=1-735
1587	OG0001587	YGL012W	genemark-flattened_line_40-processed-gene-1.47-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.47&CDS=1-1431
1588	OG0001588	YGL017W	genemark-flattened_line_40-processed-gene-1.2-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.2&CDS=1-1197
1589	OG0001589	YGL019W	genemark-flattened_line_24-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.3&CDS=1-804
1590	OG0001590	YGL022W	genemark-flattened_line_215-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_215-processed-gene-0.27&CDS=1-2253
1591	OG0001591	YGL026C	genemark-flattened_line_68-processed-gene-0.146-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.146&CDS=1-2079
1592	OG0001592	YGL027C	genemark-flattened_line_10-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.90&CDS=1-2451
1593	OG0001593	YGL028C	genemark-flattened_line_20-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.66&CDS=1-1377
1594	OG0001594	YGL030W	genemark-flattened_line_72-processed-gene-0.157-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.157&CDS=1-318
1595	OG0001595	YGL033W	genemark-flattened_line_62-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.44&CDS=1-687
1596	OG0001596	YGL037C	genemark-flattened_line_138-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_138-processed-gene-0.21&CDS=1-663
1597	OG0001597	YGL040C	augustus_masked-flattened_line_116-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.84&CDS=1-1026
1598	OG0001598	YGL043W	genemark-flattened_line_54-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.45&CDS=1-912
1599	OG0001599	YGL044C	genemark-flattened_line_118-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.85&CDS=1-1032
1600	OG0001600	YGL045W	genemark-flattened_line_24-processed-gene-1.181-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.181&CDS=1-1881
1601	OG0001601	YGL047W	genemark-flattened_line_0-processed-gene-3.3-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.3&CDS=1-534
1602	OG0001602	YGL050W	genemark-flattened_line_102-processed-gene-0.160-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.160&CDS=1-714
1603	OG0001603	YGL054C	genemark-flattened_line_295-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_295-processed-gene-0.9&CDS=1-411
1604	OG0001604	YGL055W	genemark-flattened_line_80-processed-gene-0.194-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.194&CDS=1-1461
1605	OG0001605	YGL058W	genemark-flattened_line_44-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.14&CDS=1-540
